Orthogroup	Syae	Syaf
OG0000041	Syae.g_00802	Syaf.g_01414
OG0000042	Syae.g_01821	Syaf.g_00403
OG0000043	Syae.g_00117	Syaf.g_01747
OG0000044	Syae.g_01067	Syaf.g_01358, Syaf.g_01992
OG0000046	Syae.g_02154	Syaf.g_00062
OG0000046	Syae.g_02161	Syaf.g_00055
OG0000046	Syae.g_02168	Syaf.g_00045
OG0000047	Syae.g_02184	Syaf.g_00030
OG0000048	Syae.g_01982	Syaf.g_00230
OG0000050	Syae.g_00122	Syaf.g_01770
OG0000051	Syae.g_00438	Syaf.g_00972
OG0000052	Syae.g_01886	Syaf.g_00335
OG0000053	Syae.g_02629	Syaf.g_02447
OG0000054	Syae.g_00014	Syaf.g_02376
OG0000055	Syae.g_00817	Syaf.g_01402
OG0000057	Syae.g_00782	Syaf.g_01452
OG0000058	Syae.g_01905	Syaf.g_00316
OG0000059	Syae.g_02074	Syaf.g_00143
OG0000060	Syae.g_02514	Syaf.g_02515
OG0000060	Syae.g_02306	Syaf.g_02726
OG0000060	Syae.g_00649	Syaf.g_01603
OG0000061	Syae.g_00921	Syaf.g_01288
OG0000062	Syae.g_01145	Syaf.g_01055
OG0000063	Syae.g_01752	Syaf.g_00457
OG0000064	Syae.g_00194	Syaf.g_01667
OG0000064	Syae.g_01137	Syaf.g_01063
OG0000065	Syae.g_01363	Syaf.g_00903
OG0000066	Syae.g_02386	Syaf.g_02643
OG0000067	Syae.g_00521	Syaf.g_02049
OG0000068	Syae.g_02299	Syaf.g_02733
OG0000070	Syae.g_00979	Syaf.g_01237
OG0000071	Syae.g_00961	Syaf.g_01254
OG0000072	Syae.g_01455	Syaf.g_00805
OG0000073	Syae.g_02330	Syaf.g_02700
OG0000075	Syae.g_01871	Syaf.g_00353
OG0000076	Syae.g_01829	Syaf.g_00388
OG0000077	Syae.g_01297	Syaf.g_00951
OG0000078	Syae.g_02243	Syaf.g_02782
OG0000079	Syae.g_02011	Syaf.g_00197
OG0000081	Syae.g_02261	Syaf.g_02776
OG0000082	Syae.g_02447	Syaf.g_02576
OG0000084	Syae.g_02656	Syaf.g_02409
OG0000085	Syae.g_01152	Syaf.g_01048
OG0000086	Syae.g_01333	Syaf.g_00932
OG0000087	Syae.g_01414	Syaf.g_00848
OG0000088	Syae.g_01449	Syaf.g_00811
OG0000089	Syae.g_02219	Syaf.g_02807
OG0000090	Syae.g_02374	Syaf.g_02654
OG0000091	Syae.g_00082	Syaf.g_02302
OG0000093	Syae.g_00537	Syaf.g_02065
OG0000094	Syae.g_00430	Syaf.g_01940
OG0000095	Syae.g_00793	Syaf.g_01442
OG0000097	Syae.g_00683	Syaf.g_01574
OG0000098	Syae.g_02058	Syaf.g_01637
OG0000099	Syae.g_01913	Syaf.g_00312
OG0000100	Syae.g_00489	Syaf.g_02017
OG0000101	Syae.g_02125	Syaf.g_00093
OG0000102	Syae.g_01824	Syaf.g_00393
OG0000103	Syae.g_01694	Syaf.g_00520
OG0000104	Syae.g_01708	Syaf.g_00502
OG0000105	Syae.g_01977	Syaf.g_00235
OG0000106	Syae.g_00272	Syaf.g_01745
OG0000107	Syae.g_02032	Syaf.g_00177, Syaf.g_00758
OG0000108	Syae.g_02309	Syaf.g_02721
OG0000109	Syae.g_02324	Syaf.g_02706
OG0000110	Syae.g_02435	Syaf.g_02589
OG0000111	Syae.g_00783	Syaf.g_01451
OG0000112	Syae.g_00351	Syaf.g_01852
OG0000113	Syae.g_00494	Syaf.g_02022
OG0000114	Syae.g_00575	Syaf.g_02103
OG0000115	Syae.g_02631	Syaf.g_02445
OG0000116	Syae.g_00939	Syaf.g_01276
OG0000117	Syae.g_00647	Syaf.g_01605
OG0000118	Syae.g_02479	Syaf.g_02544
OG0000120	Syae.g_01912	Syaf.g_00313
OG0000121	Syae.g_02649	Syaf.g_02419
OG0000123	Syae.g_02131	Syaf.g_00086
OG0000124	Syae.g_01809	Syaf.g_00414
OG0000125	Syae.g_01573	Syaf.g_00640
OG0000126	Syae.g_01706	Syaf.g_00504
OG0000127	Syae.g_00720	Syaf.g_01541
OG0000128	Syae.g_01724	Syaf.g_00486
OG0000129	Syae.g_01562	Syaf.g_00651
OG0000130	Syae.g_01284	Syaf.g_00963
OG0000131	Syae.g_01428	Syaf.g_00833
OG0000132	Syae.g_01447	Syaf.g_00813
OG0000133	Syae.g_00356	Syaf.g_01857
OG0000134	Syae.g_02222	Syaf.g_02804
OG0000135	Syae.g_01608	Syaf.g_00605
OG0000136	Syae.g_00989	Syaf.g_01224
OG0000137	Syae.g_02530	Syaf.g_02498
OG0000138	Syae.g_02325	Syaf.g_02705
OG0000139	Syae.g_02380	Syaf.g_02648
OG0000140	Syae.g_02383	Syaf.g_02646
OG0000141	Syae.g_00016	Syaf.g_02375
OG0000142	Syae.g_00074	Syaf.g_02310
OG0000143	Syae.g_00078	Syaf.g_02306
OG0000144	Syae.g_00261	Syaf.g_01735
OG0000145	Syae.g_02331	Syaf.g_02699
OG0000146	Syae.g_00350	Syaf.g_01851
OG0000147	Syae.g_00349	Syaf.g_01850
OG0000148	Syae.g_00500	Syaf.g_02028
OG0000149	Syae.g_00847	Syaf.g_01371
OG0000150	Syae.g_00017	Syaf.g_02645
OG0000151	Syae.g_00563	Syaf.g_02091
OG0000152	Syae.g_00360	Syaf.g_01861
OG0000153	Syae.g_00394	Syaf.g_01904
OG0000154	Syae.g_00420	Syaf.g_01930
OG0000155	Syae.g_00885	Syaf.g_01324
OG0000156	Syae.g_00945	Syaf.g_01270
OG0000157	Syae.g_00946	Syaf.g_01269
OG0000158	Syae.g_01858	Syaf.g_00364
OG0000160	Syae.g_02650	Syaf.g_02418
OG0000161	Syae.g_02644	Syaf.g_02424
OG0000162	Syae.g_02638	Syaf.g_02431
OG0000163	Syae.g_01092	Syaf.g_01105
OG0000164	Syae.g_01198	Syaf.g_00999
OG0000165	Syae.g_01021	Syaf.g_01197
OG0000166	Syae.g_02085	Syaf.g_00133
OG0000167	Syae.g_01874	Syaf.g_00350
OG0000168	Syae.g_01856	Syaf.g_00365
OG0000169	Syae.g_01841	Syaf.g_00376
OG0000170	Syae.g_01834	Syaf.g_00383
OG0000171	Syae.g_01810	Syaf.g_00413
OG0000172	Syae.g_01788	Syaf.g_00419
OG0000173	Syae.g_01770	Syaf.g_00438
OG0000174	Syae.g_01610	Syaf.g_00603
OG0000175	Syae.g_01679	Syaf.g_00531
OG0000176	Syae.g_01716	Syaf.g_00494
OG0000177	Syae.g_01717	Syaf.g_00493
OG0000178	Syae.g_01718	Syaf.g_00492
OG0000179	Syae.g_01733	Syaf.g_00477
OG0000180	Syae.g_01734	Syaf.g_00476
OG0000181	Syae.g_01735	Syaf.g_00475
OG0000182	Syae.g_01736	Syaf.g_00474
OG0000183	Syae.g_01740	Syaf.g_00470
OG0000184	Syae.g_01554	Syaf.g_00664
OG0000185	Syae.g_01551	Syaf.g_00684
OG0000186	Syae.g_01279	Syaf.g_00968
OG0000187	Syae.g_01280	Syaf.g_00966
OG0000188	Syae.g_01323	Syaf.g_00944
OG0000189	Syae.g_01350	Syaf.g_00916
OG0000190	Syae.g_01352	Syaf.g_00914
OG0000191	Syae.g_01384	Syaf.g_00877
OG0000192	Syae.g_01390	Syaf.g_00871
OG0000193	Syae.g_01429	Syaf.g_00832
OG0000194	Syae.g_01432	Syaf.g_00829
OG0000195	Syae.g_01434	Syaf.g_00827
OG0000196	Syae.g_01444	Syaf.g_00816
OG0000197	Syae.g_01445	Syaf.g_00815
OG0000198	Syae.g_01446	Syaf.g_00814
OG0000199	Syae.g_01454	Syaf.g_00806
OG0000200	Syae.g_01471	Syaf.g_00789
OG0000201	Syae.g_01487	Syaf.g_00771
OG0000202	Syae.g_01488	Syaf.g_00770
OG0000203	Syae.g_01489	Syaf.g_00769
OG0000204	Syae.g_01490	Syaf.g_00768
OG0000205	Syae.g_01497	Syaf.g_00761
OG0000206	Syae.g_01504	Syaf.g_00736
OG0000207	Syae.g_01506	Syaf.g_00735
OG0000208	Syae.g_01507	Syaf.g_00734
OG0000209	Syae.g_01528	Syaf.g_00714
OG0000210	Syae.g_01529	Syaf.g_00713
OG0000211	Syae.g_02234	Syaf.g_02791
OG0000212	Syae.g_02244	Syaf.g_02781
OG0000213	Syae.g_02003	Syaf.g_00210
OG0000214	Syae.g_01986	Syaf.g_00226
OG0000215	Syae.g_01955	Syaf.g_00258
OG0000216	Syae.g_01951	Syaf.g_00262
OG0000217	Syae.g_01947	Syaf.g_00266
OG0000218	Syae.g_01945	Syaf.g_00268
OG0000219	Syae.g_01944	Syaf.g_00269
OG0000220	Syae.g_01943	Syaf.g_00270
OG0000221	Syae.g_01937	Syaf.g_02597, Syaf.g_00273
OG0000222	Syae.g_01926	Syaf.g_00287
OG0000223	Syae.g_01904	Syaf.g_00317
OG0000224	Syae.g_01897	Syaf.g_00324
OG0000225	Syae.g_02208	Syaf.g_00007
OG0000226	Syae.g_02212	Syaf.g_00003
OG0000227	Syae.g_02214	Syaf.g_00001
OG0000228	Syae.g_02218	Syaf.g_02808
OG0000229	Syae.g_00994	Syaf.g_01214
OG0000230	Syae.g_00992	Syaf.g_01216
OG0000231	Syae.g_00980	Syaf.g_01236
OG0000232	Syae.g_02496	Syaf.g_02536
OG0000233	Syae.g_02504	Syaf.g_02528
OG0000234	Syae.g_02532	Syaf.g_02497
OG0000235	Syae.g_02308	Syaf.g_02722
OG0000236	Syae.g_02323	Syaf.g_02707
OG0000237	Syae.g_02340	Syaf.g_02690
OG0000238	Syae.g_02345	Syaf.g_02685
OG0000239	Syae.g_02360	Syaf.g_02669
OG0000240	Syae.g_02361	Syaf.g_02668
OG0000241	Syae.g_00065	Syaf.g_02322
OG0000242	Syae.g_02372	Syaf.g_02656
OG0000243	Syae.g_02391	Syaf.g_02634
OG0000244	Syae.g_02399	Syaf.g_02627
OG0000245	Syae.g_02401	Syaf.g_02625
OG0000246	Syae.g_02405	Syaf.g_02621
OG0000247	Syae.g_02416	Syaf.g_02610
OG0000248	Syae.g_02419	Syaf.g_02607
OG0000249	Syae.g_02421	Syaf.g_02605
OG0000250	Syae.g_02431	Syaf.g_02593
OG0000251	Syae.g_02455	Syaf.g_02568
OG0000252	Syae.g_02458	Syaf.g_02565
OG0000253	Syae.g_02459	Syaf.g_02564
OG0000254	Syae.g_00021	Syaf.g_02371
OG0000255	Syae.g_00041	Syaf.g_02352
OG0000256	Syae.g_00058	Syaf.g_02329
OG0000257	Syae.g_00064	Syaf.g_02323
OG0000258	Syae.g_00083	Syaf.g_02301
OG0000259	Syae.g_00608	Syaf.g_02137
OG0000260	Syae.g_00603	Syaf.g_02134
OG0000261	Syae.g_00600	Syaf.g_02131
OG0000262	Syae.g_00595	Syaf.g_02126
OG0000263	Syae.g_00671	Syaf.g_01585
OG0000264	Syae.g_00761	Syaf.g_01473
OG0000265	Syae.g_00932, Syae.g_00226	Syaf.g_01196
OG0000266	Syae.g_00457	Syaf.g_01967
OG0000267	Syae.g_00304	Syaf.g_01787
OG0000268	Syae.g_00308	Syaf.g_01788
OG0000269	Syae.g_00526	Syaf.g_02054
OG0000270	Syae.g_00523	Syaf.g_02051
OG0000271	Syae.g_00515	Syaf.g_02043
OG0000272	Syae.g_00514	Syaf.g_02042
OG0000273	Syae.g_00825	Syaf.g_01392
OG0000274	Syae.g_00826	Syaf.g_01391
OG0000275	Syae.g_00832	Syaf.g_01386
OG0000276	Syae.g_00839	Syaf.g_01379
OG0000277	Syae.g_00840	Syaf.g_01378
OG0000278	Syae.g_00843	Syaf.g_01375
OG0000279	Syae.g_00851	Syaf.g_01367
OG0000280	Syae.g_00877	Syaf.g_01337
OG0000281	Syae.g_02057	Syaf.g_01636
OG0000282	Syae.g_00573	Syaf.g_02101
OG0000283	Syae.g_00321	Syaf.g_01804
OG0000284	Syae.g_00327	Syaf.g_01810
OG0000285	Syae.g_00340	Syaf.g_01842
OG0000286	Syae.g_00359	Syaf.g_01860
OG0000287	Syae.g_00387	Syaf.g_01896
OG0000288	Syae.g_00419	Syaf.g_01929
OG0000289	Syae.g_00433	Syaf.g_01943
OG0000290	Syae.g_00796	Syaf.g_01439
OG0000291	Syae.g_00794	Syaf.g_01441
OG0000292	Syae.g_01705	Syaf.g_00505
OG0000293	Syae.g_00938	Syaf.g_01277
OG0000294	Syae.g_00937	Syaf.g_01278
OG0000295	Syae.g_00893	Syaf.g_01316
OG0000296	Syae.g_00891	Syaf.g_01318
OG0000297	Syae.g_00645	Syaf.g_01607
OG0000298	Syae.g_00646	Syaf.g_01606
OG0000299	Syae.g_00680	Syaf.g_01578
OG0000300	Syae.g_00686	Syaf.g_01571
OG0000301	Syae.g_00687	Syaf.g_01570
OG0000302	Syae.g_00691	Syaf.g_01568
OG0000303	Syae.g_00700	Syaf.g_01559
OG0000304	Syae.g_00706	Syaf.g_01551
OG0000305	Syae.g_00791	Syaf.g_01444
OG0000306	Syae.g_00277	Syaf.g_01332
OG0000307	Syae.g_02290	Syaf.g_02742
OG0000308	Syae.g_02288	Syaf.g_02744
OG0000309	Syae.g_02283	Syaf.g_02749
OG0000310	Syae.g_02687	Syaf.g_02387
OG0000311	Syae.g_02682	Syaf.g_02391
OG0000312	Syae.g_02664	Syaf.g_02397
OG0000313	Syae.g_02647	Syaf.g_02421
OG0000314	Syae.g_02618	Syaf.g_02458
OG0000315	Syae.g_02609	Syaf.g_02468
OG0000316	Syae.g_01118	Syaf.g_01088
OG0000317	Syae.g_01160	Syaf.g_01040
OG0000318	Syae.g_01164	Syaf.g_01032
OG0000319	Syae.g_01181	Syaf.g_01015
OG0000320	Syae.g_01183	Syaf.g_01013
OG0000321	Syae.g_01184	Syaf.g_01012
OG0000322	Syae.g_01185	Syaf.g_01011
OG0000323	Syae.g_01200	Syaf.g_00997
OG0000324	Syae.g_01049	Syaf.g_01164
OG0000325	Syae.g_02033	Syaf.g_00176
OG0000326	Syae.g_02040	Syaf.g_00169
OG0000327	Syae.g_02080	Syaf.g_00138
OG0000328	Syae.g_02081	Syaf.g_00137
OG0000329	Syae.g_02099	Syaf.g_00119
OG0000330	Syae.g_02100	Syaf.g_00118
OG0000331	Syae.g_02101	Syaf.g_00117
OG0000332	Syae.g_02116	Syaf.g_00102
OG0000333	Syae.g_02119	Syaf.g_00099
OG0000334	Syae.g_02128	Syaf.g_00090
OG0000335	Syae.g_02132	Syaf.g_00085
OG0000336	Syae.g_02136	Syaf.g_00081
OG0000337	Syae.g_01879	Syaf.g_00344
OG0000338	Syae.g_01876	Syaf.g_00348
OG0000339	Syae.g_01869	Syaf.g_00355
OG0000340	Syae.g_01855	Syaf.g_00366
OG0000341	Syae.g_01853	Syaf.g_00368
OG0000342	Syae.g_01852	Syaf.g_00369
OG0000343	Syae.g_01848	Syaf.g_00370
OG0000344	Syae.g_01843	Syaf.g_00374
OG0000345	Syae.g_01833	Syaf.g_00384
OG0000346	Syae.g_01828	Syaf.g_00389
OG0000347	Syae.g_01805	Syaf.g_00415
OG0000348	Syae.g_01781	Syaf.g_00427
OG0000349	Syae.g_01763	Syaf.g_00445
OG0000350	Syae.g_02047	Syaf.g_00162
OG0000351	Syae.g_01684	Syaf.g_00528
OG0000352	Syae.g_01685	Syaf.g_00527
OG0000353	Syae.g_01711	Syaf.g_00499
OG0000354	Syae.g_02351	Syaf.g_02680
OG0000354	Syae.g_01731	Syaf.g_00479
OG0000355	Syae.g_01713	Syaf.g_00497
OG0000356	Syae.g_01714	Syaf.g_00496
OG0000357	Syae.g_01715	Syaf.g_00495
OG0000358	Syae.g_01719	Syaf.g_00491
OG0000359	Syae.g_01721	Syaf.g_00489
OG0000360	Syae.g_01722	Syaf.g_00488
OG0000361	Syae.g_01723	Syaf.g_00487
OG0000362	Syae.g_01725	Syaf.g_00485
OG0000363	Syae.g_01727	Syaf.g_00483
OG0000364	Syae.g_01728	Syaf.g_00482
OG0000365	Syae.g_01737	Syaf.g_00473
OG0000366	Syae.g_01738	Syaf.g_00472
OG0000367	Syae.g_01739	Syaf.g_00471
OG0000368	Syae.g_01741	Syaf.g_00469
OG0000369	Syae.g_01742	Syaf.g_00468
OG0000370	Syae.g_01743	Syaf.g_00467
OG0000371	Syae.g_01751	Syaf.g_00458
OG0000372	Syae.g_01756	Syaf.g_00453
OG0000373	Syae.g_01757	Syaf.g_00452
OG0000374	Syae.g_01758	Syaf.g_00451
OG0000375	Syae.g_01759	Syaf.g_00449
OG0000376	Syae.g_01761	Syaf.g_00447
OG0000377	Syae.g_01561	Syaf.g_00654
OG0000378	Syae.g_01553	Syaf.g_00668
OG0000379	Syae.g_01550	Syaf.g_00686
OG0000380	Syae.g_01281	Syaf.g_00965
OG0000381	Syae.g_01285	Syaf.g_00962
OG0000382	Syae.g_01322	Syaf.g_00945
OG0000383	Syae.g_01324	Syaf.g_00941
OG0000384	Syae.g_01325	Syaf.g_00940
OG0000385	Syae.g_01326	Syaf.g_00939
OG0000386	Syae.g_01327	Syaf.g_00938
OG0000387	Syae.g_01354	Syaf.g_00912
OG0000388	Syae.g_01358	Syaf.g_00908
OG0000389	Syae.g_01362	Syaf.g_00904
OG0000390	Syae.g_01378	Syaf.g_00883
OG0000391	Syae.g_01383	Syaf.g_00878
OG0000392	Syae.g_01389	Syaf.g_00872
OG0000393	Syae.g_01392	Syaf.g_00870
OG0000394	Syae.g_01393	Syaf.g_00869
OG0000395	Syae.g_01394	Syaf.g_00868
OG0000396	Syae.g_01397	Syaf.g_00865
OG0000397	Syae.g_01400	Syaf.g_00863
OG0000398	Syae.g_01405	Syaf.g_00858
OG0000399	Syae.g_01406	Syaf.g_00857
OG0000400	Syae.g_01407	Syaf.g_00856
OG0000401	Syae.g_01408	Syaf.g_00855
OG0000402	Syae.g_01410	Syaf.g_00852
OG0000403	Syae.g_01411	Syaf.g_00851
OG0000404	Syae.g_01412	Syaf.g_00850
OG0000405	Syae.g_01426	Syaf.g_00835
OG0000406	Syae.g_01430	Syaf.g_00831
OG0000407	Syae.g_01431	Syaf.g_00830
OG0000408	Syae.g_01433	Syaf.g_00828
OG0000409	Syae.g_01435	Syaf.g_00826
OG0000410	Syae.g_01436	Syaf.g_00825
OG0000411	Syae.g_01437	Syaf.g_00824
OG0000412	Syae.g_01438	Syaf.g_00823
OG0000413	Syae.g_01440	Syaf.g_00821
OG0000415	Syae.g_01441	Syaf.g_00819
OG0000416	Syae.g_01442	Syaf.g_00818
OG0000417	Syae.g_01443	Syaf.g_00817
OG0000418	Syae.g_01448	Syaf.g_00812
OG0000419	Syae.g_01450	Syaf.g_00810
OG0000420	Syae.g_01452	Syaf.g_00808
OG0000421	Syae.g_01457	Syaf.g_00803
OG0000422	Syae.g_01458	Syaf.g_00802
OG0000423	Syae.g_01459	Syaf.g_00801
OG0000424	Syae.g_01460	Syaf.g_00800
OG0000425	Syae.g_01461	Syaf.g_00799
OG0000426	Syae.g_01462	Syaf.g_00798
OG0000427	Syae.g_01463	Syaf.g_00797
OG0000428	Syae.g_01466	Syaf.g_00794
OG0000429	Syae.g_01468	Syaf.g_00792
OG0000430	Syae.g_01470	Syaf.g_00790
OG0000431	Syae.g_01473	Syaf.g_00786
OG0000432	Syae.g_01481	Syaf.g_00779
OG0000433	Syae.g_01484	Syaf.g_00777
OG0000434	Syae.g_01485	Syaf.g_00776
OG0000435	Syae.g_01486	Syaf.g_00772
OG0000436	Syae.g_01491	Syaf.g_00767
OG0000437	Syae.g_01492	Syaf.g_00766
OG0000438	Syae.g_01493	Syaf.g_00765
OG0000439	Syae.g_01495	Syaf.g_00763
OG0000440	Syae.g_01496	Syaf.g_00762
OG0000441	Syae.g_01501	Syaf.g_00756
OG0000442	Syae.g_01502	Syaf.g_00743
OG0000443	Syae.g_01503	Syaf.g_00739
OG0000444	Syae.g_01509	Syaf.g_00733
OG0000445	Syae.g_01510	Syaf.g_00729
OG0000446	Syae.g_01512	Syaf.g_00728
OG0000447	Syae.g_01517	Syaf.g_00725
OG0000448	Syae.g_01518	Syaf.g_00724
OG0000449	Syae.g_01519	Syaf.g_00723
OG0000450	Syae.g_01525	Syaf.g_00717
OG0000451	Syae.g_01526	Syaf.g_00716
OG0000452	Syae.g_01530	Syaf.g_00712
OG0000453	Syae.g_01531	Syaf.g_00711
OG0000454	Syae.g_01532	Syaf.g_00710
OG0000455	Syae.g_01533	Syaf.g_00709
OG0000456	Syae.g_01534	Syaf.g_00708
OG0000457	Syae.g_01536	Syaf.g_00706
OG0000458	Syae.g_01538	Syaf.g_00705
OG0000459	Syae.g_01539	Syaf.g_00704
OG0000460	Syae.g_02236	Syaf.g_02789
OG0000461	Syae.g_02024	Syaf.g_00183
OG0000462	Syae.g_02021	Syaf.g_00186
OG0000463	Syae.g_02020	Syaf.g_00187
OG0000464	Syae.g_02019	Syaf.g_00188
OG0000465	Syae.g_02018	Syaf.g_00190
OG0000466	Syae.g_02014	Syaf.g_00194
OG0000467	Syae.g_02012	Syaf.g_00196
OG0000468	Syae.g_02007	Syaf.g_00206
OG0000469	Syae.g_01992	Syaf.g_00220
OG0000470	Syae.g_01990	Syaf.g_00222
OG0000471	Syae.g_01989	Syaf.g_00223
OG0000472	Syae.g_01987	Syaf.g_00225
OG0000473	Syae.g_01985	Syaf.g_00227
OG0000474	Syae.g_01984	Syaf.g_00228
OG0000475	Syae.g_01983	Syaf.g_00229
OG0000476	Syae.g_01981	Syaf.g_00231
OG0000477	Syae.g_01975	Syaf.g_00237
OG0000478	Syae.g_01974	Syaf.g_00238
OG0000479	Syae.g_01973	Syaf.g_00239
OG0000480	Syae.g_01966	Syaf.g_00247
OG0000481	Syae.g_01964	Syaf.g_00249
OG0000482	Syae.g_01963	Syaf.g_00250
OG0000483	Syae.g_01959	Syaf.g_00254
OG0000484	Syae.g_01958	Syaf.g_00255
OG0000485	Syae.g_01957	Syaf.g_00256
OG0000486	Syae.g_01956	Syaf.g_00257
OG0000487	Syae.g_01950	Syaf.g_00263
OG0000488	Syae.g_01946	Syaf.g_00267
OG0000489	Syae.g_01936	Syaf.g_00274
OG0000490	Syae.g_01928	Syaf.g_00284
OG0000491	Syae.g_01927	Syaf.g_00285
OG0000492	Syae.g_01925	Syaf.g_00288
OG0000493	Syae.g_01924	Syaf.g_00289
OG0000494	Syae.g_01923	Syaf.g_00290
OG0000495	Syae.g_01922	Syaf.g_00291
OG0000496	Syae.g_01921	Syaf.g_00292
OG0000497	Syae.g_01920	Syaf.g_00293
OG0000498	Syae.g_01919	Syaf.g_00294
OG0000499	Syae.g_01918	Syaf.g_00295
OG0000500	Syae.g_01917	Syaf.g_00296
OG0000501	Syae.g_01914	Syaf.g_00299
OG0000502	Syae.g_01902	Syaf.g_00319
OG0000503	Syae.g_02192	Syaf.g_00023
OG0000504	Syae.g_02194	Syaf.g_00021
OG0000505	Syae.g_02195	Syaf.g_00020
OG0000506	Syae.g_02197	Syaf.g_00018
OG0000507	Syae.g_02203	Syaf.g_00012
OG0000508	Syae.g_02207	Syaf.g_00008
OG0000509	Syae.g_02209	Syaf.g_00006
OG0000510	Syae.g_02210	Syaf.g_00005
OG0000511	Syae.g_02211	Syaf.g_00004
OG0000512	Syae.g_02213	Syaf.g_00002
OG0000513	Syae.g_02223	Syaf.g_02803
OG0000514	Syae.g_02229	Syaf.g_02796
OG0000515	Syae.g_02230	Syaf.g_02795
OG0000516	Syae.g_01000	Syaf.g_01219
OG0000517	Syae.g_00995	Syaf.g_01213
OG0000518	Syae.g_00983	Syaf.g_01230
OG0000519	Syae.g_00982	Syaf.g_01231
OG0000520	Syae.g_00981	Syaf.g_01235
OG0000521	Syae.g_02491	Syaf.g_02542
OG0000522	Syae.g_02493	Syaf.g_02538
OG0000523	Syae.g_02494	Syaf.g_02537
OG0000524	Syae.g_02501	Syaf.g_02531
OG0000525	Syae.g_02520	Syaf.g_02507
OG0000526	Syae.g_02523	Syaf.g_02504
OG0000527	Syae.g_02528	Syaf.g_02500
OG0000528	Syae.g_02304	Syaf.g_02728
OG0000529	Syae.g_02310	Syaf.g_02720
OG0000530	Syae.g_02313	Syaf.g_02717
OG0000531	Syae.g_02314	Syaf.g_02716
OG0000532	Syae.g_02317	Syaf.g_02713
OG0000533	Syae.g_02318	Syaf.g_02712
OG0000534	Syae.g_02319	Syaf.g_02711
OG0000535	Syae.g_02320	Syaf.g_02710
OG0000536	Syae.g_02321	Syaf.g_02709
OG0000537	Syae.g_02322	Syaf.g_02708
OG0000538	Syae.g_02333	Syaf.g_02697
OG0000539	Syae.g_02334	Syaf.g_02696
OG0000540	Syae.g_02335	Syaf.g_02695
OG0000541	Syae.g_02336	Syaf.g_02694
OG0000542	Syae.g_02339	Syaf.g_02691
OG0000543	Syae.g_02341	Syaf.g_02689
OG0000544	Syae.g_02342	Syaf.g_02688
OG0000545	Syae.g_02344	Syaf.g_02686
OG0000546	Syae.g_02346	Syaf.g_02684
