Orthogroup	Syae	Syai
OG0000060	Syae.g_02306	Syai.g_00635
OG0000060	Syae.g_00649	Syai.g_01758
OG0000061	Syae.g_00921	Syai.g_02144
OG0000062	Syae.g_01145	Syai.g_02358
OG0000063	Syae.g_01752	Syai.g_00042
OG0000064	Syae.g_01631	Syai.g_02844
OG0000064	Syae.g_00194	Syai.g_01668
OG0000064	Syae.g_01137	Syai.g_02350
OG0000066	Syae.g_02386	Syai.g_01709, Syai.g_00719
OG0000067	Syae.g_00521	Syai.g_01321
OG0000068	Syae.g_02299	Syai.g_00628
OG0000070	Syae.g_00979	Syai.g_02196
OG0000071	Syae.g_00961	Syai.g_02179
OG0000072	Syae.g_01455	Syai.g_02636
OG0000073	Syae.g_02330	Syai.g_00659
OG0000075	Syae.g_01871	Syai.g_00161
OG0000076	Syae.g_01829	Syai.g_00111
OG0000077	Syae.g_01297	Syai.g_02486
OG0000078	Syae.g_02243	Syai.g_00543
OG0000079	Syae.g_02011	Syai.g_00300
OG0000081	Syae.g_02261	Syai.g_00553
OG0000082	Syae.g_02447	Syai.g_00781
OG0000084	Syae.g_00857	Syai.g_01196
OG0000084	Syae.g_02656	Syai.g_00958
OG0000085	Syae.g_01152	Syai.g_02365
OG0000086	Syae.g_01333	Syai.g_02507
OG0000087	Syae.g_01414	Syai.g_02592
OG0000088	Syae.g_01449	Syai.g_02630
OG0000089	Syae.g_02219	Syai.g_00517
OG0000090	Syae.g_02374	Syai.g_00707
OG0000091	Syae.g_00082	Syai.g_01112
OG0000092	Syae.g_00884	Syai.g_01358
OG0000093	Syae.g_00537	Syai.g_01306
OG0000094	Syae.g_00430	Syai.g_01424
OG0000095	Syae.g_00793	Syai.g_02007
OG0000097	Syae.g_00683	Syai.g_01787
OG0000098	Syae.g_02058	Syai.g_01718
OG0000099	Syae.g_01913	Syai.g_00199
OG0000100	Syae.g_00489	Syai.g_01372
OG0000101	Syae.g_02125	Syai.g_00404
OG0000102	Syae.g_01824	Syai.g_00106
OG0000103	Syae.g_01694	Syai.g_02912
OG0000104	Syae.g_01708	Syai.g_02929
OG0000105	Syae.g_01977	Syai.g_00267
OG0000106	Syae.g_00272	Syai.g_01601
OG0000107	Syae.g_02032	Syai.g_00319
OG0000108	Syae.g_02309	Syai.g_00638
OG0000109	Syae.g_02324	Syai.g_00653
OG0000110	Syae.g_02435	Syai.g_00766
OG0000111	Syae.g_00783	Syai.g_00884, Syai.g_01998
OG0000112	Syae.g_00351	Syai.g_01512
OG0000113	Syae.g_00494	Syai.g_01367
OG0000114	Syae.g_00575	Syai.g_01261
OG0000115	Syae.g_02631	Syai.g_00932
OG0000116	Syae.g_00939	Syai.g_02156
OG0000117	Syae.g_00647	Syai.g_01756
OG0000118	Syae.g_02479	Syai.g_00818
OG0000119	Syae.g_00904	Syai.g_02127
OG0000120	Syae.g_01912	Syai.g_00198
OG0000121	Syae.g_02649	Syai.g_00951
OG0000122	Syae.g_00112	Syai.g_01143
OG0000123	Syae.g_02131	Syai.g_00411
OG0000124	Syae.g_01809	Syai.g_00089
OG0000125	Syae.g_01573	Syai.g_02782
OG0000126	Syae.g_01706	Syai.g_02927
OG0000127	Syae.g_00720	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000128	Syae.g_01724	Syai.g_00012
OG0000129	Syae.g_01562	Syai.g_02771
OG0000130	Syae.g_01284	Syai.g_02474
OG0000131	Syae.g_01428	Syai.g_02608
OG0000132	Syae.g_01447	Syai.g_02628
OG0000133	Syae.g_00356	Syai.g_01507
OG0000134	Syae.g_02222	Syai.g_00520
OG0000135	Syae.g_01608	Syai.g_02826
OG0000136	Syae.g_00989	Syai.g_02217
OG0000137	Syae.g_02530	Syai.g_00865
OG0000138	Syae.g_02325	Syai.g_00654
OG0000139	Syae.g_02380	Syai.g_00714
OG0000140	Syae.g_02383	Syai.g_00716
OG0000141	Syae.g_00016	Syai.g_01041
OG0000142	Syae.g_00074	Syai.g_01104
OG0000143	Syae.g_00078	Syai.g_01108
OG0000144	Syae.g_00261	Syai.g_01608
OG0000145	Syae.g_02331	Syai.g_00660
OG0000146	Syae.g_00350	Syai.g_01513
OG0000147	Syae.g_00349	Syai.g_01514
OG0000148	Syae.g_00500	Syai.g_01361
OG0000149	Syae.g_00847	Syai.g_02059
OG0000150	Syae.g_00017	Syai.g_00717
OG0000151	Syae.g_00563	Syai.g_01280
OG0000152	Syae.g_00360	Syai.g_01503
OG0000153	Syae.g_00394	Syai.g_01461
OG0000154	Syae.g_00420	Syai.g_01434
OG0000155	Syae.g_00885	Syai.g_02109
OG0000156	Syae.g_00945	Syai.g_02162
OG0000157	Syae.g_00946	Syai.g_02163
OG0000158	Syae.g_01858	Syai.g_00135
OG0000160	Syae.g_02650	Syai.g_00952
OG0000161	Syae.g_02644	Syai.g_00946
OG0000162	Syae.g_02638	Syai.g_00939
OG0000163	Syae.g_01092	Syai.g_02300
OG0000164	Syae.g_01198	Syai.g_02411
OG0000165	Syae.g_01021	Syai.g_02244
OG0000166	Syae.g_02085	Syai.g_00364
OG0000167	Syae.g_01874	Syai.g_00164
OG0000168	Syae.g_01856	Syai.g_00134
OG0000169	Syae.g_01841	Syai.g_00123
OG0000170	Syae.g_01834	Syai.g_00116
OG0000171	Syae.g_01810	Syai.g_00090
OG0000172	Syae.g_01788	Syai.g_00083
OG0000173	Syae.g_01770	Syai.g_00064
OG0000174	Syae.g_01610	Syai.g_02828
OG0000175	Syae.g_01679	Syai.g_02901
OG0000176	Syae.g_01716	Syai.g_00004
OG0000177	Syae.g_01717	Syai.g_00005
OG0000178	Syae.g_01718	Syai.g_00006
OG0000179	Syae.g_01733	Syai.g_00023
OG0000180	Syae.g_01734	Syai.g_00024
OG0000181	Syae.g_01735	Syai.g_00025
OG0000182	Syae.g_01736	Syai.g_00026
OG0000183	Syae.g_01740	Syai.g_00030
OG0000184	Syae.g_01554	Syai.g_02756
OG0000185	Syae.g_01551	Syai.g_02734
OG0000186	Syae.g_01279	Syai.g_02469
OG0000187	Syae.g_01280	Syai.g_02471
OG0000188	Syae.g_01323	Syai.g_02494
OG0000189	Syae.g_01350	Syai.g_02530
OG0000190	Syae.g_01352	Syai.g_02532
OG0000191	Syae.g_01384	Syai.g_02562
OG0000192	Syae.g_01390	Syai.g_02569
OG0000193	Syae.g_01429	Syai.g_02609
OG0000194	Syae.g_01432	Syai.g_02612
OG0000195	Syae.g_01434	Syai.g_02614
OG0000196	Syae.g_01444	Syai.g_02625
OG0000197	Syae.g_01445	Syai.g_02626
OG0000198	Syae.g_01446	Syai.g_02627
OG0000199	Syae.g_01454	Syai.g_02635
OG0000200	Syae.g_01471	Syai.g_02651
OG0000201	Syae.g_01487	Syai.g_02667
OG0000202	Syae.g_01488	Syai.g_02668
OG0000203	Syae.g_01489	Syai.g_02669
OG0000204	Syae.g_01490	Syai.g_02670
OG0000205	Syae.g_01497	Syai.g_02677
OG0000206	Syae.g_01504	Syai.g_02684
OG0000207	Syae.g_01506	Syai.g_02686
OG0000208	Syae.g_01507	Syai.g_02687
OG0000209	Syae.g_01528	Syai.g_02699
OG0000210	Syae.g_01529	Syai.g_02700
OG0000211	Syae.g_02234	Syai.g_00533
OG0000212	Syae.g_02244	Syai.g_00544
OG0000213	Syae.g_02003	Syai.g_00292
OG0000214	Syae.g_01986	Syai.g_00276
OG0000215	Syae.g_01955	Syai.g_00245
OG0000216	Syae.g_01951	Syai.g_00241
OG0000217	Syae.g_01947	Syai.g_00237
OG0000218	Syae.g_01945	Syai.g_00235
OG0000219	Syae.g_01944	Syai.g_00234
OG0000220	Syae.g_01943	Syai.g_00233
OG0000221	Syae.g_01937	Syai.g_00227
OG0000222	Syae.g_01926	Syai.g_00215
OG0000223	Syae.g_01904	Syai.g_00194
OG0000224	Syae.g_01897	Syai.g_00186
OG0000225	Syae.g_02208	Syai.g_00502
OG0000226	Syae.g_02212	Syai.g_00506
OG0000227	Syae.g_02214	Syai.g_00508
OG0000228	Syae.g_02218	Syai.g_00516
OG0000229	Syae.g_00994	Syai.g_02228
OG0000230	Syae.g_00992	Syai.g_02226
OG0000231	Syae.g_00980	Syai.g_02208
OG0000232	Syae.g_02496	Syai.g_00846
OG0000233	Syae.g_02504	Syai.g_00855
OG0000234	Syae.g_02532	Syai.g_00866
OG0000235	Syae.g_02308	Syai.g_00637
OG0000236	Syae.g_02323	Syai.g_00652
OG0000237	Syae.g_02340	Syai.g_00669
OG0000238	Syae.g_02345	Syai.g_00674
OG0000239	Syae.g_02360	Syai.g_00691
OG0000240	Syae.g_02361	Syai.g_00692
OG0000241	Syae.g_00065	Syai.g_01085
OG0000242	Syae.g_02372	Syai.g_00705
OG0000243	Syae.g_02391	Syai.g_00726
OG0000244	Syae.g_02399	Syai.g_00731
OG0000245	Syae.g_02401	Syai.g_00733
OG0000246	Syae.g_02405	Syai.g_00737
OG0000247	Syae.g_02416	Syai.g_00748
OG0000248	Syae.g_02419	Syai.g_00751
OG0000249	Syae.g_02421	Syai.g_00753
OG0000250	Syae.g_02431	Syai.g_00762
OG0000251	Syae.g_02455	Syai.g_00789
OG0000252	Syae.g_02458	Syai.g_00797
OG0000253	Syae.g_02459	Syai.g_00798
OG0000254	Syae.g_00021	Syai.g_01045
OG0000255	Syae.g_00041	Syai.g_01061
OG0000256	Syae.g_00058	Syai.g_01077
OG0000257	Syae.g_00064	Syai.g_01084
OG0000258	Syae.g_00083	Syai.g_01113
OG0000259	Syae.g_00608	Syai.g_01229
OG0000260	Syae.g_00603	Syai.g_01232
OG0000261	Syae.g_00600	Syai.g_01235
OG0000262	Syae.g_00595	Syai.g_01240
OG0000263	Syae.g_00671	Syai.g_01776
OG0000264	Syae.g_00761	Syai.g_01962
OG0000265	Syae.g_00932, Syae.g_00226	Syai.g_02245
OG0000266	Syae.g_00457	Syai.g_01401
OG0000267	Syae.g_00304	Syai.g_01569
OG0000268	Syae.g_00308	Syai.g_01568
OG0000269	Syae.g_00526	Syai.g_01316
OG0000270	Syae.g_00523	Syai.g_01319
OG0000271	Syae.g_00515	Syai.g_01327
OG0000272	Syae.g_00514	Syai.g_01328
OG0000273	Syae.g_00825	Syai.g_02037
OG0000274	Syae.g_00826	Syai.g_02038
OG0000275	Syae.g_00832	Syai.g_02043
OG0000276	Syae.g_00839	Syai.g_02051
OG0000277	Syae.g_00840	Syai.g_02052
OG0000278	Syae.g_00843	Syai.g_02055
OG0000279	Syae.g_00851	Syai.g_02063
OG0000280	Syae.g_00877	Syai.g_02084
OG0000281	Syae.g_02057	Syai.g_01719
OG0000282	Syae.g_00573	Syai.g_01263
OG0000283	Syae.g_00321	Syai.g_01554
OG0000284	Syae.g_00327	Syai.g_01548
OG0000285	Syae.g_00340	Syai.g_01522
OG0000286	Syae.g_00359	Syai.g_01504
OG0000287	Syae.g_00387	Syai.g_01469
OG0000288	Syae.g_00419	Syai.g_01435
OG0000289	Syae.g_00433	Syai.g_01421
OG0000290	Syae.g_00796	Syai.g_02010
OG0000291	Syae.g_00794	Syai.g_02008
OG0000292	Syae.g_01705	Syai.g_02926
OG0000293	Syae.g_00938	Syai.g_02155
OG0000294	Syae.g_00937	Syai.g_02154
OG0000295	Syae.g_00893	Syai.g_02117
OG0000296	Syae.g_00891	Syai.g_02115
OG0000297	Syae.g_00645	Syai.g_01754
OG0000298	Syae.g_00646	Syai.g_01755
OG0000299	Syae.g_00680	Syai.g_01783
OG0000300	Syae.g_00686	Syai.g_01790
OG0000301	Syae.g_00687	Syai.g_01791
OG0000302	Syae.g_00691	Syai.g_01793
OG0000303	Syae.g_00700	Syai.g_01802
OG0000304	Syae.g_00706	Syai.g_01826
OG0000305	Syae.g_00791	Syai.g_02005
OG0000306	Syae.g_00277	Syai.g_02090
OG0000307	Syae.g_02290	Syai.g_00619
OG0000308	Syae.g_02288	Syai.g_00617
OG0000309	Syae.g_02283	Syai.g_00612
OG0000310	Syae.g_02687	Syai.g_00989
OG0000311	Syae.g_02682	Syai.g_00985
OG0000312	Syae.g_02664	Syai.g_00966
OG0000313	Syae.g_02647	Syai.g_00949
OG0000314	Syae.g_02618	Syai.g_00908
OG0000315	Syae.g_02609	Syai.g_00897
OG0000316	Syae.g_01118	Syai.g_02320, Syai.g_02322
OG0000317	Syae.g_01160	Syai.g_02373
OG0000318	Syae.g_01164	Syai.g_02379
OG0000319	Syae.g_01181	Syai.g_02395
OG0000320	Syae.g_01183	Syai.g_02397
OG0000321	Syae.g_01184	Syai.g_02398
OG0000322	Syae.g_01185	Syai.g_02399
OG0000323	Syae.g_01200	Syai.g_02413
OG0000324	Syae.g_01049	Syai.g_02272
OG0000325	Syae.g_02033	Syai.g_00320
OG0000326	Syae.g_02040	Syai.g_00327
OG0000327	Syae.g_02080	Syai.g_00359
OG0000328	Syae.g_02081	Syai.g_00360
OG0000329	Syae.g_02099	Syai.g_00378
OG0000330	Syae.g_02100	Syai.g_00379
OG0000331	Syae.g_02101	Syai.g_00380
OG0000332	Syae.g_02116	Syai.g_00395
OG0000333	Syae.g_02119	Syai.g_00398
OG0000334	Syae.g_02128	Syai.g_00407
OG0000335	Syae.g_02132	Syai.g_00412
OG0000336	Syae.g_02136	Syai.g_00416
OG0000337	Syae.g_01879	Syai.g_00169
OG0000338	Syae.g_01876	Syai.g_00166
OG0000339	Syae.g_01869	Syai.g_00160
OG0000340	Syae.g_01855	Syai.g_00133
OG0000341	Syae.g_01853	Syai.g_00131
OG0000342	Syae.g_01852	Syai.g_00130
OG0000343	Syae.g_01848	Syai.g_00129
OG0000344	Syae.g_01843	Syai.g_00125
OG0000345	Syae.g_01833	Syai.g_00115
OG0000346	Syae.g_01828	Syai.g_00110
OG0000347	Syae.g_01805	Syai.g_00087
OG0000348	Syae.g_01781	Syai.g_00076
OG0000349	Syae.g_01763	Syai.g_00057
OG0000350	Syae.g_02047	Syai.g_00334
OG0000351	Syae.g_01684	Syai.g_02904
OG0000352	Syae.g_01685	Syai.g_02905
OG0000353	Syae.g_01711	Syai.g_02932
OG0000354	Syae.g_02351	Syai.g_00680
OG0000354	Syae.g_01731	Syai.g_00019
OG0000355	Syae.g_01713	Syai.g_00001
OG0000356	Syae.g_01714	Syai.g_00002
OG0000357	Syae.g_01715	Syai.g_00003
OG0000358	Syae.g_01719	Syai.g_00007
OG0000359	Syae.g_01721	Syai.g_00009
OG0000360	Syae.g_01722	Syai.g_00010
OG0000361	Syae.g_01723	Syai.g_00011
OG0000362	Syae.g_01725	Syai.g_00013
OG0000363	Syae.g_01727	Syai.g_00015
OG0000364	Syae.g_01728	Syai.g_00016
OG0000365	Syae.g_01737	Syai.g_00027
OG0000366	Syae.g_01738	Syai.g_00028
OG0000367	Syae.g_01739	Syai.g_00029
OG0000368	Syae.g_01741	Syai.g_00031
OG0000369	Syae.g_01742	Syai.g_00032
OG0000370	Syae.g_01743	Syai.g_00033
OG0000371	Syae.g_01751	Syai.g_00041
OG0000372	Syae.g_01756	Syai.g_00047
OG0000373	Syae.g_01757	Syai.g_00048
OG0000374	Syae.g_01758	Syai.g_00049
OG0000375	Syae.g_01759	Syai.g_00053
OG0000376	Syae.g_01761	Syai.g_00055
OG0000377	Syae.g_01561	Syai.g_02769
OG0000378	Syae.g_01553	Syai.g_02751
OG0000379	Syae.g_01550	Syai.g_02733
OG0000380	Syae.g_01281	Syai.g_02472
OG0000381	Syae.g_01285	Syai.g_02475
OG0000382	Syae.g_01322	Syai.g_02493
OG0000383	Syae.g_01324	Syai.g_02498
OG0000384	Syae.g_01325	Syai.g_02499
OG0000385	Syae.g_01326	Syai.g_02500
OG0000386	Syae.g_01327	Syai.g_02501
OG0000387	Syae.g_01354	Syai.g_02534
OG0000388	Syae.g_01358	Syai.g_02538
OG0000389	Syae.g_01362	Syai.g_02542
OG0000390	Syae.g_01378	Syai.g_02556
OG0000391	Syae.g_01383	Syai.g_02561
OG0000392	Syae.g_01389	Syai.g_02568
OG0000393	Syae.g_01392	Syai.g_02570
OG0000394	Syae.g_01393	Syai.g_02571
OG0000395	Syae.g_01394	Syai.g_02572
OG0000396	Syae.g_01397	Syai.g_02575
OG0000397	Syae.g_01400	Syai.g_02577
OG0000398	Syae.g_01405	Syai.g_02582
OG0000399	Syae.g_01406	Syai.g_02583
OG0000400	Syae.g_01407	Syai.g_02584
OG0000401	Syae.g_01408	Syai.g_02585
OG0000402	Syae.g_01410	Syai.g_02588
OG0000403	Syae.g_01411	Syai.g_02589
OG0000404	Syae.g_01412	Syai.g_02590
OG0000405	Syae.g_01426	Syai.g_02606
OG0000406	Syae.g_01430	Syai.g_02610
OG0000407	Syae.g_01431	Syai.g_02611
OG0000408	Syae.g_01433	Syai.g_02613
OG0000409	Syae.g_01435	Syai.g_02615
OG0000410	Syae.g_01436	Syai.g_02616
OG0000411	Syae.g_01437	Syai.g_02617
OG0000412	Syae.g_01438	Syai.g_02618
OG0000413	Syae.g_01440	Syai.g_02620
OG0000415	Syae.g_01441	Syai.g_02622
OG0000416	Syae.g_01442	Syai.g_02623
OG0000417	Syae.g_01443	Syai.g_02624
OG0000418	Syae.g_01448	Syai.g_02629
OG0000419	Syae.g_01450	Syai.g_02631
OG0000420	Syae.g_01452	Syai.g_02633
OG0000421	Syae.g_01457	Syai.g_02638
OG0000422	Syae.g_01458	Syai.g_02639
OG0000423	Syae.g_01459	Syai.g_02640
OG0000424	Syae.g_01460	Syai.g_02641
OG0000425	Syae.g_01461	Syai.g_02642
OG0000426	Syae.g_01462	Syai.g_02643
OG0000427	Syae.g_01463	Syai.g_02644
OG0000428	Syae.g_01466	Syai.g_02647
OG0000429	Syae.g_01468	Syai.g_02649
OG0000430	Syae.g_01470	Syai.g_02650
OG0000431	Syae.g_01473	Syai.g_02654
OG0000432	Syae.g_01481	Syai.g_02660
OG0000433	Syae.g_01484	Syai.g_02662
OG0000434	Syae.g_01485	Syai.g_02663
OG0000435	Syae.g_01486	Syai.g_02666
OG0000436	Syae.g_01491	Syai.g_02671
OG0000437	Syae.g_01492	Syai.g_02672
OG0000438	Syae.g_01493	Syai.g_02673
OG0000439	Syae.g_01495	Syai.g_02675
OG0000440	Syae.g_01496	Syai.g_02676
OG0000441	Syae.g_01501	Syai.g_02681
OG0000442	Syae.g_01502	Syai.g_02682
OG0000443	Syae.g_01503	Syai.g_02683
OG0000444	Syae.g_01509	Syai.g_02688
OG0000445	Syae.g_01510	Syai.g_02689
OG0000446	Syae.g_01512	Syai.g_02690
OG0000447	Syae.g_01517	Syai.g_02693
OG0000448	Syae.g_01518	Syai.g_02694
OG0000449	Syae.g_01519	Syai.g_02695
OG0000450	Syae.g_01525	Syai.g_02696
OG0000451	Syae.g_01526	Syai.g_02697
OG0000452	Syae.g_01530	Syai.g_02701
OG0000453	Syae.g_01531	Syai.g_02702
OG0000454	Syae.g_01532	Syai.g_02703
OG0000455	Syae.g_01533	Syai.g_02704
OG0000456	Syae.g_01534	Syai.g_02705
OG0000457	Syae.g_01536	Syai.g_02707
OG0000458	Syae.g_01538	Syai.g_02708
OG0000459	Syae.g_01539	Syai.g_02709
OG0000460	Syae.g_02236	Syai.g_00535
OG0000461	Syae.g_02024	Syai.g_00314
OG0000462	Syae.g_02021	Syai.g_00311
OG0000463	Syae.g_02020	Syai.g_00310
OG0000464	Syae.g_02019	Syai.g_00309
OG0000465	Syae.g_02018	Syai.g_00307
OG0000466	Syae.g_02014	Syai.g_00303
OG0000467	Syae.g_02012	Syai.g_00301
OG0000468	Syae.g_02007	Syai.g_00296
OG0000469	Syae.g_01992	Syai.g_00282
OG0000470	Syae.g_01990	Syai.g_00280
OG0000471	Syae.g_01989	Syai.g_00279
OG0000472	Syae.g_01987	Syai.g_00277
OG0000473	Syae.g_01985	Syai.g_00275
OG0000474	Syae.g_01984	Syai.g_00274
OG0000475	Syae.g_01983	Syai.g_00273
OG0000476	Syae.g_01981	Syai.g_00271
OG0000477	Syae.g_01975	Syai.g_00265
OG0000478	Syae.g_01974	Syai.g_00264
OG0000479	Syae.g_01973	Syai.g_00263
OG0000480	Syae.g_01966	Syai.g_00256
OG0000481	Syae.g_01964	Syai.g_00254
OG0000482	Syae.g_01963	Syai.g_00253
OG0000483	Syae.g_01959	Syai.g_00249
OG0000484	Syae.g_01958	Syai.g_00248
OG0000485	Syae.g_01957	Syai.g_00247
OG0000486	Syae.g_01956	Syai.g_00246
OG0000487	Syae.g_01950	Syai.g_00240
OG0000488	Syae.g_01946	Syai.g_00236
OG0000489	Syae.g_01936	Syai.g_00226
OG0000490	Syae.g_01928	Syai.g_00218
OG0000491	Syae.g_01927	Syai.g_00217
OG0000492	Syae.g_01925	Syai.g_00214
OG0000493	Syae.g_01924	Syai.g_00213
OG0000494	Syae.g_01923	Syai.g_00212
OG0000495	Syae.g_01922	Syai.g_00211
OG0000496	Syae.g_01921	Syai.g_00210
OG0000497	Syae.g_01920	Syai.g_00209
OG0000498	Syae.g_01919	Syai.g_00208
OG0000499	Syae.g_01918	Syai.g_00207
OG0000500	Syae.g_01917	Syai.g_00206
OG0000501	Syae.g_01914	Syai.g_00203
OG0000502	Syae.g_01902	Syai.g_00192
OG0000503	Syae.g_02192	Syai.g_00486
OG0000504	Syae.g_02194	Syai.g_00488
OG0000505	Syae.g_02195	Syai.g_00489
OG0000506	Syae.g_02197	Syai.g_00491
OG0000507	Syae.g_02203	Syai.g_00497
OG0000508	Syae.g_02207	Syai.g_00501
OG0000509	Syae.g_02209	Syai.g_00503
OG0000510	Syae.g_02210	Syai.g_00504
OG0000511	Syae.g_02211	Syai.g_00505
OG0000512	Syae.g_02213	Syai.g_00507
OG0000513	Syae.g_02223	Syai.g_00521
OG0000514	Syae.g_02229	Syai.g_00528
OG0000515	Syae.g_02230	Syai.g_00529
OG0000516	Syae.g_01000	Syai.g_02223
OG0000517	Syae.g_00995	Syai.g_02229
OG0000518	Syae.g_00983	Syai.g_02211
OG0000519	Syae.g_00982	Syai.g_02210
OG0000520	Syae.g_00981	Syai.g_02209
OG0000521	Syae.g_02491	Syai.g_00842
OG0000522	Syae.g_02493	Syai.g_00844
OG0000523	Syae.g_02494	Syai.g_00845
OG0000524	Syae.g_02501	Syai.g_00852
OG0000525	Syae.g_02520	Syai.g_00856
OG0000526	Syae.g_02523	Syai.g_00859
OG0000527	Syae.g_02528	Syai.g_00863
OG0000528	Syae.g_02304	Syai.g_00633
OG0000529	Syae.g_02310	Syai.g_00639
OG0000530	Syae.g_02313	Syai.g_00642
OG0000531	Syae.g_02314	Syai.g_00643
OG0000532	Syae.g_02317	Syai.g_00646
OG0000533	Syae.g_02318	Syai.g_00647
OG0000534	Syae.g_02319	Syai.g_00648
OG0000535	Syae.g_02320	Syai.g_00649
OG0000536	Syae.g_02321	Syai.g_00650
OG0000537	Syae.g_02322	Syai.g_00651
OG0000538	Syae.g_02333	Syai.g_00662
OG0000539	Syae.g_02334	Syai.g_00663
OG0000540	Syae.g_02335	Syai.g_00664
OG0000541	Syae.g_02336	Syai.g_00665
OG0000542	Syae.g_02339	Syai.g_00668
OG0000543	Syae.g_02341	Syai.g_00670
OG0000544	Syae.g_02342	Syai.g_00671
OG0000545	Syae.g_02344	Syai.g_00673
OG0000546	Syae.g_02346	Syai.g_00675
OG0000547	Syae.g_02348	Syai.g_00677
OG0000548	Syae.g_02349	Syai.g_00678
OG0000549	Syae.g_02354	Syai.g_00684
OG0000550	Syae.g_02358	Syai.g_00689
OG0000551	Syae.g_02363	Syai.g_00694
OG0000552	Syae.g_02364	Syai.g_00695
OG0000553	Syae.g_02366	Syai.g_00698
OG0000554	Syae.g_02375	Syai.g_00708
OG0000555	Syae.g_02390	Syai.g_00725
OG0000556	Syae.g_02394	Syai.g_00728
OG0000557	Syae.g_02398	Syai.g_00730
OG0000558	Syae.g_02400	Syai.g_00732
OG0000559	Syae.g_02404	Syai.g_00736
OG0000560	Syae.g_02407	Syai.g_00739
OG0000561	Syae.g_02408	Syai.g_00740
