Orthogroup	Syae	Syaq
OG0000052	Syae.g_01886	Syaq.g_00969
OG0000053	Syae.g_02629	Syaq.g_00397
OG0000054	Syae.g_00014	Syaq.g_02005
OG0000055	Syae.g_00817	Syaq.g_02700
OG0000057	Syae.g_00782	Syaq.g_02605
OG0000058	Syae.g_01905	Syaq.g_00944
OG0000059	Syae.g_02074	Syaq.g_00657
OG0000060	Syae.g_02514	Syaq.g_00456
OG0000060	Syae.g_02306	Syaq.g_01770
OG0000060	Syae.g_00649	Syaq.g_00201
OG0000061	Syae.g_00921	Syaq.g_00249
OG0000062	Syae.g_01145	Syaq.g_01690
OG0000063	Syae.g_01752	Syaq.g_01110
OG0000064	Syae.g_01631	Syaq.g_02138
OG0000065	Syae.g_00722	Syaq.g_01908
OG0000066	Syae.g_02386	Syaq.g_01851
OG0000067	Syae.g_00521	Syaq.g_02340
OG0000068	Syae.g_02299	Syaq.g_01763
OG0000070	Syae.g_00979	Syaq.g_00484
OG0000071	Syae.g_00961	Syaq.g_00297
OG0000072	Syae.g_01455	Syaq.g_01397
OG0000073	Syae.g_02330	Syaq.g_01795
OG0000075	Syae.g_01871	Syaq.g_00986
OG0000076	Syae.g_01829	Syaq.g_01028
OG0000077	Syae.g_01297	Syaq.g_01547
OG0000078	Syae.g_02243	Syaq.g_01585
OG0000079	Syae.g_02011	Syaq.g_00721
OG0000081	Syae.g_02261	Syaq.g_01893
OG0000082	Syae.g_02447	Syaq.g_01975
OG0000084	Syae.g_02656	Syaq.g_00367
OG0000085	Syae.g_01152	Syaq.g_01683
OG0000086	Syae.g_01333	Syaq.g_01525
OG0000087	Syae.g_01414	Syaq.g_01438
OG0000088	Syae.g_01449	Syaq.g_01402
OG0000089	Syae.g_02219	Syaq.g_00529
OG0000090	Syae.g_02374	Syaq.g_01838
OG0000091	Syae.g_00082	Syaq.g_02090
OG0000093	Syae.g_00537	Syaq.g_02323
OG0000094	Syae.g_00430	Syaq.g_00056
OG0000095	Syae.g_00793	Syaq.g_02679
OG0000097	Syae.g_00683	Syaq.g_00167
OG0000098	Syae.g_02058	Syaq.g_02221
OG0000098	Syae.g_02384	Syaq.g_01849
OG0000099	Syae.g_01913	Syaq.g_00882
OG0000100	Syae.g_00489	Syaq.g_02371
OG0000101	Syae.g_02125	Syaq.g_00607
OG0000102	Syae.g_01824	Syaq.g_01033
OG0000103	Syae.g_01694	Syaq.g_01170
OG0000104	Syae.g_01708	Syaq.g_01154
OG0000105	Syae.g_01977	Syaq.g_00754
OG0000106	Syae.g_00272	Syaq.g_01863
OG0000107	Syae.g_02032	Syaq.g_00694
OG0000108	Syae.g_02309	Syaq.g_01772
OG0000109	Syae.g_02324	Syaq.g_01788
OG0000110	Syae.g_02435	Syaq.g_01962
OG0000111	Syae.g_00783	Syaq.g_02606
OG0000112	Syae.g_00351	Syaq.g_02476
OG0000114	Syae.g_00575	Syaq.g_02269
OG0000115	Syae.g_02631	Syaq.g_00395
OG0000116	Syae.g_00939	Syaq.g_00263
OG0000117	Syae.g_00647	Syaq.g_00203
OG0000118	Syae.g_02479	Syaq.g_00325, Syaq.g_00316
OG0000120	Syae.g_01912	Syaq.g_00883
OG0000121	Syae.g_02649	Syaq.g_00375
OG0000122	Syae.g_00112	Syaq.g_02118
OG0000123	Syae.g_02131	Syaq.g_00599
OG0000124	Syae.g_01809	Syaq.g_01055
OG0000125	Syae.g_01573	Syaq.g_01256
OG0000126	Syae.g_01706	Syaq.g_01156
OG0000128	Syae.g_01724	Syaq.g_01138
OG0000129	Syae.g_01562	Syaq.g_01269
OG0000130	Syae.g_01284	Syaq.g_01559
OG0000131	Syae.g_01428	Syaq.g_01427, Syaq.g_01424
OG0000132	Syae.g_01447	Syaq.g_01404
OG0000133	Syae.g_00356	Syaq.g_02481
OG0000134	Syae.g_02222	Syaq.g_00526
OG0000135	Syae.g_01608	Syaq.g_01227
OG0000136	Syae.g_00989	Syaq.g_00496
OG0000137	Syae.g_02530	Syaq.g_00442
OG0000138	Syae.g_02325	Syaq.g_01789
OG0000139	Syae.g_02380	Syaq.g_01844
OG0000140	Syae.g_02383	Syaq.g_01848
OG0000141	Syae.g_00016	Syaq.g_02010
OG0000142	Syae.g_00074	Syaq.g_02082
OG0000143	Syae.g_00078	Syaq.g_02086
OG0000144	Syae.g_00261	Syaq.g_02152
OG0000145	Syae.g_02331	Syaq.g_01796
OG0000146	Syae.g_00350	Syaq.g_02475
OG0000147	Syae.g_00349	Syaq.g_02474
OG0000148	Syae.g_00500	Syaq.g_02359
OG0000149	Syae.g_00847	Syaq.g_02395
OG0000150	Syae.g_00017	Syaq.g_02011
OG0000151	Syae.g_00563	Syaq.g_02283
OG0000152	Syae.g_00360	Syaq.g_02485
OG0000153	Syae.g_00394	Syaq.g_02518
OG0000154	Syae.g_00420	Syaq.g_00066
OG0000155	Syae.g_00885	Syaq.g_00212
OG0000156	Syae.g_00945	Syaq.g_00281
OG0000157	Syae.g_00946	Syaq.g_00282
OG0000158	Syae.g_01858	Syaq.g_01003
OG0000160	Syae.g_02650	Syaq.g_00374
OG0000161	Syae.g_02644	Syaq.g_00382
OG0000162	Syae.g_02638	Syaq.g_00389
OG0000163	Syae.g_01092	Syaq.g_01730
OG0000164	Syae.g_01198	Syaq.g_01642
OG0000165	Syae.g_01021	Syaq.g_01630
OG0000166	Syae.g_02085	Syaq.g_00647
OG0000167	Syae.g_01874	Syaq.g_00983
OG0000168	Syae.g_01856	Syaq.g_01004
OG0000169	Syae.g_01841	Syaq.g_01016
OG0000170	Syae.g_01834	Syaq.g_01023
OG0000171	Syae.g_01810	Syaq.g_01052
OG0000172	Syae.g_01788	Syaq.g_01074
OG0000173	Syae.g_01770	Syaq.g_01092
OG0000174	Syae.g_01610	Syaq.g_01224
OG0000175	Syae.g_01679	Syaq.g_01183
OG0000176	Syae.g_01716	Syaq.g_01146
OG0000177	Syae.g_01717	Syaq.g_01145
OG0000178	Syae.g_01718	Syaq.g_01144
OG0000179	Syae.g_01733	Syaq.g_01129
OG0000180	Syae.g_01734	Syaq.g_01128
OG0000181	Syae.g_01735	Syaq.g_01127
OG0000182	Syae.g_01736	Syaq.g_01126
OG0000183	Syae.g_01740	Syaq.g_01122
OG0000184	Syae.g_01554	Syaq.g_01277
OG0000185	Syae.g_01551	Syaq.g_01290
OG0000186	Syae.g_01279	Syaq.g_01563
OG0000187	Syae.g_01280	Syaq.g_01561
OG0000188	Syae.g_01323	Syaq.g_01539
OG0000189	Syae.g_01350	Syaq.g_01499
OG0000190	Syae.g_01352	Syaq.g_01497
OG0000191	Syae.g_01384	Syaq.g_01467
OG0000192	Syae.g_01390	Syaq.g_01462
OG0000193	Syae.g_01429	Syaq.g_01423
OG0000194	Syae.g_01432	Syaq.g_01420
OG0000195	Syae.g_01434	Syaq.g_01418
OG0000196	Syae.g_01444	Syaq.g_01407
OG0000197	Syae.g_01445	Syaq.g_01406
OG0000198	Syae.g_01446	Syaq.g_01405
OG0000199	Syae.g_01454	Syaq.g_01398
OG0000200	Syae.g_01471	Syaq.g_01382
OG0000201	Syae.g_01487	Syaq.g_01365
OG0000202	Syae.g_01488	Syaq.g_01364
OG0000203	Syae.g_01489	Syaq.g_01363
OG0000204	Syae.g_01490	Syaq.g_01362
OG0000205	Syae.g_01497	Syaq.g_01355
OG0000206	Syae.g_01504	Syaq.g_01345
OG0000207	Syae.g_01506	Syaq.g_01338
OG0000208	Syae.g_01507	Syaq.g_01337
OG0000209	Syae.g_01528	Syaq.g_01310
OG0000210	Syae.g_01529	Syaq.g_01309
OG0000211	Syae.g_02234	Syaq.g_01570
OG0000212	Syae.g_02244	Syaq.g_01586
OG0000213	Syae.g_02003	Syaq.g_00729
OG0000214	Syae.g_01986	Syaq.g_00745
OG0000215	Syae.g_01955	Syaq.g_00777
OG0000216	Syae.g_01951	Syaq.g_00781
OG0000217	Syae.g_01947	Syaq.g_00844
OG0000218	Syae.g_01945	Syaq.g_00846
OG0000219	Syae.g_01944	Syaq.g_00847
OG0000220	Syae.g_01943	Syaq.g_00848
OG0000221	Syae.g_01937	Syaq.g_00856
OG0000222	Syae.g_01926	Syaq.g_00868
OG0000223	Syae.g_01904	Syaq.g_00946
OG0000224	Syae.g_01897	Syaq.g_00950
OG0000225	Syae.g_02208	Syaq.g_00543
OG0000226	Syae.g_02212	Syaq.g_00536
OG0000227	Syae.g_02214	Syaq.g_00534
OG0000228	Syae.g_02218	Syaq.g_00531
OG0000229	Syae.g_00994	Syaq.g_00501
OG0000230	Syae.g_00992	Syaq.g_00499
OG0000231	Syae.g_00980	Syaq.g_00485
OG0000232	Syae.g_02496	Syaq.g_00472
OG0000233	Syae.g_02504	Syaq.g_00464
OG0000234	Syae.g_02532	Syaq.g_00440
OG0000235	Syae.g_02308	Syaq.g_01771
OG0000236	Syae.g_02323	Syaq.g_01787
OG0000237	Syae.g_02340	Syaq.g_01805
OG0000238	Syae.g_02345	Syaq.g_01810
OG0000239	Syae.g_02360	Syaq.g_01826
OG0000240	Syae.g_02361	Syaq.g_01827
OG0000241	Syae.g_00065	Syaq.g_02074
OG0000242	Syae.g_02372	Syaq.g_01836
OG0000243	Syae.g_02391	Syaq.g_01922
OG0000244	Syae.g_02399	Syaq.g_01928
OG0000245	Syae.g_02401	Syaq.g_01930
OG0000246	Syae.g_02405	Syaq.g_01934
OG0000247	Syae.g_02416	Syaq.g_01945
OG0000248	Syae.g_02419	Syaq.g_01948
OG0000249	Syae.g_02421	Syaq.g_01950
OG0000250	Syae.g_02431	Syaq.g_01958
OG0000251	Syae.g_02455	Syaq.g_01984
OG0000252	Syae.g_02458	Syaq.g_01987
OG0000253	Syae.g_02459	Syaq.g_01989
OG0000254	Syae.g_00021	Syaq.g_02016
OG0000255	Syae.g_00041	Syaq.g_02041
OG0000256	Syae.g_00058	Syaq.g_02068
OG0000257	Syae.g_00064	Syaq.g_02073
OG0000258	Syae.g_00083	Syaq.g_02095
OG0000259	Syae.g_00608	Syaq.g_02239
OG0000260	Syae.g_00603	Syaq.g_02242
OG0000261	Syae.g_00600	Syaq.g_02245
OG0000262	Syae.g_00595	Syaq.g_02250
OG0000263	Syae.g_00671	Syaq.g_00185
OG0000264	Syae.g_00761	Syaq.g_02582
OG0000266	Syae.g_00457	Syaq.g_00037
OG0000267	Syae.g_00304	Syaq.g_02430
OG0000268	Syae.g_00308	Syaq.g_02431
OG0000269	Syae.g_00526	Syaq.g_02335
OG0000270	Syae.g_00523	Syaq.g_02338
OG0000271	Syae.g_00515	Syaq.g_02346
OG0000272	Syae.g_00514	Syaq.g_02347
OG0000273	Syae.g_00825	Syaq.g_02376
OG0000274	Syae.g_00826	Syaq.g_02377
OG0000275	Syae.g_00832	Syaq.g_02380
OG0000276	Syae.g_00839	Syaq.g_02387
OG0000277	Syae.g_00840	Syaq.g_02388
OG0000278	Syae.g_00843	Syaq.g_02391
OG0000279	Syae.g_00851	Syaq.g_02401
OG0000280	Syae.g_00877	Syaq.g_02410
OG0000281	Syae.g_02057	Syaq.g_02224
OG0000282	Syae.g_00573	Syaq.g_02271
OG0000283	Syae.g_00321	Syaq.g_02445
OG0000284	Syae.g_00327	Syaq.g_02450
OG0000285	Syae.g_00340	Syaq.g_02466
OG0000286	Syae.g_00359	Syaq.g_02484
OG0000287	Syae.g_00387	Syaq.g_02511
OG0000288	Syae.g_00419	Syaq.g_00067
OG0000289	Syae.g_00433	Syaq.g_00053
OG0000290	Syae.g_00796	Syaq.g_02682
OG0000291	Syae.g_00794	Syaq.g_02680
OG0000292	Syae.g_01705	Syaq.g_01157
OG0000293	Syae.g_00938	Syaq.g_00262
OG0000294	Syae.g_00937	Syaq.g_00261
OG0000295	Syae.g_00893	Syaq.g_00220
OG0000296	Syae.g_00891	Syaq.g_00218
OG0000297	Syae.g_00645	Syaq.g_00205
OG0000298	Syae.g_00646	Syaq.g_00204
OG0000299	Syae.g_00680	Syaq.g_00171
OG0000300	Syae.g_00686	Syaq.g_00164
OG0000301	Syae.g_00687	Syaq.g_00163
OG0000302	Syae.g_00691	Syaq.g_00162
OG0000303	Syae.g_00700	Syaq.g_00152
OG0000304	Syae.g_00706	Syaq.g_00146
OG0000305	Syae.g_00791	Syaq.g_02677
OG0000306	Syae.g_00277	Syaq.g_01861
OG0000307	Syae.g_02290	Syaq.g_01754
OG0000308	Syae.g_02288	Syaq.g_01752
OG0000309	Syae.g_02283	Syaq.g_01747
OG0000310	Syae.g_02687	Syaq.g_00347
OG0000311	Syae.g_02682	Syaq.g_00352
OG0000312	Syae.g_02664	Syaq.g_00359
OG0000313	Syae.g_02647	Syaq.g_00379
OG0000314	Syae.g_02618	Syaq.g_00408
OG0000315	Syae.g_02609	Syaq.g_00418
OG0000316	Syae.g_01118	Syaq.g_01716
OG0000317	Syae.g_01160	Syaq.g_01675
OG0000318	Syae.g_01164	Syaq.g_01672
OG0000319	Syae.g_01181	Syaq.g_01657
OG0000320	Syae.g_01183	Syaq.g_01655
OG0000321	Syae.g_01184	Syaq.g_01654
OG0000322	Syae.g_01185	Syaq.g_01653
OG0000323	Syae.g_01200	Syaq.g_01638
OG0000324	Syae.g_01049	Syaq.g_01605
OG0000325	Syae.g_02033	Syaq.g_00693
OG0000326	Syae.g_02040	Syaq.g_00686
OG0000327	Syae.g_02080	Syaq.g_00652
OG0000328	Syae.g_02081	Syaq.g_00651
OG0000329	Syae.g_02099	Syaq.g_00633
OG0000330	Syae.g_02100	Syaq.g_00632
OG0000331	Syae.g_02101	Syaq.g_00631
OG0000332	Syae.g_02116	Syaq.g_00616
OG0000333	Syae.g_02119	Syaq.g_00613
OG0000334	Syae.g_02128	Syaq.g_00603
OG0000335	Syae.g_02132	Syaq.g_00598
OG0000336	Syae.g_02136	Syaq.g_00594
OG0000337	Syae.g_01879	Syaq.g_00975
OG0000338	Syae.g_01876	Syaq.g_00981
OG0000339	Syae.g_01869	Syaq.g_00988
OG0000340	Syae.g_01855	Syaq.g_01005
OG0000341	Syae.g_01853	Syaq.g_01007
OG0000342	Syae.g_01852	Syaq.g_01008
OG0000343	Syae.g_01848	Syaq.g_01010
OG0000344	Syae.g_01843	Syaq.g_01014
OG0000345	Syae.g_01833	Syaq.g_01024
OG0000346	Syae.g_01828	Syaq.g_01029
OG0000347	Syae.g_01805	Syaq.g_01057
OG0000348	Syae.g_01781	Syaq.g_01070
OG0000349	Syae.g_01763	Syaq.g_01099
OG0000350	Syae.g_02047	Syaq.g_00679
OG0000351	Syae.g_01684	Syaq.g_01179
OG0000352	Syae.g_01685	Syaq.g_01178
OG0000353	Syae.g_01711	Syaq.g_01151
OG0000354	Syae.g_02351	Syaq.g_01816
OG0000354	Syae.g_01731	Syaq.g_01131
OG0000355	Syae.g_01713	Syaq.g_01149
OG0000356	Syae.g_01714	Syaq.g_01148
OG0000357	Syae.g_01715	Syaq.g_01147
OG0000358	Syae.g_01719	Syaq.g_01143
OG0000359	Syae.g_01721	Syaq.g_01141
OG0000360	Syae.g_01722	Syaq.g_01140
OG0000361	Syae.g_01723	Syaq.g_01139
OG0000362	Syae.g_01725	Syaq.g_01137
OG0000363	Syae.g_01727	Syaq.g_01135
OG0000364	Syae.g_01728	Syaq.g_01134
OG0000365	Syae.g_01737	Syaq.g_01125
OG0000366	Syae.g_01738	Syaq.g_01124
OG0000367	Syae.g_01739	Syaq.g_01123
OG0000368	Syae.g_01741	Syaq.g_01121
OG0000369	Syae.g_01742	Syaq.g_01120
OG0000370	Syae.g_01743	Syaq.g_01119
OG0000371	Syae.g_01751	Syaq.g_01111
OG0000372	Syae.g_01756	Syaq.g_01106
OG0000373	Syae.g_01757	Syaq.g_01105
OG0000374	Syae.g_01758	Syaq.g_01104
OG0000375	Syae.g_01759	Syaq.g_01103
OG0000376	Syae.g_01761	Syaq.g_01101
OG0000377	Syae.g_01561	Syaq.g_01270
OG0000378	Syae.g_01553	Syaq.g_01286
OG0000379	Syae.g_01550	Syaq.g_01291
OG0000380	Syae.g_01281	Syaq.g_01560
OG0000381	Syae.g_01285	Syaq.g_01558
OG0000382	Syae.g_01322	Syaq.g_01540
OG0000383	Syae.g_01324	Syaq.g_01535
OG0000384	Syae.g_01325	Syaq.g_01534
OG0000385	Syae.g_01326	Syaq.g_01533
OG0000386	Syae.g_01327	Syaq.g_01532
OG0000387	Syae.g_01354	Syaq.g_01495
OG0000388	Syae.g_01358	Syaq.g_01491
OG0000389	Syae.g_01362	Syaq.g_01488
OG0000390	Syae.g_01378	Syaq.g_01473
OG0000391	Syae.g_01383	Syaq.g_01468
OG0000392	Syae.g_01389	Syaq.g_01463
OG0000393	Syae.g_01392	Syaq.g_01460
OG0000394	Syae.g_01393	Syaq.g_01459
OG0000395	Syae.g_01394	Syaq.g_01458
OG0000396	Syae.g_01397	Syaq.g_01455
OG0000397	Syae.g_01400	Syaq.g_01453
OG0000398	Syae.g_01405	Syaq.g_01448
OG0000399	Syae.g_01406	Syaq.g_01447
OG0000400	Syae.g_01407	Syaq.g_01446
OG0000401	Syae.g_01408	Syaq.g_01445
OG0000402	Syae.g_01410	Syaq.g_01443
OG0000403	Syae.g_01411	Syaq.g_01442
OG0000404	Syae.g_01412	Syaq.g_01440
OG0000405	Syae.g_01426	Syaq.g_01429
OG0000406	Syae.g_01430	Syaq.g_01422
OG0000407	Syae.g_01431	Syaq.g_01421
OG0000408	Syae.g_01433	Syaq.g_01419
OG0000409	Syae.g_01435	Syaq.g_01417
OG0000410	Syae.g_01436	Syaq.g_01416
OG0000411	Syae.g_01437	Syaq.g_01415
OG0000412	Syae.g_01438	Syaq.g_01414
OG0000413	Syae.g_01440	Syaq.g_01412
OG0000415	Syae.g_01441	Syaq.g_01410
OG0000416	Syae.g_01442	Syaq.g_01409
OG0000417	Syae.g_01443	Syaq.g_01408
OG0000418	Syae.g_01448	Syaq.g_01403
OG0000419	Syae.g_01450	Syaq.g_01401
OG0000420	Syae.g_01452	Syaq.g_01400
OG0000421	Syae.g_01457	Syaq.g_01395
OG0000422	Syae.g_01458	Syaq.g_01394
OG0000423	Syae.g_01459	Syaq.g_01393
OG0000424	Syae.g_01460	Syaq.g_01392
OG0000425	Syae.g_01461	Syaq.g_01391
OG0000426	Syae.g_01462	Syaq.g_01390
OG0000427	Syae.g_01463	Syaq.g_01389
OG0000428	Syae.g_01466	Syaq.g_01386
OG0000429	Syae.g_01468	Syaq.g_01384
OG0000430	Syae.g_01470	Syaq.g_01383
OG0000431	Syae.g_01473	Syaq.g_01380
OG0000432	Syae.g_01481	Syaq.g_01374
OG0000433	Syae.g_01484	Syaq.g_01369
OG0000434	Syae.g_01485	Syaq.g_01368
OG0000435	Syae.g_01486	Syaq.g_01367
OG0000436	Syae.g_01491	Syaq.g_01361
OG0000437	Syae.g_01492	Syaq.g_01360
OG0000438	Syae.g_01493	Syaq.g_01359
OG0000439	Syae.g_01495	Syaq.g_01357
OG0000440	Syae.g_01496	Syaq.g_01356
OG0000441	Syae.g_01501	Syaq.g_01352
OG0000442	Syae.g_01502	Syaq.g_01350
OG0000443	Syae.g_01503	Syaq.g_01347
OG0000444	Syae.g_01509	Syaq.g_01333
OG0000445	Syae.g_01510	Syaq.g_01332
OG0000446	Syae.g_01512	Syaq.g_01330
OG0000447	Syae.g_01517	Syaq.g_01328
OG0000448	Syae.g_01518	Syaq.g_01327
OG0000449	Syae.g_01519	Syaq.g_01320
OG0000450	Syae.g_01525	Syaq.g_01313
OG0000451	Syae.g_01526	Syaq.g_01312
OG0000452	Syae.g_01530	Syaq.g_01308
OG0000453	Syae.g_01531	Syaq.g_01307
OG0000454	Syae.g_01532	Syaq.g_01306
OG0000455	Syae.g_01533	Syaq.g_01305
OG0000456	Syae.g_01534	Syaq.g_01304
OG0000457	Syae.g_01536	Syaq.g_01302
OG0000458	Syae.g_01538	Syaq.g_01299
OG0000459	Syae.g_01539	Syaq.g_01298
OG0000460	Syae.g_02236	Syaq.g_01577
OG0000461	Syae.g_02024	Syaq.g_00707
OG0000462	Syae.g_02021	Syaq.g_00710
OG0000463	Syae.g_02020	Syaq.g_00711
OG0000464	Syae.g_02019	Syaq.g_00712
OG0000465	Syae.g_02018	Syaq.g_00714
OG0000466	Syae.g_02014	Syaq.g_00718
OG0000467	Syae.g_02012	Syaq.g_00720
OG0000468	Syae.g_02007	Syaq.g_00725
OG0000469	Syae.g_01992	Syaq.g_00739
OG0000470	Syae.g_01990	Syaq.g_00741
OG0000471	Syae.g_01989	Syaq.g_00742
OG0000472	Syae.g_01987	Syaq.g_00744
OG0000473	Syae.g_01985	Syaq.g_00746
OG0000474	Syae.g_01984	Syaq.g_00747
OG0000475	Syae.g_01983	Syaq.g_00748
OG0000476	Syae.g_01981	Syaq.g_00750
OG0000477	Syae.g_01975	Syaq.g_00756
OG0000478	Syae.g_01974	Syaq.g_00757
OG0000479	Syae.g_01973	Syaq.g_00759
OG0000480	Syae.g_01966	Syaq.g_00766
OG0000481	Syae.g_01964	Syaq.g_00768
OG0000482	Syae.g_01963	Syaq.g_00769
OG0000483	Syae.g_01959	Syaq.g_00773
OG0000484	Syae.g_01958	Syaq.g_00774
OG0000485	Syae.g_01957	Syaq.g_00775
OG0000486	Syae.g_01956	Syaq.g_00776
OG0000487	Syae.g_01950	Syaq.g_00782
OG0000488	Syae.g_01946	Syaq.g_00845
OG0000489	Syae.g_01936	Syaq.g_00857
OG0000490	Syae.g_01928	Syaq.g_00864
OG0000491	Syae.g_01927	Syaq.g_00865
OG0000492	Syae.g_01925	Syaq.g_00869
OG0000493	Syae.g_01924	Syaq.g_00870
OG0000494	Syae.g_01923	Syaq.g_00871
OG0000495	Syae.g_01922	Syaq.g_00872
OG0000496	Syae.g_01921	Syaq.g_00873
OG0000497	Syae.g_01920	Syaq.g_00874
OG0000498	Syae.g_01919	Syaq.g_00875
OG0000499	Syae.g_01918	Syaq.g_00876
OG0000500	Syae.g_01917	Syaq.g_00877
OG0000501	Syae.g_01914	Syaq.g_00880
OG0000502	Syae.g_01902	Syaq.g_00953
OG0000503	Syae.g_02192	Syaq.g_00559
OG0000504	Syae.g_02194	Syaq.g_00557
OG0000505	Syae.g_02195	Syaq.g_00556
OG0000506	Syae.g_02197	Syaq.g_00554
OG0000507	Syae.g_02203	Syaq.g_00548
OG0000508	Syae.g_02207	Syaq.g_00544
OG0000509	Syae.g_02209	Syaq.g_00542
OG0000510	Syae.g_02210	Syaq.g_00538
OG0000511	Syae.g_02211	Syaq.g_00537
OG0000512	Syae.g_02213	Syaq.g_00535
OG0000513	Syae.g_02223	Syaq.g_00525
OG0000514	Syae.g_02229	Syaq.g_00514
OG0000515	Syae.g_02230	Syaq.g_00513
OG0000516	Syae.g_01000	Syaq.g_00509
OG0000517	Syae.g_00995	Syaq.g_00502
OG0000518	Syae.g_00983	Syaq.g_00490
OG0000519	Syae.g_00982	Syaq.g_00489
OG0000520	Syae.g_00981	Syaq.g_00488
OG0000521	Syae.g_02491	Syaq.g_00477
OG0000522	Syae.g_02493	Syaq.g_00475
OG0000523	Syae.g_02494	Syaq.g_00474
OG0000524	Syae.g_02501	Syaq.g_00469
OG0000525	Syae.g_02520	Syaq.g_00450
OG0000526	Syae.g_02523	Syaq.g_00448
OG0000527	Syae.g_02528	Syaq.g_00444
OG0000528	Syae.g_02304	Syaq.g_01768
OG0000529	Syae.g_02310	Syaq.g_01773
OG0000530	Syae.g_02313	Syaq.g_01776
OG0000531	Syae.g_02314	Syaq.g_01777
OG0000532	Syae.g_02317	Syaq.g_01780
OG0000533	Syae.g_02318	Syaq.g_01782
OG0000534	Syae.g_02319	Syaq.g_01783
OG0000535	Syae.g_02320	Syaq.g_01784
OG0000536	Syae.g_02321	Syaq.g_01785
OG0000537	Syae.g_02322	Syaq.g_01786
OG0000538	Syae.g_02333	Syaq.g_01798
OG0000539	Syae.g_02334	Syaq.g_01799
OG0000540	Syae.g_02335	Syaq.g_01800
OG0000541	Syae.g_02336	Syaq.g_01801
OG0000542	Syae.g_02339	Syaq.g_01804
OG0000543	Syae.g_02341	Syaq.g_01806
OG0000544	Syae.g_02342	Syaq.g_02567, Syaq.g_01807
OG0000545	Syae.g_02344	Syaq.g_01809
OG0000546	Syae.g_02346	Syaq.g_01811
OG0000547	Syae.g_02348	Syaq.g_01813
OG0000548	Syae.g_02349	Syaq.g_01814
OG0000549	Syae.g_02354	Syaq.g_01819
OG0000550	Syae.g_02358	Syaq.g_01824
OG0000551	Syae.g_02363	Syaq.g_01829
OG0000552	Syae.g_02364	Syaq.g_01830
OG0000553	Syae.g_02366	Syaq.g_01834
OG0000554	Syae.g_02375	Syaq.g_01839
OG0000555	Syae.g_02390	Syaq.g_01857
OG0000556	Syae.g_02394	Syaq.g_01925
OG0000557	Syae.g_02398	Syaq.g_01927
OG0000558	Syae.g_02400	Syaq.g_01929
OG0000559	Syae.g_02404	Syaq.g_01933
OG0000560	Syae.g_02407	Syaq.g_01936
OG0000561	Syae.g_02408	Syaq.g_01937
OG0000562	Syae.g_02409	Syaq.g_01938
OG0000563	Syae.g_02410	Syaq.g_01939
