Orthogroup	Syae	Pram
OG0000198	Syae.g_01446	Pram.g_00148
OG0000199	Syae.g_01454	Pram.g_00155
OG0000200	Syae.g_01471	Pram.g_00168
OG0000201	Syae.g_01487	Pram.g_00177
OG0000202	Syae.g_01488	Pram.g_00178
OG0000203	Syae.g_01489	Pram.g_00179
OG0000204	Syae.g_01490	Pram.g_00180
OG0000205	Syae.g_01497	Pram.g_00187
OG0000206	Syae.g_01504	Pram.g_00192
OG0000207	Syae.g_01506	Pram.g_00194
OG0000208	Syae.g_01507	Pram.g_00195
OG0000209	Syae.g_01528	Pram.g_00204
OG0000210	Syae.g_01529	Pram.g_00205
OG0000211	Syae.g_02234	Pram.g_00220
OG0000212	Syae.g_02244	Pram.g_00228
OG0000213	Syae.g_02003	Pram.g_00246
OG0000214	Syae.g_01986	Pram.g_00255
OG0000215	Syae.g_01955	Pram.g_00282
OG0000216	Syae.g_01951	Pram.g_00283
OG0000217	Syae.g_01947	Pram.g_00286
OG0000218	Syae.g_01945	Pram.g_00288
OG0000219	Syae.g_01944	Pram.g_00289
OG0000220	Syae.g_01943	Pram.g_00290
OG0000221	Syae.g_01937	Pram.g_00291
OG0000222	Syae.g_01926	Pram.g_00298
OG0000223	Syae.g_01904	Pram.g_00311
OG0000224	Syae.g_01897	Pram.g_00313
OG0000225	Syae.g_02208	Pram.g_00341
OG0000226	Syae.g_02212	Pram.g_00345
OG0000227	Syae.g_02214	Pram.g_00347
OG0000228	Syae.g_02218	Pram.g_00351
OG0000229	Syae.g_00994	Pram.g_00371
OG0000230	Syae.g_00992	Pram.g_00373
OG0000231	Syae.g_00980	Pram.g_00384
OG0000232	Syae.g_02496	Pram.g_00397
OG0000233	Syae.g_02504	Pram.g_00402
OG0000234	Syae.g_02532	Pram.g_00412
OG0000235	Syae.g_02308	Pram.g_00415
OG0000236	Syae.g_02323	Pram.g_00429
OG0000237	Syae.g_02340	Pram.g_00443
OG0000238	Syae.g_02345	Pram.g_00449
OG0000239	Syae.g_02360	Pram.g_00462
OG0000240	Syae.g_02361	Pram.g_00463
OG0000241	Syae.g_00065	Pram.g_00468
OG0000242	Syae.g_02372	Pram.g_00470
OG0000243	Syae.g_02391	Pram.g_00480
OG0000244	Syae.g_02399	Pram.g_00483
OG0000245	Syae.g_02401	Pram.g_00485
OG0000246	Syae.g_02405	Pram.g_00489
OG0000247	Syae.g_02416	Pram.g_00500
OG0000248	Syae.g_02419	Pram.g_00503
OG0000249	Syae.g_02421	Pram.g_00505
OG0000250	Syae.g_02431	Pram.g_00510
OG0000251	Syae.g_02455	Pram.g_00528
OG0000252	Syae.g_02458	Pram.g_00531
OG0000253	Syae.g_02459	Pram.g_00532
OG0000254	Syae.g_00021	Pram.g_00549
OG0000255	Syae.g_00041	Pram.g_00555
OG0000256	Syae.g_00058	Pram.g_00566
OG0000257	Syae.g_00064	Pram.g_01080
OG0000258	Syae.g_00083	Pram.g_01067
OG0000259	Syae.g_00608	Pram.g_01050
OG0000260	Syae.g_00603	Pram.g_01047
OG0000261	Syae.g_00600	Pram.g_01044
OG0000262	Syae.g_00595	Pram.g_01039
OG0000263	Syae.g_00671	Pram.g_00771
OG0000264	Syae.g_00761	Pram.g_00782
OG0000265	Syae.g_00932, Syae.g_00226	Pram.g_00801
OG0000266	Syae.g_00457	Pram.g_01020
OG0000267	Syae.g_00304	Pram.g_01007
OG0000268	Syae.g_00308	Pram.g_01006
OG0000269	Syae.g_00526	Pram.g_00804
OG0000270	Syae.g_00523	Pram.g_00807
OG0000271	Syae.g_00515	Pram.g_00815
OG0000272	Syae.g_00514	Pram.g_00816
OG0000273	Syae.g_00825	Pram.g_00839
OG0000274	Syae.g_00826	Pram.g_00840
OG0000275	Syae.g_00832	Pram.g_00843
OG0000276	Syae.g_00839	Pram.g_00849
OG0000277	Syae.g_00840	Pram.g_00850
OG0000278	Syae.g_00843	Pram.g_00853
OG0000279	Syae.g_00851	Pram.g_00861
OG0000280	Syae.g_00877	Pram.g_00862
OG0000281	Syae.g_02057	Pram.g_00870
OG0000282	Syae.g_00573	Pram.g_00736
OG0000283	Syae.g_00321	Pram.g_00916
OG0000284	Syae.g_00327	Pram.g_00921
OG0000285	Syae.g_00340	Pram.g_00926
OG0000286	Syae.g_00359	Pram.g_00942
OG0000287	Syae.g_00387	Pram.g_01199
OG0000288	Syae.g_00419	Pram.g_00977
OG0000289	Syae.g_00433	Pram.g_00992
OG0000290	Syae.g_00796	Pram.g_00891
OG0000291	Syae.g_00794	Pram.g_00889
OG0000292	Syae.g_01705	Pram.g_01185
OG0000293	Syae.g_00938	Pram.g_01150
OG0000294	Syae.g_00937	Pram.g_01149
OG0000295	Syae.g_00893	Pram.g_01125
OG0000296	Syae.g_00891	Pram.g_01123
OG0000297	Syae.g_00645	Pram.g_01114
OG0000298	Syae.g_00646	Pram.g_01113
OG0000299	Syae.g_00680	Pram.g_01094
OG0000300	Syae.g_00686	Pram.g_01091
OG0000301	Syae.g_00687	Pram.g_01090
OG0000302	Syae.g_00691	Pram.g_01088
OG0000303	Syae.g_00700	Pram.g_01082
OG0000304	Syae.g_00706	Pram.g_00571
OG0000305	Syae.g_00791	Pram.g_01183
OG0000306	Syae.g_00277	Pram.g_00874
OG0000307	Syae.g_02290	Pram.g_01458
OG0000308	Syae.g_02288	Pram.g_01457
OG0000309	Syae.g_02283	Pram.g_01453
OG0000310	Syae.g_02687	Pram.g_01395
OG0000311	Syae.g_02682	Pram.g_01393
OG0000312	Syae.g_02664	Pram.g_01390
OG0000313	Syae.g_02647	Pram.g_01374
OG0000314	Syae.g_02618	Pram.g_01351
OG0000315	Syae.g_02609	Pram.g_01341
OG0000316	Syae.g_01118	Pram.g_01315
OG0000317	Syae.g_01160	Pram.g_01629
OG0000318	Syae.g_01164	Pram.g_01633
OG0000319	Syae.g_01181	Pram.g_01646
OG0000320	Syae.g_01183	Pram.g_01648
OG0000321	Syae.g_01184	Pram.g_01649
OG0000322	Syae.g_01185	Pram.g_01650
OG0000323	Syae.g_01200	Pram.g_01659
OG0000324	Syae.g_01049	Pram.g_01687
OG0000325	Syae.g_02033	Pram.g_01697
OG0000326	Syae.g_02040	Pram.g_01704
OG0000327	Syae.g_02080	Pram.g_01728
OG0000328	Syae.g_02081	Pram.g_01729
OG0000329	Syae.g_02099	Pram.g_01746
OG0000330	Syae.g_02100	Pram.g_01747
OG0000331	Syae.g_02101	Pram.g_01748
OG0000332	Syae.g_02116	Pram.g_01762
OG0000333	Syae.g_02119	Pram.g_01764
OG0000334	Syae.g_02128	Pram.g_01773
OG0000335	Syae.g_02132	Pram.g_01778
OG0000336	Syae.g_02136	Pram.g_01782
OG0000337	Syae.g_01879	Pram.g_01801
OG0000338	Syae.g_01876	Pram.g_01802
OG0000339	Syae.g_01869	Pram.g_01808
OG0000340	Syae.g_01855	Pram.g_01817
OG0000341	Syae.g_01853	Pram.g_01819
OG0000342	Syae.g_01852	Pram.g_01820
OG0000343	Syae.g_01848	Pram.g_01821
OG0000344	Syae.g_01843	Pram.g_01824
OG0000345	Syae.g_01833	Pram.g_01830
OG0000346	Syae.g_01828	Pram.g_01834
OG0000347	Syae.g_01805	Pram.g_01851
OG0000348	Syae.g_01781	Pram.g_01859
OG0000349	Syae.g_01763	Pram.g_01877
OG0000350	Syae.g_02047	Pram.g_01898
OG0000351	Syae.g_01684	Pram.g_01917
OG0000352	Syae.g_01685	Pram.g_01918
OG0000353	Syae.g_01711	Pram.g_01937
OG0000355	Syae.g_01713	Pram.g_01939
OG0000356	Syae.g_01714	Pram.g_01940
OG0000357	Syae.g_01715	Pram.g_01941
OG0000358	Syae.g_01719	Pram.g_01945
OG0000359	Syae.g_01721	Pram.g_01946
OG0000360	Syae.g_01722	Pram.g_01947
OG0000361	Syae.g_01723	Pram.g_01948
OG0000362	Syae.g_01725	Pram.g_01950
OG0000363	Syae.g_01727	Pram.g_00001
OG0000364	Syae.g_01728	Pram.g_00002
OG0000365	Syae.g_01737	Pram.g_00007
OG0000366	Syae.g_01738	Pram.g_00008
OG0000367	Syae.g_01739	Pram.g_00009
OG0000368	Syae.g_01741	Pram.g_00011
OG0000369	Syae.g_01742	Pram.g_00012
OG0000370	Syae.g_01743	Pram.g_00013
OG0000371	Syae.g_01751	Pram.g_00019
OG0000372	Syae.g_01756	Pram.g_00021
OG0000373	Syae.g_01757	Pram.g_00022
OG0000374	Syae.g_01758	Pram.g_00023
OG0000375	Syae.g_01759	Pram.g_00024
OG0000376	Syae.g_01761	Pram.g_00026
OG0000377	Syae.g_01561	Pram.g_00030
OG0000378	Syae.g_01553	Pram.g_00034
OG0000379	Syae.g_01550	Pram.g_00037
OG0000380	Syae.g_01281	Pram.g_00050
OG0000381	Syae.g_01285	Pram.g_00055
OG0000382	Syae.g_01322	Pram.g_00065
OG0000383	Syae.g_01324	Pram.g_00067
OG0000384	Syae.g_01325	Pram.g_00068
OG0000385	Syae.g_01326	Pram.g_00069
OG0000386	Syae.g_01327	Pram.g_00070
OG0000387	Syae.g_01354	Pram.g_00083
OG0000388	Syae.g_01358	Pram.g_00087
OG0000389	Syae.g_01362	Pram.g_00090
OG0000390	Syae.g_01378	Pram.g_00099
OG0000391	Syae.g_01383	Pram.g_00102
OG0000392	Syae.g_01389	Pram.g_00106
OG0000393	Syae.g_01392	Pram.g_00109
OG0000394	Syae.g_01393	Pram.g_00110
OG0000395	Syae.g_01394	Pram.g_00111
OG0000396	Syae.g_01397	Pram.g_00113
OG0000397	Syae.g_01400	Pram.g_00115
OG0000398	Syae.g_01405	Pram.g_00118
OG0000399	Syae.g_01406	Pram.g_00119
OG0000400	Syae.g_01407	Pram.g_00120
OG0000401	Syae.g_01408	Pram.g_00121
OG0000402	Syae.g_01410	Pram.g_01001
OG0000403	Syae.g_01411	Pram.g_00123
OG0000404	Syae.g_01412	Pram.g_00124
OG0000405	Syae.g_01426	Pram.g_00128
OG0000406	Syae.g_01430	Pram.g_00132
OG0000407	Syae.g_01431	Pram.g_00133
OG0000408	Syae.g_01433	Pram.g_00135
OG0000409	Syae.g_01435	Pram.g_00137
OG0000410	Syae.g_01436	Pram.g_00138
OG0000411	Syae.g_01437	Pram.g_00139
OG0000412	Syae.g_01438	Pram.g_00140
OG0000413	Syae.g_01440	Pram.g_00141
OG0000415	Syae.g_01441	Pram.g_00143
OG0000416	Syae.g_01442	Pram.g_00144
OG0000417	Syae.g_01443	Pram.g_00145
OG0000418	Syae.g_01448	Pram.g_00150
OG0000419	Syae.g_01450	Pram.g_00152
OG0000420	Syae.g_01452	Pram.g_00153
OG0000421	Syae.g_01457	Pram.g_00157
OG0000422	Syae.g_01458	Pram.g_00158
OG0000423	Syae.g_01459	Pram.g_00159
OG0000424	Syae.g_01460	Pram.g_00160
OG0000425	Syae.g_01461	Pram.g_00161
OG0000426	Syae.g_01462	Pram.g_00162
OG0000427	Syae.g_01463	Pram.g_00163
OG0000428	Syae.g_01466	Pram.g_00165
OG0000429	Syae.g_01468	Pram.g_00166
OG0000430	Syae.g_01470	Pram.g_00167
OG0000431	Syae.g_01473	Pram.g_00169
OG0000432	Syae.g_01481	Pram.g_00173
OG0000433	Syae.g_01484	Pram.g_00174
OG0000434	Syae.g_01485	Pram.g_00175
OG0000435	Syae.g_01486	Pram.g_00176
OG0000436	Syae.g_01491	Pram.g_00181
OG0000437	Syae.g_01492	Pram.g_00182
OG0000438	Syae.g_01493	Pram.g_00183
OG0000439	Syae.g_01495	Pram.g_00185
OG0000440	Syae.g_01496	Pram.g_00186
OG0000441	Syae.g_01501	Pram.g_00189
OG0000442	Syae.g_01502	Pram.g_00190
OG0000443	Syae.g_01503	Pram.g_00191
OG0000444	Syae.g_01509	Pram.g_00196
OG0000445	Syae.g_01510	Pram.g_00197
OG0000446	Syae.g_01512	Pram.g_00198
OG0000447	Syae.g_01517	Pram.g_00199
OG0000448	Syae.g_01518	Pram.g_00200
OG0000449	Syae.g_01519	Pram.g_00201
OG0000450	Syae.g_01525	Pram.g_00202
OG0000451	Syae.g_01526	Pram.g_00203
OG0000452	Syae.g_01530	Pram.g_00206
OG0000453	Syae.g_01531	Pram.g_00207
OG0000454	Syae.g_01532	Pram.g_00208
OG0000455	Syae.g_01533	Pram.g_00209
OG0000456	Syae.g_01534	Pram.g_00210
OG0000457	Syae.g_01536	Pram.g_00212
OG0000458	Syae.g_01538	Pram.g_00213
OG0000459	Syae.g_01539	Pram.g_00214
OG0000460	Syae.g_02236	Pram.g_00222
OG0000461	Syae.g_02024	Pram.g_00230
OG0000462	Syae.g_02021	Pram.g_00232
OG0000463	Syae.g_02020	Pram.g_00233
OG0000464	Syae.g_02019	Pram.g_00234
OG0000465	Syae.g_02018	Pram.g_00235
OG0000466	Syae.g_02014	Pram.g_00238
OG0000467	Syae.g_02012	Pram.g_00239
OG0000468	Syae.g_02007	Pram.g_00242
OG0000469	Syae.g_01992	Pram.g_00250
OG0000470	Syae.g_01990	Pram.g_00252
OG0000471	Syae.g_01989	Pram.g_00253
OG0000472	Syae.g_01987	Pram.g_00254
OG0000473	Syae.g_01985	Pram.g_00256
OG0000474	Syae.g_01984	Pram.g_00257
OG0000475	Syae.g_01983	Pram.g_00258
OG0000476	Syae.g_01981	Pram.g_00260
OG0000477	Syae.g_01975	Pram.g_00263
OG0000478	Syae.g_01974	Pram.g_00264
OG0000479	Syae.g_01973	Pram.g_00265
OG0000480	Syae.g_01966	Pram.g_00270
OG0000481	Syae.g_01964	Pram.g_00273
OG0000482	Syae.g_01963	Pram.g_00274
OG0000483	Syae.g_01959	Pram.g_00277
OG0000484	Syae.g_01958	Pram.g_00278
OG0000485	Syae.g_01957	Pram.g_00280
OG0000486	Syae.g_01956	Pram.g_00281
OG0000487	Syae.g_01950	Pram.g_00284
OG0000488	Syae.g_01946	Pram.g_00287
OG0000489	Syae.g_01936	Pram.g_00292
OG0000490	Syae.g_01928	Pram.g_00296
OG0000491	Syae.g_01927	Pram.g_00297
OG0000492	Syae.g_01925	Pram.g_00299
OG0000493	Syae.g_01924	Pram.g_00300
OG0000494	Syae.g_01923	Pram.g_00301
OG0000495	Syae.g_01922	Pram.g_00302
OG0000496	Syae.g_01921	Pram.g_00303
OG0000497	Syae.g_01920	Pram.g_00304
OG0000498	Syae.g_01919	Pram.g_00305
OG0000499	Syae.g_01918	Pram.g_00306
OG0000500	Syae.g_01917	Pram.g_00307
OG0000501	Syae.g_01914	Pram.g_00309
OG0000502	Syae.g_01902	Pram.g_00312
OG0000503	Syae.g_02192	Pram.g_00328
OG0000504	Syae.g_02194	Pram.g_00330
OG0000505	Syae.g_02195	Pram.g_00331
OG0000506	Syae.g_02197	Pram.g_00332
OG0000507	Syae.g_02203	Pram.g_00336
OG0000508	Syae.g_02207	Pram.g_00340
OG0000509	Syae.g_02209	Pram.g_00342
OG0000510	Syae.g_02210	Pram.g_00343
OG0000511	Syae.g_02211	Pram.g_00344
OG0000512	Syae.g_02213	Pram.g_00346
OG0000513	Syae.g_02223	Pram.g_00355
OG0000514	Syae.g_02229	Pram.g_00366
OG0000515	Syae.g_02230	Pram.g_00367
OG0000516	Syae.g_01000	Pram.g_00368
OG0000517	Syae.g_00995	Pram.g_00370
OG0000518	Syae.g_00983	Pram.g_00381
OG0000519	Syae.g_00982	Pram.g_00382
OG0000520	Syae.g_00981	Pram.g_00383
OG0000521	Syae.g_02491	Pram.g_00393
OG0000522	Syae.g_02493	Pram.g_00395
OG0000523	Syae.g_02494	Pram.g_00396
OG0000524	Syae.g_02501	Pram.g_00400
OG0000525	Syae.g_02520	Pram.g_00404
OG0000526	Syae.g_02523	Pram.g_00406
OG0000527	Syae.g_02528	Pram.g_00409
OG0000528	Syae.g_02304	Pram.g_00414
OG0000529	Syae.g_02310	Pram.g_00417
OG0000530	Syae.g_02313	Pram.g_00420
OG0000531	Syae.g_02314	Pram.g_00421
OG0000532	Syae.g_02317	Pram.g_00423
OG0000533	Syae.g_02318	Pram.g_00424
OG0000534	Syae.g_02319	Pram.g_00425
OG0000535	Syae.g_02320	Pram.g_00426
OG0000536	Syae.g_02321	Pram.g_00427
OG0000537	Syae.g_02322	Pram.g_00428
OG0000538	Syae.g_02333	Pram.g_00438
OG0000539	Syae.g_02334	Pram.g_00439
OG0000540	Syae.g_02335	Pram.g_00440
OG0000541	Syae.g_02336	Pram.g_00441
OG0000542	Syae.g_02339	Pram.g_00442
OG0000543	Syae.g_02341	Pram.g_00444
OG0000544	Syae.g_02342	Pram.g_00445
OG0000545	Syae.g_02344	Pram.g_00447
OG0000546	Syae.g_02346	Pram.g_00450
OG0000547	Syae.g_02348	Pram.g_00452
OG0000548	Syae.g_02349	Pram.g_00453
OG0000549	Syae.g_02354	Pram.g_00456
OG0000550	Syae.g_02358	Pram.g_00461
OG0000551	Syae.g_02363	Pram.g_00464
OG0000552	Syae.g_02364	Pram.g_00465
OG0000553	Syae.g_02366	Pram.g_00466
OG0000554	Syae.g_02375	Pram.g_00472
OG0000555	Syae.g_02390	Pram.g_00479
OG0000556	Syae.g_02394	Pram.g_00481
OG0000557	Syae.g_02398	Pram.g_00482
OG0000558	Syae.g_02400	Pram.g_00484
OG0000559	Syae.g_02404	Pram.g_00488
OG0000560	Syae.g_02407	Pram.g_00491
OG0000561	Syae.g_02408	Pram.g_00492
OG0000562	Syae.g_02409	Pram.g_00493
OG0000563	Syae.g_02410	Pram.g_00494
OG0000564	Syae.g_02411	Pram.g_00495
OG0000565	Syae.g_02414	Pram.g_00498
OG0000566	Syae.g_02418	Pram.g_00502
OG0000567	Syae.g_02422	Pram.g_00506
OG0000568	Syae.g_02427	Pram.g_00507
OG0000569	Syae.g_02428	Pram.g_00508
OG0000570	Syae.g_02429	Pram.g_00509
OG0000571	Syae.g_02433	Pram.g_00511
OG0000572	Syae.g_02448	Pram.g_00523
OG0000573	Syae.g_02456	Pram.g_00529
OG0000574	Syae.g_02457	Pram.g_00530
OG0000575	Syae.g_02461	Pram.g_00534
OG0000576	Syae.g_02463	Pram.g_00536
OG0000577	Syae.g_02464	Pram.g_00537
OG0000578	Syae.g_02465	Pram.g_00538
OG0000579	Syae.g_02466	Pram.g_00539
OG0000580	Syae.g_02467	Pram.g_00540
OG0000581	Syae.g_02473	Pram.g_00543
OG0000582	Syae.g_00018	Pram.g_00546
OG0000583	Syae.g_00019	Pram.g_00547
OG0000584	Syae.g_00020	Pram.g_00548
OG0000585	Syae.g_00022	Pram.g_00550
OG0000586	Syae.g_00023	Pram.g_00551
OG0000587	Syae.g_00025	Pram.g_00552
OG0000588	Syae.g_00043	Pram.g_00556
