Orthogroup	Syae	Syab
OG0000092	Syae.g_00884	Syab.g_01242, Syab.g_00690
OG0000093	Syae.g_00537	Syab.g_01582
OG0000094	Syae.g_00430	Syab.g_01306
OG0000095	Syae.g_00793	Syab.g_01210
OG0000097	Syae.g_00683	Syab.g_01051
OG0000098	Syae.g_02058	Syab.g_01553
OG0000099	Syae.g_01913	Syab.g_00230
OG0000100	Syae.g_00489	Syab.g_01694
OG0000101	Syae.g_02125	Syab.g_00446
OG0000102	Syae.g_01824	Syab.g_00104
OG0000103	Syae.g_01694	Syab.g_02895
OG0000104	Syae.g_01708	Syab.g_02910
OG0000105	Syae.g_01977	Syab.g_00303
OG0000106	Syae.g_00272	Syab.g_01817
OG0000107	Syae.g_02032	Syab.g_00367
OG0000108	Syae.g_02309	Syab.g_02096
OG0000109	Syae.g_02324	Syab.g_02112
OG0000110	Syae.g_02435	Syab.g_01984
OG0000111	Syae.g_00783	Syab.g_01201
OG0000112	Syae.g_00351	Syab.g_01392
OG0000113	Syae.g_00494	Syab.g_01689
OG0000114	Syae.g_00575	Syab.g_01633, Syab.g_02656
OG0000115	Syae.g_02631	Syab.g_00748
OG0000116	Syae.g_00939	Syab.g_00945
OG0000117	Syae.g_00647	Syab.g_01018
OG0000118	Syae.g_02479	Syab.g_00897
OG0000120	Syae.g_01912	Syab.g_00229
OG0000121	Syae.g_02649	Syab.g_00772
OG0000122	Syae.g_00112	Syab.g_01839
OG0000123	Syae.g_02131	Syab.g_00454
OG0000124	Syae.g_01809	Syab.g_00088
OG0000125	Syae.g_01573	Syab.g_02763
OG0000126	Syae.g_01706	Syab.g_02908
OG0000128	Syae.g_01724	Syab.g_00012
OG0000129	Syae.g_01562	Syab.g_02749
OG0000130	Syae.g_01284	Syab.g_02434
OG0000131	Syae.g_01428	Syab.g_02564
OG0000132	Syae.g_01447	Syab.g_02584
OG0000133	Syae.g_00356	Syab.g_01387
OG0000134	Syae.g_02222	Syab.g_00554
OG0000135	Syae.g_01608	Syab.g_02815
OG0000136	Syae.g_00989	Syab.g_00588
OG0000137	Syae.g_02530	Syab.g_00697
OG0000138	Syae.g_02325	Syab.g_02113
OG0000139	Syae.g_02380	Syab.g_02035
OG0000140	Syae.g_02383	Syab.g_02033
OG0000141	Syae.g_00016	Syab.g_01931
OG0000142	Syae.g_00074	Syab.g_01873
OG0000143	Syae.g_00078	Syab.g_01870
OG0000144	Syae.g_00261	Syab.g_01757
OG0000145	Syae.g_02331	Syab.g_02120
OG0000146	Syae.g_00350	Syab.g_01393
OG0000147	Syae.g_00349	Syab.g_01394
OG0000148	Syae.g_00500	Syab.g_01682
OG0000149	Syae.g_00847	Syab.g_01720
OG0000150	Syae.g_00017	Syab.g_01930
OG0000151	Syae.g_00563	Syab.g_01612
OG0000152	Syae.g_00360	Syab.g_01383
OG0000153	Syae.g_00394	Syab.g_01343
OG0000154	Syae.g_00420	Syab.g_01317
OG0000155	Syae.g_00885	Syab.g_01009
OG0000156	Syae.g_00945	Syab.g_00933
OG0000157	Syae.g_00946	Syab.g_00932
OG0000158	Syae.g_01858	Syab.g_00161
OG0000160	Syae.g_02650	Syab.g_00774
OG0000161	Syae.g_02644	Syab.g_00766
OG0000162	Syae.g_02638	Syab.g_00755
OG0000163	Syae.g_01092	Syab.g_02173
OG0000164	Syae.g_01198	Syab.g_02307
OG0000165	Syae.g_01021	Syab.g_02316
OG0000166	Syae.g_02085	Syab.g_00407
OG0000167	Syae.g_01874	Syab.g_00205
OG0000168	Syae.g_01856	Syab.g_00136
OG0000169	Syae.g_01841	Syab.g_00125
OG0000170	Syae.g_01834	Syab.g_00118
OG0000171	Syae.g_01810	Syab.g_00089
OG0000172	Syae.g_01788	Syab.g_00080
OG0000173	Syae.g_01770	Syab.g_00061
OG0000174	Syae.g_01610	Syab.g_02819
OG0000175	Syae.g_01679	Syab.g_02876
OG0000176	Syae.g_01716	Syab.g_00004
OG0000177	Syae.g_01717	Syab.g_00005
OG0000178	Syae.g_01718	Syab.g_00006
OG0000179	Syae.g_01733	Syab.g_00022
OG0000180	Syae.g_01734	Syab.g_00023
OG0000181	Syae.g_01735	Syab.g_00024
OG0000182	Syae.g_01736	Syab.g_00025
OG0000183	Syae.g_01740	Syab.g_00029
OG0000184	Syae.g_01554	Syab.g_02738
OG0000185	Syae.g_01551	Syab.g_02715
OG0000186	Syae.g_01279	Syab.g_02430
OG0000187	Syae.g_01280	Syab.g_02431
OG0000188	Syae.g_01323	Syab.g_02454
OG0000189	Syae.g_01350	Syab.g_02487
OG0000190	Syae.g_01352	Syab.g_00190, Syab.g_00139
OG0000191	Syae.g_01384	Syab.g_02522
OG0000192	Syae.g_01390	Syab.g_02528
OG0000193	Syae.g_01429	Syab.g_02565
OG0000194	Syae.g_01432	Syab.g_02568
OG0000195	Syae.g_01434	Syab.g_02570
OG0000196	Syae.g_01444	Syab.g_02581
OG0000197	Syae.g_01445	Syab.g_02582
OG0000199	Syae.g_01454	Syab.g_02591
OG0000200	Syae.g_01471	Syab.g_02611
OG0000201	Syae.g_01487	Syab.g_02628
OG0000202	Syae.g_01488	Syab.g_02629
OG0000203	Syae.g_01489	Syab.g_02630
OG0000204	Syae.g_01490	Syab.g_02631
OG0000205	Syae.g_01497	Syab.g_02638
OG0000206	Syae.g_01504	Syab.g_02674
OG0000207	Syae.g_01506	Syab.g_02677
OG0000208	Syae.g_01507	Syab.g_02678
OG0000209	Syae.g_01528	Syab.g_02698
OG0000210	Syae.g_01529	Syab.g_02699
OG0000211	Syae.g_02234	Syab.g_02374
OG0000212	Syae.g_02244	Syab.g_02365
OG0000213	Syae.g_02003	Syab.g_00332
OG0000214	Syae.g_01986	Syab.g_00312
OG0000215	Syae.g_01955	Syab.g_00281
OG0000216	Syae.g_01951	Syab.g_00277
OG0000217	Syae.g_01947	Syab.g_00273
OG0000218	Syae.g_01945	Syab.g_00271
OG0000219	Syae.g_01944	Syab.g_00270
OG0000220	Syae.g_01943	Syab.g_00269
OG0000221	Syae.g_01937	Syab.g_00257
OG0000222	Syae.g_01926	Syab.g_00244
OG0000223	Syae.g_01904	Syab.g_00226
OG0000224	Syae.g_01897	Syab.g_00223
OG0000225	Syae.g_02208	Syab.g_00538
OG0000226	Syae.g_02212	Syab.g_00542
OG0000227	Syae.g_02214	Syab.g_00544
OG0000228	Syae.g_02218	Syab.g_00550
OG0000229	Syae.g_00994	Syab.g_00583
OG0000230	Syae.g_00992	Syab.g_00585
OG0000231	Syae.g_00980	Syab.g_00613
OG0000232	Syae.g_02496	Syab.g_00631
OG0000233	Syae.g_02504	Syab.g_00645
OG0000234	Syae.g_02532	Syab.g_00699
OG0000235	Syae.g_02308	Syab.g_02095
OG0000236	Syae.g_02323	Syab.g_02111
OG0000237	Syae.g_02340	Syab.g_02129
OG0000238	Syae.g_02345	Syab.g_02134
OG0000239	Syae.g_02360	Syab.g_02151
OG0000240	Syae.g_02361	Syab.g_02152
OG0000241	Syae.g_00065	Syab.g_01884
OG0000242	Syae.g_02372	Syab.g_02043
OG0000243	Syae.g_02391	Syab.g_02025
OG0000244	Syae.g_02399	Syab.g_02017
OG0000245	Syae.g_02401	Syab.g_02015
OG0000246	Syae.g_02405	Syab.g_02011
OG0000247	Syae.g_02416	Syab.g_01999
OG0000248	Syae.g_02419	Syab.g_01996
OG0000249	Syae.g_02421	Syab.g_01994
OG0000250	Syae.g_02431	Syab.g_01988
OG0000251	Syae.g_02455	Syab.g_01961
OG0000252	Syae.g_02458	Syab.g_01958
OG0000253	Syae.g_02459	Syab.g_01956
OG0000254	Syae.g_00021	Syab.g_01925
OG0000255	Syae.g_00041	Syab.g_01912
OG0000256	Syae.g_00058	Syab.g_01890
OG0000257	Syae.g_00064	Syab.g_01885
OG0000258	Syae.g_00083	Syab.g_01861
OG0000259	Syae.g_00608	Syab.g_01538
OG0000260	Syae.g_00603	Syab.g_01544
OG0000261	Syae.g_00600	Syab.g_01556
OG0000262	Syae.g_00595	Syab.g_01561
OG0000263	Syae.g_00671	Syab.g_01035
OG0000264	Syae.g_00761	Syab.g_01173
OG0000265	Syae.g_00932, Syae.g_00226	Syab.g_01773
OG0000266	Syae.g_00457	Syab.g_01667
OG0000267	Syae.g_00304	Syab.g_01433
OG0000268	Syae.g_00308	Syab.g_01432
OG0000269	Syae.g_00526	Syab.g_01650
OG0000270	Syae.g_00523	Syab.g_01657
OG0000271	Syae.g_00515	Syab.g_01279
OG0000272	Syae.g_00514	Syab.g_01280
OG0000274	Syae.g_00826	Syab.g_01700
OG0000275	Syae.g_00832	Syab.g_01704
OG0000276	Syae.g_00839	Syab.g_01712
OG0000277	Syae.g_00840	Syab.g_01713
OG0000278	Syae.g_00843	Syab.g_01716
OG0000279	Syae.g_00851	Syab.g_01724
OG0000280	Syae.g_00877	Syab.g_01736
OG0000281	Syae.g_02057	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syae.g_00573	Syab.g_01631
OG0000283	Syae.g_00321	Syab.g_01418
OG0000284	Syae.g_00327	Syab.g_01413
OG0000285	Syae.g_00340	Syab.g_01402
OG0000286	Syae.g_00359	Syab.g_01384
OG0000287	Syae.g_00387	Syab.g_01350
OG0000288	Syae.g_00419	Syab.g_01318
OG0000289	Syae.g_00433	Syab.g_01303
OG0000290	Syae.g_00796	Syab.g_01213
OG0000291	Syae.g_00794	Syab.g_01211
OG0000292	Syae.g_01705	Syab.g_02907
OG0000293	Syae.g_00938	Syab.g_00946
OG0000294	Syae.g_00937	Syab.g_00947
OG0000295	Syae.g_00893	Syab.g_01001
OG0000296	Syae.g_00891	Syab.g_01003
OG0000297	Syae.g_00645	Syab.g_01016
OG0000298	Syae.g_00646	Syab.g_01017
OG0000299	Syae.g_00680	Syab.g_01047
OG0000300	Syae.g_00686	Syab.g_01054
OG0000301	Syae.g_00687	Syab.g_01055
OG0000302	Syae.g_00691	Syab.g_01056
OG0000303	Syae.g_00700	Syab.g_01149
OG0000304	Syae.g_00706	Syab.g_01143
OG0000305	Syae.g_00791	Syab.g_01208
OG0000306	Syae.g_00277	Syab.g_01819
OG0000307	Syae.g_02290	Syab.g_02078
OG0000308	Syae.g_02288	Syab.g_02076
OG0000309	Syae.g_02283	Syab.g_02071
OG0000310	Syae.g_02687	Syab.g_00817
OG0000311	Syae.g_02682	Syab.g_00811
OG0000312	Syae.g_02664	Syab.g_00793
OG0000313	Syae.g_02647	Syab.g_00769
OG0000314	Syae.g_02618	Syab.g_00736
OG0000315	Syae.g_02609	Syab.g_00726
OG0000316	Syae.g_01118	Syab.g_02189
OG0000317	Syae.g_01160	Syab.g_02251
OG0000318	Syae.g_01164	Syab.g_02257
OG0000319	Syae.g_01181	Syab.g_02291
OG0000320	Syae.g_01183	Syab.g_02293
OG0000321	Syae.g_01184	Syab.g_02294
OG0000322	Syae.g_01185	Syab.g_02295
OG0000323	Syae.g_01200	Syab.g_02310
OG0000324	Syae.g_01049	Syab.g_02341
OG0000325	Syae.g_02033	Syab.g_00368
OG0000326	Syae.g_02040	Syab.g_00375
OG0000327	Syae.g_02080	Syab.g_00402
OG0000328	Syae.g_02081	Syab.g_00403
OG0000329	Syae.g_02099	Syab.g_00420
OG0000330	Syae.g_02100	Syab.g_00421
OG0000331	Syae.g_02101	Syab.g_00422
OG0000332	Syae.g_02116	Syab.g_00437
OG0000333	Syae.g_02119	Syab.g_00440
OG0000334	Syae.g_02128	Syab.g_00450
OG0000335	Syae.g_02132	Syab.g_00455
OG0000336	Syae.g_02136	Syab.g_00459
OG0000337	Syae.g_01879	Syab.g_00210
OG0000338	Syae.g_01876	Syab.g_00207
OG0000339	Syae.g_01869	Syab.g_00201
OG0000340	Syae.g_01855	Syab.g_00135
OG0000341	Syae.g_01853	Syab.g_00157, Syab.g_00133
OG0000342	Syae.g_01852	Syab.g_00132
OG0000343	Syae.g_01848	Syab.g_00131
OG0000344	Syae.g_01843	Syab.g_02424, Syab.g_00127
OG0000345	Syae.g_01833	Syab.g_00117
OG0000346	Syae.g_01828	Syab.g_00112
OG0000347	Syae.g_01805	Syab.g_00087
OG0000348	Syae.g_01781	Syab.g_00076
OG0000349	Syae.g_01763	Syab.g_00054
OG0000350	Syae.g_02047	Syab.g_00382
OG0000351	Syae.g_01684	Syab.g_02879
OG0000352	Syae.g_01685	Syab.g_02880
OG0000353	Syae.g_01711	Syab.g_02913
OG0000354	Syae.g_02351	Syab.g_02140
OG0000354	Syae.g_01731	Syab.g_00020
OG0000355	Syae.g_01713	Syab.g_00001
OG0000356	Syae.g_01714	Syab.g_00002
OG0000357	Syae.g_01715	Syab.g_00003
OG0000358	Syae.g_01719	Syab.g_00007
OG0000359	Syae.g_01721	Syab.g_00009
OG0000360	Syae.g_01722	Syab.g_00010
OG0000361	Syae.g_01723	Syab.g_00011
OG0000362	Syae.g_01725	Syab.g_00013
OG0000363	Syae.g_01727	Syab.g_00015
OG0000364	Syae.g_01728	Syab.g_00016
OG0000365	Syae.g_01737	Syab.g_00026
OG0000366	Syae.g_01738	Syab.g_00027
OG0000367	Syae.g_01739	Syab.g_00028
OG0000368	Syae.g_01741	Syab.g_00030
OG0000369	Syae.g_01742	Syab.g_00031
OG0000370	Syae.g_01743	Syab.g_00032
OG0000371	Syae.g_01751	Syab.g_00711, Syab.g_00039
OG0000372	Syae.g_01756	Syab.g_00045
OG0000373	Syae.g_01757	Syab.g_00046
OG0000374	Syae.g_01758	Syab.g_00047
OG0000375	Syae.g_01759	Syab.g_00050
OG0000376	Syae.g_01761	Syab.g_00052
OG0000377	Syae.g_01561	Syab.g_02748
OG0000378	Syae.g_01553	Syab.g_02717
OG0000379	Syae.g_01550	Syab.g_02714
OG0000380	Syae.g_01281	Syab.g_02432
OG0000381	Syae.g_01285	Syab.g_02435
OG0000382	Syae.g_01322	Syab.g_02453
OG0000383	Syae.g_01324	Syab.g_02459
OG0000384	Syae.g_01325	Syab.g_02460
OG0000385	Syae.g_01326	Syab.g_02461
OG0000386	Syae.g_01327	Syab.g_02462
OG0000387	Syae.g_01354	Syab.g_02491
OG0000388	Syae.g_01358	Syab.g_02495
OG0000389	Syae.g_01362	Syab.g_02499
OG0000390	Syae.g_01378	Syab.g_02516
OG0000391	Syae.g_01383	Syab.g_02521
OG0000392	Syae.g_01389	Syab.g_02527
OG0000393	Syae.g_01392	Syab.g_02530
OG0000394	Syae.g_01393	Syab.g_02531
OG0000395	Syae.g_01394	Syab.g_02532
OG0000396	Syae.g_01397	Syab.g_02535
OG0000397	Syae.g_01400	Syab.g_02537
OG0000398	Syae.g_01405	Syab.g_02542
OG0000399	Syae.g_01406	Syab.g_02543
OG0000400	Syae.g_01407	Syab.g_02544
OG0000401	Syae.g_01408	Syab.g_02545
OG0000402	Syae.g_01410	Syab.g_02547
OG0000403	Syae.g_01411	Syab.g_02548
OG0000404	Syae.g_01412	Syab.g_02550
OG0000405	Syae.g_01426	Syab.g_02562
OG0000406	Syae.g_01430	Syab.g_02566
OG0000407	Syae.g_01431	Syab.g_02567
OG0000408	Syae.g_01433	Syab.g_02569
OG0000409	Syae.g_01435	Syab.g_02571
OG0000410	Syae.g_01436	Syab.g_02572
OG0000411	Syae.g_01437	Syab.g_02573
OG0000412	Syae.g_01438	Syab.g_02574
OG0000413	Syae.g_01440	Syab.g_02576
OG0000415	Syae.g_01441	Syab.g_02578
OG0000416	Syae.g_01442	Syab.g_02579
OG0000417	Syae.g_01443	Syab.g_02580
OG0000418	Syae.g_01448	Syab.g_02585
OG0000419	Syae.g_01450	Syab.g_02587
OG0000420	Syae.g_01452	Syab.g_02589
OG0000421	Syae.g_01457	Syab.g_02595
OG0000422	Syae.g_01458	Syab.g_02596
OG0000423	Syae.g_01459	Syab.g_02597
OG0000424	Syae.g_01460	Syab.g_02598
OG0000425	Syae.g_01461	Syab.g_02599
OG0000426	Syae.g_01462	Syab.g_02600
OG0000427	Syae.g_01463	Syab.g_02601
OG0000428	Syae.g_01466	Syab.g_02604
OG0000429	Syae.g_01468	Syab.g_02608
OG0000430	Syae.g_01470	Syab.g_02610
OG0000431	Syae.g_01473	Syab.g_02613
OG0000432	Syae.g_01481	Syab.g_02619
OG0000433	Syae.g_01484	Syab.g_02622
OG0000434	Syae.g_01485	Syab.g_02623
OG0000435	Syae.g_01486	Syab.g_02625
OG0000436	Syae.g_01491	Syab.g_02632
OG0000437	Syae.g_01492	Syab.g_02633
OG0000438	Syae.g_01493	Syab.g_02634
OG0000439	Syae.g_01495	Syab.g_02636
OG0000440	Syae.g_01496	Syab.g_02637
OG0000441	Syae.g_01501	Syab.g_02641
OG0000442	Syae.g_01502	Syab.g_02642
OG0000443	Syae.g_01503	Syab.g_02668
OG0000444	Syae.g_01509	Syab.g_02681
OG0000445	Syae.g_01510	Syab.g_02682
OG0000446	Syae.g_01512	Syab.g_02684
OG0000447	Syae.g_01517	Syab.g_02687
OG0000448	Syae.g_01518	Syab.g_02688
OG0000449	Syae.g_01519	Syab.g_02689
OG0000450	Syae.g_01525	Syab.g_02695
OG0000451	Syae.g_01526	Syab.g_02696
OG0000452	Syae.g_01530	Syab.g_02701
OG0000453	Syae.g_01531	Syab.g_02702
OG0000454	Syae.g_01532	Syab.g_02703
OG0000455	Syae.g_01533	Syab.g_02704
OG0000456	Syae.g_01534	Syab.g_02705
OG0000457	Syae.g_01536	Syab.g_02707
OG0000458	Syae.g_01538	Syab.g_02708
OG0000459	Syae.g_01539	Syab.g_02709
OG0000460	Syae.g_02236	Syab.g_02372
OG0000461	Syae.g_02024	Syab.g_00356
OG0000462	Syae.g_02021	Syab.g_00352
OG0000463	Syae.g_02020	Syab.g_00351
OG0000464	Syae.g_02019	Syab.g_00350
OG0000465	Syae.g_02018	Syab.g_00349
OG0000466	Syae.g_02014	Syab.g_00343
OG0000467	Syae.g_02012	Syab.g_00341
OG0000468	Syae.g_02007	Syab.g_00336
OG0000469	Syae.g_01992	Syab.g_00318
OG0000470	Syae.g_01990	Syab.g_00316
OG0000471	Syae.g_01989	Syab.g_00315
OG0000472	Syae.g_01987	Syab.g_00313
OG0000473	Syae.g_01985	Syab.g_00311
OG0000474	Syae.g_01984	Syab.g_00310
OG0000475	Syae.g_01983	Syab.g_00309
OG0000476	Syae.g_01981	Syab.g_00307
OG0000477	Syae.g_01975	Syab.g_00301
OG0000478	Syae.g_01974	Syab.g_00300
OG0000479	Syae.g_01973	Syab.g_00299
OG0000480	Syae.g_01966	Syab.g_00292
OG0000481	Syae.g_01964	Syab.g_00290
OG0000482	Syae.g_01963	Syab.g_00289
OG0000483	Syae.g_01959	Syab.g_00285
OG0000484	Syae.g_01958	Syab.g_00284
OG0000485	Syae.g_01957	Syab.g_00283
OG0000486	Syae.g_01956	Syab.g_00282
OG0000487	Syae.g_01950	Syab.g_00276
OG0000488	Syae.g_01946	Syab.g_00272
OG0000489	Syae.g_01936	Syab.g_00256
OG0000490	Syae.g_01928	Syab.g_00247
OG0000491	Syae.g_01927	Syab.g_00245
OG0000492	Syae.g_01925	Syab.g_00243
OG0000493	Syae.g_01924	Syab.g_00242
OG0000494	Syae.g_01923	Syab.g_00241
OG0000495	Syae.g_01922	Syab.g_00240
OG0000496	Syae.g_01921	Syab.g_00239
OG0000497	Syae.g_01920	Syab.g_00238
OG0000498	Syae.g_01919	Syab.g_00237
OG0000499	Syae.g_01918	Syab.g_00236
OG0000500	Syae.g_01917	Syab.g_00235
OG0000501	Syae.g_01914	Syab.g_00232
OG0000502	Syae.g_01902	Syab.g_00224
OG0000503	Syae.g_02192	Syab.g_00523
OG0000504	Syae.g_02194	Syab.g_00525
OG0000505	Syae.g_02195	Syab.g_00526
OG0000506	Syae.g_02197	Syab.g_00528
OG0000507	Syae.g_02203	Syab.g_00533
OG0000508	Syae.g_02207	Syab.g_00537
OG0000509	Syae.g_02209	Syab.g_00539
OG0000510	Syae.g_02210	Syab.g_00540
OG0000511	Syae.g_02211	Syab.g_00541
OG0000512	Syae.g_02213	Syab.g_00543
OG0000513	Syae.g_02223	Syab.g_00555
OG0000514	Syae.g_02229	Syab.g_00566
OG0000515	Syae.g_02230	Syab.g_00567
OG0000516	Syae.g_01000	Syab.g_00575
OG0000517	Syae.g_00995	Syab.g_00582
OG0000518	Syae.g_00983	Syab.g_00594
OG0000519	Syae.g_00982	Syab.g_00610
OG0000520	Syae.g_00981	Syab.g_00611
OG0000521	Syae.g_02491	Syab.g_00624
OG0000522	Syae.g_02493	Syab.g_00626
OG0000523	Syae.g_02494	Syab.g_00627
OG0000524	Syae.g_02501	Syab.g_00640
OG0000525	Syae.g_02520	Syab.g_00671
OG0000526	Syae.g_02523	Syab.g_00689
OG0000527	Syae.g_02528	Syab.g_00695
OG0000528	Syae.g_02304	Syab.g_02092
OG0000529	Syae.g_02310	Syab.g_02097
OG0000530	Syae.g_02313	Syab.g_02100
OG0000531	Syae.g_02314	Syab.g_02101
OG0000532	Syae.g_02317	Syab.g_02104
OG0000533	Syae.g_02318	Syab.g_02106
OG0000534	Syae.g_02319	Syab.g_02107
OG0000535	Syae.g_02320	Syab.g_02108
OG0000536	Syae.g_02321	Syab.g_02109
OG0000537	Syae.g_02322	Syab.g_02110
OG0000538	Syae.g_02333	Syab.g_02122
OG0000539	Syae.g_02334	Syab.g_02123
OG0000540	Syae.g_02335	Syab.g_02124
OG0000541	Syae.g_02336	Syab.g_02125
OG0000542	Syae.g_02339	Syab.g_02128
OG0000543	Syae.g_02341	Syab.g_02130
OG0000544	Syae.g_02342	Syab.g_02131
OG0000545	Syae.g_02344	Syab.g_02133
OG0000546	Syae.g_02346	Syab.g_02135
OG0000547	Syae.g_02348	Syab.g_02137
OG0000548	Syae.g_02349	Syab.g_02138
OG0000549	Syae.g_02354	Syab.g_02144
OG0000550	Syae.g_02358	Syab.g_02149
OG0000551	Syae.g_02363	Syab.g_02153
OG0000552	Syae.g_02364	Syab.g_02154
OG0000553	Syae.g_02366	Syab.g_02046
OG0000554	Syae.g_02375	Syab.g_02040
OG0000555	Syae.g_02390	Syab.g_02026
OG0000556	Syae.g_02394	Syab.g_02022
OG0000557	Syae.g_02398	Syab.g_02019
OG0000558	Syae.g_02400	Syab.g_02016
OG0000559	Syae.g_02404	Syab.g_02012
OG0000560	Syae.g_02407	Syab.g_02009
OG0000561	Syae.g_02408	Syab.g_02008
OG0000562	Syae.g_02409	Syab.g_02007
OG0000563	Syae.g_02410	Syab.g_02006
OG0000564	Syae.g_02411	Syab.g_02005
OG0000565	Syae.g_02414	Syab.g_02001
OG0000566	Syae.g_02418	Syab.g_01997
OG0000567	Syae.g_02422	Syab.g_01993
OG0000568	Syae.g_02427	Syab.g_01991
OG0000569	Syae.g_02428	Syab.g_01990
