Orthogroup	Prba	Prae
OG0000078	Prba.g_00155	Prae.g_01390
OG0000079	Prba.g_00310	Prae.g_01537
OG0000080	Prba.g_00261	Prae.g_01588
OG0000081	Prba.g_01069	Prae.g_01789
OG0000082	Prba.g_00831	Prae.g_01877
OG0000083	Prba.g_01796	Prae.g_00003, Prae.g_01306
OG0000084	Prba.g_01799	Prae.g_00006
OG0000085	Prba.g_01816	Prae.g_00023
OG0000086	Prba.g_01833	Prae.g_00041
OG0000087	Prba.g_01843	Prae.g_00051
OG0000088	Prba.g_01901	Prae.g_00112
OG0000089	Prba.g_01909	Prae.g_00121
OG0000090	Prba.g_01927	Prae.g_00139
OG0000091	Prba.g_00625	Prae.g_00172, Prae.g_01396
OG0000092	Prba.g_00626	Prae.g_00173
OG0000093	Prba.g_00640	Prae.g_00187
OG0000094	Prba.g_00658	Prae.g_00205
OG0000095	Prba.g_00663	Prae.g_00210
OG0000096	Prba.g_00470	Prae.g_00254
OG0000097	Prba.g_00491	Prae.g_01440
OG0000098	Prba.g_00501	Prae.g_00285
OG0000099	Prba.g_00510	Prae.g_00295
OG0000100	Prba.g_00513	Prae.g_00298
OG0000101	Prba.g_00851	Prae.g_00356
OG0000102	Prba.g_00877	Prae.g_00382
OG0000103	Prba.g_00985	Prae.g_00450
OG0000104	Prba.g_00981	Prae.g_00454
OG0000105	Prba.g_00962	Prae.g_00473
OG0000106	Prba.g_00929	Prae.g_00506
OG0000107	Prba.g_00928	Prae.g_00508
OG0000108	Prba.g_01772	Prae.g_00518
OG0000109	Prba.g_01763	Prae.g_00527
OG0000110	Prba.g_01747	Prae.g_00543, Prae.g_01301
OG0000111	Prba.g_01666	Prae.g_00625
OG0000112	Prba.g_01665	Prae.g_00626
OG0000113	Prba.g_01572	Prae.g_00733
OG0000114	Prba.g_01501	Prae.g_00804
OG0000115	Prba.g_01337	Prae.g_00964
OG0000116	Prba.g_01333	Prae.g_00968
OG0000117	Prba.g_01267	Prae.g_01037
OG0000118	Prba.g_01216	Prae.g_01090
OG0000119	Prba.g_00094	Prae.g_01133
OG0000120	Prba.g_00057	Prae.g_01169
OG0000121	Prba.g_00038	Prae.g_01188
OG0000122	Prba.g_00019	Prae.g_01207
OG0000123	Prba.g_00006	Prae.g_01220
OG0000124	Prba.g_01084	Prae.g_01434
OG0000125	Prba.g_01204	Prae.g_01341
OG0000126	Prba.g_00196	Prae.g_01368
OG0000127	Prba.g_00110	Prae.g_01446
OG0000128	Prba.g_00712	Prae.g_01460
OG0000129	Prba.g_00676, Prba.g_00351	Prae.g_01496
OG0000130	Prba.g_00228	Prae.g_01621
OG0000131	Prba.g_00584	Prae.g_01659
OG0000132	Prba.g_00581	Prae.g_01662
OG0000133	Prba.g_00388	Prae.g_01717
OG0000134	Prba.g_00424	Prae.g_01753
OG0000135	Prba.g_00426	Prae.g_01755
OG0000136	Prba.g_00752	Prae.g_01800
OG0000137	Prba.g_00785	Prae.g_01832
OG0000138	Prba.g_00821	Prae.g_01867
OG0000139	Prba.g_00848, Prba.g_01776	Prae.g_01894
OG0000140	Prba.g_01794	Prae.g_00001
OG0000141	Prba.g_01795	Prae.g_00002
OG0000142	Prba.g_01797	Prae.g_00004
OG0000143	Prba.g_01798	Prae.g_00005
OG0000144	Prba.g_01800	Prae.g_00007
OG0000145	Prba.g_01801	Prae.g_00008
OG0000146	Prba.g_01802	Prae.g_00009
OG0000147	Prba.g_01803	Prae.g_00010
OG0000148	Prba.g_01805	Prae.g_00012
OG0000149	Prba.g_01807	Prae.g_00014
OG0000150	Prba.g_01808	Prae.g_00015
OG0000151	Prba.g_01809	Prae.g_00016
OG0000152	Prba.g_01810	Prae.g_00017
OG0000153	Prba.g_01811	Prae.g_00018
OG0000154	Prba.g_01812	Prae.g_00019
OG0000155	Prba.g_01813	Prae.g_00020
OG0000156	Prba.g_01814	Prae.g_00021
OG0000157	Prba.g_01815	Prae.g_00022
OG0000158	Prba.g_01817	Prae.g_00024
OG0000159	Prba.g_01818	Prae.g_00025
OG0000160	Prba.g_01819	Prae.g_00026
OG0000161	Prba.g_01820	Prae.g_00027
OG0000162	Prba.g_01821	Prae.g_00028
OG0000163	Prba.g_01822	Prae.g_00029
OG0000164	Prba.g_01825	Prae.g_00032
OG0000165	Prba.g_01828	Prae.g_00035
OG0000166	Prba.g_01829	Prae.g_00036
OG0000167	Prba.g_01830	Prae.g_00037
OG0000168	Prba.g_01834	Prae.g_00042
OG0000169	Prba.g_01836	Prae.g_00044
OG0000170	Prba.g_01837	Prae.g_00045
OG0000171	Prba.g_01838	Prae.g_00046
OG0000172	Prba.g_01839	Prae.g_00047
OG0000173	Prba.g_01840	Prae.g_00048
OG0000174	Prba.g_01841	Prae.g_00049
OG0000175	Prba.g_01842	Prae.g_00050
OG0000176	Prba.g_01844	Prae.g_00052
OG0000177	Prba.g_01845	Prae.g_00053
OG0000178	Prba.g_01846	Prae.g_00054
OG0000179	Prba.g_01852	Prae.g_00064
OG0000180	Prba.g_01853	Prae.g_00065
OG0000181	Prba.g_01854	Prae.g_00066
OG0000182	Prba.g_01857	Prae.g_00069
OG0000183	Prba.g_01858	Prae.g_00070
OG0000184	Prba.g_01861	Prae.g_00073
OG0000185	Prba.g_01865	Prae.g_00077
OG0000186	Prba.g_01866	Prae.g_00078
OG0000187	Prba.g_01867	Prae.g_00079
OG0000188	Prba.g_01868	Prae.g_00080
OG0000189	Prba.g_01869	Prae.g_00081
OG0000190	Prba.g_01870	Prae.g_00082
OG0000191	Prba.g_01871	Prae.g_00083
OG0000192	Prba.g_01872	Prae.g_00084
OG0000193	Prba.g_01873	Prae.g_00085
OG0000194	Prba.g_01874	Prae.g_00086
OG0000195	Prba.g_01876	Prae.g_00088
OG0000196	Prba.g_01877	Prae.g_00089
OG0000197	Prba.g_01878	Prae.g_00090
OG0000198	Prba.g_01879	Prae.g_00091
OG0000199	Prba.g_01882	Prae.g_00094
OG0000200	Prba.g_01883	Prae.g_00095
OG0000201	Prba.g_01884	Prae.g_00096
OG0000202	Prba.g_01885	Prae.g_00097
OG0000203	Prba.g_01886	Prae.g_00098
OG0000204	Prba.g_01887	Prae.g_00099
OG0000205	Prba.g_01888	Prae.g_00100
OG0000206	Prba.g_01889	Prae.g_00101
OG0000207	Prba.g_01890	Prae.g_00102
OG0000208	Prba.g_01891	Prae.g_00103
OG0000209	Prba.g_01892	Prae.g_00104
OG0000210	Prba.g_01894	Prae.g_00105
OG0000211	Prba.g_01895	Prae.g_00106
OG0000212	Prba.g_01896	Prae.g_00107
OG0000213	Prba.g_01897	Prae.g_00108
OG0000214	Prba.g_01899	Prae.g_00110
OG0000215	Prba.g_01900	Prae.g_00111
OG0000216	Prba.g_01902	Prae.g_00113
OG0000217	Prba.g_01903	Prae.g_00115
OG0000218	Prba.g_01904	Prae.g_00116
OG0000219	Prba.g_01905	Prae.g_00117
OG0000220	Prba.g_01908	Prae.g_00120
OG0000221	Prba.g_01910	Prae.g_00122
OG0000222	Prba.g_01911	Prae.g_00123
OG0000223	Prba.g_01912	Prae.g_00124
OG0000224	Prba.g_01915	Prae.g_00127
OG0000225	Prba.g_01917	Prae.g_00129
OG0000226	Prba.g_01918	Prae.g_00130
OG0000227	Prba.g_01919	Prae.g_00131
OG0000228	Prba.g_01920	Prae.g_00132
OG0000229	Prba.g_01921	Prae.g_00133
OG0000230	Prba.g_01922	Prae.g_00134
OG0000231	Prba.g_01924	Prae.g_00136
OG0000232	Prba.g_01925	Prae.g_00137
OG0000233	Prba.g_01928	Prae.g_00140
OG0000234	Prba.g_01930	Prae.g_00142
OG0000235	Prba.g_01933	Prae.g_00148
OG0000236	Prba.g_01934	Prae.g_00149
OG0000237	Prba.g_01935	Prae.g_00150
OG0000238	Prba.g_01936	Prae.g_00151
OG0000239	Prba.g_01937	Prae.g_00152
OG0000240	Prba.g_01939	Prae.g_00154
OG0000241	Prba.g_01940	Prae.g_00155
OG0000242	Prba.g_01941	Prae.g_00156
OG0000243	Prba.g_01942	Prae.g_00157
OG0000244	Prba.g_01943	Prae.g_00158
OG0000245	Prba.g_01944	Prae.g_00159
OG0000246	Prba.g_01946	Prae.g_00161
OG0000247	Prba.g_01947	Prae.g_00162
OG0000248	Prba.g_01948	Prae.g_00163
OG0000249	Prba.g_01949	Prae.g_00164
OG0000250	Prba.g_01950	Prae.g_00165
OG0000251	Prba.g_01951	Prae.g_00166
OG0000252	Prba.g_01952	Prae.g_00167
OG0000253	Prba.g_01953	Prae.g_00168
OG0000254	Prba.g_00623	Prae.g_00170
OG0000255	Prba.g_00624	Prae.g_00171
OG0000256	Prba.g_00627	Prae.g_00174
OG0000257	Prba.g_00629	Prae.g_00176
OG0000258	Prba.g_00630	Prae.g_00177
OG0000259	Prba.g_00631	Prae.g_00178
OG0000260	Prba.g_00632	Prae.g_00179
OG0000261	Prba.g_00633	Prae.g_00180
OG0000262	Prba.g_00634	Prae.g_00181
OG0000263	Prba.g_00635	Prae.g_00182
OG0000264	Prba.g_00637	Prae.g_00184
OG0000265	Prba.g_00638	Prae.g_00185
OG0000266	Prba.g_00639	Prae.g_00186
OG0000267	Prba.g_00641	Prae.g_00188
OG0000268	Prba.g_00642	Prae.g_00189
OG0000269	Prba.g_00643	Prae.g_00190
OG0000270	Prba.g_00644	Prae.g_00191
OG0000271	Prba.g_00645	Prae.g_00192
OG0000272	Prba.g_00646	Prae.g_00193
OG0000273	Prba.g_00647	Prae.g_00194
OG0000274	Prba.g_00648	Prae.g_00195
OG0000275	Prba.g_00649	Prae.g_00196
OG0000276	Prba.g_00650	Prae.g_00197
OG0000277	Prba.g_00651	Prae.g_00198
OG0000278	Prba.g_00652	Prae.g_00199
OG0000279	Prba.g_00653	Prae.g_00200
OG0000280	Prba.g_00654	Prae.g_00201
OG0000281	Prba.g_00656	Prae.g_00203
OG0000282	Prba.g_00657	Prae.g_00204
OG0000283	Prba.g_00660	Prae.g_00207
OG0000284	Prba.g_00661	Prae.g_00208
OG0000285	Prba.g_00662	Prae.g_00209
OG0000286	Prba.g_00664	Prae.g_00211
OG0000287	Prba.g_00665	Prae.g_00212
OG0000288	Prba.g_00666	Prae.g_00213
OG0000289	Prba.g_00667	Prae.g_00214
OG0000290	Prba.g_00668	Prae.g_00215
OG0000291	Prba.g_00669	Prae.g_00216
OG0000292	Prba.g_00670	Prae.g_00217
OG0000293	Prba.g_00671	Prae.g_00218
OG0000294	Prba.g_00672	Prae.g_00219
OG0000295	Prba.g_00673	Prae.g_00220
OG0000296	Prba.g_00674	Prae.g_00221
OG0000297	Prba.g_00675	Prae.g_00222
OG0000298	Prba.g_00439	Prae.g_00223
OG0000299	Prba.g_00440	Prae.g_00224
OG0000300	Prba.g_00441	Prae.g_00225
OG0000301	Prba.g_00442	Prae.g_00226
OG0000302	Prba.g_00443	Prae.g_00227
OG0000303	Prba.g_00444	Prae.g_00228
OG0000304	Prba.g_00445	Prae.g_00229
OG0000305	Prba.g_00446	Prae.g_00230
OG0000306	Prba.g_00447	Prae.g_00231
OG0000307	Prba.g_00448	Prae.g_00232
OG0000308	Prba.g_00449	Prae.g_00233
OG0000309	Prba.g_00450	Prae.g_00234
OG0000310	Prba.g_00451	Prae.g_00235
OG0000311	Prba.g_00452	Prae.g_00236
OG0000312	Prba.g_00454	Prae.g_00238
OG0000313	Prba.g_00455	Prae.g_00239
OG0000314	Prba.g_00458	Prae.g_00242
OG0000315	Prba.g_00459	Prae.g_00243
OG0000316	Prba.g_00461	Prae.g_00245
OG0000317	Prba.g_00463	Prae.g_00247
OG0000318	Prba.g_00464	Prae.g_00248
OG0000319	Prba.g_00465	Prae.g_00249
OG0000320	Prba.g_00466	Prae.g_00250
OG0000321	Prba.g_00469	Prae.g_00253
OG0000322	Prba.g_00472	Prae.g_00256
OG0000323	Prba.g_00473	Prae.g_00257
OG0000324	Prba.g_00476	Prae.g_00260
OG0000325	Prba.g_00477	Prae.g_00262
OG0000326	Prba.g_00478	Prae.g_00263
OG0000327	Prba.g_00480	Prae.g_00265
OG0000328	Prba.g_00481	Prae.g_00266
OG0000329	Prba.g_00482	Prae.g_00267
OG0000330	Prba.g_00483	Prae.g_00268
OG0000331	Prba.g_00484	Prae.g_00269
OG0000332	Prba.g_00485	Prae.g_00270
OG0000333	Prba.g_00486	Prae.g_00271
OG0000334	Prba.g_00487	Prae.g_00272
OG0000335	Prba.g_00488	Prae.g_00273
OG0000336	Prba.g_00489	Prae.g_00274
OG0000337	Prba.g_00492	Prae.g_00276
OG0000338	Prba.g_00493	Prae.g_00277
OG0000339	Prba.g_00494	Prae.g_00278
OG0000340	Prba.g_00495	Prae.g_00279
OG0000341	Prba.g_00499	Prae.g_00283
OG0000342	Prba.g_00500	Prae.g_00284
OG0000343	Prba.g_00502	Prae.g_00286
OG0000344	Prba.g_00503	Prae.g_00287
OG0000345	Prba.g_00504	Prae.g_00288
OG0000346	Prba.g_00505	Prae.g_00289
OG0000347	Prba.g_00506	Prae.g_00290
OG0000348	Prba.g_00507	Prae.g_00291
OG0000349	Prba.g_00508	Prae.g_00292
OG0000350	Prba.g_00509	Prae.g_00293
OG0000351	Prba.g_00511	Prae.g_00296
OG0000352	Prba.g_00514	Prae.g_00299
OG0000353	Prba.g_00515	Prae.g_00300
OG0000354	Prba.g_00516	Prae.g_00301
OG0000355	Prba.g_00517	Prae.g_00302
OG0000356	Prba.g_00518	Prae.g_00303
OG0000357	Prba.g_00519	Prae.g_00304
OG0000358	Prba.g_00520	Prae.g_00305
OG0000359	Prba.g_00521	Prae.g_00306
OG0000360	Prba.g_00524	Prae.g_00309
OG0000361	Prba.g_00525	Prae.g_00310
OG0000362	Prba.g_00526	Prae.g_00311
OG0000363	Prba.g_00527	Prae.g_00312
OG0000364	Prba.g_00528	Prae.g_00313
OG0000365	Prba.g_00529	Prae.g_00314
OG0000366	Prba.g_00530	Prae.g_00315
OG0000367	Prba.g_00531	Prae.g_00316
OG0000368	Prba.g_00532	Prae.g_00317
OG0000369	Prba.g_00533	Prae.g_00318
OG0000370	Prba.g_00534	Prae.g_00319
OG0000371	Prba.g_00535	Prae.g_00320
OG0000372	Prba.g_00537	Prae.g_00322
OG0000373	Prba.g_00539	Prae.g_00324
OG0000374	Prba.g_00540	Prae.g_00325
OG0000375	Prba.g_00541	Prae.g_00326
OG0000376	Prba.g_00543	Prae.g_00328
OG0000377	Prba.g_00544	Prae.g_00329
OG0000378	Prba.g_00545	Prae.g_00330
OG0000379	Prba.g_00550	Prae.g_00335
OG0000380	Prba.g_00551	Prae.g_00336
OG0000381	Prba.g_00552	Prae.g_00337
OG0000382	Prba.g_00554	Prae.g_00338
OG0000383	Prba.g_00557	Prae.g_00341
OG0000384	Prba.g_00558	Prae.g_00342
OG0000385	Prba.g_00561	Prae.g_00344
OG0000386	Prba.g_00562	Prae.g_00345
OG0000387	Prba.g_00218	Prae.g_00346
OG0000388	Prba.g_00219	Prae.g_00347
OG0000389	Prba.g_00220	Prae.g_00348
OG0000390	Prba.g_00221	Prae.g_00349
OG0000391	Prba.g_00222	Prae.g_00350
OG0000392	Prba.g_00223	Prae.g_00351
OG0000393	Prba.g_00849	Prae.g_00354
OG0000394	Prba.g_00850	Prae.g_00355
OG0000395	Prba.g_00852	Prae.g_00357
OG0000396	Prba.g_00853	Prae.g_00358
OG0000397	Prba.g_00865	Prae.g_00371
OG0000398	Prba.g_00873	Prae.g_00379
OG0000399	Prba.g_00874	Prae.g_00380
OG0000400	Prba.g_00880	Prae.g_00385
OG0000401	Prba.g_01030	Prae.g_00405
OG0000402	Prba.g_01029	Prae.g_00406
OG0000403	Prba.g_01028	Prae.g_00407
OG0000404	Prba.g_01026	Prae.g_00409
OG0000405	Prba.g_01025	Prae.g_00410
OG0000406	Prba.g_01023	Prae.g_00412
OG0000407	Prba.g_01022	Prae.g_00413
OG0000408	Prba.g_01021	Prae.g_00414
OG0000409	Prba.g_01020	Prae.g_00415
OG0000410	Prba.g_01019	Prae.g_00416
OG0000411	Prba.g_01018	Prae.g_00417
OG0000412	Prba.g_01017	Prae.g_00418
OG0000413	Prba.g_01016	Prae.g_00419
OG0000414	Prba.g_01015	Prae.g_00420
OG0000415	Prba.g_01014	Prae.g_00421
OG0000416	Prba.g_01013	Prae.g_00422
OG0000417	Prba.g_01012	Prae.g_00423
OG0000418	Prba.g_01011	Prae.g_00424
OG0000419	Prba.g_01010	Prae.g_00425
OG0000420	Prba.g_01009	Prae.g_00426
OG0000421	Prba.g_01008	Prae.g_00427
OG0000422	Prba.g_01006	Prae.g_00429
OG0000423	Prba.g_01005	Prae.g_00430
OG0000424	Prba.g_01003	Prae.g_00432
OG0000425	Prba.g_01000	Prae.g_00435
OG0000426	Prba.g_00999	Prae.g_00436
OG0000427	Prba.g_00998	Prae.g_00437
OG0000428	Prba.g_00997	Prae.g_00438
OG0000429	Prba.g_00996	Prae.g_00439
OG0000430	Prba.g_00990	Prae.g_00445
OG0000431	Prba.g_00988	Prae.g_00447
OG0000432	Prba.g_00987	Prae.g_00448
OG0000433	Prba.g_00984	Prae.g_00451
OG0000434	Prba.g_00983	Prae.g_00452
OG0000435	Prba.g_00982	Prae.g_00453
OG0000436	Prba.g_00980	Prae.g_00455
OG0000437	Prba.g_00978	Prae.g_00457
OG0000438	Prba.g_00977	Prae.g_00458
OG0000439	Prba.g_00976	Prae.g_00459
OG0000440	Prba.g_00974	Prae.g_00461
OG0000441	Prba.g_00973	Prae.g_00462
OG0000442	Prba.g_00972	Prae.g_00463
OG0000443	Prba.g_00971	Prae.g_00464
OG0000444	Prba.g_00970	Prae.g_00465
OG0000445	Prba.g_00969	Prae.g_00466
OG0000446	Prba.g_00968	Prae.g_00467
OG0000447	Prba.g_00967	Prae.g_00468
OG0000448	Prba.g_00966	Prae.g_00469
OG0000449	Prba.g_00961	Prae.g_00474
OG0000450	Prba.g_00960	Prae.g_00475
OG0000451	Prba.g_00959	Prae.g_00476
OG0000452	Prba.g_00958	Prae.g_00477
OG0000453	Prba.g_00956	Prae.g_00479
OG0000454	Prba.g_00955	Prae.g_00480
OG0000455	Prba.g_00954	Prae.g_00481
OG0000456	Prba.g_00953	Prae.g_00482
OG0000457	Prba.g_00951	Prae.g_00484
OG0000458	Prba.g_00949	Prae.g_00486
OG0000459	Prba.g_00948	Prae.g_00487
OG0000460	Prba.g_00946	Prae.g_00489
OG0000461	Prba.g_00945	Prae.g_00490
OG0000462	Prba.g_00944	Prae.g_00491
OG0000463	Prba.g_00943	Prae.g_00492
OG0000464	Prba.g_00938	Prae.g_00497
OG0000465	Prba.g_00936	Prae.g_00499
OG0000466	Prba.g_00935	Prae.g_00500
OG0000467	Prba.g_00934	Prae.g_00501
OG0000468	Prba.g_00933	Prae.g_00502
OG0000469	Prba.g_00932	Prae.g_00503
OG0000470	Prba.g_00931	Prae.g_00504
OG0000471	Prba.g_00930	Prae.g_00505
OG0000472	Prba.g_00927	Prae.g_00509
OG0000473	Prba.g_00926	Prae.g_00510
OG0000474	Prba.g_00925	Prae.g_00511
OG0000475	Prba.g_00924	Prae.g_00512
OG0000476	Prba.g_00923	Prae.g_00513
OG0000477	Prba.g_01775	Prae.g_00515
OG0000478	Prba.g_01774	Prae.g_00516
OG0000479	Prba.g_01773	Prae.g_00517
OG0000480	Prba.g_01771	Prae.g_00519
OG0000481	Prba.g_01770	Prae.g_00520
OG0000482	Prba.g_01769	Prae.g_00521
OG0000483	Prba.g_01768	Prae.g_00522
OG0000484	Prba.g_01767	Prae.g_00523
OG0000485	Prba.g_01766	Prae.g_00524
OG0000486	Prba.g_01765	Prae.g_00525
OG0000487	Prba.g_01764	Prae.g_00526
OG0000488	Prba.g_01762	Prae.g_00528
OG0000489	Prba.g_01761	Prae.g_00529
OG0000490	Prba.g_01760	Prae.g_00530
OG0000491	Prba.g_01759	Prae.g_00531
OG0000492	Prba.g_01758	Prae.g_00532
OG0000493	Prba.g_01757	Prae.g_00533
OG0000494	Prba.g_01755	Prae.g_00535
OG0000495	Prba.g_01754	Prae.g_00536
OG0000496	Prba.g_01753	Prae.g_00537
OG0000497	Prba.g_01752	Prae.g_00538
OG0000498	Prba.g_01751	Prae.g_00539
OG0000499	Prba.g_01749	Prae.g_00541
OG0000500	Prba.g_01748	Prae.g_00542
OG0000501	Prba.g_01746	Prae.g_00544
OG0000502	Prba.g_01745	Prae.g_00545
OG0000503	Prba.g_01744	Prae.g_00546
OG0000504	Prba.g_01743	Prae.g_00547
OG0000505	Prba.g_01742	Prae.g_00548
OG0000506	Prba.g_01741	Prae.g_00549
OG0000507	Prba.g_01740	Prae.g_00550
OG0000508	Prba.g_01738	Prae.g_00552
OG0000509	Prba.g_01737	Prae.g_00553
OG0000510	Prba.g_01736	Prae.g_00554
OG0000511	Prba.g_01735	Prae.g_00555
OG0000512	Prba.g_01734	Prae.g_00556
OG0000513	Prba.g_01733	Prae.g_00557
OG0000514	Prba.g_01732	Prae.g_00558
OG0000515	Prba.g_01730	Prae.g_00560
OG0000516	Prba.g_01729	Prae.g_00561
OG0000517	Prba.g_01728	Prae.g_00562
OG0000518	Prba.g_01726	Prae.g_00565
OG0000519	Prba.g_01725	Prae.g_00566
OG0000520	Prba.g_01724	Prae.g_00567
OG0000521	Prba.g_01723	Prae.g_00568
OG0000522	Prba.g_01722	Prae.g_00569
OG0000523	Prba.g_01721	Prae.g_00570
OG0000524	Prba.g_01720	Prae.g_00571
OG0000525	Prba.g_01718	Prae.g_00573
OG0000526	Prba.g_01717	Prae.g_00574
OG0000527	Prba.g_01716	Prae.g_00575
OG0000528	Prba.g_01715	Prae.g_00576
OG0000529	Prba.g_01714	Prae.g_00577
OG0000530	Prba.g_01713	Prae.g_00578
OG0000531	Prba.g_01712	Prae.g_00579
OG0000532	Prba.g_01711	Prae.g_00580
OG0000533	Prba.g_01710	Prae.g_00581
OG0000534	Prba.g_01709	Prae.g_00582
OG0000535	Prba.g_01708	Prae.g_00583
OG0000536	Prba.g_01707	Prae.g_00584
OG0000537	Prba.g_01706	Prae.g_00585
OG0000538	Prba.g_01705	Prae.g_00586
OG0000539	Prba.g_01704	Prae.g_00587
OG0000540	Prba.g_01703	Prae.g_00588
OG0000541	Prba.g_01702	Prae.g_00589
OG0000542	Prba.g_01701	Prae.g_00590
OG0000543	Prba.g_01700	Prae.g_00591
OG0000544	Prba.g_01699	Prae.g_00592
OG0000545	Prba.g_01696	Prae.g_00595
OG0000546	Prba.g_01695	Prae.g_00596
OG0000547	Prba.g_01693	Prae.g_00598
OG0000548	Prba.g_01692	Prae.g_00599
OG0000549	Prba.g_01691	Prae.g_00600
OG0000550	Prba.g_01690	Prae.g_00601
OG0000551	Prba.g_01689	Prae.g_00602
OG0000552	Prba.g_01688	Prae.g_00603
OG0000553	Prba.g_01687	Prae.g_00604
OG0000554	Prba.g_01686	Prae.g_00605
OG0000555	Prba.g_01685	Prae.g_00606
OG0000556	Prba.g_01684	Prae.g_00607
OG0000557	Prba.g_01683	Prae.g_00608
OG0000558	Prba.g_01682	Prae.g_00609
OG0000559	Prba.g_01681	Prae.g_00610
OG0000560	Prba.g_01679	Prae.g_00612
OG0000561	Prba.g_01678	Prae.g_00613
OG0000562	Prba.g_01677	Prae.g_00614
OG0000563	Prba.g_01676	Prae.g_00615
OG0000564	Prba.g_01675	Prae.g_00616
OG0000565	Prba.g_01674	Prae.g_00617
