Orthogroup	Prba	Prap
OG0000243	Prba.g_01942	Prap.g_01017
OG0000244	Prba.g_01943	Prap.g_01016
OG0000245	Prba.g_01944	Prap.g_01014
OG0000246	Prba.g_01946	Prap.g_01012
OG0000247	Prba.g_01947	Prap.g_01011
OG0000248	Prba.g_01948	Prap.g_01010
OG0000249	Prba.g_01949	Prap.g_01009
OG0000250	Prba.g_01950	Prap.g_01008
OG0000251	Prba.g_01951	Prap.g_01007
OG0000252	Prba.g_01952	Prap.g_01006
OG0000253	Prba.g_01953	Prap.g_01005
OG0000254	Prba.g_00623	Prap.g_01003
OG0000255	Prba.g_00624	Prap.g_01002
OG0000256	Prba.g_00627	Prap.g_00999
OG0000257	Prba.g_00629	Prap.g_00997
OG0000258	Prba.g_00630	Prap.g_00996
OG0000259	Prba.g_00631	Prap.g_00995
OG0000260	Prba.g_00632	Prap.g_00994
OG0000261	Prba.g_00633	Prap.g_00993
OG0000262	Prba.g_00634	Prap.g_00992
OG0000263	Prba.g_00635	Prap.g_00991
OG0000264	Prba.g_00637	Prap.g_00989
OG0000265	Prba.g_00638	Prap.g_00988
OG0000266	Prba.g_00639	Prap.g_00987
OG0000267	Prba.g_00641	Prap.g_00985
OG0000268	Prba.g_00642	Prap.g_00983
OG0000269	Prba.g_00643	Prap.g_00982
OG0000270	Prba.g_00644	Prap.g_00981
OG0000271	Prba.g_00645	Prap.g_00980
OG0000272	Prba.g_00646	Prap.g_00979
OG0000273	Prba.g_00647	Prap.g_00978
OG0000274	Prba.g_00648	Prap.g_00977
OG0000275	Prba.g_00649	Prap.g_00976
OG0000276	Prba.g_00650	Prap.g_00975
OG0000277	Prba.g_00651	Prap.g_00974
OG0000278	Prba.g_00652	Prap.g_00973
OG0000279	Prba.g_00653	Prap.g_00972
OG0000280	Prba.g_00654	Prap.g_00971
OG0000281	Prba.g_00656	Prap.g_00969
OG0000282	Prba.g_00657	Prap.g_00968
OG0000283	Prba.g_00660	Prap.g_00965
OG0000284	Prba.g_00661	Prap.g_00964
OG0000285	Prba.g_00662	Prap.g_00963
OG0000286	Prba.g_00664	Prap.g_00961
OG0000287	Prba.g_00665	Prap.g_00959
OG0000288	Prba.g_00666	Prap.g_00958
OG0000289	Prba.g_00667	Prap.g_00957
OG0000290	Prba.g_00668	Prap.g_00956
OG0000291	Prba.g_00669	Prap.g_00955
OG0000292	Prba.g_00670	Prap.g_00954
OG0000293	Prba.g_00671	Prap.g_00953
OG0000294	Prba.g_00672	Prap.g_00952
OG0000295	Prba.g_00673	Prap.g_00951
OG0000296	Prba.g_00674	Prap.g_00950
OG0000297	Prba.g_00675	Prap.g_00949
OG0000298	Prba.g_00439	Prap.g_00948
OG0000299	Prba.g_00440	Prap.g_00947
OG0000300	Prba.g_00441	Prap.g_00946
OG0000301	Prba.g_00442	Prap.g_00945
OG0000302	Prba.g_00443	Prap.g_00944
OG0000303	Prba.g_00444	Prap.g_00943
OG0000304	Prba.g_00445	Prap.g_01487
OG0000305	Prba.g_00446	Prap.g_01486
OG0000306	Prba.g_00447	Prap.g_01485
OG0000307	Prba.g_00448	Prap.g_01483
OG0000308	Prba.g_00449	Prap.g_01482
OG0000309	Prba.g_00450	Prap.g_01481
OG0000310	Prba.g_00451	Prap.g_01480
OG0000311	Prba.g_00452	Prap.g_01479
OG0000312	Prba.g_00454	Prap.g_01477
OG0000313	Prba.g_00455	Prap.g_01476
OG0000314	Prba.g_00458	Prap.g_01472
OG0000315	Prba.g_00459	Prap.g_01471
OG0000316	Prba.g_00461	Prap.g_01469
OG0000317	Prba.g_00463	Prap.g_01467
OG0000318	Prba.g_00464	Prap.g_01466
OG0000319	Prba.g_00465	Prap.g_01465
OG0000320	Prba.g_00466	Prap.g_01464
OG0000321	Prba.g_00469	Prap.g_01461
OG0000322	Prba.g_00472	Prap.g_01457
OG0000323	Prba.g_00473	Prap.g_01456
OG0000324	Prba.g_00476	Prap.g_01453
OG0000325	Prba.g_00477	Prap.g_01452
OG0000326	Prba.g_00478	Prap.g_01451
OG0000327	Prba.g_00480	Prap.g_01449
OG0000328	Prba.g_00481	Prap.g_01448
OG0000329	Prba.g_00482	Prap.g_01447
OG0000330	Prba.g_00483	Prap.g_01446
OG0000331	Prba.g_00484	Prap.g_01444
OG0000332	Prba.g_00485	Prap.g_01443
OG0000333	Prba.g_00486	Prap.g_01442
OG0000334	Prba.g_00487	Prap.g_01441
OG0000335	Prba.g_00488	Prap.g_01440
OG0000336	Prba.g_00489	Prap.g_01438
OG0000337	Prba.g_00492	Prap.g_01435
OG0000338	Prba.g_00493	Prap.g_01434
OG0000339	Prba.g_00494	Prap.g_01433
OG0000340	Prba.g_00495	Prap.g_01432
OG0000341	Prba.g_00499	Prap.g_01428
OG0000342	Prba.g_00500	Prap.g_01427
OG0000343	Prba.g_00502	Prap.g_01424
OG0000344	Prba.g_00503	Prap.g_01423
OG0000345	Prba.g_00504	Prap.g_01422
OG0000346	Prba.g_00505	Prap.g_01421
OG0000347	Prba.g_00506	Prap.g_01420
OG0000348	Prba.g_00507	Prap.g_01418
OG0000349	Prba.g_00508	Prap.g_01417
OG0000350	Prba.g_00509	Prap.g_01416
OG0000351	Prba.g_00511	Prap.g_01414
OG0000352	Prba.g_00514	Prap.g_01411
OG0000353	Prba.g_00515	Prap.g_01410
OG0000354	Prba.g_00516	Prap.g_01409
OG0000355	Prba.g_00517	Prap.g_01408
OG0000356	Prba.g_00518	Prap.g_01407
OG0000357	Prba.g_00519	Prap.g_01406
OG0000358	Prba.g_00520	Prap.g_01405
OG0000359	Prba.g_00521	Prap.g_01404
OG0000360	Prba.g_00524	Prap.g_01402
OG0000361	Prba.g_00525	Prap.g_01401
OG0000362	Prba.g_00526	Prap.g_01400
OG0000363	Prba.g_00527	Prap.g_01399
OG0000364	Prba.g_00528	Prap.g_01398
OG0000365	Prba.g_00529	Prap.g_01397
OG0000366	Prba.g_00530	Prap.g_01396
OG0000367	Prba.g_00531	Prap.g_01395
OG0000368	Prba.g_00532	Prap.g_01394
OG0000369	Prba.g_00533	Prap.g_01393
OG0000370	Prba.g_00534	Prap.g_01392
OG0000371	Prba.g_00535	Prap.g_01391
OG0000372	Prba.g_00537	Prap.g_01390
OG0000373	Prba.g_00539	Prap.g_01388
OG0000374	Prba.g_00540	Prap.g_01387
OG0000375	Prba.g_00541	Prap.g_01386
OG0000376	Prba.g_00543	Prap.g_01385
OG0000377	Prba.g_00544	Prap.g_01379
OG0000378	Prba.g_00545	Prap.g_01378
OG0000379	Prba.g_00550	Prap.g_01372
OG0000380	Prba.g_00551	Prap.g_01370
OG0000381	Prba.g_00552	Prap.g_01369
OG0000382	Prba.g_00554	Prap.g_01368
OG0000383	Prba.g_00557	Prap.g_01365
OG0000384	Prba.g_00558	Prap.g_01364
OG0000385	Prba.g_00561	Prap.g_01361
OG0000386	Prba.g_00562	Prap.g_01360
OG0000387	Prba.g_00218	Prap.g_01359
OG0000388	Prba.g_00219	Prap.g_01358
OG0000389	Prba.g_00220	Prap.g_01357
OG0000390	Prba.g_00221	Prap.g_01356
OG0000391	Prba.g_00222	Prap.g_01355
OG0000392	Prba.g_00223	Prap.g_01354
OG0000393	Prba.g_00849	Prap.g_01350
OG0000394	Prba.g_00850	Prap.g_01349
OG0000395	Prba.g_00852	Prap.g_01346
OG0000396	Prba.g_00853	Prap.g_00728
OG0000397	Prba.g_00865	Prap.g_00500
OG0000398	Prba.g_00873	Prap.g_01827
OG0000399	Prba.g_00874	Prap.g_00495
OG0000400	Prba.g_00880	Prap.g_01714
OG0000401	Prba.g_01030	Prap.g_01335
OG0000402	Prba.g_01029	Prap.g_01334
OG0000403	Prba.g_01028	Prap.g_01333
OG0000404	Prba.g_01026	Prap.g_01331
OG0000405	Prba.g_01025	Prap.g_01330
OG0000406	Prba.g_01023	Prap.g_01328
OG0000407	Prba.g_01022	Prap.g_01327
OG0000408	Prba.g_01021	Prap.g_01326
OG0000409	Prba.g_01020	Prap.g_01325
OG0000410	Prba.g_01019	Prap.g_01324
OG0000411	Prba.g_01018	Prap.g_01323
OG0000412	Prba.g_01017	Prap.g_01322
OG0000413	Prba.g_01016	Prap.g_01321
OG0000414	Prba.g_01015	Prap.g_01320
OG0000415	Prba.g_01014	Prap.g_01319
OG0000416	Prba.g_01013	Prap.g_01318
OG0000417	Prba.g_01012	Prap.g_01317
OG0000418	Prba.g_01011	Prap.g_01316
OG0000419	Prba.g_01010	Prap.g_01315
OG0000420	Prba.g_01009	Prap.g_01314
OG0000421	Prba.g_01008	Prap.g_01310
OG0000422	Prba.g_01006	Prap.g_01308
OG0000423	Prba.g_01005	Prap.g_01307
OG0000424	Prba.g_01003	Prap.g_01306
OG0000425	Prba.g_01000	Prap.g_01302
OG0000426	Prba.g_00999	Prap.g_01301
OG0000427	Prba.g_00998	Prap.g_01300
OG0000428	Prba.g_00997	Prap.g_01298
OG0000429	Prba.g_00996	Prap.g_01297
OG0000430	Prba.g_00990	Prap.g_01296
OG0000431	Prba.g_00988	Prap.g_01294
OG0000432	Prba.g_00987	Prap.g_01293
OG0000433	Prba.g_00984	Prap.g_01290
OG0000434	Prba.g_00983	Prap.g_01289
OG0000435	Prba.g_00982	Prap.g_01288
OG0000436	Prba.g_00980	Prap.g_01286
OG0000437	Prba.g_00978	Prap.g_01284
OG0000438	Prba.g_00977	Prap.g_01283
OG0000439	Prba.g_00976	Prap.g_01282
OG0000440	Prba.g_00974	Prap.g_01280
OG0000441	Prba.g_00973	Prap.g_01279
OG0000442	Prba.g_00972	Prap.g_01278
OG0000443	Prba.g_00971	Prap.g_01277
OG0000444	Prba.g_00970	Prap.g_01276
OG0000445	Prba.g_00969	Prap.g_01275
OG0000446	Prba.g_00968	Prap.g_01274
OG0000447	Prba.g_00967	Prap.g_01273
OG0000448	Prba.g_00966	Prap.g_01272
OG0000449	Prba.g_00961	Prap.g_01266
OG0000450	Prba.g_00960	Prap.g_01265
OG0000451	Prba.g_00959	Prap.g_01264
OG0000452	Prba.g_00958	Prap.g_01263
OG0000453	Prba.g_00956	Prap.g_01262
OG0000454	Prba.g_00955	Prap.g_01261
OG0000455	Prba.g_00954	Prap.g_01260
OG0000456	Prba.g_00953	Prap.g_01259
OG0000457	Prba.g_00951	Prap.g_01257
OG0000458	Prba.g_00949	Prap.g_01255
OG0000459	Prba.g_00948	Prap.g_01254
OG0000460	Prba.g_00946	Prap.g_01252
OG0000461	Prba.g_00945	Prap.g_01251
OG0000462	Prba.g_00944	Prap.g_01250
OG0000463	Prba.g_00943	Prap.g_01249
OG0000464	Prba.g_00938	Prap.g_01245
OG0000465	Prba.g_00936	Prap.g_01244
OG0000466	Prba.g_00935	Prap.g_01243
OG0000467	Prba.g_00934	Prap.g_01242
OG0000468	Prba.g_00933	Prap.g_01241
OG0000469	Prba.g_00932	Prap.g_01240
OG0000470	Prba.g_00931	Prap.g_01239
OG0000471	Prba.g_00930	Prap.g_01238
OG0000472	Prba.g_00927	Prap.g_01235
OG0000473	Prba.g_00926	Prap.g_01234
OG0000474	Prba.g_00925	Prap.g_01233
OG0000475	Prba.g_00924	Prap.g_01232
OG0000476	Prba.g_00923	Prap.g_01231
OG0000477	Prba.g_01775	Prap.g_01229
OG0000478	Prba.g_01774	Prap.g_01228
OG0000479	Prba.g_01773	Prap.g_01227
OG0000480	Prba.g_01771	Prap.g_01225
OG0000481	Prba.g_01770	Prap.g_01224
OG0000482	Prba.g_01769	Prap.g_01223
OG0000483	Prba.g_01768	Prap.g_01222
OG0000484	Prba.g_01767	Prap.g_01221
OG0000485	Prba.g_01766	Prap.g_01220
OG0000486	Prba.g_01765	Prap.g_01219
OG0000487	Prba.g_01764	Prap.g_01218
OG0000488	Prba.g_01762	Prap.g_01216
OG0000489	Prba.g_01761	Prap.g_01215
OG0000490	Prba.g_01760	Prap.g_01214
OG0000491	Prba.g_01759	Prap.g_01213
OG0000492	Prba.g_01758	Prap.g_01212
OG0000493	Prba.g_01757	Prap.g_01211
OG0000494	Prba.g_01755	Prap.g_01210
OG0000495	Prba.g_01754	Prap.g_01209
OG0000496	Prba.g_01753	Prap.g_01207
OG0000497	Prba.g_01752	Prap.g_01205
OG0000498	Prba.g_01751	Prap.g_01204
OG0000499	Prba.g_01749	Prap.g_01202
OG0000500	Prba.g_01748	Prap.g_01201
OG0000501	Prba.g_01746	Prap.g_01199
OG0000502	Prba.g_01745	Prap.g_01198
OG0000503	Prba.g_01744	Prap.g_01197
OG0000504	Prba.g_01743	Prap.g_01196
OG0000505	Prba.g_01742	Prap.g_01195
OG0000506	Prba.g_01741	Prap.g_01194
OG0000507	Prba.g_01740	Prap.g_01193
OG0000508	Prba.g_01738	Prap.g_01191
OG0000509	Prba.g_01737	Prap.g_01190
OG0000510	Prba.g_01736	Prap.g_01189
OG0000511	Prba.g_01735	Prap.g_01188
OG0000512	Prba.g_01734	Prap.g_01187
OG0000513	Prba.g_01733	Prap.g_01186
OG0000514	Prba.g_01732	Prap.g_01185
OG0000515	Prba.g_01730	Prap.g_01182
OG0000516	Prba.g_01729	Prap.g_01181
OG0000517	Prba.g_01728	Prap.g_01180
OG0000518	Prba.g_01726	Prap.g_01177
OG0000519	Prba.g_01725	Prap.g_01176
OG0000520	Prba.g_01724	Prap.g_01175
OG0000521	Prba.g_01723	Prap.g_01174
OG0000522	Prba.g_01722	Prap.g_01173
OG0000523	Prba.g_01721	Prap.g_01172
OG0000524	Prba.g_01720	Prap.g_01171
OG0000525	Prba.g_01718	Prap.g_01169
OG0000526	Prba.g_01717	Prap.g_01168
OG0000527	Prba.g_01716	Prap.g_01167
OG0000528	Prba.g_01715	Prap.g_01166
OG0000529	Prba.g_01714	Prap.g_01165
OG0000530	Prba.g_01713	Prap.g_01164
OG0000531	Prba.g_01712	Prap.g_01162
OG0000532	Prba.g_01711	Prap.g_01161
OG0000533	Prba.g_01710	Prap.g_01160
OG0000534	Prba.g_01709	Prap.g_01159
OG0000535	Prba.g_01708	Prap.g_01158
OG0000536	Prba.g_01707	Prap.g_01157
OG0000537	Prba.g_01706	Prap.g_01156
OG0000538	Prba.g_01705	Prap.g_01155
OG0000539	Prba.g_01704	Prap.g_01154
OG0000540	Prba.g_01703	Prap.g_01153
OG0000541	Prba.g_01702	Prap.g_01152
OG0000542	Prba.g_01701	Prap.g_01151
OG0000543	Prba.g_01700	Prap.g_01150
OG0000544	Prba.g_01699	Prap.g_01149
OG0000545	Prba.g_01696	Prap.g_01147
OG0000546	Prba.g_01695	Prap.g_01146
OG0000547	Prba.g_01693	Prap.g_01144
OG0000548	Prba.g_01692	Prap.g_01142
OG0000549	Prba.g_01691	Prap.g_01141
OG0000550	Prba.g_01690	Prap.g_01140
OG0000551	Prba.g_01689	Prap.g_01138
OG0000552	Prba.g_01688	Prap.g_01137
OG0000553	Prba.g_01687	Prap.g_00397
OG0000554	Prba.g_01686	Prap.g_00396
OG0000555	Prba.g_01685	Prap.g_00395
OG0000556	Prba.g_01684	Prap.g_00394
OG0000557	Prba.g_01683	Prap.g_00393
OG0000558	Prba.g_01682	Prap.g_00392
OG0000559	Prba.g_01681	Prap.g_00391
OG0000560	Prba.g_01679	Prap.g_00389
OG0000561	Prba.g_01678	Prap.g_00388
OG0000562	Prba.g_01677	Prap.g_00386
OG0000563	Prba.g_01676	Prap.g_00385
OG0000564	Prba.g_01675	Prap.g_00384
OG0000565	Prba.g_01674	Prap.g_00383
OG0000566	Prba.g_01673	Prap.g_00382
OG0000567	Prba.g_01672	Prap.g_00381
OG0000568	Prba.g_01671	Prap.g_00380
OG0000569	Prba.g_01670	Prap.g_00379
OG0000570	Prba.g_01669	Prap.g_00378
OG0000571	Prba.g_01668	Prap.g_00377
OG0000572	Prba.g_01667	Prap.g_00376
OG0000573	Prba.g_01664	Prap.g_00373
OG0000574	Prba.g_01663	Prap.g_00372
OG0000575	Prba.g_01662	Prap.g_00371
OG0000576	Prba.g_01661	Prap.g_00370
OG0000577	Prba.g_01660	Prap.g_00369
OG0000578	Prba.g_01659	Prap.g_00368
OG0000579	Prba.g_01658	Prap.g_00367
OG0000580	Prba.g_01657	Prap.g_00366
OG0000581	Prba.g_01656	Prap.g_00365
OG0000582	Prba.g_01655	Prap.g_00364
OG0000583	Prba.g_01654	Prap.g_00363
OG0000584	Prba.g_01653	Prap.g_00361
OG0000585	Prba.g_01652	Prap.g_00360
