Orthogroup	Prba	Prao
OG0000051	Prba.g_01945	Prao.g_00295
OG0000052	Prba.g_00864	Prao.g_00505
OG0000054	Prba.g_01548	Prao.g_00693
OG0000055	Prba.g_01477	Prao.g_00763
OG0000056	Prba.g_00727	Prao.g_01135
OG0000057	Prba.g_00456	Prao.g_00375
OG0000058	Prba.g_00986	Prao.g_00581
OG0000059	Prba.g_01619	Prao.g_00136
OG0000060	Prba.g_01565	Prao.g_00677
OG0000061	Prba.g_01317	Prao.g_00922
OG0000062	Prba.g_00097	Prao.g_01122
OG0000063	Prba.g_01135	Prao.g_01332
OG0000064	Prba.g_01145	Prao.g_01327
OG0000065	Prba.g_01192	Prao.g_01276
OG0000066	Prba.g_00175	Prao.g_01215
OG0000068	Prba.g_00429	Prao.g_01687
OG0000069	Prba.g_00149	Prao.g_01362, Prao.g_01201
OG0000071	Prba.g_01804	Prao.g_00158
OG0000072	Prba.g_00538	Prao.g_00458
OG0000073	Prba.g_01648	Prao.g_00108
OG0000074	Prba.g_01626	Prao.g_00129
OG0000075	Prba.g_01492	Prao.g_00748
OG0000076	Prba.g_01264	Prao.g_00974
OG0000078	Prba.g_00155	Prao.g_01214
OG0000079	Prba.g_00310	Prao.g_01474
OG0000080	Prba.g_00261	Prao.g_01522
OG0000081	Prba.g_01069	Prao.g_01717
OG0000082	Prba.g_00831	Prao.g_01806
OG0000083	Prba.g_01796	Prao.g_01844
OG0000084	Prba.g_01799	Prao.g_01847
OG0000085	Prba.g_01816	Prao.g_00170
OG0000086	Prba.g_01833, Prba.g_01044	Prao.g_00185
OG0000087	Prba.g_01843	Prao.g_00195
OG0000088	Prba.g_01901	Prao.g_00251
OG0000089	Prba.g_01909	Prao.g_00260
OG0000090	Prba.g_01927	Prao.g_00277
OG0000091	Prba.g_00625	Prao.g_00307
OG0000092	Prba.g_00626	Prao.g_00308
OG0000093	Prba.g_00640	Prao.g_00322
OG0000094	Prba.g_00658	Prao.g_00340
OG0000095	Prba.g_00663	Prao.g_00345
OG0000096	Prba.g_00470	Prao.g_00389
OG0000097	Prba.g_00491	Prao.g_01378
OG0000098	Prba.g_00501	Prao.g_00421
OG0000099	Prba.g_00510	Prao.g_00431
OG0000100	Prba.g_00513	Prao.g_00434
OG0000101	Prba.g_00851	Prao.g_00491
OG0000102	Prba.g_00877	Prao.g_00516
OG0000103	Prba.g_00985	Prao.g_00582
OG0000104	Prba.g_00981	Prao.g_00586
OG0000105	Prba.g_00962	Prao.g_00605
OG0000106	Prba.g_00929	Prao.g_01859
OG0000107	Prba.g_00928	Prao.g_01858
OG0000108	Prba.g_01772	Prao.g_01162
OG0000109	Prba.g_01763	Prao.g_01171
OG0000110	Prba.g_01747	Prao.g_01187
OG0000111	Prba.g_01666	Prao.g_00090
OG0000112	Prba.g_01665	Prao.g_00091
OG0000113	Prba.g_01572	Prao.g_00670
OG0000114	Prba.g_01501	Prao.g_00739
OG0000115	Prba.g_01337	Prao.g_00902
OG0000116	Prba.g_01333	Prao.g_00906
OG0000117	Prba.g_01267	Prao.g_00971
OG0000118	Prba.g_01216	Prao.g_01025
OG0000119	Prba.g_00094	Prao.g_01119
OG0000120	Prba.g_00057	Prao.g_01083
OG0000121	Prba.g_00038	Prao.g_01064
OG0000122	Prba.g_00019	Prao.g_01045
OG0000123	Prba.g_00006	Prao.g_01032
OG0000124	Prba.g_01084	Prao.g_00014
OG0000125	Prba.g_01204	Prao.g_01264
OG0000126	Prba.g_00196	Prao.g_01239
OG0000127	Prba.g_00110	Prao.g_01384
OG0000128	Prba.g_00712	Prao.g_01398
OG0000129	Prba.g_00676, Prba.g_00351	Prao.g_01433
OG0000130	Prba.g_00228	Prao.g_01550
OG0000131	Prba.g_00584	Prao.g_01588
OG0000132	Prba.g_00581	Prao.g_01591
OG0000133	Prba.g_00388	Prao.g_01646
OG0000134	Prba.g_00424	Prao.g_01682
OG0000135	Prba.g_00426	Prao.g_01684
OG0000136	Prba.g_00752	Prao.g_01728
OG0000137	Prba.g_00785	Prao.g_01760
OG0000138	Prba.g_00821, Prba.g_01089	Prao.g_01796
OG0000139	Prba.g_00848, Prba.g_01776	Prao.g_01823
OG0000140	Prba.g_01794	Prao.g_01842
OG0000141	Prba.g_01795	Prao.g_01843
OG0000142	Prba.g_01797	Prao.g_01845
OG0000143	Prba.g_01798	Prao.g_01846
OG0000144	Prba.g_01800	Prao.g_01848
OG0000145	Prba.g_01801	Prao.g_01849
OG0000146	Prba.g_01802	Prao.g_01850
OG0000147	Prba.g_01803	Prao.g_00157
OG0000148	Prba.g_01805	Prao.g_00159
OG0000149	Prba.g_01807	Prao.g_00161
OG0000150	Prba.g_01808	Prao.g_00162
OG0000151	Prba.g_01809	Prao.g_00163
OG0000152	Prba.g_01810	Prao.g_00164
OG0000153	Prba.g_01811	Prao.g_00165
OG0000154	Prba.g_01812	Prao.g_00166
OG0000155	Prba.g_01813	Prao.g_00167
OG0000156	Prba.g_01814	Prao.g_00168
OG0000157	Prba.g_01815	Prao.g_00169
OG0000158	Prba.g_01817	Prao.g_00171
OG0000159	Prba.g_01818	Prao.g_00172
OG0000160	Prba.g_01819	Prao.g_00173
OG0000161	Prba.g_01820	Prao.g_00174
OG0000162	Prba.g_01821	Prao.g_00175
OG0000163	Prba.g_01822	Prao.g_00176
OG0000164	Prba.g_01825	Prao.g_00178
OG0000165	Prba.g_01828	Prao.g_00181
OG0000166	Prba.g_01829	Prao.g_00182
OG0000167	Prba.g_01830	Prao.g_00183
OG0000168	Prba.g_01834	Prao.g_00186
OG0000169	Prba.g_01836	Prao.g_00188
OG0000170	Prba.g_01837	Prao.g_00189
OG0000171	Prba.g_01838	Prao.g_00190
OG0000172	Prba.g_01839	Prao.g_00191
OG0000173	Prba.g_01840	Prao.g_00192
OG0000174	Prba.g_01841	Prao.g_00193
OG0000175	Prba.g_01842	Prao.g_00194
OG0000176	Prba.g_01844	Prao.g_00196
OG0000177	Prba.g_01845	Prao.g_00197
OG0000178	Prba.g_01846	Prao.g_00198
OG0000179	Prba.g_01852	Prao.g_00203
OG0000180	Prba.g_01853	Prao.g_00204
OG0000181	Prba.g_01854	Prao.g_00205
OG0000182	Prba.g_01857	Prao.g_00208
OG0000183	Prba.g_01858	Prao.g_00209
OG0000184	Prba.g_01861	Prao.g_00212
OG0000185	Prba.g_01865	Prao.g_00216
OG0000186	Prba.g_01866	Prao.g_00217
OG0000187	Prba.g_01867	Prao.g_00218
OG0000188	Prba.g_01868	Prao.g_00219
OG0000189	Prba.g_01869	Prao.g_00220
OG0000190	Prba.g_01870	Prao.g_00221
OG0000191	Prba.g_01871	Prao.g_00222
OG0000192	Prba.g_01872	Prao.g_00223
OG0000193	Prba.g_01873	Prao.g_00224
OG0000194	Prba.g_01874	Prao.g_00225
OG0000195	Prba.g_01876	Prao.g_00227
OG0000196	Prba.g_01877	Prao.g_00228
OG0000197	Prba.g_01878	Prao.g_00229
OG0000198	Prba.g_01879	Prao.g_00230
OG0000199	Prba.g_01882	Prao.g_00233
OG0000200	Prba.g_01883	Prao.g_00234
OG0000201	Prba.g_01884	Prao.g_00235
OG0000202	Prba.g_01885	Prao.g_00236
OG0000203	Prba.g_01886	Prao.g_00237
OG0000204	Prba.g_01887	Prao.g_00238
OG0000205	Prba.g_01888	Prao.g_00239
OG0000206	Prba.g_01889	Prao.g_00240
OG0000207	Prba.g_01890	Prao.g_00241
OG0000208	Prba.g_01891	Prao.g_00242
OG0000209	Prba.g_01892	Prao.g_00243
OG0000210	Prba.g_01894	Prao.g_00244
OG0000211	Prba.g_01895	Prao.g_00245
OG0000212	Prba.g_01896	Prao.g_00246
OG0000213	Prba.g_01897	Prao.g_00247
OG0000214	Prba.g_01899	Prao.g_00249
OG0000215	Prba.g_01900	Prao.g_00250
OG0000216	Prba.g_01902	Prao.g_00252
OG0000217	Prba.g_01903	Prao.g_00254
OG0000218	Prba.g_01904	Prao.g_00255
OG0000219	Prba.g_01905	Prao.g_00256
OG0000220	Prba.g_01908	Prao.g_00259
OG0000221	Prba.g_01910	Prao.g_00261
OG0000222	Prba.g_01911	Prao.g_00262
OG0000223	Prba.g_01912	Prao.g_00263
OG0000224	Prba.g_01915	Prao.g_00266
OG0000225	Prba.g_01917	Prao.g_00268
OG0000226	Prba.g_01918	Prao.g_00269
OG0000227	Prba.g_01919	Prao.g_00270
OG0000228	Prba.g_01920	Prao.g_00271
OG0000229	Prba.g_01921	Prao.g_00272
OG0000230	Prba.g_01922	Prao.g_00273
OG0000231	Prba.g_01924	Prao.g_00274
OG0000232	Prba.g_01925	Prao.g_00275
OG0000233	Prba.g_01928	Prao.g_00278
OG0000234	Prba.g_01930	Prao.g_00280
OG0000235	Prba.g_01933	Prao.g_00283
OG0000236	Prba.g_01934	Prao.g_00284
OG0000237	Prba.g_01935	Prao.g_00285
OG0000238	Prba.g_01936	Prao.g_00286
OG0000239	Prba.g_01937	Prao.g_00287
OG0000240	Prba.g_01939	Prao.g_00289
OG0000241	Prba.g_01940	Prao.g_00290
OG0000242	Prba.g_01941	Prao.g_00291
OG0000243	Prba.g_01942	Prao.g_00292
OG0000244	Prba.g_01943	Prao.g_00293
OG0000245	Prba.g_01944	Prao.g_00294
OG0000246	Prba.g_01946	Prao.g_00296
OG0000247	Prba.g_01947	Prao.g_00297
OG0000248	Prba.g_01948	Prao.g_00298
OG0000249	Prba.g_01949	Prao.g_00299
OG0000250	Prba.g_01950	Prao.g_00300
OG0000251	Prba.g_01951	Prao.g_00301
OG0000252	Prba.g_01952	Prao.g_00302
OG0000253	Prba.g_01953	Prao.g_00303
OG0000254	Prba.g_00623	Prao.g_00305
OG0000255	Prba.g_00624	Prao.g_00306
OG0000256	Prba.g_00627	Prao.g_00309
OG0000257	Prba.g_00629	Prao.g_00311
OG0000258	Prba.g_00630	Prao.g_00312
OG0000259	Prba.g_00631	Prao.g_00313
OG0000260	Prba.g_00632	Prao.g_00314
OG0000261	Prba.g_00633	Prao.g_00315
OG0000262	Prba.g_00634	Prao.g_00316
OG0000263	Prba.g_00635	Prao.g_00317
OG0000264	Prba.g_00637	Prao.g_00319
OG0000265	Prba.g_00638	Prao.g_00320
OG0000266	Prba.g_00639	Prao.g_00321
OG0000267	Prba.g_00641	Prao.g_00323
OG0000268	Prba.g_00642	Prao.g_00324
OG0000269	Prba.g_00643	Prao.g_00325
OG0000270	Prba.g_00644	Prao.g_00326
OG0000271	Prba.g_00645	Prao.g_00327
OG0000272	Prba.g_00646	Prao.g_00328
OG0000273	Prba.g_00647	Prao.g_00329
OG0000274	Prba.g_00648	Prao.g_00330
OG0000275	Prba.g_00649	Prao.g_00331
OG0000276	Prba.g_00650	Prao.g_00332
OG0000277	Prba.g_00651	Prao.g_00333
OG0000278	Prba.g_00652	Prao.g_00334
OG0000279	Prba.g_00653	Prao.g_00335
OG0000280	Prba.g_00654	Prao.g_00336
OG0000281	Prba.g_00656	Prao.g_00338
OG0000282	Prba.g_00657	Prao.g_00339
OG0000283	Prba.g_00660	Prao.g_00342
OG0000284	Prba.g_00661	Prao.g_00343
OG0000285	Prba.g_00662	Prao.g_00344
OG0000286	Prba.g_00664	Prao.g_00346
OG0000287	Prba.g_00665	Prao.g_00347
OG0000288	Prba.g_00666	Prao.g_00348
OG0000289	Prba.g_00667	Prao.g_00349
OG0000290	Prba.g_00668	Prao.g_00350
OG0000291	Prba.g_00669	Prao.g_00351
OG0000292	Prba.g_00670	Prao.g_00352
OG0000293	Prba.g_00671	Prao.g_00353
OG0000294	Prba.g_00672	Prao.g_00354
OG0000295	Prba.g_00673	Prao.g_00355
OG0000296	Prba.g_00674	Prao.g_00356
OG0000297	Prba.g_00675	Prao.g_00357
OG0000298	Prba.g_00439	Prao.g_00358
OG0000299	Prba.g_00440	Prao.g_00359
OG0000300	Prba.g_00441	Prao.g_00360
OG0000301	Prba.g_00442	Prao.g_00361
OG0000302	Prba.g_00443	Prao.g_00362
OG0000303	Prba.g_00444	Prao.g_00363
OG0000304	Prba.g_00445	Prao.g_00364
OG0000305	Prba.g_00446	Prao.g_00365
OG0000306	Prba.g_00447	Prao.g_00366
OG0000307	Prba.g_00448	Prao.g_00367
OG0000308	Prba.g_00449	Prao.g_00368
OG0000309	Prba.g_00450	Prao.g_00369
OG0000310	Prba.g_00451	Prao.g_00370
OG0000311	Prba.g_00452	Prao.g_00371
OG0000312	Prba.g_00454	Prao.g_00373
OG0000313	Prba.g_00455	Prao.g_00374
OG0000314	Prba.g_00458	Prao.g_00377
OG0000315	Prba.g_00459	Prao.g_00378
OG0000316	Prba.g_00461	Prao.g_00380
OG0000317	Prba.g_00463	Prao.g_00382
OG0000318	Prba.g_00464	Prao.g_00383
OG0000319	Prba.g_00465	Prao.g_00384
OG0000320	Prba.g_00466	Prao.g_00385
OG0000321	Prba.g_00469	Prao.g_00388
OG0000322	Prba.g_00472	Prao.g_00391
OG0000323	Prba.g_00473	Prao.g_00392
OG0000324	Prba.g_00476	Prao.g_00395
OG0000325	Prba.g_00477	Prao.g_00397
OG0000326	Prba.g_00478	Prao.g_00398
OG0000327	Prba.g_00480	Prao.g_00400
OG0000328	Prba.g_00481	Prao.g_00401
OG0000329	Prba.g_00482	Prao.g_00402
OG0000330	Prba.g_00483	Prao.g_00403
OG0000331	Prba.g_00484	Prao.g_00404
OG0000332	Prba.g_00485	Prao.g_00405
OG0000333	Prba.g_00486	Prao.g_00406
OG0000334	Prba.g_00487	Prao.g_00407
OG0000335	Prba.g_00488	Prao.g_00408
OG0000336	Prba.g_00489	Prao.g_00409
OG0000337	Prba.g_00492	Prao.g_00412
OG0000338	Prba.g_00493	Prao.g_00413
OG0000339	Prba.g_00494	Prao.g_00414
OG0000340	Prba.g_00495	Prao.g_00415
OG0000341	Prba.g_00499	Prao.g_00419
OG0000342	Prba.g_00500	Prao.g_00420
OG0000343	Prba.g_00502	Prao.g_00422
OG0000344	Prba.g_00503	Prao.g_00423
OG0000345	Prba.g_00504	Prao.g_00424
OG0000346	Prba.g_00505	Prao.g_00425
OG0000347	Prba.g_00506	Prao.g_00426
OG0000348	Prba.g_00507	Prao.g_00427
OG0000349	Prba.g_00508	Prao.g_00428
OG0000350	Prba.g_00509	Prao.g_00429
OG0000351	Prba.g_00511	Prao.g_00432
OG0000352	Prba.g_00514	Prao.g_00435
OG0000353	Prba.g_00515	Prao.g_00436
OG0000354	Prba.g_00516	Prao.g_00437
OG0000355	Prba.g_00517	Prao.g_00438
OG0000356	Prba.g_00518	Prao.g_00439
OG0000357	Prba.g_00519	Prao.g_00440
OG0000358	Prba.g_00520	Prao.g_00441
OG0000359	Prba.g_00521	Prao.g_00442
OG0000360	Prba.g_00524	Prao.g_00444
OG0000361	Prba.g_00525	Prao.g_00445
OG0000362	Prba.g_00526	Prao.g_00446
OG0000363	Prba.g_00527	Prao.g_00447
OG0000364	Prba.g_00528	Prao.g_00448
OG0000365	Prba.g_00529	Prao.g_00449
OG0000366	Prba.g_00530	Prao.g_00450
OG0000367	Prba.g_00531	Prao.g_00451
OG0000368	Prba.g_00532	Prao.g_00452
OG0000369	Prba.g_00533	Prao.g_00453
OG0000370	Prba.g_00534	Prao.g_00454
OG0000371	Prba.g_00535	Prao.g_00455
OG0000372	Prba.g_00537	Prao.g_00457
OG0000373	Prba.g_00539	Prao.g_00459
OG0000374	Prba.g_00540	Prao.g_00460
OG0000375	Prba.g_00541	Prao.g_00461
OG0000376	Prba.g_00543	Prao.g_00463
OG0000377	Prba.g_00544	Prao.g_00464
OG0000378	Prba.g_00545	Prao.g_00465
OG0000379	Prba.g_00550	Prao.g_00470
OG0000380	Prba.g_00551	Prao.g_00471
OG0000381	Prba.g_00552	Prao.g_00472
OG0000382	Prba.g_00554	Prao.g_00474
OG0000383	Prba.g_00557	Prao.g_00476
OG0000384	Prba.g_00558	Prao.g_00477
OG0000385	Prba.g_00561	Prao.g_00479
OG0000386	Prba.g_00562	Prao.g_00480
OG0000387	Prba.g_00218	Prao.g_00481
OG0000388	Prba.g_00219	Prao.g_00482
OG0000389	Prba.g_00220	Prao.g_00483
OG0000390	Prba.g_00221	Prao.g_00484
OG0000391	Prba.g_00222	Prao.g_00485
OG0000392	Prba.g_00223	Prao.g_00486
OG0000393	Prba.g_00849	Prao.g_00489
OG0000394	Prba.g_00850	Prao.g_00490
OG0000395	Prba.g_00852	Prao.g_00492
OG0000396	Prba.g_00853	Prao.g_00493
OG0000397	Prba.g_00865	Prao.g_00506
OG0000398	Prba.g_00873	Prao.g_00513
OG0000399	Prba.g_00874	Prao.g_00514
OG0000400	Prba.g_00880	Prao.g_00518
OG0000401	Prba.g_01030	Prao.g_00535
OG0000402	Prba.g_01029	Prao.g_00536
OG0000403	Prba.g_01028	Prao.g_00537
OG0000404	Prba.g_01026	Prao.g_00539
OG0000405	Prba.g_01025	Prao.g_00540
OG0000406	Prba.g_01023	Prao.g_00542
OG0000407	Prba.g_01022	Prao.g_00543
OG0000408	Prba.g_01021	Prao.g_00544
OG0000409	Prba.g_01020	Prao.g_00545
OG0000410	Prba.g_01019	Prao.g_00546
OG0000411	Prba.g_01018	Prao.g_00547
OG0000412	Prba.g_01017	Prao.g_00548
OG0000413	Prba.g_01016	Prao.g_00549
OG0000414	Prba.g_01015	Prao.g_00550
OG0000415	Prba.g_01014	Prao.g_00551
OG0000416	Prba.g_01013	Prao.g_00552
OG0000417	Prba.g_01012	Prao.g_00553
OG0000418	Prba.g_01011	Prao.g_00554
OG0000419	Prba.g_01010	Prao.g_00555
OG0000420	Prba.g_01009	Prao.g_00556
OG0000421	Prba.g_01008	Prao.g_00557
OG0000422	Prba.g_01006	Prao.g_00559
OG0000423	Prba.g_01005	Prao.g_00560
OG0000424	Prba.g_01003	Prao.g_00564
OG0000425	Prba.g_01000	Prao.g_00567
OG0000426	Prba.g_00999	Prao.g_00568
OG0000427	Prba.g_00998	Prao.g_00569
OG0000428	Prba.g_00997	Prao.g_00570
OG0000429	Prba.g_00996	Prao.g_00571
OG0000430	Prba.g_00990	Prao.g_00577
OG0000431	Prba.g_00988	Prao.g_00579
OG0000432	Prba.g_00987	Prao.g_00580
OG0000433	Prba.g_00984	Prao.g_00583
OG0000434	Prba.g_00983	Prao.g_00584
OG0000435	Prba.g_00982	Prao.g_00585
OG0000436	Prba.g_00980	Prao.g_00587
OG0000437	Prba.g_00978	Prao.g_00589
OG0000438	Prba.g_00977	Prao.g_00590
OG0000439	Prba.g_00976	Prao.g_00591
OG0000440	Prba.g_00974	Prao.g_00593
OG0000441	Prba.g_00973	Prao.g_00594
OG0000442	Prba.g_00972	Prao.g_00595
OG0000443	Prba.g_00971	Prao.g_00596
OG0000444	Prba.g_00970	Prao.g_00597
OG0000445	Prba.g_00969	Prao.g_00598
OG0000446	Prba.g_00968	Prao.g_00599
OG0000447	Prba.g_00967	Prao.g_00600
OG0000448	Prba.g_00966	Prao.g_00601
OG0000449	Prba.g_00961	Prao.g_00606
OG0000450	Prba.g_00960	Prao.g_00607
OG0000451	Prba.g_00959	Prao.g_00608
OG0000452	Prba.g_00958	Prao.g_00609
OG0000453	Prba.g_00956	Prao.g_00611
OG0000454	Prba.g_00955	Prao.g_00612
OG0000455	Prba.g_00954	Prao.g_00613
OG0000456	Prba.g_00953	Prao.g_00614
OG0000457	Prba.g_00951	Prao.g_00616
OG0000458	Prba.g_00949	Prao.g_00618
OG0000459	Prba.g_00948	Prao.g_00619
OG0000460	Prba.g_00946	Prao.g_00621
OG0000461	Prba.g_00945	Prao.g_00622
OG0000462	Prba.g_00944	Prao.g_00623
OG0000463	Prba.g_00943	Prao.g_00624
OG0000464	Prba.g_00938	Prao.g_00629
OG0000465	Prba.g_00936	Prao.g_00631
OG0000466	Prba.g_00935	Prao.g_00632
OG0000467	Prba.g_00934	Prao.g_00633
OG0000468	Prba.g_00933	Prao.g_00634
OG0000469	Prba.g_00932	Prao.g_00635
OG0000470	Prba.g_00931	Prao.g_01861
OG0000471	Prba.g_00930	Prao.g_01860
OG0000472	Prba.g_00927	Prao.g_01857
OG0000473	Prba.g_00926	Prao.g_01856
OG0000474	Prba.g_00925	Prao.g_01855
OG0000475	Prba.g_00924	Prao.g_01854
OG0000476	Prba.g_00923	Prao.g_01853
OG0000477	Prba.g_01775	Prao.g_01159
OG0000478	Prba.g_01774	Prao.g_01160
OG0000479	Prba.g_01773	Prao.g_01161
OG0000480	Prba.g_01771	Prao.g_01163
OG0000481	Prba.g_01770	Prao.g_01164
OG0000482	Prba.g_01769	Prao.g_01165
OG0000483	Prba.g_01768	Prao.g_01166
OG0000484	Prba.g_01767	Prao.g_01167
OG0000485	Prba.g_01766	Prao.g_01168
OG0000486	Prba.g_01765	Prao.g_01169
OG0000487	Prba.g_01764	Prao.g_01170
OG0000488	Prba.g_01762	Prao.g_01172
OG0000489	Prba.g_01761	Prao.g_01173
OG0000490	Prba.g_01760	Prao.g_01174
OG0000491	Prba.g_01759	Prao.g_01175
OG0000492	Prba.g_01758	Prao.g_01176
OG0000493	Prba.g_01757	Prao.g_01177
OG0000494	Prba.g_01755	Prao.g_01179
OG0000495	Prba.g_01754	Prao.g_01180
OG0000496	Prba.g_01753	Prao.g_01181
OG0000497	Prba.g_01752	Prao.g_01182
OG0000498	Prba.g_01751	Prao.g_01183
OG0000499	Prba.g_01749	Prao.g_01185
OG0000500	Prba.g_01748	Prao.g_01186
OG0000501	Prba.g_01746	Prao.g_01862
OG0000502	Prba.g_01745	Prao.g_01863
OG0000503	Prba.g_01744	Prao.g_01864
OG0000504	Prba.g_01743	Prao.g_01865
OG0000505	Prba.g_01742	Prao.g_01866
OG0000506	Prba.g_01741	Prao.g_01867
OG0000507	Prba.g_01740	Prao.g_01868
OG0000508	Prba.g_01738	Prao.g_01870
OG0000509	Prba.g_01737	Prao.g_00018
OG0000510	Prba.g_01736	Prao.g_00019
OG0000511	Prba.g_01735	Prao.g_00020
OG0000512	Prba.g_01734	Prao.g_00021
OG0000513	Prba.g_01733	Prao.g_00022
OG0000514	Prba.g_01732	Prao.g_00023
OG0000515	Prba.g_01730	Prao.g_00025
OG0000516	Prba.g_01729	Prao.g_00026
OG0000517	Prba.g_01728	Prao.g_00027
OG0000518	Prba.g_01726	Prao.g_00029
OG0000519	Prba.g_01725	Prao.g_00030
OG0000520	Prba.g_01724	Prao.g_00031
OG0000521	Prba.g_01723	Prao.g_00032
OG0000522	Prba.g_01722	Prao.g_00033
OG0000523	Prba.g_01721	Prao.g_00034
OG0000524	Prba.g_01720	Prao.g_00035
OG0000525	Prba.g_01718	Prao.g_00037
OG0000526	Prba.g_01717	Prao.g_00038
OG0000527	Prba.g_01716	Prao.g_00039
OG0000528	Prba.g_01715	Prao.g_00040
OG0000529	Prba.g_01714	Prao.g_00041
OG0000530	Prba.g_01713	Prao.g_00042
OG0000531	Prba.g_01712	Prao.g_00043
OG0000532	Prba.g_01711	Prao.g_00044
OG0000533	Prba.g_01710	Prao.g_00045
OG0000534	Prba.g_01709	Prao.g_00046
OG0000535	Prba.g_01708	Prao.g_00047
OG0000536	Prba.g_01707	Prao.g_00048
OG0000537	Prba.g_01706	Prao.g_00049
OG0000538	Prba.g_01705	Prao.g_00050
OG0000539	Prba.g_01704	Prao.g_00051
OG0000540	Prba.g_01703	Prao.g_00052
OG0000541	Prba.g_01702	Prao.g_00053
OG0000542	Prba.g_01701	Prao.g_00054
OG0000543	Prba.g_01700	Prao.g_00055
OG0000544	Prba.g_01699	Prao.g_00056
OG0000545	Prba.g_01696	Prao.g_00060
OG0000546	Prba.g_01695	Prao.g_00061
OG0000547	Prba.g_01693	Prao.g_00063
OG0000548	Prba.g_01692	Prao.g_00064
OG0000549	Prba.g_01691	Prao.g_00065
OG0000550	Prba.g_01690	Prao.g_00066
OG0000551	Prba.g_01689	Prao.g_00067
OG0000552	Prba.g_01688	Prao.g_00068
OG0000553	Prba.g_01687	Prao.g_00069
OG0000554	Prba.g_01686	Prao.g_00070
OG0000555	Prba.g_01685	Prao.g_00071
OG0000556	Prba.g_01684	Prao.g_00072
OG0000557	Prba.g_01683	Prao.g_00073
OG0000558	Prba.g_01682	Prao.g_00074
OG0000559	Prba.g_01681	Prao.g_00075
OG0000560	Prba.g_01679	Prao.g_00077
OG0000561	Prba.g_01678	Prao.g_00078
OG0000562	Prba.g_01677	Prao.g_00079
OG0000563	Prba.g_01676	Prao.g_00080
OG0000564	Prba.g_01675	Prao.g_00081
OG0000565	Prba.g_01674	Prao.g_00082
OG0000566	Prba.g_01673	Prao.g_00083
OG0000567	Prba.g_01672	Prao.g_00084
OG0000568	Prba.g_01671	Prao.g_00085
OG0000569	Prba.g_01670	Prao.g_00086
