Orthogroup	Prab	Syap
OG0000236	Prab.g_00497	Syap.g_02238
OG0000237	Prab.g_00510	Syap.g_00262, Syap.g_00263
OG0000238	Prab.g_00516	Syap.g_00257, Syap.g_00258
OG0000239	Prab.g_00529	Syap.g_02744
OG0000240	Prab.g_00530	Syap.g_02742
OG0000241	Prab.g_00534	Syap.g_00888
OG0000242	Prab.g_00536	Syap.g_01455
OG0000243	Prab.g_00547	Syap.g_01938
OG0000244	Prab.g_00550	Syap.g_01146, Syap.g_01145
OG0000245	Prab.g_00552	Syap.g_01148
OG0000246	Prab.g_00556	Syap.g_00308
OG0000247	Prab.g_00566	Syap.g_00288, Syap.g_00293
OG0000248	Prab.g_00569	Syap.g_00290
OG0000249	Prab.g_00571	Syap.g_01296, Syap.g_01295
OG0000250	Prab.g_00576	Syap.g_01306
OG0000251	Prab.g_00595	Syap.g_00442
OG0000252	Prab.g_00598	Syap.g_01857
OG0000253	Prab.g_00599	Syap.g_00443
OG0000254	Prab.g_00615	Syap.g_01527, Syap.g_01528
OG0000256	Prab.g_00632	Syap.g_01287
OG0000257	Prab.g_00635	Syap.g_00886
OG0000258	Prab.g_00648	Syap.g_00907
OG0000260	Prab.g_00668	Syap.g_01970
OG0000261	Prab.g_00670	Syap.g_01962, Syap.g_01961
OG0000262	Prab.g_00674	Syap.g_01954
OG0000263	Prab.g_00686	Syap.g_00432, Syap.g_00433
OG0000266	Prab.g_00733	Syap.g_00519
OG0000267	Prab.g_00744	Syap.g_02333, Syap.g_02332
OG0000268	Prab.g_00745	Syap.g_00646
OG0000269	Prab.g_00835	Syap.g_00188
OG0000270	Prab.g_00838	Syap.g_00192
OG0000271	Prab.g_00846	Syap.g_00200, Syap.g_00201
OG0000272	Prab.g_00847	Syap.g_00202
OG0000273	Prab.g_00870	Syap.g_02703
OG0000274	Prab.g_00871	Syap.g_02702
OG0000275	Prab.g_00873	Syap.g_01847
OG0000276	Prab.g_00878	Syap.g_01839, Syap.g_01838
OG0000277	Prab.g_00879	Syap.g_01837
OG0000278	Prab.g_00882	Syap.g_01834
OG0000279	Prab.g_00889	Syap.g_00829, Syap.g_00830
OG0000280	Prab.g_00890	Syap.g_00365
OG0000281	Prab.g_00896	Syap.g_01977
OG0000282	Prab.g_01066	Syap.g_01252
OG0000283	Prab.g_01033	Syap.g_01728
OG0000284	Prab.g_01028	Syap.g_01736
OG0000285	Prab.g_01023	Syap.g_01746, Syap.g_01744
OG0000286	Prab.g_01011	Syap.g_02014, Syap.g_02013
OG0000288	Prab.g_00956	Syap.g_02764, Syap.g_02763
OG0000289	Prab.g_00945	Syap.g_02784
OG0000290	Prab.g_00932	Syap.g_01552
OG0000291	Prab.g_00930	Syap.g_01554
OG0000292	Prab.g_01144	Syap.g_02314
OG0000293	Prab.g_01210	Syap.g_00240
OG0000294	Prab.g_01211	Syap.g_00239
OG0000295	Prab.g_01231	Syap.g_00206
OG0000296	Prab.g_01233	Syap.g_00204
OG0000297	Prab.g_01241	Syap.g_01887
OG0000298	Prab.g_01242	Syap.g_01888
OG0000299	Prab.g_01259	Syap.g_02620
OG0000302	Prab.g_01265	Syap.g_02444, Syap.g_02445
OG0000303	Prab.g_01272	Syap.g_02435
OG0000304	Prab.g_01276	Syap.g_02430
OG0000305	Prab.g_01353	Syap.g_01557
OG0000306	Prab.g_01355	Syap.g_01966
OG0000307	Prab.g_01369	Syap.g_02517
OG0000308	Prab.g_01370	Syap.g_02514, Syap.g_02515
OG0000309	Prab.g_01374	Syap.g_02198, Syap.g_02446
OG0000310	Prab.g_01451	Syap.g_02660, Syap.g_02661
OG0000311	Prab.g_01453	Syap.g_02657
OG0000312	Prab.g_01456	Syap.g_02114
OG0000313	Prab.g_01470	Syap.g_02473
OG0000314	Prab.g_01493	Syap.g_00007
OG0000315	Prab.g_01503	Syap.g_00017
OG0000316	Prab.g_01523	Syap.g_00030
OG0000317	Prab.g_01667	Syap.g_00618
OG0000318	Prab.g_01670	Syap.g_00622, Syap.g_02786
OG0000319	Prab.g_01683	Syap.g_01764, Syap.g_01771
OG0000320	Prab.g_01685	Syap.g_01761, Syap.g_01769
OG0000321	Prab.g_01686	Syap.g_01760, Syap.g_01768
OG0000322	Prab.g_01687	Syap.g_01759, Syap.g_01767
OG0000323	Prab.g_01696	Syap.g_01389
OG0000324	Prab.g_01722	Syap.g_01503
OG0000325	Prab.g_01732	Syap.g_02680
OG0000326	Prab.g_01738	Syap.g_00544
OG0000327	Prab.g_01761	Syap.g_01233, Syap.g_01913
OG0000328	Prab.g_01762	Syap.g_01234, Syap.g_01912
OG0000329	Prab.g_01779	Syap.g_00498
OG0000330	Prab.g_01780	Syap.g_00497
OG0000331	Prab.g_01781	Syap.g_00496
OG0000332	Prab.g_01795	Syap.g_00481
OG0000333	Prab.g_01797	Syap.g_00478
OG0000334	Prab.g_01805	Syap.g_00468
OG0000335	Prab.g_01810	Syap.g_00101, Syap.g_00463
OG0000336	Prab.g_01814	Syap.g_00417, Syap.g_00607
OG0000337	Prab.g_01830	Syap.g_01054
OG0000338	Prab.g_01831	Syap.g_01059
OG0000339	Prab.g_01835	Syap.g_01068
OG0000340	Prab.g_01842	Syap.g_01077
OG0000341	Prab.g_01844	Syap.g_01079
OG0000342	Prab.g_01845	Syap.g_01080, Syap.g_02477
OG0000343	Prab.g_01846	Syap.g_01086, Syap.g_02078
OG0000344	Prab.g_01849	Syap.g_01091
OG0000345	Prab.g_01854	Syap.g_01107, Syap.g_01470
OG0000346	Prab.g_01858	Syap.g_02423, Syap.g_01113
OG0000347	Prab.g_01874	Syap.g_01131, Syap.g_02459
OG0000348	Prab.g_01884	Syap.g_00632
OG0000349	Prab.g_01901	Syap.g_00110, Syap.g_01813
OG0000351	Prab.g_01937	Syap.g_02594
OG0000352	Prab.g_01938	Syap.g_02596, Syap.g_02597
OG0000353	Prab.g_01954	Syap.g_00054
OG0000355	Prab.g_00001	Syap.g_00056
OG0000356	Prab.g_00002	Syap.g_00057
OG0000357	Prab.g_00003	Syap.g_00058
OG0000358	Prab.g_00007	Syap.g_00063
OG0000359	Prab.g_00008	Syap.g_00065
OG0000360	Prab.g_00009	Syap.g_00067
OG0000361	Prab.g_00010	Syap.g_00068
OG0000362	Prab.g_00012	Syap.g_00070
OG0000363	Prab.g_00014	Syap.g_00072
OG0000364	Prab.g_00015	Syap.g_00620
OG0000365	Prab.g_00020	Syap.g_00081
OG0000366	Prab.g_00021	Syap.g_00082
OG0000367	Prab.g_00022	Syap.g_00083
OG0000368	Prab.g_00024	Syap.g_00085
OG0000369	Prab.g_00025	Syap.g_00086
OG0000370	Prab.g_00026	Syap.g_00087
OG0000372	Prab.g_00035	Syap.g_01805
OG0000373	Prab.g_00036	Syap.g_01806
OG0000374	Prab.g_00037	Syap.g_01807
OG0000375	Prab.g_00039	Syap.g_01808
OG0000376	Prab.g_00041	Syap.g_01811
OG0000377	Prab.g_00044	Syap.g_00128
OG0000378	Prab.g_00046	Syap.g_01326
OG0000380	Prab.g_00058	Syap.g_01687
OG0000381	Prab.g_00062	Syap.g_01690
OG0000382	Prab.g_00073	Syap.g_02548
OG0000383	Prab.g_00075	Syap.g_02359
OG0000384	Prab.g_00076	Syap.g_02360
OG0000385	Prab.g_00077	Syap.g_02361
OG0000386	Prab.g_00078	Syap.g_02362
OG0000387	Prab.g_00090	Syap.g_01864
OG0000391	Prab.g_00107	Syap.g_02234
OG0000392	Prab.g_00111	Syap.g_02225
OG0000393	Prab.g_00113	Syap.g_02222
OG0000394	Prab.g_00114	Syap.g_02221
OG0000395	Prab.g_00115	Syap.g_02220
OG0000396	Prab.g_00117	Syap.g_02217
OG0000397	Prab.g_00119	Syap.g_02215
OG0000398	Prab.g_00121	Syap.g_02211
OG0000399	Prab.g_00122	Syap.g_02210
OG0000400	Prab.g_00123	Syap.g_02209
OG0000401	Prab.g_00124	Syap.g_02208
OG0000402	Prab.g_00126	Syap.g_02206
OG0000403	Prab.g_00127	Syap.g_02205
OG0000404	Prab.g_00128	Syap.g_02204, Syap.g_02618
OG0000405	Prab.g_00132	Syap.g_02191
OG0000406	Prab.g_00138	Syap.g_02186
OG0000407	Prab.g_00139	Syap.g_02185
OG0000408	Prab.g_00141	Syap.g_02181, Syap.g_02182
OG0000409	Prab.g_00143	Syap.g_02179
OG0000410	Prab.g_00144	Syap.g_02178
OG0000411	Prab.g_00145	Syap.g_02177
OG0000412	Prab.g_00146	Syap.g_02176
OG0000413	Prab.g_00147	Syap.g_02174
OG0000414	Prab.g_00148	Syap.g_02173
OG0000415	Prab.g_00149	Syap.g_02172
OG0000416	Prab.g_00150	Syap.g_02171
OG0000417	Prab.g_00151	Syap.g_02169
OG0000418	Prab.g_00156	Syap.g_01204
OG0000419	Prab.g_00158	Syap.g_01201
OG0000420	Prab.g_00159	Syap.g_01199
OG0000421	Prab.g_00164	Syap.g_01195
OG0000422	Prab.g_00165	Syap.g_01194
OG0000423	Prab.g_00166	Syap.g_01193
OG0000424	Prab.g_00167	Syap.g_01192
OG0000425	Prab.g_00168	Syap.g_01191
OG0000426	Prab.g_00169	Syap.g_01190
OG0000427	Prab.g_00170	Syap.g_01189
OG0000428	Prab.g_00172	Syap.g_01186
OG0000429	Prab.g_00173	Syap.g_01184
OG0000430	Prab.g_00174	Syap.g_01182
OG0000431	Prab.g_00176	Syap.g_01179
OG0000432	Prab.g_00179	Syap.g_02277
OG0000433	Prab.g_00180	Syap.g_02272
OG0000434	Prab.g_00181	Syap.g_02271
OG0000435	Prab.g_00182	Syap.g_02268
OG0000436	Prab.g_00187	Syap.g_01607
OG0000437	Prab.g_00188	Syap.g_01608
OG0000438	Prab.g_00189	Syap.g_01612
OG0000439	Prab.g_00191	Syap.g_01614
OG0000440	Prab.g_00192	Syap.g_01615
OG0000441	Prab.g_00195	Syap.g_01619
OG0000442	Prab.g_00196	Syap.g_01620
OG0000443	Prab.g_00197	Syap.g_01622
OG0000444	Prab.g_00202	Syap.g_01424
OG0000445	Prab.g_00203	Syap.g_01421
OG0000446	Prab.g_00204	Syap.g_01419
OG0000447	Prab.g_00205	Syap.g_01410
OG0000448	Prab.g_00206	Syap.g_01407
OG0000449	Prab.g_00207	Syap.g_01406
OG0000450	Prab.g_00208	Syap.g_01909
OG0000451	Prab.g_00209	Syap.g_01908
OG0000452	Prab.g_00212	Syap.g_01904
OG0000453	Prab.g_00213	Syap.g_01903
OG0000454	Prab.g_00214	Syap.g_01902
OG0000455	Prab.g_00215	Syap.g_01901
OG0000456	Prab.g_00216	Syap.g_01900
OG0000457	Prab.g_00217	Syap.g_01896
OG0000458	Prab.g_00218	Syap.g_01895
OG0000459	Prab.g_00219	Syap.g_01894
OG0000460	Prab.g_00226	Syap.g_01159
OG0000461	Prab.g_00232	Syap.g_01575
OG0000462	Prab.g_00234	Syap.g_01578
OG0000463	Prab.g_00235	Syap.g_01579
OG0000464	Prab.g_00236	Syap.g_01580
OG0000465	Prab.g_00237	Syap.g_01582
OG0000466	Prab.g_00240	Syap.g_01587
OG0000467	Prab.g_00241	Syap.g_01588
OG0000468	Prab.g_00243	Syap.g_01593
OG0000469	Prab.g_00251	Syap.g_02352
OG0000470	Prab.g_00253	Syap.g_02349
OG0000471	Prab.g_00254	Syap.g_02348
OG0000472	Prab.g_00255	Syap.g_02347
OG0000473	Prab.g_00257	Syap.g_02343
OG0000474	Prab.g_00258	Syap.g_02342
OG0000475	Prab.g_00259	Syap.g_02341
OG0000476	Prab.g_00260	Syap.g_02339
OG0000477	Prab.g_00263	Syap.g_01367
OG0000478	Prab.g_00264	Syap.g_01366
OG0000479	Prab.g_00265	Syap.g_01364
OG0000480	Prab.g_00270	Syap.g_01357
OG0000482	Prab.g_00273	Syap.g_01355
OG0000483	Prab.g_00276	Syap.g_01344
OG0000484	Prab.g_00277	Syap.g_01350
OG0000485	Prab.g_00278	Syap.g_01349
OG0000487	Prab.g_00283	Syap.g_01635
OG0000488	Prab.g_00286	Syap.g_01639
OG0000489	Prab.g_00291	Syap.g_02482
OG0000490	Prab.g_00296	Syap.g_01673
OG0000491	Prab.g_00297	Syap.g_01670
OG0000492	Prab.g_00299	Syap.g_01668
OG0000493	Prab.g_00300	Syap.g_01667
OG0000494	Prab.g_00301	Syap.g_01666
OG0000495	Prab.g_00302	Syap.g_01665
OG0000496	Prab.g_00303	Syap.g_01663
OG0000497	Prab.g_00304	Syap.g_01662
OG0000498	Prab.g_00305	Syap.g_01661
OG0000499	Prab.g_00306	Syap.g_01660
OG0000500	Prab.g_00307	Syap.g_01659
OG0000501	Prab.g_00309	Syap.g_01656
OG0000502	Prab.g_00312	Syap.g_02066
OG0000503	Prab.g_00322	Syap.g_00569
OG0000504	Prab.g_00323	Syap.g_00567
OG0000505	Prab.g_00324	Syap.g_00566
OG0000506	Prab.g_00325	Syap.g_00564
OG0000507	Prab.g_00328	Syap.g_00558
OG0000508	Prab.g_00332	Syap.g_00554
OG0000509	Prab.g_00334	Syap.g_00551
OG0000510	Prab.g_00335	Syap.g_00550
OG0000511	Prab.g_00336	Syap.g_00548
OG0000512	Prab.g_00338	Syap.g_02145
OG0000513	Prab.g_00345	Syap.g_02048
OG0000514	Prab.g_00434	Syap.g_02051
OG0000515	Prab.g_00435	Syap.g_02052
OG0000516	Prab.g_00436	Syap.g_02054
OG0000517	Prab.g_00438	Syap.g_02057
OG0000519	Prab.g_00450	Syap.g_00457
OG0000520	Prab.g_00454	Syap.g_00456
OG0000521	Prab.g_00459	Syap.g_01997
OG0000522	Prab.g_00460	Syap.g_01995
OG0000523	Prab.g_00461	Syap.g_02507
OG0000524	Prab.g_00466	Syap.g_02135
OG0000525	Prab.g_00469	Syap.g_02159
OG0000526	Prab.g_00470	Syap.g_02157
OG0000527	Prab.g_00477	Syap.g_02758
OG0000528	Prab.g_00482	Syap.g_02261
OG0000529	Prab.g_00485	Syap.g_02254
OG0000530	Prab.g_00488	Syap.g_02252
OG0000531	Prab.g_00489	Syap.g_02251
OG0000532	Prab.g_00491	Syap.g_02247
OG0000533	Prab.g_00492	Syap.g_02244
OG0000534	Prab.g_00493	Syap.g_02243
OG0000535	Prab.g_00494	Syap.g_02242
OG0000536	Prab.g_00495	Syap.g_02241
OG0000537	Prab.g_00496	Syap.g_02240
OG0000538	Prab.g_00504	Syap.g_00271
OG0000539	Prab.g_00505	Syap.g_00270
OG0000540	Prab.g_00506	Syap.g_00269
OG0000541	Prab.g_00507	Syap.g_00268
OG0000542	Prab.g_00509	Syap.g_00264
OG0000543	Prab.g_00511	Syap.g_00261
OG0000544	Prab.g_00512	Syap.g_00260
OG0000545	Prab.g_00514	Syap.g_00259
OG0000546	Prab.g_00517	Syap.g_00256
OG0000547	Prab.g_00519	Syap.g_00254
OG0000548	Prab.g_00520	Syap.g_00253
OG0000549	Prab.g_00522	Syap.g_00758
OG0000550	Prab.g_00527	Syap.g_02747
OG0000551	Prab.g_00531	Syap.g_02739
OG0000552	Prab.g_00532	Syap.g_02738
OG0000553	Prab.g_00533	Syap.g_02735
OG0000554	Prab.g_00538	Syap.g_01450
OG0000555	Prab.g_00546	Syap.g_01941
OG0000556	Prab.g_00548	Syap.g_01933
OG0000557	Prab.g_00549	Syap.g_01931
OG0000558	Prab.g_00551	Syap.g_01147
OG0000560	Prab.g_00558	Syap.g_00305
OG0000561	Prab.g_00559	Syap.g_00304
OG0000562	Prab.g_00560	Syap.g_00302
OG0000563	Prab.g_00561	Syap.g_00301
OG0000564	Prab.g_00562	Syap.g_00300
OG0000565	Prab.g_00565	Syap.g_00296
OG0000566	Prab.g_00568	Syap.g_00291
OG0000567	Prab.g_00572	Syap.g_01297
OG0000568	Prab.g_00573	Syap.g_01302
OG0000569	Prab.g_00574	Syap.g_01303
OG0000570	Prab.g_00575	Syap.g_01304
OG0000571	Prab.g_00577	Syap.g_01307
OG0000573	Prab.g_00596	Syap.g_00765
OG0000574	Prab.g_00597	Syap.g_00759
OG0000575	Prab.g_00601	Syap.g_00445
OG0000576	Prab.g_00603	Syap.g_00450
OG0000577	Prab.g_00604	Syap.g_00451
OG0000578	Prab.g_00605	Syap.g_00452
OG0000579	Prab.g_00606	Syap.g_00453
OG0000580	Prab.g_00607	Syap.g_00454
OG0000581	Prab.g_00609	Syap.g_01521
OG0000582	Prab.g_00612	Syap.g_01533
OG0000583	Prab.g_00613	Syap.g_01532
OG0000584	Prab.g_00614	Syap.g_01530
OG0000585	Prab.g_00616	Syap.g_01526
OG0000586	Prab.g_00617	Syap.g_01525
OG0000587	Prab.g_00618	Syap.g_01523
