Orthogroup	Prab	Prbk
OG0000152	Prab.g_01010	Prbk.g_02324
OG0000153	Prab.g_00991	Prbk.g_02297
OG0000154	Prab.g_00955	Prbk.g_00584
OG0000155	Prab.g_01239	Prbk.g_00099
OG0000156	Prab.g_01315	Prbk.g_00164
OG0000157	Prab.g_01316	Prbk.g_00163
OG0000158	Prab.g_01379	Prbk.g_00526
OG0000160	Prab.g_01467	Prbk.g_00260
OG0000161	Prab.g_01473	Prbk.g_00274
OG0000162	Prab.g_01479	Prbk.g_00280
OG0000163	Prab.g_01513	Prbk.g_02002
OG0000164	Prab.g_01693	Prbk.g_01432
OG0000165	Prab.g_01700	Prbk.g_01423
OG0000166	Prab.g_01766	Prbk.g_00982
OG0000167	Prab.g_01832	Prbk.g_00512
OG0000168	Prab.g_01841	Prbk.g_00527
OG0000169	Prab.g_01851	Prbk.g_00220
OG0000170	Prab.g_01853	Prbk.g_00232
OG0000171	Prab.g_01872	Prbk.g_01538
OG0000172	Prab.g_01881	Prbk.g_01573
OG0000173	Prab.g_01896	Prbk.g_01594
OG0000174	Prab.g_01924	Prbk.g_02211
OG0000175	Prab.g_01934	Prbk.g_02249
OG0000176	Prab.g_00004	Prbk.g_02282
OG0000177	Prab.g_00005	Prbk.g_02283
OG0000178	Prab.g_00006	Prbk.g_02284
OG0000179	Prab.g_00016	Prbk.g_01633
OG0000180	Prab.g_00017	Prbk.g_01632
OG0000181	Prab.g_00018	Prbk.g_01631
OG0000182	Prab.g_00019	Prbk.g_01630
OG0000183	Prab.g_00023	Prbk.g_01626
OG0000184	Prab.g_00045	Prbk.g_02148
OG0000185	Prab.g_00048	Prbk.g_02126
OG0000186	Prab.g_00056	Prbk.g_01326
OG0000187	Prab.g_00057	Prbk.g_01324
OG0000188	Prab.g_00074	Prbk.g_01303
OG0000189	Prab.g_00087	Prbk.g_00024
OG0000190	Prab.g_00088	Prbk.g_00022
OG0000191	Prab.g_00108	Prbk.g_00197
OG0000192	Prab.g_00112	Prbk.g_00206
OG0000193	Prab.g_00137	Prbk.g_00752
OG0000194	Prab.g_00140	Prbk.g_00755
OG0000195	Prab.g_00142	Prbk.g_00757
OG0000196	Prab.g_00152	Prbk.g_00768
OG0000197	Prab.g_00153	Prbk.g_00769
OG0000198	Prab.g_00154	Prbk.g_00770
OG0000199	Prab.g_00161	Prbk.g_00777
OG0000200	Prab.g_00175	Prbk.g_01280
OG0000201	Prab.g_00183	Prbk.g_01261
OG0000202	Prab.g_00184	Prbk.g_01260
OG0000203	Prab.g_00185	Prbk.g_01259
OG0000204	Prab.g_00186	Prbk.g_01258
OG0000205	Prab.g_00193	Prbk.g_01251
OG0000206	Prab.g_00198	Prbk.g_00632
OG0000207	Prab.g_00200	Prbk.g_00686
OG0000208	Prab.g_00201	Prbk.g_00685
OG0000209	Prab.g_00210	Prbk.g_00658
OG0000210	Prab.g_00211	Prbk.g_00657
OG0000211	Prab.g_00224	Prbk.g_01368
OG0000212	Prab.g_00230	Prbk.g_01514
OG0000213	Prab.g_00247	Prbk.g_00374
OG0000214	Prab.g_00256	Prbk.g_00401
OG0000215	Prab.g_00280	Prbk.g_00431
OG0000216	Prab.g_00282	Prbk.g_00434
OG0000217	Prab.g_00285	Prbk.g_00438
OG0000218	Prab.g_00287	Prbk.g_00442
OG0000219	Prab.g_00288	Prbk.g_00443
OG0000220	Prab.g_00289	Prbk.g_00444
OG0000221	Prab.g_00290	Prbk.g_00449
OG0000222	Prab.g_00298	Prbk.g_00458
OG0000223	Prab.g_00311	Prbk.g_00481
OG0000224	Prab.g_00313	Prbk.g_00492
OG0000225	Prab.g_00333	Prbk.g_00889
OG0000226	Prab.g_00337	Prbk.g_00893
OG0000227	Prab.g_00339	Prbk.g_00895
OG0000228	Prab.g_00342	Prbk.g_00365
OG0000229	Prab.g_00439	Prbk.g_00328
OG0000230	Prab.g_00441	Prbk.g_00326
OG0000231	Prab.g_00455	Prbk.g_00311
OG0000232	Prab.g_00463	Prbk.g_00295
OG0000233	Prab.g_00468	Prbk.g_02092
OG0000234	Prab.g_00480	Prbk.g_02114
OG0000235	Prab.g_00483	Prbk.g_02060
OG0000236	Prab.g_00497	Prbk.g_02076
OG0000237	Prab.g_00510	Prbk.g_01047
OG0000238	Prab.g_00516	Prbk.g_01051
OG0000239	Prab.g_00529	Prbk.g_01067
OG0000240	Prab.g_00530	Prbk.g_01068
OG0000241	Prab.g_00534	Prbk.g_01965
OG0000242	Prab.g_00536	Prbk.g_01078
OG0000243	Prab.g_00547	Prbk.g_02684
OG0000244	Prab.g_00550	Prbk.g_01897
OG0000245	Prab.g_00552	Prbk.g_01894
OG0000246	Prab.g_00556	Prbk.g_01890
OG0000247	Prab.g_00566	Prbk.g_01879
OG0000248	Prab.g_00569	Prbk.g_01876
OG0000249	Prab.g_00571	Prbk.g_01874
OG0000250	Prab.g_00576	Prbk.g_01106
OG0000251	Prab.g_00595	Prbk.g_01130
OG0000252	Prab.g_00598	Prbk.g_01133
OG0000253	Prab.g_00599	Prbk.g_01139
OG0000254	Prab.g_00615	Prbk.g_01158
OG0000255	Prab.g_00621	Prbk.g_02604
OG0000256	Prab.g_00632	Prbk.g_02618
OG0000257	Prab.g_00635	Prbk.g_02624
OG0000258	Prab.g_00648	Prbk.g_02647
OG0000259	Prab.g_00665	Prbk.g_00720
OG0000260	Prab.g_00668	Prbk.g_00717
OG0000261	Prab.g_00670	Prbk.g_00714
OG0000262	Prab.g_00674	Prbk.g_00709
OG0000263	Prab.g_00686	Prbk.g_00672
OG0000264	Prab.g_00696	Prbk.g_01815
OG0000265	Prab.g_00723	Prbk.g_01835, Prbk.g_00619
OG0000266	Prab.g_00733	Prbk.g_00608
OG0000267	Prab.g_00744	Prbk.g_02371
OG0000268	Prab.g_00745	Prbk.g_02370
OG0000269	Prab.g_00835	Prbk.g_02463
OG0000270	Prab.g_00838	Prbk.g_02466
OG0000271	Prab.g_00846	Prbk.g_02474
OG0000272	Prab.g_00847	Prbk.g_02475
OG0000273	Prab.g_00870	Prbk.g_02526
OG0000274	Prab.g_00871	Prbk.g_02527
OG0000275	Prab.g_00873	Prbk.g_02530
OG0000276	Prab.g_00878	Prbk.g_02536
OG0000277	Prab.g_00879	Prbk.g_02537
OG0000278	Prab.g_00882	Prbk.g_02540
OG0000279	Prab.g_00889	Prbk.g_02548
OG0000280	Prab.g_00890	Prbk.g_02554
OG0000281	Prab.g_00896	Prbk.g_02568
OG0000282	Prab.g_01066	Prbk.g_02398
OG0000283	Prab.g_01033	Prbk.g_02359
OG0000284	Prab.g_01028	Prbk.g_02353
OG0000285	Prab.g_01023	Prbk.g_01698
OG0000286	Prab.g_01011	Prbk.g_02325
OG0000287	Prab.g_00994	Prbk.g_01728
OG0000288	Prab.g_00956	Prbk.g_00583
OG0000289	Prab.g_00945	Prbk.g_00596
OG0000290	Prab.g_00932	Prbk.g_00059
OG0000291	Prab.g_00930	Prbk.g_00057
OG0000292	Prab.g_01144	Prbk.g_02271
OG0000293	Prab.g_01210	Prbk.g_01032
OG0000294	Prab.g_01211	Prbk.g_01031
OG0000295	Prab.g_01231	Prbk.g_00106
OG0000296	Prab.g_01233	Prbk.g_00104
OG0000297	Prab.g_01241	Prbk.g_01498
OG0000298	Prab.g_01242	Prbk.g_01497
OG0000299	Prab.g_01259	Prbk.g_01508
OG0000300	Prab.g_01262	Prbk.g_00186
OG0000301	Prab.g_01263	Prbk.g_00185
OG0000302	Prab.g_01265	Prbk.g_00182
OG0000303	Prab.g_01272	Prbk.g_00097
OG0000304	Prab.g_01276	Prbk.g_00121
OG0000305	Prab.g_01353	Prbk.g_00055
OG0000306	Prab.g_01355	Prbk.g_02578
OG0000307	Prab.g_01369	Prbk.g_02044
OG0000308	Prab.g_01370	Prbk.g_02042
OG0000309	Prab.g_01374	Prbk.g_02038
OG0000310	Prab.g_01451	Prbk.g_01937
OG0000311	Prab.g_01453	Prbk.g_00243
OG0000312	Prab.g_01456	Prbk.g_00247
OG0000313	Prab.g_01470	Prbk.g_00271
OG0000314	Prab.g_01493	Prbk.g_01222
OG0000315	Prab.g_01503	Prbk.g_01212
OG0000316	Prab.g_01523	Prbk.g_01991
OG0000317	Prab.g_01667	Prbk.g_00913
OG0000318	Prab.g_01670	Prbk.g_00906
OG0000319	Prab.g_01683	Prbk.g_01443
OG0000320	Prab.g_01685	Prbk.g_01441
OG0000321	Prab.g_01686	Prbk.g_01440
OG0000322	Prab.g_01687	Prbk.g_01439
OG0000323	Prab.g_01696	Prbk.g_01428
OG0000324	Prab.g_01722	Prbk.g_01399
OG0000325	Prab.g_01732	Prbk.g_01904
OG0000326	Prab.g_01738	Prbk.g_01912
OG0000327	Prab.g_01761	Prbk.g_00987
OG0000328	Prab.g_01762	Prbk.g_00986
OG0000329	Prab.g_01779	Prbk.g_00969
OG0000330	Prab.g_01780	Prbk.g_00968
OG0000331	Prab.g_01781	Prbk.g_00967
OG0000332	Prab.g_01795	Prbk.g_00952
OG0000333	Prab.g_01797	Prbk.g_00950
OG0000334	Prab.g_01805	Prbk.g_00801
OG0000335	Prab.g_01810	Prbk.g_00806
OG0000336	Prab.g_01814	Prbk.g_00810
OG0000337	Prab.g_01830	Prbk.g_00506
OG0000338	Prab.g_01831	Prbk.g_00510
OG0000339	Prab.g_01835	Prbk.g_00516
OG0000340	Prab.g_01842	Prbk.g_00528
OG0000341	Prab.g_01844	Prbk.g_00530
OG0000342	Prab.g_01845	Prbk.g_00531
OG0000343	Prab.g_01846	Prbk.g_00215
OG0000344	Prab.g_01849	Prbk.g_00218
OG0000345	Prab.g_01854	Prbk.g_00233
OG0000346	Prab.g_01858	Prbk.g_00238
OG0000347	Prab.g_01874	Prbk.g_01540
OG0000348	Prab.g_01884	Prbk.g_01578
OG0000349	Prab.g_01901	Prbk.g_01602
OG0000350	Prab.g_01920	Prbk.g_02204
OG0000351	Prab.g_01937	Prbk.g_02252
OG0000352	Prab.g_01938	Prbk.g_02253
OG0000353	Prab.g_01954	Prbk.g_02277
OG0000355	Prab.g_00001	Prbk.g_02279
OG0000356	Prab.g_00002	Prbk.g_02280
OG0000357	Prab.g_00003	Prbk.g_02281
OG0000358	Prab.g_00007	Prbk.g_02285
OG0000359	Prab.g_00008	Prbk.g_02287
OG0000360	Prab.g_00009	Prbk.g_02288
OG0000361	Prab.g_00010	Prbk.g_02289
OG0000362	Prab.g_00012	Prbk.g_02291
OG0000363	Prab.g_00014	Prbk.g_01639
OG0000364	Prab.g_00015	Prbk.g_01638
OG0000365	Prab.g_00020	Prbk.g_01629
OG0000366	Prab.g_00021	Prbk.g_01628
OG0000367	Prab.g_00022	Prbk.g_01627
OG0000368	Prab.g_00024	Prbk.g_01625
OG0000369	Prab.g_00025	Prbk.g_01624
OG0000370	Prab.g_00026	Prbk.g_01623
OG0000371	Prab.g_00032	Prbk.g_01614
OG0000372	Prab.g_00035	Prbk.g_01609
OG0000373	Prab.g_00036	Prbk.g_01608
OG0000374	Prab.g_00037	Prbk.g_01607
OG0000375	Prab.g_00039	Prbk.g_01606
OG0000376	Prab.g_00041	Prbk.g_01604
OG0000377	Prab.g_00044	Prbk.g_02155
OG0000378	Prab.g_00046	Prbk.g_02141
OG0000379	Prab.g_00049	Prbk.g_02125
OG0000380	Prab.g_00058	Prbk.g_01323
OG0000381	Prab.g_00062	Prbk.g_01319
OG0000382	Prab.g_00073	Prbk.g_01304
OG0000383	Prab.g_00075	Prbk.g_01302
OG0000384	Prab.g_00076	Prbk.g_01301
OG0000385	Prab.g_00077	Prbk.g_01300
OG0000386	Prab.g_00078	Prbk.g_01299
OG0000387	Prab.g_00090	Prbk.g_00020
OG0000388	Prab.g_00093	Prbk.g_00016
OG0000389	Prab.g_00097	Prbk.g_00012
OG0000390	Prab.g_00104	Prbk.g_00191
OG0000391	Prab.g_00107	Prbk.g_00196
OG0000392	Prab.g_00111	Prbk.g_00202
OG0000393	Prab.g_00113	Prbk.g_00207
OG0000394	Prab.g_00114	Prbk.g_00208
OG0000395	Prab.g_00115	Prbk.g_00209
OG0000396	Prab.g_00117	Prbk.g_00542
OG0000397	Prab.g_00119	Prbk.g_00544
OG0000398	Prab.g_00121	Prbk.g_00549
OG0000399	Prab.g_00122	Prbk.g_00550
OG0000400	Prab.g_00123	Prbk.g_00551
OG0000401	Prab.g_00124	Prbk.g_00552
OG0000402	Prab.g_00126	Prbk.g_00554
OG0000403	Prab.g_00127	Prbk.g_00555
OG0000404	Prab.g_00128	Prbk.g_00557
OG0000405	Prab.g_00132	Prbk.g_00749
OG0000406	Prab.g_00138	Prbk.g_00753
OG0000407	Prab.g_00139	Prbk.g_00754
OG0000408	Prab.g_00141	Prbk.g_00756
OG0000409	Prab.g_00143	Prbk.g_00758
OG0000410	Prab.g_00144	Prbk.g_00759
OG0000411	Prab.g_00145	Prbk.g_00760
OG0000412	Prab.g_00146	Prbk.g_00761
OG0000413	Prab.g_00147	Prbk.g_00763
OG0000414	Prab.g_00148	Prbk.g_00764
OG0000415	Prab.g_00149	Prbk.g_00765
OG0000416	Prab.g_00150	Prbk.g_00766
OG0000417	Prab.g_00151	Prbk.g_00767
OG0000418	Prab.g_00156	Prbk.g_00772
OG0000419	Prab.g_00158	Prbk.g_00774
OG0000420	Prab.g_00159	Prbk.g_00775
OG0000421	Prab.g_00164	Prbk.g_00779
OG0000422	Prab.g_00165	Prbk.g_00780
OG0000423	Prab.g_00166	Prbk.g_00781
OG0000424	Prab.g_00167	Prbk.g_00782
OG0000425	Prab.g_00168	Prbk.g_00783
OG0000426	Prab.g_00169	Prbk.g_00784
OG0000427	Prab.g_00170	Prbk.g_00785
OG0000428	Prab.g_00172	Prbk.g_02425
OG0000429	Prab.g_00173	Prbk.g_01283
OG0000430	Prab.g_00174	Prbk.g_01281
OG0000431	Prab.g_00176	Prbk.g_01277
OG0000432	Prab.g_00179	Prbk.g_01270
OG0000433	Prab.g_00180	Prbk.g_01267
OG0000434	Prab.g_00181	Prbk.g_01266
OG0000435	Prab.g_00182	Prbk.g_01263
OG0000436	Prab.g_00187	Prbk.g_01257
OG0000437	Prab.g_00188	Prbk.g_01256
OG0000438	Prab.g_00189	Prbk.g_01255
OG0000439	Prab.g_00191	Prbk.g_01253
OG0000440	Prab.g_00192	Prbk.g_01252
OG0000441	Prab.g_00195	Prbk.g_01245
OG0000442	Prab.g_00196	Prbk.g_01244
OG0000443	Prab.g_00197	Prbk.g_00631
OG0000444	Prab.g_00202	Prbk.g_00683
OG0000445	Prab.g_00203	Prbk.g_00682
OG0000446	Prab.g_00204	Prbk.g_00680
OG0000447	Prab.g_00205	Prbk.g_00670
OG0000448	Prab.g_00206	Prbk.g_00669
OG0000449	Prab.g_00207	Prbk.g_00668
OG0000450	Prab.g_00208	Prbk.g_00662
OG0000451	Prab.g_00209	Prbk.g_00661
OG0000452	Prab.g_00212	Prbk.g_00656
OG0000453	Prab.g_00213	Prbk.g_00655
OG0000454	Prab.g_00214	Prbk.g_00654
OG0000455	Prab.g_00215	Prbk.g_00653
OG0000456	Prab.g_00216	Prbk.g_00652
OG0000457	Prab.g_00217	Prbk.g_00650
OG0000458	Prab.g_00218	Prbk.g_00649
OG0000459	Prab.g_00219	Prbk.g_00648
OG0000460	Prab.g_00226	Prbk.g_01369
OG0000461	Prab.g_00232	Prbk.g_01900
OG0000462	Prab.g_00234	Prbk.g_01012
OG0000463	Prab.g_00235	Prbk.g_01011
OG0000464	Prab.g_00236	Prbk.g_01010
OG0000465	Prab.g_00237	Prbk.g_01008
OG0000466	Prab.g_00240	Prbk.g_01003
OG0000467	Prab.g_00241	Prbk.g_01001
OG0000468	Prab.g_00243	Prbk.g_00371
OG0000469	Prab.g_00251	Prbk.g_00384
OG0000470	Prab.g_00253	Prbk.g_00397
OG0000471	Prab.g_00254	Prbk.g_00398
OG0000472	Prab.g_00255	Prbk.g_00400
OG0000473	Prab.g_00257	Prbk.g_00402
OG0000474	Prab.g_00258	Prbk.g_00403
OG0000475	Prab.g_00259	Prbk.g_00404
OG0000476	Prab.g_00260	Prbk.g_00406
OG0000477	Prab.g_00263	Prbk.g_00411
OG0000478	Prab.g_00264	Prbk.g_00412
OG0000479	Prab.g_00265	Prbk.g_00413
OG0000480	Prab.g_00270	Prbk.g_00420
OG0000481	Prab.g_00272	Prbk.g_00422
OG0000482	Prab.g_00273	Prbk.g_00423
OG0000483	Prab.g_00276	Prbk.g_00427
OG0000484	Prab.g_00277	Prbk.g_00428
OG0000485	Prab.g_00278	Prbk.g_00429
OG0000486	Prab.g_00279	Prbk.g_00430
OG0000487	Prab.g_00283	Prbk.g_00435
OG0000488	Prab.g_00286	Prbk.g_00439
OG0000489	Prab.g_00291	Prbk.g_00450
OG0000490	Prab.g_00296	Prbk.g_00456
OG0000491	Prab.g_00297	Prbk.g_00457
OG0000492	Prab.g_00299	Prbk.g_00460
OG0000493	Prab.g_00300	Prbk.g_00461
OG0000494	Prab.g_00301	Prbk.g_00462
OG0000495	Prab.g_00302	Prbk.g_00463
OG0000496	Prab.g_00303	Prbk.g_00464
OG0000497	Prab.g_00304	Prbk.g_00465
OG0000498	Prab.g_00305	Prbk.g_00466
OG0000499	Prab.g_00306	Prbk.g_00467
OG0000500	Prab.g_00307	Prbk.g_00468
OG0000501	Prab.g_00309	Prbk.g_00471
OG0000502	Prab.g_00312	Prbk.g_00483
OG0000503	Prab.g_00322	Prbk.g_00871
OG0000504	Prab.g_00323	Prbk.g_00873
OG0000505	Prab.g_00324	Prbk.g_00874
OG0000506	Prab.g_00325	Prbk.g_00876
OG0000507	Prab.g_00328	Prbk.g_00881
OG0000508	Prab.g_00332	Prbk.g_00888
OG0000509	Prab.g_00334	Prbk.g_00890
OG0000510	Prab.g_00335	Prbk.g_00891
OG0000511	Prab.g_00336	Prbk.g_00892
OG0000512	Prab.g_00338	Prbk.g_00894
OG0000513	Prab.g_00345	Prbk.g_00360
OG0000514	Prab.g_00434	Prbk.g_00352
OG0000515	Prab.g_00435	Prbk.g_00351
OG0000516	Prab.g_00436	Prbk.g_00339
OG0000517	Prab.g_00438	Prbk.g_00329
OG0000518	Prab.g_00449	Prbk.g_00317
OG0000519	Prab.g_00450	Prbk.g_00316
OG0000520	Prab.g_00454	Prbk.g_00315
OG0000521	Prab.g_00459	Prbk.g_00301
OG0000522	Prab.g_00460	Prbk.g_00299
OG0000523	Prab.g_00461	Prbk.g_00298
OG0000524	Prab.g_00466	Prbk.g_02088
OG0000525	Prab.g_00469	Prbk.g_02105
OG0000526	Prab.g_00470	Prbk.g_02107
OG0000527	Prab.g_00477	Prbk.g_02111
OG0000528	Prab.g_00482	Prbk.g_02056
OG0000529	Prab.g_00485	Prbk.g_02062
OG0000530	Prab.g_00488	Prbk.g_02065
OG0000531	Prab.g_00489	Prbk.g_02066
OG0000532	Prab.g_00491	Prbk.g_02069
OG0000533	Prab.g_00492	Prbk.g_02071
OG0000534	Prab.g_00493	Prbk.g_02072
OG0000535	Prab.g_00494	Prbk.g_02073
OG0000536	Prab.g_00495	Prbk.g_02074
OG0000537	Prab.g_00496	Prbk.g_02075
OG0000538	Prab.g_00504	Prbk.g_01865
OG0000539	Prab.g_00505	Prbk.g_01041
OG0000540	Prab.g_00506	Prbk.g_01042
OG0000541	Prab.g_00507	Prbk.g_01043
OG0000542	Prab.g_00509	Prbk.g_01046
OG0000543	Prab.g_00511	Prbk.g_01048
OG0000544	Prab.g_00512	Prbk.g_01049
OG0000545	Prab.g_00514	Prbk.g_01050
OG0000546	Prab.g_00517	Prbk.g_01052
OG0000547	Prab.g_00519	Prbk.g_01054
OG0000548	Prab.g_00520	Prbk.g_01055
OG0000549	Prab.g_00522	Prbk.g_01061
OG0000550	Prab.g_00527	Prbk.g_01066
OG0000551	Prab.g_00531	Prbk.g_01070
OG0000552	Prab.g_00532	Prbk.g_01071
OG0000553	Prab.g_00533	Prbk.g_01076
OG0000554	Prab.g_00538	Prbk.g_01081
OG0000555	Prab.g_00546	Prbk.g_01099
OG0000556	Prab.g_00548	Prbk.g_02686
OG0000557	Prab.g_00549	Prbk.g_01898
OG0000558	Prab.g_00551	Prbk.g_01895
OG0000559	Prab.g_00555	Prbk.g_01891
OG0000560	Prab.g_00558	Prbk.g_01888
OG0000561	Prab.g_00559	Prbk.g_01887
OG0000562	Prab.g_00560	Prbk.g_01886
OG0000563	Prab.g_00561	Prbk.g_01885
OG0000564	Prab.g_00562	Prbk.g_01884
OG0000565	Prab.g_00565	Prbk.g_01881
OG0000566	Prab.g_00568	Prbk.g_01877
OG0000567	Prab.g_00572	Prbk.g_01873
OG0000568	Prab.g_00573	Prbk.g_01871
OG0000569	Prab.g_00574	Prbk.g_01104
