Orthogroup	Prat	Syam
OG0000190	Prat.g_00094	Syam.g_02110
OG0000191	Prat.g_00116	Syam.g_02142
OG0000192	Prat.g_00121	Syam.g_02148
OG0000193	Prat.g_00145	Syam.g_02192
OG0000194	Prat.g_00148	Syam.g_02195
OG0000195	Prat.g_00150	Syam.g_02197
OG0000196	Prat.g_00161	Syam.g_02208
OG0000197	Prat.g_00162	Syam.g_02209
OG0000198	Prat.g_00163	Syam.g_02210
OG0000199	Prat.g_00171	Syam.g_02218
OG0000200	Prat.g_00185	Syam.g_02234
OG0000202	Prat.g_00195	Syam.g_02249
OG0000203	Prat.g_00196	Syam.g_02250
OG0000204	Prat.g_00197	Syam.g_02251
OG0000205	Prat.g_00204	Syam.g_02258
OG0000206	Prat.g_00209	Syam.g_02264
OG0000207	Prat.g_00211	Syam.g_02266
OG0000208	Prat.g_00212	Syam.g_02267
OG0000209	Prat.g_00221	Syam.g_02278
OG0000210	Prat.g_00222	Syam.g_02279
OG0000211	Prat.g_00238	Syam.g_00504
OG0000212	Prat.g_00246	Syam.g_00515
OG0000213	Prat.g_00264	Syam.g_00263
OG0000214	Prat.g_00274	Syam.g_00247
OG0000215	Prat.g_00300	Syam.g_00216
OG0000216	Prat.g_00302	Syam.g_00212
OG0000217	Prat.g_00305	Syam.g_00208
OG0000218	Prat.g_00307	Syam.g_00206
OG0000219	Prat.g_00308	Syam.g_00205
OG0000220	Prat.g_00309	Syam.g_00204
OG0000221	Prat.g_00310	Syam.g_00198
OG0000222	Prat.g_00317	Syam.g_00186
OG0000223	Prat.g_00330	Syam.g_00168
OG0000224	Prat.g_00332	Syam.g_00164
OG0000225	Prat.g_00360	Syam.g_00473
OG0000226	Prat.g_00364	Syam.g_00477
OG0000227	Prat.g_00366	Syam.g_00479
OG0000228	Prat.g_00369	Syam.g_00488
OG0000229	Prat.g_00396	Syam.g_01867
OG0000230	Prat.g_00398	Syam.g_01865
OG0000231	Prat.g_00411	Syam.g_01848
OG0000232	Prat.g_00419	Syam.g_01692
OG0000233	Prat.g_00426	Syam.g_01678
OG0000234	Prat.g_00435	Syam.g_01667
OG0000235	Prat.g_00439	Syam.g_00582
OG0000236	Prat.g_00454	Syam.g_00597
OG0000237	Prat.g_00469	Syam.g_00614
OG0000238	Prat.g_00475	Syam.g_00619
OG0000239	Prat.g_00487	Syam.g_00637
OG0000240	Prat.g_00488	Syam.g_00638
OG0000241	Prat.g_00492	Syam.g_01477
OG0000242	Prat.g_00494	Syam.g_00649
OG0000243	Prat.g_00504	Syam.g_00668
OG0000244	Prat.g_00507	Syam.g_00674
OG0000245	Prat.g_00509	Syam.g_00676
OG0000246	Prat.g_00514, Prat.g_00513	Syam.g_00680
OG0000247	Prat.g_00525	Syam.g_00692
OG0000248	Prat.g_00528	Syam.g_00695
OG0000249	Prat.g_00530	Syam.g_00697
OG0000250	Prat.g_00536	Syam.g_01747
OG0000251	Prat.g_00553	Syam.g_01722
OG0000252	Prat.g_00556	Syam.g_01719
OG0000253	Prat.g_00557	Syam.g_01718
OG0000254	Prat.g_00574	Syam.g_01510
OG0000255	Prat.g_00581	Syam.g_01500
OG0000256	Prat.g_00591	Syam.g_01484
OG0000257	Prat.g_01097	Syam.g_01478
OG0000258	Prat.g_01081	Syam.g_01459
OG0000259	Prat.g_01064	Syam.g_01378
OG0000260	Prat.g_01061	Syam.g_01375
OG0000261	Prat.g_01058	Syam.g_01372
OG0000262	Prat.g_01054	Syam.g_01367
OG0000263	Prat.g_00754	Syam.g_00885
OG0000264	Prat.g_00765	Syam.g_00805
OG0000265	Prat.g_00788	Syam.g_01880
OG0000266	Prat.g_00801	Syam.g_01234
OG0000267	Prat.g_00814	Syam.g_01071
OG0000268	Prat.g_00815	Syam.g_01072
OG0000269	Prat.g_01042	Syam.g_01295
OG0000270	Prat.g_01039	Syam.g_01292
OG0000271	Prat.g_01031	Syam.g_01284
OG0000272	Prat.g_01030	Syam.g_01283
OG0000273	Prat.g_01007	Syam.g_00745
OG0000274	Prat.g_01006	Syam.g_00744
OG0000275	Prat.g_01004	Syam.g_00741
OG0000276	Prat.g_00999	Syam.g_00733
OG0000277	Prat.g_00998	Syam.g_00732
OG0000278	Prat.g_00995	Syam.g_00729
OG0000279	Prat.g_00988	Syam.g_00721
OG0000280	Prat.g_00987	Syam.g_00701
OG0000281	Prat.g_00980	Syam.g_00943
OG0000282	Prat.g_00718	Syam.g_01347
OG0000283	Prat.g_00868	Syam.g_01087
OG0000284	Prat.g_00873	Syam.g_01093
OG0000285	Prat.g_00879	Syam.g_01105
OG0000286	Prat.g_00895	Syam.g_01123
OG0000288	Prat.g_00933	Syam.g_01186
OG0000289	Prat.g_00948	Syam.g_01201
OG0000290	Prat.g_00962	Syam.g_00771
OG0000291	Prat.g_00964	Syam.g_00773
OG0000292	Prat.g_01208	Syam.g_02439
OG0000293	Prat.g_01165	Syam.g_01806
OG0000294	Prat.g_01164	Syam.g_01805
OG0000295	Prat.g_01142	Syam.g_01771
OG0000296	Prat.g_01140	Syam.g_01769
OG0000297	Prat.g_01131	Syam.g_00906
OG0000298	Prat.g_01130	Syam.g_00905
OG0000299	Prat.g_01112	Syam.g_00878
OG0000300	Prat.g_01108	Syam.g_00871
OG0000301	Prat.g_01107	Syam.g_00870
OG0000302	Prat.g_01105	Syam.g_00868
OG0000303	Prat.g_01099	Syam.g_00859
OG0000304	Prat.g_00595	Syam.g_00853
OG0000305	Prat.g_01200	Syam.g_00776
OG0000306	Prat.g_00976	Syam.g_01757
OG0000307	Prat.g_01300	Syam.g_00566
OG0000308	Prat.g_01301	Syam.g_00564
OG0000309	Prat.g_01305	Syam.g_00559
OG0000310	Prat.g_01336	Syam.g_01591
OG0000311	Prat.g_01338	Syam.g_01595
OG0000312	Prat.g_01341	Syam.g_01601
OG0000313	Prat.g_01357	Syam.g_01617
OG0000314	Prat.g_01382	Syam.g_01647
OG0000315	Prat.g_01392	Syam.g_01658
OG0000316	Prat.g_01420	Syam.g_01945
OG0000317	Prat.g_01589	Syam.g_01987
OG0000318	Prat.g_01593	Syam.g_01991
OG0000319	Prat.g_01605	Syam.g_02006
OG0000320	Prat.g_01607	Syam.g_02008
OG0000321	Prat.g_01608	Syam.g_02009
OG0000322	Prat.g_01609	Syam.g_02010
OG0000323	Prat.g_01618	Syam.g_02025
OG0000324	Prat.g_01647	Syam.g_01906
OG0000325	Prat.g_01657	Syam.g_00289
OG0000326	Prat.g_01664	Syam.g_00296
OG0000327	Prat.g_01685	Syam.g_00325
OG0000328	Prat.g_01686	Syam.g_00326
OG0000329	Prat.g_01703	Syam.g_00344
OG0000330	Prat.g_01704	Syam.g_00345
OG0000331	Prat.g_01705	Syam.g_00346
OG0000332	Prat.g_01718	Syam.g_00361
OG0000333	Prat.g_01720	Syam.g_00364
OG0000334	Prat.g_01729	Syam.g_00375
OG0000335	Prat.g_01734	Syam.g_00380
OG0000336	Prat.g_01738	Syam.g_00384
OG0000337	Prat.g_01756	Syam.g_00155
OG0000338	Prat.g_01757	Syam.g_00153
OG0000339	Prat.g_01762	Syam.g_00147
OG0000340	Prat.g_01771	Syam.g_00137
OG0000341	Prat.g_01773	Syam.g_00135
OG0000342	Prat.g_01775	Syam.g_00134
OG0000343	Prat.g_01776	Syam.g_00133
OG0000344	Prat.g_01779	Syam.g_00129
OG0000345	Prat.g_01785	Syam.g_00119
OG0000346	Prat.g_01789	Syam.g_00114
OG0000347	Prat.g_01806	Syam.g_00083
OG0000348	Prat.g_01814	Syam.g_00068
OG0000349	Prat.g_01832	Syam.g_00050
OG0000350	Prat.g_01853	Syam.g_00303
OG0000351	Prat.g_01873	Syam.g_02420
OG0000352	Prat.g_01874	Syam.g_02421
OG0000353	Prat.g_01892	Syam.g_02445
OG0000355	Prat.g_00001	Syam.g_00001
OG0000356	Prat.g_00002	Syam.g_00002
OG0000357	Prat.g_00003	Syam.g_00003
OG0000358	Prat.g_00007	Syam.g_00007
OG0000359	Prat.g_00008	Syam.g_00009
OG0000360	Prat.g_00009	Syam.g_00010
OG0000361	Prat.g_00010	Syam.g_00011
OG0000362	Prat.g_00013	Syam.g_00013
OG0000363	Prat.g_00015	Syam.g_00015
OG0000364	Prat.g_00016	Syam.g_00016
OG0000365	Prat.g_00021	Syam.g_00025
OG0000366	Prat.g_00022	Syam.g_00026
OG0000367	Prat.g_00023	Syam.g_00027
OG0000368	Prat.g_00025	Syam.g_00029
OG0000369	Prat.g_00026	Syam.g_00030
OG0000370	Prat.g_00027	Syam.g_00031
OG0000371	Prat.g_00034	Syam.g_00038
OG0000372	Prat.g_00036	Syam.g_00043
OG0000373	Prat.g_00037	Syam.g_00044
OG0000374	Prat.g_00038	Syam.g_00045
OG0000375	Prat.g_00042	Syam.g_00046
OG0000376	Prat.g_00044	Syam.g_00048
OG0000377	Prat.g_00048	Syam.g_02306
OG0000378	Prat.g_00052	Syam.g_02297
OG0000379	Prat.g_00055	Syam.g_02294
OG0000380	Prat.g_00062	Syam.g_02060
OG0000381	Prat.g_00067	Syam.g_02063
OG0000382	Prat.g_00079	Syam.g_02080
OG0000383	Prat.g_00081	Syam.g_02083
OG0000384	Prat.g_00082	Syam.g_02084
OG0000385	Prat.g_00083	Syam.g_02085
OG0000386	Prat.g_00084	Syam.g_02086
OG0000387	Prat.g_00096	Syam.g_02112
OG0000388	Prat.g_00100	Syam.g_02116
OG0000389	Prat.g_00103	Syam.g_02120
OG0000390	Prat.g_00112	Syam.g_02136
OG0000391	Prat.g_00115	Syam.g_02141
OG0000392	Prat.g_00118	Syam.g_02147
OG0000393	Prat.g_00122	Syam.g_02149
OG0000394	Prat.g_00123	Syam.g_02150
OG0000395	Prat.g_00124	Syam.g_02151
OG0000396	Prat.g_00126	Syam.g_02153
OG0000397	Prat.g_00128	Syam.g_02160
OG0000398	Prat.g_00131	Syam.g_02165
OG0000399	Prat.g_00132	Syam.g_02166
OG0000400	Prat.g_00133	Syam.g_02167
OG0000401	Prat.g_00134	Syam.g_02168
OG0000402	Prat.g_00601	Syam.g_02171
OG0000403	Prat.g_00136	Syam.g_02172
OG0000404	Prat.g_00137	Syam.g_02173
OG0000405	Prat.g_00141	Syam.g_02189
OG0000406	Prat.g_00146	Syam.g_02193
OG0000407	Prat.g_00147	Syam.g_02194
OG0000408	Prat.g_00149	Syam.g_02196
OG0000409	Prat.g_00151	Syam.g_02198
OG0000410	Prat.g_00152	Syam.g_02199
OG0000411	Prat.g_00153	Syam.g_02200
OG0000412	Prat.g_00154	Syam.g_02201
OG0000413	Prat.g_00156	Syam.g_02203
OG0000414	Prat.g_00157	Syam.g_02204
OG0000415	Prat.g_00158	Syam.g_02205
OG0000416	Prat.g_00159	Syam.g_02206
OG0000417	Prat.g_00160	Syam.g_02207
OG0000418	Prat.g_00165	Syam.g_02212
OG0000419	Prat.g_00167	Syam.g_02214
OG0000420	Prat.g_00169	Syam.g_02216
OG0000421	Prat.g_00174	Syam.g_02221
OG0000422	Prat.g_00175	Syam.g_02222
OG0000423	Prat.g_00176	Syam.g_02223
OG0000424	Prat.g_00177	Syam.g_02224
OG0000425	Prat.g_00178	Syam.g_02225
OG0000426	Prat.g_00179	Syam.g_02226
OG0000427	Prat.g_00180	Syam.g_02227
OG0000428	Prat.g_00182	Syam.g_02230
OG0000429	Prat.g_00183	Syam.g_02232
OG0000430	Prat.g_00184	Syam.g_02233
OG0000431	Prat.g_00186	Syam.g_02237
OG0000432	Prat.g_00190	Syam.g_02243
OG0000433	Prat.g_00191	Syam.g_02244
OG0000434	Prat.g_00192	Syam.g_02245
OG0000435	Prat.g_00193	Syam.g_02246
OG0000436	Prat.g_00198	Syam.g_02252
OG0000437	Prat.g_00199	Syam.g_02253
OG0000438	Prat.g_00200	Syam.g_02254
OG0000439	Prat.g_00202	Syam.g_02256
OG0000440	Prat.g_00203	Syam.g_02257
OG0000441	Prat.g_00206	Syam.g_02261
OG0000442	Prat.g_00207	Syam.g_02262
OG0000443	Prat.g_00208	Syam.g_02263
OG0000444	Prat.g_00213	Syam.g_02268
OG0000445	Prat.g_00214	Syam.g_02269
OG0000446	Prat.g_00215	Syam.g_02270
OG0000447	Prat.g_00216	Syam.g_02272
OG0000448	Prat.g_00217	Syam.g_02273
OG0000449	Prat.g_00218	Syam.g_02274
OG0000450	Prat.g_00219	Syam.g_02275
OG0000451	Prat.g_00220	Syam.g_02276
OG0000452	Prat.g_00223	Syam.g_02280
OG0000453	Prat.g_00224	Syam.g_02281
OG0000454	Prat.g_00225	Syam.g_02282
OG0000455	Prat.g_00226	Syam.g_02283
OG0000456	Prat.g_00227	Syam.g_02284
OG0000457	Prat.g_00229	Syam.g_02286
OG0000458	Prat.g_00230	Syam.g_02287
OG0000459	Prat.g_00231	Syam.g_02288
OG0000460	Prat.g_00240	Syam.g_00506
OG0000461	Prat.g_00249	Syam.g_00284
OG0000462	Prat.g_00250	Syam.g_00281
OG0000463	Prat.g_00251	Syam.g_00280
OG0000464	Prat.g_00252	Syam.g_00279
OG0000465	Prat.g_00253	Syam.g_00277
OG0000466	Prat.g_00256	Syam.g_00273
OG0000467	Prat.g_00257	Syam.g_00271
OG0000468	Prat.g_00260	Syam.g_00266
OG0000469	Prat.g_00269	Syam.g_00253
OG0000470	Prat.g_00271	Syam.g_00251
OG0000471	Prat.g_00272	Syam.g_00250
OG0000472	Prat.g_00273	Syam.g_00248
OG0000473	Prat.g_00275	Syam.g_00246
OG0000474	Prat.g_00276	Syam.g_00245
OG0000475	Prat.g_00277	Syam.g_00244
OG0000476	Prat.g_00279	Syam.g_00242
OG0000477	Prat.g_00282	Syam.g_00236
OG0000478	Prat.g_00283	Syam.g_00235
OG0000479	Prat.g_00284	Syam.g_00234
OG0000480	Prat.g_00290	Syam.g_00227
OG0000481	Prat.g_00292	Syam.g_00225
OG0000482	Prat.g_00293	Syam.g_00224
OG0000483	Prat.g_00296	Syam.g_00220
OG0000484	Prat.g_00297	Syam.g_00219
OG0000485	Prat.g_00298	Syam.g_00218
OG0000486	Prat.g_00299	Syam.g_00217
OG0000487	Prat.g_00303	Syam.g_00211
OG0000488	Prat.g_00306	Syam.g_00207
OG0000489	Prat.g_00311	Syam.g_00197
OG0000490	Prat.g_00315	Syam.g_00189
OG0000491	Prat.g_00316	Syam.g_00187
OG0000492	Prat.g_00318	Syam.g_00185
OG0000493	Prat.g_00319	Syam.g_00184
OG0000494	Prat.g_00320	Syam.g_00183
OG0000495	Prat.g_00321	Syam.g_00182
OG0000496	Prat.g_00322	Syam.g_00181
OG0000497	Prat.g_00323	Syam.g_00180
OG0000498	Prat.g_00324	Syam.g_00179
OG0000499	Prat.g_00325	Syam.g_00178
OG0000500	Prat.g_00326	Syam.g_00177
OG0000501	Prat.g_00328	Syam.g_00174
OG0000502	Prat.g_00331	Syam.g_00165
OG0000503	Prat.g_00348	Syam.g_00457
OG0000504	Prat.g_00350	Syam.g_00459
OG0000505	Prat.g_00351	Syam.g_00460
OG0000506	Prat.g_00352	Syam.g_00462
OG0000507	Prat.g_00355	Syam.g_00468
OG0000508	Prat.g_00359	Syam.g_00472
OG0000509	Prat.g_00361	Syam.g_00474
OG0000510	Prat.g_00362	Syam.g_00475
OG0000511	Prat.g_00363	Syam.g_00476
OG0000512	Prat.g_00365	Syam.g_00478
OG0000513	Prat.g_00373	Syam.g_00493
OG0000514	Prat.g_00390	Syam.g_00499
OG0000515	Prat.g_00391	Syam.g_00500
OG0000516	Prat.g_00392	Syam.g_01862
OG0000517	Prat.g_00395	Syam.g_01868
OG0000518	Prat.g_00407	Syam.g_01851
OG0000519	Prat.g_00408	Syam.g_01850
OG0000520	Prat.g_00410	Syam.g_01849
OG0000521	Prat.g_00415	Syam.g_01696
OG0000522	Prat.g_00417	Syam.g_01694
OG0000523	Prat.g_00418	Syam.g_01693
OG0000524	Prat.g_00424	Syam.g_01681
OG0000525	Prat.g_00428	Syam.g_01677
OG0000526	Prat.g_00429	Syam.g_01674
OG0000527	Prat.g_00432	Syam.g_01670
OG0000528	Prat.g_00438	Syam.g_00580
OG0000529	Prat.g_00441	Syam.g_00584
OG0000530	Prat.g_00444	Syam.g_00587
OG0000531	Prat.g_00445	Syam.g_00588
OG0000532	Prat.g_00447	Syam.g_00591
OG0000533	Prat.g_00448	Syam.g_00592
OG0000534	Prat.g_00449	Syam.g_00593
OG0000535	Prat.g_00450	Syam.g_00594
OG0000536	Prat.g_00451	Syam.g_00595
OG0000537	Prat.g_00453	Syam.g_00596
OG0000538	Prat.g_00463	Syam.g_00607
OG0000539	Prat.g_00464	Syam.g_00608
OG0000540	Prat.g_00465	Syam.g_00609
OG0000541	Prat.g_00466	Syam.g_00610
OG0000542	Prat.g_00468	Syam.g_00613
OG0000543	Prat.g_00470	Syam.g_00615
OG0000544	Prat.g_00471	Syam.g_00616
OG0000545	Prat.g_00473	Syam.g_00618
OG0000546	Prat.g_00476	Syam.g_00620
OG0000547	Prat.g_00478	Syam.g_00622
OG0000548	Prat.g_00479	Syam.g_00623
OG0000549	Prat.g_00482	Syam.g_00630
OG0000550	Prat.g_00486	Syam.g_00635
OG0000551	Prat.g_00489	Syam.g_00640
OG0000552	Prat.g_00490	Syam.g_00641
OG0000553	Prat.g_00491	Syam.g_00643
OG0000554	Prat.g_00496	Syam.g_00652
OG0000555	Prat.g_00503	Syam.g_00667
OG0000556	Prat.g_00505	Syam.g_00670
OG0000557	Prat.g_00506	Syam.g_00672
OG0000558	Prat.g_00508	Syam.g_00675
OG0000559	Prat.g_00512	Syam.g_00679
OG0000560	Prat.g_00516	Syam.g_00682
OG0000561	Prat.g_00517	Syam.g_00683
OG0000562	Prat.g_00518	Syam.g_00684
OG0000563	Prat.g_00519	Syam.g_00685
OG0000564	Prat.g_00520	Syam.g_00686
OG0000565	Prat.g_00523	Syam.g_00690
OG0000566	Prat.g_00527	Syam.g_00694
OG0000567	Prat.g_00531	Syam.g_00698
OG0000568	Prat.g_00532	Syam.g_01751
OG0000569	Prat.g_00533	Syam.g_01750
OG0000570	Prat.g_00534	Syam.g_01749
OG0000571	Prat.g_00537	Syam.g_01745
OG0000572	Prat.g_00549	Syam.g_01729
OG0000573	Prat.g_00554	Syam.g_01721
OG0000574	Prat.g_00555	Syam.g_01720
OG0000575	Prat.g_00559	Syam.g_01716
OG0000576	Prat.g_00561	Syam.g_01714
OG0000577	Prat.g_00562	Syam.g_01713
OG0000578	Prat.g_00563	Syam.g_01712
OG0000579	Prat.g_00564	Syam.g_01711
OG0000580	Prat.g_00565	Syam.g_01710
OG0000581	Prat.g_00568	Syam.g_01704
OG0000582	Prat.g_00571	Syam.g_01513
OG0000583	Prat.g_00572	Syam.g_01512
OG0000584	Prat.g_00573	Syam.g_01511
OG0000585	Prat.g_00575	Syam.g_01509
OG0000586	Prat.g_00576	Syam.g_01508
OG0000587	Prat.g_00577	Syam.g_01506
OG0000588	Prat.g_00582	Syam.g_01498
OG0000589	Prat.g_00584	Syam.g_01494
