Orthogroup	Prat	Prab
OG0000050	Prat.g_00685	Prab.g_00394, Prab.g_01635, Prab.g_01645
OG0000053	Prat.g_01375	Prab.g_01486
OG0000054	Prat.g_00569	Prab.g_00610
OG0000055	Prat.g_00852	Prab.g_00821
OG0000057	Prat.g_00775	Prab.g_00703
OG0000058	Prat.g_01311	Prab.g_01393
OG0000059	Prat.g_01679	Prab.g_01754
OG0000061	Prat.g_01156	Prab.g_01219
OG0000062	Prat.g_01442	Prab.g_01544
OG0000063	Prat.g_01516	Prab.g_00033
OG0000065	Prat.g_00104	Prab.g_00098
OG0000066	Prat.g_01499	Prab.g_00543
OG0000067	Prat.g_01037	Prab.g_00840
OG0000068	Prat.g_01291	Prab.g_01360
OG0000069	Prat.g_01400	Prab.g_01585
OG0000070	Prat.g_00412	Prab.g_00456
OG0000071	Prat.g_01249	Prab.g_01637, Prab.g_01326
OG0000072	Prat.g_00172	Prab.g_00162
OG0000073	Prat.g_00462	Prab.g_00503
OG0000074	Prat.g_00755	Prab.g_00687
OG0000075	Prat.g_01761	Prab.g_01834
OG0000076	Prat.g_01788	Prab.g_01857
OG0000077	Prat.g_00075	Prab.g_00070
OG0000078	Prat.g_00245	Prab.g_00229
OG0000079	Prat.g_00258	Prab.g_00242
OG0000080	Prat.g_01323	Prab.g_00377, Prab.g_01404, Prab.g_01406
OG0000081	Prat.g_00493	Prab.g_00535
OG0000082	Prat.g_01507	Prab.g_00589
OG0000083	Prat.g_00824	Prab.g_00747, Prab.g_01307, Prab.g_00921
OG0000084	Prat.g_01348	Prab.g_01462
OG0000085	Prat.g_01584	Prab.g_01662
OG0000086	Prat.g_00086	Prab.g_00080
OG0000087	Prat.g_00138	Prab.g_00129
OG0000088	Prat.g_00166	Prab.g_00157
OG0000089	Prat.g_00370	Prab.g_00343
OG0000090	Prat.g_00495	Prab.g_00537
OG0000091	Prat.g_01082	Prab.g_00647
OG0000092	Prat.g_00721	Prab.g_01063
OG0000093	Prat.g_01053	Prab.g_01042
OG0000094	Prat.g_00943	Prab.g_00948
OG0000095	Prat.g_00965	Prab.g_01299, Prab.g_00929
OG0000096	Prat.g_00634	Prab.g_01596, Prab.g_01165
OG0000097	Prat.g_01111	Prab.g_01260
OG0000098	Prat.g_01282	Prab.g_01346
OG0000099	Prat.g_01312	Prab.g_01394
OG0000100	Prat.g_01437	Prab.g_01540
OG0000101	Prat.g_01726	Prab.g_01802
OG0000102	Prat.g_01793	Prab.g_01862
OG0000103	Prat.g_01880	Prab.g_01942
OG0000104	Prat.g_01889	Prab.g_01951
OG0000105	Prat.g_00281	Prab.g_00262
OG0000106	Prat.g_00637	Prab.g_00359
OG0000107	Prat.g_01656	Prab.g_00375
OG0000108	Prat.g_00440	Prab.g_00484
OG0000109	Prat.g_00455	Prab.g_00498
OG0000110	Prat.g_00539	Prab.g_00579
OG0000111	Prat.g_00776	Prab.g_00704
OG0000112	Prat.g_00888	Prab.g_00804
OG0000113	Prat.g_01014	Prab.g_00862
OG0000114	Prat.g_00716	Prab.g_01068
OG0000115	Prat.g_01373	Prab.g_01156
OG0000116	Prat.g_01166	Prab.g_01209
OG0000117	Prat.g_01129	Prab.g_00717
OG0000118	Prat.g_01261	Prab.g_01338
OG0000119	Prat.g_00647, Prat.g_01452	Prab.g_01356
OG0000120	Prat.g_00344	Prab.g_01447
OG0000121	Prat.g_01355	Prab.g_01468
OG0000122	Prat.g_00781, Prat.g_01398	Prab.g_01506
OG0000123	Prat.g_01733	Prab.g_01809
OG0000124	Prat.g_01805	Prab.g_01873
OG0000125	Prat.g_01841	Prab.g_01910
OG0000126	Prat.g_01888	Prab.g_01950
OG0000128	Prat.g_00012, Prat.g_00011	Prab.g_00011
OG0000129	Prat.g_00047	Prab.g_00043
OG0000130	Prat.g_00066	Prab.g_00061
OG0000131	Prat.g_00144	Prab.g_00136
OG0000132	Prat.g_00164	Prab.g_00155
OG0000133	Prat.g_00329	Prab.g_00310
OG0000134	Prat.g_00372	Prab.g_00344
OG0000135	Prat.g_01477	Prab.g_00371
OG0000136	Prat.g_00401	Prab.g_00444
OG0000137	Prat.g_00434	Prab.g_00479
OG0000138	Prat.g_00456	Prab.g_00499
OG0000139	Prat.g_00499	Prab.g_00541
OG0000140	Prat.g_00500	Prab.g_00542
OG0000141	Prat.g_00570	Prab.g_00611
OG0000142	Prat.g_01090	Prab.g_00640
OG0000143	Prat.g_01086	Prab.g_00644
OG0000144	Prat.g_01072	Prab.g_00657
OG0000145	Prat.g_01472	Prab.g_00783
OG0000146	Prat.g_00887	Prab.g_00805
OG0000147	Prat.g_00886	Prab.g_00806
OG0000148	Prat.g_01020	Prab.g_00856
OG0000149	Prat.g_00991	Prab.g_00886
OG0000150	Prat.g_00981	Prab.g_00894
OG0000151	Prat.g_00726	Prab.g_01058
OG0000152	Prat.g_01277	Prab.g_01010
OG0000153	Prat.g_00915	Prab.g_00991
OG0000154	Prat.g_00934	Prab.g_00955
OG0000155	Prat.g_01135	Prab.g_01239
OG0000156	Prat.g_01238	Prab.g_01315
OG0000157	Prat.g_01239	Prab.g_01316
OG0000158	Prat.g_01769	Prab.g_01379
OG0000160	Prat.g_01354	Prab.g_01467
OG0000161	Prat.g_01360	Prab.g_01473
OG0000162	Prat.g_01366	Prab.g_01479
OG0000163	Prat.g_01409	Prab.g_01513
OG0000164	Prat.g_01615	Prab.g_01693
OG0000165	Prat.g_01623	Prab.g_01700
OG0000166	Prat.g_01690	Prab.g_01766
OG0000167	Prat.g_01759	Prab.g_01832
OG0000168	Prat.g_01770	Prab.g_01841
OG0000169	Prat.g_01781	Prab.g_01851
OG0000170	Prat.g_01784	Prab.g_01853
OG0000171	Prat.g_01804	Prab.g_01872
OG0000172	Prat.g_01811	Prab.g_01881
OG0000173	Prat.g_01826	Prab.g_01896
OG0000174	Prat.g_01858	Prab.g_01924
OG0000175	Prat.g_01870	Prab.g_01934
OG0000176	Prat.g_00004	Prab.g_00004
OG0000177	Prat.g_00005	Prab.g_00005
OG0000178	Prat.g_00006	Prab.g_00006
OG0000179	Prat.g_00017	Prab.g_00016
OG0000180	Prat.g_00018	Prab.g_00017
OG0000181	Prat.g_00019	Prab.g_00018
OG0000182	Prat.g_00020	Prab.g_00019
OG0000183	Prat.g_01314, Prat.g_00024	Prab.g_00023
OG0000184	Prat.g_00051	Prab.g_00045
OG0000185	Prat.g_00054	Prab.g_00048
OG0000186	Prat.g_00060	Prab.g_00056
OG0000187	Prat.g_00061	Prab.g_00057
OG0000188	Prat.g_00080	Prab.g_00074
OG0000189	Prat.g_00093	Prab.g_00087
OG0000190	Prat.g_00094	Prab.g_00088
OG0000191	Prat.g_00116	Prab.g_00108
OG0000192	Prat.g_00121	Prab.g_00112
OG0000193	Prat.g_00145	Prab.g_00137
OG0000194	Prat.g_00148	Prab.g_00140
OG0000195	Prat.g_00150	Prab.g_00142
OG0000196	Prat.g_00161	Prab.g_00152
OG0000197	Prat.g_00162	Prab.g_00153
OG0000198	Prat.g_00163	Prab.g_00154
OG0000199	Prat.g_00171	Prab.g_00161
OG0000200	Prat.g_00185	Prab.g_00175
OG0000201	Prat.g_00194	Prab.g_00183
OG0000202	Prat.g_00195	Prab.g_00184
OG0000203	Prat.g_00196	Prab.g_00185
OG0000204	Prat.g_00197	Prab.g_00186
OG0000205	Prat.g_00204	Prab.g_00193
OG0000206	Prat.g_00209	Prab.g_00198
OG0000207	Prat.g_00211	Prab.g_00200
OG0000208	Prat.g_00212	Prab.g_00201
OG0000209	Prat.g_00221	Prab.g_00210
OG0000210	Prat.g_00222	Prab.g_00211
OG0000211	Prat.g_00238	Prab.g_00224
OG0000212	Prat.g_00246	Prab.g_00230
OG0000213	Prat.g_00264	Prab.g_00247
OG0000214	Prat.g_00274	Prab.g_00256
OG0000215	Prat.g_00300	Prab.g_00280
OG0000216	Prat.g_00302	Prab.g_00282
OG0000217	Prat.g_00305	Prab.g_00285
OG0000218	Prat.g_00307	Prab.g_00287
OG0000219	Prat.g_00308	Prab.g_00288
OG0000220	Prat.g_00309	Prab.g_00289
OG0000221	Prat.g_00310	Prab.g_00290
OG0000222	Prat.g_00317	Prab.g_00298
OG0000223	Prat.g_00330	Prab.g_00311
OG0000224	Prat.g_00332	Prab.g_00313
OG0000225	Prat.g_00360	Prab.g_00333
OG0000226	Prat.g_00364	Prab.g_00337
OG0000227	Prat.g_00366	Prab.g_00339
OG0000228	Prat.g_00369	Prab.g_00342
OG0000229	Prat.g_00396	Prab.g_00439
OG0000230	Prat.g_00398	Prab.g_00441
OG0000231	Prat.g_00411	Prab.g_00455
OG0000232	Prat.g_00419	Prab.g_00463
OG0000233	Prat.g_00426	Prab.g_00468
OG0000234	Prat.g_00435	Prab.g_00480
OG0000235	Prat.g_00439	Prab.g_00483
OG0000236	Prat.g_00454	Prab.g_00497
OG0000237	Prat.g_00469	Prab.g_00510
OG0000238	Prat.g_00475	Prab.g_00516
OG0000239	Prat.g_00487	Prab.g_00529
OG0000240	Prat.g_00488	Prab.g_00530
OG0000241	Prat.g_00492	Prab.g_00534
OG0000242	Prat.g_00494	Prab.g_00536
OG0000243	Prat.g_00504	Prab.g_00547
OG0000244	Prat.g_00507	Prab.g_00550
OG0000245	Prat.g_00509	Prab.g_00552
OG0000246	Prat.g_00514, Prat.g_00513	Prab.g_00556
OG0000247	Prat.g_00525	Prab.g_00566
OG0000248	Prat.g_00528	Prab.g_00569
OG0000249	Prat.g_00530	Prab.g_00571
OG0000250	Prat.g_00536	Prab.g_00576
OG0000251	Prat.g_00553	Prab.g_00595
OG0000252	Prat.g_00556	Prab.g_00598
OG0000253	Prat.g_00557	Prab.g_00599
OG0000254	Prat.g_00574	Prab.g_00615
OG0000255	Prat.g_00581	Prab.g_00621
OG0000256	Prat.g_00591	Prab.g_00632
OG0000257	Prat.g_01097	Prab.g_00635
OG0000258	Prat.g_01081	Prab.g_00648
OG0000259	Prat.g_01064	Prab.g_00665
OG0000260	Prat.g_01061	Prab.g_00668
OG0000261	Prat.g_01058	Prab.g_00670
OG0000262	Prat.g_01054	Prab.g_00674
OG0000263	Prat.g_00754	Prab.g_00686
OG0000264	Prat.g_00765	Prab.g_00696
OG0000265	Prat.g_00788	Prab.g_00723
OG0000266	Prat.g_00801	Prab.g_00733
OG0000267	Prat.g_00814	Prab.g_00744
OG0000268	Prat.g_00815	Prab.g_00745
OG0000269	Prat.g_01042	Prab.g_00835
OG0000270	Prat.g_01039	Prab.g_00838
OG0000271	Prat.g_01031	Prab.g_00846
OG0000272	Prat.g_01030	Prab.g_00847
OG0000273	Prat.g_01007	Prab.g_00870
OG0000274	Prat.g_01006	Prab.g_00871
OG0000275	Prat.g_01004	Prab.g_00873
OG0000276	Prat.g_00999	Prab.g_00878
OG0000277	Prat.g_00998	Prab.g_00879
OG0000278	Prat.g_00995	Prab.g_00882
OG0000279	Prat.g_00988	Prab.g_00889
OG0000280	Prat.g_00987	Prab.g_00890
OG0000281	Prat.g_00980	Prab.g_00896
OG0000282	Prat.g_00718	Prab.g_01066
OG0000283	Prat.g_00868	Prab.g_01033
OG0000284	Prat.g_00873	Prab.g_01028
OG0000285	Prat.g_00879	Prab.g_01023
OG0000286	Prat.g_00895	Prab.g_01011
OG0000287	Prat.g_00912	Prab.g_00994
OG0000288	Prat.g_00933	Prab.g_00956
OG0000289	Prat.g_00948	Prab.g_00945
OG0000290	Prat.g_00962	Prab.g_00932
OG0000291	Prat.g_00964	Prab.g_00930
OG0000292	Prat.g_01208	Prab.g_01144
OG0000293	Prat.g_01165	Prab.g_01210
OG0000294	Prat.g_01164	Prab.g_01211
OG0000295	Prat.g_01142	Prab.g_01231
OG0000296	Prat.g_01140	Prab.g_01233
OG0000297	Prat.g_01131	Prab.g_01241
OG0000298	Prat.g_01130	Prab.g_01242
OG0000299	Prat.g_01112	Prab.g_01259
OG0000300	Prat.g_01108	Prab.g_01262
OG0000301	Prat.g_01107	Prab.g_01263
OG0000302	Prat.g_01105	Prab.g_01265
OG0000303	Prat.g_01099	Prab.g_01272
OG0000304	Prat.g_00595	Prab.g_01276
OG0000305	Prat.g_01200	Prab.g_01353
OG0000306	Prat.g_00976	Prab.g_01355
OG0000307	Prat.g_01300	Prab.g_01369
OG0000308	Prat.g_01301	Prab.g_01370
OG0000309	Prat.g_01305	Prab.g_01374
OG0000310	Prat.g_01336	Prab.g_01451
OG0000311	Prat.g_01338	Prab.g_01453
OG0000312	Prat.g_01341	Prab.g_01456
OG0000313	Prat.g_01357	Prab.g_01470
OG0000314	Prat.g_01382	Prab.g_01493
OG0000315	Prat.g_01392	Prab.g_01503
OG0000316	Prat.g_01420	Prab.g_01523
OG0000317	Prat.g_01589	Prab.g_01667
OG0000318	Prat.g_01593	Prab.g_01670
OG0000319	Prat.g_01605	Prab.g_01683
OG0000320	Prat.g_01607	Prab.g_01685
OG0000321	Prat.g_01608	Prab.g_01686
OG0000322	Prat.g_01609	Prab.g_01687
OG0000323	Prat.g_01618	Prab.g_01696
OG0000324	Prat.g_01647	Prab.g_01722
OG0000325	Prat.g_01657	Prab.g_01732
OG0000326	Prat.g_01664	Prab.g_01738
OG0000327	Prat.g_01685	Prab.g_01761
OG0000328	Prat.g_01686	Prab.g_01762
OG0000329	Prat.g_01703	Prab.g_01779
OG0000330	Prat.g_01704	Prab.g_01780
OG0000331	Prat.g_01705	Prab.g_01781
OG0000332	Prat.g_01718	Prab.g_01795
OG0000333	Prat.g_01720	Prab.g_01797
OG0000334	Prat.g_01729	Prab.g_01805
OG0000335	Prat.g_01734	Prab.g_01810
OG0000336	Prat.g_01738	Prab.g_01814
OG0000337	Prat.g_01756	Prab.g_01830
OG0000338	Prat.g_01757	Prab.g_01831
OG0000339	Prat.g_01762	Prab.g_01835
OG0000340	Prat.g_01771	Prab.g_01842
OG0000341	Prat.g_01773	Prab.g_01844
OG0000342	Prat.g_01775	Prab.g_01845
OG0000343	Prat.g_01776	Prab.g_01846
OG0000344	Prat.g_01779	Prab.g_01849
OG0000345	Prat.g_01785	Prab.g_01854
OG0000346	Prat.g_01789	Prab.g_01858
OG0000347	Prat.g_01806	Prab.g_01874
OG0000348	Prat.g_01814	Prab.g_01884
OG0000349	Prat.g_01832	Prab.g_01901
OG0000350	Prat.g_01853	Prab.g_01920
OG0000351	Prat.g_01873	Prab.g_01937
OG0000352	Prat.g_01874	Prab.g_01938
OG0000353	Prat.g_01892	Prab.g_01954
OG0000355	Prat.g_00001	Prab.g_00001
OG0000356	Prat.g_00002	Prab.g_00002
OG0000357	Prat.g_00003	Prab.g_00003
OG0000358	Prat.g_00007	Prab.g_00007
OG0000359	Prat.g_00008	Prab.g_00008
OG0000360	Prat.g_00009	Prab.g_00009
OG0000361	Prat.g_00010	Prab.g_00010
OG0000362	Prat.g_00013	Prab.g_00012
OG0000363	Prat.g_00015	Prab.g_00014
OG0000364	Prat.g_00016	Prab.g_00015
OG0000365	Prat.g_00021	Prab.g_00020
OG0000366	Prat.g_00022	Prab.g_00021
OG0000367	Prat.g_00023	Prab.g_00022
OG0000368	Prat.g_00025	Prab.g_00024
OG0000369	Prat.g_00026	Prab.g_00025
OG0000370	Prat.g_00027	Prab.g_00026
OG0000371	Prat.g_00034	Prab.g_00032
OG0000372	Prat.g_00036	Prab.g_00035
OG0000373	Prat.g_00037	Prab.g_00036
OG0000374	Prat.g_00038	Prab.g_00037
OG0000375	Prat.g_00042	Prab.g_00039
OG0000376	Prat.g_00044	Prab.g_00041
OG0000377	Prat.g_00048	Prab.g_00044
OG0000378	Prat.g_00052	Prab.g_00046
OG0000379	Prat.g_00055	Prab.g_00049
OG0000380	Prat.g_00062	Prab.g_00058
OG0000381	Prat.g_00067	Prab.g_00062
OG0000382	Prat.g_00079	Prab.g_00073
OG0000383	Prat.g_00081	Prab.g_00075
OG0000384	Prat.g_00082	Prab.g_00076
OG0000385	Prat.g_00083	Prab.g_00077
OG0000386	Prat.g_00084	Prab.g_00078
OG0000387	Prat.g_00096	Prab.g_00090
OG0000388	Prat.g_00100	Prab.g_00093
OG0000389	Prat.g_00103	Prab.g_00097
OG0000390	Prat.g_00112	Prab.g_00104
OG0000391	Prat.g_00115	Prab.g_00107
OG0000392	Prat.g_00118	Prab.g_00111
OG0000393	Prat.g_00122	Prab.g_00113
OG0000394	Prat.g_00123	Prab.g_00114
OG0000395	Prat.g_00124	Prab.g_00115
OG0000396	Prat.g_00126	Prab.g_00117
OG0000397	Prat.g_00128	Prab.g_00119
OG0000398	Prat.g_00131	Prab.g_00121
OG0000399	Prat.g_00132	Prab.g_00122
OG0000400	Prat.g_00133	Prab.g_00123
OG0000401	Prat.g_00134	Prab.g_00124
OG0000402	Prat.g_00601	Prab.g_00126
OG0000403	Prat.g_00136	Prab.g_00127
OG0000404	Prat.g_00137	Prab.g_00128
OG0000405	Prat.g_00141	Prab.g_00132
OG0000406	Prat.g_00146	Prab.g_00138
OG0000407	Prat.g_00147	Prab.g_00139
OG0000408	Prat.g_00149	Prab.g_00141
OG0000409	Prat.g_00151	Prab.g_00143
OG0000410	Prat.g_00152	Prab.g_00144
OG0000411	Prat.g_00153	Prab.g_00145
OG0000412	Prat.g_00154	Prab.g_00146
OG0000413	Prat.g_00156	Prab.g_00147
OG0000414	Prat.g_00157	Prab.g_00148
OG0000415	Prat.g_00158	Prab.g_00149
OG0000416	Prat.g_00159	Prab.g_00150
OG0000417	Prat.g_00160	Prab.g_00151
OG0000418	Prat.g_00165	Prab.g_00156
OG0000419	Prat.g_00167	Prab.g_00158
OG0000420	Prat.g_00169	Prab.g_00159
OG0000421	Prat.g_00174	Prab.g_00164
OG0000422	Prat.g_00175	Prab.g_00165
OG0000423	Prat.g_00176	Prab.g_00166
OG0000424	Prat.g_00177	Prab.g_00167
OG0000425	Prat.g_00178	Prab.g_00168
OG0000426	Prat.g_00179	Prab.g_00169
OG0000427	Prat.g_00180	Prab.g_00170
OG0000428	Prat.g_00182	Prab.g_00172
OG0000429	Prat.g_00183	Prab.g_00173
OG0000430	Prat.g_00184	Prab.g_00174
OG0000431	Prat.g_00186	Prab.g_00176
OG0000432	Prat.g_00190	Prab.g_00179
OG0000433	Prat.g_00191	Prab.g_00180
OG0000434	Prat.g_00192	Prab.g_00181
OG0000435	Prat.g_00193	Prab.g_00182
OG0000436	Prat.g_00198	Prab.g_00187
OG0000437	Prat.g_00199	Prab.g_00188
OG0000438	Prat.g_00200	Prab.g_00189
OG0000439	Prat.g_00202	Prab.g_00191
OG0000440	Prat.g_00203	Prab.g_00192
OG0000441	Prat.g_00206	Prab.g_00195
OG0000442	Prat.g_00207	Prab.g_00196
OG0000443	Prat.g_00208	Prab.g_00197
OG0000444	Prat.g_00213	Prab.g_00202
OG0000445	Prat.g_00214	Prab.g_00203
OG0000446	Prat.g_00215	Prab.g_00204
OG0000447	Prat.g_00216	Prab.g_00205
OG0000448	Prat.g_00217	Prab.g_00206
OG0000449	Prat.g_00218	Prab.g_00207
OG0000450	Prat.g_00219	Prab.g_00208
OG0000451	Prat.g_00220	Prab.g_00209
OG0000452	Prat.g_00223	Prab.g_00212
OG0000453	Prat.g_00224	Prab.g_00213
OG0000454	Prat.g_00225	Prab.g_00214
OG0000455	Prat.g_00226	Prab.g_00215
OG0000456	Prat.g_00227	Prab.g_00216
OG0000457	Prat.g_00229	Prab.g_00217
OG0000458	Prat.g_00230	Prab.g_00218
OG0000459	Prat.g_00231	Prab.g_00219
OG0000460	Prat.g_00240	Prab.g_00226
OG0000461	Prat.g_00249	Prab.g_00232
OG0000462	Prat.g_00250	Prab.g_00234
OG0000463	Prat.g_00251	Prab.g_00235
OG0000464	Prat.g_00252	Prab.g_00236
OG0000465	Prat.g_00253	Prab.g_00237
OG0000466	Prat.g_00256	Prab.g_00240
OG0000467	Prat.g_00257	Prab.g_00241
OG0000468	Prat.g_00260	Prab.g_00243
OG0000469	Prat.g_00269	Prab.g_00251
OG0000470	Prat.g_00271	Prab.g_00253
OG0000471	Prat.g_00272	Prab.g_00254
OG0000472	Prat.g_00273	Prab.g_00255
OG0000473	Prat.g_00275	Prab.g_00257
OG0000474	Prat.g_00276	Prab.g_00258
OG0000475	Prat.g_00277	Prab.g_00259
OG0000476	Prat.g_00279	Prab.g_00260
OG0000477	Prat.g_00282	Prab.g_00263
OG0000478	Prat.g_00283	Prab.g_00264
OG0000479	Prat.g_00284	Prab.g_00265
OG0000480	Prat.g_00290	Prab.g_00270
OG0000481	Prat.g_00292	Prab.g_00272
OG0000482	Prat.g_00293	Prab.g_00273
OG0000483	Prat.g_00296	Prab.g_00276
OG0000484	Prat.g_00297	Prab.g_00277
OG0000485	Prat.g_00298	Prab.g_00278
OG0000486	Prat.g_00299	Prab.g_00279
OG0000487	Prat.g_00303	Prab.g_00283
OG0000488	Prat.g_00306	Prab.g_00286
OG0000489	Prat.g_00311	Prab.g_00291
OG0000490	Prat.g_00315	Prab.g_00296
OG0000491	Prat.g_00316	Prab.g_00297
OG0000492	Prat.g_00318	Prab.g_00299
OG0000493	Prat.g_00319	Prab.g_00300
OG0000494	Prat.g_00320	Prab.g_00301
OG0000495	Prat.g_00321	Prab.g_00302
OG0000496	Prat.g_00322	Prab.g_00303
OG0000497	Prat.g_00323	Prab.g_00304
OG0000498	Prat.g_00324	Prab.g_00305
OG0000499	Prat.g_00325	Prab.g_00306
OG0000500	Prat.g_00326	Prab.g_00307
OG0000501	Prat.g_00328	Prab.g_00309
OG0000502	Prat.g_00331	Prab.g_00312
OG0000503	Prat.g_00348	Prab.g_00322
OG0000504	Prat.g_00350	Prab.g_00323
OG0000505	Prat.g_00351	Prab.g_00324
OG0000506	Prat.g_00352	Prab.g_00325
OG0000507	Prat.g_00355	Prab.g_00328
OG0000508	Prat.g_00359	Prab.g_00332
OG0000509	Prat.g_00361	Prab.g_00334
OG0000510	Prat.g_00362	Prab.g_00335
OG0000511	Prat.g_00363	Prab.g_00336
OG0000512	Prat.g_00365	Prab.g_00338
OG0000513	Prat.g_00373	Prab.g_00345
OG0000514	Prat.g_00390	Prab.g_00434
OG0000515	Prat.g_00391	Prab.g_00435
OG0000516	Prat.g_00392	Prab.g_00436
OG0000517	Prat.g_00395	Prab.g_00438
OG0000518	Prat.g_00407	Prab.g_00449
OG0000519	Prat.g_00408	Prab.g_00450
OG0000520	Prat.g_00410	Prab.g_00454
OG0000521	Prat.g_00415	Prab.g_00459
OG0000522	Prat.g_00417	Prab.g_00460
OG0000523	Prat.g_00418	Prab.g_00461
OG0000524	Prat.g_00424	Prab.g_00466
OG0000525	Prat.g_00428	Prab.g_00469
OG0000526	Prat.g_00429	Prab.g_00470
OG0000527	Prat.g_00432	Prab.g_00477
OG0000528	Prat.g_00438	Prab.g_00482
OG0000529	Prat.g_00441	Prab.g_00485
OG0000530	Prat.g_00444	Prab.g_00488
OG0000531	Prat.g_00445	Prab.g_00489
OG0000532	Prat.g_00447	Prab.g_00491
OG0000533	Prat.g_00448	Prab.g_00492
OG0000534	Prat.g_00449	Prab.g_00493
OG0000535	Prat.g_00450	Prab.g_00494
OG0000536	Prat.g_00451	Prab.g_00495
OG0000537	Prat.g_00453	Prab.g_00496
OG0000538	Prat.g_00463	Prab.g_00504
OG0000539	Prat.g_00464	Prab.g_00505
OG0000540	Prat.g_00465	Prab.g_00506
OG0000541	Prat.g_00466	Prab.g_00507
OG0000542	Prat.g_00468	Prab.g_00509
OG0000543	Prat.g_00470	Prab.g_00511
OG0000544	Prat.g_00471	Prab.g_00512
OG0000545	Prat.g_00473	Prab.g_00514
OG0000546	Prat.g_00476	Prab.g_00517
OG0000547	Prat.g_00478	Prab.g_00519
OG0000548	Prat.g_00479	Prab.g_00520
OG0000549	Prat.g_00482	Prab.g_00522
OG0000550	Prat.g_00486	Prab.g_00527
OG0000551	Prat.g_00489	Prab.g_00531
OG0000552	Prat.g_00490	Prab.g_00532
OG0000553	Prat.g_00491	Prab.g_00533
OG0000554	Prat.g_00496	Prab.g_00538
OG0000555	Prat.g_00503	Prab.g_00546
OG0000556	Prat.g_00505	Prab.g_00548
OG0000557	Prat.g_00506	Prab.g_00549
OG0000558	Prat.g_00508	Prab.g_00551
OG0000559	Prat.g_00512	Prab.g_00555
OG0000560	Prat.g_00516	Prab.g_00558
OG0000561	Prat.g_00517	Prab.g_00559
OG0000562	Prat.g_00518	Prab.g_00560
OG0000563	Prat.g_00519	Prab.g_00561
OG0000564	Prat.g_00520	Prab.g_00562
OG0000565	Prat.g_00523	Prab.g_00565
OG0000566	Prat.g_00527	Prab.g_00568
OG0000567	Prat.g_00531	Prab.g_00572
OG0000568	Prat.g_00532	Prab.g_00573
OG0000569	Prat.g_00533	Prab.g_00574
OG0000570	Prat.g_00534	Prab.g_00575
OG0000571	Prat.g_00537	Prab.g_00577
OG0000572	Prat.g_00549	Prab.g_00590
OG0000573	Prat.g_00554	Prab.g_00596
OG0000574	Prat.g_00555	Prab.g_00597
OG0000575	Prat.g_00559	Prab.g_00601
OG0000576	Prat.g_00561	Prab.g_00603
