Orthogroup	Prat	Syan
OG0000188	Prat.g_00080	Syan.g_02926
OG0000189	Prat.g_00093	Syan.g_02966
OG0000190	Prat.g_00094	Syan.g_00971
OG0000191	Prat.g_00116	Syan.g_02300
OG0000192	Prat.g_00121	Syan.g_02294
OG0000193	Prat.g_00145	Syan.g_03009
OG0000194	Prat.g_00148	Syan.g_03012
OG0000195	Prat.g_00150	Syan.g_03014
OG0000196	Prat.g_00161	Syan.g_03026
OG0000197	Prat.g_00162	Syan.g_03027
OG0000198	Prat.g_00163	Syan.g_03028
OG0000199	Prat.g_00171	Syan.g_03037
OG0000200	Prat.g_00185	Syan.g_03055
OG0000201	Prat.g_00194	Syan.g_03074
OG0000202	Prat.g_00195	Syan.g_03075
OG0000203	Prat.g_00196	Syan.g_03076
OG0000204	Prat.g_00197	Syan.g_03077
OG0000205	Prat.g_00204	Syan.g_03087
OG0000206	Prat.g_00209	Syan.g_03095
OG0000207	Prat.g_00211	Syan.g_03100
OG0000208	Prat.g_00212	Syan.g_03101
OG0000209	Prat.g_00221	Syan.g_01521
OG0000210	Prat.g_00222	Syan.g_01522
OG0000211	Prat.g_00238	Syan.g_02416
OG0000212	Prat.g_00246	Syan.g_01508, Syan.g_02438
OG0000213	Prat.g_00264	Syan.g_02059
OG0000214	Prat.g_00274	Syan.g_02040
OG0000215	Prat.g_00300	Syan.g_02010
OG0000216	Prat.g_00302	Syan.g_02006
OG0000217	Prat.g_00305	Syan.g_02001
OG0000218	Prat.g_00307	Syan.g_01999
OG0000219	Prat.g_00308	Syan.g_01998
OG0000220	Prat.g_00309	Syan.g_01997
OG0000221	Prat.g_00310	Syan.g_01994
OG0000222	Prat.g_00317	Syan.g_01981
OG0000223	Prat.g_00330	Syan.g_00228
OG0000224	Prat.g_00332	Syan.g_01959
OG0000225	Prat.g_00360	Syan.g_02997
OG0000226	Prat.g_00364	Syan.g_02990
OG0000227	Prat.g_00366	Syan.g_02988
OG0000228	Prat.g_00369	Syan.g_02315
OG0000229	Prat.g_00396	Syan.g_02396
OG0000230	Prat.g_00398	Syan.g_02398
OG0000231	Prat.g_00411	Syan.g_01333
OG0000232	Prat.g_00419	Syan.g_02801
OG0000233	Prat.g_00426	Syan.g_02876
OG0000234	Prat.g_00435	Syan.g_02844
OG0000235	Prat.g_00439	Syan.g_02765
OG0000236	Prat.g_00454	Syan.g_02749
OG0000237	Prat.g_00469	Syan.g_02731
OG0000238	Prat.g_00475	Syan.g_02726
OG0000239	Prat.g_00487	Syan.g_01187
OG0000240	Prat.g_00488	Syan.g_01186
OG0000241	Prat.g_00492	Syan.g_00822
OG0000242	Prat.g_00494	Syan.g_01168
OG0000243	Prat.g_00504	Syan.g_00840
OG0000244	Prat.g_00507	Syan.g_00848
OG0000245	Prat.g_00509	Syan.g_00850
OG0000246	Prat.g_00514, Prat.g_00513	Syan.g_00854
OG0000247	Prat.g_00525	Syan.g_00866
OG0000248	Prat.g_00528	Syan.g_00869
OG0000249	Prat.g_00530	Syan.g_00871
OG0000250	Prat.g_00536	Syan.g_00878
OG0000251	Prat.g_00553	Syan.g_00961
OG0000252	Prat.g_00556	Syan.g_00966
OG0000253	Prat.g_00557	Syan.g_01000
OG0000254	Prat.g_00574	Syan.g_01026
OG0000255	Prat.g_00581	Syan.g_00978
OG0000256	Prat.g_00591	Syan.g_00001, Syan.g_01135
OG0000257	Prat.g_01097	Syan.g_00827
OG0000258	Prat.g_01081	Syan.g_00803
OG0000259	Prat.g_01064	Syan.g_00772
OG0000260	Prat.g_01061	Syan.g_00769
OG0000261	Prat.g_01058	Syan.g_00765
OG0000262	Prat.g_01054	Syan.g_00760
OG0000263	Prat.g_00754	Syan.g_02618
OG0000264	Prat.g_00765	Syan.g_00540
OG0000266	Prat.g_00801	Syan.g_00330
OG0000267	Prat.g_00814	Syan.g_00470
OG0000268	Prat.g_00815	Syan.g_00471
OG0000269	Prat.g_01042	Syan.g_00695
OG0000270	Prat.g_01039	Syan.g_00692
OG0000271	Prat.g_01031	Syan.g_00684
OG0000272	Prat.g_01030	Syan.g_00683
OG0000273	Prat.g_01007	Syan.g_00654
OG0000274	Prat.g_01006	Syan.g_00653
OG0000275	Prat.g_01004	Syan.g_00373
OG0000276	Prat.g_00999	Syan.g_00380
OG0000277	Prat.g_00998	Syan.g_00381
OG0000278	Prat.g_00995	Syan.g_00384
OG0000279	Prat.g_00988	Syan.g_00398
OG0000280	Prat.g_00987	Syan.g_00518
OG0000282	Prat.g_00718	Syan.g_00739
OG0000283	Prat.g_00868	Syan.g_00491
OG0000284	Prat.g_00873	Syan.g_00497
OG0000285	Prat.g_00879	Syan.g_00533
OG0000286	Prat.g_00895	Syan.g_00564
OG0000287	Prat.g_00912	Syan.g_00593
OG0000288	Prat.g_00933	Syan.g_00364
OG0000289	Prat.g_00948	Syan.g_00350
OG0000290	Prat.g_00962	Syan.g_00293
OG0000291	Prat.g_00964	Syan.g_00291
OG0000292	Prat.g_01208	Syan.g_01703
OG0000293	Prat.g_01165	Syan.g_02709
OG0000294	Prat.g_01164	Syan.g_02708
OG0000295	Prat.g_01142	Syan.g_02662
OG0000296	Prat.g_01140	Syan.g_02660
OG0000299	Prat.g_01112	Syan.g_02601
OG0000301	Prat.g_01107	Syan.g_02592
OG0000302	Prat.g_01105	Syan.g_02591
OG0000303	Prat.g_01099	Syan.g_02582
OG0000304	Prat.g_00595	Syan.g_02556
OG0000305	Prat.g_01200	Syan.g_00195
OG0000306	Prat.g_00976	Syan.g_00087
OG0000307	Prat.g_01300	Syan.g_02782
OG0000308	Prat.g_01301	Syan.g_02784
OG0000309	Prat.g_01305	Syan.g_02883
OG0000310	Prat.g_01336	Syan.g_01304
OG0000311	Prat.g_01338	Syan.g_01299
OG0000312	Prat.g_01341	Syan.g_01290
OG0000313	Prat.g_01357	Syan.g_01271
OG0000314	Prat.g_01382	Syan.g_02823
OG0000315	Prat.g_01392	Syan.g_02833
OG0000316	Prat.g_01420	Syan.g_01354
OG0000317	Prat.g_01589	Syan.g_01396
OG0000318	Prat.g_01593	Syan.g_01401
OG0000319	Prat.g_01605	Syan.g_01425
OG0000320	Prat.g_01607	Syan.g_01427
OG0000321	Prat.g_01608	Syan.g_01428
OG0000322	Prat.g_01609	Syan.g_01429
OG0000323	Prat.g_01618	Syan.g_01442
OG0000324	Prat.g_01647	Syan.g_01472
OG0000325	Prat.g_01657	Syan.g_02107
OG0000326	Prat.g_01664	Syan.g_02114
OG0000327	Prat.g_01685	Syan.g_02244
OG0000328	Prat.g_01686	Syan.g_02243
OG0000329	Prat.g_01703	Syan.g_02225
OG0000330	Prat.g_01704	Syan.g_02224
OG0000331	Prat.g_01705	Syan.g_02223
OG0000332	Prat.g_01718	Syan.g_02208
OG0000333	Prat.g_01720	Syan.g_02205
OG0000334	Prat.g_01729	Syan.g_00247, Syan.g_02194
OG0000335	Prat.g_01734	Syan.g_02189
OG0000336	Prat.g_01738	Syan.g_02185
OG0000337	Prat.g_01756	Syan.g_01949
OG0000338	Prat.g_01757	Syan.g_01943
OG0000339	Prat.g_01762	Syan.g_01935, Syan.g_00264
OG0000340	Prat.g_01771	Syan.g_01923
OG0000341	Prat.g_01773	Syan.g_01921
OG0000342	Prat.g_01775	Syan.g_01920
OG0000343	Prat.g_01776	Syan.g_01918
OG0000344	Prat.g_01779	Syan.g_01914
OG0000345	Prat.g_01785	Syan.g_01900
OG0000346	Prat.g_01789	Syan.g_01895
OG0000347	Prat.g_01806	Syan.g_01867
OG0000348	Prat.g_01814	Syan.g_01803
OG0000349	Prat.g_01832	Syan.g_01727
OG0000350	Prat.g_01853	Syan.g_02121
OG0000351	Prat.g_01873	Syan.g_01682
OG0000352	Prat.g_01874	Syan.g_01683
OG0000353	Prat.g_01892	Syan.g_01795
OG0000354	Prat.g_00845	Syan.g_01761
OG0000355	Prat.g_00001	Syan.g_01797
OG0000356	Prat.g_00002	Syan.g_01798
OG0000357	Prat.g_00003	Syan.g_01800
OG0000358	Prat.g_00007	Syan.g_01773
OG0000359	Prat.g_00008	Syan.g_01771
OG0000360	Prat.g_00009	Syan.g_01770
OG0000361	Prat.g_00010	Syan.g_01769
OG0000362	Prat.g_00013	Syan.g_01767
OG0000363	Prat.g_00015	Syan.g_01765
OG0000364	Prat.g_00016	Syan.g_01398
OG0000365	Prat.g_00021	Syan.g_01755
OG0000366	Prat.g_00022	Syan.g_01754
OG0000367	Prat.g_00023	Syan.g_01753
OG0000368	Prat.g_00025	Syan.g_01751
OG0000369	Prat.g_00026	Syan.g_01750
OG0000370	Prat.g_00027	Syan.g_01749
OG0000371	Prat.g_00034	Syan.g_01740
OG0000372	Prat.g_00036	Syan.g_01734
OG0000373	Prat.g_00037	Syan.g_01733
OG0000374	Prat.g_00038	Syan.g_01732
OG0000375	Prat.g_00042	Syan.g_01731
OG0000376	Prat.g_00044	Syan.g_01729
OG0000377	Prat.g_00048	Syan.g_01555
OG0000378	Prat.g_00052	Syan.g_01543
OG0000379	Prat.g_00055	Syan.g_01539
OG0000380	Prat.g_00062	Syan.g_02905
OG0000381	Prat.g_00067	Syan.g_02908
OG0000382	Prat.g_00079	Syan.g_02925
OG0000383	Prat.g_00081	Syan.g_02936
OG0000384	Prat.g_00082	Syan.g_02937
OG0000385	Prat.g_00083	Syan.g_02938
OG0000386	Prat.g_00084	Syan.g_02939
OG0000387	Prat.g_00096	Syan.g_00967
OG0000388	Prat.g_00100	Syan.g_02970
OG0000389	Prat.g_00103	Syan.g_02973
OG0000390	Prat.g_00112	Syan.g_02306
OG0000391	Prat.g_00115	Syan.g_02301
OG0000392	Prat.g_00118	Syan.g_02295
OG0000393	Prat.g_00122	Syan.g_02292
OG0000394	Prat.g_00123	Syan.g_02291
OG0000395	Prat.g_00124	Syan.g_02290
OG0000396	Prat.g_00126	Syan.g_02287
OG0000397	Prat.g_00128	Syan.g_02285
OG0000398	Prat.g_00131	Syan.g_02279
OG0000399	Prat.g_00132	Syan.g_02278
OG0000400	Prat.g_00133	Syan.g_02277
OG0000401	Prat.g_00134	Syan.g_02274
OG0000402	Prat.g_00601	Syan.g_02272
OG0000403	Prat.g_00136	Syan.g_02271
OG0000404	Prat.g_00137	Syan.g_02269
OG0000405	Prat.g_00141	Syan.g_03005
OG0000406	Prat.g_00146	Syan.g_03010
OG0000407	Prat.g_00147	Syan.g_03011
OG0000408	Prat.g_00149	Syan.g_03013
OG0000409	Prat.g_00151	Syan.g_03015
OG0000410	Prat.g_00152	Syan.g_03016
OG0000411	Prat.g_00153	Syan.g_03017
OG0000412	Prat.g_00154	Syan.g_03018
OG0000413	Prat.g_00156	Syan.g_03020
OG0000414	Prat.g_00157	Syan.g_03021
OG0000415	Prat.g_00158	Syan.g_03022
OG0000416	Prat.g_00159	Syan.g_03023
OG0000417	Prat.g_00160	Syan.g_03025
OG0000418	Prat.g_00165	Syan.g_03030
OG0000419	Prat.g_00167	Syan.g_03033
OG0000420	Prat.g_00169	Syan.g_03035
OG0000421	Prat.g_00174	Syan.g_03040
OG0000422	Prat.g_00175	Syan.g_03041
OG0000423	Prat.g_00176	Syan.g_03042
OG0000424	Prat.g_00177	Syan.g_03043
OG0000425	Prat.g_00178	Syan.g_03044
OG0000426	Prat.g_00179	Syan.g_03045
OG0000427	Prat.g_00180	Syan.g_03046
OG0000428	Prat.g_00182	Syan.g_03049
OG0000429	Prat.g_00183	Syan.g_03051
OG0000430	Prat.g_00184	Syan.g_03053
OG0000431	Prat.g_00186	Syan.g_03058
OG0000432	Prat.g_00190	Syan.g_03065
OG0000433	Prat.g_00191	Syan.g_03068
OG0000434	Prat.g_00192	Syan.g_03069
OG0000435	Prat.g_00193	Syan.g_03071
OG0000436	Prat.g_00198	Syan.g_03079
OG0000437	Prat.g_00199	Syan.g_03080
OG0000438	Prat.g_00200	Syan.g_03083
OG0000439	Prat.g_00202	Syan.g_03085
OG0000440	Prat.g_00203	Syan.g_03086
OG0000441	Prat.g_00206	Syan.g_03089
OG0000442	Prat.g_00207	Syan.g_03090
OG0000443	Prat.g_00208	Syan.g_03094
OG0000444	Prat.g_00213	Syan.g_03102
OG0000445	Prat.g_00214	Syan.g_03103
OG0000446	Prat.g_00215	Syan.g_03105
OG0000447	Prat.g_00216	Syan.g_03111
OG0000448	Prat.g_00217	Syan.g_03112
OG0000449	Prat.g_00218	Syan.g_03113
OG0000450	Prat.g_00219	Syan.g_01518
OG0000451	Prat.g_00220	Syan.g_01519
OG0000452	Prat.g_00223	Syan.g_01523
OG0000453	Prat.g_00224	Syan.g_01524
OG0000454	Prat.g_00225	Syan.g_01525
OG0000455	Prat.g_00226	Syan.g_01526
OG0000456	Prat.g_00227	Syan.g_01527
OG0000457	Prat.g_00229	Syan.g_01529
OG0000458	Prat.g_00230	Syan.g_01530
OG0000459	Prat.g_00231	Syan.g_01531
OG0000460	Prat.g_00240	Syan.g_02423
OG0000461	Prat.g_00249	Syan.g_02099
OG0000462	Prat.g_00250	Syan.g_02096
OG0000463	Prat.g_00251	Syan.g_02095
OG0000464	Prat.g_00252	Syan.g_02094
OG0000465	Prat.g_00253	Syan.g_02092
OG0000466	Prat.g_00256	Syan.g_02087
OG0000467	Prat.g_00257	Syan.g_02086
OG0000468	Prat.g_00260	Syan.g_02063
OG0000469	Prat.g_00269	Syan.g_02046
OG0000470	Prat.g_00271	Syan.g_02044
OG0000471	Prat.g_00272	Syan.g_02043
OG0000472	Prat.g_00273	Syan.g_02041
OG0000473	Prat.g_00275	Syan.g_02039
OG0000474	Prat.g_00276	Syan.g_02038
OG0000475	Prat.g_00277	Syan.g_02037
OG0000476	Prat.g_00279	Syan.g_02035
OG0000477	Prat.g_00282	Syan.g_02029
OG0000478	Prat.g_00283	Syan.g_02028
OG0000479	Prat.g_00284	Syan.g_02027
OG0000480	Prat.g_00290	Syan.g_02020
OG0000481	Prat.g_00292	Syan.g_00975
OG0000482	Prat.g_00293	Syan.g_02018
OG0000483	Prat.g_00296	Syan.g_02014
OG0000484	Prat.g_00297	Syan.g_02013
OG0000485	Prat.g_00298	Syan.g_02012
OG0000486	Prat.g_00299	Syan.g_02011
OG0000487	Prat.g_00303	Syan.g_02005
OG0000488	Prat.g_00306	Syan.g_02000
OG0000489	Prat.g_00311	Syan.g_01993
OG0000490	Prat.g_00315	Syan.g_01985
OG0000491	Prat.g_00316	Syan.g_01983
OG0000492	Prat.g_00318	Syan.g_01980
OG0000493	Prat.g_00319	Syan.g_01979
OG0000494	Prat.g_00320	Syan.g_01978
OG0000495	Prat.g_00321	Syan.g_01977
OG0000496	Prat.g_00322	Syan.g_01976
OG0000497	Prat.g_00323	Syan.g_01975
OG0000498	Prat.g_00324	Syan.g_01974
OG0000499	Prat.g_00325	Syan.g_01973
OG0000500	Prat.g_00326	Syan.g_01972
OG0000501	Prat.g_00328	Syan.g_01969
OG0000502	Prat.g_00331	Syan.g_01961
OG0000503	Prat.g_00348	Syan.g_02144
OG0000504	Prat.g_00350	Syan.g_02142
OG0000505	Prat.g_00351	Syan.g_02141
OG0000506	Prat.g_00352	Syan.g_02139
OG0000507	Prat.g_00355	Syan.g_02133
OG0000508	Prat.g_00359	Syan.g_02998
OG0000509	Prat.g_00361	Syan.g_02993
OG0000510	Prat.g_00362	Syan.g_02992
OG0000511	Prat.g_00363	Syan.g_02991
OG0000512	Prat.g_00365	Syan.g_02989
OG0000513	Prat.g_00373	Syan.g_02320
OG0000514	Prat.g_00390	Syan.g_02326
OG0000515	Prat.g_00391	Syan.g_02327
OG0000516	Prat.g_00392	Syan.g_02389
OG0000517	Prat.g_00395	Syan.g_02395
OG0000518	Prat.g_00407	Syan.g_01336
OG0000519	Prat.g_00408	Syan.g_01335
OG0000520	Prat.g_00410	Syan.g_01334
OG0000521	Prat.g_00415	Syan.g_02805
OG0000522	Prat.g_00417	Syan.g_02803
OG0000523	Prat.g_00418	Syan.g_02802
OG0000524	Prat.g_00424	Syan.g_02878
OG0000525	Prat.g_00428	Syan.g_02853
OG0000526	Prat.g_00429	Syan.g_02852
OG0000527	Prat.g_00432	Syan.g_02848
OG0000528	Prat.g_00438	Syan.g_02767
OG0000529	Prat.g_00441	Syan.g_02763
OG0000530	Prat.g_00444	Syan.g_02760
OG0000531	Prat.g_00445	Syan.g_02759
OG0000532	Prat.g_00447	Syan.g_02756
OG0000533	Prat.g_00448	Syan.g_02754
OG0000534	Prat.g_00449	Syan.g_02753
OG0000535	Prat.g_00450	Syan.g_02752
OG0000536	Prat.g_00451	Syan.g_02751
OG0000537	Prat.g_00453	Syan.g_02750
OG0000538	Prat.g_00463	Syan.g_02738
OG0000539	Prat.g_00464	Syan.g_02737
OG0000540	Prat.g_00465	Syan.g_02736
OG0000541	Prat.g_00466	Syan.g_02735
OG0000542	Prat.g_00468	Syan.g_02732
OG0000543	Prat.g_00470	Syan.g_02730
OG0000544	Prat.g_00471	Syan.g_02729
OG0000545	Prat.g_00473	Syan.g_02727
OG0000546	Prat.g_00476	Syan.g_02725
OG0000547	Prat.g_00478	Syan.g_02723
OG0000548	Prat.g_00479	Syan.g_02722
OG0000549	Prat.g_00482	Syan.g_01194
OG0000550	Prat.g_00486	Syan.g_01189
OG0000551	Prat.g_00489	Syan.g_01184
OG0000552	Prat.g_00490	Syan.g_01183
OG0000553	Prat.g_00491	Syan.g_01179
OG0000554	Prat.g_00496	Syan.g_01165
OG0000555	Prat.g_00503	Syan.g_00839
OG0000556	Prat.g_00505	Syan.g_00842
OG0000557	Prat.g_00506	Syan.g_00847
OG0000558	Prat.g_00508	Syan.g_00849
OG0000559	Prat.g_00512	Syan.g_00853
OG0000560	Prat.g_00516	Syan.g_00856
OG0000561	Prat.g_00517	Syan.g_00857
OG0000562	Prat.g_00518	Syan.g_00858
OG0000563	Prat.g_00519	Syan.g_00859
OG0000564	Prat.g_00520	Syan.g_00860
OG0000565	Prat.g_00523	Syan.g_00864
OG0000566	Prat.g_00527	Syan.g_00868
OG0000567	Prat.g_00531	Syan.g_00872
OG0000568	Prat.g_00532	Syan.g_00874
OG0000569	Prat.g_00533	Syan.g_00875
OG0000570	Prat.g_00534	Syan.g_00876
OG0000571	Prat.g_00537	Syan.g_00879
OG0000572	Prat.g_00549	Syan.g_00954
OG0000573	Prat.g_00554	Syan.g_00963
OG0000574	Prat.g_00555	Syan.g_00965
OG0000575	Prat.g_00559	Syan.g_01003
OG0000576	Prat.g_00561	Syan.g_01007
OG0000577	Prat.g_00562	Syan.g_01008
OG0000578	Prat.g_00563	Syan.g_01009
OG0000579	Prat.g_00564	Syan.g_01010
OG0000580	Prat.g_00565	Syan.g_01011
OG0000581	Prat.g_00568	Syan.g_01018
OG0000582	Prat.g_00571	Syan.g_01030
OG0000583	Prat.g_00572	Syan.g_01029
OG0000584	Prat.g_00573	Syan.g_01028
OG0000585	Prat.g_00575	Syan.g_01024
