Orthogroup	Prat	Syaa
OG0000140	Prat.g_00500	Syaa.g_01971
OG0000141	Prat.g_00570	Syaa.g_01689
OG0000142	Prat.g_01090	Syaa.g_01633
OG0000143	Prat.g_01086	Syaa.g_01629
OG0000144	Prat.g_01072	Syaa.g_01446
OG0000145	Prat.g_01472	Syaa.g_02029
OG0000146	Prat.g_00887	Syaa.g_01367
OG0000147	Prat.g_00886	Syaa.g_01368
OG0000148	Prat.g_01020	Syaa.g_01190
OG0000149	Prat.g_00991	Syaa.g_00826
OG0000150	Prat.g_00981	Syaa.g_01688
OG0000151	Prat.g_00726	Syaa.g_01107
OG0000152	Prat.g_00896, Prat.g_01277	Syaa.g_01357
OG0000153	Prat.g_00915	Syaa.g_01324
OG0000154	Prat.g_00934	Syaa.g_01298
OG0000155	Prat.g_01135	Syaa.g_00804
OG0000156	Prat.g_01238	Syaa.g_00751
OG0000157	Prat.g_01239	Syaa.g_00750
OG0000158	Prat.g_01769	Syaa.g_00148
OG0000160	Prat.g_01354	Syaa.g_01776
OG0000161	Prat.g_01360	Syaa.g_01782
OG0000162	Prat.g_01366	Syaa.g_01788
OG0000163	Prat.g_01409	Syaa.g_00624
OG0000164	Prat.g_01615	Syaa.g_00507
OG0000165	Prat.g_01623	Syaa.g_00681
OG0000166	Prat.g_01690	Syaa.g_02289
OG0000167	Prat.g_01759	Syaa.g_00160
OG0000168	Prat.g_01770	Syaa.g_00145
OG0000169	Prat.g_01781	Syaa.g_00134
OG0000170	Prat.g_01784	Syaa.g_00128
OG0000171	Prat.g_01804	Syaa.g_00093
OG0000172	Prat.g_01811	Syaa.g_00079
OG0000173	Prat.g_01826	Syaa.g_00060
OG0000174	Prat.g_01858	Syaa.g_02651
OG0000175	Prat.g_01870	Syaa.g_02726
OG0000176	Prat.g_00004	Syaa.g_00004
OG0000177	Prat.g_00005	Syaa.g_00005
OG0000178	Prat.g_00006	Syaa.g_00006
OG0000179	Prat.g_00017	Syaa.g_00023
OG0000180	Prat.g_00018	Syaa.g_00024
OG0000181	Prat.g_00019	Syaa.g_00025
OG0000182	Prat.g_00020	Syaa.g_00026
OG0000183	Prat.g_01314, Prat.g_00024	Syaa.g_00030
OG0000184	Prat.g_00051	Syaa.g_02578
OG0000185	Prat.g_00054	Syaa.g_02575
OG0000186	Prat.g_00060	Syaa.g_00359
OG0000187	Prat.g_00061	Syaa.g_00358
OG0000188	Prat.g_00080	Syaa.g_00334
OG0000189	Prat.g_00093	Syaa.g_02367
OG0000190	Prat.g_00094	Syaa.g_02369
OG0000191	Prat.g_00116	Syaa.g_02404
OG0000192	Prat.g_00121	Syaa.g_02410
OG0000193	Prat.g_00145	Syaa.g_02449
OG0000194	Prat.g_00148	Syaa.g_02452
OG0000195	Prat.g_00150	Syaa.g_02459
OG0000196	Prat.g_00161	Syaa.g_02469
OG0000197	Prat.g_00162	Syaa.g_02470
OG0000198	Prat.g_00163	Syaa.g_02471
OG0000199	Prat.g_00171	Syaa.g_02479
OG0000200	Prat.g_00185	Syaa.g_02496
OG0000201	Prat.g_00194	Syaa.g_02521
OG0000202	Prat.g_00195	Syaa.g_02522
OG0000203	Prat.g_00196	Syaa.g_02523
OG0000204	Prat.g_00197	Syaa.g_02524
OG0000205	Prat.g_00204	Syaa.g_02531
OG0000206	Prat.g_00209	Syaa.g_02538
OG0000207	Prat.g_00211	Syaa.g_02540
OG0000208	Prat.g_00212	Syaa.g_02541
OG0000209	Prat.g_00221	Syaa.g_02556
OG0000210	Prat.g_00222	Syaa.g_02557
OG0000211	Prat.g_00238	Syaa.g_02113
OG0000212	Prat.g_00246	Syaa.g_02102
OG0000213	Prat.g_00264	Syaa.g_00295
OG0000214	Prat.g_00274	Syaa.g_00279
OG0000215	Prat.g_00300	Syaa.g_00248
OG0000216	Prat.g_00302	Syaa.g_00244
OG0000217	Prat.g_00305	Syaa.g_00240
OG0000218	Prat.g_00307	Syaa.g_00238
OG0000219	Prat.g_00308	Syaa.g_00237
OG0000220	Prat.g_00309	Syaa.g_00236
OG0000221	Prat.g_00310	Syaa.g_00229
OG0000222	Prat.g_00317	Syaa.g_00215
OG0000223	Prat.g_00330	Syaa.g_00192
OG0000224	Prat.g_00332	Syaa.g_00183
OG0000225	Prat.g_00360	Syaa.g_02166
OG0000226	Prat.g_00364	Syaa.g_02162
OG0000227	Prat.g_00366	Syaa.g_02160
OG0000228	Prat.g_00369	Syaa.g_02150
OG0000229	Prat.g_00396	Syaa.g_00703
OG0000230	Prat.g_00398	Syaa.g_00705
OG0000231	Prat.g_00411	Syaa.g_00717
OG0000232	Prat.g_00419	Syaa.g_01858
OG0000233	Prat.g_00426	Syaa.g_01853
OG0000234	Prat.g_00435	Syaa.g_01841
OG0000235	Prat.g_00439	Syaa.g_02052
OG0000236	Prat.g_00454	Syaa.g_02037
OG0000237	Prat.g_00469	Syaa.g_02020
OG0000238	Prat.g_00475	Syaa.g_02015
OG0000239	Prat.g_00487	Syaa.g_01996
OG0000240	Prat.g_00488	Syaa.g_01995
OG0000241	Prat.g_00492	Syaa.g_01644
OG0000242	Prat.g_00494	Syaa.g_01982
OG0000243	Prat.g_00504	Syaa.g_01960
OG0000244	Prat.g_00507	Syaa.g_01954
OG0000245	Prat.g_00509	Syaa.g_01952
OG0000246	Prat.g_00514, Prat.g_00513	Syaa.g_01948
OG0000247	Prat.g_00525	Syaa.g_01937
OG0000248	Prat.g_00528	Syaa.g_01934
OG0000249	Prat.g_00530	Syaa.g_01932
OG0000250	Prat.g_00536	Syaa.g_01922
OG0000251	Prat.g_00553	Syaa.g_01897
OG0000252	Prat.g_00556	Syaa.g_01894
OG0000253	Prat.g_00557	Syaa.g_01893
OG0000254	Prat.g_00574	Syaa.g_01684
OG0000255	Prat.g_00581	Syaa.g_01668
OG0000256	Prat.g_00591	Syaa.g_01651
OG0000257	Prat.g_01097	Syaa.g_01645
OG0000258	Prat.g_01081	Syaa.g_01624
OG0000259	Prat.g_01064	Syaa.g_01063
OG0000260	Prat.g_01061	Syaa.g_01066
OG0000261	Prat.g_01058	Syaa.g_01069
OG0000262	Prat.g_01054	Syaa.g_01074
OG0000263	Prat.g_00754	Syaa.g_00989
OG0000264	Prat.g_00765	Syaa.g_00910
OG0000265	Prat.g_00788	Syaa.g_00931, Syaa.g_01498
OG0000266	Prat.g_00801	Syaa.g_01257, Syaa.g_01258
OG0000267	Prat.g_00814	Syaa.g_01409
OG0000268	Prat.g_00815	Syaa.g_01408
OG0000269	Prat.g_01042	Syaa.g_01149
OG0000270	Prat.g_01039	Syaa.g_01152
OG0000271	Prat.g_01031	Syaa.g_01160
OG0000272	Prat.g_01030	Syaa.g_01161
OG0000273	Prat.g_01007	Syaa.g_00844
OG0000274	Prat.g_01006	Syaa.g_00843
OG0000275	Prat.g_01004	Syaa.g_00840
OG0000276	Prat.g_00999	Syaa.g_00834
OG0000277	Prat.g_00998	Syaa.g_00833
OG0000278	Prat.g_00995	Syaa.g_00830
OG0000279	Prat.g_00988	Syaa.g_00822
OG0000280	Prat.g_00987	Syaa.g_00815
OG0000282	Prat.g_00718	Syaa.g_01096
OG0000283	Prat.g_00868	Syaa.g_01396
OG0000284	Prat.g_00873	Syaa.g_01390
OG0000285	Prat.g_00879	Syaa.g_01377
OG0000286	Prat.g_00895	Syaa.g_01358
OG0000288	Prat.g_00933	Syaa.g_01299
OG0000289	Prat.g_00948	Syaa.g_01285
OG0000290	Prat.g_00962	Syaa.g_00875
OG0000291	Prat.g_00964	Syaa.g_00877
OG0000292	Prat.g_01208	Syaa.g_02751
OG0000293	Prat.g_01165	Syaa.g_00758
OG0000294	Prat.g_01164	Syaa.g_00759
OG0000295	Prat.g_01142	Syaa.g_00796
OG0000296	Prat.g_01140	Syaa.g_00798
OG0000297	Prat.g_01131	Syaa.g_01021
OG0000298	Prat.g_01130	Syaa.g_01010
OG0000299	Prat.g_01112	Syaa.g_00982
OG0000300	Prat.g_01108	Syaa.g_00976
OG0000301	Prat.g_01107	Syaa.g_00975
OG0000302	Prat.g_01105	Syaa.g_00972
OG0000303	Prat.g_01099	Syaa.g_00963
OG0000304	Prat.g_00595	Syaa.g_00957
OG0000305	Prat.g_01200	Syaa.g_00881
OG0000306	Prat.g_00976	Syaa.g_00807
OG0000307	Prat.g_01300	Syaa.g_02068
OG0000308	Prat.g_01301	Syaa.g_02070
OG0000309	Prat.g_01305	Syaa.g_02075
OG0000310	Prat.g_01336	Syaa.g_01752
OG0000311	Prat.g_01338	Syaa.g_01757
OG0000312	Prat.g_01341	Syaa.g_01762
OG0000313	Prat.g_01357	Syaa.g_01779
OG0000314	Prat.g_01382	Syaa.g_01806
OG0000315	Prat.g_01392	Syaa.g_01816
OG0000316	Prat.g_01420	Syaa.g_00598
OG0000317	Prat.g_01589	Syaa.g_00556
OG0000318	Prat.g_01593	Syaa.g_00550
OG0000319	Prat.g_01605	Syaa.g_00532
OG0000320	Prat.g_01607	Syaa.g_00530
OG0000321	Prat.g_01608	Syaa.g_00529
OG0000322	Prat.g_01609	Syaa.g_00528
OG0000323	Prat.g_01618	Syaa.g_00496
OG0000324	Prat.g_01647	Syaa.g_00653
OG0000325	Prat.g_01657	Syaa.g_02350
OG0000326	Prat.g_01664	Syaa.g_02343
OG0000327	Prat.g_01685	Syaa.g_02294
OG0000328	Prat.g_01686	Syaa.g_02293
OG0000329	Prat.g_01703	Syaa.g_02275
OG0000330	Prat.g_01704	Syaa.g_02274
OG0000331	Prat.g_01705	Syaa.g_02273
OG0000332	Prat.g_01718	Syaa.g_02258
OG0000333	Prat.g_01720	Syaa.g_02255
OG0000334	Prat.g_01729	Syaa.g_02246
OG0000335	Prat.g_01734	Syaa.g_02241
OG0000336	Prat.g_01738	Syaa.g_02237
OG0000337	Prat.g_01756	Syaa.g_00167
OG0000338	Prat.g_01757	Syaa.g_00162
OG0000339	Prat.g_01762	Syaa.g_00156
OG0000340	Prat.g_01771	Syaa.g_00144
OG0000341	Prat.g_01773	Syaa.g_00142
OG0000342	Prat.g_01775	Syaa.g_00141
OG0000343	Prat.g_01776	Syaa.g_00140
OG0000344	Prat.g_01779	Syaa.g_00136
OG0000345	Prat.g_01785	Syaa.g_00127
OG0000346	Prat.g_01789	Syaa.g_00122
OG0000347	Prat.g_01806	Syaa.g_00088
OG0000348	Prat.g_01814	Syaa.g_00071
OG0000349	Prat.g_01832	Syaa.g_00053
OG0000350	Prat.g_01853	Syaa.g_02336
OG0000351	Prat.g_01873	Syaa.g_02730
OG0000352	Prat.g_01874	Syaa.g_02731
OG0000353	Prat.g_01892	Syaa.g_02757
OG0000354	Prat.g_00845	Syaa.g_00019, Syaa.g_00020
OG0000355	Prat.g_00001	Syaa.g_00001
OG0000356	Prat.g_00002	Syaa.g_00002
OG0000357	Prat.g_00003	Syaa.g_00003
OG0000358	Prat.g_00007	Syaa.g_00007
OG0000359	Prat.g_00008	Syaa.g_00009
OG0000360	Prat.g_00009	Syaa.g_00010
OG0000361	Prat.g_00010	Syaa.g_00011
OG0000362	Prat.g_00013	Syaa.g_00013
OG0000363	Prat.g_00015	Syaa.g_00015
OG0000364	Prat.g_00016	Syaa.g_00016
OG0000365	Prat.g_00021	Syaa.g_00027
OG0000366	Prat.g_00022	Syaa.g_00028
OG0000367	Prat.g_00023	Syaa.g_00029
OG0000368	Prat.g_00025	Syaa.g_00031
OG0000369	Prat.g_00026	Syaa.g_00032
OG0000370	Prat.g_00027	Syaa.g_00033
OG0000371	Prat.g_00034	Syaa.g_00041
OG0000372	Prat.g_00036	Syaa.g_00046
OG0000373	Prat.g_00037	Syaa.g_00047
OG0000374	Prat.g_00038	Syaa.g_00048
OG0000375	Prat.g_00042	Syaa.g_00049
OG0000376	Prat.g_00044	Syaa.g_00051
OG0000377	Prat.g_00048	Syaa.g_02585
OG0000378	Prat.g_00052	Syaa.g_02577
OG0000379	Prat.g_00055	Syaa.g_02574
OG0000380	Prat.g_00062	Syaa.g_00357
OG0000381	Prat.g_00067	Syaa.g_00353
OG0000382	Prat.g_00079	Syaa.g_00335
OG0000383	Prat.g_00081	Syaa.g_00333
OG0000384	Prat.g_00082	Syaa.g_00332
OG0000385	Prat.g_00083	Syaa.g_00331
OG0000386	Prat.g_00084	Syaa.g_00330
OG0000387	Prat.g_00096	Syaa.g_02371
OG0000388	Prat.g_00100	Syaa.g_02375
OG0000389	Prat.g_00103	Syaa.g_02379
OG0000390	Prat.g_00112	Syaa.g_02398
OG0000391	Prat.g_00115	Syaa.g_02403
OG0000392	Prat.g_00118	Syaa.g_02409
OG0000393	Prat.g_00122	Syaa.g_02412
OG0000394	Prat.g_00123	Syaa.g_02413
OG0000395	Prat.g_00124	Syaa.g_02414
OG0000396	Prat.g_00126	Syaa.g_02417
OG0000397	Prat.g_00128	Syaa.g_02419
OG0000398	Prat.g_00131	Syaa.g_02424
OG0000399	Prat.g_00132	Syaa.g_02425
OG0000400	Prat.g_00133	Syaa.g_02426
OG0000401	Prat.g_00134	Syaa.g_02427
OG0000402	Prat.g_00601	Syaa.g_02429
OG0000403	Prat.g_00136	Syaa.g_02430
OG0000404	Prat.g_00137	Syaa.g_02431
OG0000405	Prat.g_00141	Syaa.g_02446
OG0000406	Prat.g_00146	Syaa.g_02450
OG0000407	Prat.g_00147	Syaa.g_02451
OG0000408	Prat.g_00149	Syaa.g_02458
OG0000409	Prat.g_00151	Syaa.g_02460
OG0000410	Prat.g_00152	Syaa.g_02461
OG0000411	Prat.g_00153	Syaa.g_02462
OG0000412	Prat.g_00154	Syaa.g_02463
OG0000413	Prat.g_00156	Syaa.g_02465
OG0000415	Prat.g_00158	Syaa.g_02466
OG0000416	Prat.g_00159	Syaa.g_02467
OG0000417	Prat.g_00160	Syaa.g_02468
OG0000418	Prat.g_00165	Syaa.g_02473
OG0000419	Prat.g_00167	Syaa.g_02475
OG0000420	Prat.g_00169	Syaa.g_02477
OG0000421	Prat.g_00174	Syaa.g_02482
OG0000422	Prat.g_00175	Syaa.g_02483
OG0000423	Prat.g_00176	Syaa.g_02484
OG0000424	Prat.g_00177	Syaa.g_02485
OG0000425	Prat.g_00178	Syaa.g_02486
OG0000426	Prat.g_00179	Syaa.g_02487
OG0000427	Prat.g_00180	Syaa.g_02488
OG0000428	Prat.g_00182	Syaa.g_02491
OG0000429	Prat.g_00183	Syaa.g_02493
OG0000430	Prat.g_00184	Syaa.g_02495
OG0000431	Prat.g_00186	Syaa.g_02498
OG0000432	Prat.g_00190	Syaa.g_02504
OG0000433	Prat.g_00191	Syaa.g_02513
OG0000434	Prat.g_00192	Syaa.g_02514
OG0000435	Prat.g_00193	Syaa.g_02516
OG0000436	Prat.g_00198	Syaa.g_02525
OG0000437	Prat.g_00199	Syaa.g_02526
OG0000438	Prat.g_00200	Syaa.g_02527
OG0000439	Prat.g_00202	Syaa.g_02529
OG0000440	Prat.g_00203	Syaa.g_02530
OG0000441	Prat.g_00206	Syaa.g_02534
OG0000442	Prat.g_00207	Syaa.g_02535
OG0000443	Prat.g_00208	Syaa.g_02536
OG0000444	Prat.g_00213	Syaa.g_02542
OG0000445	Prat.g_00214	Syaa.g_02543
OG0000446	Prat.g_00215	Syaa.g_02545
OG0000447	Prat.g_00216	Syaa.g_02548
OG0000448	Prat.g_00217	Syaa.g_02549
OG0000449	Prat.g_00218	Syaa.g_02550
OG0000450	Prat.g_00219	Syaa.g_02553
OG0000451	Prat.g_00220	Syaa.g_02554
OG0000452	Prat.g_00223	Syaa.g_02558
OG0000453	Prat.g_00224	Syaa.g_02559
OG0000454	Prat.g_00225	Syaa.g_02560
OG0000455	Prat.g_00226	Syaa.g_02561
OG0000456	Prat.g_00227	Syaa.g_02562
OG0000457	Prat.g_00229	Syaa.g_02564
OG0000458	Prat.g_00230	Syaa.g_02565
OG0000459	Prat.g_00231	Syaa.g_02566
OG0000460	Prat.g_00240	Syaa.g_02111
OG0000461	Prat.g_00249	Syaa.g_00318
OG0000462	Prat.g_00250	Syaa.g_00315
OG0000463	Prat.g_00251	Syaa.g_00314
OG0000464	Prat.g_00252	Syaa.g_00313
OG0000465	Prat.g_00253	Syaa.g_00311
OG0000466	Prat.g_00256	Syaa.g_00306
OG0000467	Prat.g_00257	Syaa.g_00304
OG0000468	Prat.g_00260	Syaa.g_00299
OG0000469	Prat.g_00269	Syaa.g_00285
OG0000470	Prat.g_00271	Syaa.g_00283
OG0000471	Prat.g_00272	Syaa.g_00282
OG0000472	Prat.g_00273	Syaa.g_00280
OG0000473	Prat.g_00275	Syaa.g_00278
OG0000474	Prat.g_00276	Syaa.g_00277
OG0000475	Prat.g_00277	Syaa.g_00276
OG0000476	Prat.g_00279	Syaa.g_00274
OG0000477	Prat.g_00282	Syaa.g_00268
OG0000478	Prat.g_00283	Syaa.g_00267
OG0000479	Prat.g_00284	Syaa.g_00266
OG0000480	Prat.g_00290	Syaa.g_00259
OG0000481	Prat.g_00292	Syaa.g_00257
OG0000482	Prat.g_00293	Syaa.g_00256
OG0000483	Prat.g_00296	Syaa.g_00252
OG0000484	Prat.g_00297	Syaa.g_00251
OG0000485	Prat.g_00298	Syaa.g_00250
OG0000486	Prat.g_00299	Syaa.g_00249
OG0000487	Prat.g_00303	Syaa.g_00243
OG0000488	Prat.g_00306	Syaa.g_00239
OG0000489	Prat.g_00311	Syaa.g_00228
OG0000490	Prat.g_00315	Syaa.g_00220
OG0000491	Prat.g_00316	Syaa.g_00218
OG0000492	Prat.g_00318	Syaa.g_00214
OG0000493	Prat.g_00319	Syaa.g_00213
OG0000494	Prat.g_00320	Syaa.g_00212
OG0000495	Prat.g_00321	Syaa.g_00211
OG0000496	Prat.g_00322	Syaa.g_00210
OG0000497	Prat.g_00323	Syaa.g_00209
OG0000498	Prat.g_00324	Syaa.g_00208
OG0000499	Prat.g_00325	Syaa.g_00207
OG0000500	Prat.g_00326	Syaa.g_00206
OG0000501	Prat.g_00328	Syaa.g_00203
OG0000502	Prat.g_00331	Syaa.g_00190
OG0000503	Prat.g_00348	Syaa.g_02182
OG0000504	Prat.g_00350	Syaa.g_02180
OG0000505	Prat.g_00351	Syaa.g_02179
OG0000506	Prat.g_00352	Syaa.g_02177
OG0000507	Prat.g_00355	Syaa.g_02171
OG0000508	Prat.g_00359	Syaa.g_02167
OG0000509	Prat.g_00361	Syaa.g_02165
OG0000510	Prat.g_00362	Syaa.g_02164
OG0000511	Prat.g_00363	Syaa.g_02163
OG0000512	Prat.g_00365	Syaa.g_02161
OG0000513	Prat.g_00373	Syaa.g_02145
OG0000514	Prat.g_00390	Syaa.g_02118
OG0000515	Prat.g_00391	Syaa.g_02117
OG0000516	Prat.g_00392	Syaa.g_00698
OG0000517	Prat.g_00395	Syaa.g_00702
OG0000518	Prat.g_00407	Syaa.g_00714
OG0000519	Prat.g_00408	Syaa.g_00715
OG0000520	Prat.g_00410	Syaa.g_00716
OG0000521	Prat.g_00415	Syaa.g_01864
OG0000522	Prat.g_00417	Syaa.g_01862
OG0000523	Prat.g_00418	Syaa.g_01859
OG0000524	Prat.g_00424	Syaa.g_01856
OG0000525	Prat.g_00428	Syaa.g_01851
OG0000526	Prat.g_00429	Syaa.g_01848
OG0000527	Prat.g_00432	Syaa.g_01844
OG0000528	Prat.g_00438	Syaa.g_02054
OG0000529	Prat.g_00441	Syaa.g_02050
OG0000530	Prat.g_00444	Syaa.g_02047
OG0000531	Prat.g_00445	Syaa.g_02046
OG0000532	Prat.g_00447	Syaa.g_02043
OG0000533	Prat.g_00448	Syaa.g_02042
OG0000534	Prat.g_00449	Syaa.g_02041
OG0000535	Prat.g_00450	Syaa.g_02040
OG0000536	Prat.g_00451	Syaa.g_02039
OG0000537	Prat.g_00453	Syaa.g_02038
OG0000538	Prat.g_00463	Syaa.g_02027
OG0000539	Prat.g_00464	Syaa.g_02026
OG0000540	Prat.g_00465	Syaa.g_02025
OG0000541	Prat.g_00466	Syaa.g_02024
OG0000542	Prat.g_00468	Syaa.g_02021
OG0000543	Prat.g_00470	Syaa.g_02019
OG0000544	Prat.g_00471	Syaa.g_02018
OG0000545	Prat.g_00473	Syaa.g_02016
OG0000546	Prat.g_00476	Syaa.g_02014
OG0000547	Prat.g_00478	Syaa.g_02012
OG0000548	Prat.g_00479	Syaa.g_02011
OG0000549	Prat.g_00482	Syaa.g_02003
OG0000550	Prat.g_00486	Syaa.g_01998
OG0000551	Prat.g_00489	Syaa.g_01993
OG0000552	Prat.g_00490	Syaa.g_01992
OG0000553	Prat.g_00491	Syaa.g_01990
OG0000554	Prat.g_00496	Syaa.g_01979
OG0000555	Prat.g_00503	Syaa.g_01961
OG0000556	Prat.g_00505	Syaa.g_01957
OG0000557	Prat.g_00506	Syaa.g_01955
OG0000558	Prat.g_00508	Syaa.g_01953
OG0000559	Prat.g_00512	Syaa.g_01949
OG0000560	Prat.g_00516	Syaa.g_01946
OG0000561	Prat.g_00517	Syaa.g_01945
OG0000562	Prat.g_00518	Syaa.g_01944
OG0000563	Prat.g_00519	Syaa.g_01943
