Orthogroup	Prat	Prbl
OG0000320	Prat.g_01607	Prbl.g_00374
OG0000321	Prat.g_01608	Prbl.g_00373
OG0000322	Prat.g_01609	Prbl.g_00372
OG0000323	Prat.g_01618	Prbl.g_00361
OG0000324	Prat.g_01647	Prbl.g_00332
OG0000325	Prat.g_01657	Prbl.g_02683
OG0000326	Prat.g_01664	Prbl.g_01059
OG0000327	Prat.g_01685	Prbl.g_00957
OG0000328	Prat.g_01686	Prbl.g_00958
OG0000329	Prat.g_01703	Prbl.g_00975
OG0000330	Prat.g_01704	Prbl.g_00976
OG0000331	Prat.g_01705	Prbl.g_00977
OG0000332	Prat.g_01718	Prbl.g_00992
OG0000333	Prat.g_01720	Prbl.g_00994
OG0000334	Prat.g_01729	Prbl.g_01131
OG0000335	Prat.g_01734	Prbl.g_01136
OG0000336	Prat.g_01738	Prbl.g_01140
OG0000337	Prat.g_01756	Prbl.g_00863
OG0000338	Prat.g_01757	Prbl.g_00859
OG0000339	Prat.g_01762	Prbl.g_00853
OG0000340	Prat.g_01771	Prbl.g_00841
OG0000341	Prat.g_01773	Prbl.g_00839
OG0000342	Prat.g_01775	Prbl.g_00838
OG0000343	Prat.g_01776	Prbl.g_01307
OG0000344	Prat.g_01779	Prbl.g_01304
OG0000345	Prat.g_01785	Prbl.g_01289
OG0000346	Prat.g_01789	Prbl.g_01284
OG0000347	Prat.g_01806	Prbl.g_02053
OG0000348	Prat.g_01814	Prbl.g_02016
OG0000349	Prat.g_01832	Prbl.g_01992
OG0000350	Prat.g_01853	Prbl.g_02195
OG0000351	Prat.g_01873	Prbl.g_02147
OG0000352	Prat.g_01874	Prbl.g_02146
OG0000353	Prat.g_01892	Prbl.g_02122
OG0000354	Prat.g_00845	Prbl.g_01959
OG0000355	Prat.g_00001	Prbl.g_02120
OG0000356	Prat.g_00002	Prbl.g_02119
OG0000357	Prat.g_00003	Prbl.g_02118
OG0000358	Prat.g_00007	Prbl.g_02114
OG0000359	Prat.g_00008	Prbl.g_02112
OG0000360	Prat.g_00009	Prbl.g_02111
OG0000361	Prat.g_00010	Prbl.g_02110
OG0000362	Prat.g_00013	Prbl.g_02108
OG0000363	Prat.g_00015	Prbl.g_01955
OG0000364	Prat.g_00016	Prbl.g_01956
OG0000365	Prat.g_00021	Prbl.g_01965
OG0000366	Prat.g_00022	Prbl.g_01966
OG0000367	Prat.g_00023	Prbl.g_01967
OG0000368	Prat.g_00025	Prbl.g_01969
OG0000369	Prat.g_00026	Prbl.g_01970
OG0000370	Prat.g_00027	Prbl.g_01971
OG0000371	Prat.g_00034	Prbl.g_01980
OG0000372	Prat.g_00036	Prbl.g_01985
OG0000373	Prat.g_00037	Prbl.g_01986
OG0000374	Prat.g_00038	Prbl.g_01987
OG0000375	Prat.g_00042	Prbl.g_01988
OG0000376	Prat.g_00044	Prbl.g_01990
OG0000377	Prat.g_00048	Prbl.g_02244
OG0000378	Prat.g_00052	Prbl.g_02258
OG0000379	Prat.g_00055	Prbl.g_02274
OG0000380	Prat.g_00062	Prbl.g_00612
OG0000381	Prat.g_00067	Prbl.g_00607
OG0000382	Prat.g_00079	Prbl.g_00592
OG0000383	Prat.g_00081	Prbl.g_00590
OG0000384	Prat.g_00082	Prbl.g_00589
OG0000385	Prat.g_00083	Prbl.g_00588
OG0000386	Prat.g_00084	Prbl.g_00587
OG0000387	Prat.g_00096	Prbl.g_00561
OG0000388	Prat.g_00100	Prbl.g_00557
OG0000389	Prat.g_00103	Prbl.g_00553
OG0000390	Prat.g_00112	Prbl.g_01331
OG0000391	Prat.g_00115	Prbl.g_01326
OG0000392	Prat.g_00118	Prbl.g_01320
OG0000393	Prat.g_00122	Prbl.g_01315
OG0000394	Prat.g_00123	Prbl.g_01314
OG0000395	Prat.g_00124	Prbl.g_01313
OG0000396	Prat.g_00126	Prbl.g_00827
OG0000397	Prat.g_00128	Prbl.g_00825
OG0000398	Prat.g_00131	Prbl.g_00820
OG0000399	Prat.g_00132	Prbl.g_00819
OG0000400	Prat.g_00133	Prbl.g_00818
OG0000401	Prat.g_00134	Prbl.g_00817
OG0000402	Prat.g_00601	Prbl.g_00815
OG0000403	Prat.g_00136	Prbl.g_00814
OG0000404	Prat.g_00137	Prbl.g_00812
OG0000405	Prat.g_00141	Prbl.g_00305
OG0000406	Prat.g_00146	Prbl.g_00301
OG0000407	Prat.g_00147	Prbl.g_00300
OG0000408	Prat.g_00149	Prbl.g_00298
OG0000409	Prat.g_00151	Prbl.g_00296
OG0000410	Prat.g_00152	Prbl.g_00295
OG0000411	Prat.g_00153	Prbl.g_00294
OG0000412	Prat.g_00154	Prbl.g_00293
OG0000413	Prat.g_00156	Prbl.g_00291
OG0000414	Prat.g_00157	Prbl.g_00290
OG0000415	Prat.g_00158	Prbl.g_00289
OG0000416	Prat.g_00159	Prbl.g_00288
OG0000417	Prat.g_00160	Prbl.g_00287
OG0000418	Prat.g_00165	Prbl.g_00282
OG0000419	Prat.g_00167	Prbl.g_00280
OG0000420	Prat.g_00169	Prbl.g_00279
OG0000421	Prat.g_00174	Prbl.g_00275
OG0000422	Prat.g_00175	Prbl.g_00274
OG0000423	Prat.g_00176	Prbl.g_00273
OG0000424	Prat.g_00177	Prbl.g_00272
OG0000425	Prat.g_00178	Prbl.g_00271
OG0000426	Prat.g_00179	Prbl.g_00270
OG0000427	Prat.g_00180	Prbl.g_00269
OG0000428	Prat.g_00182	Prbl.g_02377
OG0000429	Prat.g_00183	Prbl.g_00066
OG0000430	Prat.g_00184	Prbl.g_00068
OG0000431	Prat.g_00186	Prbl.g_00072
OG0000432	Prat.g_00190	Prbl.g_00079
OG0000433	Prat.g_00191	Prbl.g_00082
OG0000434	Prat.g_00192	Prbl.g_00083
OG0000435	Prat.g_00193	Prbl.g_00086
OG0000436	Prat.g_00198	Prbl.g_00092
OG0000437	Prat.g_00199	Prbl.g_00093
OG0000438	Prat.g_00200	Prbl.g_00094
OG0000439	Prat.g_00202	Prbl.g_00096
OG0000440	Prat.g_00203	Prbl.g_00097
OG0000441	Prat.g_00206	Prbl.g_00104
OG0000442	Prat.g_00207	Prbl.g_00105
OG0000443	Prat.g_00208	Prbl.g_01283
OG0000444	Prat.g_00213	Prbl.g_00127
OG0000445	Prat.g_00214	Prbl.g_00126
OG0000446	Prat.g_00215	Prbl.g_00124
OG0000447	Prat.g_00216	Prbl.g_01244
OG0000448	Prat.g_00217	Prbl.g_01245
OG0000449	Prat.g_00218	Prbl.g_01246
OG0000450	Prat.g_00219	Prbl.g_01252
OG0000451	Prat.g_00220	Prbl.g_01253
OG0000452	Prat.g_00223	Prbl.g_01258
OG0000453	Prat.g_00224	Prbl.g_01259
OG0000454	Prat.g_00225	Prbl.g_01260
OG0000455	Prat.g_00226	Prbl.g_01261
OG0000456	Prat.g_00227	Prbl.g_01262
OG0000457	Prat.g_00229	Prbl.g_01264
OG0000458	Prat.g_00230	Prbl.g_01265
OG0000459	Prat.g_00231	Prbl.g_01266
OG0000460	Prat.g_00240	Prbl.g_01923
OG0000461	Prat.g_00249	Prbl.g_02679
OG0000462	Prat.g_00250	Prbl.g_02666
OG0000463	Prat.g_00251	Prbl.g_01516
OG0000464	Prat.g_00252	Prbl.g_01515
OG0000465	Prat.g_00253	Prbl.g_01513
OG0000466	Prat.g_00256	Prbl.g_01508
OG0000467	Prat.g_00257	Prbl.g_01506
OG0000468	Prat.g_00260	Prbl.g_01499
OG0000469	Prat.g_00269	Prbl.g_01486
OG0000470	Prat.g_00271	Prbl.g_01473
OG0000471	Prat.g_00272	Prbl.g_01472
OG0000472	Prat.g_00273	Prbl.g_01470
OG0000473	Prat.g_00275	Prbl.g_01468
OG0000474	Prat.g_00276	Prbl.g_01467
OG0000475	Prat.g_00277	Prbl.g_01466
OG0000476	Prat.g_00279	Prbl.g_01464
OG0000477	Prat.g_00282	Prbl.g_01459
OG0000478	Prat.g_00283	Prbl.g_01458
OG0000479	Prat.g_00284	Prbl.g_01457
OG0000480	Prat.g_00290	Prbl.g_01450
OG0000481	Prat.g_00292	Prbl.g_01448
OG0000482	Prat.g_00293	Prbl.g_01447
OG0000483	Prat.g_00296	Prbl.g_01443
OG0000484	Prat.g_00297	Prbl.g_01442
OG0000485	Prat.g_00298	Prbl.g_01441
OG0000486	Prat.g_00299	Prbl.g_01440
OG0000487	Prat.g_00303	Prbl.g_01435
OG0000488	Prat.g_00306	Prbl.g_01431
OG0000489	Prat.g_00311	Prbl.g_01420
OG0000490	Prat.g_00315	Prbl.g_01414
OG0000491	Prat.g_00316	Prbl.g_01413
OG0000492	Prat.g_00318	Prbl.g_00909
OG0000493	Prat.g_00319	Prbl.g_00908
OG0000494	Prat.g_00320	Prbl.g_00907
OG0000495	Prat.g_00321	Prbl.g_00906
OG0000496	Prat.g_00322	Prbl.g_00905
OG0000497	Prat.g_00323	Prbl.g_00904
OG0000498	Prat.g_00324	Prbl.g_00903
OG0000499	Prat.g_00325	Prbl.g_00902
OG0000500	Prat.g_00326	Prbl.g_00901
OG0000501	Prat.g_00328	Prbl.g_00898
OG0000502	Prat.g_00331	Prbl.g_00886
OG0000503	Prat.g_00348	Prbl.g_01201
OG0000504	Prat.g_00350	Prbl.g_01203
OG0000505	Prat.g_00351	Prbl.g_01204
OG0000506	Prat.g_00352	Prbl.g_01206
OG0000507	Prat.g_00355	Prbl.g_01210
OG0000508	Prat.g_00359	Prbl.g_01217
OG0000509	Prat.g_00361	Prbl.g_01219
OG0000510	Prat.g_00362	Prbl.g_01220
OG0000511	Prat.g_00363	Prbl.g_01221
OG0000512	Prat.g_00365	Prbl.g_01223
OG0000513	Prat.g_00373	Prbl.g_02678
OG0000514	Prat.g_00390	Prbl.g_00676
OG0000515	Prat.g_00391	Prbl.g_00675
OG0000516	Prat.g_00392	Prbl.g_00663
OG0000517	Prat.g_00395	Prbl.g_00653
OG0000518	Prat.g_00407	Prbl.g_00641
OG0000519	Prat.g_00408	Prbl.g_00640
OG0000520	Prat.g_00410	Prbl.g_00639
OG0000521	Prat.g_00415	Prbl.g_00625
OG0000522	Prat.g_00417	Prbl.g_00623
OG0000523	Prat.g_00418	Prbl.g_00622
OG0000524	Prat.g_00424	Prbl.g_01364
OG0000525	Prat.g_00428	Prbl.g_01348
OG0000526	Prat.g_00429	Prbl.g_01346
OG0000527	Prat.g_00432	Prbl.g_01342
OG0000528	Prat.g_00438	Prbl.g_00506
OG0000529	Prat.g_00441	Prbl.g_00512
OG0000530	Prat.g_00444	Prbl.g_00515
OG0000531	Prat.g_00445	Prbl.g_00516
OG0000532	Prat.g_00447	Prbl.g_00519
OG0000533	Prat.g_00448	Prbl.g_00521
OG0000534	Prat.g_00449	Prbl.g_00522
OG0000535	Prat.g_00450	Prbl.g_00523
OG0000536	Prat.g_00451	Prbl.g_00524
OG0000537	Prat.g_00453	Prbl.g_00525
OG0000538	Prat.g_00463	Prbl.g_00536
OG0000539	Prat.g_00464	Prbl.g_00806
OG0000540	Prat.g_00465	Prbl.g_00805
OG0000541	Prat.g_00466	Prbl.g_00804
OG0000542	Prat.g_00468	Prbl.g_00801
OG0000543	Prat.g_00470	Prbl.g_00799
OG0000544	Prat.g_00471	Prbl.g_00798
OG0000545	Prat.g_00473	Prbl.g_00797
OG0000546	Prat.g_00476	Prbl.g_00794
OG0000547	Prat.g_00478	Prbl.g_00792
OG0000548	Prat.g_00479	Prbl.g_00791
OG0000549	Prat.g_00482	Prbl.g_00785
OG0000550	Prat.g_00486	Prbl.g_00780
OG0000551	Prat.g_00489	Prbl.g_00776
OG0000552	Prat.g_00490	Prbl.g_00775
OG0000553	Prat.g_00491	Prbl.g_00770
OG0000554	Prat.g_00496	Prbl.g_00765
OG0000555	Prat.g_00503	Prbl.g_00747
OG0000556	Prat.g_00505	Prbl.g_02645
OG0000557	Prat.g_00506	Prbl.g_01878
OG0000558	Prat.g_00508	Prbl.g_01881
OG0000559	Prat.g_00512	Prbl.g_01885
OG0000560	Prat.g_00516	Prbl.g_01888
OG0000561	Prat.g_00517	Prbl.g_01889
OG0000562	Prat.g_00518	Prbl.g_01890
OG0000563	Prat.g_00519	Prbl.g_01891
OG0000564	Prat.g_00520	Prbl.g_01892
OG0000565	Prat.g_00523	Prbl.g_01895
OG0000566	Prat.g_00527	Prbl.g_01899
OG0000567	Prat.g_00531	Prbl.g_01903
OG0000568	Prat.g_00532	Prbl.g_01905
OG0000569	Prat.g_00533	Prbl.g_01801
