Orthogroup	Prat	Prar
OG0000175	Prat.g_01870	Prar.g_00058
OG0000176	Prat.g_00004	Prar.g_00034
OG0000177	Prat.g_00005	Prar.g_00033
OG0000178	Prat.g_00006	Prar.g_00032
OG0000179	Prat.g_00017	Prar.g_00022
OG0000180	Prat.g_00018	Prar.g_00021
OG0000181	Prat.g_00019	Prar.g_00020
OG0000182	Prat.g_00020	Prar.g_00019
OG0000183	Prat.g_01314, Prat.g_00024	Prar.g_00015
OG0000184	Prat.g_00051	Prar.g_00573
OG0000185	Prat.g_00054	Prar.g_00570
OG0000186	Prat.g_00060	Prar.g_00554
OG0000187	Prat.g_00061	Prar.g_00553
OG0000188	Prat.g_00080	Prar.g_00246
OG0000189	Prat.g_00093	Prar.g_00232
OG0000190	Prat.g_00094	Prar.g_00231
OG0000191	Prat.g_00116	Prar.g_00211
OG0000192	Prat.g_00121	Prar.g_00207
OG0000193	Prat.g_00145	Prar.g_00181
OG0000194	Prat.g_00148	Prar.g_00178
OG0000195	Prat.g_00150	Prar.g_00176
OG0000196	Prat.g_00161	Prar.g_00166
OG0000197	Prat.g_00162	Prar.g_00165
OG0000198	Prat.g_00163	Prar.g_00164
OG0000199	Prat.g_00171	Prar.g_00157
OG0000200	Prat.g_00185	Prar.g_00143
OG0000201	Prat.g_00194	Prar.g_00135
OG0000202	Prat.g_00195	Prar.g_00134
OG0000203	Prat.g_00196	Prar.g_00133
OG0000204	Prat.g_00197	Prar.g_00132
OG0000205	Prat.g_00204	Prar.g_00125
OG0000206	Prat.g_00209	Prar.g_00120
OG0000207	Prat.g_00211	Prar.g_00118
OG0000208	Prat.g_00212	Prar.g_00117
OG0000209	Prat.g_00221	Prar.g_00108
OG0000210	Prat.g_00222	Prar.g_00107
OG0000211	Prat.g_00238	Prar.g_00094
OG0000212	Prat.g_00246	Prar.g_00087
OG0000213	Prat.g_00264	Prar.g_00330
OG0000214	Prat.g_00274	Prar.g_00320
OG0000215	Prat.g_00300	Prar.g_00295
OG0000216	Prat.g_00302	Prar.g_00293
OG0000217	Prat.g_00305	Prar.g_01154, Prar.g_00290
OG0000218	Prat.g_00307	Prar.g_00288
OG0000219	Prat.g_00308	Prar.g_00287
OG0000220	Prat.g_00309	Prar.g_00286
OG0000221	Prat.g_00310	Prar.g_00285
OG0000222	Prat.g_00317	Prar.g_00277
OG0000223	Prat.g_00330	Prar.g_00264
OG0000224	Prat.g_00332	Prar.g_00262
OG0000225	Prat.g_00360	Prar.g_00406
OG0000226	Prat.g_00364	Prar.g_00410
OG0000227	Prat.g_00366	Prar.g_00412
OG0000228	Prat.g_00369	Prar.g_00415
OG0000229	Prat.g_00396	Prar.g_00484
OG0000230	Prat.g_00398	Prar.g_00486
OG0000231	Prat.g_00411	Prar.g_00497
OG0000232	Prat.g_00419	Prar.g_00506
OG0000233	Prat.g_00426	Prar.g_00512
OG0000234	Prat.g_00435	Prar.g_00526
OG0000235	Prat.g_00439	Prar.g_00529
OG0000236	Prat.g_00454	Prar.g_00543
OG0000237	Prat.g_00469	Prar.g_01337
OG0000238	Prat.g_00475	Prar.g_01343
OG0000239	Prat.g_00487	Prar.g_01355
OG0000240	Prat.g_00488	Prar.g_01356
OG0000241	Prat.g_00492	Prar.g_01360
OG0000242	Prat.g_00494	Prar.g_01362
OG0000243	Prat.g_00504	Prar.g_01373
OG0000244	Prat.g_00507	Prar.g_01376
OG0000245	Prat.g_00509	Prar.g_01378
OG0000246	Prat.g_00514, Prat.g_00513	Prar.g_01382
OG0000247	Prat.g_00525	Prar.g_01392
OG0000248	Prat.g_00528	Prar.g_01394
OG0000249	Prat.g_00530	Prar.g_01396
OG0000250	Prat.g_00536	Prar.g_01401
OG0000251	Prat.g_00553	Prar.g_01420
OG0000252	Prat.g_00556	Prar.g_01424
OG0000253	Prat.g_00557	Prar.g_01425
OG0000254	Prat.g_00574	Prar.g_01441
OG0000255	Prat.g_00581	Prar.g_01447
OG0000256	Prat.g_00591	Prar.g_01457
OG0000257	Prat.g_01097	Prar.g_01460
OG0000258	Prat.g_01081	Prar.g_01473
OG0000259	Prat.g_01064	Prar.g_01490
OG0000260	Prat.g_01061	Prar.g_01493
OG0000261	Prat.g_01058	Prar.g_01495
OG0000262	Prat.g_01054	Prar.g_01499
OG0000263	Prat.g_00754	Prar.g_01511
OG0000264	Prat.g_00765	Prar.g_01521
OG0000265	Prat.g_00788	Prar.g_01599
OG0000266	Prat.g_00801	Prar.g_01609
OG0000267	Prat.g_00814	Prar.g_01620
OG0000268	Prat.g_00815	Prar.g_01621
OG0000269	Prat.g_01042	Prar.g_01679
OG0000270	Prat.g_01039	Prar.g_01682
OG0000271	Prat.g_01031	Prar.g_01690
OG0000272	Prat.g_01030	Prar.g_01691
OG0000273	Prat.g_01007	Prar.g_01714
OG0000274	Prat.g_01006	Prar.g_01715
OG0000275	Prat.g_01004	Prar.g_01717
OG0000276	Prat.g_00999	Prar.g_01722
OG0000277	Prat.g_00998	Prar.g_01723
OG0000278	Prat.g_00995	Prar.g_01726
OG0000279	Prat.g_00988	Prar.g_01733
OG0000280	Prat.g_00987	Prar.g_01734
OG0000281	Prat.g_00980	Prar.g_01740
OG0000282	Prat.g_00718	Prar.g_01778
OG0000283	Prat.g_00868	Prar.g_01810
OG0000284	Prat.g_00873	Prar.g_01815
OG0000285	Prat.g_00879	Prar.g_01820
OG0000286	Prat.g_00895	Prar.g_01832
OG0000287	Prat.g_00912	Prar.g_01849
OG0000288	Prat.g_00933	Prar.g_01877
OG0000289	Prat.g_00948	Prar.g_01888
OG0000290	Prat.g_00962	Prar.g_01901
OG0000291	Prat.g_00964	Prar.g_01903
OG0000292	Prat.g_01208	Prar.g_01953
OG0000293	Prat.g_01165	Prar.g_01272
OG0000294	Prat.g_01164	Prar.g_01271
OG0000295	Prat.g_01142	Prar.g_01251
OG0000296	Prat.g_01140	Prar.g_01249
OG0000297	Prat.g_01131	Prar.g_01241
OG0000298	Prat.g_01130	Prar.g_01240
OG0000299	Prat.g_01112	Prar.g_01223
OG0000300	Prat.g_01108	Prar.g_01220
OG0000301	Prat.g_01107	Prar.g_01219
OG0000302	Prat.g_01105	Prar.g_01217
OG0000303	Prat.g_01099	Prar.g_01210
OG0000304	Prat.g_00595	Prar.g_01206
OG0000305	Prat.g_01200	Prar.g_00919
OG0000306	Prat.g_00976	Prar.g_00916
OG0000307	Prat.g_01300	Prar.g_00902
OG0000308	Prat.g_01301	Prar.g_00901
OG0000309	Prat.g_01305	Prar.g_00897
OG0000310	Prat.g_01336	Prar.g_00354
OG0000311	Prat.g_01338	Prar.g_00352
OG0000312	Prat.g_01341	Prar.g_00349
OG0000313	Prat.g_01357	Prar.g_00335
OG0000314	Prat.g_01382	Prar.g_00820
OG0000315	Prat.g_01392	Prar.g_00810
OG0000316	Prat.g_01420	Prar.g_00790
OG0000317	Prat.g_01589	Prar.g_01145
OG0000318	Prat.g_01593	Prar.g_01142
OG0000319	Prat.g_01605	Prar.g_01129
OG0000320	Prat.g_01607	Prar.g_01127
OG0000321	Prat.g_01608	Prar.g_01126
OG0000322	Prat.g_01609	Prar.g_01125
OG0000323	Prat.g_01618	Prar.g_01967
OG0000324	Prat.g_01647	Prar.g_00609
OG0000325	Prat.g_01657	Prar.g_01113
OG0000326	Prat.g_01664	Prar.g_01107
OG0000327	Prat.g_01685	Prar.g_01068
OG0000328	Prat.g_01686	Prar.g_01067
OG0000329	Prat.g_01703	Prar.g_01050
OG0000330	Prat.g_01704	Prar.g_01049
OG0000331	Prat.g_01705	Prar.g_01048
OG0000332	Prat.g_01718	Prar.g_01034
OG0000333	Prat.g_01720	Prar.g_01032
OG0000334	Prat.g_01729	Prar.g_01024
OG0000335	Prat.g_01734	Prar.g_01020
OG0000336	Prat.g_01738	Prar.g_01016
OG0000337	Prat.g_01756	Prar.g_00625
OG0000338	Prat.g_01757	Prar.g_00626
OG0000339	Prat.g_01762	Prar.g_00630
OG0000340	Prat.g_01771	Prar.g_00638
OG0000341	Prat.g_01773	Prar.g_00640
OG0000342	Prat.g_01775	Prar.g_00641
OG0000343	Prat.g_01776	Prar.g_00642
OG0000344	Prat.g_01779	Prar.g_00645
OG0000345	Prat.g_01785	Prar.g_00650
OG0000346	Prat.g_01789	Prar.g_00654
OG0000347	Prat.g_01806	Prar.g_00669
OG0000348	Prat.g_01814	Prar.g_00678
OG0000349	Prat.g_01832	Prar.g_00695
OG0000350	Prat.g_01853	Prar.g_00072
OG0000351	Prat.g_01873	Prar.g_00055
OG0000352	Prat.g_01874	Prar.g_00054
OG0000353	Prat.g_01892	Prar.g_00039
OG0000355	Prat.g_00001	Prar.g_00037
OG0000356	Prat.g_00002	Prar.g_00036
OG0000357	Prat.g_00003	Prar.g_00035
OG0000358	Prat.g_00007	Prar.g_00031
OG0000359	Prat.g_00008	Prar.g_00030
OG0000360	Prat.g_00009	Prar.g_00029
OG0000361	Prat.g_00010	Prar.g_00028
OG0000362	Prat.g_00013	Prar.g_00026
OG0000363	Prat.g_00015	Prar.g_00024
OG0000364	Prat.g_00016	Prar.g_00023
OG0000365	Prat.g_00021	Prar.g_00018
OG0000366	Prat.g_00022	Prar.g_00017
OG0000367	Prat.g_00023	Prar.g_00016
OG0000368	Prat.g_00025	Prar.g_00014
OG0000369	Prat.g_00026	Prar.g_00013
OG0000370	Prat.g_00027	Prar.g_00012
OG0000371	Prat.g_00034	Prar.g_00006
OG0000372	Prat.g_00036	Prar.g_00002
OG0000373	Prat.g_00037	Prar.g_00001
OG0000374	Prat.g_00038	Prar.g_00594
OG0000375	Prat.g_00042	Prar.g_00580
OG0000376	Prat.g_00044	Prar.g_00578
OG0000377	Prat.g_00048	Prar.g_00574
OG0000378	Prat.g_00052	Prar.g_00572
OG0000379	Prat.g_00055	Prar.g_00569
OG0000380	Prat.g_00062	Prar.g_00552
OG0000381	Prat.g_00067	Prar.g_00548
OG0000382	Prat.g_00079	Prar.g_00247
OG0000383	Prat.g_00081	Prar.g_00245
OG0000384	Prat.g_00082	Prar.g_00244
OG0000385	Prat.g_00083	Prar.g_00243
OG0000386	Prat.g_00084	Prar.g_00242
OG0000387	Prat.g_00096	Prar.g_00229
OG0000388	Prat.g_00100	Prar.g_00226
OG0000389	Prat.g_00103	Prar.g_00222
OG0000390	Prat.g_00112	Prar.g_00215
OG0000391	Prat.g_00115	Prar.g_00212
OG0000392	Prat.g_00118	Prar.g_00208
OG0000393	Prat.g_00122	Prar.g_00206
OG0000394	Prat.g_00123	Prar.g_00205
OG0000395	Prat.g_00124	Prar.g_00204
OG0000396	Prat.g_00126	Prar.g_00201
OG0000397	Prat.g_00128	Prar.g_00199
OG0000398	Prat.g_00131	Prar.g_00197
OG0000399	Prat.g_00132	Prar.g_00196
OG0000400	Prat.g_00133	Prar.g_00195
OG0000401	Prat.g_00134	Prar.g_00194
OG0000402	Prat.g_00601	Prar.g_00192
OG0000403	Prat.g_00136	Prar.g_00191
OG0000404	Prat.g_00137	Prar.g_00190
OG0000405	Prat.g_00141	Prar.g_00186
OG0000406	Prat.g_00146	Prar.g_00180
OG0000407	Prat.g_00147	Prar.g_00179
OG0000408	Prat.g_00149	Prar.g_00177
OG0000409	Prat.g_00151	Prar.g_00175
OG0000410	Prat.g_00152	Prar.g_00174
OG0000411	Prat.g_00153	Prar.g_00173
OG0000412	Prat.g_00154	Prar.g_00172
OG0000413	Prat.g_00156	Prar.g_00171
OG0000414	Prat.g_00157	Prar.g_01569, Prar.g_00170
OG0000415	Prat.g_00158	Prar.g_00169
OG0000416	Prat.g_00159	Prar.g_00168
OG0000417	Prat.g_00160	Prar.g_00167
OG0000418	Prat.g_00165	Prar.g_00162
OG0000419	Prat.g_00167	Prar.g_00160
OG0000420	Prat.g_00169	Prar.g_00159
OG0000421	Prat.g_00174	Prar.g_00154
OG0000422	Prat.g_00175	Prar.g_00153
OG0000423	Prat.g_00176	Prar.g_00152
OG0000424	Prat.g_00177	Prar.g_00151
OG0000425	Prat.g_00178	Prar.g_00150
OG0000426	Prat.g_00179	Prar.g_00149
OG0000427	Prat.g_00180	Prar.g_00148
OG0000428	Prat.g_00182	Prar.g_00146
OG0000429	Prat.g_00183	Prar.g_00145
OG0000430	Prat.g_00184	Prar.g_00144
OG0000431	Prat.g_00186	Prar.g_00142
OG0000432	Prat.g_00190	Prar.g_00139
OG0000433	Prat.g_00191	Prar.g_00138
OG0000434	Prat.g_00192	Prar.g_00137
OG0000435	Prat.g_00193	Prar.g_00136
OG0000436	Prat.g_00198	Prar.g_00131
OG0000437	Prat.g_00199	Prar.g_00130
OG0000438	Prat.g_00200	Prar.g_00129
OG0000439	Prat.g_00202	Prar.g_00127
OG0000440	Prat.g_00203	Prar.g_00126
OG0000441	Prat.g_00206	Prar.g_00123
OG0000442	Prat.g_00207	Prar.g_00122
OG0000443	Prat.g_00208	Prar.g_00121
OG0000444	Prat.g_00213	Prar.g_00116
OG0000445	Prat.g_00214	Prar.g_00115
OG0000446	Prat.g_00215	Prar.g_00114
OG0000447	Prat.g_00216	Prar.g_00113
OG0000448	Prat.g_00217	Prar.g_00112
OG0000449	Prat.g_00218	Prar.g_00111
OG0000450	Prat.g_00219	Prar.g_00110
OG0000451	Prat.g_00220	Prar.g_00109
OG0000452	Prat.g_00223	Prar.g_00106
OG0000453	Prat.g_00224	Prar.g_00105
OG0000454	Prat.g_00225	Prar.g_00104
OG0000455	Prat.g_00226	Prar.g_00103
OG0000456	Prat.g_00227	Prar.g_00102
OG0000457	Prat.g_00229	Prar.g_00101
OG0000458	Prat.g_00230	Prar.g_00100
OG0000459	Prat.g_00231	Prar.g_00099
OG0000460	Prat.g_00240	Prar.g_00092
OG0000461	Prat.g_00249	Prar.g_00085
OG0000462	Prat.g_00250	Prar.g_00083
OG0000463	Prat.g_00251	Prar.g_00082
OG0000464	Prat.g_00252	Prar.g_00081
OG0000465	Prat.g_00253	Prar.g_00080
OG0000466	Prat.g_00256	Prar.g_00077
OG0000467	Prat.g_00257	Prar.g_00076
OG0000468	Prat.g_00260	Prar.g_00334
OG0000469	Prat.g_00269	Prar.g_00325
OG0000470	Prat.g_00271	Prar.g_00323
OG0000471	Prat.g_00272	Prar.g_00322
OG0000472	Prat.g_00273	Prar.g_00321
OG0000473	Prat.g_00275	Prar.g_00319
OG0000474	Prat.g_00276	Prar.g_00318
OG0000475	Prat.g_00277	Prar.g_00317
OG0000476	Prat.g_00279	Prar.g_00316
OG0000477	Prat.g_00282	Prar.g_00312
OG0000478	Prat.g_00283	Prar.g_00311
OG0000479	Prat.g_00284	Prar.g_00310
OG0000480	Prat.g_00290	Prar.g_00305
OG0000481	Prat.g_00292	Prar.g_00303
OG0000482	Prat.g_00293	Prar.g_00302
OG0000483	Prat.g_00296	Prar.g_00299
OG0000484	Prat.g_00297	Prar.g_00298
OG0000485	Prat.g_00298	Prar.g_00297
OG0000486	Prat.g_00299	Prar.g_00296
OG0000487	Prat.g_00303	Prar.g_00292
OG0000488	Prat.g_00306	Prar.g_00289
OG0000489	Prat.g_00311	Prar.g_00284
OG0000490	Prat.g_00315	Prar.g_00279
OG0000491	Prat.g_00316	Prar.g_00278
OG0000492	Prat.g_00318	Prar.g_00276
OG0000493	Prat.g_00319	Prar.g_00275
OG0000494	Prat.g_00320	Prar.g_00274
OG0000495	Prat.g_00321	Prar.g_00273
OG0000496	Prat.g_00322	Prar.g_00272
OG0000497	Prat.g_00323	Prar.g_00271
OG0000498	Prat.g_00324	Prar.g_00270
OG0000499	Prat.g_00325	Prar.g_00269
OG0000500	Prat.g_00326	Prar.g_00268
OG0000501	Prat.g_00328	Prar.g_00266
OG0000502	Prat.g_00331	Prar.g_00263
OG0000503	Prat.g_00348	Prar.g_00394
OG0000504	Prat.g_00350	Prar.g_00395
OG0000505	Prat.g_00351	Prar.g_00396
OG0000506	Prat.g_00352	Prar.g_00398
OG0000507	Prat.g_00355	Prar.g_00401
OG0000508	Prat.g_00359	Prar.g_00405
OG0000509	Prat.g_00361	Prar.g_00407
OG0000510	Prat.g_00362	Prar.g_00408
OG0000511	Prat.g_00363	Prar.g_00409
OG0000512	Prat.g_00365	Prar.g_00411
OG0000513	Prat.g_00373	Prar.g_00418
OG0000514	Prat.g_00390	Prar.g_00479
OG0000515	Prat.g_00391	Prar.g_00480
OG0000516	Prat.g_00392	Prar.g_00481
OG0000517	Prat.g_00395	Prar.g_00483
OG0000518	Prat.g_00407	Prar.g_00494
OG0000519	Prat.g_00408	Prar.g_00495
OG0000520	Prat.g_00410	Prar.g_00496
OG0000521	Prat.g_00415	Prar.g_00501
OG0000522	Prat.g_00417	Prar.g_00503
OG0000523	Prat.g_00418	Prar.g_00504
OG0000524	Prat.g_00424	Prar.g_00510
OG0000525	Prat.g_00428	Prar.g_00513
OG0000526	Prat.g_00429	Prar.g_00514
OG0000527	Prat.g_00432	Prar.g_00523
OG0000528	Prat.g_00438	Prar.g_00528
OG0000529	Prat.g_00441	Prar.g_00531
OG0000530	Prat.g_00444	Prar.g_00534
OG0000531	Prat.g_00445	Prar.g_00535
OG0000532	Prat.g_00447	Prar.g_00537
OG0000533	Prat.g_00448	Prar.g_00538
OG0000534	Prat.g_00449	Prar.g_00539
OG0000535	Prat.g_00450	Prar.g_00540
OG0000536	Prat.g_00451	Prar.g_00541
OG0000537	Prat.g_00453	Prar.g_00542
OG0000538	Prat.g_00463	Prar.g_01331
OG0000539	Prat.g_00464	Prar.g_01332
OG0000540	Prat.g_00465	Prar.g_01333
OG0000541	Prat.g_00466	Prar.g_01334
OG0000542	Prat.g_00468	Prar.g_01336
OG0000543	Prat.g_00470	Prar.g_01338
OG0000544	Prat.g_00471	Prar.g_01339
OG0000545	Prat.g_00473	Prar.g_01341
OG0000546	Prat.g_00476	Prar.g_01344
OG0000547	Prat.g_00478	Prar.g_01345
OG0000548	Prat.g_00479	Prar.g_01346
OG0000549	Prat.g_00482	Prar.g_01348
OG0000550	Prat.g_00486	Prar.g_01353
OG0000551	Prat.g_00489	Prar.g_01357
OG0000552	Prat.g_00490	Prar.g_01358
OG0000553	Prat.g_00491	Prar.g_01359
OG0000554	Prat.g_00496	Prar.g_01364
OG0000555	Prat.g_00503	Prar.g_01372
OG0000556	Prat.g_00505	Prar.g_01374
OG0000557	Prat.g_00506	Prar.g_01375
OG0000558	Prat.g_00508	Prar.g_01377
OG0000559	Prat.g_00512	Prar.g_01381
OG0000560	Prat.g_00516	Prar.g_01384
OG0000561	Prat.g_00517	Prar.g_01385
OG0000562	Prat.g_00518	Prar.g_01386
OG0000563	Prat.g_00519	Prar.g_01387
OG0000564	Prat.g_00520	Prar.g_01388
OG0000565	Prat.g_00523	Prar.g_01391
OG0000566	Prat.g_00527	Prar.g_01393
OG0000567	Prat.g_00531	Prar.g_01397
OG0000568	Prat.g_00532	Prar.g_01398
OG0000569	Prat.g_00533	Prar.g_01399
OG0000570	Prat.g_00534	Prar.g_01400
OG0000571	Prat.g_00537	Prar.g_01402
OG0000572	Prat.g_00549	Prar.g_01415
OG0000573	Prat.g_00554	Prar.g_01422
OG0000574	Prat.g_00555	Prar.g_01423
OG0000575	Prat.g_00559	Prar.g_01427
OG0000576	Prat.g_00561	Prar.g_01429
OG0000577	Prat.g_00562	Prar.g_01430
