Orthogroup	Prat	Prbf
OG0000077	Prat.g_00075	Prbf.g_01405
OG0000078	Prat.g_00245	Prbf.g_01578
OG0000079	Prat.g_00258	Prbf.g_01591
OG0000080	Prat.g_01323	Prbf.g_00129, Prbf.g_00131
OG0000081	Prat.g_00493	Prbf.g_01812
OG0000082	Prat.g_01507	Prbf.g_01867, Prbf.g_00704
OG0000084	Prat.g_01348	Prbf.g_00154
OG0000085	Prat.g_01584	Prbf.g_00701
OG0000086	Prat.g_00086	Prbf.g_01414
OG0000087	Prat.g_00138	Prbf.g_01469
OG0000088	Prat.g_00166	Prbf.g_01500
OG0000089	Prat.g_00370	Prbf.g_01701
OG0000090	Prat.g_00495	Prbf.g_01814
OG0000091	Prat.g_01082	Prbf.g_00990
OG0000092	Prat.g_00721	Prbf.g_01315
OG0000093	Prat.g_01053	Prbf.g_01019
OG0000094	Prat.g_00943	Prbf.g_01068
OG0000095	Prat.g_00965	Prbf.g_01170
OG0000096	Prat.g_00634	Prbf.g_00306
OG0000097	Prat.g_01111	Prbf.g_00964
OG0000098	Prat.g_01282	Prbf.g_00071
OG0000099	Prat.g_01312	Prbf.g_00118
OG0000100	Prat.g_01437	Prbf.g_00236
OG0000101	Prat.g_01726	Prbf.g_00558
OG0000102	Prat.g_01793	Prbf.g_00491
OG0000103	Prat.g_01880	Prbf.g_00406
OG0000104	Prat.g_01889	Prbf.g_00397
OG0000105	Prat.g_00281	Prbf.g_01614
OG0000106	Prat.g_00637	Prbf.g_00320
OG0000107	Prat.g_01656	Prbf.g_00629
OG0000108	Prat.g_00440	Prbf.g_01763
OG0000109	Prat.g_00455	Prbf.g_01777
OG0000110	Prat.g_00539	Prbf.g_01856
OG0000111	Prat.g_00776	Prbf.g_01260
OG0000112	Prat.g_00888	Prbf.g_01929
OG0000113	Prat.g_01014	Prbf.g_01222
OG0000114	Prat.g_00716	Prbf.g_01320
OG0000115	Prat.g_01373	Prbf.g_00062
OG0000116	Prat.g_01166	Prbf.g_00907
OG0000117	Prat.g_01129	Prbf.g_00945
OG0000118	Prat.g_01261	Prbf.g_00013
OG0000119	Prat.g_00647	Prbf.g_00864
OG0000119	Prat.g_01452	Prbf.g_00254
OG0000120	Prat.g_00344	Prbf.g_00115
OG0000121	Prat.g_01355	Prbf.g_00159
OG0000122	Prat.g_00781	Prbf.g_00055
OG0000122	Prat.g_01398	Prbf.g_00200
OG0000123	Prat.g_01733	Prbf.g_00551
OG0000124	Prat.g_01805	Prbf.g_00478
OG0000125	Prat.g_01841	Prbf.g_00443
OG0000126	Prat.g_01888	Prbf.g_00398
OG0000128	Prat.g_00012, Prat.g_00011	Prbf.g_00382
OG0000129	Prat.g_00047	Prbf.g_01367
OG0000130	Prat.g_00066	Prbf.g_01396
OG0000131	Prat.g_00144	Prbf.g_01478
OG0000132	Prat.g_00164	Prbf.g_01498
OG0000133	Prat.g_00329	Prbf.g_01661
OG0000134	Prat.g_00372	Prbf.g_01703
OG0000135	Prat.g_01477	Prbf.g_00044
OG0000136	Prat.g_00401	Prbf.g_01725
OG0000137	Prat.g_00434	Prbf.g_01758
OG0000138	Prat.g_00456	Prbf.g_01778
OG0000139	Prat.g_00499	Prbf.g_01818
OG0000140	Prat.g_00500	Prbf.g_01819
OG0000141	Prat.g_00570	Prbf.g_01890
OG0000142	Prat.g_01090	Prbf.g_00982
OG0000143	Prat.g_01086	Prbf.g_00986
OG0000144	Prat.g_01072	Prbf.g_01000
OG0000145	Prat.g_01472	Prbf.g_00042
OG0000146	Prat.g_00887	Prbf.g_01928
OG0000147	Prat.g_00886	Prbf.g_01927
OG0000148	Prat.g_01020	Prbf.g_01228
OG0000149	Prat.g_00991	Prbf.g_01196
OG0000150	Prat.g_00981	Prbf.g_01186
OG0000151	Prat.g_00726	Prbf.g_01310
OG0000152	Prat.g_00896, Prat.g_01277	Prbf.g_01117
OG0000153	Prat.g_00915	Prbf.g_01098
OG0000154	Prat.g_00934	Prbf.g_01078
OG0000155	Prat.g_01135	Prbf.g_00939
OG0000156	Prat.g_01238	Prbf.g_00037
OG0000157	Prat.g_01239	Prbf.g_00036
OG0000158	Prat.g_01769	Prbf.g_00514
OG0000160	Prat.g_01354	Prbf.g_00158
OG0000161	Prat.g_01360	Prbf.g_00164
OG0000162	Prat.g_01366	Prbf.g_00170
OG0000163	Prat.g_01409	Prbf.g_00209
OG0000164	Prat.g_01615	Prbf.g_00669
OG0000165	Prat.g_01623	Prbf.g_00662
OG0000166	Prat.g_01690	Prbf.g_00595
OG0000167	Prat.g_01759	Prbf.g_00524
OG0000168	Prat.g_01770	Prbf.g_00513
OG0000169	Prat.g_01781	Prbf.g_00503
OG0000170	Prat.g_01784	Prbf.g_00500
OG0000171	Prat.g_01804	Prbf.g_00479
OG0000172	Prat.g_01811	Prbf.g_00472
OG0000173	Prat.g_01826	Prbf.g_00457
OG0000174	Prat.g_01858	Prbf.g_00428
OG0000175	Prat.g_01870	Prbf.g_00415
OG0000176	Prat.g_00004	Prbf.g_00389
OG0000177	Prat.g_00005	Prbf.g_00388
OG0000178	Prat.g_00006	Prbf.g_00387
OG0000179	Prat.g_00017	Prbf.g_01338
OG0000180	Prat.g_00018	Prbf.g_01339
OG0000181	Prat.g_00019	Prbf.g_01340
OG0000182	Prat.g_00020	Prbf.g_01341
OG0000183	Prat.g_00024	Prbf.g_01345
OG0000184	Prat.g_00051	Prbf.g_01371
OG0000185	Prat.g_00054	Prbf.g_01374
OG0000186	Prat.g_00060	Prbf.g_01390
OG0000187	Prat.g_00061	Prbf.g_01391
OG0000188	Prat.g_00080	Prbf.g_01408
OG0000189	Prat.g_00093	Prbf.g_01422
OG0000190	Prat.g_00094	Prbf.g_01424
OG0000191	Prat.g_00116	Prbf.g_01447
OG0000192	Prat.g_00121	Prbf.g_01452
OG0000193	Prat.g_00145	Prbf.g_01479
OG0000194	Prat.g_00148	Prbf.g_01482
OG0000195	Prat.g_00150	Prbf.g_01484
OG0000196	Prat.g_00161	Prbf.g_01495
OG0000197	Prat.g_00162	Prbf.g_01496
OG0000198	Prat.g_00163	Prbf.g_01497
OG0000199	Prat.g_00171	Prbf.g_01504
OG0000200	Prat.g_00185	Prbf.g_01518
OG0000201	Prat.g_00194	Prbf.g_01527
OG0000202	Prat.g_00195	Prbf.g_01528
OG0000203	Prat.g_00196	Prbf.g_01529
OG0000204	Prat.g_00197	Prbf.g_01530
OG0000205	Prat.g_00204	Prbf.g_01537
OG0000206	Prat.g_00209	Prbf.g_01542
OG0000207	Prat.g_00211	Prbf.g_01545
OG0000208	Prat.g_00212	Prbf.g_01546
OG0000209	Prat.g_00221	Prbf.g_01555
OG0000210	Prat.g_00222	Prbf.g_01556
OG0000211	Prat.g_00238	Prbf.g_01571
OG0000212	Prat.g_00246	Prbf.g_01579
OG0000213	Prat.g_00264	Prbf.g_01597
OG0000214	Prat.g_00274	Prbf.g_01607
OG0000215	Prat.g_00300	Prbf.g_01634
OG0000216	Prat.g_00302	Prbf.g_01635
OG0000217	Prat.g_00305	Prbf.g_01638
OG0000218	Prat.g_00307	Prbf.g_01640
OG0000219	Prat.g_00308	Prbf.g_01641
OG0000220	Prat.g_00309	Prbf.g_01642
OG0000221	Prat.g_00310	Prbf.g_01643
OG0000222	Prat.g_00317	Prbf.g_01650
OG0000223	Prat.g_00330	Prbf.g_01662
OG0000224	Prat.g_00332	Prbf.g_01664
OG0000225	Prat.g_00360	Prbf.g_01690
OG0000226	Prat.g_00364	Prbf.g_01694
OG0000227	Prat.g_00366	Prbf.g_01696
OG0000228	Prat.g_00369	Prbf.g_01700
OG0000229	Prat.g_00396	Prbf.g_01720
OG0000230	Prat.g_00398	Prbf.g_01722
OG0000231	Prat.g_00411	Prbf.g_01733
OG0000232	Prat.g_00419	Prbf.g_01744
OG0000233	Prat.g_00426	Prbf.g_01750
OG0000234	Prat.g_00435	Prbf.g_01759
OG0000235	Prat.g_00439	Prbf.g_01762
OG0000236	Prat.g_00454	Prbf.g_01776
OG0000237	Prat.g_00469	Prbf.g_01789
OG0000238	Prat.g_00475	Prbf.g_01795
OG0000239	Prat.g_00487	Prbf.g_01806
OG0000240	Prat.g_00488	Prbf.g_01807
OG0000241	Prat.g_00492	Prbf.g_01811
OG0000242	Prat.g_00494	Prbf.g_01813
OG0000243	Prat.g_00504	Prbf.g_01824
OG0000244	Prat.g_00507	Prbf.g_01827
OG0000245	Prat.g_00509	Prbf.g_01829
OG0000246	Prat.g_00514, Prat.g_00513	Prbf.g_01833
OG0000247	Prat.g_00525	Prbf.g_01843
OG0000248	Prat.g_00528	Prbf.g_01846
OG0000249	Prat.g_00530	Prbf.g_01848
OG0000250	Prat.g_00536	Prbf.g_01853
OG0000251	Prat.g_00553	Prbf.g_01873
OG0000252	Prat.g_00556	Prbf.g_01876
OG0000253	Prat.g_00557	Prbf.g_01877
OG0000254	Prat.g_00574	Prbf.g_01894
OG0000255	Prat.g_00581	Prbf.g_01900
OG0000256	Prat.g_00591	Prbf.g_01910
OG0000257	Prat.g_01097	Prbf.g_00977
OG0000258	Prat.g_01081	Prbf.g_00991
OG0000259	Prat.g_01064	Prbf.g_01008
OG0000260	Prat.g_01061	Prbf.g_01011
OG0000261	Prat.g_01058	Prbf.g_01014
OG0000262	Prat.g_01054	Prbf.g_01018
OG0000263	Prat.g_00754	Prbf.g_01282
OG0000264	Prat.g_00765	Prbf.g_01271
OG0000265	Prat.g_00788	Prbf.g_01253
OG0000266	Prat.g_00801	Prbf.g_01037
OG0000267	Prat.g_00814	Prbf.g_01049
OG0000268	Prat.g_00815	Prbf.g_01050
OG0000269	Prat.g_01042	Prbf.g_01250
OG0000270	Prat.g_01039	Prbf.g_01247
OG0000271	Prat.g_01031	Prbf.g_01239
OG0000272	Prat.g_01030	Prbf.g_01238
OG0000273	Prat.g_01007	Prbf.g_01214
OG0000274	Prat.g_01006	Prbf.g_01213
OG0000275	Prat.g_01004	Prbf.g_01210
OG0000276	Prat.g_00999	Prbf.g_01204
OG0000277	Prat.g_00998	Prbf.g_01203
OG0000278	Prat.g_00995	Prbf.g_01200
OG0000279	Prat.g_00988	Prbf.g_01193
OG0000280	Prat.g_00987	Prbf.g_01192
OG0000281	Prat.g_00980	Prbf.g_01185
OG0000282	Prat.g_00718	Prbf.g_01318
OG0000283	Prat.g_00868	Prbf.g_01141
OG0000284	Prat.g_00873	Prbf.g_01136
OG0000285	Prat.g_00879	Prbf.g_01131
OG0000286	Prat.g_00895	Prbf.g_01118
OG0000287	Prat.g_00912	Prbf.g_00065
OG0000288	Prat.g_00933	Prbf.g_01079
OG0000289	Prat.g_00948	Prbf.g_01063
OG0000290	Prat.g_00962	Prbf.g_01167
OG0000291	Prat.g_00964	Prbf.g_01169
OG0000292	Prat.g_01208	Prbf.g_00873
OG0000293	Prat.g_01165	Prbf.g_00908
OG0000294	Prat.g_01164	Prbf.g_00909
OG0000295	Prat.g_01142	Prbf.g_00932
OG0000296	Prat.g_01140	Prbf.g_00934
OG0000297	Prat.g_01131	Prbf.g_00943
OG0000298	Prat.g_01130	Prbf.g_00944
OG0000299	Prat.g_01112	Prbf.g_00963
OG0000300	Prat.g_01108	Prbf.g_00966
OG0000301	Prat.g_01107	Prbf.g_00967
OG0000302	Prat.g_01105	Prbf.g_00969
OG0000303	Prat.g_01099	Prbf.g_00975
OG0000304	Prat.g_00595	Prbf.g_01915
OG0000305	Prat.g_01200	Prbf.g_00875
OG0000306	Prat.g_00976	Prbf.g_01181
OG0000307	Prat.g_01300	Prbf.g_00104
OG0000308	Prat.g_01301	Prbf.g_00105
OG0000309	Prat.g_01305	Prbf.g_00109
OG0000310	Prat.g_01336	Prbf.g_00143
OG0000311	Prat.g_01338	Prbf.g_00145
OG0000312	Prat.g_01341	Prbf.g_00148
OG0000313	Prat.g_01357	Prbf.g_00161
OG0000314	Prat.g_01382	Prbf.g_00184
OG0000315	Prat.g_01392	Prbf.g_00194
OG0000316	Prat.g_01420	Prbf.g_00219
OG0000317	Prat.g_01589	Prbf.g_00696
OG0000318	Prat.g_01593	Prbf.g_00692
OG0000319	Prat.g_01605	Prbf.g_00679
OG0000320	Prat.g_01607	Prbf.g_00677
OG0000321	Prat.g_01608	Prbf.g_00676
OG0000322	Prat.g_01609	Prbf.g_00675
OG0000323	Prat.g_01618	Prbf.g_00666
OG0000324	Prat.g_01647	Prbf.g_00639
OG0000325	Prat.g_01657	Prbf.g_00628
OG0000326	Prat.g_01664	Prbf.g_00621
OG0000327	Prat.g_01685	Prbf.g_00600
OG0000328	Prat.g_01686	Prbf.g_00599
OG0000329	Prat.g_01703	Prbf.g_00582
OG0000330	Prat.g_01704	Prbf.g_00581
OG0000331	Prat.g_01705	Prbf.g_00580
OG0000332	Prat.g_01718	Prbf.g_00566
OG0000333	Prat.g_01720	Prbf.g_00564
OG0000334	Prat.g_01729	Prbf.g_00555
OG0000335	Prat.g_01734	Prbf.g_00550
OG0000336	Prat.g_01738	Prbf.g_00546
OG0000337	Prat.g_01756	Prbf.g_00528
OG0000338	Prat.g_01757	Prbf.g_00527
OG0000339	Prat.g_01762	Prbf.g_00521
OG0000340	Prat.g_01771	Prbf.g_00512
OG0000341	Prat.g_01773	Prbf.g_00510
OG0000342	Prat.g_01775	Prbf.g_00509
OG0000343	Prat.g_01776	Prbf.g_00508
OG0000344	Prat.g_01779	Prbf.g_00505
OG0000345	Prat.g_01785	Prbf.g_00499
OG0000346	Prat.g_01789	Prbf.g_00495
OG0000347	Prat.g_01806	Prbf.g_00477
OG0000348	Prat.g_01814	Prbf.g_00469
OG0000349	Prat.g_01832	Prbf.g_00452
OG0000350	Prat.g_01853	Prbf.g_00351
OG0000351	Prat.g_01873	Prbf.g_00412
OG0000352	Prat.g_01874	Prbf.g_00411
OG0000353	Prat.g_01892	Prbf.g_00394
OG0000355	Prat.g_00001	Prbf.g_00392
OG0000356	Prat.g_00002	Prbf.g_00391
OG0000357	Prat.g_00003	Prbf.g_00390
OG0000358	Prat.g_00007	Prbf.g_00386
OG0000359	Prat.g_00008	Prbf.g_00385
OG0000360	Prat.g_00009	Prbf.g_00384
OG0000361	Prat.g_00010	Prbf.g_00383
OG0000362	Prat.g_00013	Prbf.g_00381
OG0000363	Prat.g_00015	Prbf.g_01336
OG0000364	Prat.g_00016	Prbf.g_01337
OG0000365	Prat.g_00021	Prbf.g_01342
OG0000366	Prat.g_00022	Prbf.g_01343
OG0000367	Prat.g_00023	Prbf.g_01344
OG0000368	Prat.g_00025	Prbf.g_01346
OG0000369	Prat.g_00026	Prbf.g_01347
OG0000370	Prat.g_00027	Prbf.g_01348
OG0000371	Prat.g_00034	Prbf.g_01355
OG0000372	Prat.g_00036	Prbf.g_01358
OG0000373	Prat.g_00037	Prbf.g_01359
OG0000374	Prat.g_00038	Prbf.g_01360
OG0000375	Prat.g_00042	Prbf.g_01362
OG0000376	Prat.g_00044	Prbf.g_01364
OG0000377	Prat.g_00048	Prbf.g_01368
OG0000378	Prat.g_00052	Prbf.g_01372
OG0000379	Prat.g_00055	Prbf.g_01375
OG0000380	Prat.g_00062	Prbf.g_01392
OG0000381	Prat.g_00067	Prbf.g_01397
OG0000382	Prat.g_00079	Prbf.g_01407
OG0000383	Prat.g_00081	Prbf.g_01409
OG0000384	Prat.g_00082	Prbf.g_01410
OG0000385	Prat.g_00083	Prbf.g_01411
OG0000386	Prat.g_00084	Prbf.g_01412
OG0000387	Prat.g_00096	Prbf.g_01426
OG0000388	Prat.g_00100	Prbf.g_01430
OG0000389	Prat.g_00103	Prbf.g_01433
OG0000390	Prat.g_00112	Prbf.g_01443
OG0000391	Prat.g_00115	Prbf.g_01446
OG0000392	Prat.g_00118	Prbf.g_01450
OG0000393	Prat.g_00122	Prbf.g_01453
OG0000394	Prat.g_00123	Prbf.g_01454
OG0000395	Prat.g_00124	Prbf.g_01455
OG0000396	Prat.g_00126	Prbf.g_01457
OG0000397	Prat.g_00128	Prbf.g_01459
OG0000398	Prat.g_00131	Prbf.g_01462
OG0000399	Prat.g_00132	Prbf.g_01463
OG0000400	Prat.g_00133	Prbf.g_01464
OG0000401	Prat.g_00134	Prbf.g_01465
OG0000402	Prat.g_00601	Prbf.g_01055
OG0000403	Prat.g_00136	Prbf.g_01467
OG0000404	Prat.g_00137	Prbf.g_01468
OG0000405	Prat.g_00141	Prbf.g_01472
OG0000406	Prat.g_00146	Prbf.g_01480
OG0000407	Prat.g_00147	Prbf.g_01481
OG0000408	Prat.g_00149	Prbf.g_01483
OG0000409	Prat.g_00151	Prbf.g_01485
OG0000410	Prat.g_00152	Prbf.g_01486
OG0000411	Prat.g_00153	Prbf.g_01487
OG0000412	Prat.g_00154	Prbf.g_01488
OG0000413	Prat.g_00156	Prbf.g_01490
OG0000414	Prat.g_00157	Prbf.g_01491
OG0000415	Prat.g_00158	Prbf.g_01492
OG0000416	Prat.g_00159	Prbf.g_01493
OG0000417	Prat.g_00160	Prbf.g_01494
OG0000418	Prat.g_00165	Prbf.g_01499
OG0000419	Prat.g_00167	Prbf.g_01501
OG0000420	Prat.g_00169	Prbf.g_01502
OG0000421	Prat.g_00174	Prbf.g_01507
OG0000422	Prat.g_00175	Prbf.g_01508
OG0000423	Prat.g_00176	Prbf.g_01509
OG0000424	Prat.g_00177	Prbf.g_01510
OG0000425	Prat.g_00178	Prbf.g_01511
OG0000426	Prat.g_00179	Prbf.g_01512
OG0000427	Prat.g_00180	Prbf.g_01513
OG0000428	Prat.g_00182	Prbf.g_01515
OG0000429	Prat.g_00183	Prbf.g_01516
OG0000430	Prat.g_00184	Prbf.g_01517
OG0000431	Prat.g_00186	Prbf.g_01519
OG0000432	Prat.g_00190	Prbf.g_01523
OG0000433	Prat.g_00191	Prbf.g_01524
OG0000434	Prat.g_00192	Prbf.g_01525
OG0000435	Prat.g_00193	Prbf.g_01526
OG0000436	Prat.g_00198	Prbf.g_01531
OG0000437	Prat.g_00199	Prbf.g_01532
OG0000438	Prat.g_00200	Prbf.g_01533
OG0000439	Prat.g_00202	Prbf.g_01535
OG0000440	Prat.g_00203	Prbf.g_01536
OG0000441	Prat.g_00206	Prbf.g_01539
OG0000442	Prat.g_00207	Prbf.g_01540
OG0000443	Prat.g_00208	Prbf.g_01541
OG0000444	Prat.g_00213	Prbf.g_01547
OG0000445	Prat.g_00214	Prbf.g_01548
OG0000446	Prat.g_00215	Prbf.g_01549
OG0000447	Prat.g_00216	Prbf.g_01550
OG0000448	Prat.g_00217	Prbf.g_01551
OG0000449	Prat.g_00218	Prbf.g_01552
OG0000450	Prat.g_00219	Prbf.g_01553
OG0000451	Prat.g_00220	Prbf.g_01554
OG0000452	Prat.g_00223	Prbf.g_01557
OG0000453	Prat.g_00224	Prbf.g_01558
OG0000454	Prat.g_00225	Prbf.g_01559
OG0000455	Prat.g_00226	Prbf.g_01560
OG0000456	Prat.g_00227	Prbf.g_01561
OG0000457	Prat.g_00229	Prbf.g_01563
OG0000458	Prat.g_00230	Prbf.g_01564
OG0000459	Prat.g_00231	Prbf.g_01565
OG0000460	Prat.g_00240	Prbf.g_01573
OG0000461	Prat.g_00249	Prbf.g_01581
OG0000462	Prat.g_00250	Prbf.g_01583
OG0000463	Prat.g_00251	Prbf.g_01584
OG0000464	Prat.g_00252	Prbf.g_01585
OG0000465	Prat.g_00253	Prbf.g_01586
OG0000466	Prat.g_00256	Prbf.g_01589
OG0000467	Prat.g_00257	Prbf.g_01590
OG0000468	Prat.g_00260	Prbf.g_01593
OG0000469	Prat.g_00269	Prbf.g_01601
OG0000470	Prat.g_00271	Prbf.g_01603
OG0000471	Prat.g_00272	Prbf.g_01604
OG0000472	Prat.g_00273	Prbf.g_01606
OG0000473	Prat.g_00275	Prbf.g_01608
OG0000474	Prat.g_00276	Prbf.g_01609
OG0000475	Prat.g_00277	Prbf.g_01610
OG0000476	Prat.g_00279	Prbf.g_01612
OG0000477	Prat.g_00282	Prbf.g_01615
OG0000478	Prat.g_00283	Prbf.g_01616
OG0000479	Prat.g_00284	Prbf.g_01617
OG0000480	Prat.g_00290	Prbf.g_01622
OG0000481	Prat.g_00292	Prbf.g_01625
OG0000482	Prat.g_00293	Prbf.g_01626
OG0000483	Prat.g_00296	Prbf.g_01629
OG0000484	Prat.g_00297	Prbf.g_01630
OG0000485	Prat.g_00298	Prbf.g_01632
OG0000486	Prat.g_00299	Prbf.g_01633
OG0000487	Prat.g_00303	Prbf.g_01636
OG0000488	Prat.g_00306	Prbf.g_01639
OG0000489	Prat.g_00311	Prbf.g_01644
OG0000490	Prat.g_00315	Prbf.g_01648
OG0000491	Prat.g_00316	Prbf.g_01649
OG0000492	Prat.g_00318	Prbf.g_01651
OG0000493	Prat.g_00319	Prbf.g_01652
OG0000494	Prat.g_00320	Prbf.g_01653
OG0000495	Prat.g_00321	Prbf.g_01654
OG0000496	Prat.g_00322	Prbf.g_01655
OG0000497	Prat.g_00323	Prbf.g_01656
OG0000498	Prat.g_00324	Prbf.g_01657
OG0000499	Prat.g_00325	Prbf.g_01658
OG0000500	Prat.g_00326	Prbf.g_01659
OG0000501	Prat.g_00328	Prbf.g_01660
OG0000502	Prat.g_00331	Prbf.g_01663
OG0000503	Prat.g_00348	Prbf.g_01678
OG0000504	Prat.g_00350	Prbf.g_01680
OG0000505	Prat.g_00351	Prbf.g_01681
OG0000506	Prat.g_00352	Prbf.g_01682
OG0000507	Prat.g_00355	Prbf.g_01685
OG0000508	Prat.g_00359	Prbf.g_01689
OG0000509	Prat.g_00361	Prbf.g_01691
OG0000510	Prat.g_00362	Prbf.g_01692
OG0000511	Prat.g_00363	Prbf.g_01693
OG0000512	Prat.g_00365	Prbf.g_01695
OG0000513	Prat.g_00373	Prbf.g_01704
OG0000514	Prat.g_00390	Prbf.g_01715
OG0000515	Prat.g_00391	Prbf.g_01716
OG0000516	Prat.g_00392	Prbf.g_01717
OG0000517	Prat.g_00395	Prbf.g_01719
OG0000518	Prat.g_00407	Prbf.g_01730
OG0000519	Prat.g_00408	Prbf.g_01731
OG0000520	Prat.g_00410	Prbf.g_01732
OG0000521	Prat.g_00415	Prbf.g_01740
OG0000522	Prat.g_00417	Prbf.g_01742
OG0000523	Prat.g_00418	Prbf.g_01743
OG0000524	Prat.g_00424	Prbf.g_01748
OG0000525	Prat.g_00428	Prbf.g_01752
OG0000526	Prat.g_00429	Prbf.g_01753
OG0000527	Prat.g_00432	Prbf.g_01756
OG0000528	Prat.g_00438	Prbf.g_01761
OG0000529	Prat.g_00441	Prbf.g_01764
OG0000530	Prat.g_00444	Prbf.g_01767
OG0000531	Prat.g_00445	Prbf.g_01768
OG0000532	Prat.g_00447	Prbf.g_01770
OG0000533	Prat.g_00448	Prbf.g_01771
OG0000534	Prat.g_00449	Prbf.g_01772
OG0000535	Prat.g_00450	Prbf.g_01773
OG0000536	Prat.g_00451	Prbf.g_01774
OG0000537	Prat.g_00453	Prbf.g_01775
OG0000538	Prat.g_00463	Prbf.g_01784
OG0000539	Prat.g_00464	Prbf.g_01785
OG0000540	Prat.g_00465	Prbf.g_01786
OG0000541	Prat.g_00466	Prbf.g_01787
OG0000542	Prat.g_00468	Prbf.g_01788
OG0000543	Prat.g_00470	Prbf.g_01790
