Orthogroup	Pral	Prbc
OG0000267	Pral.g_00859	Prbc.g_00387
OG0000268	Pral.g_00857	Prbc.g_00385
OG0000269	Pral.g_00856	Prbc.g_00384
OG0000270	Pral.g_00855	Prbc.g_00383
OG0000271	Pral.g_00854	Prbc.g_00382
OG0000272	Pral.g_00853	Prbc.g_00381
OG0000273	Pral.g_00852	Prbc.g_00380
OG0000274	Pral.g_00851	Prbc.g_00379
OG0000275	Pral.g_00850	Prbc.g_00378
OG0000276	Pral.g_00849	Prbc.g_00377
OG0000277	Pral.g_00848	Prbc.g_00376
OG0000278	Pral.g_00847	Prbc.g_00375
OG0000279	Pral.g_00846	Prbc.g_00374
OG0000280	Pral.g_00845	Prbc.g_00373
OG0000281	Pral.g_00844	Prbc.g_00371
OG0000282	Pral.g_00843	Prbc.g_00370
OG0000283	Pral.g_00840	Prbc.g_00368
OG0000284	Pral.g_00839	Prbc.g_00367
OG0000285	Pral.g_00838	Prbc.g_00366
OG0000286	Pral.g_00836	Prbc.g_00364
OG0000287	Pral.g_00835	Prbc.g_00363
OG0000288	Pral.g_00834	Prbc.g_00362
OG0000289	Pral.g_00833	Prbc.g_00361
OG0000290	Pral.g_00832	Prbc.g_00360
OG0000291	Pral.g_00831	Prbc.g_00358
OG0000292	Pral.g_00830	Prbc.g_00357
OG0000293	Pral.g_00829	Prbc.g_00356
OG0000294	Pral.g_00828	Prbc.g_00355
OG0000295	Pral.g_00827	Prbc.g_00354
OG0000296	Pral.g_00826	Prbc.g_00353
OG0000297	Pral.g_00825	Prbc.g_00352
OG0000298	Pral.g_00824	Prbc.g_00351
OG0000299	Pral.g_00823	Prbc.g_00350
OG0000300	Pral.g_00822	Prbc.g_00349
OG0000301	Pral.g_00821	Prbc.g_00348
OG0000302	Pral.g_00820	Prbc.g_00347
OG0000303	Pral.g_00819	Prbc.g_00346
OG0000304	Pral.g_00817	Prbc.g_00345
OG0000305	Pral.g_00816	Prbc.g_00344
OG0000306	Pral.g_00815	Prbc.g_00343
OG0000307	Pral.g_00812	Prbc.g_00342
OG0000308	Pral.g_00811	Prbc.g_00341
OG0000309	Pral.g_00810	Prbc.g_00340
OG0000310	Pral.g_00809	Prbc.g_00339
OG0000311	Pral.g_00807	Prbc.g_00337
OG0000312	Pral.g_00805	Prbc.g_00335
OG0000313	Pral.g_00804	Prbc.g_00334
OG0000314	Pral.g_00800	Prbc.g_00330
OG0000315	Pral.g_00799	Prbc.g_00329
OG0000316	Pral.g_00796	Prbc.g_01140
OG0000317	Pral.g_00795	Prbc.g_01142
OG0000318	Pral.g_00794	Prbc.g_01143
OG0000319	Pral.g_00793	Prbc.g_01144
OG0000320	Pral.g_00792	Prbc.g_01145
OG0000321	Pral.g_00789	Prbc.g_01146
OG0000322	Pral.g_00785	Prbc.g_01149
OG0000323	Pral.g_00784	Prbc.g_01150
OG0000324	Pral.g_00781	Prbc.g_01153
OG0000325	Pral.g_00780	Prbc.g_01154
OG0000326	Pral.g_00779	Prbc.g_01155
OG0000327	Pral.g_00777	Prbc.g_01156
OG0000328	Pral.g_00776	Prbc.g_01157
OG0000329	Pral.g_00775	Prbc.g_01158
OG0000330	Pral.g_00774	Prbc.g_01159
OG0000331	Pral.g_00773	Prbc.g_01160
OG0000332	Pral.g_00772	Prbc.g_01161
OG0000333	Pral.g_00771	Prbc.g_01162
OG0000334	Pral.g_00770	Prbc.g_01163
OG0000335	Pral.g_00769	Prbc.g_01164
OG0000336	Pral.g_00767	Prbc.g_01166
OG0000337	Pral.g_00764	Prbc.g_01168
OG0000338	Pral.g_00763	Prbc.g_01169
OG0000339	Pral.g_00762	Prbc.g_01170
OG0000340	Pral.g_00761	Prbc.g_01171
OG0000341	Pral.g_00756	Prbc.g_01175
OG0000342	Pral.g_00755	Prbc.g_01176
OG0000343	Pral.g_00753	Prbc.g_01178
OG0000344	Pral.g_00752	Prbc.g_01179
OG0000345	Pral.g_00751	Prbc.g_01180
OG0000346	Pral.g_00750	Prbc.g_01181
OG0000347	Pral.g_00749	Prbc.g_01182
OG0000348	Pral.g_00748	Prbc.g_01183
OG0000349	Pral.g_00747	Prbc.g_01184
OG0000350	Pral.g_00746	Prbc.g_01185
OG0000351	Pral.g_00743	Prbc.g_01187
OG0000352	Pral.g_00740	Prbc.g_01190
OG0000353	Pral.g_00739	Prbc.g_01191
OG0000354	Pral.g_00738	Prbc.g_01192
OG0000355	Pral.g_00737	Prbc.g_01193
OG0000356	Pral.g_00736	Prbc.g_01194
OG0000357	Pral.g_00735	Prbc.g_01195
OG0000358	Pral.g_00734	Prbc.g_01196
OG0000359	Pral.g_00733	Prbc.g_01197
OG0000360	Pral.g_00731	Prbc.g_01200
OG0000361	Pral.g_00730	Prbc.g_01201
OG0000362	Pral.g_00729	Prbc.g_01202
OG0000363	Pral.g_00728	Prbc.g_01203
OG0000364	Pral.g_00727	Prbc.g_01204
OG0000365	Pral.g_00726	Prbc.g_01205
OG0000366	Pral.g_00725	Prbc.g_01206
OG0000367	Pral.g_00724	Prbc.g_01207
OG0000368	Pral.g_00723	Prbc.g_01208
OG0000369	Pral.g_00722	Prbc.g_01209
OG0000370	Pral.g_00721	Prbc.g_01210
OG0000371	Pral.g_00720	Prbc.g_01211
OG0000372	Pral.g_00718	Prbc.g_01213
OG0000373	Pral.g_00716	Prbc.g_01215
OG0000374	Pral.g_00715	Prbc.g_01216
OG0000375	Pral.g_00714	Prbc.g_01217
OG0000376	Pral.g_00712	Prbc.g_01219
OG0000377	Pral.g_00706	Prbc.g_01225
OG0000378	Pral.g_00705	Prbc.g_01813
OG0000379	Pral.g_00698	Prbc.g_01246
OG0000380	Pral.g_00696	Prbc.g_01248
OG0000381	Pral.g_00695	Prbc.g_01249
OG0000382	Pral.g_00694	Prbc.g_01250
OG0000383	Pral.g_00691	Prbc.g_01253
OG0000384	Pral.g_00690	Prbc.g_01254
OG0000385	Pral.g_00687	Prbc.g_01256
OG0000386	Pral.g_00686	Prbc.g_01257
OG0000387	Pral.g_00685	Prbc.g_01258
OG0000388	Pral.g_00684	Prbc.g_01259
OG0000389	Pral.g_00683	Prbc.g_01260
OG0000390	Pral.g_00682	Prbc.g_01261
OG0000391	Pral.g_00681	Prbc.g_01262
OG0000392	Pral.g_00680	Prbc.g_01263
OG0000393	Pral.g_00677	Prbc.g_01267
OG0000394	Pral.g_00676	Prbc.g_01268
OG0000395	Pral.g_00673	Prbc.g_01271
OG0000396	Pral.g_01541	Prbc.g_01912
OG0000397	Pral.g_01322	Prbc.g_02137
OG0000398	Pral.g_01039	Prbc.g_02168
OG0000399	Pral.g_01840	Prbc.g_01317
OG0000400	Pral.g_00171	Prbc.g_00934
OG0000401	Pral.g_00663	Prbc.g_01492
OG0000402	Pral.g_00662	Prbc.g_01493
OG0000403	Pral.g_00661	Prbc.g_01494
OG0000404	Pral.g_00659	Prbc.g_01496
OG0000405	Pral.g_00658	Prbc.g_01497
OG0000406	Pral.g_00656	Prbc.g_01499
OG0000407	Pral.g_00655	Prbc.g_01500
OG0000408	Pral.g_00654	Prbc.g_01501
OG0000409	Pral.g_00653	Prbc.g_01502
OG0000410	Pral.g_00651	Prbc.g_01503
OG0000411	Pral.g_00650	Prbc.g_01504
OG0000412	Pral.g_00649	Prbc.g_01505
OG0000413	Pral.g_00648	Prbc.g_01506
OG0000414	Pral.g_00647	Prbc.g_01507
OG0000415	Pral.g_00646	Prbc.g_01508
OG0000416	Pral.g_00645	Prbc.g_01509
OG0000417	Pral.g_00644	Prbc.g_01510
OG0000418	Pral.g_00643	Prbc.g_01511
OG0000419	Pral.g_00642	Prbc.g_01512
OG0000420	Pral.g_00641	Prbc.g_01513
OG0000421	Pral.g_00635	Prbc.g_01514
OG0000422	Pral.g_00633	Prbc.g_01516
OG0000423	Pral.g_00632	Prbc.g_01517
OG0000424	Pral.g_00631	Prbc.g_01518
OG0000425	Pral.g_00627	Prbc.g_01524
OG0000426	Pral.g_00626	Prbc.g_01525
OG0000427	Pral.g_00625	Prbc.g_01526
OG0000428	Pral.g_00623	Prbc.g_01528
OG0000429	Pral.g_00622	Prbc.g_01529
OG0000430	Pral.g_00621	Prbc.g_01531
OG0000431	Pral.g_00619	Prbc.g_01532
OG0000432	Pral.g_00618	Prbc.g_01533
OG0000433	Pral.g_00615	Prbc.g_01536
OG0000434	Pral.g_00613	Prbc.g_01538
OG0000435	Pral.g_00612	Prbc.g_01539
OG0000436	Pral.g_00610	Prbc.g_01541
OG0000437	Pral.g_00608	Prbc.g_01543
OG0000438	Pral.g_00607	Prbc.g_01544
OG0000439	Pral.g_00606	Prbc.g_01545
OG0000440	Pral.g_00603	Prbc.g_01546
OG0000441	Pral.g_00602	Prbc.g_01547
OG0000442	Pral.g_00601	Prbc.g_01548
OG0000443	Pral.g_00600	Prbc.g_01549
OG0000444	Pral.g_00599	Prbc.g_01550
OG0000445	Pral.g_00598	Prbc.g_01551
OG0000446	Pral.g_00597	Prbc.g_01552
OG0000447	Pral.g_00596	Prbc.g_01553
OG0000448	Pral.g_00595	Prbc.g_01554
OG0000449	Pral.g_00590	Prbc.g_01580
OG0000450	Pral.g_00589	Prbc.g_01581
OG0000451	Pral.g_00588	Prbc.g_01582
OG0000452	Pral.g_00587	Prbc.g_01583
OG0000453	Pral.g_00585	Prbc.g_01585
OG0000454	Pral.g_00584	Prbc.g_01586
OG0000455	Pral.g_00583	Prbc.g_01587
OG0000456	Pral.g_00582	Prbc.g_01588
OG0000457	Pral.g_00580	Prbc.g_01590
OG0000458	Pral.g_00578	Prbc.g_01592
OG0000459	Pral.g_00577	Prbc.g_01593
OG0000460	Pral.g_00575	Prbc.g_01595
OG0000461	Pral.g_00574	Prbc.g_01596
OG0000462	Pral.g_00573	Prbc.g_01597
OG0000463	Pral.g_00571	Prbc.g_01599
OG0000464	Pral.g_00566	Prbc.g_01603
OG0000465	Pral.g_00565	Prbc.g_01604
OG0000466	Pral.g_00564	Prbc.g_01605
OG0000467	Pral.g_00563	Prbc.g_01606
OG0000468	Pral.g_00562	Prbc.g_01607
OG0000469	Pral.g_00561	Prbc.g_01608
OG0000470	Pral.g_00560	Prbc.g_01609
OG0000471	Pral.g_00559	Prbc.g_01610
OG0000472	Pral.g_00556	Prbc.g_01613
OG0000473	Pral.g_00555	Prbc.g_01614
OG0000474	Pral.g_00554	Prbc.g_01615
OG0000475	Pral.g_00553	Prbc.g_01616
OG0000476	Pral.g_00552	Prbc.g_01617
OG0000477	Pral.g_00550	Prbc.g_01619
OG0000478	Pral.g_00549	Prbc.g_01620
OG0000479	Pral.g_00548	Prbc.g_01621
OG0000480	Pral.g_00546	Prbc.g_01623
OG0000481	Pral.g_00545	Prbc.g_01624
OG0000482	Pral.g_00544	Prbc.g_01626
OG0000483	Pral.g_00543	Prbc.g_01627
OG0000484	Pral.g_00542	Prbc.g_01628
OG0000485	Pral.g_00541	Prbc.g_01629
OG0000486	Pral.g_00540	Prbc.g_01630
OG0000487	Pral.g_00539	Prbc.g_01631
OG0000488	Pral.g_00537	Prbc.g_01633
OG0000489	Pral.g_00536	Prbc.g_01634
OG0000490	Pral.g_00535	Prbc.g_01635
OG0000491	Pral.g_00534	Prbc.g_01636
OG0000492	Pral.g_00533	Prbc.g_01637
OG0000493	Pral.g_00532	Prbc.g_01638
OG0000494	Pral.g_00530	Prbc.g_01640
OG0000495	Pral.g_00529	Prbc.g_01641
OG0000496	Pral.g_00527	Prbc.g_01642
OG0000497	Pral.g_00525	Prbc.g_01643
OG0000498	Pral.g_00524	Prbc.g_01644
OG0000499	Pral.g_00522	Prbc.g_01646
OG0000500	Pral.g_00521	Prbc.g_01647
OG0000501	Pral.g_00519	Prbc.g_01649
OG0000502	Pral.g_00518	Prbc.g_01650
OG0000503	Pral.g_00516	Prbc.g_01651
OG0000504	Pral.g_00515	Prbc.g_01652
OG0000505	Pral.g_00514	Prbc.g_01653
OG0000506	Pral.g_00513	Prbc.g_01654
OG0000507	Pral.g_00512	Prbc.g_01655
OG0000508	Pral.g_00510	Prbc.g_01656
OG0000509	Pral.g_00509	Prbc.g_01657
OG0000510	Pral.g_00508	Prbc.g_01658
OG0000511	Pral.g_00507	Prbc.g_01659
OG0000512	Pral.g_00506	Prbc.g_01660
OG0000513	Pral.g_00505	Prbc.g_01661
OG0000514	Pral.g_00504	Prbc.g_01662
OG0000515	Pral.g_00503	Prbc.g_01663
OG0000516	Pral.g_00502	Prbc.g_01664
OG0000517	Pral.g_00501	Prbc.g_01665
OG0000518	Pral.g_00498	Prbc.g_01667
OG0000519	Pral.g_00497	Prbc.g_01668
OG0000520	Pral.g_00496	Prbc.g_01670
OG0000521	Pral.g_00495	Prbc.g_01669
OG0000522	Pral.g_00494	Prbc.g_01671
OG0000523	Pral.g_00493	Prbc.g_01672
OG0000524	Pral.g_00492	Prbc.g_01673
OG0000525	Pral.g_00490	Prbc.g_01675
OG0000526	Pral.g_00489	Prbc.g_01676
OG0000527	Pral.g_00488	Prbc.g_01677
OG0000528	Pral.g_00487	Prbc.g_01678
OG0000529	Pral.g_00486	Prbc.g_01679
OG0000530	Pral.g_00485	Prbc.g_01680
OG0000531	Pral.g_00483	Prbc.g_01682
OG0000532	Pral.g_00482	Prbc.g_01683
OG0000533	Pral.g_00481	Prbc.g_01684
OG0000534	Pral.g_00480	Prbc.g_01685
OG0000535	Pral.g_00479	Prbc.g_01686
OG0000536	Pral.g_00478	Prbc.g_01687
OG0000537	Pral.g_00477	Prbc.g_01688
OG0000538	Pral.g_00476	Prbc.g_01689
OG0000539	Pral.g_00475	Prbc.g_01690
OG0000540	Pral.g_00474	Prbc.g_01691
OG0000541	Pral.g_00472	Prbc.g_01692
