Orthogroup	Pral	Prbd
OG0000306	Pral.g_00815	Prbd.g_01011
OG0000307	Pral.g_00812	Prbd.g_01010
OG0000308	Pral.g_00811	Prbd.g_01009
OG0000309	Pral.g_00810	Prbd.g_01008
OG0000310	Pral.g_00809	Prbd.g_01007
OG0000311	Pral.g_00807	Prbd.g_01006
OG0000312	Pral.g_00805	Prbd.g_01004
OG0000313	Pral.g_00804	Prbd.g_01003
OG0000314	Pral.g_00800	Prbd.g_01000
OG0000315	Pral.g_00799	Prbd.g_00999
OG0000316	Pral.g_00796	Prbd.g_00997
OG0000317	Pral.g_00795	Prbd.g_00995
OG0000318	Pral.g_00794	Prbd.g_00994
OG0000319	Pral.g_00793	Prbd.g_00993
OG0000320	Pral.g_00792	Prbd.g_00992
OG0000321	Pral.g_00789	Prbd.g_00989
OG0000322	Pral.g_00785	Prbd.g_00986
OG0000323	Pral.g_00784	Prbd.g_00985
OG0000324	Pral.g_00781	Prbd.g_00982
OG0000325	Pral.g_00780	Prbd.g_00980
OG0000326	Pral.g_00779	Prbd.g_00979
OG0000327	Pral.g_00777	Prbd.g_00977
OG0000328	Pral.g_00776	Prbd.g_00976
OG0000329	Pral.g_00775	Prbd.g_00975
OG0000330	Pral.g_00774	Prbd.g_00974
OG0000331	Pral.g_00773	Prbd.g_00973
OG0000332	Pral.g_00772	Prbd.g_00972
OG0000333	Pral.g_00771	Prbd.g_00971
OG0000334	Pral.g_00770	Prbd.g_00970
OG0000335	Pral.g_00769	Prbd.g_00969
OG0000336	Pral.g_00767	Prbd.g_00968
OG0000337	Pral.g_00764	Prbd.g_00964
OG0000338	Pral.g_00763	Prbd.g_00963
OG0000339	Pral.g_00762	Prbd.g_00962
OG0000340	Pral.g_00761	Prbd.g_00961
OG0000341	Pral.g_00756	Prbd.g_00957
OG0000342	Pral.g_00755	Prbd.g_00956
OG0000343	Pral.g_00753	Prbd.g_00954
OG0000344	Pral.g_00752	Prbd.g_00953
OG0000345	Pral.g_00751	Prbd.g_00952
OG0000346	Pral.g_00750	Prbd.g_00951
OG0000347	Pral.g_00749	Prbd.g_00950
OG0000348	Pral.g_00748	Prbd.g_00949
OG0000349	Pral.g_00747	Prbd.g_00948
OG0000350	Pral.g_00746	Prbd.g_00947
OG0000351	Pral.g_00743	Prbd.g_00944
OG0000352	Pral.g_00740	Prbd.g_00941
OG0000353	Pral.g_00739	Prbd.g_00940
OG0000354	Pral.g_00738	Prbd.g_00939
OG0000355	Pral.g_00737	Prbd.g_00938
OG0000356	Pral.g_00736	Prbd.g_00937
OG0000357	Pral.g_00735	Prbd.g_00936
OG0000358	Pral.g_00734	Prbd.g_00935
OG0000359	Pral.g_00733	Prbd.g_00934
OG0000360	Pral.g_00731	Prbd.g_00931
OG0000361	Pral.g_00730	Prbd.g_00930
OG0000362	Pral.g_00729	Prbd.g_00929
OG0000363	Pral.g_00728	Prbd.g_00928
OG0000364	Pral.g_00727	Prbd.g_00927
OG0000365	Pral.g_00726	Prbd.g_00926
OG0000366	Pral.g_00725	Prbd.g_00925
OG0000367	Pral.g_00724	Prbd.g_00924
OG0000368	Pral.g_00723	Prbd.g_00923
OG0000369	Pral.g_00722	Prbd.g_00922
OG0000370	Pral.g_00721	Prbd.g_00921
OG0000371	Pral.g_00720	Prbd.g_00920
OG0000372	Pral.g_00718	Prbd.g_00918
OG0000373	Pral.g_00716	Prbd.g_00916
OG0000374	Pral.g_00715	Prbd.g_00915
OG0000375	Pral.g_00714	Prbd.g_00914
OG0000376	Pral.g_00712	Prbd.g_00912
OG0000377	Pral.g_00706	Prbd.g_00911
OG0000378	Pral.g_00705	Prbd.g_00910
OG0000379	Pral.g_00698	Prbd.g_00905
OG0000380	Pral.g_00696	Prbd.g_00904
OG0000381	Pral.g_00695	Prbd.g_00903
OG0000382	Pral.g_00694	Prbd.g_00901
OG0000383	Pral.g_00691	Prbd.g_00898
OG0000384	Pral.g_00690	Prbd.g_00897
OG0000385	Pral.g_00687	Prbd.g_00894
OG0000386	Pral.g_00686	Prbd.g_00893
OG0000387	Pral.g_00685	Prbd.g_00892
OG0000388	Pral.g_00684	Prbd.g_00891
OG0000389	Pral.g_00683	Prbd.g_00890
OG0000390	Pral.g_00682	Prbd.g_00889
OG0000391	Pral.g_00681	Prbd.g_00888
OG0000392	Pral.g_00680	Prbd.g_00887
OG0000393	Pral.g_00677	Prbd.g_00884
OG0000394	Pral.g_00676	Prbd.g_00883
OG0000395	Pral.g_00673	Prbd.g_00881
OG0000396	Pral.g_01541	Prbd.g_00880
OG0000397	Pral.g_01322	Prbd.g_00867
OG0000398	Pral.g_01039	Prbd.g_00859
OG0000399	Pral.g_01840	Prbd.g_00858
OG0000400	Pral.g_00171	Prbd.g_00852
OG0000401	Pral.g_00663	Prbd.g_00811
OG0000402	Pral.g_00662	Prbd.g_00810
OG0000403	Pral.g_00661	Prbd.g_00809
OG0000404	Pral.g_00659	Prbd.g_00807
OG0000405	Pral.g_00658	Prbd.g_00806
OG0000406	Pral.g_00656	Prbd.g_00804
OG0000407	Pral.g_00655	Prbd.g_00803
OG0000408	Pral.g_00654	Prbd.g_00802
OG0000409	Pral.g_00653	Prbd.g_00801
OG0000410	Pral.g_00651	Prbd.g_00800
OG0000411	Pral.g_00650	Prbd.g_00799
OG0000412	Pral.g_00649	Prbd.g_00798
OG0000413	Pral.g_00648	Prbd.g_00797
OG0000414	Pral.g_00647	Prbd.g_00796
OG0000415	Pral.g_00646	Prbd.g_00795
OG0000416	Pral.g_00645	Prbd.g_00794
OG0000417	Pral.g_00644	Prbd.g_00793
OG0000418	Pral.g_00643	Prbd.g_00792
OG0000419	Pral.g_00642	Prbd.g_00791
OG0000420	Pral.g_00641	Prbd.g_00790
OG0000421	Pral.g_00635	Prbd.g_00789
OG0000422	Pral.g_00633	Prbd.g_00787
OG0000423	Pral.g_00632	Prbd.g_00786
OG0000424	Pral.g_00631	Prbd.g_00784
OG0000425	Pral.g_00627	Prbd.g_00781
OG0000426	Pral.g_00626	Prbd.g_00780
OG0000427	Pral.g_00625	Prbd.g_00779
OG0000428	Pral.g_00623	Prbd.g_00778
OG0000429	Pral.g_00622	Prbd.g_00777
OG0000430	Pral.g_00621	Prbd.g_00771
OG0000431	Pral.g_00619	Prbd.g_00769
OG0000432	Pral.g_00618	Prbd.g_00768
OG0000433	Pral.g_00615	Prbd.g_00765
OG0000434	Pral.g_00613	Prbd.g_00764
OG0000435	Pral.g_00612	Prbd.g_00763
OG0000436	Pral.g_00610	Prbd.g_00761
OG0000437	Pral.g_00608	Prbd.g_00759
OG0000438	Pral.g_00607	Prbd.g_00758
OG0000439	Pral.g_00606	Prbd.g_00757
OG0000440	Pral.g_00603	Prbd.g_00755
OG0000441	Pral.g_00602	Prbd.g_00754
OG0000442	Pral.g_00601	Prbd.g_00753
OG0000443	Pral.g_00600	Prbd.g_00752
OG0000444	Pral.g_00599	Prbd.g_00751
OG0000445	Pral.g_00598	Prbd.g_00750
OG0000446	Pral.g_00597	Prbd.g_00749
OG0000447	Pral.g_00596	Prbd.g_00748
OG0000448	Pral.g_00595	Prbd.g_00747
OG0000449	Pral.g_00590	Prbd.g_00742
OG0000450	Pral.g_00589	Prbd.g_00741
OG0000451	Pral.g_00588	Prbd.g_00740
OG0000452	Pral.g_00587	Prbd.g_00739
OG0000453	Pral.g_00585	Prbd.g_00737
OG0000454	Pral.g_00584	Prbd.g_00736
OG0000455	Pral.g_00583	Prbd.g_00735
OG0000456	Pral.g_00582	Prbd.g_00734
OG0000457	Pral.g_00580	Prbd.g_00732
OG0000458	Pral.g_00578	Prbd.g_00730
OG0000459	Pral.g_00577	Prbd.g_00729
OG0000460	Pral.g_00575	Prbd.g_00727
OG0000461	Pral.g_00574	Prbd.g_00726
OG0000462	Pral.g_00573	Prbd.g_00725
OG0000463	Pral.g_00571	Prbd.g_00724
OG0000464	Pral.g_00566	Prbd.g_00719
OG0000465	Pral.g_00565	Prbd.g_00717
OG0000466	Pral.g_00564	Prbd.g_00716
OG0000467	Pral.g_00563	Prbd.g_00715
OG0000468	Pral.g_00562	Prbd.g_00714
OG0000469	Pral.g_00561	Prbd.g_00713
OG0000470	Pral.g_00560	Prbd.g_00712
OG0000471	Pral.g_00559	Prbd.g_00711
OG0000472	Pral.g_00556	Prbd.g_00708
OG0000473	Pral.g_00555	Prbd.g_00707
OG0000474	Pral.g_00554	Prbd.g_00706
OG0000475	Pral.g_00553	Prbd.g_00705
OG0000476	Pral.g_00552	Prbd.g_00704
OG0000477	Pral.g_00550	Prbd.g_00702
OG0000478	Pral.g_00549	Prbd.g_00701
OG0000479	Pral.g_00548	Prbd.g_00700
OG0000480	Pral.g_00546	Prbd.g_00698
OG0000481	Pral.g_00545	Prbd.g_00697
OG0000482	Pral.g_00544	Prbd.g_00696
OG0000483	Pral.g_00543	Prbd.g_00695
OG0000484	Pral.g_00542	Prbd.g_00694
OG0000485	Pral.g_00541	Prbd.g_00693
OG0000486	Pral.g_00540	Prbd.g_00692
OG0000487	Pral.g_00539	Prbd.g_00691
OG0000488	Pral.g_00537	Prbd.g_00689
OG0000489	Pral.g_00536	Prbd.g_00688
OG0000490	Pral.g_00535	Prbd.g_00687
OG0000491	Pral.g_00534	Prbd.g_00686
OG0000492	Pral.g_00533	Prbd.g_00685
OG0000493	Pral.g_00532	Prbd.g_00684
OG0000494	Pral.g_00530	Prbd.g_00682
OG0000495	Pral.g_00529	Prbd.g_00681
OG0000496	Pral.g_00527	Prbd.g_00680
OG0000497	Pral.g_00525	Prbd.g_00679
OG0000498	Pral.g_00524	Prbd.g_00678
OG0000499	Pral.g_00522	Prbd.g_00676
OG0000500	Pral.g_00521	Prbd.g_00675
OG0000501	Pral.g_00519	Prbd.g_00673
OG0000502	Pral.g_00518	Prbd.g_00672
OG0000503	Pral.g_00516	Prbd.g_00671
OG0000504	Pral.g_00515	Prbd.g_00670
OG0000505	Pral.g_00514	Prbd.g_00669
OG0000506	Pral.g_00513	Prbd.g_00668
OG0000507	Pral.g_00512	Prbd.g_00667
OG0000508	Pral.g_00510	Prbd.g_00665
OG0000509	Pral.g_00509	Prbd.g_00664
OG0000510	Pral.g_00508	Prbd.g_00663
OG0000511	Pral.g_00507	Prbd.g_00662
OG0000512	Pral.g_00506	Prbd.g_00661
OG0000513	Pral.g_00505	Prbd.g_00660
OG0000514	Pral.g_00504	Prbd.g_00659
OG0000515	Pral.g_00503	Prbd.g_00657
OG0000516	Pral.g_00502	Prbd.g_00656
OG0000517	Pral.g_00501	Prbd.g_00655
OG0000518	Pral.g_00498	Prbd.g_00653
OG0000519	Pral.g_00497	Prbd.g_00652
OG0000520	Pral.g_00496	Prbd.g_00651
OG0000521	Pral.g_00495	Prbd.g_00650
OG0000522	Pral.g_00494	Prbd.g_00649
OG0000523	Pral.g_00493	Prbd.g_00648
OG0000524	Pral.g_00492	Prbd.g_00647
OG0000525	Pral.g_00490	Prbd.g_00645
OG0000526	Pral.g_00489	Prbd.g_00644
OG0000527	Pral.g_00488	Prbd.g_00643
OG0000528	Pral.g_00487	Prbd.g_00642
OG0000529	Pral.g_00486	Prbd.g_00641
OG0000530	Pral.g_00485	Prbd.g_00640
OG0000531	Pral.g_00483	Prbd.g_00639
OG0000532	Pral.g_00482	Prbd.g_00638
OG0000533	Pral.g_00481	Prbd.g_00637
OG0000534	Pral.g_00480	Prbd.g_00636
OG0000535	Pral.g_00479	Prbd.g_00635
OG0000536	Pral.g_00478	Prbd.g_00634
OG0000537	Pral.g_00477	Prbd.g_00633
OG0000538	Pral.g_00476	Prbd.g_00632
OG0000539	Pral.g_00475	Prbd.g_00631
OG0000540	Pral.g_00474	Prbd.g_00630
OG0000541	Pral.g_00472	Prbd.g_00629
OG0000542	Pral.g_00471	Prbd.g_00628
OG0000543	Pral.g_00470	Prbd.g_00627
OG0000544	Pral.g_00469	Prbd.g_00626
OG0000545	Pral.g_00466	Prbd.g_00623
OG0000546	Pral.g_00465	Prbd.g_00622
OG0000547	Pral.g_00464	Prbd.g_00620
OG0000548	Pral.g_00462	Prbd.g_00619
OG0000549	Pral.g_00461	Prbd.g_00618
OG0000550	Pral.g_00460	Prbd.g_00617
OG0000551	Pral.g_00459	Prbd.g_00616
OG0000552	Pral.g_00458	Prbd.g_00615
OG0000553	Pral.g_01430	Prbd.g_00614
OG0000554	Pral.g_01432	Prbd.g_00613
OG0000555	Pral.g_01433	Prbd.g_00612
OG0000556	Pral.g_01434	Prbd.g_00611
OG0000557	Pral.g_01435	Prbd.g_00610
OG0000558	Pral.g_01436	Prbd.g_00609
OG0000559	Pral.g_01437	Prbd.g_00608
OG0000560	Pral.g_01439	Prbd.g_00606
OG0000561	Pral.g_01440	Prbd.g_00605
OG0000562	Pral.g_01441	Prbd.g_00604
OG0000563	Pral.g_01442	Prbd.g_00603
OG0000564	Pral.g_01443	Prbd.g_00602
OG0000565	Pral.g_01444	Prbd.g_00601
