Orthogroup	Pram	Prbi
OG0000141	Pram.g_01940	Prbi.g_00002
OG0000142	Pram.g_01942	Prbi.g_00004
OG0000143	Pram.g_01943	Prbi.g_00005
OG0000144	Pram.g_01945	Prbi.g_00007
OG0000145	Pram.g_01946	Prbi.g_00008
OG0000146	Pram.g_01947	Prbi.g_00009
OG0000147	Pram.g_01948	Prbi.g_00010
OG0000148	Pram.g_01950	Prbi.g_00012
OG0000149	Pram.g_00001	Prbi.g_00014
OG0000150	Pram.g_00002	Prbi.g_00015
OG0000151	Pram.g_00003	Prbi.g_00016
OG0000152	Pram.g_00004	Prbi.g_00017
OG0000153	Pram.g_00005	Prbi.g_00018
OG0000154	Pram.g_00006	Prbi.g_00019
OG0000155	Pram.g_00007	Prbi.g_00020
OG0000156	Pram.g_00008	Prbi.g_00021
OG0000157	Pram.g_00009	Prbi.g_00022
OG0000158	Pram.g_00011	Prbi.g_00024
OG0000159	Pram.g_00012	Prbi.g_00025
OG0000160	Pram.g_00013	Prbi.g_00026
OG0000161	Pram.g_00014	Prbi.g_00027
OG0000162	Pram.g_00015	Prbi.g_00028
OG0000163	Pram.g_00016	Prbi.g_00029
OG0000164	Pram.g_00019	Prbi.g_00032
OG0000165	Pram.g_00021	Prbi.g_00035
OG0000166	Pram.g_00022	Prbi.g_00036
OG0000167	Pram.g_00023	Prbi.g_00037
OG0000168	Pram.g_00024	Prbi.g_00049
OG0000169	Pram.g_00026	Prbi.g_00051
OG0000170	Pram.g_00028	Prbi.g_00052
OG0000171	Pram.g_00029	Prbi.g_00053
OG0000172	Pram.g_00030	Prbi.g_00056
OG0000173	Pram.g_00033	Prbi.g_00057
OG0000174	Pram.g_00034	Prbi.g_00058
OG0000175	Pram.g_00035	Prbi.g_00059
OG0000176	Pram.g_00037	Prbi.g_00061
OG0000177	Pram.g_00038	Prbi.g_00062
OG0000178	Pram.g_00039	Prbi.g_00063
OG0000179	Pram.g_00048	Prbi.g_00071
OG0000180	Pram.g_00049	Prbi.g_00072
OG0000181	Pram.g_00050	Prbi.g_00073
OG0000182	Pram.g_00054	Prbi.g_00076
OG0000183	Pram.g_00055	Prbi.g_00077
OG0000184	Pram.g_00058	Prbi.g_00080
OG0000185	Pram.g_00062	Prbi.g_00084
OG0000186	Pram.g_00063	Prbi.g_00085
OG0000187	Pram.g_01536	Prbi.g_00086
OG0000188	Pram.g_00064	Prbi.g_00087
OG0000189	Pram.g_00065	Prbi.g_00088
OG0000190	Pram.g_00066	Prbi.g_00089
OG0000191	Pram.g_00067	Prbi.g_00090
OG0000192	Pram.g_00068	Prbi.g_00091
OG0000193	Pram.g_00069	Prbi.g_00092
OG0000194	Pram.g_00070	Prbi.g_00093
OG0000195	Pram.g_00072	Prbi.g_00095
OG0000196	Pram.g_00073	Prbi.g_00096
OG0000197	Pram.g_00074	Prbi.g_00097
OG0000198	Pram.g_00075	Prbi.g_00098
OG0000199	Pram.g_00078	Prbi.g_00101
OG0000200	Pram.g_00079	Prbi.g_00102
OG0000201	Pram.g_00080	Prbi.g_00103
OG0000202	Pram.g_00081	Prbi.g_00104
OG0000203	Pram.g_00082	Prbi.g_00105
OG0000204	Pram.g_00083	Prbi.g_00106
OG0000205	Pram.g_00085	Prbi.g_00107
OG0000206	Pram.g_00086	Prbi.g_00108
OG0000207	Pram.g_00087	Prbi.g_00109
OG0000208	Pram.g_00088	Prbi.g_00110
OG0000209	Pram.g_00089	Prbi.g_00111
OG0000210	Pram.g_00090	Prbi.g_00113
OG0000211	Pram.g_00091	Prbi.g_00114
OG0000212	Pram.g_00092	Prbi.g_00115
OG0000213	Pram.g_00093	Prbi.g_00116
OG0000214	Pram.g_00097	Prbi.g_00118
OG0000215	Pram.g_00098	Prbi.g_00119
OG0000216	Pram.g_00100	Prbi.g_00121
OG0000217	Pram.g_00101	Prbi.g_00123
OG0000218	Pram.g_00102	Prbi.g_00124
OG0000219	Pram.g_00103	Prbi.g_00125
OG0000220	Pram.g_00106	Prbi.g_00128
OG0000221	Pram.g_00109	Prbi.g_00130
OG0000222	Pram.g_00110	Prbi.g_00131
OG0000223	Pram.g_00111	Prbi.g_00132
OG0000224	Pram.g_00113	Prbi.g_00135
OG0000225	Pram.g_00115	Prbi.g_00137
OG0000226	Pram.g_00117	Prbi.g_00138
OG0000227	Pram.g_00118	Prbi.g_00139
OG0000228	Pram.g_00119	Prbi.g_00140
OG0000229	Pram.g_00120	Prbi.g_00141
OG0000230	Pram.g_00121	Prbi.g_00142
OG0000231	Pram.g_01001	Prbi.g_00144
OG0000232	Pram.g_00123	Prbi.g_00145
OG0000233	Pram.g_00126	Prbi.g_00148
OG0000234	Pram.g_00128	Prbi.g_00150
OG0000235	Pram.g_00130	Prbi.g_00169
OG0000236	Pram.g_00131	Prbi.g_00170
OG0000237	Pram.g_00132	Prbi.g_00171
OG0000238	Pram.g_00133	Prbi.g_00172
OG0000239	Pram.g_00134	Prbi.g_00173
OG0000240	Pram.g_00136	Prbi.g_00175
OG0000241	Pram.g_00137	Prbi.g_00176
OG0000242	Pram.g_00138	Prbi.g_00177
OG0000243	Pram.g_00139	Prbi.g_00178
OG0000244	Pram.g_00140	Prbi.g_00179
OG0000245	Pram.g_00141	Prbi.g_00180
OG0000246	Pram.g_00143	Prbi.g_00182
OG0000247	Pram.g_00144	Prbi.g_00183
OG0000248	Pram.g_00145	Prbi.g_00184
OG0000249	Pram.g_00146	Prbi.g_00185
OG0000250	Pram.g_00147	Prbi.g_00186
OG0000251	Pram.g_00148	Prbi.g_00187
OG0000252	Pram.g_00149	Prbi.g_00188
OG0000253	Pram.g_00150	Prbi.g_00189
OG0000254	Pram.g_00152	Prbi.g_00191
OG0000255	Pram.g_00153	Prbi.g_00192
OG0000256	Pram.g_00156	Prbi.g_00195
OG0000257	Pram.g_00157	Prbi.g_00197
OG0000258	Pram.g_00158	Prbi.g_00198
OG0000259	Pram.g_00159	Prbi.g_00199
OG0000260	Pram.g_00160	Prbi.g_00200
OG0000261	Pram.g_00161	Prbi.g_00201
OG0000262	Pram.g_00162	Prbi.g_00202
OG0000263	Pram.g_00163	Prbi.g_00203
OG0000264	Pram.g_00165	Prbi.g_00205
OG0000265	Pram.g_00166	Prbi.g_00206
OG0000266	Pram.g_00167	Prbi.g_00207
OG0000267	Pram.g_00169	Prbi.g_00209
OG0000268	Pram.g_00171	Prbi.g_00210
OG0000269	Pram.g_00172	Prbi.g_00211
OG0000270	Pram.g_00173	Prbi.g_00212
OG0000271	Pram.g_00174	Prbi.g_00213
OG0000272	Pram.g_00175	Prbi.g_00214
OG0000273	Pram.g_00176	Prbi.g_00215
OG0000274	Pram.g_00177	Prbi.g_00216
OG0000275	Pram.g_00178	Prbi.g_00217
OG0000276	Pram.g_00179	Prbi.g_00218
OG0000277	Pram.g_00180	Prbi.g_00219
OG0000278	Pram.g_00181	Prbi.g_00220
OG0000279	Pram.g_00182	Prbi.g_00221
OG0000280	Pram.g_00183	Prbi.g_00222
OG0000281	Pram.g_00185	Prbi.g_00224
OG0000282	Pram.g_00186	Prbi.g_00225
OG0000283	Pram.g_00189	Prbi.g_00228
OG0000284	Pram.g_00190	Prbi.g_00229
OG0000285	Pram.g_00191	Prbi.g_00230
OG0000286	Pram.g_00193	Prbi.g_00232
OG0000287	Pram.g_00194	Prbi.g_00233
OG0000288	Pram.g_00195	Prbi.g_00234
OG0000289	Pram.g_00196	Prbi.g_00235
OG0000290	Pram.g_00197	Prbi.g_00236
OG0000291	Pram.g_00198	Prbi.g_00237
OG0000292	Pram.g_00199	Prbi.g_00238
OG0000293	Pram.g_00200	Prbi.g_00239
OG0000294	Pram.g_00201	Prbi.g_00240
OG0000295	Pram.g_00202	Prbi.g_00241
OG0000296	Pram.g_00203	Prbi.g_00242
OG0000297	Pram.g_00204	Prbi.g_00243
OG0000298	Pram.g_00205	Prbi.g_00244
OG0000299	Pram.g_00206	Prbi.g_00245
OG0000300	Pram.g_00207	Prbi.g_00246
OG0000301	Pram.g_00208	Prbi.g_00247
OG0000302	Pram.g_00209	Prbi.g_00248
OG0000303	Pram.g_00210	Prbi.g_00249
OG0000304	Pram.g_00212	Prbi.g_00250
OG0000305	Pram.g_00213	Prbi.g_00251
OG0000306	Pram.g_00214	Prbi.g_00252
OG0000307	Pram.g_00216	Prbi.g_00253
OG0000308	Pram.g_00217	Prbi.g_00254
OG0000309	Pram.g_00218	Prbi.g_00255
OG0000310	Pram.g_00219	Prbi.g_00256
OG0000311	Pram.g_00220	Prbi.g_00257
OG0000312	Pram.g_00222	Prbi.g_00259
OG0000313	Pram.g_00223	Prbi.g_00260
OG0000314	Pram.g_00227	Prbi.g_00263
OG0000315	Pram.g_00228	Prbi.g_00264
OG0000316	Pram.g_00230	Prbi.g_00266
OG0000317	Pram.g_00232	Prbi.g_00268
OG0000318	Pram.g_00233	Prbi.g_00269
OG0000319	Pram.g_00234	Prbi.g_00270
OG0000320	Pram.g_00235	Prbi.g_00271
OG0000321	Pram.g_00238	Prbi.g_00274
OG0000322	Pram.g_00242	Prbi.g_00277
OG0000323	Pram.g_00243	Prbi.g_00278
OG0000324	Pram.g_00246	Prbi.g_00281
OG0000325	Pram.g_00247	Prbi.g_00283
OG0000326	Pram.g_00248	Prbi.g_00284
OG0000327	Pram.g_00250	Prbi.g_00286
OG0000328	Pram.g_00251	Prbi.g_00287
OG0000329	Pram.g_00252	Prbi.g_00288
OG0000330	Pram.g_00253	Prbi.g_00289
OG0000331	Pram.g_00254	Prbi.g_00290
OG0000332	Pram.g_00255	Prbi.g_00291
OG0000333	Pram.g_00256	Prbi.g_00292
OG0000334	Pram.g_00257	Prbi.g_00293
OG0000335	Pram.g_00258	Prbi.g_00294
OG0000336	Pram.g_00260	Prbi.g_00295
OG0000337	Pram.g_00263	Prbi.g_00299
OG0000338	Pram.g_00264	Prbi.g_00300
OG0000339	Pram.g_00265	Prbi.g_00301
OG0000340	Pram.g_00266	Prbi.g_00302
OG0000341	Pram.g_00270	Prbi.g_00306
OG0000342	Pram.g_00271	Prbi.g_00307
OG0000343	Pram.g_00274	Prbi.g_00309
OG0000344	Pram.g_00275	Prbi.g_00310
OG0000345	Pram.g_00276	Prbi.g_00311
OG0000346	Pram.g_00277	Prbi.g_00312
OG0000347	Pram.g_00278	Prbi.g_00313
OG0000348	Pram.g_00280	Prbi.g_00314
OG0000349	Pram.g_00281	Prbi.g_00315
OG0000350	Pram.g_00282	Prbi.g_00316
OG0000351	Pram.g_00284	Prbi.g_00319
OG0000352	Pram.g_00287	Prbi.g_00322
OG0000353	Pram.g_00288	Prbi.g_00323
OG0000354	Pram.g_00289	Prbi.g_00324
OG0000355	Pram.g_00290	Prbi.g_00325
OG0000356	Pram.g_00291	Prbi.g_00326
OG0000357	Pram.g_00292	Prbi.g_00327
OG0000358	Pram.g_00293	Prbi.g_00328
OG0000359	Pram.g_00294	Prbi.g_00329
OG0000360	Pram.g_00296	Prbi.g_00332
OG0000361	Pram.g_00297	Prbi.g_00333
OG0000362	Pram.g_00298	Prbi.g_00334
OG0000363	Pram.g_00299	Prbi.g_00335
OG0000364	Pram.g_00300	Prbi.g_00336
OG0000365	Pram.g_00301	Prbi.g_00337
OG0000366	Pram.g_00302	Prbi.g_00338
OG0000367	Pram.g_00303	Prbi.g_00339
OG0000368	Pram.g_00304	Prbi.g_00340
OG0000369	Pram.g_00305	Prbi.g_00341
OG0000370	Pram.g_00306	Prbi.g_00342
OG0000371	Pram.g_00307	Prbi.g_00343
OG0000372	Pram.g_00309	Prbi.g_00345
OG0000373	Pram.g_00311	Prbi.g_00347
OG0000374	Pram.g_00312	Prbi.g_00348
OG0000375	Pram.g_00313	Prbi.g_00349
OG0000376	Pram.g_00315	Prbi.g_00351
OG0000377	Pram.g_00321	Prbi.g_00352
OG0000378	Pram.g_00322	Prbi.g_00353
OG0000379	Pram.g_00328	Prbi.g_00358
OG0000380	Pram.g_00330	Prbi.g_00359
OG0000381	Pram.g_00331	Prbi.g_00360
OG0000382	Pram.g_00332	Prbi.g_00362
OG0000383	Pram.g_00336	Prbi.g_00365
OG0000384	Pram.g_00337	Prbi.g_00366
OG0000385	Pram.g_00340	Prbi.g_00369
OG0000386	Pram.g_00341	Prbi.g_00370
OG0000387	Pram.g_00342	Prbi.g_00371
OG0000388	Pram.g_00343	Prbi.g_00372
OG0000389	Pram.g_00344	Prbi.g_00373
OG0000390	Pram.g_00345	Prbi.g_00374
OG0000391	Pram.g_00346	Prbi.g_00375
OG0000392	Pram.g_00347	Prbi.g_00376
OG0000393	Pram.g_00351	Prbi.g_00379
OG0000394	Pram.g_00352	Prbi.g_00380
OG0000395	Pram.g_00355	Prbi.g_00382
OG0000396	Pram.g_00864	Prbi.g_00383
OG0000397	Pram.g_01184	Prbi.g_00395
OG0000398	Pram.g_01537	Prbi.g_00403
OG0000399	Pram.g_01177	Prbi.g_00404
OG0000400	Pram.g_01696	Prbi.g_00409
OG0000401	Pram.g_00366	Prbi.g_00432
OG0000402	Pram.g_00367	Prbi.g_00433
OG0000403	Pram.g_00368	Prbi.g_00434
OG0000404	Pram.g_00370	Prbi.g_00436
OG0000405	Pram.g_00371	Prbi.g_00437
OG0000406	Pram.g_00373	Prbi.g_00439
OG0000407	Pram.g_00374	Prbi.g_00440
OG0000408	Pram.g_00375	Prbi.g_00441
OG0000409	Pram.g_00376	Prbi.g_00442
OG0000410	Pram.g_00377	Prbi.g_00443
OG0000411	Pram.g_00378	Prbi.g_00444
OG0000412	Pram.g_00379	Prbi.g_00445
OG0000413	Pram.g_00380	Prbi.g_00446
OG0000414	Pram.g_00381	Prbi.g_00447
OG0000415	Pram.g_00382	Prbi.g_00448
OG0000416	Pram.g_00383	Prbi.g_00449
OG0000417	Pram.g_00384	Prbi.g_00450
OG0000418	Pram.g_00385	Prbi.g_00451
OG0000419	Pram.g_00386	Prbi.g_00452
OG0000420	Pram.g_00387	Prbi.g_00453
OG0000421	Pram.g_00393	Prbi.g_00454
OG0000422	Pram.g_00395	Prbi.g_00456
OG0000423	Pram.g_00396	Prbi.g_00457
OG0000424	Pram.g_00397	Prbi.g_00459
OG0000425	Pram.g_00400	Prbi.g_00463
OG0000426	Pram.g_00401	Prbi.g_00464
OG0000427	Pram.g_00402	Prbi.g_00465
OG0000428	Pram.g_00404	Prbi.g_00466
OG0000429	Pram.g_00406	Prbi.g_00467
OG0000430	Pram.g_00407	Prbi.g_00474
OG0000431	Pram.g_00409	Prbi.g_00476
OG0000432	Pram.g_00410	Prbi.g_00477
OG0000433	Pram.g_00413	Prbi.g_00480
OG0000434	Pram.g_00414	Prbi.g_00481
OG0000435	Pram.g_00415	Prbi.g_00482
OG0000436	Pram.g_00417	Prbi.g_00484
OG0000437	Pram.g_00419	Prbi.g_00486
OG0000438	Pram.g_00420	Prbi.g_00487
OG0000439	Pram.g_00421	Prbi.g_00488
OG0000440	Pram.g_00423	Prbi.g_00490
OG0000441	Pram.g_00424	Prbi.g_00491
OG0000442	Pram.g_00425	Prbi.g_00492
OG0000443	Pram.g_00426	Prbi.g_00493
OG0000444	Pram.g_00427	Prbi.g_00494
OG0000445	Pram.g_00428	Prbi.g_00495
OG0000446	Pram.g_00429	Prbi.g_00496
OG0000447	Pram.g_00430	Prbi.g_00497
OG0000448	Pram.g_00431	Prbi.g_00498
OG0000449	Pram.g_00438	Prbi.g_00503
OG0000450	Pram.g_00439	Prbi.g_00504
OG0000451	Pram.g_00440	Prbi.g_00505
OG0000452	Pram.g_00441	Prbi.g_00506
OG0000453	Pram.g_00442	Prbi.g_00508
OG0000454	Pram.g_00443	Prbi.g_00509
OG0000455	Pram.g_00444	Prbi.g_00510
OG0000456	Pram.g_00445	Prbi.g_00511
OG0000457	Pram.g_00447	Prbi.g_00513
OG0000458	Pram.g_00449	Prbi.g_00515
OG0000459	Pram.g_00450	Prbi.g_00516
OG0000460	Pram.g_00452	Prbi.g_00518
OG0000461	Pram.g_00453	Prbi.g_00519
OG0000462	Pram.g_00454	Prbi.g_00520
OG0000463	Pram.g_00456	Prbi.g_00521
OG0000464	Pram.g_00461	Prbi.g_00526
OG0000465	Pram.g_00462	Prbi.g_00528
OG0000466	Pram.g_00463	Prbi.g_00529
OG0000467	Pram.g_00464	Prbi.g_00530
OG0000468	Pram.g_00465	Prbi.g_00531
OG0000469	Pram.g_00466	Prbi.g_00532
OG0000470	Pram.g_00468	Prbi.g_00533
OG0000471	Pram.g_00469	Prbi.g_00534
OG0000472	Pram.g_00472	Prbi.g_00537
OG0000473	Pram.g_00473	Prbi.g_00538
OG0000474	Pram.g_00474	Prbi.g_00539
OG0000475	Pram.g_00475	Prbi.g_00540
OG0000476	Pram.g_00476	Prbi.g_00541
OG0000477	Pram.g_00477	Prbi.g_00543
OG0000478	Pram.g_00478	Prbi.g_00544
OG0000479	Pram.g_00479	Prbi.g_00545
OG0000480	Pram.g_00481	Prbi.g_00547
OG0000481	Pram.g_00482	Prbi.g_00548
OG0000482	Pram.g_00483	Prbi.g_00549
OG0000483	Pram.g_00484	Prbi.g_00550
OG0000484	Pram.g_00485	Prbi.g_00551
OG0000485	Pram.g_00486	Prbi.g_00552
OG0000486	Pram.g_00487	Prbi.g_00553
OG0000487	Pram.g_00488	Prbi.g_00554
OG0000488	Pram.g_00490	Prbi.g_00556
OG0000489	Pram.g_00491	Prbi.g_00557
OG0000490	Pram.g_00492	Prbi.g_00558
OG0000491	Pram.g_00493	Prbi.g_00559
OG0000492	Pram.g_00494	Prbi.g_00560
OG0000493	Pram.g_00495	Prbi.g_00561
OG0000494	Pram.g_00497	Prbi.g_00563
OG0000495	Pram.g_00498	Prbi.g_00564
OG0000496	Pram.g_00500	Prbi.g_00565
OG0000497	Pram.g_00502	Prbi.g_00566
OG0000498	Pram.g_00503	Prbi.g_00567
OG0000499	Pram.g_00505	Prbi.g_00569
OG0000500	Pram.g_00506	Prbi.g_00570
OG0000501	Pram.g_00508	Prbi.g_00572
OG0000502	Pram.g_00509	Prbi.g_00573
OG0000503	Pram.g_00510	Prbi.g_00574
OG0000504	Pram.g_00511	Prbi.g_00575
OG0000505	Pram.g_00512	Prbi.g_00576
OG0000506	Pram.g_00513	Prbi.g_00577
OG0000507	Pram.g_00514	Prbi.g_00578
OG0000508	Pram.g_00516	Prbi.g_00580
OG0000509	Pram.g_00517	Prbi.g_00581
OG0000510	Pram.g_00518	Prbi.g_00582
OG0000511	Pram.g_00519	Prbi.g_00583
OG0000512	Pram.g_00520	Prbi.g_00584
OG0000513	Pram.g_00521	Prbi.g_00585
OG0000514	Pram.g_00522	Prbi.g_00586
OG0000515	Pram.g_00523	Prbi.g_00588
OG0000516	Pram.g_00524	Prbi.g_00589
OG0000517	Pram.g_00525	Prbi.g_00590
OG0000518	Pram.g_00528	Prbi.g_00593
OG0000519	Pram.g_00529	Prbi.g_00594
OG0000520	Pram.g_00530	Prbi.g_00595
OG0000521	Pram.g_00531	Prbi.g_00596
OG0000522	Pram.g_00532	Prbi.g_00597
OG0000523	Pram.g_00533	Prbi.g_00598
OG0000524	Pram.g_00534	Prbi.g_00599
OG0000525	Pram.g_00536	Prbi.g_00601
OG0000526	Pram.g_00537	Prbi.g_00602
OG0000527	Pram.g_00538	Prbi.g_00603
OG0000528	Pram.g_00539	Prbi.g_00604
OG0000529	Pram.g_00540	Prbi.g_00605
OG0000530	Pram.g_00541	Prbi.g_00606
OG0000531	Pram.g_00543	Prbi.g_00607
OG0000532	Pram.g_00544	Prbi.g_00608
OG0000533	Pram.g_00545	Prbi.g_00609
OG0000534	Pram.g_00546	Prbi.g_00610
OG0000535	Pram.g_00547	Prbi.g_00611
OG0000536	Pram.g_00548	Prbi.g_00612
OG0000537	Pram.g_00549	Prbi.g_00613
OG0000538	Pram.g_00550	Prbi.g_00614
OG0000539	Pram.g_00551	Prbi.g_00615
OG0000540	Pram.g_00552	Prbi.g_00616
OG0000541	Pram.g_00553	Prbi.g_00617
OG0000542	Pram.g_00554	Prbi.g_00618
OG0000543	Pram.g_00555	Prbi.g_00619
OG0000544	Pram.g_00556	Prbi.g_00620
OG0000545	Pram.g_00559	Prbi.g_00623
OG0000546	Pram.g_00560	Prbi.g_00624
OG0000547	Pram.g_00562	Prbi.g_00626
OG0000548	Pram.g_00564	Prbi.g_00627
OG0000549	Pram.g_00565	Prbi.g_00628
OG0000550	Pram.g_00566	Prbi.g_00629
OG0000551	Pram.g_00568	Prbi.g_00630
OG0000552	Pram.g_00569	Prbi.g_00631
OG0000553	Pram.g_01080	Prbi.g_00632
OG0000554	Pram.g_01079	Prbi.g_00634
OG0000555	Pram.g_01078	Prbi.g_00635
OG0000556	Pram.g_01077	Prbi.g_00636
OG0000557	Pram.g_01076	Prbi.g_00637
OG0000558	Pram.g_01075	Prbi.g_00638
OG0000559	Pram.g_01074	Prbi.g_00639
OG0000560	Pram.g_01073	Prbi.g_00641
OG0000561	Pram.g_01072	Prbi.g_00642
OG0000562	Pram.g_01070	Prbi.g_00643
OG0000563	Pram.g_01069	Prbi.g_00644
OG0000564	Pram.g_01068	Prbi.g_00645
OG0000565	Pram.g_01067	Prbi.g_00646
OG0000566	Pram.g_01066	Prbi.g_00647
