Orthogroup	Pram	Prbh
OG0000248	Pram.g_00145	Prbh.g_00622
OG0000249	Pram.g_00146	Prbh.g_00621
OG0000250	Pram.g_00147	Prbh.g_00620
OG0000251	Pram.g_00148	Prbh.g_00619
OG0000252	Pram.g_00149	Prbh.g_00618
OG0000253	Pram.g_00150	Prbh.g_00617
OG0000254	Pram.g_00152	Prbh.g_00615
OG0000255	Pram.g_00153	Prbh.g_00614
OG0000256	Pram.g_00156	Prbh.g_00611
OG0000257	Pram.g_00157	Prbh.g_00610
OG0000258	Pram.g_00158	Prbh.g_00609
OG0000259	Pram.g_00159	Prbh.g_00608
OG0000260	Pram.g_00160	Prbh.g_00607
OG0000261	Pram.g_00161	Prbh.g_00606
OG0000262	Pram.g_00162	Prbh.g_00605
OG0000263	Pram.g_00163	Prbh.g_00604
OG0000264	Pram.g_00165	Prbh.g_00602
OG0000265	Pram.g_00166	Prbh.g_00601
OG0000266	Pram.g_00167	Prbh.g_00600
OG0000267	Pram.g_00169	Prbh.g_00598
OG0000268	Pram.g_00171	Prbh.g_00596
OG0000269	Pram.g_00172	Prbh.g_00595
OG0000270	Pram.g_00173	Prbh.g_00594
OG0000271	Pram.g_00174	Prbh.g_00593
OG0000272	Pram.g_00175	Prbh.g_00592
OG0000273	Pram.g_00176	Prbh.g_00591
OG0000274	Pram.g_00177	Prbh.g_00590
OG0000275	Pram.g_00178	Prbh.g_00589
OG0000276	Pram.g_00179	Prbh.g_00588
OG0000277	Pram.g_00180	Prbh.g_00587
OG0000278	Pram.g_00181	Prbh.g_00586
OG0000279	Pram.g_00182	Prbh.g_00585
OG0000280	Pram.g_00183	Prbh.g_00584
OG0000281	Pram.g_00185	Prbh.g_00582
OG0000282	Pram.g_00186	Prbh.g_00581
OG0000283	Pram.g_00189	Prbh.g_00578
OG0000284	Pram.g_00190	Prbh.g_00577
OG0000285	Pram.g_00191	Prbh.g_00576
OG0000286	Pram.g_00193	Prbh.g_00574
OG0000287	Pram.g_00194	Prbh.g_00573
OG0000288	Pram.g_00195	Prbh.g_00572
OG0000289	Pram.g_00196	Prbh.g_00571
OG0000290	Pram.g_00197	Prbh.g_00570
OG0000291	Pram.g_00198	Prbh.g_00569
OG0000292	Pram.g_00199	Prbh.g_00568
OG0000293	Pram.g_00200	Prbh.g_00567
OG0000294	Pram.g_00201	Prbh.g_00566
OG0000295	Pram.g_00202	Prbh.g_00565
OG0000296	Pram.g_00203	Prbh.g_00564
OG0000297	Pram.g_00204	Prbh.g_00563
OG0000298	Pram.g_00205	Prbh.g_00562
OG0000299	Pram.g_00206	Prbh.g_00561
OG0000300	Pram.g_00207	Prbh.g_00560
OG0000301	Pram.g_00208	Prbh.g_00559
OG0000302	Pram.g_00209	Prbh.g_00558
OG0000303	Pram.g_00210	Prbh.g_00557
OG0000304	Pram.g_00212	Prbh.g_00555
OG0000305	Pram.g_00213	Prbh.g_00554
OG0000306	Pram.g_00214	Prbh.g_00553
OG0000307	Pram.g_00216	Prbh.g_00551
OG0000308	Pram.g_00217	Prbh.g_00550
OG0000309	Pram.g_00218	Prbh.g_00549
OG0000310	Pram.g_00219	Prbh.g_00548
OG0000311	Pram.g_00220	Prbh.g_00547
OG0000312	Pram.g_00222	Prbh.g_00545
OG0000313	Pram.g_00223	Prbh.g_00544
OG0000314	Pram.g_00227	Prbh.g_00540
OG0000315	Pram.g_00228	Prbh.g_00539
OG0000316	Pram.g_00230	Prbh.g_00537
OG0000317	Pram.g_00232	Prbh.g_00535
OG0000318	Pram.g_00233	Prbh.g_00534
OG0000319	Pram.g_00234	Prbh.g_00533
OG0000320	Pram.g_00235	Prbh.g_00532
OG0000321	Pram.g_00238	Prbh.g_00529
OG0000322	Pram.g_00242	Prbh.g_00525
OG0000323	Pram.g_00243	Prbh.g_00524
OG0000324	Pram.g_00246	Prbh.g_00521
OG0000325	Pram.g_00247	Prbh.g_00520
OG0000326	Pram.g_00248	Prbh.g_00519
OG0000327	Pram.g_00250	Prbh.g_00517
OG0000328	Pram.g_00251	Prbh.g_00516
OG0000329	Pram.g_00252	Prbh.g_00515
OG0000330	Pram.g_00253	Prbh.g_00514
OG0000331	Pram.g_00254	Prbh.g_00513
OG0000332	Pram.g_00255	Prbh.g_00512
OG0000333	Pram.g_00256	Prbh.g_00511
OG0000334	Pram.g_00257	Prbh.g_00510
OG0000335	Pram.g_00258	Prbh.g_00509
OG0000336	Pram.g_00260	Prbh.g_00507
OG0000337	Pram.g_00263	Prbh.g_00504
OG0000338	Pram.g_00264	Prbh.g_00503
OG0000339	Pram.g_00265	Prbh.g_00502
OG0000340	Pram.g_00266	Prbh.g_00501
OG0000341	Pram.g_00270	Prbh.g_00497
OG0000342	Pram.g_00271	Prbh.g_00496
OG0000343	Pram.g_00274	Prbh.g_00493
OG0000344	Pram.g_00275	Prbh.g_00492
OG0000345	Pram.g_00276	Prbh.g_00491
OG0000346	Pram.g_00277	Prbh.g_00490
OG0000347	Pram.g_00278	Prbh.g_00489
OG0000348	Pram.g_00280	Prbh.g_00487
OG0000349	Pram.g_00281	Prbh.g_00486
OG0000350	Pram.g_00282	Prbh.g_00485
OG0000351	Pram.g_00284	Prbh.g_00483
OG0000352	Pram.g_00287	Prbh.g_00480
OG0000353	Pram.g_00288	Prbh.g_00479
OG0000354	Pram.g_00289	Prbh.g_00478
OG0000355	Pram.g_00290	Prbh.g_00477
OG0000356	Pram.g_00291	Prbh.g_00476
OG0000357	Pram.g_00292	Prbh.g_00475
OG0000358	Pram.g_00293	Prbh.g_00474
OG0000359	Pram.g_00294	Prbh.g_00473
OG0000360	Pram.g_00296	Prbh.g_00471
OG0000361	Pram.g_00297	Prbh.g_00470
OG0000362	Pram.g_00298	Prbh.g_00469
OG0000363	Pram.g_00299	Prbh.g_00468
OG0000364	Pram.g_00300	Prbh.g_00467
OG0000365	Pram.g_00301	Prbh.g_00466
OG0000366	Pram.g_00302	Prbh.g_00465
OG0000367	Pram.g_00303	Prbh.g_00464
OG0000368	Pram.g_00304	Prbh.g_00463
OG0000369	Pram.g_00305	Prbh.g_00462
OG0000370	Pram.g_00306	Prbh.g_00461
OG0000371	Pram.g_00307	Prbh.g_00460
OG0000372	Pram.g_00309	Prbh.g_00458
OG0000373	Pram.g_00311	Prbh.g_00456
OG0000374	Pram.g_00312	Prbh.g_00455
OG0000375	Pram.g_00313	Prbh.g_00454
OG0000376	Pram.g_00315	Prbh.g_00452
OG0000377	Pram.g_00321	Prbh.g_00446
OG0000378	Pram.g_00322	Prbh.g_00445
OG0000379	Pram.g_00328	Prbh.g_00439
OG0000380	Pram.g_00330	Prbh.g_00437
OG0000381	Pram.g_00331	Prbh.g_00436
OG0000382	Pram.g_00332	Prbh.g_00435
OG0000383	Pram.g_00336	Prbh.g_00431
OG0000384	Pram.g_00337	Prbh.g_00430
OG0000385	Pram.g_00340	Prbh.g_00427
OG0000386	Pram.g_00341	Prbh.g_00426
OG0000387	Pram.g_00342	Prbh.g_00425
OG0000388	Pram.g_00343	Prbh.g_00424
OG0000389	Pram.g_00344	Prbh.g_00423
OG0000390	Pram.g_00345	Prbh.g_00422
OG0000391	Pram.g_00346	Prbh.g_00421
OG0000392	Pram.g_00347	Prbh.g_00420
OG0000393	Pram.g_00351	Prbh.g_00416
OG0000394	Pram.g_00352	Prbh.g_00415
OG0000395	Pram.g_00355	Prbh.g_00412
OG0000396	Pram.g_00864	Prbh.g_01008
OG0000397	Pram.g_01184	Prbh.g_01327
OG0000398	Pram.g_01537	Prbh.g_01877
OG0000399	Pram.g_01177	Prbh.g_01320
OG0000400	Pram.g_01696	Prbh.g_01718
OG0000401	Pram.g_00366	Prbh.g_00401
OG0000402	Pram.g_00367	Prbh.g_00400
OG0000403	Pram.g_00368	Prbh.g_00399
OG0000404	Pram.g_00370	Prbh.g_00397
OG0000405	Pram.g_00371	Prbh.g_00396
OG0000406	Pram.g_00373	Prbh.g_00394
OG0000407	Pram.g_00374	Prbh.g_00393
OG0000408	Pram.g_00375	Prbh.g_00392
OG0000409	Pram.g_00376	Prbh.g_00391
OG0000410	Pram.g_00377	Prbh.g_00390
OG0000411	Pram.g_00378	Prbh.g_00389
OG0000412	Pram.g_00379	Prbh.g_00388
OG0000413	Pram.g_00380	Prbh.g_00387
OG0000414	Pram.g_00381	Prbh.g_00386
OG0000415	Pram.g_00382	Prbh.g_00385
OG0000416	Pram.g_00383	Prbh.g_00384
OG0000417	Pram.g_00384	Prbh.g_00383
OG0000418	Pram.g_00385	Prbh.g_00382
OG0000419	Pram.g_00386	Prbh.g_00381
OG0000420	Pram.g_00387	Prbh.g_00380
OG0000421	Pram.g_00393	Prbh.g_00374
OG0000422	Pram.g_00395	Prbh.g_00372
OG0000423	Pram.g_00396	Prbh.g_00371
OG0000424	Pram.g_00397	Prbh.g_00370
OG0000425	Pram.g_00400	Prbh.g_00367
OG0000426	Pram.g_00401	Prbh.g_00366
OG0000427	Pram.g_00402	Prbh.g_00365
OG0000428	Pram.g_00404	Prbh.g_00363
OG0000429	Pram.g_00406	Prbh.g_00361
OG0000430	Pram.g_00407	Prbh.g_00360
OG0000431	Pram.g_00409	Prbh.g_00358
OG0000432	Pram.g_00410	Prbh.g_00357
OG0000433	Pram.g_00413	Prbh.g_00354
OG0000434	Pram.g_00414	Prbh.g_00353
OG0000435	Pram.g_00415	Prbh.g_00352
OG0000436	Pram.g_00417	Prbh.g_00350
OG0000437	Pram.g_00419	Prbh.g_00348
OG0000438	Pram.g_00420	Prbh.g_00347
OG0000439	Pram.g_00421	Prbh.g_00346
OG0000440	Pram.g_00423	Prbh.g_00344
OG0000441	Pram.g_00424	Prbh.g_00343
OG0000442	Pram.g_00425	Prbh.g_00342
OG0000443	Pram.g_00426	Prbh.g_00341
OG0000444	Pram.g_00427	Prbh.g_00340
OG0000445	Pram.g_00428	Prbh.g_00339
OG0000446	Pram.g_00429	Prbh.g_00338
OG0000447	Pram.g_00430	Prbh.g_00337
OG0000448	Pram.g_00431	Prbh.g_00336
OG0000449	Pram.g_00438	Prbh.g_00329
OG0000450	Pram.g_00439	Prbh.g_00328
OG0000451	Pram.g_00440	Prbh.g_00327
OG0000452	Pram.g_00441	Prbh.g_00326
OG0000453	Pram.g_00442	Prbh.g_00325
OG0000454	Pram.g_00443	Prbh.g_00324
OG0000455	Pram.g_00444	Prbh.g_00323
OG0000456	Pram.g_00445	Prbh.g_00322
OG0000457	Pram.g_00447	Prbh.g_00320
OG0000458	Pram.g_00449	Prbh.g_00318
OG0000459	Pram.g_00450	Prbh.g_00317
OG0000460	Pram.g_00452	Prbh.g_00315
OG0000461	Pram.g_00453	Prbh.g_00314
OG0000462	Pram.g_00454	Prbh.g_00313
OG0000463	Pram.g_00456	Prbh.g_00311
OG0000464	Pram.g_00461	Prbh.g_00306
OG0000465	Pram.g_00462	Prbh.g_00305
OG0000466	Pram.g_00463	Prbh.g_00304
OG0000467	Pram.g_00464	Prbh.g_00303
OG0000468	Pram.g_00465	Prbh.g_00302
OG0000469	Pram.g_00466	Prbh.g_00301
OG0000470	Pram.g_00468	Prbh.g_00299
OG0000471	Pram.g_00469	Prbh.g_00298
OG0000472	Pram.g_00472	Prbh.g_00295
OG0000473	Pram.g_00473	Prbh.g_00294
OG0000474	Pram.g_00474	Prbh.g_00293
OG0000475	Pram.g_00475	Prbh.g_00292
OG0000476	Pram.g_00476	Prbh.g_00291
OG0000477	Pram.g_00477	Prbh.g_00290
OG0000478	Pram.g_00478	Prbh.g_00289
OG0000479	Pram.g_00479	Prbh.g_00288
OG0000480	Pram.g_00481	Prbh.g_00286
OG0000481	Pram.g_00482	Prbh.g_00285
OG0000482	Pram.g_00483	Prbh.g_00284
OG0000483	Pram.g_00484	Prbh.g_00283
OG0000484	Pram.g_00485	Prbh.g_00282
OG0000485	Pram.g_00486	Prbh.g_00281
OG0000486	Pram.g_00487	Prbh.g_00280
OG0000487	Pram.g_00488	Prbh.g_00279
OG0000488	Pram.g_00490	Prbh.g_00277
OG0000489	Pram.g_00491	Prbh.g_00276
OG0000490	Pram.g_00492	Prbh.g_00275
OG0000491	Pram.g_00493	Prbh.g_00274
OG0000492	Pram.g_00494	Prbh.g_00273
OG0000493	Pram.g_00495	Prbh.g_00272
OG0000494	Pram.g_00497	Prbh.g_00270
OG0000495	Pram.g_00498	Prbh.g_00269
OG0000496	Pram.g_00500	Prbh.g_00267
OG0000497	Pram.g_00502	Prbh.g_00265
OG0000498	Pram.g_00503	Prbh.g_00264
OG0000499	Pram.g_00505	Prbh.g_00262
OG0000500	Pram.g_00506	Prbh.g_00261
OG0000501	Pram.g_00508	Prbh.g_00259
OG0000502	Pram.g_00509	Prbh.g_00258
OG0000503	Pram.g_00510	Prbh.g_00257
OG0000504	Pram.g_00511	Prbh.g_00256
OG0000505	Pram.g_00512	Prbh.g_00255
OG0000506	Pram.g_00513	Prbh.g_00254
OG0000507	Pram.g_00514	Prbh.g_00253
OG0000508	Pram.g_00516	Prbh.g_00251
OG0000509	Pram.g_00517	Prbh.g_00250
OG0000510	Pram.g_00518	Prbh.g_00249
OG0000511	Pram.g_00519	Prbh.g_00248
OG0000512	Pram.g_00520	Prbh.g_00247
OG0000513	Pram.g_00521	Prbh.g_00246
OG0000514	Pram.g_00522	Prbh.g_00245
OG0000515	Pram.g_00523	Prbh.g_00244
OG0000516	Pram.g_00524	Prbh.g_00243
OG0000517	Pram.g_00525	Prbh.g_00242
OG0000518	Pram.g_00528	Prbh.g_00239
OG0000519	Pram.g_00529	Prbh.g_00238
OG0000520	Pram.g_00530	Prbh.g_00237
OG0000521	Pram.g_00531	Prbh.g_00236
OG0000522	Pram.g_00532	Prbh.g_00235
OG0000523	Pram.g_00533	Prbh.g_00234
OG0000524	Pram.g_00534	Prbh.g_00233
OG0000525	Pram.g_00536	Prbh.g_00231
OG0000526	Pram.g_00537	Prbh.g_00230
OG0000527	Pram.g_00538	Prbh.g_00229
OG0000528	Pram.g_00539	Prbh.g_00228
OG0000529	Pram.g_00540	Prbh.g_00227
OG0000530	Pram.g_00541	Prbh.g_00226
OG0000531	Pram.g_00543	Prbh.g_00224
OG0000532	Pram.g_00544	Prbh.g_00223
OG0000533	Pram.g_00545	Prbh.g_00222
OG0000534	Pram.g_00546	Prbh.g_00221
OG0000535	Pram.g_00547	Prbh.g_00220
OG0000536	Pram.g_00548	Prbh.g_00219
OG0000537	Pram.g_00549	Prbh.g_00218
OG0000538	Pram.g_00550	Prbh.g_00217
OG0000539	Pram.g_00551	Prbh.g_00216
