Orthogroup	Pram	Prbf
OG0000104	Pram.g_00416	Prbf.g_01763
OG0000105	Pram.g_00437	Prbf.g_01783
OG0000106	Pram.g_00470	Prbf.g_01813
OG0000107	Pram.g_00471	Prbf.g_01814
OG0000108	Pram.g_00480	Prbf.g_01824
OG0000109	Pram.g_00489	Prbf.g_01833
OG0000110	Pram.g_00507	Prbf.g_01850
OG0000111	Pram.g_01059	Prbf.g_00999
OG0000112	Pram.g_01058	Prbf.g_01000
OG0000113	Pram.g_01006	Prbf.g_01050
OG0000114	Pram.g_00807	Prbf.g_01247
OG0000115	Pram.g_00943	Prbf.g_01117
OG0000116	Pram.g_00947	Prbf.g_01113
OG0000117	Pram.g_00891	Prbf.g_01167
OG0000118	Pram.g_01185	Prbf.g_00873
OG0000119	Pram.g_01549	Prbf.g_00785
OG0000120	Pram.g_01133	Prbf.g_00924
OG0000121	Pram.g_01110	Prbf.g_00947
OG0000122	Pram.g_01090	Prbf.g_00967
OG0000123	Pram.g_00571	Prbf.g_01915
OG0000124	Pram.g_01254	Prbf.g_00253
OG0000125	Pram.g_01242	Prbf.g_00013
OG0000126	Pram.g_01468	Prbf.g_00095
OG0000127	Pram.g_01393	Prbf.g_00145
OG0000128	Pram.g_01377	Prbf.g_00158
OG0000129	Pram.g_01341	Prbf.g_00194
OG0000130	Pram.g_01629	Prbf.g_00696
OG0000131	Pram.g_01669	Prbf.g_00657
OG0000132	Pram.g_01672	Prbf.g_00654
OG0000133	Pram.g_01728	Prbf.g_00600
OG0000134	Pram.g_01764	Prbf.g_00564
OG0000135	Pram.g_01766	Prbf.g_00562
OG0000136	Pram.g_01817	Prbf.g_00512
OG0000137	Pram.g_01851	Prbf.g_00477
OG0000138	Pram.g_01886	Prbf.g_00443
OG0000139	Pram.g_01917	Prbf.g_00412
OG0000140	Pram.g_01939	Prbf.g_00392
OG0000141	Pram.g_01940	Prbf.g_00391
OG0000142	Pram.g_01942	Prbf.g_00389
OG0000143	Pram.g_01943	Prbf.g_00388
OG0000144	Pram.g_01945	Prbf.g_00386
OG0000145	Pram.g_01946	Prbf.g_00385
OG0000146	Pram.g_01947	Prbf.g_00384
OG0000147	Pram.g_01948	Prbf.g_00383
OG0000148	Pram.g_01950	Prbf.g_00381
OG0000149	Pram.g_00001	Prbf.g_01336
OG0000150	Pram.g_00002	Prbf.g_01337
OG0000151	Pram.g_00003	Prbf.g_01338
OG0000152	Pram.g_00004	Prbf.g_01339
OG0000153	Pram.g_00005	Prbf.g_01340
OG0000154	Pram.g_00006	Prbf.g_01341
OG0000155	Pram.g_00007	Prbf.g_01342
OG0000156	Pram.g_00008	Prbf.g_01343
OG0000157	Pram.g_00009	Prbf.g_01344
OG0000158	Pram.g_00011	Prbf.g_01346
OG0000159	Pram.g_00012	Prbf.g_01347
OG0000160	Pram.g_00013	Prbf.g_01348
OG0000161	Pram.g_00014	Prbf.g_01349
OG0000162	Pram.g_00015	Prbf.g_01350
OG0000163	Pram.g_00016	Prbf.g_01352
OG0000164	Pram.g_00019	Prbf.g_01355
OG0000165	Pram.g_00021	Prbf.g_01358
OG0000166	Pram.g_00022	Prbf.g_01359
OG0000167	Pram.g_00023	Prbf.g_01360
OG0000168	Pram.g_00024	Prbf.g_01362
OG0000169	Pram.g_00026	Prbf.g_01364
OG0000170	Pram.g_00028	Prbf.g_01366
OG0000171	Pram.g_00029	Prbf.g_01367
OG0000172	Pram.g_00030	Prbf.g_01368
OG0000173	Pram.g_00033	Prbf.g_01371
OG0000174	Pram.g_00034	Prbf.g_01372
OG0000175	Pram.g_00035	Prbf.g_01373
OG0000176	Pram.g_00037	Prbf.g_01375
OG0000177	Pram.g_00038	Prbf.g_01376
OG0000178	Pram.g_00039	Prbf.g_01378
OG0000179	Pram.g_00048	Prbf.g_01390
OG0000180	Pram.g_00049	Prbf.g_01391
OG0000181	Pram.g_00050	Prbf.g_01392
OG0000182	Pram.g_00054	Prbf.g_01396
OG0000183	Pram.g_00055	Prbf.g_01397
OG0000184	Pram.g_00058	Prbf.g_01400
OG0000185	Pram.g_00062	Prbf.g_01404
OG0000186	Pram.g_00063	Prbf.g_01405
OG0000187	Pram.g_01536	Prbf.g_00291
OG0000188	Pram.g_00064	Prbf.g_01406
OG0000189	Pram.g_00065	Prbf.g_01407
OG0000190	Pram.g_00066	Prbf.g_01408
OG0000191	Pram.g_00067	Prbf.g_01409
OG0000192	Pram.g_00068	Prbf.g_01410
OG0000193	Pram.g_00069	Prbf.g_01411
OG0000194	Pram.g_00070	Prbf.g_01412
OG0000195	Pram.g_00072	Prbf.g_01414
OG0000196	Pram.g_00073	Prbf.g_01415
OG0000197	Pram.g_00074	Prbf.g_01416
OG0000198	Pram.g_00075	Prbf.g_01417
OG0000199	Pram.g_00078	Prbf.g_01420
OG0000200	Pram.g_00079	Prbf.g_01421
OG0000201	Pram.g_00080	Prbf.g_01422
OG0000202	Pram.g_00081	Prbf.g_01424
OG0000203	Pram.g_00082	Prbf.g_01425
OG0000204	Pram.g_00083	Prbf.g_01426
OG0000205	Pram.g_00085	Prbf.g_01428
OG0000206	Pram.g_00086	Prbf.g_01429
OG0000207	Pram.g_00087	Prbf.g_01430
OG0000208	Pram.g_00088	Prbf.g_01431
OG0000209	Pram.g_00089	Prbf.g_01432
OG0000210	Pram.g_00090	Prbf.g_01433
OG0000211	Pram.g_00091	Prbf.g_01435
OG0000212	Pram.g_00092	Prbf.g_01436
OG0000213	Pram.g_00093	Prbf.g_01437
OG0000214	Pram.g_00097	Prbf.g_01441
OG0000215	Pram.g_00098	Prbf.g_01442
OG0000216	Pram.g_00100	Prbf.g_01444
OG0000217	Pram.g_00101	Prbf.g_01445
OG0000218	Pram.g_00102	Prbf.g_01446
OG0000219	Pram.g_00103	Prbf.g_01447
OG0000220	Pram.g_00106	Prbf.g_01450
OG0000221	Pram.g_00109	Prbf.g_01453
OG0000222	Pram.g_00110	Prbf.g_01454
OG0000223	Pram.g_00111	Prbf.g_01455
OG0000224	Pram.g_00113	Prbf.g_01457
OG0000225	Pram.g_00115	Prbf.g_01459
OG0000226	Pram.g_00117	Prbf.g_01461
OG0000227	Pram.g_00118	Prbf.g_01462
OG0000228	Pram.g_00119	Prbf.g_01463
OG0000229	Pram.g_00120	Prbf.g_01464
OG0000230	Pram.g_00121	Prbf.g_01465
OG0000231	Pram.g_01001	Prbf.g_01055
OG0000232	Pram.g_00123	Prbf.g_01467
OG0000233	Pram.g_00126	Prbf.g_01470
OG0000234	Pram.g_00128	Prbf.g_01472
OG0000235	Pram.g_00130	Prbf.g_01478
OG0000236	Pram.g_00131	Prbf.g_01479
OG0000237	Pram.g_00132	Prbf.g_01480
OG0000238	Pram.g_00133	Prbf.g_01481
OG0000239	Pram.g_00134	Prbf.g_01482
OG0000240	Pram.g_00136	Prbf.g_01484
OG0000241	Pram.g_00137	Prbf.g_01485
OG0000242	Pram.g_00138	Prbf.g_01486
OG0000243	Pram.g_00139	Prbf.g_01487
OG0000244	Pram.g_00140	Prbf.g_01488
OG0000245	Pram.g_00141	Prbf.g_01490
OG0000246	Pram.g_00143	Prbf.g_01492
OG0000247	Pram.g_00144	Prbf.g_01493
OG0000248	Pram.g_00145	Prbf.g_01494
OG0000249	Pram.g_00146	Prbf.g_01495
OG0000250	Pram.g_00147	Prbf.g_01496
OG0000251	Pram.g_00148	Prbf.g_01497
OG0000252	Pram.g_00149	Prbf.g_01498
OG0000253	Pram.g_00150	Prbf.g_01499
OG0000254	Pram.g_00152	Prbf.g_01501
OG0000255	Pram.g_00153	Prbf.g_01502
OG0000256	Pram.g_00156	Prbf.g_01505
OG0000257	Pram.g_00157	Prbf.g_01507
OG0000258	Pram.g_00158	Prbf.g_01508
OG0000259	Pram.g_00159	Prbf.g_01509
OG0000260	Pram.g_00160	Prbf.g_01510
OG0000261	Pram.g_00161	Prbf.g_01511
OG0000262	Pram.g_00162	Prbf.g_01512
OG0000263	Pram.g_00163	Prbf.g_01513
OG0000264	Pram.g_00165	Prbf.g_01515
OG0000265	Pram.g_00166	Prbf.g_01516
OG0000266	Pram.g_00167	Prbf.g_01517
OG0000267	Pram.g_00169	Prbf.g_01519
OG0000268	Pram.g_00171	Prbf.g_01521
OG0000269	Pram.g_00172	Prbf.g_01522
OG0000270	Pram.g_00173	Prbf.g_01523
OG0000271	Pram.g_00174	Prbf.g_01524
OG0000272	Pram.g_00175	Prbf.g_01525
OG0000273	Pram.g_00176	Prbf.g_01526
OG0000274	Pram.g_00177	Prbf.g_01527
OG0000275	Pram.g_00178	Prbf.g_01528
OG0000276	Pram.g_00179	Prbf.g_01529
OG0000277	Pram.g_00180	Prbf.g_01530
OG0000278	Pram.g_00181	Prbf.g_01531
OG0000279	Pram.g_00182	Prbf.g_01532
OG0000280	Pram.g_00183	Prbf.g_01533
OG0000281	Pram.g_00185	Prbf.g_01535
OG0000282	Pram.g_00186	Prbf.g_01536
OG0000283	Pram.g_00189	Prbf.g_01539
OG0000284	Pram.g_00190	Prbf.g_01540
OG0000285	Pram.g_00191	Prbf.g_01541
OG0000286	Pram.g_00193	Prbf.g_01543
OG0000287	Pram.g_00194	Prbf.g_01545
OG0000288	Pram.g_00195	Prbf.g_01546
OG0000289	Pram.g_00196	Prbf.g_01547
OG0000290	Pram.g_00197	Prbf.g_01548
OG0000291	Pram.g_00198	Prbf.g_01549
OG0000292	Pram.g_00199	Prbf.g_01550
OG0000293	Pram.g_00200	Prbf.g_01551
OG0000294	Pram.g_00201	Prbf.g_01552
OG0000295	Pram.g_00202	Prbf.g_01553
OG0000296	Pram.g_00203	Prbf.g_01554
OG0000297	Pram.g_00204	Prbf.g_01555
OG0000298	Pram.g_00205	Prbf.g_01556
OG0000299	Pram.g_00206	Prbf.g_01557
OG0000300	Pram.g_00207	Prbf.g_01558
OG0000301	Pram.g_00208	Prbf.g_01559
OG0000302	Pram.g_00209	Prbf.g_01560
OG0000303	Pram.g_00210	Prbf.g_01561
OG0000304	Pram.g_00212	Prbf.g_01563
OG0000305	Pram.g_00213	Prbf.g_01564
OG0000306	Pram.g_00214	Prbf.g_01565
OG0000307	Pram.g_00216	Prbf.g_01567
OG0000308	Pram.g_00217	Prbf.g_01568
OG0000309	Pram.g_00218	Prbf.g_01569
OG0000310	Pram.g_00219	Prbf.g_01570
OG0000311	Pram.g_00220	Prbf.g_01571
OG0000312	Pram.g_00222	Prbf.g_01573
OG0000313	Pram.g_00223	Prbf.g_01574
OG0000314	Pram.g_00227	Prbf.g_01578
OG0000315	Pram.g_00228	Prbf.g_01579
OG0000316	Pram.g_00230	Prbf.g_01581
OG0000317	Pram.g_00232	Prbf.g_01583
OG0000318	Pram.g_00233	Prbf.g_01584
OG0000319	Pram.g_00234	Prbf.g_01585
OG0000320	Pram.g_00235	Prbf.g_01586
OG0000321	Pram.g_00238	Prbf.g_01589
OG0000322	Pram.g_00242	Prbf.g_01593
OG0000323	Pram.g_00243	Prbf.g_01594
OG0000324	Pram.g_00246	Prbf.g_01597
OG0000325	Pram.g_00247	Prbf.g_01598
OG0000326	Pram.g_00248	Prbf.g_01599
OG0000327	Pram.g_00250	Prbf.g_01601
OG0000328	Pram.g_00251	Prbf.g_01602
OG0000329	Pram.g_00252	Prbf.g_01603
OG0000330	Pram.g_00253	Prbf.g_01604
OG0000331	Pram.g_00254	Prbf.g_01606
OG0000332	Pram.g_00255	Prbf.g_01607
OG0000333	Pram.g_00256	Prbf.g_01608
OG0000334	Pram.g_00257	Prbf.g_01609
OG0000335	Pram.g_00258	Prbf.g_01610
OG0000336	Pram.g_00260	Prbf.g_01612
OG0000337	Pram.g_00263	Prbf.g_01615
OG0000338	Pram.g_00264	Prbf.g_01616
OG0000339	Pram.g_00265	Prbf.g_01617
OG0000340	Pram.g_00266	Prbf.g_01618
OG0000341	Pram.g_00270	Prbf.g_01622
OG0000342	Pram.g_00271	Prbf.g_01623
OG0000343	Pram.g_00274	Prbf.g_01626
OG0000344	Pram.g_00275	Prbf.g_01627
OG0000345	Pram.g_00276	Prbf.g_01628
OG0000346	Pram.g_00277	Prbf.g_01629
OG0000347	Pram.g_00278	Prbf.g_01630
OG0000348	Pram.g_00280	Prbf.g_01632
OG0000349	Pram.g_00281	Prbf.g_01633
OG0000350	Pram.g_00282	Prbf.g_01634
OG0000351	Pram.g_00284	Prbf.g_01636
OG0000352	Pram.g_00287	Prbf.g_01639
OG0000353	Pram.g_00288	Prbf.g_01640
OG0000354	Pram.g_00289	Prbf.g_01641
OG0000355	Pram.g_00290	Prbf.g_01642
OG0000356	Pram.g_00291	Prbf.g_01643
OG0000357	Pram.g_00292	Prbf.g_01644
OG0000358	Pram.g_00293	Prbf.g_01645
OG0000359	Pram.g_00294	Prbf.g_01646
OG0000360	Pram.g_00296	Prbf.g_01648
OG0000361	Pram.g_00297	Prbf.g_01649
OG0000362	Pram.g_00298	Prbf.g_01650
OG0000363	Pram.g_00299	Prbf.g_01651
OG0000364	Pram.g_00300	Prbf.g_01652
OG0000365	Pram.g_00301	Prbf.g_01653
OG0000366	Pram.g_00302	Prbf.g_01654
OG0000367	Pram.g_00303	Prbf.g_01655
OG0000368	Pram.g_00304	Prbf.g_01656
OG0000369	Pram.g_00305	Prbf.g_01657
OG0000370	Pram.g_00306	Prbf.g_01658
OG0000371	Pram.g_00307	Prbf.g_01659
OG0000372	Pram.g_00309	Prbf.g_01660
OG0000373	Pram.g_00311	Prbf.g_01662
OG0000374	Pram.g_00312	Prbf.g_01663
OG0000375	Pram.g_00313	Prbf.g_01664
OG0000376	Pram.g_00315	Prbf.g_01665
OG0000377	Pram.g_00321	Prbf.g_01671
OG0000378	Pram.g_00322	Prbf.g_01672
OG0000379	Pram.g_00328	Prbf.g_01678
OG0000380	Pram.g_00330	Prbf.g_01680
OG0000381	Pram.g_00331	Prbf.g_01681
OG0000382	Pram.g_00332	Prbf.g_01682
OG0000383	Pram.g_00336	Prbf.g_01685
OG0000384	Pram.g_00337	Prbf.g_01686
OG0000385	Pram.g_00340	Prbf.g_01689
OG0000386	Pram.g_00341	Prbf.g_01690
OG0000387	Pram.g_00342	Prbf.g_01691
OG0000388	Pram.g_00343	Prbf.g_01692
OG0000389	Pram.g_00344	Prbf.g_01693
OG0000390	Pram.g_00345	Prbf.g_01694
OG0000391	Pram.g_00346	Prbf.g_01695
OG0000392	Pram.g_00347	Prbf.g_01696
OG0000393	Pram.g_00351	Prbf.g_01700
OG0000394	Pram.g_00352	Prbf.g_01701
OG0000395	Pram.g_00355	Prbf.g_01704
OG0000396	Pram.g_00864	Prbf.g_01190
OG0000397	Pram.g_01184	Prbf.g_00874
OG0000398	Pram.g_01537	Prbf.g_00741
OG0000399	Pram.g_01177	Prbf.g_00879
OG0000400	Pram.g_01696	Prbf.g_00629
OG0000401	Pram.g_00366	Prbf.g_01715
OG0000402	Pram.g_00367	Prbf.g_01716
OG0000403	Pram.g_00368	Prbf.g_01717
OG0000404	Pram.g_00370	Prbf.g_01719
OG0000405	Pram.g_00371	Prbf.g_01720
OG0000406	Pram.g_00373	Prbf.g_01722
OG0000407	Pram.g_00374	Prbf.g_01723
OG0000408	Pram.g_00375	Prbf.g_01724
OG0000409	Pram.g_00376	Prbf.g_01725
OG0000410	Pram.g_00377	Prbf.g_01726
OG0000411	Pram.g_00378	Prbf.g_01727
OG0000412	Pram.g_00379	Prbf.g_01728
OG0000413	Pram.g_00380	Prbf.g_01729
OG0000414	Pram.g_00381	Prbf.g_01730
OG0000415	Pram.g_00382	Prbf.g_01731
OG0000416	Pram.g_00383	Prbf.g_01732
OG0000417	Pram.g_00384	Prbf.g_01733
OG0000418	Pram.g_00385	Prbf.g_01734
OG0000419	Pram.g_00386	Prbf.g_01735
OG0000420	Pram.g_00387	Prbf.g_01736
OG0000421	Pram.g_00393	Prbf.g_01740
OG0000422	Pram.g_00395	Prbf.g_01742
OG0000423	Pram.g_00396	Prbf.g_01743
OG0000424	Pram.g_00397	Prbf.g_01744
OG0000425	Pram.g_00400	Prbf.g_01748
OG0000426	Pram.g_00401	Prbf.g_01749
OG0000427	Pram.g_00402	Prbf.g_01750
OG0000428	Pram.g_00404	Prbf.g_01752
OG0000429	Pram.g_00406	Prbf.g_01753
OG0000430	Pram.g_00407	Prbf.g_01754
OG0000431	Pram.g_00409	Prbf.g_01756
OG0000432	Pram.g_00410	Prbf.g_01757
OG0000433	Pram.g_00413	Prbf.g_01760
OG0000434	Pram.g_00414	Prbf.g_01761
OG0000435	Pram.g_00415	Prbf.g_01762
OG0000436	Pram.g_00417	Prbf.g_01764
OG0000437	Pram.g_00419	Prbf.g_01766
OG0000438	Pram.g_00420	Prbf.g_01767
OG0000439	Pram.g_00421	Prbf.g_01768
OG0000440	Pram.g_00423	Prbf.g_01770
OG0000441	Pram.g_00424	Prbf.g_01771
OG0000442	Pram.g_00425	Prbf.g_01772
OG0000443	Pram.g_00426	Prbf.g_01773
OG0000444	Pram.g_00427	Prbf.g_01774
OG0000445	Pram.g_00428	Prbf.g_01775
OG0000446	Pram.g_00429	Prbf.g_01776
OG0000447	Pram.g_00430	Prbf.g_01777
OG0000448	Pram.g_00431	Prbf.g_01778
OG0000449	Pram.g_00438	Prbf.g_01784
OG0000450	Pram.g_00439	Prbf.g_01785
OG0000451	Pram.g_00440	Prbf.g_01786
OG0000452	Pram.g_00441	Prbf.g_01787
OG0000453	Pram.g_00442	Prbf.g_01788
OG0000454	Pram.g_00443	Prbf.g_01789
OG0000455	Pram.g_00444	Prbf.g_01790
OG0000456	Pram.g_00445	Prbf.g_01791
OG0000457	Pram.g_00447	Prbf.g_01793
OG0000458	Pram.g_00449	Prbf.g_01795
OG0000459	Pram.g_00450	Prbf.g_01796
OG0000460	Pram.g_00452	Prbf.g_01798
OG0000461	Pram.g_00453	Prbf.g_01799
OG0000462	Pram.g_00454	Prbf.g_01800
OG0000463	Pram.g_00456	Prbf.g_01801
OG0000464	Pram.g_00461	Prbf.g_01805
OG0000465	Pram.g_00462	Prbf.g_01806
OG0000466	Pram.g_00463	Prbf.g_01807
OG0000467	Pram.g_00464	Prbf.g_01808
OG0000468	Pram.g_00465	Prbf.g_01809
OG0000469	Pram.g_00466	Prbf.g_01810
OG0000470	Pram.g_00468	Prbf.g_01811
OG0000471	Pram.g_00469	Prbf.g_01812
OG0000472	Pram.g_00472	Prbf.g_01815
OG0000473	Pram.g_00473	Prbf.g_01816
OG0000474	Pram.g_00474	Prbf.g_01817
OG0000475	Pram.g_00475	Prbf.g_01818
OG0000476	Pram.g_00476	Prbf.g_01819
OG0000477	Pram.g_00477	Prbf.g_01821
OG0000478	Pram.g_00478	Prbf.g_01822
OG0000479	Pram.g_00479	Prbf.g_01823
OG0000480	Pram.g_00481	Prbf.g_01825
OG0000481	Pram.g_00482	Prbf.g_01826
OG0000482	Pram.g_00483	Prbf.g_01827
OG0000483	Pram.g_00484	Prbf.g_01828
OG0000484	Pram.g_00485	Prbf.g_01829
OG0000485	Pram.g_00486	Prbf.g_01830
OG0000486	Pram.g_00487	Prbf.g_01831
OG0000487	Pram.g_00488	Prbf.g_01832
OG0000488	Pram.g_00490	Prbf.g_01834
OG0000489	Pram.g_00491	Prbf.g_01835
OG0000490	Pram.g_00492	Prbf.g_01836
OG0000491	Pram.g_00493	Prbf.g_01837
OG0000492	Pram.g_00494	Prbf.g_01838
OG0000493	Pram.g_00495	Prbf.g_01839
OG0000494	Pram.g_00497	Prbf.g_01840
OG0000495	Pram.g_00498	Prbf.g_01841
OG0000496	Pram.g_00500	Prbf.g_01843
OG0000497	Pram.g_00502	Prbf.g_01845
OG0000498	Pram.g_00503	Prbf.g_01846
OG0000499	Pram.g_00505	Prbf.g_01848
OG0000500	Pram.g_00506	Prbf.g_01849
OG0000501	Pram.g_00508	Prbf.g_01851
OG0000502	Pram.g_00509	Prbf.g_01852
OG0000503	Pram.g_00510	Prbf.g_01853
OG0000504	Pram.g_00511	Prbf.g_01854
OG0000505	Pram.g_00512	Prbf.g_01855
OG0000506	Pram.g_00513	Prbf.g_01856
OG0000507	Pram.g_00514	Prbf.g_01857
OG0000508	Pram.g_00516	Prbf.g_01859
OG0000509	Pram.g_00517	Prbf.g_01860
OG0000510	Pram.g_00518	Prbf.g_01861
OG0000511	Pram.g_00519	Prbf.g_01862
OG0000512	Pram.g_00520	Prbf.g_01863
OG0000513	Pram.g_00521	Prbf.g_01864
OG0000514	Pram.g_00522	Prbf.g_01865
OG0000515	Pram.g_00523	Prbf.g_01868
OG0000516	Pram.g_00524	Prbf.g_01869
OG0000517	Pram.g_00525	Prbf.g_01870
OG0000518	Pram.g_00528	Prbf.g_01873
OG0000519	Pram.g_00529	Prbf.g_01874
OG0000520	Pram.g_00530	Prbf.g_01875
OG0000521	Pram.g_00531	Prbf.g_01876
OG0000522	Pram.g_00532	Prbf.g_01877
OG0000523	Pram.g_00533	Prbf.g_01878
OG0000524	Pram.g_00534	Prbf.g_01879
OG0000525	Pram.g_00536	Prbf.g_01881
OG0000526	Pram.g_00537	Prbf.g_01882
OG0000527	Pram.g_00538	Prbf.g_01883
OG0000528	Pram.g_00539	Prbf.g_01884
OG0000529	Pram.g_00540	Prbf.g_01885
OG0000530	Pram.g_00541	Prbf.g_01886
OG0000531	Pram.g_00543	Prbf.g_01888
OG0000532	Pram.g_00544	Prbf.g_01889
OG0000533	Pram.g_00545	Prbf.g_01890
OG0000534	Pram.g_00546	Prbf.g_01891
OG0000535	Pram.g_00547	Prbf.g_01892
OG0000536	Pram.g_00548	Prbf.g_01893
OG0000537	Pram.g_00549	Prbf.g_01894
OG0000538	Pram.g_00550	Prbf.g_01895
OG0000539	Pram.g_00551	Prbf.g_01896
OG0000540	Pram.g_00552	Prbf.g_01897
OG0000541	Pram.g_00553	Prbf.g_01898
OG0000542	Pram.g_00554	Prbf.g_01899
OG0000543	Pram.g_00555	Prbf.g_01900
OG0000544	Pram.g_00556	Prbf.g_01901
OG0000545	Pram.g_00559	Prbf.g_01903
OG0000546	Pram.g_00560	Prbf.g_01904
OG0000547	Pram.g_00562	Prbf.g_01906
OG0000548	Pram.g_00564	Prbf.g_01908
OG0000549	Pram.g_00565	Prbf.g_01909
OG0000550	Pram.g_00566	Prbf.g_01910
OG0000551	Pram.g_00568	Prbf.g_01912
OG0000552	Pram.g_00569	Prbf.g_01913
