Orthogroup	Pram	Prbk
OG0000056	Pram.g_01191	Prbk.g_00694
OG0000058	Pram.g_00411	Prbk.g_02113
OG0000059	Pram.g_00792	Prbk.g_01765
OG0000062	Pram.g_01546	Prbk.g_02195
OG0000063	Pram.g_01112	Prbk.g_01496
OG0000065	Pram.g_01230	Prbk.g_01183
OG0000066	Pram.g_01446	Prbk.g_00477
OG0000068	Pram.g_01770	Prbk.g_00796, Prbk.g_00944
OG0000069	Pram.g_01339	Prbk.g_01209
OG0000070	Pram.g_00603	Prbk.g_00094
OG0000070	Pram.g_01611	Prbk.g_00841, Prbk.g_02591
OG0000071	Pram.g_01949	Prbk.g_02290
OG0000072	Pram.g_00310	Prbk.g_00472
OG0000073	Pram.g_01039	Prbk.g_00709
OG0000074	Pram.g_00782	Prbk.g_01815
OG0000075	Pram.g_00816	Prbk.g_02475
OG0000076	Pram.g_00888	Prbk.g_00056
OG0000078	Pram.g_01445	Prbk.g_00476
OG0000079	Pram.g_01293	Prbk.g_00931
OG0000080	Pram.g_01554	Prbk.g_02012
OG0000081	Pram.g_01805	Prbk.g_00512
OG0000082	Pram.g_01898	Prbk.g_02204
OG0000083	Pram.g_01941	Prbk.g_02281
OG0000084	Pram.g_01944	Prbk.g_02284
OG0000085	Pram.g_00010	Prbk.g_01626
OG0000087	Pram.g_00036	Prbk.g_02126
OG0000088	Pram.g_00099	Prbk.g_00191
OG0000089	Pram.g_00108	Prbk.g_00206
OG0000090	Pram.g_00125	Prbk.g_00559
OG0000091	Pram.g_00154	Prbk.g_00776
OG0000092	Pram.g_00155	Prbk.g_00777
OG0000093	Pram.g_00168	Prbk.g_01280
OG0000094	Pram.g_00187	Prbk.g_01251
OG0000095	Pram.g_00192	Prbk.g_00632
OG0000096	Pram.g_00239	Prbk.g_01001
OG0000097	Pram.g_00262	Prbk.g_00409
OG0000098	Pram.g_00273	Prbk.g_00422
OG0000099	Pram.g_00283	Prbk.g_00434
OG0000100	Pram.g_00286	Prbk.g_00438
OG0000101	Pram.g_00354	Prbk.g_00361
OG0000102	Pram.g_01589	Prbk.g_02209
OG0000103	Pram.g_00412	Prbk.g_02114
OG0000104	Pram.g_00416	Prbk.g_02061
OG0000105	Pram.g_00437	Prbk.g_01862
OG0000106	Pram.g_00470	Prbk.g_01078
OG0000107	Pram.g_00471	Prbk.g_01080
OG0000108	Pram.g_00480	Prbk.g_02684
OG0000109	Pram.g_00489	Prbk.g_01890
OG0000110	Pram.g_00507	Prbk.g_01871
OG0000111	Pram.g_01059	Prbk.g_00740
OG0000112	Pram.g_01058	Prbk.g_00739
OG0000113	Pram.g_01006	Prbk.g_02370
OG0000114	Pram.g_00807	Prbk.g_02466
OG0000115	Pram.g_00943	Prbk.g_02324
OG0000116	Pram.g_00947	Prbk.g_02316
OG0000117	Pram.g_00891	Prbk.g_00059
OG0000118	Pram.g_01185	Prbk.g_02271
OG0000119	Pram.g_01549	Prbk.g_02197
OG0000120	Pram.g_01133	Prbk.g_00144
OG0000121	Pram.g_01110	Prbk.g_00138
OG0000122	Pram.g_01090	Prbk.g_00185
OG0000123	Pram.g_00571	Prbk.g_00121
OG0000124	Pram.g_01254	Prbk.g_00066
OG0000125	Pram.g_01242	Prbk.g_01169
OG0000126	Pram.g_01468	Prbk.g_02052
OG0000127	Pram.g_01393	Prbk.g_00243
OG0000128	Pram.g_01377	Prbk.g_00260
OG0000129	Pram.g_01341	Prbk.g_01212
OG0000130	Pram.g_01629	Prbk.g_00913
OG0000131	Pram.g_01669	Prbk.g_01417
OG0000132	Pram.g_01672	Prbk.g_01414
OG0000133	Pram.g_01728	Prbk.g_00987
OG0000134	Pram.g_01764	Prbk.g_00950
OG0000135	Pram.g_01766	Prbk.g_00948
OG0000136	Pram.g_01817	Prbk.g_00528
OG0000137	Pram.g_01851	Prbk.g_01540
OG0000138	Pram.g_01886	Prbk.g_02168
OG0000139	Pram.g_01917	Prbk.g_02252
OG0000140	Pram.g_01939	Prbk.g_02279
OG0000141	Pram.g_01940	Prbk.g_02280
OG0000142	Pram.g_01942	Prbk.g_02282
OG0000143	Pram.g_01943	Prbk.g_02283
OG0000144	Pram.g_01945	Prbk.g_02285
OG0000145	Pram.g_01946	Prbk.g_02287
OG0000146	Pram.g_01947	Prbk.g_02288
OG0000147	Pram.g_01948	Prbk.g_02289
OG0000148	Pram.g_01950	Prbk.g_02291
OG0000149	Pram.g_00001	Prbk.g_01639
OG0000150	Pram.g_00002	Prbk.g_01638
OG0000151	Pram.g_00003	Prbk.g_01633
OG0000152	Pram.g_00004	Prbk.g_01632
OG0000153	Pram.g_00005	Prbk.g_01631
OG0000154	Pram.g_00006	Prbk.g_01630
OG0000155	Pram.g_00007	Prbk.g_01629
OG0000156	Pram.g_00008	Prbk.g_01628
OG0000157	Pram.g_00009	Prbk.g_01627
OG0000158	Pram.g_00011	Prbk.g_01625
OG0000159	Pram.g_00012	Prbk.g_01624
OG0000160	Pram.g_00013	Prbk.g_01623
OG0000161	Pram.g_00014	Prbk.g_01622
OG0000162	Pram.g_00015	Prbk.g_01621
OG0000163	Pram.g_00016	Prbk.g_01619
OG0000164	Pram.g_00019	Prbk.g_01614
OG0000165	Pram.g_00021	Prbk.g_01609
OG0000166	Pram.g_00022	Prbk.g_01608
OG0000167	Pram.g_00023	Prbk.g_01607
OG0000168	Pram.g_00024	Prbk.g_01606
OG0000169	Pram.g_00026	Prbk.g_01604
OG0000170	Pram.g_00028	Prbk.g_02158
OG0000171	Pram.g_00029	Prbk.g_02156
OG0000172	Pram.g_00030	Prbk.g_02155
OG0000173	Pram.g_00033	Prbk.g_02148
OG0000174	Pram.g_00034	Prbk.g_02141
OG0000175	Pram.g_00035	Prbk.g_02133
OG0000176	Pram.g_00037	Prbk.g_02125
OG0000177	Pram.g_00038	Prbk.g_02124
OG0000178	Pram.g_00039	Prbk.g_02123
OG0000179	Pram.g_00048	Prbk.g_01326
OG0000180	Pram.g_00049	Prbk.g_01324
OG0000181	Pram.g_00050	Prbk.g_01323
OG0000182	Pram.g_00054	Prbk.g_01320
OG0000183	Pram.g_00055	Prbk.g_01319
OG0000184	Pram.g_00058	Prbk.g_01315
OG0000185	Pram.g_00062	Prbk.g_01309
OG0000186	Pram.g_00063	Prbk.g_01308
OG0000187	Pram.g_01536	Prbk.g_01665
OG0000188	Pram.g_00064	Prbk.g_01307
OG0000189	Pram.g_00065	Prbk.g_01304
OG0000190	Pram.g_00066	Prbk.g_01303
OG0000191	Pram.g_00067	Prbk.g_01302
OG0000192	Pram.g_00068	Prbk.g_01301
OG0000193	Pram.g_00069	Prbk.g_01300
OG0000194	Pram.g_00070	Prbk.g_01299
OG0000195	Pram.g_00072	Prbk.g_01295
OG0000196	Pram.g_00073	Prbk.g_01294
OG0000197	Pram.g_00074	Prbk.g_00035
OG0000198	Pram.g_00075	Prbk.g_00031
OG0000199	Pram.g_00078	Prbk.g_00026
OG0000200	Pram.g_00079	Prbk.g_00025
OG0000201	Pram.g_00080	Prbk.g_00024
OG0000202	Pram.g_00081	Prbk.g_00022
OG0000203	Pram.g_00082	Prbk.g_00021
OG0000204	Pram.g_00083	Prbk.g_00020
OG0000205	Pram.g_00085	Prbk.g_00018
OG0000206	Pram.g_00086	Prbk.g_00017
OG0000207	Pram.g_00087	Prbk.g_00016
OG0000208	Pram.g_00088	Prbk.g_00015
OG0000209	Pram.g_00089	Prbk.g_00014
OG0000210	Pram.g_00090	Prbk.g_00012
OG0000211	Pram.g_00091	Prbk.g_00011
OG0000212	Pram.g_00092	Prbk.g_00010
OG0000213	Pram.g_00093	Prbk.g_00007
OG0000214	Pram.g_00097	Prbk.g_00001
OG0000215	Pram.g_00098	Prbk.g_00190
OG0000216	Pram.g_00100	Prbk.g_00192
OG0000217	Pram.g_00101	Prbk.g_00194
OG0000218	Pram.g_00102	Prbk.g_00196
OG0000219	Pram.g_00103	Prbk.g_00197
OG0000220	Pram.g_00106	Prbk.g_00202
OG0000221	Pram.g_00109	Prbk.g_00207
OG0000222	Pram.g_00110	Prbk.g_00208
OG0000223	Pram.g_00111	Prbk.g_00209
OG0000224	Pram.g_00113	Prbk.g_00542
OG0000225	Pram.g_00115	Prbk.g_00544
OG0000226	Pram.g_00117	Prbk.g_00547
OG0000227	Pram.g_00118	Prbk.g_00549
OG0000228	Pram.g_00119	Prbk.g_00550
OG0000229	Pram.g_00120	Prbk.g_00551
OG0000230	Pram.g_00121	Prbk.g_00552
OG0000231	Pram.g_01001	Prbk.g_00554
OG0000232	Pram.g_00123	Prbk.g_00555
OG0000233	Pram.g_00126	Prbk.g_00560
OG0000234	Pram.g_00128	Prbk.g_00749
OG0000235	Pram.g_00130	Prbk.g_00751
OG0000236	Pram.g_00131	Prbk.g_00752
OG0000237	Pram.g_00132	Prbk.g_00753
OG0000238	Pram.g_00133	Prbk.g_00754
OG0000239	Pram.g_00134	Prbk.g_00755
OG0000240	Pram.g_00136	Prbk.g_00757
OG0000241	Pram.g_00137	Prbk.g_00758
OG0000242	Pram.g_00138	Prbk.g_00759
OG0000243	Pram.g_00139	Prbk.g_00760
OG0000244	Pram.g_00140	Prbk.g_00761
OG0000245	Pram.g_00141	Prbk.g_00763
OG0000246	Pram.g_00143	Prbk.g_00765
OG0000247	Pram.g_00144	Prbk.g_00766
OG0000248	Pram.g_00145	Prbk.g_00767
OG0000249	Pram.g_00146	Prbk.g_00768
OG0000250	Pram.g_00147	Prbk.g_00769
OG0000251	Pram.g_00148	Prbk.g_00770
OG0000252	Pram.g_00149	Prbk.g_00771
OG0000253	Pram.g_00150	Prbk.g_00772
OG0000254	Pram.g_00152	Prbk.g_00774
OG0000255	Pram.g_00153	Prbk.g_00775
OG0000256	Pram.g_00156	Prbk.g_00778
OG0000257	Pram.g_00157	Prbk.g_00779
OG0000258	Pram.g_00158	Prbk.g_00780
OG0000259	Pram.g_00159	Prbk.g_00781
OG0000260	Pram.g_00160	Prbk.g_00782
OG0000261	Pram.g_00161	Prbk.g_00783
OG0000262	Pram.g_00162	Prbk.g_00784
OG0000263	Pram.g_00163	Prbk.g_00785
OG0000264	Pram.g_00165	Prbk.g_02425
OG0000265	Pram.g_00166	Prbk.g_01283
OG0000266	Pram.g_00167	Prbk.g_01281
OG0000267	Pram.g_00169	Prbk.g_01277
OG0000268	Pram.g_00171	Prbk.g_01275
OG0000269	Pram.g_00172	Prbk.g_01272
OG0000270	Pram.g_00173	Prbk.g_01270
OG0000271	Pram.g_00174	Prbk.g_01267
OG0000272	Pram.g_00175	Prbk.g_01266
OG0000273	Pram.g_00176	Prbk.g_01263
OG0000274	Pram.g_00177	Prbk.g_01261
OG0000275	Pram.g_00178	Prbk.g_01260
OG0000276	Pram.g_00179	Prbk.g_01259
OG0000277	Pram.g_00180	Prbk.g_01258
OG0000278	Pram.g_00181	Prbk.g_01257
OG0000279	Pram.g_00182	Prbk.g_01256
OG0000280	Pram.g_00183	Prbk.g_01255
OG0000281	Pram.g_00185	Prbk.g_01253
OG0000282	Pram.g_00186	Prbk.g_01252
OG0000283	Pram.g_00189	Prbk.g_01245
OG0000284	Pram.g_00190	Prbk.g_01244
OG0000285	Pram.g_00191	Prbk.g_00631
OG0000286	Pram.g_00193	Prbk.g_00633
OG0000287	Pram.g_00194	Prbk.g_00686
OG0000288	Pram.g_00195	Prbk.g_00685
OG0000289	Pram.g_00196	Prbk.g_00683
OG0000290	Pram.g_00197	Prbk.g_00682
OG0000291	Pram.g_00198	Prbk.g_00680
OG0000292	Pram.g_00199	Prbk.g_00670
OG0000293	Pram.g_00200	Prbk.g_00669
OG0000294	Pram.g_00201	Prbk.g_00668
OG0000295	Pram.g_00202	Prbk.g_00662
OG0000296	Pram.g_00203	Prbk.g_00661
OG0000297	Pram.g_00204	Prbk.g_00658
OG0000298	Pram.g_00205	Prbk.g_00657
OG0000299	Pram.g_00206	Prbk.g_00656
OG0000300	Pram.g_00207	Prbk.g_00655
OG0000301	Pram.g_00208	Prbk.g_00654
OG0000302	Pram.g_00209	Prbk.g_00653
OG0000303	Pram.g_00210	Prbk.g_00652
OG0000304	Pram.g_00212	Prbk.g_00650
OG0000305	Pram.g_00213	Prbk.g_00649
OG0000306	Pram.g_00214	Prbk.g_00648
OG0000307	Pram.g_00216	Prbk.g_01364
OG0000308	Pram.g_00217	Prbk.g_01136
OG0000309	Pram.g_00218	Prbk.g_01135
OG0000310	Pram.g_00219	Prbk.g_01134
OG0000311	Pram.g_00220	Prbk.g_01368
OG0000312	Pram.g_00222	Prbk.g_01369
OG0000313	Pram.g_00223	Prbk.g_01521
OG0000314	Pram.g_00227	Prbk.g_01515
OG0000315	Pram.g_00228	Prbk.g_01514
OG0000316	Pram.g_00230	Prbk.g_01900
OG0000317	Pram.g_00232	Prbk.g_01012
OG0000318	Pram.g_00233	Prbk.g_01011
OG0000319	Pram.g_00234	Prbk.g_01010
OG0000320	Pram.g_00235	Prbk.g_01008
OG0000321	Pram.g_00238	Prbk.g_01003
OG0000322	Pram.g_00242	Prbk.g_00371
OG0000323	Pram.g_00243	Prbk.g_00372
OG0000324	Pram.g_00246	Prbk.g_00374
OG0000325	Pram.g_00247	Prbk.g_00376
OG0000326	Pram.g_00248	Prbk.g_00378
OG0000327	Pram.g_00250	Prbk.g_00384
OG0000328	Pram.g_00251	Prbk.g_01365
OG0000329	Pram.g_00252	Prbk.g_00397
OG0000330	Pram.g_00253	Prbk.g_00398
OG0000331	Pram.g_00254	Prbk.g_00400
OG0000332	Pram.g_00255	Prbk.g_00401
OG0000333	Pram.g_00256	Prbk.g_00402
OG0000334	Pram.g_00257	Prbk.g_00403
OG0000335	Pram.g_00258	Prbk.g_00404
OG0000336	Pram.g_00260	Prbk.g_00406
OG0000337	Pram.g_00263	Prbk.g_00411
OG0000338	Pram.g_00264	Prbk.g_00412
OG0000339	Pram.g_00265	Prbk.g_00413
OG0000340	Pram.g_00266	Prbk.g_00415
OG0000341	Pram.g_00270	Prbk.g_00420
OG0000342	Pram.g_00271	Prbk.g_00421
OG0000343	Pram.g_00274	Prbk.g_00423
OG0000344	Pram.g_00275	Prbk.g_00425
OG0000345	Pram.g_00276	Prbk.g_00426
OG0000346	Pram.g_00277	Prbk.g_00427
OG0000347	Pram.g_00278	Prbk.g_00428
OG0000348	Pram.g_00280	Prbk.g_00429
OG0000349	Pram.g_00281	Prbk.g_00430
OG0000350	Pram.g_00282	Prbk.g_00431
OG0000351	Pram.g_00284	Prbk.g_00435
OG0000352	Pram.g_00287	Prbk.g_00439
OG0000353	Pram.g_00288	Prbk.g_00442
OG0000354	Pram.g_00289	Prbk.g_00443
OG0000355	Pram.g_00290	Prbk.g_00444
OG0000356	Pram.g_00291	Prbk.g_00449
OG0000357	Pram.g_00292	Prbk.g_00450
OG0000358	Pram.g_00293	Prbk.g_00451
OG0000359	Pram.g_00294	Prbk.g_00453
OG0000360	Pram.g_00296	Prbk.g_00456
OG0000361	Pram.g_00297	Prbk.g_00457
OG0000362	Pram.g_00298	Prbk.g_00458
OG0000363	Pram.g_00299	Prbk.g_00460
OG0000364	Pram.g_00300	Prbk.g_00461
OG0000365	Pram.g_00301	Prbk.g_00462
OG0000366	Pram.g_00302	Prbk.g_00463
OG0000367	Pram.g_00303	Prbk.g_00464
OG0000368	Pram.g_00304	Prbk.g_00465
OG0000369	Pram.g_00305	Prbk.g_00466
OG0000370	Pram.g_00306	Prbk.g_00467
OG0000371	Pram.g_00307	Prbk.g_00468
OG0000372	Pram.g_00309	Prbk.g_00471
OG0000373	Pram.g_00311	Prbk.g_00481
OG0000374	Pram.g_00312	Prbk.g_00483
OG0000375	Pram.g_00313	Prbk.g_00492
OG0000376	Pram.g_00315	Prbk.g_00853
OG0000377	Pram.g_00321	Prbk.g_00860
OG0000378	Pram.g_00322	Prbk.g_00861
OG0000379	Pram.g_00328	Prbk.g_00871
OG0000380	Pram.g_00330	Prbk.g_00873
OG0000381	Pram.g_00331	Prbk.g_00874
OG0000382	Pram.g_00332	Prbk.g_00876
OG0000383	Pram.g_00336	Prbk.g_00881
OG0000384	Pram.g_00337	Prbk.g_00882
OG0000385	Pram.g_00340	Prbk.g_00888
OG0000386	Pram.g_00341	Prbk.g_00889
OG0000387	Pram.g_00342	Prbk.g_00890
OG0000388	Pram.g_00343	Prbk.g_00891
OG0000389	Pram.g_00344	Prbk.g_00892
OG0000390	Pram.g_00345	Prbk.g_00893
OG0000391	Pram.g_00346	Prbk.g_00894
OG0000392	Pram.g_00347	Prbk.g_00895
OG0000393	Pram.g_00351	Prbk.g_00365
OG0000394	Pram.g_00352	Prbk.g_00364
OG0000395	Pram.g_00355	Prbk.g_00360
OG0000396	Pram.g_00864	Prbk.g_02556
OG0000397	Pram.g_01184	Prbk.g_01321
OG0000398	Pram.g_01537	Prbk.g_00924
OG0000399	Pram.g_01177	Prbk.g_01693
OG0000400	Pram.g_01696	Prbk.g_01902
OG0000401	Pram.g_00366	Prbk.g_00352
OG0000402	Pram.g_00367	Prbk.g_00351
OG0000403	Pram.g_00368	Prbk.g_00339
OG0000404	Pram.g_00370	Prbk.g_00329
OG0000405	Pram.g_00371	Prbk.g_00328
OG0000406	Pram.g_00373	Prbk.g_00326
OG0000407	Pram.g_00374	Prbk.g_00325
OG0000408	Pram.g_00375	Prbk.g_00324
OG0000409	Pram.g_00376	Prbk.g_00323
OG0000410	Pram.g_00377	Prbk.g_00321
OG0000411	Pram.g_00378	Prbk.g_00320
OG0000412	Pram.g_00379	Prbk.g_00319
OG0000413	Pram.g_00380	Prbk.g_00318
OG0000414	Pram.g_00381	Prbk.g_00317
OG0000415	Pram.g_00382	Prbk.g_00316
OG0000416	Pram.g_00383	Prbk.g_00315
OG0000417	Pram.g_00384	Prbk.g_00311
OG0000418	Pram.g_00385	Prbk.g_00310
OG0000419	Pram.g_00386	Prbk.g_00309
OG0000420	Pram.g_00387	Prbk.g_00308
OG0000421	Pram.g_00393	Prbk.g_00301
OG0000422	Pram.g_00395	Prbk.g_00299
OG0000423	Pram.g_00396	Prbk.g_00298
OG0000424	Pram.g_00397	Prbk.g_00295
OG0000425	Pram.g_00400	Prbk.g_02088
OG0000426	Pram.g_00401	Prbk.g_02089
OG0000427	Pram.g_00402	Prbk.g_02092
OG0000428	Pram.g_00404	Prbk.g_02105
OG0000429	Pram.g_00406	Prbk.g_02107
OG0000430	Pram.g_00407	Prbk.g_02109
OG0000431	Pram.g_00409	Prbk.g_02111
OG0000432	Pram.g_00410	Prbk.g_02112
OG0000433	Pram.g_00413	Prbk.g_02053
OG0000434	Pram.g_00414	Prbk.g_02056
OG0000435	Pram.g_00415	Prbk.g_02060
OG0000436	Pram.g_00417	Prbk.g_02062
OG0000437	Pram.g_00419	Prbk.g_02064
OG0000438	Pram.g_00420	Prbk.g_02065
OG0000439	Pram.g_00421	Prbk.g_02066
OG0000440	Pram.g_00423	Prbk.g_02069
OG0000441	Pram.g_00424	Prbk.g_02071
OG0000442	Pram.g_00425	Prbk.g_02072
OG0000443	Pram.g_00426	Prbk.g_02073
OG0000444	Pram.g_00427	Prbk.g_02074
OG0000445	Pram.g_00428	Prbk.g_02075
OG0000446	Pram.g_00429	Prbk.g_02076
OG0000447	Pram.g_00430	Prbk.g_02077
OG0000448	Pram.g_00431	Prbk.g_02078
OG0000449	Pram.g_00438	Prbk.g_01865
OG0000450	Pram.g_00439	Prbk.g_01041
OG0000451	Pram.g_00440	Prbk.g_01042
OG0000452	Pram.g_00441	Prbk.g_01043
OG0000453	Pram.g_00442	Prbk.g_01046
OG0000454	Pram.g_00443	Prbk.g_01047
OG0000455	Pram.g_00444	Prbk.g_01048
OG0000456	Pram.g_00445	Prbk.g_01049
OG0000457	Pram.g_00447	Prbk.g_01050
OG0000458	Pram.g_00449	Prbk.g_01051
OG0000459	Pram.g_00450	Prbk.g_01052
OG0000460	Pram.g_00452	Prbk.g_01054
OG0000461	Pram.g_00453	Prbk.g_01055
OG0000462	Pram.g_00454	Prbk.g_01056
OG0000463	Pram.g_00456	Prbk.g_01061
OG0000464	Pram.g_00461	Prbk.g_01066
OG0000465	Pram.g_00462	Prbk.g_01067
OG0000466	Pram.g_00463	Prbk.g_01068
OG0000467	Pram.g_00464	Prbk.g_01070
OG0000468	Pram.g_00465	Prbk.g_01071
OG0000469	Pram.g_00466	Prbk.g_01076
OG0000470	Pram.g_00468	Prbk.g_01965
OG0000471	Pram.g_00469	Prbk.g_01772
OG0000472	Pram.g_00472	Prbk.g_01081
OG0000473	Pram.g_00473	Prbk.g_01083
OG0000474	Pram.g_00474	Prbk.g_01085
OG0000475	Pram.g_00475	Prbk.g_01086
OG0000476	Pram.g_00476	Prbk.g_01092
OG0000477	Pram.g_00477	Prbk.g_01095
OG0000478	Pram.g_00478	Prbk.g_01097
OG0000479	Pram.g_00479	Prbk.g_01099
OG0000480	Pram.g_00481	Prbk.g_02686
OG0000481	Pram.g_00482	Prbk.g_01898
OG0000482	Pram.g_00483	Prbk.g_01897
OG0000483	Pram.g_00484	Prbk.g_01895
OG0000484	Pram.g_00485	Prbk.g_01894
OG0000485	Pram.g_00486	Prbk.g_01893
OG0000486	Pram.g_00487	Prbk.g_01892
OG0000487	Pram.g_00488	Prbk.g_01891
OG0000488	Pram.g_00490	Prbk.g_01889
OG0000489	Pram.g_00491	Prbk.g_01888
OG0000490	Pram.g_00492	Prbk.g_01887
OG0000491	Pram.g_00493	Prbk.g_01886
OG0000492	Pram.g_00494	Prbk.g_01885
OG0000493	Pram.g_00495	Prbk.g_01884
OG0000494	Pram.g_00497	Prbk.g_01882
OG0000495	Pram.g_00498	Prbk.g_01881
OG0000496	Pram.g_00500	Prbk.g_01879
OG0000497	Pram.g_00502	Prbk.g_01877
OG0000498	Pram.g_00503	Prbk.g_01876
OG0000499	Pram.g_00505	Prbk.g_01874
OG0000500	Pram.g_00506	Prbk.g_01873
OG0000501	Pram.g_00508	Prbk.g_01104
OG0000502	Pram.g_00509	Prbk.g_01105
OG0000503	Pram.g_00510	Prbk.g_01106
OG0000504	Pram.g_00511	Prbk.g_01108
OG0000505	Pram.g_00512	Prbk.g_01109
OG0000506	Pram.g_00513	Prbk.g_01110
OG0000507	Pram.g_00514	Prbk.g_01111
OG0000508	Pram.g_00516	Prbk.g_01115
OG0000509	Pram.g_00517	Prbk.g_01116
OG0000510	Pram.g_00518	Prbk.g_01117
OG0000511	Pram.g_00519	Prbk.g_01118
OG0000512	Pram.g_00520	Prbk.g_01119
OG0000513	Pram.g_00521	Prbk.g_01120
OG0000514	Pram.g_00522	Prbk.g_01121
OG0000515	Pram.g_00523	Prbk.g_01124
OG0000516	Pram.g_00524	Prbk.g_01125
OG0000517	Pram.g_00525	Prbk.g_01126
OG0000518	Pram.g_00528	Prbk.g_01130
OG0000519	Pram.g_00529	Prbk.g_01131
OG0000520	Pram.g_00530	Prbk.g_01132
OG0000521	Pram.g_00531	Prbk.g_01133
OG0000522	Pram.g_00532	Prbk.g_01139
OG0000523	Pram.g_00533	Prbk.g_01140
OG0000524	Pram.g_00534	Prbk.g_01141
OG0000525	Pram.g_00536	Prbk.g_01143
OG0000526	Pram.g_00537	Prbk.g_01144
OG0000527	Pram.g_00538	Prbk.g_01145
OG0000528	Pram.g_00539	Prbk.g_01146
OG0000529	Pram.g_00540	Prbk.g_01147
OG0000530	Pram.g_00541	Prbk.g_01148
OG0000531	Pram.g_00543	Prbk.g_01151
OG0000532	Pram.g_00544	Prbk.g_01153
OG0000533	Pram.g_00545	Prbk.g_01154
OG0000534	Pram.g_00546	Prbk.g_01155
OG0000535	Pram.g_00547	Prbk.g_01156
OG0000536	Pram.g_00548	Prbk.g_01157
OG0000537	Pram.g_00549	Prbk.g_01158
OG0000538	Pram.g_00550	Prbk.g_01159
OG0000539	Pram.g_00551	Prbk.g_01161
OG0000540	Pram.g_00552	Prbk.g_01163
OG0000541	Pram.g_00553	Prbk.g_02602
OG0000542	Pram.g_00554	Prbk.g_02603
OG0000543	Pram.g_00555	Prbk.g_02604
OG0000544	Pram.g_00556	Prbk.g_02605
OG0000545	Pram.g_00559	Prbk.g_02608
OG0000546	Pram.g_00560	Prbk.g_02609
OG0000547	Pram.g_00562	Prbk.g_02611
OG0000548	Pram.g_00564	Prbk.g_02616
OG0000549	Pram.g_00565	Prbk.g_02617
OG0000550	Pram.g_00566	Prbk.g_02618
OG0000551	Pram.g_00568	Prbk.g_02621
OG0000552	Pram.g_00569	Prbk.g_02623
OG0000553	Pram.g_01080	Prbk.g_02624
OG0000554	Pram.g_01079	Prbk.g_02626
OG0000555	Pram.g_01078	Prbk.g_02627
OG0000556	Pram.g_01077	Prbk.g_02628
OG0000557	Pram.g_01076	Prbk.g_02629
OG0000558	Pram.g_01075	Prbk.g_02631
OG0000559	Pram.g_01074	Prbk.g_02632
OG0000560	Pram.g_01073	Prbk.g_02634
OG0000561	Pram.g_01072	Prbk.g_02635
OG0000562	Pram.g_01070	Prbk.g_02637
OG0000563	Pram.g_01069	Prbk.g_02638
OG0000564	Pram.g_01068	Prbk.g_02639
OG0000565	Pram.g_01067	Prbk.g_02647
OG0000566	Pram.g_01066	Prbk.g_02648
OG0000567	Pram.g_01065	Prbk.g_02649
OG0000568	Pram.g_01064	Prbk.g_02650
OG0000569	Pram.g_01063	Prbk.g_02651
OG0000570	Pram.g_01062	Prbk.g_02654
OG0000571	Pram.g_01061	Prbk.g_02655
