Orthogroup	Pram	Prbn
OG0000095	Pram.g_00192	Prbn.g_00346
OG0000096	Pram.g_00239	Prbn.g_00017
OG0000097	Pram.g_00262	Prbn.g_00041
OG0000098	Pram.g_00273	Prbn.g_00052
OG0000099	Pram.g_00283	Prbn.g_00062
OG0000100	Pram.g_00286	Prbn.g_00065
OG0000101	Pram.g_00354	Prbn.g_00694
OG0000102	Pram.g_01589	Prbn.g_01102
OG0000103	Pram.g_00412	Prbn.g_00638
OG0000104	Pram.g_00416	Prbn.g_00634
OG0000105	Pram.g_00437	Prbn.g_00614
OG0000106	Pram.g_00470	Prbn.g_00584
OG0000107	Pram.g_00471	Prbn.g_00583
OG0000108	Pram.g_00480	Prbn.g_00573
OG0000109	Pram.g_00489	Prbn.g_00564
OG0000110	Pram.g_00507	Prbn.g_00547
OG0000111	Pram.g_01059	Prbn.g_00443
OG0000112	Pram.g_01058	Prbn.g_00444
OG0000113	Pram.g_01006	Prbn.g_01351
OG0000114	Pram.g_00807	Prbn.g_01548
OG0000115	Pram.g_00943	Prbn.g_01418
OG0000116	Pram.g_00947	Prbn.g_01414
OG0000117	Pram.g_00891	Prbn.g_01468
OG0000118	Pram.g_01185	Prbn.g_01144
OG0000119	Pram.g_01549	Prbn.g_01653
OG0000120	Pram.g_01133	Prbn.g_01195
OG0000121	Pram.g_01110	Prbn.g_00391
OG0000122	Pram.g_01090	Prbn.g_00411
OG0000123	Pram.g_00571	Prbn.g_00482
OG0000124	Pram.g_01254	Prbn.g_00886
OG0000125	Pram.g_01242	Prbn.g_01071
OG0000126	Pram.g_01468	Prbn.g_01240
OG0000127	Pram.g_01393	Prbn.g_00200
OG0000128	Pram.g_01377	Prbn.g_00213
OG0000129	Pram.g_01341	Prbn.g_00249
OG0000130	Pram.g_01629	Prbn.g_01742
OG0000131	Pram.g_01669	Prbn.g_01782
OG0000132	Pram.g_01672	Prbn.g_01785
OG0000133	Pram.g_01728	Prbn.g_01839
OG0000134	Pram.g_01764	Prbn.g_01875
OG0000135	Pram.g_01766	Prbn.g_01877
OG0000136	Pram.g_01817	Prbn.g_01012
OG0000137	Pram.g_01851	Prbn.g_00978
OG0000138	Pram.g_01886	Prbn.g_00944
OG0000139	Pram.g_01917	Prbn.g_00913
OG0000140	Pram.g_01939	Prbn.g_00301
OG0000141	Pram.g_01940	Prbn.g_00302
OG0000142	Pram.g_01942	Prbn.g_00010
OG0000143	Pram.g_01943	Prbn.g_00009
OG0000144	Pram.g_01945	Prbn.g_00007
OG0000145	Pram.g_01946	Prbn.g_00006
OG0000146	Pram.g_01947	Prbn.g_00005
OG0000147	Pram.g_01948	Prbn.g_00004
OG0000148	Pram.g_01950	Prbn.g_00001
OG0000149	Pram.g_00001	Prbn.g_00768
OG0000150	Pram.g_00002	Prbn.g_00767
OG0000151	Pram.g_00003	Prbn.g_00766
OG0000152	Pram.g_00004	Prbn.g_00765
OG0000153	Pram.g_00005	Prbn.g_00764
OG0000154	Pram.g_00006	Prbn.g_00763
OG0000155	Pram.g_00007	Prbn.g_00762
OG0000156	Pram.g_00008	Prbn.g_00761
OG0000157	Pram.g_00009	Prbn.g_00760
OG0000158	Pram.g_00011	Prbn.g_00758
OG0000159	Pram.g_00012	Prbn.g_00757
OG0000160	Pram.g_00013	Prbn.g_00756
OG0000161	Pram.g_00014	Prbn.g_00755
OG0000162	Pram.g_00015	Prbn.g_00754
OG0000163	Pram.g_00016	Prbn.g_00752
OG0000164	Pram.g_00019	Prbn.g_00749
OG0000165	Pram.g_00021	Prbn.g_00746
OG0000166	Pram.g_00022	Prbn.g_00745
OG0000167	Pram.g_00023	Prbn.g_00744
OG0000168	Pram.g_00024	Prbn.g_00742
OG0000169	Pram.g_00026	Prbn.g_00740
OG0000170	Pram.g_00028	Prbn.g_00738
OG0000171	Pram.g_00029	Prbn.g_00737
OG0000172	Pram.g_00030	Prbn.g_00736
OG0000173	Pram.g_00033	Prbn.g_00733
OG0000174	Pram.g_00034	Prbn.g_00732
OG0000175	Pram.g_00035	Prbn.g_00731
OG0000176	Pram.g_00037	Prbn.g_00729
OG0000177	Pram.g_00038	Prbn.g_00728
OG0000178	Pram.g_00039	Prbn.g_00726
OG0000179	Pram.g_00048	Prbn.g_00714
OG0000180	Pram.g_00049	Prbn.g_00713
OG0000181	Pram.g_00050	Prbn.g_00712
OG0000182	Pram.g_00054	Prbn.g_00708
OG0000183	Pram.g_00055	Prbn.g_00707
OG0000184	Pram.g_00058	Prbn.g_00704
OG0000185	Pram.g_00062	Prbn.g_01343
OG0000186	Pram.g_00063	Prbn.g_01342
OG0000187	Pram.g_01536	Prbn.g_01034
OG0000188	Pram.g_00064	Prbn.g_01341
OG0000189	Pram.g_00065	Prbn.g_01340
OG0000190	Pram.g_00066	Prbn.g_01339
OG0000191	Pram.g_00067	Prbn.g_01338
OG0000192	Pram.g_00068	Prbn.g_01337
OG0000193	Pram.g_00069	Prbn.g_01336
OG0000194	Pram.g_00070	Prbn.g_01335
OG0000195	Pram.g_00072	Prbn.g_01333
OG0000196	Pram.g_00073	Prbn.g_01332
OG0000197	Pram.g_00074	Prbn.g_01331
OG0000198	Pram.g_00075	Prbn.g_01330
OG0000199	Pram.g_00078	Prbn.g_01327
OG0000200	Pram.g_00079	Prbn.g_01326
OG0000201	Pram.g_00080	Prbn.g_01325
OG0000202	Pram.g_00081	Prbn.g_01323
OG0000203	Pram.g_00082	Prbn.g_01322
OG0000204	Pram.g_00083	Prbn.g_01321
OG0000205	Pram.g_00085	Prbn.g_01319
OG0000206	Pram.g_00086	Prbn.g_01318
OG0000207	Pram.g_00087	Prbn.g_01317
OG0000208	Pram.g_00088	Prbn.g_01316
OG0000209	Pram.g_00089	Prbn.g_01315
OG0000210	Pram.g_00090	Prbn.g_01314
OG0000211	Pram.g_00091	Prbn.g_01312
OG0000212	Pram.g_00092	Prbn.g_01311
OG0000213	Pram.g_00093	Prbn.g_01310
OG0000214	Pram.g_00097	Prbn.g_01306
OG0000215	Pram.g_00098	Prbn.g_01305
OG0000216	Pram.g_00100	Prbn.g_01303
OG0000217	Pram.g_00101	Prbn.g_01302
OG0000218	Pram.g_00102	Prbn.g_01301
OG0000219	Pram.g_00103	Prbn.g_01300
OG0000220	Pram.g_00106	Prbn.g_01297
OG0000221	Pram.g_00109	Prbn.g_01294
OG0000222	Pram.g_00110	Prbn.g_01293
OG0000223	Pram.g_00111	Prbn.g_01292
OG0000224	Pram.g_00113	Prbn.g_01290
OG0000225	Pram.g_00115	Prbn.g_01288
OG0000226	Pram.g_00117	Prbn.g_01286
OG0000227	Pram.g_00118	Prbn.g_01285
OG0000228	Pram.g_00119	Prbn.g_01284
OG0000229	Pram.g_00120	Prbn.g_01283
OG0000230	Pram.g_00121	Prbn.g_01282
OG0000231	Pram.g_01001	Prbn.g_01356
OG0000232	Pram.g_00123	Prbn.g_01280
OG0000233	Pram.g_00126	Prbn.g_01277
OG0000234	Pram.g_00128	Prbn.g_01275
OG0000235	Pram.g_00130	Prbn.g_01269
OG0000236	Pram.g_00131	Prbn.g_01268
OG0000237	Pram.g_00132	Prbn.g_01267
OG0000238	Pram.g_00133	Prbn.g_01266
OG0000239	Pram.g_00134	Prbn.g_01265
OG0000240	Pram.g_00136	Prbn.g_01263
OG0000241	Pram.g_00137	Prbn.g_01262
OG0000242	Pram.g_00138	Prbn.g_01261
OG0000243	Pram.g_00139	Prbn.g_01260
OG0000244	Pram.g_00140	Prbn.g_01259
OG0000245	Pram.g_00141	Prbn.g_01257
OG0000246	Pram.g_00143	Prbn.g_01255
OG0000247	Pram.g_00144	Prbn.g_01254
OG0000248	Pram.g_00145	Prbn.g_01253
OG0000249	Pram.g_00146	Prbn.g_01252
OG0000250	Pram.g_00147	Prbn.g_01251
OG0000251	Pram.g_00148	Prbn.g_01250
OG0000252	Pram.g_00149	Prbn.g_01249
OG0000253	Pram.g_00150	Prbn.g_01248
OG0000254	Pram.g_00152	Prbn.g_01246
OG0000255	Pram.g_00153	Prbn.g_01245
OG0000256	Pram.g_00156	Prbn.g_00383
OG0000257	Pram.g_00157	Prbn.g_00381
OG0000258	Pram.g_00158	Prbn.g_00380
OG0000259	Pram.g_00159	Prbn.g_00379
OG0000260	Pram.g_00160	Prbn.g_00378
OG0000261	Pram.g_00161	Prbn.g_00377
OG0000262	Pram.g_00162	Prbn.g_00376
OG0000263	Pram.g_00163	Prbn.g_00375
OG0000264	Pram.g_00165	Prbn.g_00373
OG0000265	Pram.g_00166	Prbn.g_00372
OG0000266	Pram.g_00167	Prbn.g_00371
OG0000267	Pram.g_00169	Prbn.g_00369
OG0000268	Pram.g_00171	Prbn.g_00367
OG0000269	Pram.g_00172	Prbn.g_00366
OG0000270	Pram.g_00173	Prbn.g_00365
OG0000271	Pram.g_00174	Prbn.g_00364
OG0000272	Pram.g_00175	Prbn.g_00363
OG0000273	Pram.g_00176	Prbn.g_00362
OG0000274	Pram.g_00177	Prbn.g_00361
OG0000275	Pram.g_00178	Prbn.g_00360
OG0000276	Pram.g_00179	Prbn.g_00359
OG0000277	Pram.g_00180	Prbn.g_00358
OG0000278	Pram.g_00181	Prbn.g_00357
OG0000279	Pram.g_00182	Prbn.g_00356
OG0000280	Pram.g_00183	Prbn.g_00355
OG0000281	Pram.g_00185	Prbn.g_00353
OG0000282	Pram.g_00186	Prbn.g_00352
OG0000283	Pram.g_00189	Prbn.g_00349
OG0000284	Pram.g_00190	Prbn.g_00348
OG0000285	Pram.g_00191	Prbn.g_00347
OG0000286	Pram.g_00193	Prbn.g_00345
OG0000287	Pram.g_00194	Prbn.g_00343
OG0000288	Pram.g_00195	Prbn.g_00342
OG0000289	Pram.g_00196	Prbn.g_00341
OG0000290	Pram.g_00197	Prbn.g_00340
OG0000291	Pram.g_00198	Prbn.g_00339
OG0000292	Pram.g_00199	Prbn.g_00338
OG0000293	Pram.g_00200	Prbn.g_00337
OG0000294	Pram.g_00201	Prbn.g_00336
OG0000295	Pram.g_00202	Prbn.g_00335
OG0000296	Pram.g_00203	Prbn.g_00334
OG0000297	Pram.g_00204	Prbn.g_00333
OG0000298	Pram.g_00205	Prbn.g_00332
OG0000299	Pram.g_00206	Prbn.g_00331
OG0000300	Pram.g_00207	Prbn.g_00330
OG0000301	Pram.g_00208	Prbn.g_00329
OG0000302	Pram.g_00209	Prbn.g_00328
OG0000303	Pram.g_00210	Prbn.g_00327
OG0000304	Pram.g_00212	Prbn.g_00325
OG0000305	Pram.g_00213	Prbn.g_00324
OG0000306	Pram.g_00214	Prbn.g_00323
OG0000307	Pram.g_00216	Prbn.g_00321
OG0000308	Pram.g_00217	Prbn.g_00320
OG0000309	Pram.g_00218	Prbn.g_00319
OG0000310	Pram.g_00219	Prbn.g_00318
OG0000311	Pram.g_00220	Prbn.g_00317
OG0000312	Pram.g_00222	Prbn.g_00315
OG0000313	Pram.g_00223	Prbn.g_00314
OG0000314	Pram.g_00227	Prbn.g_00310
OG0000315	Pram.g_00228	Prbn.g_00309
OG0000316	Pram.g_00230	Prbn.g_00307
OG0000317	Pram.g_00232	Prbn.g_00305
OG0000318	Pram.g_00233	Prbn.g_00304
OG0000319	Pram.g_00234	Prbn.g_00012
OG0000320	Pram.g_00235	Prbn.g_00013
OG0000321	Pram.g_00238	Prbn.g_00016
OG0000322	Pram.g_00242	Prbn.g_00020
OG0000323	Pram.g_00243	Prbn.g_00021
OG0000324	Pram.g_00246	Prbn.g_00024
OG0000325	Pram.g_00247	Prbn.g_00025
OG0000326	Pram.g_00248	Prbn.g_00026
OG0000327	Pram.g_00250	Prbn.g_00028
OG0000328	Pram.g_00251	Prbn.g_00029
OG0000329	Pram.g_00252	Prbn.g_00030
OG0000330	Pram.g_00253	Prbn.g_00031
OG0000331	Pram.g_00254	Prbn.g_00033
OG0000332	Pram.g_00255	Prbn.g_00034
OG0000333	Pram.g_00256	Prbn.g_00035
OG0000334	Pram.g_00257	Prbn.g_00036
OG0000335	Pram.g_00258	Prbn.g_00037
OG0000336	Pram.g_00260	Prbn.g_00039
OG0000337	Pram.g_00263	Prbn.g_00042
OG0000338	Pram.g_00264	Prbn.g_00043
OG0000339	Pram.g_00265	Prbn.g_00044
OG0000340	Pram.g_00266	Prbn.g_00045
OG0000341	Pram.g_00270	Prbn.g_00049
OG0000342	Pram.g_00271	Prbn.g_00050
OG0000343	Pram.g_00274	Prbn.g_00053
OG0000344	Pram.g_00275	Prbn.g_00054
OG0000345	Pram.g_00276	Prbn.g_00055
OG0000346	Pram.g_00277	Prbn.g_00056
OG0000347	Pram.g_00278	Prbn.g_00057
OG0000348	Pram.g_00280	Prbn.g_00059
OG0000349	Pram.g_00281	Prbn.g_00060
OG0000350	Pram.g_00282	Prbn.g_00061
OG0000351	Pram.g_00284	Prbn.g_00063
OG0000352	Pram.g_00287	Prbn.g_00066
OG0000353	Pram.g_00288	Prbn.g_00067
OG0000354	Pram.g_00289	Prbn.g_00068
OG0000355	Pram.g_00290	Prbn.g_00069
OG0000356	Pram.g_00291	Prbn.g_00070
OG0000357	Pram.g_00292	Prbn.g_00071
OG0000358	Pram.g_00293	Prbn.g_00072
OG0000359	Pram.g_00294	Prbn.g_00073
OG0000360	Pram.g_00296	Prbn.g_00075
OG0000361	Pram.g_00297	Prbn.g_00076
OG0000362	Pram.g_00298	Prbn.g_00077
OG0000363	Pram.g_00299	Prbn.g_00078
OG0000364	Pram.g_00300	Prbn.g_00079
OG0000365	Pram.g_00301	Prbn.g_00080
OG0000366	Pram.g_00302	Prbn.g_00081
OG0000367	Pram.g_00303	Prbn.g_00082
OG0000368	Pram.g_00304	Prbn.g_00083
OG0000369	Pram.g_00305	Prbn.g_00084
OG0000370	Pram.g_00306	Prbn.g_00085
OG0000371	Pram.g_00307	Prbn.g_00086
OG0000372	Pram.g_00309	Prbn.g_00087
OG0000373	Pram.g_00311	Prbn.g_00089
OG0000374	Pram.g_00312	Prbn.g_00090
OG0000375	Pram.g_00313	Prbn.g_00091
OG0000376	Pram.g_00315	Prbn.g_00092
OG0000377	Pram.g_00321	Prbn.g_00098
OG0000378	Pram.g_00322	Prbn.g_00099
OG0000379	Pram.g_00328	Prbn.g_00105
OG0000380	Pram.g_00330	Prbn.g_00107
OG0000381	Pram.g_00331	Prbn.g_00108
OG0000382	Pram.g_00332	Prbn.g_00109
OG0000383	Pram.g_00336	Prbn.g_00112
OG0000384	Pram.g_00337	Prbn.g_00113
OG0000385	Pram.g_00340	Prbn.g_00116
OG0000386	Pram.g_00341	Prbn.g_00117
OG0000387	Pram.g_00342	Prbn.g_00118
OG0000388	Pram.g_00343	Prbn.g_00119
OG0000389	Pram.g_00344	Prbn.g_00120
OG0000390	Pram.g_00345	Prbn.g_00121
OG0000391	Pram.g_00346	Prbn.g_00122
OG0000392	Pram.g_00347	Prbn.g_00123
OG0000393	Pram.g_00351	Prbn.g_00697
OG0000394	Pram.g_00352	Prbn.g_00696
OG0000395	Pram.g_00355	Prbn.g_00693
OG0000396	Pram.g_00864	Prbn.g_01491
OG0000397	Pram.g_01184	Prbn.g_01145
OG0000398	Pram.g_01537	Prbn.g_01697
OG0000399	Pram.g_01177	Prbn.g_01150
OG0000400	Pram.g_01696	Prbn.g_01810
OG0000401	Pram.g_00366	Prbn.g_00682
OG0000402	Pram.g_00367	Prbn.g_00681
OG0000403	Pram.g_00368	Prbn.g_00680
OG0000404	Pram.g_00370	Prbn.g_00678
OG0000405	Pram.g_00371	Prbn.g_00677
OG0000406	Pram.g_00373	Prbn.g_00675
OG0000407	Pram.g_00374	Prbn.g_00674
OG0000408	Pram.g_00375	Prbn.g_00673
OG0000409	Pram.g_00376	Prbn.g_00672
OG0000410	Pram.g_00377	Prbn.g_00671
OG0000411	Pram.g_00378	Prbn.g_00670
OG0000412	Pram.g_00379	Prbn.g_00669
OG0000413	Pram.g_00380	Prbn.g_00668
OG0000414	Pram.g_00381	Prbn.g_00667
OG0000415	Pram.g_00382	Prbn.g_00666
OG0000416	Pram.g_00383	Prbn.g_00665
OG0000417	Pram.g_00384	Prbn.g_00664
OG0000418	Pram.g_00385	Prbn.g_00663
OG0000419	Pram.g_00386	Prbn.g_00662
OG0000420	Pram.g_00387	Prbn.g_00661
OG0000421	Pram.g_00393	Prbn.g_00657
OG0000422	Pram.g_00395	Prbn.g_00655
OG0000423	Pram.g_00396	Prbn.g_00654
OG0000424	Pram.g_00397	Prbn.g_00653
OG0000425	Pram.g_00400	Prbn.g_00649
OG0000426	Pram.g_00401	Prbn.g_00648
OG0000427	Pram.g_00402	Prbn.g_00647
OG0000428	Pram.g_00404	Prbn.g_00645
OG0000429	Pram.g_00406	Prbn.g_00644
OG0000430	Pram.g_00407	Prbn.g_00643
OG0000431	Pram.g_00409	Prbn.g_00641
OG0000432	Pram.g_00410	Prbn.g_00640
OG0000433	Pram.g_00413	Prbn.g_00637
OG0000434	Pram.g_00414	Prbn.g_00636
OG0000435	Pram.g_00415	Prbn.g_00635
OG0000436	Pram.g_00417	Prbn.g_00633
OG0000437	Pram.g_00419	Prbn.g_00631
OG0000438	Pram.g_00420	Prbn.g_00630
OG0000439	Pram.g_00421	Prbn.g_00629
OG0000440	Pram.g_00423	Prbn.g_00627
OG0000441	Pram.g_00424	Prbn.g_00626
OG0000442	Pram.g_00425	Prbn.g_00625
OG0000443	Pram.g_00426	Prbn.g_00624
OG0000444	Pram.g_00427	Prbn.g_00623
OG0000445	Pram.g_00428	Prbn.g_00622
OG0000446	Pram.g_00429	Prbn.g_00621
OG0000447	Pram.g_00430	Prbn.g_00620
OG0000448	Pram.g_00431	Prbn.g_00619
OG0000449	Pram.g_00438	Prbn.g_00613
OG0000450	Pram.g_00439	Prbn.g_00612
OG0000451	Pram.g_00440	Prbn.g_00611
OG0000452	Pram.g_00441	Prbn.g_00610
OG0000453	Pram.g_00442	Prbn.g_00609
OG0000454	Pram.g_00443	Prbn.g_00608
OG0000455	Pram.g_00444	Prbn.g_00607
OG0000456	Pram.g_00445	Prbn.g_00606
OG0000457	Pram.g_00447	Prbn.g_00604
OG0000458	Pram.g_00449	Prbn.g_00602
OG0000459	Pram.g_00450	Prbn.g_00601
OG0000460	Pram.g_00452	Prbn.g_00599
OG0000461	Pram.g_00453	Prbn.g_00598
OG0000462	Pram.g_00454	Prbn.g_00597
OG0000463	Pram.g_00456	Prbn.g_00596
OG0000464	Pram.g_00461	Prbn.g_00592
OG0000465	Pram.g_00462	Prbn.g_00591
OG0000466	Pram.g_00463	Prbn.g_00590
OG0000467	Pram.g_00464	Prbn.g_00589
OG0000468	Pram.g_00465	Prbn.g_00588
OG0000469	Pram.g_00466	Prbn.g_00587
OG0000470	Pram.g_00468	Prbn.g_00586
OG0000471	Pram.g_00469	Prbn.g_00585
OG0000472	Pram.g_00472	Prbn.g_00582
OG0000473	Pram.g_00473	Prbn.g_00581
OG0000474	Pram.g_00474	Prbn.g_00580
OG0000475	Pram.g_00475	Prbn.g_00579
OG0000476	Pram.g_00476	Prbn.g_00578
OG0000477	Pram.g_00477	Prbn.g_00576
OG0000478	Pram.g_00478	Prbn.g_00575
OG0000479	Pram.g_00479	Prbn.g_00574
OG0000480	Pram.g_00481	Prbn.g_00572
OG0000481	Pram.g_00482	Prbn.g_00571
OG0000482	Pram.g_00483	Prbn.g_00570
OG0000483	Pram.g_00484	Prbn.g_00569
OG0000484	Pram.g_00485	Prbn.g_00568
OG0000485	Pram.g_00486	Prbn.g_00567
OG0000486	Pram.g_00487	Prbn.g_00566
OG0000487	Pram.g_00488	Prbn.g_00565
OG0000488	Pram.g_00490	Prbn.g_00563
OG0000489	Pram.g_00491	Prbn.g_00562
OG0000490	Pram.g_00492	Prbn.g_00561
OG0000491	Pram.g_00493	Prbn.g_00560
OG0000492	Pram.g_00494	Prbn.g_00559
OG0000493	Pram.g_00495	Prbn.g_00558
OG0000494	Pram.g_00497	Prbn.g_00557
OG0000495	Pram.g_00498	Prbn.g_00556
OG0000496	Pram.g_00500	Prbn.g_00554
OG0000497	Pram.g_00502	Prbn.g_00552
OG0000498	Pram.g_00503	Prbn.g_00551
OG0000499	Pram.g_00505	Prbn.g_00549
OG0000500	Pram.g_00506	Prbn.g_00548
OG0000501	Pram.g_00508	Prbn.g_00546
OG0000502	Pram.g_00509	Prbn.g_00545
OG0000503	Pram.g_00510	Prbn.g_00544
OG0000504	Pram.g_00511	Prbn.g_00543
OG0000505	Pram.g_00512	Prbn.g_00542
OG0000506	Pram.g_00513	Prbn.g_00541
OG0000507	Pram.g_00514	Prbn.g_00540
OG0000508	Pram.g_00516	Prbn.g_00538
OG0000509	Pram.g_00517	Prbn.g_00537
OG0000510	Pram.g_00518	Prbn.g_00536
OG0000511	Pram.g_00519	Prbn.g_00535
OG0000512	Pram.g_00520	Prbn.g_00534
OG0000513	Pram.g_00521	Prbn.g_00533
OG0000514	Pram.g_00522	Prbn.g_00532
OG0000515	Pram.g_00523	Prbn.g_00529
OG0000516	Pram.g_00524	Prbn.g_00528
OG0000517	Pram.g_00525	Prbn.g_00527
OG0000518	Pram.g_00528	Prbn.g_00524
OG0000519	Pram.g_00529	Prbn.g_00523
OG0000520	Pram.g_00530	Prbn.g_00522
OG0000521	Pram.g_00531	Prbn.g_00521
OG0000522	Pram.g_00532	Prbn.g_00520
OG0000523	Pram.g_00533	Prbn.g_00519
OG0000524	Pram.g_00534	Prbn.g_00518
OG0000525	Pram.g_00536	Prbn.g_00516
OG0000526	Pram.g_00537	Prbn.g_00515
OG0000527	Pram.g_00538	Prbn.g_00514
OG0000528	Pram.g_00539	Prbn.g_00513
OG0000529	Pram.g_00540	Prbn.g_00512
OG0000530	Pram.g_00541	Prbn.g_00511
OG0000531	Pram.g_00543	Prbn.g_00509
OG0000532	Pram.g_00544	Prbn.g_00508
OG0000533	Pram.g_00545	Prbn.g_00507
OG0000534	Pram.g_00546	Prbn.g_00506
OG0000535	Pram.g_00547	Prbn.g_00505
OG0000536	Pram.g_00548	Prbn.g_00504
OG0000537	Pram.g_00549	Prbn.g_00503
OG0000538	Pram.g_00550	Prbn.g_00502
OG0000539	Pram.g_00551	Prbn.g_00501
OG0000540	Pram.g_00552	Prbn.g_00500
OG0000541	Pram.g_00553	Prbn.g_00499
OG0000542	Pram.g_00554	Prbn.g_00498
OG0000543	Pram.g_00555	Prbn.g_00497
OG0000544	Pram.g_00556	Prbn.g_00496
OG0000545	Pram.g_00559	Prbn.g_00494
OG0000546	Pram.g_00560	Prbn.g_00493
OG0000547	Pram.g_00562	Prbn.g_00491
OG0000548	Pram.g_00564	Prbn.g_00489
OG0000549	Pram.g_00565	Prbn.g_00488
OG0000550	Pram.g_00566	Prbn.g_00487
OG0000551	Pram.g_00568	Prbn.g_00485
