Orthogroup	Prap	Syaq
OG0000108	Prap.g_01287	Syaq.g_01772
OG0000109	Prap.g_01273	Syaq.g_01788
OG0000110	Prap.g_01194	Syaq.g_01962
OG0000111	Prap.g_00798	Syaq.g_02606
OG0000112	Prap.g_01121	Syaq.g_02476
OG0000114	Prap.g_00858	Syaq.g_02269
OG0000115	Prap.g_00525	Syaq.g_00395
OG0000116	Prap.g_00467	Syaq.g_00263
OG0000117	Prap.g_00429	Syaq.g_00203
OG0000118	Prap.g_00574	Syaq.g_00325, Syaq.g_00316
OG0000120	Prap.g_00079	Syaq.g_00883
OG0000121	Prap.g_00123	Syaq.g_00375
OG0000122	Prap.g_00532, Prap.g_00164	Syaq.g_02118
OG0000123	Prap.g_01635	Syaq.g_00599
OG0000124	Prap.g_01563	Syaq.g_01055
OG0000125	Prap.g_01528	Syaq.g_01256
OG0000126	Prap.g_01870	Syaq.g_01156
OG0000128	Prap.g_00043	Syaq.g_01138
OG0000129	Prap.g_00910	Syaq.g_01269
OG0000130	Prap.g_00881	Syaq.g_01559
OG0000131	Prap.g_01026	Syaq.g_01427, Syaq.g_01424
OG0000132	Prap.g_01006	Syaq.g_01036, Syaq.g_01404
OG0000133	Prap.g_01389	Syaq.g_02481
OG0000134	Prap.g_01347	Syaq.g_00526
OG0000135	Prap.g_00543	Syaq.g_01227
OG0000136	Prap.g_01325	Syaq.g_00496
OG0000137	Prap.g_01292	Syaq.g_00442
OG0000138	Prap.g_01272	Syaq.g_01789
OG0000139	Prap.g_01232	Syaq.g_01844
OG0000140	Prap.g_01231	Syaq.g_01848
OG0000141	Prap.g_01160	Syaq.g_02010
OG0000142	Prap.g_00392	Syaq.g_02082
OG0000143	Prap.g_00388	Syaq.g_02086
OG0000144	Prap.g_00374	Syaq.g_02152
OG0000145	Prap.g_00545	Syaq.g_01796
OG0000146	Prap.g_01122	Syaq.g_02475
OG0000147	Prap.g_01123	Syaq.g_02474
OG0000148	Prap.g_00766	Syaq.g_02359
OG0000149	Prap.g_00734	Syaq.g_02395
OG0000150	Prap.g_00724	Syaq.g_02011
OG0000151	Prap.g_00848	Syaq.g_02283
OG0000152	Prap.g_00257	Syaq.g_02485
OG0000153	Prap.g_00276	Syaq.g_02518
OG0000154	Prap.g_00296	Syaq.g_00066
OG0000155	Prap.g_00435	Syaq.g_00212
OG0000156	Prap.g_00550	Syaq.g_00281
OG0000157	Prap.g_00551	Syaq.g_00282
OG0000158	Prap.g_01598	Syaq.g_01003
OG0000160	Prap.g_00122	Syaq.g_00374
OG0000161	Prap.g_00128	Syaq.g_00382
OG0000162	Prap.g_00134	Syaq.g_00389
OG0000163	Prap.g_00173	Syaq.g_02373, Syaq.g_01730
OG0000164	Prap.g_01754	Syaq.g_01642
OG0000165	Prap.g_01747	Syaq.g_01630
OG0000166	Prap.g_01680	Syaq.g_00647
OG0000167	Prap.g_01608	Syaq.g_00983
OG0000168	Prap.g_01597	Syaq.g_01004
OG0000169	Prap.g_01587	Syaq.g_01016
OG0000170	Prap.g_01584	Syaq.g_01023
OG0000171	Prap.g_01564	Syaq.g_01052
OG0000172	Prap.g_01557	Syaq.g_01074
OG0000173	Prap.g_01542	Syaq.g_01092
OG0000174	Prap.g_01513	Syaq.g_01224
OG0000175	Prap.g_01500	Syaq.g_01183
OG0000176	Prap.g_00050	Syaq.g_01146
OG0000177	Prap.g_00049	Syaq.g_01145
OG0000178	Prap.g_00048	Syaq.g_01144
OG0000179	Prap.g_00939	Syaq.g_01129
OG0000180	Prap.g_00938	Syaq.g_01128
OG0000181	Prap.g_00937	Syaq.g_01127
OG0000182	Prap.g_00936	Syaq.g_01126
OG0000183	Prap.g_00932	Syaq.g_01122
OG0000184	Prap.g_00906	Syaq.g_01277
OG0000185	Prap.g_00903	Syaq.g_01290
OG0000186	Prap.g_00887	Syaq.g_01563
OG0000187	Prap.g_00886	Syaq.g_01561
OG0000188	Prap.g_01096	Syaq.g_01539
OG0000189	Prap.g_01082	Syaq.g_01499, Syaq.g_00122
OG0000190	Prap.g_01080	Syaq.g_01497
OG0000191	Prap.g_01057	Syaq.g_01467
OG0000192	Prap.g_01052	Syaq.g_01462
OG0000193	Prap.g_01025	Syaq.g_01423
OG0000194	Prap.g_01022	Syaq.g_01420
OG0000195	Prap.g_01020	Syaq.g_01418
OG0000196	Prap.g_01009	Syaq.g_01407
OG0000197	Prap.g_01008	Syaq.g_01406
OG0000198	Prap.g_01007	Syaq.g_01405
OG0000199	Prap.g_01000	Syaq.g_01398
OG0000200	Prap.g_00986	Syaq.g_01382
OG0000201	Prap.g_00977	Syaq.g_01365
OG0000202	Prap.g_00976	Syaq.g_01364
OG0000203	Prap.g_00975	Syaq.g_01363
OG0000204	Prap.g_00974	Syaq.g_01362
OG0000205	Prap.g_00967	Syaq.g_01355
OG0000206	Prap.g_00962	Syaq.g_01345
OG0000207	Prap.g_00959	Syaq.g_01338
OG0000208	Prap.g_00958	Syaq.g_01337
OG0000209	Prap.g_00949	Syaq.g_01310
OG0000210	Prap.g_00948	Syaq.g_01309
OG0000211	Prap.g_01479	Syaq.g_01570
OG0000212	Prap.g_01471	Syaq.g_01586
OG0000213	Prap.g_01453	Syaq.g_00729
OG0000214	Prap.g_01443	Syaq.g_00745
OG0000215	Prap.g_01416	Syaq.g_00777
OG0000216	Prap.g_01415	Syaq.g_00781
OG0000217	Prap.g_01412	Syaq.g_00844
OG0000218	Prap.g_01410	Syaq.g_00846
OG0000219	Prap.g_01409	Syaq.g_00847
OG0000220	Prap.g_01408	Syaq.g_00848
OG0000221	Prap.g_01407	Syaq.g_00856
OG0000222	Prap.g_01400	Syaq.g_00868
OG0000223	Prap.g_01388	Syaq.g_00946
OG0000224	Prap.g_01386	Syaq.g_00950
OG0000225	Prap.g_01360	Syaq.g_00543
OG0000226	Prap.g_01356	Syaq.g_00536
OG0000227	Prap.g_01354	Syaq.g_00534
OG0000228	Prap.g_01350	Syaq.g_00531
OG0000229	Prap.g_01330	Syaq.g_00501
OG0000230	Prap.g_01328	Syaq.g_00499
OG0000231	Prap.g_01317	Syaq.g_00485
OG0000232	Prap.g_01306	Syaq.g_00472
OG0000233	Prap.g_01300	Syaq.g_00464
OG0000234	Prap.g_01291	Syaq.g_00440
OG0000235	Prap.g_01288	Syaq.g_01771
OG0000236	Prap.g_01274	Syaq.g_01787
OG0000237	Prap.g_01261	Syaq.g_01805
OG0000238	Prap.g_01255	Syaq.g_01810
OG0000239	Prap.g_01244	Syaq.g_01826
OG0000240	Prap.g_01243	Syaq.g_01827
OG0000241	Prap.g_01239	Syaq.g_02074
OG0000242	Prap.g_01237	Syaq.g_01836
OG0000243	Prap.g_01226	Syaq.g_01922
OG0000244	Prap.g_01223	Syaq.g_01928
OG0000245	Prap.g_01221	Syaq.g_01930
OG0000246	Prap.g_01217	Syaq.g_01934
OG0000247	Prap.g_01207	Syaq.g_01945
OG0000248	Prap.g_01204	Syaq.g_01948
OG0000249	Prap.g_01202	Syaq.g_01950
OG0000250	Prap.g_01197	Syaq.g_01958
OG0000251	Prap.g_01177	Syaq.g_01984
OG0000252	Prap.g_01174	Syaq.g_01987
OG0000253	Prap.g_01173	Syaq.g_01989
OG0000254	Prap.g_01156	Syaq.g_02016
OG0000255	Prap.g_01150	Syaq.g_02041
OG0000256	Prap.g_01140	Syaq.g_02068
OG0000257	Prap.g_00397	Syaq.g_02073
OG0000258	Prap.g_00383	Syaq.g_02095
OG0000259	Prap.g_00366	Syaq.g_02239
OG0000260	Prap.g_00363	Syaq.g_02242
OG0000261	Prap.g_00360	Syaq.g_02245
OG0000262	Prap.g_00356	Syaq.g_02250
OG0000263	Prap.g_00820	Syaq.g_00185
OG0000264	Prap.g_00809	Syaq.g_02582
OG0000266	Prap.g_00337	Syaq.g_00037
OG0000267	Prap.g_00325	Syaq.g_02430
OG0000268	Prap.g_00324	Syaq.g_02431
OG0000269	Prap.g_00788	Syaq.g_02335
OG0000270	Prap.g_00785	Syaq.g_02338
OG0000271	Prap.g_00777	Syaq.g_02346
OG0000272	Prap.g_00776	Syaq.g_02347
OG0000273	Prap.g_00752	Syaq.g_02376
OG0000274	Prap.g_00751	Syaq.g_02377
OG0000275	Prap.g_00748	Syaq.g_02380
OG0000276	Prap.g_00742	Syaq.g_02387
OG0000277	Prap.g_00741	Syaq.g_02388
OG0000278	Prap.g_00738	Syaq.g_02391
OG0000279	Prap.g_00731	Syaq.g_02401
OG0000280	Prap.g_00730	Syaq.g_02410
OG0000281	Prap.g_00723	Syaq.g_02224
OG0000282	Prap.g_00856	Syaq.g_02271
OG0000283	Prap.g_00680	Syaq.g_02445
OG0000284	Prap.g_00675	Syaq.g_02450
OG0000285	Prap.g_00243	Syaq.g_02466
OG0000286	Prap.g_00256	Syaq.g_02484
OG0000287	Prap.g_00522	Syaq.g_02511
OG0000288	Prap.g_00295	Syaq.g_00067
OG0000289	Prap.g_00311	Syaq.g_00053
OG0000290	Prap.g_00705	Syaq.g_02682
OG0000291	Prap.g_00707	Syaq.g_02680
OG0000292	Prap.g_00501	Syaq.g_01157
OG0000293	Prap.g_00466	Syaq.g_00262
OG0000294	Prap.g_00465	Syaq.g_00261
OG0000295	Prap.g_00442	Syaq.g_00220
OG0000296	Prap.g_00440	Syaq.g_00218
OG0000297	Prap.g_00431	Syaq.g_00205
OG0000298	Prap.g_00430	Syaq.g_00204
OG0000299	Prap.g_00411	Syaq.g_00171
OG0000300	Prap.g_00408	Syaq.g_00164
OG0000301	Prap.g_00407	Syaq.g_00163
OG0000302	Prap.g_00405	Syaq.g_00162
OG0000303	Prap.g_00399	Syaq.g_00152
OG0000304	Prap.g_01135	Syaq.g_00146
OG0000305	Prap.g_00499	Syaq.g_02677
OG0000306	Prap.g_00719	Syaq.g_01861
OG0000307	Prap.g_00068	Syaq.g_01754
OG0000308	Prap.g_00069	Syaq.g_01752
OG0000309	Prap.g_00073	Syaq.g_01747
OG0000310	Prap.g_00107	Syaq.g_00347
OG0000311	Prap.g_00109	Syaq.g_00352
OG0000312	Prap.g_00112	Syaq.g_00359
OG0000313	Prap.g_00125	Syaq.g_00379
OG0000314	Prap.g_00148	Syaq.g_00408
OG0000315	Prap.g_00158	Syaq.g_00418
OG0000316	Prap.g_00183	Syaq.g_01716
OG0000317	Prap.g_01782	Syaq.g_01675
OG0000318	Prap.g_01778	Syaq.g_01672
OG0000319	Prap.g_01765	Syaq.g_01657
OG0000320	Prap.g_01763	Syaq.g_01655
OG0000321	Prap.g_01762	Syaq.g_01654
OG0000322	Prap.g_01761	Syaq.g_01653
OG0000323	Prap.g_01751	Syaq.g_01638
OG0000324	Prap.g_01724	Syaq.g_01605
OG0000325	Prap.g_01713	Syaq.g_00693
OG0000326	Prap.g_01706	Syaq.g_00686
OG0000327	Prap.g_01685	Syaq.g_00652
OG0000328	Prap.g_01684	Syaq.g_00651
OG0000329	Prap.g_01667	Syaq.g_00633
OG0000330	Prap.g_01666	Syaq.g_00632
OG0000331	Prap.g_01665	Syaq.g_00631
OG0000332	Prap.g_01651	Syaq.g_00616
OG0000333	Prap.g_01648, Prap.g_01649	Syaq.g_00613
OG0000334	Prap.g_01639	Syaq.g_00603
OG0000335	Prap.g_01634	Syaq.g_00598
OG0000336	Prap.g_01630	Syaq.g_00594
OG0000337	Prap.g_01612	Syaq.g_00975
OG0000338	Prap.g_01611	Syaq.g_00981
OG0000339	Prap.g_01605	Syaq.g_00988
OG0000340	Prap.g_01596	Syaq.g_01005
OG0000341	Prap.g_01594	Syaq.g_01007
OG0000342	Prap.g_01593	Syaq.g_01008
OG0000343	Prap.g_01592	Syaq.g_01010
OG0000344	Prap.g_01589	Syaq.g_01014
OG0000345	Prap.g_01583	Syaq.g_01024
OG0000346	Prap.g_01579	Syaq.g_01029
OG0000347	Prap.g_01562	Syaq.g_01057
OG0000348	Prap.g_01554	Syaq.g_01070
OG0000349	Prap.g_01537	Syaq.g_01099
OG0000350	Prap.g_00623	Syaq.g_00679
OG0000351	Prap.g_01497	Syaq.g_01179
OG0000352	Prap.g_01496	Syaq.g_01178
OG0000353	Prap.g_00055	Syaq.g_01151
OG0000355	Prap.g_00053	Syaq.g_01149
OG0000356	Prap.g_00052	Syaq.g_01148
OG0000357	Prap.g_00051	Syaq.g_01147
OG0000358	Prap.g_00047	Syaq.g_01143
OG0000359	Prap.g_00046	Syaq.g_01141
OG0000360	Prap.g_00045	Syaq.g_01140
OG0000361	Prap.g_00044	Syaq.g_01139
OG0000362	Prap.g_00042	Syaq.g_01137
OG0000363	Prap.g_00941	Syaq.g_01135
OG0000364	Prap.g_00940	Syaq.g_01134
OG0000365	Prap.g_00935	Syaq.g_01125
OG0000366	Prap.g_00934	Syaq.g_01124
OG0000367	Prap.g_00933	Syaq.g_01123
OG0000368	Prap.g_00931	Syaq.g_01121
OG0000369	Prap.g_00930	Syaq.g_01120
OG0000370	Prap.g_00929	Syaq.g_01119
OG0000371	Prap.g_00922	Syaq.g_01111
OG0000372	Prap.g_00919	Syaq.g_01106
OG0000373	Prap.g_00918	Syaq.g_01105
OG0000374	Prap.g_00917	Syaq.g_01104
OG0000375	Prap.g_00915	Syaq.g_01103
OG0000376	Prap.g_00913	Syaq.g_01101
OG0000377	Prap.g_00909	Syaq.g_01270
OG0000378	Prap.g_00905	Syaq.g_01286
OG0000379	Prap.g_00902	Syaq.g_01291
OG0000380	Prap.g_00885	Syaq.g_01560
OG0000381	Prap.g_00880	Syaq.g_01558
OG0000382	Prap.g_01097	Syaq.g_01540
OG0000383	Prap.g_01095	Syaq.g_01535
OG0000384	Prap.g_01094	Syaq.g_01534
OG0000385	Prap.g_01093	Syaq.g_01533
OG0000386	Prap.g_01092	Syaq.g_01532
OG0000387	Prap.g_01078	Syaq.g_01495
OG0000388	Prap.g_01074	Syaq.g_01491
OG0000389	Prap.g_01071	Syaq.g_01488
OG0000390	Prap.g_01061	Syaq.g_01473
OG0000391	Prap.g_01058	Syaq.g_01468
OG0000392	Prap.g_01054	Syaq.g_01463
OG0000393	Prap.g_01051	Syaq.g_01460
OG0000394	Prap.g_01050	Syaq.g_01459
OG0000395	Prap.g_01049	Syaq.g_01458
OG0000396	Prap.g_01047	Syaq.g_01455
OG0000397	Prap.g_01045	Syaq.g_01453
OG0000398	Prap.g_01042	Syaq.g_01448
OG0000399	Prap.g_01041	Syaq.g_01447
OG0000400	Prap.g_01040	Syaq.g_01446
OG0000401	Prap.g_01039	Syaq.g_01445
OG0000402	Prap.g_00319	Syaq.g_01443
OG0000403	Prap.g_01037	Syaq.g_01442
OG0000404	Prap.g_01036	Syaq.g_01440
OG0000405	Prap.g_01032	Syaq.g_01429
OG0000406	Prap.g_01024	Syaq.g_01422
OG0000407	Prap.g_01023	Syaq.g_01421
OG0000408	Prap.g_01021	Syaq.g_01419
OG0000409	Prap.g_01019	Syaq.g_01417
OG0000410	Prap.g_01018	Syaq.g_01416
OG0000411	Prap.g_01017	Syaq.g_01415
OG0000412	Prap.g_01016	Syaq.g_01414
OG0000413	Prap.g_01014	Syaq.g_01412
OG0000414	Prap.g_01013	Syaq.g_01411
OG0000415	Prap.g_01012	Syaq.g_01410
OG0000416	Prap.g_01011	Syaq.g_01409
OG0000417	Prap.g_01010	Syaq.g_01408
OG0000418	Prap.g_01005	Syaq.g_01403
OG0000419	Prap.g_01003	Syaq.g_01401
OG0000420	Prap.g_01002	Syaq.g_01400
OG0000421	Prap.g_00997	Syaq.g_01395
OG0000422	Prap.g_00996	Syaq.g_01394
OG0000423	Prap.g_00995	Syaq.g_01393
OG0000424	Prap.g_00994	Syaq.g_01392
OG0000425	Prap.g_00993	Syaq.g_01391
OG0000426	Prap.g_00992	Syaq.g_01390
OG0000427	Prap.g_00991	Syaq.g_01389
OG0000428	Prap.g_00989	Syaq.g_01386
OG0000429	Prap.g_00988	Syaq.g_01384
OG0000430	Prap.g_00987	Syaq.g_01383
OG0000431	Prap.g_00985	Syaq.g_01380
OG0000432	Prap.g_00981	Syaq.g_01374
OG0000433	Prap.g_00980	Syaq.g_01369
OG0000434	Prap.g_00979	Syaq.g_01368
OG0000435	Prap.g_00978	Syaq.g_01367
OG0000436	Prap.g_00973	Syaq.g_01361
OG0000437	Prap.g_00972	Syaq.g_01360
OG0000438	Prap.g_00971	Syaq.g_01359
OG0000439	Prap.g_00969	Syaq.g_01357
OG0000440	Prap.g_00968	Syaq.g_01356
OG0000441	Prap.g_00965	Syaq.g_01352
OG0000442	Prap.g_00964	Syaq.g_01350
OG0000443	Prap.g_00963	Syaq.g_01347
OG0000444	Prap.g_00957	Syaq.g_01333
OG0000445	Prap.g_00956	Syaq.g_01332
OG0000446	Prap.g_00955	Syaq.g_01330
OG0000447	Prap.g_00954	Syaq.g_01328
OG0000448	Prap.g_00953	Syaq.g_01327
OG0000449	Prap.g_00952	Syaq.g_01320
OG0000450	Prap.g_00951	Syaq.g_01313
OG0000451	Prap.g_00950	Syaq.g_01312
OG0000452	Prap.g_00947	Syaq.g_01308
OG0000453	Prap.g_00946	Syaq.g_01307
OG0000454	Prap.g_00945	Syaq.g_01306
OG0000455	Prap.g_00944	Syaq.g_01305
OG0000456	Prap.g_00943	Syaq.g_01304
OG0000457	Prap.g_01487	Syaq.g_01302
OG0000458	Prap.g_01486	Syaq.g_01299
OG0000459	Prap.g_01485	Syaq.g_01298
OG0000460	Prap.g_01477	Syaq.g_01577
OG0000461	Prap.g_01469	Syaq.g_00707
OG0000462	Prap.g_01467	Syaq.g_00710
OG0000463	Prap.g_01466	Syaq.g_00711
OG0000464	Prap.g_01465	Syaq.g_00712
OG0000465	Prap.g_01464	Syaq.g_00714
OG0000466	Prap.g_01461	Syaq.g_00718
OG0000467	Prap.g_01460	Syaq.g_00720
OG0000468	Prap.g_01457	Syaq.g_00725
OG0000469	Prap.g_01449	Syaq.g_00739
OG0000470	Prap.g_01447	Syaq.g_00741
OG0000471	Prap.g_01446	Syaq.g_00742
OG0000472	Prap.g_01444	Syaq.g_00744
OG0000473	Prap.g_01442	Syaq.g_00746
OG0000474	Prap.g_01441	Syaq.g_00747
OG0000475	Prap.g_01440	Syaq.g_00748
OG0000476	Prap.g_01438	Syaq.g_00750
OG0000477	Prap.g_01435	Syaq.g_00756
OG0000478	Prap.g_01434	Syaq.g_00757
OG0000479	Prap.g_01433	Syaq.g_00759
OG0000480	Prap.g_01428	Syaq.g_00766
OG0000481	Prap.g_01425	Syaq.g_00768
OG0000482	Prap.g_01424	Syaq.g_00769
OG0000483	Prap.g_01421	Syaq.g_00773
OG0000484	Prap.g_01420	Syaq.g_00774
OG0000485	Prap.g_01418	Syaq.g_00775
OG0000486	Prap.g_01417	Syaq.g_00776
OG0000487	Prap.g_01414	Syaq.g_00782
OG0000488	Prap.g_01411	Syaq.g_00845
OG0000489	Prap.g_01406	Syaq.g_00857
OG0000490	Prap.g_01402	Syaq.g_00864
OG0000491	Prap.g_01401	Syaq.g_00865
OG0000492	Prap.g_01399	Syaq.g_00869
OG0000493	Prap.g_01398	Syaq.g_00870
OG0000494	Prap.g_01397	Syaq.g_00871
OG0000495	Prap.g_01396	Syaq.g_00872
OG0000496	Prap.g_01395	Syaq.g_00873
OG0000497	Prap.g_01394	Syaq.g_00874
OG0000498	Prap.g_01393	Syaq.g_00875
OG0000499	Prap.g_01392	Syaq.g_00876
OG0000500	Prap.g_01391	Syaq.g_00877
OG0000501	Prap.g_01390	Syaq.g_00880
OG0000502	Prap.g_01387	Syaq.g_00953
OG0000503	Prap.g_01372	Syaq.g_00559
OG0000504	Prap.g_01370	Syaq.g_00557
OG0000505	Prap.g_01369	Syaq.g_00556
OG0000506	Prap.g_01368	Syaq.g_00554
OG0000507	Prap.g_01365	Syaq.g_00548
OG0000508	Prap.g_01361	Syaq.g_00544
OG0000509	Prap.g_01359	Syaq.g_00542
OG0000510	Prap.g_01358	Syaq.g_00538
OG0000511	Prap.g_01357	Syaq.g_00537
OG0000512	Prap.g_01355	Syaq.g_00535
OG0000513	Prap.g_01346	Syaq.g_00525
OG0000514	Prap.g_01335	Syaq.g_00514
OG0000515	Prap.g_01334	Syaq.g_00513
OG0000516	Prap.g_01333	Syaq.g_00509
OG0000517	Prap.g_01331	Syaq.g_00502
OG0000518	Prap.g_01320	Syaq.g_00490
OG0000519	Prap.g_01319	Syaq.g_00489
OG0000520	Prap.g_01318	Syaq.g_00488
OG0000521	Prap.g_01310	Syaq.g_00477
OG0000522	Prap.g_01308	Syaq.g_00475
OG0000523	Prap.g_01307	Syaq.g_00474
OG0000524	Prap.g_01302	Syaq.g_00469
OG0000525	Prap.g_01298	Syaq.g_00450
OG0000526	Prap.g_01297	Syaq.g_00448
OG0000527	Prap.g_01294	Syaq.g_00444
OG0000528	Prap.g_01289	Syaq.g_01768
OG0000529	Prap.g_01286	Syaq.g_01773
OG0000530	Prap.g_01283	Syaq.g_01776
OG0000531	Prap.g_01282	Syaq.g_01777
OG0000532	Prap.g_01280	Syaq.g_01780
OG0000533	Prap.g_01279	Syaq.g_01782
OG0000534	Prap.g_01278	Syaq.g_01783
OG0000535	Prap.g_01277	Syaq.g_01784
OG0000536	Prap.g_01276	Syaq.g_01785
OG0000537	Prap.g_01275	Syaq.g_01786
OG0000538	Prap.g_01266	Syaq.g_01798
OG0000539	Prap.g_01265	Syaq.g_01799
OG0000540	Prap.g_01264	Syaq.g_01800
OG0000541	Prap.g_01263	Syaq.g_01801
OG0000542	Prap.g_01262	Syaq.g_01804
OG0000543	Prap.g_01260	Syaq.g_01806
OG0000544	Prap.g_01259	Syaq.g_01807, Syaq.g_02567
OG0000545	Prap.g_01257	Syaq.g_01809
OG0000546	Prap.g_01254	Syaq.g_01811
OG0000547	Prap.g_01252	Syaq.g_01813
OG0000548	Prap.g_01251	Syaq.g_01814
OG0000549	Prap.g_01249	Syaq.g_01819
OG0000550	Prap.g_01245	Syaq.g_01824
OG0000551	Prap.g_01242	Syaq.g_01829
OG0000552	Prap.g_01241	Syaq.g_01830
OG0000553	Prap.g_01240	Syaq.g_01834
OG0000554	Prap.g_01235	Syaq.g_01839
OG0000555	Prap.g_01227	Syaq.g_01857
OG0000556	Prap.g_01225	Syaq.g_01925
OG0000557	Prap.g_01224	Syaq.g_01927
OG0000558	Prap.g_01222	Syaq.g_01929
OG0000559	Prap.g_01218	Syaq.g_01933
OG0000560	Prap.g_01215	Syaq.g_01936
OG0000561	Prap.g_01214	Syaq.g_01937
OG0000562	Prap.g_01213	Syaq.g_01938
OG0000563	Prap.g_01212	Syaq.g_01939
OG0000564	Prap.g_01211	Syaq.g_01940
OG0000565	Prap.g_01209	Syaq.g_01943
OG0000566	Prap.g_01205	Syaq.g_01947
OG0000567	Prap.g_01201	Syaq.g_01951
OG0000568	Prap.g_01200	Syaq.g_01954
OG0000569	Prap.g_01199	Syaq.g_01955
