Orthogroup	Prap	Syak
OG0000100	Prap.g_00200	Syak.g_00622
OG0000101	Prap.g_01642	Syak.g_01305
OG0000102	Prap.g_01575	Syak.g_01661
OG0000103	Prap.g_01491	Syak.g_01812
OG0000104	Prap.g_01869	Syak.g_01799
OG0000105	Prap.g_01436	Syak.g_01451
OG0000106	Prap.g_00591	Syak.g_00096
OG0000107	Prap.g_01714	Syak.g_01392
OG0000108	Prap.g_01287	Syak.g_02574
OG0000109	Prap.g_01273	Syak.g_01061, Syak.g_02590
OG0000110	Prap.g_01194	Syak.g_02698
OG0000111	Prap.g_00798	Syak.g_00725
OG0000112	Prap.g_01121	Syak.g_00512
OG0000113	Prap.g_00760	Syak.g_00461
OG0000114	Prap.g_00858	Syak.g_00373, Syak.g_00065
OG0000115	Prap.g_00525	Syak.g_01066
OG0000116	Prap.g_00467	Syak.g_00911
OG0000117	Prap.g_00429	Syak.g_00846
OG0000118	Prap.g_00574	Syak.g_00954
OG0000119	Prap.g_00510, Prap.g_00218	Syak.g_00917
OG0000120	Prap.g_00079	Syak.g_01526
OG0000121	Prap.g_00123	Syak.g_01044
OG0000122	Prap.g_00532, Prap.g_00164	Syak.g_00081
OG0000123	Prap.g_01635	Syak.g_01299
OG0000124	Prap.g_01563	Syak.g_01692
OG0000125	Prap.g_01528	Syak.g_01934
OG0000126	Prap.g_01870	Syak.g_01801
OG0000128	Prap.g_00043	Syak.g_01782
OG0000129	Prap.g_00910	Syak.g_01947
OG0000130	Prap.g_00881	Syak.g_02255
OG0000131	Prap.g_01026	Syak.g_02128
OG0000132	Prap.g_01006	Syak.g_02108
OG0000133	Prap.g_01389	Syak.g_00507
OG0000134	Prap.g_01347	Syak.g_01212
OG0000135	Prap.g_00543	Syak.g_01897
OG0000136	Prap.g_01325	Syak.g_01186
OG0000137	Prap.g_01292	Syak.g_01118
OG0000138	Prap.g_01272	Syak.g_02591
OG0000139	Prap.g_01232	Syak.g_02646
OG0000140	Prap.g_01231	Syak.g_02650
OG0000141	Prap.g_01160	Syak.g_02746
OG0000142	Prap.g_00392	Syak.g_00035
OG0000143	Prap.g_00388	Syak.g_00039
OG0000144	Prap.g_00374	Syak.g_00260
OG0000145	Prap.g_00545	Syak.g_02598
OG0000146	Prap.g_01122	Syak.g_00514
OG0000147	Prap.g_01123	Syak.g_00515
OG0000148	Prap.g_00766	Syak.g_00455
OG0000149	Prap.g_00734	Syak.g_00596
OG0000150	Prap.g_00724	Syak.g_02747
OG0000151	Prap.g_00848	Syak.g_00387
OG0000152	Prap.g_00257	Syak.g_00503
OG0000153	Prap.g_00276	Syak.g_00470
OG0000154	Prap.g_00296	Syak.g_00645
OG0000155	Prap.g_00435	Syak.g_00855
OG0000156	Prap.g_00550	Syak.g_00919
OG0000157	Prap.g_00551	Syak.g_00920
OG0000158	Prap.g_01598	Syak.g_01624
OG0000159	Prap.g_00890	Syak.g_01580
OG0000160	Prap.g_00122	Syak.g_01043
OG0000161	Prap.g_00128	Syak.g_01050
OG0000162	Prap.g_00134	Syak.g_01058
OG0000163	Prap.g_00173	Syak.g_02478
OG0000164	Prap.g_01754	Syak.g_02384
OG0000165	Prap.g_01747	Syak.g_02374
OG0000166	Prap.g_01680	Syak.g_01345
OG0000167	Prap.g_01608	Syak.g_01561
OG0000168	Prap.g_01597	Syak.g_01625
OG0000169	Prap.g_01587	Syak.g_01637
OG0000170	Prap.g_01584	Syak.g_01644
OG0000171	Prap.g_01564	Syak.g_01691
OG0000172	Prap.g_01557	Syak.g_01713
OG0000173	Prap.g_01542	Syak.g_01733
OG0000174	Prap.g_01513	Syak.g_01895
OG0000175	Prap.g_01500	Syak.g_01827
OG0000176	Prap.g_00050	Syak.g_01790
OG0000177	Prap.g_00049	Syak.g_01789
OG0000178	Prap.g_00048	Syak.g_01788
OG0000179	Prap.g_00939	Syak.g_01773
OG0000180	Prap.g_00938	Syak.g_01772
OG0000181	Prap.g_00937	Syak.g_01771
OG0000182	Prap.g_00936	Syak.g_01770
OG0000183	Prap.g_00932	Syak.g_01766
OG0000184	Prap.g_00906	Syak.g_01955
OG0000185	Prap.g_00903	Syak.g_01971
OG0000186	Prap.g_00887	Syak.g_02258
OG0000187	Prap.g_00886	Syak.g_02257
OG0000188	Prap.g_01096	Syak.g_02235
OG0000189	Prap.g_01082	Syak.g_02203
OG0000190	Prap.g_01080	Syak.g_01575
OG0000191	Prap.g_01057	Syak.g_02171
OG0000192	Prap.g_01052	Syak.g_02165
OG0000193	Prap.g_01025	Syak.g_02127
OG0000194	Prap.g_01022	Syak.g_02124
OG0000195	Prap.g_01020	Syak.g_02122
OG0000196	Prap.g_01009	Syak.g_02111
OG0000197	Prap.g_01008	Syak.g_02110
OG0000198	Prap.g_01007	Syak.g_02109
OG0000199	Prap.g_01000	Syak.g_02100
OG0000200	Prap.g_00986	Syak.g_02083
OG0000201	Prap.g_00977	Syak.g_02068
OG0000202	Prap.g_00976	Syak.g_02067
OG0000203	Prap.g_00975	Syak.g_02066
OG0000204	Prap.g_00974	Syak.g_02065
OG0000205	Prap.g_00967	Syak.g_02058
OG0000206	Prap.g_00962	Syak.g_02038
OG0000207	Prap.g_00959	Syak.g_02025
OG0000208	Prap.g_00958	Syak.g_02024
OG0000209	Prap.g_00949	Syak.g_01995
OG0000210	Prap.g_00948	Syak.g_01994
OG0000211	Prap.g_01479	Syak.g_02017, Syak.g_02300
OG0000212	Prap.g_01471	Syak.g_02311
OG0000213	Prap.g_01453	Syak.g_01425
OG0000214	Prap.g_01443	Syak.g_01442
OG0000215	Prap.g_01416	Syak.g_01474
OG0000216	Prap.g_01415	Syak.g_01478
OG0000217	Prap.g_01412	Syak.g_01482
OG0000218	Prap.g_01410	Syak.g_01484
OG0000219	Prap.g_01409	Syak.g_01485
OG0000220	Prap.g_01408	Syak.g_01486
OG0000221	Prap.g_01407	Syak.g_01498
OG0000222	Prap.g_01400	Syak.g_01512
OG0000223	Prap.g_01388	Syak.g_01531
OG0000224	Prap.g_01386	Syak.g_01532
OG0000225	Prap.g_01360	Syak.g_01230
OG0000226	Prap.g_01356	Syak.g_01226
OG0000227	Prap.g_01354	Syak.g_01224
OG0000228	Prap.g_01350	Syak.g_01216
OG0000229	Prap.g_01330	Syak.g_01191
OG0000230	Prap.g_01328	Syak.g_01189
OG0000231	Prap.g_01317	Syak.g_01176
OG0000232	Prap.g_01306	Syak.g_01156
OG0000233	Prap.g_01300	Syak.g_01145
OG0000234	Prap.g_01291	Syak.g_01116
OG0000235	Prap.g_01288	Syak.g_02573
OG0000236	Prap.g_01274	Syak.g_02589
OG0000237	Prap.g_01261	Syak.g_02607
OG0000238	Prap.g_01255	Syak.g_02612
OG0000239	Prap.g_01244	Syak.g_02628
OG0000240	Prap.g_01243	Syak.g_02629
OG0000241	Prap.g_01239	Syak.g_00027
OG0000242	Prap.g_01237	Syak.g_02638
OG0000243	Prap.g_01226	Syak.g_02658
OG0000244	Prap.g_01223	Syak.g_02665
OG0000245	Prap.g_01221	Syak.g_02667
OG0000246	Prap.g_01217	Syak.g_02671
OG0000247	Prap.g_01207	Syak.g_02681
OG0000248	Prap.g_01204	Syak.g_02684
OG0000249	Prap.g_01202	Syak.g_02686
OG0000250	Prap.g_01197	Syak.g_02694
OG0000251	Prap.g_01177	Syak.g_02722
OG0000252	Prap.g_01174	Syak.g_02725
OG0000253	Prap.g_01173	Syak.g_02727
OG0000254	Prap.g_01156	Syak.g_02752
OG0000255	Prap.g_01150	Syak.g_02772
OG0000256	Prap.g_01140	Syak.g_00020
OG0000257	Prap.g_00397	Syak.g_00026
OG0000258	Prap.g_00383	Syak.g_00044
OG0000259	Prap.g_00366	Syak.g_00334
OG0000260	Prap.g_00363	Syak.g_00338
OG0000261	Prap.g_00360	Syak.g_00348
OG0000262	Prap.g_00356	Syak.g_00353
OG0000263	Prap.g_00820	Syak.g_00828
OG0000264	Prap.g_00809	Syak.g_00698
OG0000265	Prap.g_00791	Syak.g_00211
OG0000266	Prap.g_00337	Syak.g_00778
OG0000267	Prap.g_00325	Syak.g_00555
OG0000268	Prap.g_00324	Syak.g_00554
OG0000269	Prap.g_00788	Syak.g_00429
OG0000270	Prap.g_00785	Syak.g_00432
OG0000271	Prap.g_00777	Syak.g_00440
OG0000272	Prap.g_00776	Syak.g_00441
OG0000273	Prap.g_00752	Syak.g_00616
OG0000274	Prap.g_00751	Syak.g_00615
OG0000275	Prap.g_00748	Syak.g_00611
OG0000276	Prap.g_00742	Syak.g_00604
OG0000277	Prap.g_00741	Syak.g_00603
OG0000278	Prap.g_00738	Syak.g_00600
OG0000279	Prap.g_00731	Syak.g_00592
OG0000280	Prap.g_00730	Syak.g_00582
OG0000281	Prap.g_00723	Syak.g_00339
OG0000282	Prap.g_00856	Syak.g_00375
OG0000283	Prap.g_00680	Syak.g_00541
OG0000284	Prap.g_00675	Syak.g_00536
OG0000285	Prap.g_00243	Syak.g_00523
OG0000286	Prap.g_00256	Syak.g_00504
OG0000287	Prap.g_00522	Syak.g_00477
OG0000288	Prap.g_00295	Syak.g_00644
OG0000289	Prap.g_00311	Syak.g_00659
OG0000290	Prap.g_00705	Syak.g_00738
OG0000291	Prap.g_00707	Syak.g_00734, Syak.g_00737
OG0000292	Prap.g_00501	Syak.g_01802
OG0000293	Prap.g_00466	Syak.g_00910
OG0000294	Prap.g_00465	Syak.g_00909
OG0000295	Prap.g_00442	Syak.g_00863
OG0000296	Prap.g_00440	Syak.g_00861
OG0000297	Prap.g_00431	Syak.g_00848
OG0000298	Prap.g_00430	Syak.g_00847
OG0000299	Prap.g_00411	Syak.g_00820
OG0000300	Prap.g_00408	Syak.g_00813
OG0000301	Prap.g_00407	Syak.g_00812
OG0000302	Prap.g_00405	Syak.g_00811
OG0000303	Prap.g_00399	Syak.g_00674
OG0000304	Prap.g_01135	Syak.g_00680
OG0000305	Prap.g_00499	Syak.g_00732
OG0000306	Prap.g_00719	Syak.g_00094
OG0000307	Prap.g_00068	Syak.g_02556
OG0000308	Prap.g_00069	Syak.g_02554
OG0000309	Prap.g_00073	Syak.g_02549
OG0000310	Prap.g_00107	Syak.g_00994
OG0000311	Prap.g_00109	Syak.g_00999
OG0000312	Prap.g_00112	Syak.g_01028
OG0000313	Prap.g_00125	Syak.g_01046
OG0000314	Prap.g_00148	Syak.g_01079
OG0000315	Prap.g_00158	Syak.g_01090
OG0000316	Prap.g_00183	Syak.g_02462
OG0000317	Prap.g_01782	Syak.g_02419
OG0000318	Prap.g_01778	Syak.g_02415
OG0000319	Prap.g_01765	Syak.g_02399
OG0000320	Prap.g_01763	Syak.g_02397
OG0000321	Prap.g_01762	Syak.g_02396
OG0000322	Prap.g_01761	Syak.g_02395
OG0000323	Prap.g_01751	Syak.g_02380
OG0000324	Prap.g_01724	Syak.g_02347
OG0000325	Prap.g_01713	Syak.g_01391
OG0000326	Prap.g_01706	Syak.g_01384
OG0000327	Prap.g_01685	Syak.g_01350
OG0000328	Prap.g_01684	Syak.g_01349
OG0000329	Prap.g_01667	Syak.g_01331
OG0000330	Prap.g_01666	Syak.g_01330
OG0000331	Prap.g_01665	Syak.g_01329
OG0000332	Prap.g_01651	Syak.g_01314
OG0000333	Prap.g_01648, Prap.g_01649	Syak.g_01311
OG0000334	Prap.g_01639	Syak.g_01302
OG0000335	Prap.g_01634	Syak.g_01298
OG0000336	Prap.g_01630	Syak.g_01294
OG0000337	Prap.g_01612	Syak.g_01555
OG0000338	Prap.g_01611	Syak.g_01558
OG0000339	Prap.g_01605	Syak.g_01566
OG0000340	Prap.g_01596	Syak.g_01626
OG0000341	Prap.g_01594	Syak.g_01628
OG0000342	Prap.g_01593	Syak.g_01629
OG0000343	Prap.g_01592	Syak.g_01631
OG0000344	Prap.g_01589	Syak.g_01635
OG0000345	Prap.g_01583	Syak.g_01645
OG0000346	Prap.g_01579	Syak.g_01651
OG0000347	Prap.g_01562	Syak.g_01694
OG0000348	Prap.g_01554	Syak.g_01717
OG0000349	Prap.g_01537	Syak.g_01740
OG0000350	Prap.g_00623	Syak.g_01377
OG0000351	Prap.g_01497	Syak.g_01823
OG0000352	Prap.g_01496	Syak.g_01822
OG0000353	Prap.g_00055	Syak.g_01796
OG0000355	Prap.g_00053	Syak.g_01793
OG0000356	Prap.g_00052	Syak.g_01792
OG0000357	Prap.g_00051	Syak.g_01791
OG0000358	Prap.g_00047	Syak.g_01787
OG0000359	Prap.g_00046	Syak.g_01785
OG0000360	Prap.g_00045	Syak.g_01784
OG0000361	Prap.g_00044	Syak.g_01783
OG0000362	Prap.g_00042	Syak.g_01781
OG0000363	Prap.g_00941	Syak.g_01779
OG0000364	Prap.g_00940	Syak.g_01778
OG0000365	Prap.g_00935	Syak.g_01769
OG0000366	Prap.g_00934	Syak.g_01768
OG0000367	Prap.g_00933	Syak.g_01767
OG0000368	Prap.g_00931	Syak.g_01765
OG0000369	Prap.g_00930	Syak.g_01764
OG0000370	Prap.g_00929	Syak.g_01763
OG0000371	Prap.g_00922	Syak.g_01753
OG0000372	Prap.g_00919	Syak.g_01748
OG0000373	Prap.g_00918	Syak.g_01747
OG0000374	Prap.g_00917	Syak.g_01746
OG0000375	Prap.g_00915	Syak.g_01744
OG0000376	Prap.g_00913	Syak.g_01742
OG0000377	Prap.g_00909	Syak.g_01948
OG0000378	Prap.g_00905	Syak.g_01968
OG0000379	Prap.g_00902	Syak.g_01972
OG0000380	Prap.g_00885	Syak.g_02256
OG0000381	Prap.g_00880	Syak.g_02254
OG0000382	Prap.g_01097	Syak.g_02236
OG0000383	Prap.g_01095	Syak.g_02229
OG0000384	Prap.g_01094	Syak.g_02228
OG0000385	Prap.g_01093	Syak.g_02227
OG0000386	Prap.g_01092	Syak.g_02226
OG0000387	Prap.g_01078	Syak.g_02200
OG0000388	Prap.g_01074	Syak.g_02196
OG0000389	Prap.g_01071	Syak.g_02193, Syak.g_02345
OG0000390	Prap.g_01061	Syak.g_02177
OG0000391	Prap.g_01058	Syak.g_02172
OG0000392	Prap.g_01054	Syak.g_02166
OG0000393	Prap.g_01051	Syak.g_02163
OG0000394	Prap.g_01050	Syak.g_02162
OG0000395	Prap.g_01049	Syak.g_02161
OG0000396	Prap.g_01047	Syak.g_02158
OG0000397	Prap.g_01045	Syak.g_02156
OG0000398	Prap.g_01042	Syak.g_02151
OG0000399	Prap.g_01041	Syak.g_02150
OG0000400	Prap.g_01040	Syak.g_02149
OG0000401	Prap.g_01039	Syak.g_02148
OG0000402	Prap.g_00319	Syak.g_02146
OG0000403	Prap.g_01037	Syak.g_02145
OG0000404	Prap.g_01036	Syak.g_02143
OG0000405	Prap.g_01032	Syak.g_02131
OG0000406	Prap.g_01024	Syak.g_02126
OG0000407	Prap.g_01023	Syak.g_02125
OG0000408	Prap.g_01021	Syak.g_02123
OG0000409	Prap.g_01019	Syak.g_02121
OG0000410	Prap.g_01018	Syak.g_02120
OG0000411	Prap.g_01017	Syak.g_02119
OG0000412	Prap.g_01016	Syak.g_02118
OG0000413	Prap.g_01014	Syak.g_02116
OG0000415	Prap.g_01012	Syak.g_02114
OG0000416	Prap.g_01011	Syak.g_02113
OG0000417	Prap.g_01010	Syak.g_02112
OG0000418	Prap.g_01005	Syak.g_02107
OG0000419	Prap.g_01003	Syak.g_02105
OG0000420	Prap.g_01002	Syak.g_02103
OG0000421	Prap.g_00997	Syak.g_02097
OG0000422	Prap.g_00996	Syak.g_02096
OG0000423	Prap.g_00995	Syak.g_02095
OG0000424	Prap.g_00994	Syak.g_02094
OG0000425	Prap.g_00993	Syak.g_02093
OG0000426	Prap.g_00992	Syak.g_02092
OG0000427	Prap.g_00991	Syak.g_02091
OG0000428	Prap.g_00989	Syak.g_02088
OG0000429	Prap.g_00988	Syak.g_02086
OG0000430	Prap.g_00987	Syak.g_02084
OG0000431	Prap.g_00985	Syak.g_02081
OG0000432	Prap.g_00981	Syak.g_02075
OG0000433	Prap.g_00980	Syak.g_02073
OG0000434	Prap.g_00979	Syak.g_02072
OG0000435	Prap.g_00978	Syak.g_02071
OG0000436	Prap.g_00973	Syak.g_02064
OG0000437	Prap.g_00972	Syak.g_02063
OG0000438	Prap.g_00971	Syak.g_02062
OG0000439	Prap.g_00969	Syak.g_02060
OG0000440	Prap.g_00968	Syak.g_02059
OG0000441	Prap.g_00965	Syak.g_02053
OG0000442	Prap.g_00964	Syak.g_02043
OG0000443	Prap.g_00963	Syak.g_02041
OG0000444	Prap.g_00957	Syak.g_02022
OG0000445	Prap.g_00956	Syak.g_02015
OG0000446	Prap.g_00955	Syak.g_02013
OG0000447	Prap.g_00954	Syak.g_02006
OG0000448	Prap.g_00953	Syak.g_02005
OG0000449	Prap.g_00952	Syak.g_02004
OG0000450	Prap.g_00951	Syak.g_01998
OG0000451	Prap.g_00950	Syak.g_01997
OG0000452	Prap.g_00947	Syak.g_01993
OG0000453	Prap.g_00946	Syak.g_01992
OG0000454	Prap.g_00945	Syak.g_01991
OG0000455	Prap.g_00944	Syak.g_01990
OG0000456	Prap.g_00943	Syak.g_01989
OG0000457	Prap.g_01487	Syak.g_01987
OG0000458	Prap.g_01486	Syak.g_01986
OG0000459	Prap.g_01485	Syak.g_01985
OG0000460	Prap.g_01477	Syak.g_02303
OG0000461	Prap.g_01469	Syak.g_01402
OG0000462	Prap.g_01467	Syak.g_01405
OG0000463	Prap.g_01466	Syak.g_01406
OG0000464	Prap.g_01465	Syak.g_01407
OG0000465	Prap.g_01464	Syak.g_01409
OG0000466	Prap.g_01461	Syak.g_01414
OG0000467	Prap.g_01460	Syak.g_01416
OG0000468	Prap.g_01457	Syak.g_01421
OG0000469	Prap.g_01449	Syak.g_01436
OG0000470	Prap.g_01447	Syak.g_01438
OG0000471	Prap.g_01446	Syak.g_01439
OG0000472	Prap.g_01444	Syak.g_01441
OG0000473	Prap.g_01442	Syak.g_01443
OG0000474	Prap.g_01441	Syak.g_01444
OG0000475	Prap.g_01440	Syak.g_01445
OG0000476	Prap.g_01438	Syak.g_01447
OG0000477	Prap.g_01435	Syak.g_01453
OG0000478	Prap.g_01434	Syak.g_01454
OG0000479	Prap.g_01433	Syak.g_01455
OG0000480	Prap.g_01428	Syak.g_01462
OG0000481	Prap.g_01425	Syak.g_01464
OG0000482	Prap.g_01424	Syak.g_01465
OG0000483	Prap.g_01421	Syak.g_01469
OG0000484	Prap.g_01420	Syak.g_01470
OG0000485	Prap.g_01418	Syak.g_01472
OG0000486	Prap.g_01417	Syak.g_01473
OG0000487	Prap.g_01414	Syak.g_01479
OG0000488	Prap.g_01411	Syak.g_01483
OG0000489	Prap.g_01406	Syak.g_01499
OG0000490	Prap.g_01402	Syak.g_01507
OG0000491	Prap.g_01401	Syak.g_01511
OG0000492	Prap.g_01399	Syak.g_01513
OG0000493	Prap.g_01398	Syak.g_01514
OG0000494	Prap.g_01397	Syak.g_01515
OG0000495	Prap.g_01396	Syak.g_01516
OG0000496	Prap.g_01395	Syak.g_01517
OG0000497	Prap.g_01394	Syak.g_01518
OG0000498	Prap.g_01393	Syak.g_01519
OG0000499	Prap.g_01392	Syak.g_01520
OG0000500	Prap.g_01391	Syak.g_01521
OG0000501	Prap.g_01390	Syak.g_01524
OG0000502	Prap.g_01387	Syak.g_01538
OG0000503	Prap.g_01372	Syak.g_01246
OG0000504	Prap.g_01370	Syak.g_01244
OG0000505	Prap.g_01369	Syak.g_01243
OG0000506	Prap.g_01368	Syak.g_01241
OG0000507	Prap.g_01365	Syak.g_01235
OG0000508	Prap.g_01361	Syak.g_01231
OG0000509	Prap.g_01359	Syak.g_01229
OG0000510	Prap.g_01358	Syak.g_01228
OG0000511	Prap.g_01357	Syak.g_01227
OG0000512	Prap.g_01355	Syak.g_01225
OG0000513	Prap.g_01346	Syak.g_01211
OG0000514	Prap.g_01335	Syak.g_01204
OG0000515	Prap.g_01334	Syak.g_01203
OG0000516	Prap.g_01333	Syak.g_01199
OG0000517	Prap.g_01331	Syak.g_01192
OG0000518	Prap.g_01320	Syak.g_01180
OG0000519	Prap.g_01319	Syak.g_01179
OG0000520	Prap.g_01318	Syak.g_01178
OG0000521	Prap.g_01310	Syak.g_01167
OG0000522	Prap.g_01308	Syak.g_01163
OG0000523	Prap.g_01307	Syak.g_01162
OG0000524	Prap.g_01302	Syak.g_01149
OG0000525	Prap.g_01298	Syak.g_01130
OG0000526	Prap.g_01297	Syak.g_01127
OG0000527	Prap.g_01294	Syak.g_01120
OG0000528	Prap.g_01289	Syak.g_02570
OG0000529	Prap.g_01286	Syak.g_02575
OG0000530	Prap.g_01283	Syak.g_02578
OG0000531	Prap.g_01282	Syak.g_02579
OG0000532	Prap.g_01280	Syak.g_02582
OG0000533	Prap.g_01279	Syak.g_02584
OG0000534	Prap.g_01278	Syak.g_02585
OG0000535	Prap.g_01277	Syak.g_02586
OG0000536	Prap.g_01276	Syak.g_02587
OG0000537	Prap.g_01275	Syak.g_02588
OG0000538	Prap.g_01266	Syak.g_02600
OG0000539	Prap.g_01265	Syak.g_02601
OG0000540	Prap.g_01264	Syak.g_02602
OG0000541	Prap.g_01263	Syak.g_02603
OG0000542	Prap.g_01262	Syak.g_02606
OG0000543	Prap.g_01260	Syak.g_02608
OG0000544	Prap.g_01259	Syak.g_02609
OG0000545	Prap.g_01257	Syak.g_02611
OG0000546	Prap.g_01254	Syak.g_02613
OG0000547	Prap.g_01252	Syak.g_02615
OG0000548	Prap.g_01251	Syak.g_02616
OG0000549	Prap.g_01249	Syak.g_02622
OG0000550	Prap.g_01245	Syak.g_02626
OG0000551	Prap.g_01242	Syak.g_02631
OG0000552	Prap.g_01241	Syak.g_02632
OG0000553	Prap.g_01240	Syak.g_02636
OG0000554	Prap.g_01235	Syak.g_02641
OG0000555	Prap.g_01227	Syak.g_02657
OG0000556	Prap.g_01225	Syak.g_02661
OG0000557	Prap.g_01224	Syak.g_02663
OG0000558	Prap.g_01222	Syak.g_02666
OG0000559	Prap.g_01218	Syak.g_02670
OG0000560	Prap.g_01215	Syak.g_02672
OG0000561	Prap.g_01214	Syak.g_02673
OG0000562	Prap.g_01213	Syak.g_02674
OG0000563	Prap.g_01212	Syak.g_02675
OG0000564	Prap.g_01211	Syak.g_02676
OG0000565	Prap.g_01209	Syak.g_02679
OG0000566	Prap.g_01205	Syak.g_02683
OG0000567	Prap.g_01201	Syak.g_02687
OG0000568	Prap.g_01200	Syak.g_02690
OG0000569	Prap.g_01199	Syak.g_02691
OG0000570	Prap.g_01198	Syak.g_02692
OG0000571	Prap.g_01196	Syak.g_02696
OG0000572	Prap.g_01182	Syak.g_02713
OG0000573	Prap.g_01176	Syak.g_02723
OG0000574	Prap.g_01175	Syak.g_02724
OG0000575	Prap.g_01171	Syak.g_02729
OG0000576	Prap.g_01169	Syak.g_02731
OG0000577	Prap.g_01168	Syak.g_02732
OG0000578	Prap.g_01167	Syak.g_02733
OG0000579	Prap.g_01166	Syak.g_02734
OG0000580	Prap.g_01165	Syak.g_02735
