Orthogroup	Prap	Prbk
OG0000140	Prap.g_01231	Prbk.g_01092
OG0000141	Prap.g_01160	Prbk.g_01154
OG0000142	Prap.g_00392	Prbk.g_02631
OG0000143	Prap.g_00388	Prbk.g_02635
OG0000144	Prap.g_00374	Prbk.g_00739
OG0000145	Prap.g_00545	Prbk.g_01863
OG0000146	Prap.g_01122	Prbk.g_02333
OG0000147	Prap.g_01123	Prbk.g_02334
OG0000148	Prap.g_00766	Prbk.g_02487
OG0000149	Prap.g_00734	Prbk.g_02544
OG0000150	Prap.g_00724	Prbk.g_02567
OG0000151	Prap.g_00848	Prbk.g_02417
OG0000152	Prap.g_00257	Prbk.g_02324
OG0000153	Prap.g_00276	Prbk.g_02297
OG0000154	Prap.g_00296	Prbk.g_00584
OG0000155	Prap.g_00435	Prbk.g_00099
OG0000156	Prap.g_00550	Prbk.g_00164
OG0000157	Prap.g_00551	Prbk.g_00163
OG0000158	Prap.g_01598	Prbk.g_00526
OG0000160	Prap.g_00122	Prbk.g_00260
OG0000161	Prap.g_00128	Prbk.g_00274
OG0000162	Prap.g_00134	Prbk.g_00280
OG0000163	Prap.g_00173	Prbk.g_02002
OG0000164	Prap.g_01754	Prbk.g_01432
OG0000165	Prap.g_01747	Prbk.g_01423
OG0000166	Prap.g_01680	Prbk.g_00982
OG0000167	Prap.g_01608	Prbk.g_00512
OG0000168	Prap.g_01597	Prbk.g_00527
OG0000169	Prap.g_01587	Prbk.g_00220
OG0000170	Prap.g_01584	Prbk.g_00232
OG0000171	Prap.g_01564	Prbk.g_01538
OG0000172	Prap.g_01557	Prbk.g_01573
OG0000173	Prap.g_01542	Prbk.g_01594
OG0000174	Prap.g_01513	Prbk.g_02211
OG0000175	Prap.g_01500	Prbk.g_02249
OG0000176	Prap.g_00050	Prbk.g_02282
OG0000177	Prap.g_00049	Prbk.g_02283
OG0000178	Prap.g_00048	Prbk.g_02284
OG0000179	Prap.g_00939	Prbk.g_01633
OG0000180	Prap.g_00938	Prbk.g_01632
OG0000181	Prap.g_00937	Prbk.g_01631
OG0000182	Prap.g_00936	Prbk.g_01630
OG0000183	Prap.g_00932	Prbk.g_01626
OG0000184	Prap.g_00906	Prbk.g_02148
OG0000185	Prap.g_00903	Prbk.g_02126
OG0000186	Prap.g_00887	Prbk.g_01326
OG0000187	Prap.g_00886	Prbk.g_01324
OG0000188	Prap.g_01096	Prbk.g_01303
OG0000189	Prap.g_01082	Prbk.g_00024
OG0000190	Prap.g_01080	Prbk.g_00022
OG0000191	Prap.g_01057	Prbk.g_00197
OG0000192	Prap.g_01052	Prbk.g_00206
OG0000193	Prap.g_01025	Prbk.g_00752
OG0000194	Prap.g_01022	Prbk.g_00755
OG0000195	Prap.g_01020	Prbk.g_00757
OG0000196	Prap.g_01009	Prbk.g_00768
OG0000197	Prap.g_01008	Prbk.g_00769
OG0000198	Prap.g_01007	Prbk.g_00770
OG0000199	Prap.g_01000	Prbk.g_00777
OG0000200	Prap.g_00986	Prbk.g_01280
OG0000201	Prap.g_00977	Prbk.g_01261
OG0000202	Prap.g_00976	Prbk.g_01260
OG0000203	Prap.g_00975	Prbk.g_01259
OG0000204	Prap.g_00974	Prbk.g_01258
OG0000205	Prap.g_00967	Prbk.g_01251
OG0000206	Prap.g_00962	Prbk.g_00632
OG0000207	Prap.g_00959	Prbk.g_00686
OG0000208	Prap.g_00958	Prbk.g_00685
OG0000209	Prap.g_00949	Prbk.g_00658
OG0000210	Prap.g_00948	Prbk.g_00657
OG0000211	Prap.g_01479	Prbk.g_01368
OG0000212	Prap.g_01471	Prbk.g_01514
OG0000213	Prap.g_01453	Prbk.g_00374
OG0000214	Prap.g_01443	Prbk.g_00401
OG0000215	Prap.g_01416	Prbk.g_00431
OG0000216	Prap.g_01415	Prbk.g_00434
OG0000217	Prap.g_01412	Prbk.g_00438
OG0000218	Prap.g_01410	Prbk.g_00442
OG0000219	Prap.g_01409	Prbk.g_00443
OG0000220	Prap.g_01408	Prbk.g_00444
OG0000221	Prap.g_01407	Prbk.g_00449
OG0000222	Prap.g_01400	Prbk.g_00458
OG0000223	Prap.g_01388	Prbk.g_00481
OG0000224	Prap.g_01386	Prbk.g_00492
OG0000225	Prap.g_01360	Prbk.g_00889
OG0000226	Prap.g_01356	Prbk.g_00893
OG0000227	Prap.g_01354	Prbk.g_00895
OG0000228	Prap.g_01350	Prbk.g_00365
OG0000229	Prap.g_01330	Prbk.g_00328
OG0000230	Prap.g_01328	Prbk.g_00326
OG0000231	Prap.g_01317	Prbk.g_00311
OG0000232	Prap.g_01306	Prbk.g_00295
OG0000233	Prap.g_01300	Prbk.g_02092
OG0000234	Prap.g_01291	Prbk.g_02114
OG0000235	Prap.g_01288	Prbk.g_02060
OG0000236	Prap.g_01274	Prbk.g_02076
OG0000237	Prap.g_01261	Prbk.g_01047
OG0000238	Prap.g_01255	Prbk.g_01051
OG0000239	Prap.g_01244	Prbk.g_01067
OG0000240	Prap.g_01243	Prbk.g_01068
OG0000241	Prap.g_01239	Prbk.g_01965
OG0000242	Prap.g_01237	Prbk.g_01078
OG0000243	Prap.g_01226	Prbk.g_02684
OG0000244	Prap.g_01223	Prbk.g_01897
OG0000245	Prap.g_01221	Prbk.g_01894
OG0000246	Prap.g_01217	Prbk.g_01890
OG0000247	Prap.g_01207	Prbk.g_01879
OG0000248	Prap.g_01204	Prbk.g_01876
OG0000249	Prap.g_01202	Prbk.g_01874
OG0000250	Prap.g_01197	Prbk.g_01106
OG0000251	Prap.g_01177	Prbk.g_01130
OG0000252	Prap.g_01174	Prbk.g_01133
OG0000253	Prap.g_01173	Prbk.g_01139
OG0000254	Prap.g_01156	Prbk.g_01158
OG0000255	Prap.g_01150	Prbk.g_02604
OG0000256	Prap.g_01140	Prbk.g_02618
OG0000257	Prap.g_00397	Prbk.g_02624
OG0000258	Prap.g_00383	Prbk.g_02647
OG0000259	Prap.g_00366	Prbk.g_00720
OG0000260	Prap.g_00363	Prbk.g_00717
OG0000261	Prap.g_00360	Prbk.g_00714
OG0000262	Prap.g_00356	Prbk.g_00709
OG0000263	Prap.g_00820	Prbk.g_00672
OG0000264	Prap.g_00809	Prbk.g_01815
OG0000265	Prap.g_00791	Prbk.g_01835, Prbk.g_00619
OG0000266	Prap.g_00337	Prbk.g_00608
OG0000267	Prap.g_00325	Prbk.g_02371
OG0000268	Prap.g_00324	Prbk.g_02370
OG0000269	Prap.g_00788	Prbk.g_02463
OG0000270	Prap.g_00785	Prbk.g_02466
OG0000271	Prap.g_00777	Prbk.g_02474
OG0000272	Prap.g_00776	Prbk.g_02475
OG0000273	Prap.g_00752	Prbk.g_02526
OG0000274	Prap.g_00751	Prbk.g_02527
OG0000275	Prap.g_00748	Prbk.g_02530
OG0000276	Prap.g_00742	Prbk.g_02536
OG0000277	Prap.g_00741	Prbk.g_02537
OG0000278	Prap.g_00738	Prbk.g_02540
OG0000279	Prap.g_00731	Prbk.g_02548
OG0000280	Prap.g_00730	Prbk.g_02554
OG0000281	Prap.g_00723	Prbk.g_02568
OG0000282	Prap.g_00856	Prbk.g_02398
OG0000283	Prap.g_00680	Prbk.g_02359
OG0000284	Prap.g_00675	Prbk.g_02353
OG0000285	Prap.g_00243	Prbk.g_01698
OG0000286	Prap.g_00256	Prbk.g_02325
OG0000287	Prap.g_00522	Prbk.g_01728
OG0000288	Prap.g_00295	Prbk.g_00583
OG0000289	Prap.g_00311	Prbk.g_00596
OG0000290	Prap.g_00705	Prbk.g_00059
OG0000291	Prap.g_00707	Prbk.g_00057
OG0000292	Prap.g_00501	Prbk.g_02271
OG0000293	Prap.g_00466	Prbk.g_01032
OG0000294	Prap.g_00465	Prbk.g_01031
OG0000295	Prap.g_00442	Prbk.g_00106
OG0000296	Prap.g_00440	Prbk.g_00104
OG0000297	Prap.g_00431	Prbk.g_01498
OG0000298	Prap.g_00430	Prbk.g_01497
OG0000299	Prap.g_00411	Prbk.g_01508
OG0000300	Prap.g_00408	Prbk.g_00186
OG0000301	Prap.g_00407	Prbk.g_00185
OG0000302	Prap.g_00405	Prbk.g_00182
OG0000303	Prap.g_00399	Prbk.g_00097
OG0000304	Prap.g_01135	Prbk.g_00121
OG0000305	Prap.g_00499	Prbk.g_00055
OG0000306	Prap.g_00719	Prbk.g_02578
OG0000307	Prap.g_00068	Prbk.g_02044
OG0000308	Prap.g_00069	Prbk.g_02042
OG0000309	Prap.g_00073	Prbk.g_02038
OG0000310	Prap.g_00107	Prbk.g_01937
OG0000311	Prap.g_00109	Prbk.g_00243
OG0000312	Prap.g_00112	Prbk.g_00247
OG0000313	Prap.g_00125	Prbk.g_00271
OG0000314	Prap.g_00148	Prbk.g_01222
OG0000315	Prap.g_00158	Prbk.g_01212
OG0000316	Prap.g_00183	Prbk.g_01991
OG0000317	Prap.g_01782	Prbk.g_00913
OG0000318	Prap.g_01778	Prbk.g_00906
OG0000319	Prap.g_01765	Prbk.g_01443
OG0000320	Prap.g_01763	Prbk.g_01441
OG0000321	Prap.g_01762	Prbk.g_01440
OG0000322	Prap.g_01761	Prbk.g_01439
OG0000323	Prap.g_01751	Prbk.g_01428
OG0000324	Prap.g_01724	Prbk.g_01399
OG0000325	Prap.g_01713	Prbk.g_01904
OG0000326	Prap.g_01706	Prbk.g_01912
OG0000327	Prap.g_01685	Prbk.g_00987
OG0000328	Prap.g_01684	Prbk.g_00986
OG0000329	Prap.g_01667	Prbk.g_00969
OG0000330	Prap.g_01666	Prbk.g_00968
OG0000331	Prap.g_01665	Prbk.g_00967
OG0000332	Prap.g_01651	Prbk.g_00952
OG0000333	Prap.g_01648, Prap.g_01649	Prbk.g_00950
OG0000334	Prap.g_01639	Prbk.g_00801
OG0000335	Prap.g_01634	Prbk.g_00806
OG0000336	Prap.g_01630	Prbk.g_00810
OG0000337	Prap.g_01612	Prbk.g_00506
OG0000338	Prap.g_01611	Prbk.g_00510
OG0000339	Prap.g_01605	Prbk.g_00516
OG0000340	Prap.g_01596	Prbk.g_00528
OG0000341	Prap.g_01594	Prbk.g_00530
OG0000342	Prap.g_01593	Prbk.g_00531
OG0000343	Prap.g_01592	Prbk.g_00215
OG0000344	Prap.g_01589	Prbk.g_00218
OG0000345	Prap.g_01583	Prbk.g_00233
OG0000346	Prap.g_01579	Prbk.g_00238
OG0000347	Prap.g_01562	Prbk.g_01540
OG0000348	Prap.g_01554	Prbk.g_01578
OG0000349	Prap.g_01537	Prbk.g_01602
OG0000350	Prap.g_00623	Prbk.g_02204
OG0000351	Prap.g_01497	Prbk.g_02252
OG0000352	Prap.g_01496	Prbk.g_02253
OG0000353	Prap.g_00055	Prbk.g_02277
OG0000355	Prap.g_00053	Prbk.g_02279
OG0000356	Prap.g_00052	Prbk.g_02280
OG0000357	Prap.g_00051	Prbk.g_02281
OG0000358	Prap.g_00047	Prbk.g_02285
OG0000359	Prap.g_00046	Prbk.g_02287
OG0000360	Prap.g_00045	Prbk.g_02288
OG0000361	Prap.g_00044	Prbk.g_02289
OG0000362	Prap.g_00042	Prbk.g_02291
OG0000363	Prap.g_00941	Prbk.g_01639
OG0000364	Prap.g_00940	Prbk.g_01638
OG0000365	Prap.g_00935	Prbk.g_01629
OG0000366	Prap.g_00934	Prbk.g_01628
OG0000367	Prap.g_00933	Prbk.g_01627
OG0000368	Prap.g_00931	Prbk.g_01625
OG0000369	Prap.g_00930	Prbk.g_01624
OG0000370	Prap.g_00929	Prbk.g_01623
OG0000371	Prap.g_00922	Prbk.g_01614
OG0000372	Prap.g_00919	Prbk.g_01609
OG0000373	Prap.g_00918	Prbk.g_01608
OG0000374	Prap.g_00917	Prbk.g_01607
OG0000375	Prap.g_00915	Prbk.g_01606
OG0000376	Prap.g_00913	Prbk.g_01604
OG0000377	Prap.g_00909	Prbk.g_02155
OG0000378	Prap.g_00905	Prbk.g_02141
OG0000379	Prap.g_00902	Prbk.g_02125
OG0000380	Prap.g_00885	Prbk.g_01323
OG0000381	Prap.g_00880	Prbk.g_01319
OG0000382	Prap.g_01097	Prbk.g_01304
OG0000383	Prap.g_01095	Prbk.g_01302
OG0000384	Prap.g_01094	Prbk.g_01301
OG0000385	Prap.g_01093	Prbk.g_01300
OG0000386	Prap.g_01092	Prbk.g_01299
OG0000387	Prap.g_01078	Prbk.g_00020
OG0000388	Prap.g_01074	Prbk.g_00016
OG0000389	Prap.g_01071	Prbk.g_00012
OG0000390	Prap.g_01061	Prbk.g_00191
OG0000391	Prap.g_01058	Prbk.g_00196
OG0000392	Prap.g_01054	Prbk.g_00202
OG0000393	Prap.g_01051	Prbk.g_00207
OG0000394	Prap.g_01050	Prbk.g_00208
OG0000395	Prap.g_01049	Prbk.g_00209
OG0000396	Prap.g_01047	Prbk.g_00542
OG0000397	Prap.g_01045	Prbk.g_00544
OG0000398	Prap.g_01042	Prbk.g_00549
OG0000399	Prap.g_01041	Prbk.g_00550
OG0000400	Prap.g_01040	Prbk.g_00551
OG0000401	Prap.g_01039	Prbk.g_00552
OG0000402	Prap.g_00319	Prbk.g_00554
OG0000403	Prap.g_01037	Prbk.g_00555
OG0000404	Prap.g_01036	Prbk.g_00557
OG0000405	Prap.g_01032	Prbk.g_00749
OG0000406	Prap.g_01024	Prbk.g_00753
OG0000407	Prap.g_01023	Prbk.g_00754
OG0000408	Prap.g_01021	Prbk.g_00756
OG0000409	Prap.g_01019	Prbk.g_00758
OG0000410	Prap.g_01018	Prbk.g_00759
OG0000411	Prap.g_01017	Prbk.g_00760
OG0000412	Prap.g_01016	Prbk.g_00761
OG0000413	Prap.g_01014	Prbk.g_00763
OG0000414	Prap.g_01013	Prbk.g_00764
OG0000415	Prap.g_01012	Prbk.g_00765
OG0000416	Prap.g_01011	Prbk.g_00766
OG0000417	Prap.g_01010	Prbk.g_00767
OG0000418	Prap.g_01005	Prbk.g_00772
OG0000419	Prap.g_01003	Prbk.g_00774
OG0000420	Prap.g_01002	Prbk.g_00775
OG0000421	Prap.g_00997	Prbk.g_00779
OG0000422	Prap.g_00996	Prbk.g_00780
OG0000423	Prap.g_00995	Prbk.g_00781
OG0000424	Prap.g_00994	Prbk.g_00782
OG0000425	Prap.g_00993	Prbk.g_00783
OG0000426	Prap.g_00992	Prbk.g_00784
OG0000427	Prap.g_00991	Prbk.g_00785
OG0000428	Prap.g_00989	Prbk.g_02425
OG0000429	Prap.g_00988	Prbk.g_01283
OG0000430	Prap.g_00987	Prbk.g_01281
OG0000431	Prap.g_00985	Prbk.g_01277
OG0000432	Prap.g_00981	Prbk.g_01270
OG0000433	Prap.g_00980	Prbk.g_01267
OG0000434	Prap.g_00979	Prbk.g_01266
OG0000435	Prap.g_00978	Prbk.g_01263
OG0000436	Prap.g_00973	Prbk.g_01257
OG0000437	Prap.g_00972	Prbk.g_01256
OG0000438	Prap.g_00971	Prbk.g_01255
OG0000439	Prap.g_00969	Prbk.g_01253
OG0000440	Prap.g_00968	Prbk.g_01252
OG0000441	Prap.g_00965	Prbk.g_01245
OG0000442	Prap.g_00964	Prbk.g_01244
OG0000443	Prap.g_00963	Prbk.g_00631
OG0000444	Prap.g_00957	Prbk.g_00683
OG0000445	Prap.g_00956	Prbk.g_00682
OG0000446	Prap.g_00955	Prbk.g_00680
OG0000447	Prap.g_00954	Prbk.g_00670
OG0000448	Prap.g_00953	Prbk.g_00669
OG0000449	Prap.g_00952	Prbk.g_00668
OG0000450	Prap.g_00951	Prbk.g_00662
OG0000451	Prap.g_00950	Prbk.g_00661
OG0000452	Prap.g_00947	Prbk.g_00656
OG0000453	Prap.g_00946	Prbk.g_00655
OG0000454	Prap.g_00945	Prbk.g_00654
OG0000455	Prap.g_00944	Prbk.g_00653
OG0000456	Prap.g_00943	Prbk.g_00652
OG0000457	Prap.g_01487	Prbk.g_00650
OG0000458	Prap.g_01486	Prbk.g_00649
OG0000459	Prap.g_01485	Prbk.g_00648
OG0000460	Prap.g_01477	Prbk.g_01369
OG0000461	Prap.g_01469	Prbk.g_01900
OG0000462	Prap.g_01467	Prbk.g_01012
OG0000463	Prap.g_01466	Prbk.g_01011
OG0000464	Prap.g_01465	Prbk.g_01010
OG0000465	Prap.g_01464	Prbk.g_01008
OG0000466	Prap.g_01461	Prbk.g_01003
OG0000467	Prap.g_01460	Prbk.g_01001
OG0000468	Prap.g_01457	Prbk.g_00371
OG0000469	Prap.g_01449	Prbk.g_00384
OG0000470	Prap.g_01447	Prbk.g_00397
OG0000471	Prap.g_01446	Prbk.g_00398
OG0000472	Prap.g_01444	Prbk.g_00400
OG0000473	Prap.g_01442	Prbk.g_00402
OG0000474	Prap.g_01441	Prbk.g_00403
OG0000475	Prap.g_01440	Prbk.g_00404
OG0000476	Prap.g_01438	Prbk.g_00406
OG0000477	Prap.g_01435	Prbk.g_00411
OG0000478	Prap.g_01434	Prbk.g_00412
OG0000479	Prap.g_01433	Prbk.g_00413
OG0000480	Prap.g_01428	Prbk.g_00420
OG0000481	Prap.g_01425	Prbk.g_00422
OG0000482	Prap.g_01424	Prbk.g_00423
OG0000483	Prap.g_01421	Prbk.g_00427
OG0000484	Prap.g_01420	Prbk.g_00428
OG0000485	Prap.g_01418	Prbk.g_00429
OG0000486	Prap.g_01417	Prbk.g_00430
OG0000487	Prap.g_01414	Prbk.g_00435
OG0000488	Prap.g_01411	Prbk.g_00439
OG0000489	Prap.g_01406	Prbk.g_00450
OG0000490	Prap.g_01402	Prbk.g_00456
OG0000491	Prap.g_01401	Prbk.g_00457
OG0000492	Prap.g_01399	Prbk.g_00460
OG0000493	Prap.g_01398	Prbk.g_00461
OG0000494	Prap.g_01397	Prbk.g_00462
OG0000495	Prap.g_01396	Prbk.g_00463
OG0000496	Prap.g_01395	Prbk.g_00464
OG0000497	Prap.g_01394	Prbk.g_00465
OG0000498	Prap.g_01393	Prbk.g_00466
OG0000499	Prap.g_01392	Prbk.g_00467
OG0000500	Prap.g_01391	Prbk.g_00468
OG0000501	Prap.g_01390	Prbk.g_00471
OG0000502	Prap.g_01387	Prbk.g_00483
OG0000503	Prap.g_01372	Prbk.g_00871
OG0000504	Prap.g_01370	Prbk.g_00873
OG0000505	Prap.g_01369	Prbk.g_00874
OG0000506	Prap.g_01368	Prbk.g_00876
OG0000507	Prap.g_01365	Prbk.g_00881
OG0000508	Prap.g_01361	Prbk.g_00888
OG0000509	Prap.g_01359	Prbk.g_00890
OG0000510	Prap.g_01358	Prbk.g_00891
OG0000511	Prap.g_01357	Prbk.g_00892
OG0000512	Prap.g_01355	Prbk.g_00894
OG0000513	Prap.g_01346	Prbk.g_00360
OG0000514	Prap.g_01335	Prbk.g_00352
OG0000515	Prap.g_01334	Prbk.g_00351
OG0000516	Prap.g_01333	Prbk.g_00339
OG0000517	Prap.g_01331	Prbk.g_00329
OG0000518	Prap.g_01320	Prbk.g_00317
OG0000519	Prap.g_01319	Prbk.g_00316
OG0000520	Prap.g_01318	Prbk.g_00315
OG0000521	Prap.g_01310	Prbk.g_00301
OG0000522	Prap.g_01308	Prbk.g_00299
OG0000523	Prap.g_01307	Prbk.g_00298
OG0000524	Prap.g_01302	Prbk.g_02088
OG0000525	Prap.g_01298	Prbk.g_02105
OG0000526	Prap.g_01297	Prbk.g_02107
OG0000527	Prap.g_01294	Prbk.g_02111
OG0000528	Prap.g_01289	Prbk.g_02056
OG0000529	Prap.g_01286	Prbk.g_02062
OG0000530	Prap.g_01283	Prbk.g_02065
OG0000531	Prap.g_01282	Prbk.g_02066
OG0000532	Prap.g_01280	Prbk.g_02069
OG0000533	Prap.g_01279	Prbk.g_02071
OG0000534	Prap.g_01278	Prbk.g_02072
OG0000535	Prap.g_01277	Prbk.g_02073
OG0000536	Prap.g_01276	Prbk.g_02074
OG0000537	Prap.g_01275	Prbk.g_02075
OG0000538	Prap.g_01266	Prbk.g_01865
OG0000539	Prap.g_01265	Prbk.g_01041
OG0000540	Prap.g_01264	Prbk.g_01042
OG0000541	Prap.g_01263	Prbk.g_01043
OG0000542	Prap.g_01262	Prbk.g_01046
OG0000543	Prap.g_01260	Prbk.g_01048
OG0000544	Prap.g_01259	Prbk.g_01049
OG0000545	Prap.g_01257	Prbk.g_01050
OG0000546	Prap.g_01254	Prbk.g_01052
OG0000547	Prap.g_01252	Prbk.g_01054
OG0000548	Prap.g_01251	Prbk.g_01055
OG0000549	Prap.g_01249	Prbk.g_01061
OG0000550	Prap.g_01245	Prbk.g_01066
OG0000551	Prap.g_01242	Prbk.g_01070
OG0000552	Prap.g_01241	Prbk.g_01071
OG0000553	Prap.g_01240	Prbk.g_01076
OG0000554	Prap.g_01235	Prbk.g_01081
OG0000555	Prap.g_01227	Prbk.g_01099
OG0000556	Prap.g_01225	Prbk.g_02686
OG0000557	Prap.g_01224	Prbk.g_01898
OG0000558	Prap.g_01222	Prbk.g_01895
OG0000559	Prap.g_01218	Prbk.g_01891
OG0000560	Prap.g_01215	Prbk.g_01888
OG0000561	Prap.g_01214	Prbk.g_01887
OG0000562	Prap.g_01213	Prbk.g_01886
OG0000563	Prap.g_01212	Prbk.g_01885
