Orthogroup	Prap	Prai
OG0000146	Prap.g_01122	Prai.g_00881
OG0000147	Prap.g_01123	Prai.g_00880
OG0000148	Prap.g_00766	Prai.g_00831
OG0000149	Prap.g_00734	Prai.g_00800
OG0000150	Prap.g_00724	Prai.g_00792
OG0000151	Prap.g_00848	Prai.g_01036
OG0000152	Prap.g_00257	Prai.g_00989
OG0000153	Prap.g_00276	Prai.g_00970
OG0000154	Prap.g_00296	Prai.g_00943
OG0000155	Prap.g_00435	Prai.g_01191
OG0000156	Prap.g_00550	Prai.g_01323
OG0000157	Prap.g_00551	Prai.g_01324
OG0000158	Prap.g_01598	Prai.g_01392
OG0000160	Prap.g_00122	Prai.g_01464
OG0000161	Prap.g_00128	Prai.g_01470
OG0000162	Prap.g_00134	Prai.g_01476
OG0000163	Prap.g_00173	Prai.g_01509
OG0000164	Prap.g_01754	Prai.g_01662
OG0000165	Prap.g_01747	Prai.g_01669
OG0000166	Prap.g_01680	Prai.g_01740
OG0000167	Prap.g_01608	Prai.g_01812
OG0000168	Prap.g_01597	Prai.g_01822
OG0000169	Prap.g_01587	Prai.g_01832
OG0000170	Prap.g_01584	Prai.g_01834
OG0000171	Prap.g_01564	Prai.g_01853
OG0000172	Prap.g_01557	Prai.g_01863
OG0000173	Prap.g_01542	Prai.g_01878
OG0000174	Prap.g_01513	Prai.g_01905
OG0000175	Prap.g_01500	Prai.g_01915
OG0000176	Prap.g_00050	Prai.g_00004
OG0000177	Prap.g_00049	Prai.g_00005
OG0000178	Prap.g_00048	Prai.g_00006
OG0000179	Prap.g_00939	Prai.g_00016
OG0000180	Prap.g_00938	Prai.g_00017
OG0000181	Prap.g_00937	Prai.g_00018
OG0000182	Prap.g_00936	Prai.g_00019
OG0000183	Prap.g_00932	Prai.g_00023
OG0000184	Prap.g_00906	Prai.g_00053
OG0000185	Prap.g_00903	Prai.g_00056
OG0000186	Prap.g_00887	Prai.g_00064
OG0000187	Prap.g_00886	Prai.g_00065
OG0000188	Prap.g_01096	Prai.g_00082
OG0000189	Prap.g_01082	Prai.g_00096
OG0000190	Prap.g_01080	Prai.g_00097
OG0000191	Prap.g_01057	Prai.g_00117
OG0000192	Prap.g_01052	Prai.g_00121
OG0000193	Prap.g_01025	Prai.g_00157
OG0000194	Prap.g_01022	Prai.g_00160
OG0000195	Prap.g_01020	Prai.g_00162
OG0000196	Prap.g_01009	Prai.g_00172
OG0000197	Prap.g_01008	Prai.g_00173
OG0000198	Prap.g_01007	Prai.g_00174
OG0000199	Prap.g_01000	Prai.g_00181
OG0000200	Prap.g_00986	Prai.g_00195
OG0000201	Prap.g_00977	Prai.g_00203
OG0000202	Prap.g_00976	Prai.g_00204
OG0000203	Prap.g_00975	Prai.g_00205
OG0000204	Prap.g_00974	Prai.g_00206
OG0000205	Prap.g_00967	Prai.g_00213
OG0000206	Prap.g_00962	Prai.g_00218
OG0000207	Prap.g_00959	Prai.g_00220
OG0000208	Prap.g_00958	Prai.g_00221
OG0000209	Prap.g_00949	Prai.g_00230
OG0000210	Prap.g_00948	Prai.g_00231
OG0000211	Prap.g_01479	Prai.g_00244
OG0000212	Prap.g_01471	Prai.g_00251
OG0000213	Prap.g_01453	Prai.g_00270
OG0000214	Prap.g_01443	Prai.g_00280
OG0000215	Prap.g_01416	Prai.g_00305
OG0000216	Prap.g_01415	Prai.g_00307
OG0000217	Prap.g_01412	Prai.g_00310
OG0000218	Prap.g_01410	Prai.g_00312
OG0000219	Prap.g_01409	Prai.g_00313
OG0000220	Prap.g_01408	Prai.g_00314
OG0000221	Prap.g_01407	Prai.g_00315
OG0000222	Prap.g_01400	Prai.g_00323
OG0000223	Prap.g_01388	Prai.g_00336
OG0000224	Prap.g_01386	Prai.g_00338
OG0000225	Prap.g_01360	Prai.g_00358
OG0000226	Prap.g_01356	Prai.g_00362
OG0000227	Prap.g_01354	Prai.g_00364
OG0000228	Prap.g_01350	Prai.g_00367
OG0000229	Prap.g_01330	Prai.g_00467
OG0000230	Prap.g_01328	Prai.g_00469
OG0000231	Prap.g_01317	Prai.g_00480
OG0000232	Prap.g_01306	Prai.g_00489
OG0000233	Prap.g_01300	Prai.g_00494
OG0000234	Prap.g_01291	Prai.g_00506
OG0000235	Prap.g_01288	Prai.g_00509
OG0000236	Prap.g_01274	Prai.g_00523
OG0000237	Prap.g_01261	Prai.g_00536
OG0000238	Prap.g_01255	Prai.g_00542
OG0000239	Prap.g_01244	Prai.g_00553
OG0000240	Prap.g_01243	Prai.g_00554
OG0000241	Prap.g_01239	Prai.g_00558
OG0000242	Prap.g_01237	Prai.g_00560
OG0000243	Prap.g_01226	Prai.g_00571
OG0000244	Prap.g_01223	Prai.g_00574
OG0000245	Prap.g_01221	Prai.g_00576
OG0000246	Prap.g_01217	Prai.g_00580
OG0000247	Prap.g_01207	Prai.g_00590
OG0000248	Prap.g_01204	Prai.g_00593
OG0000249	Prap.g_01202	Prai.g_00595
OG0000250	Prap.g_01197	Prai.g_00600
OG0000251	Prap.g_01177	Prai.g_00619
OG0000252	Prap.g_01174	Prai.g_00622
OG0000253	Prap.g_01173	Prai.g_00623
OG0000254	Prap.g_01156	Prai.g_00639
OG0000255	Prap.g_01150	Prai.g_00645
OG0000256	Prap.g_01140	Prai.g_00656
OG0000257	Prap.g_00397	Prai.g_00659
OG0000258	Prap.g_00383	Prai.g_00672
OG0000259	Prap.g_00366	Prai.g_00689
OG0000260	Prap.g_00363	Prai.g_00692
OG0000261	Prap.g_00360	Prai.g_00694
OG0000262	Prap.g_00356	Prai.g_00698
OG0000263	Prap.g_00820	Prai.g_00710
OG0000264	Prap.g_00809	Prai.g_00720
OG0000265	Prap.g_00791	Prai.g_00748
OG0000266	Prap.g_00337	Prai.g_00758
OG0000267	Prap.g_00325	Prai.g_00769
OG0000268	Prap.g_00324	Prai.g_00770
OG0000269	Prap.g_00788	Prai.g_00853
OG0000270	Prap.g_00785	Prai.g_00850
OG0000271	Prap.g_00777	Prai.g_00842
OG0000272	Prap.g_00776	Prai.g_00840, Prai.g_00841
OG0000273	Prap.g_00752	Prai.g_00817
OG0000274	Prap.g_00751	Prai.g_00816
OG0000275	Prap.g_00748	Prai.g_00741, Prai.g_00813
OG0000276	Prap.g_00742	Prai.g_00808
OG0000277	Prap.g_00741	Prai.g_00807
OG0000278	Prap.g_00738	Prai.g_00804
OG0000279	Prap.g_00731	Prai.g_00797
OG0000280	Prap.g_00730	Prai.g_00796
OG0000281	Prap.g_00723	Prai.g_00791
OG0000282	Prap.g_00856	Prai.g_01044
OG0000283	Prap.g_00680	Prai.g_01012
OG0000284	Prap.g_00675	Prai.g_01007
OG0000285	Prap.g_00243	Prai.g_01002
OG0000286	Prap.g_00256	Prai.g_00990
OG0000287	Prap.g_00522	Prai.g_00973
OG0000288	Prap.g_00295	Prai.g_00944
OG0000289	Prap.g_00311	Prai.g_00934
OG0000290	Prap.g_00705	Prai.g_00921
OG0000291	Prap.g_00707	Prai.g_00919
OG0000292	Prap.g_00501	Prai.g_01107
OG0000293	Prap.g_00466	Prai.g_01163
OG0000294	Prap.g_00465	Prai.g_01164
OG0000295	Prap.g_00442	Prai.g_01183
OG0000296	Prap.g_00440	Prai.g_01185
OG0000297	Prap.g_00431	Prai.g_01193
OG0000298	Prap.g_00430	Prai.g_01194
OG0000299	Prap.g_00411	Prai.g_01213
OG0000300	Prap.g_00408	Prai.g_01216
OG0000301	Prap.g_00407	Prai.g_01217
OG0000302	Prap.g_00405	Prai.g_01219
OG0000303	Prap.g_00399	Prai.g_01226
OG0000304	Prap.g_01135	Prai.g_01230
OG0000305	Prap.g_00499	Prai.g_01362
OG0000306	Prap.g_00719	Prai.g_01365
OG0000307	Prap.g_00068	Prai.g_01379
OG0000308	Prap.g_00069	Prai.g_01380
OG0000309	Prap.g_00073	Prai.g_01384
OG0000310	Prap.g_00107	Prai.g_01448
OG0000311	Prap.g_00109	Prai.g_01450
OG0000312	Prap.g_00112	Prai.g_01453
OG0000313	Prap.g_00125	Prai.g_01467
OG0000314	Prap.g_00148	Prai.g_01489
OG0000315	Prap.g_00158	Prai.g_01499
OG0000316	Prap.g_00183	Prai.g_01519
OG0000317	Prap.g_01782	Prai.g_01636
OG0000318	Prap.g_01778	Prai.g_01639
OG0000319	Prap.g_01765	Prai.g_01652
OG0000320	Prap.g_01763	Prai.g_01654
OG0000321	Prap.g_01762	Prai.g_01655
OG0000322	Prap.g_01761	Prai.g_01656
OG0000323	Prap.g_01751	Prai.g_01665
OG0000324	Prap.g_01724	Prai.g_01691
OG0000325	Prap.g_01713	Prai.g_01702
OG0000326	Prap.g_01706	Prai.g_01708
OG0000327	Prap.g_01685	Prai.g_01735
OG0000328	Prap.g_01684	Prai.g_01736
OG0000329	Prap.g_01667	Prai.g_01754
OG0000330	Prap.g_01666	Prai.g_01755
OG0000331	Prap.g_01665	Prai.g_01756
OG0000332	Prap.g_01651	Prai.g_01770
OG0000333	Prap.g_01648, Prap.g_01649	Prai.g_01777
OG0000334	Prap.g_01639	Prai.g_01785
OG0000335	Prap.g_01634	Prai.g_01790
OG0000336	Prap.g_01630	Prai.g_01794
OG0000337	Prap.g_01612	Prai.g_01810
OG0000338	Prap.g_01611	Prai.g_01811
OG0000339	Prap.g_01605	Prai.g_01815
OG0000340	Prap.g_01596	Prai.g_01823
OG0000341	Prap.g_01594	Prai.g_01825
OG0000342	Prap.g_01593	Prai.g_01826
OG0000343	Prap.g_01592	Prai.g_01827
OG0000344	Prap.g_01589	Prai.g_01830
OG0000345	Prap.g_01583	Prai.g_01835
OG0000346	Prap.g_01579	Prai.g_01839
OG0000347	Prap.g_01562	Prai.g_01855
OG0000348	Prap.g_01554	Prai.g_01866
OG0000349	Prap.g_01537	Prai.g_01883
OG0000350	Prap.g_00623	Prai.g_01901
OG0000351	Prap.g_01497	Prai.g_01918
OG0000352	Prap.g_01496	Prai.g_01919
OG0000353	Prap.g_00055	Prai.g_01935
OG0000355	Prap.g_00053	Prai.g_00001
OG0000356	Prap.g_00052	Prai.g_00002
OG0000357	Prap.g_00051	Prai.g_00003
OG0000358	Prap.g_00047	Prai.g_00007
OG0000359	Prap.g_00046	Prai.g_00008
OG0000360	Prap.g_00045	Prai.g_00009
OG0000361	Prap.g_00044	Prai.g_00010
OG0000362	Prap.g_00042	Prai.g_00012
OG0000363	Prap.g_00941	Prai.g_00014
OG0000364	Prap.g_00940	Prai.g_00015
OG0000365	Prap.g_00935	Prai.g_00020
OG0000366	Prap.g_00934	Prai.g_00021
OG0000367	Prap.g_00933	Prai.g_00022
OG0000368	Prap.g_00931	Prai.g_00024
OG0000369	Prap.g_00930	Prai.g_00025
OG0000370	Prap.g_00929	Prai.g_00026
OG0000371	Prap.g_00922	Prai.g_00032
OG0000372	Prap.g_00919	Prai.g_00035
OG0000373	Prap.g_00918	Prai.g_00036
OG0000374	Prap.g_00917	Prai.g_00037
OG0000375	Prap.g_00915	Prai.g_00047
OG0000376	Prap.g_00913	Prai.g_00049
OG0000377	Prap.g_00909	Prai.g_00052
OG0000378	Prap.g_00905	Prai.g_00054
OG0000379	Prap.g_00902	Prai.g_00057
OG0000380	Prap.g_00885	Prai.g_00066
OG0000381	Prap.g_00880	Prai.g_00070
OG0000382	Prap.g_01097	Prai.g_00081
OG0000383	Prap.g_01095	Prai.g_00083
OG0000384	Prap.g_01094	Prai.g_00084
OG0000385	Prap.g_01093	Prai.g_00085
OG0000386	Prap.g_01092	Prai.g_00086
OG0000387	Prap.g_01078	Prai.g_00099
OG0000388	Prap.g_01074	Prai.g_00102
OG0000389	Prap.g_01071	Prai.g_00106
OG0000390	Prap.g_01061	Prai.g_00113
OG0000391	Prap.g_01058	Prai.g_00116
OG0000392	Prap.g_01054	Prai.g_00120
OG0000393	Prap.g_01051	Prai.g_00122
OG0000394	Prap.g_01050	Prai.g_00123
OG0000395	Prap.g_01049	Prai.g_00124
OG0000396	Prap.g_01047	Prai.g_00127
OG0000397	Prap.g_01045	Prai.g_00129
OG0000398	Prap.g_01042	Prai.g_00131
OG0000399	Prap.g_01041	Prai.g_00132
OG0000400	Prap.g_01040	Prai.g_00133
OG0000401	Prap.g_01039	Prai.g_00134
OG0000402	Prap.g_00319	Prai.g_00136
OG0000403	Prap.g_01037	Prai.g_00137
OG0000404	Prap.g_01036	Prai.g_00138
OG0000405	Prap.g_01032	Prai.g_00142
OG0000406	Prap.g_01024	Prai.g_00158
OG0000407	Prap.g_01023	Prai.g_00159
OG0000408	Prap.g_01021	Prai.g_00161
OG0000409	Prap.g_01019	Prai.g_00163
OG0000410	Prap.g_01018	Prai.g_00164
OG0000411	Prap.g_01017	Prai.g_00165
OG0000412	Prap.g_01016	Prai.g_00166
OG0000413	Prap.g_01014	Prai.g_00167
OG0000414	Prap.g_01013	Prai.g_01288, Prai.g_00168
OG0000415	Prap.g_01012	Prai.g_00169
OG0000416	Prap.g_01011	Prai.g_00170
OG0000417	Prap.g_01010	Prai.g_00171
OG0000418	Prap.g_01005	Prai.g_00176
OG0000419	Prap.g_01003	Prai.g_00178
OG0000420	Prap.g_01002	Prai.g_00179
OG0000421	Prap.g_00997	Prai.g_00184
OG0000422	Prap.g_00996	Prai.g_00185
OG0000423	Prap.g_00995	Prai.g_00186
OG0000424	Prap.g_00994	Prai.g_00187
OG0000425	Prap.g_00993	Prai.g_00188
OG0000426	Prap.g_00992	Prai.g_00189
OG0000427	Prap.g_00991	Prai.g_00190
OG0000428	Prap.g_00989	Prai.g_00192
OG0000429	Prap.g_00988	Prai.g_00193
OG0000430	Prap.g_00987	Prai.g_00194
OG0000431	Prap.g_00985	Prai.g_00196
OG0000432	Prap.g_00981	Prai.g_00199
OG0000433	Prap.g_00980	Prai.g_00200
OG0000434	Prap.g_00979	Prai.g_00201
OG0000435	Prap.g_00978	Prai.g_00202
OG0000436	Prap.g_00973	Prai.g_00207
OG0000437	Prap.g_00972	Prai.g_00208
OG0000438	Prap.g_00971	Prai.g_00209
OG0000439	Prap.g_00969	Prai.g_00211
OG0000440	Prap.g_00968	Prai.g_00212
OG0000441	Prap.g_00965	Prai.g_00215
OG0000442	Prap.g_00964	Prai.g_00216
OG0000443	Prap.g_00963	Prai.g_00217
OG0000444	Prap.g_00957	Prai.g_00222
OG0000445	Prap.g_00956	Prai.g_00223
OG0000446	Prap.g_00955	Prai.g_00224
OG0000447	Prap.g_00954	Prai.g_00225
OG0000448	Prap.g_00953	Prai.g_00226
OG0000449	Prap.g_00952	Prai.g_00227
OG0000450	Prap.g_00951	Prai.g_00228
OG0000451	Prap.g_00950	Prai.g_00229
OG0000452	Prap.g_00947	Prai.g_00232
OG0000453	Prap.g_00946	Prai.g_00233
OG0000454	Prap.g_00945	Prai.g_00234
OG0000455	Prap.g_00944	Prai.g_00235
OG0000456	Prap.g_00943	Prai.g_00236
OG0000457	Prap.g_01487	Prai.g_00237
OG0000458	Prap.g_01486	Prai.g_00238
OG0000459	Prap.g_01485	Prai.g_00239
OG0000460	Prap.g_01477	Prai.g_00246
OG0000461	Prap.g_01469	Prai.g_00255
OG0000462	Prap.g_01467	Prai.g_00257
OG0000463	Prap.g_01466	Prai.g_00258
OG0000464	Prap.g_01465	Prai.g_00259
OG0000465	Prap.g_01464	Prai.g_00260
OG0000466	Prap.g_01461	Prai.g_00263
OG0000467	Prap.g_01460	Prai.g_00264
OG0000468	Prap.g_01457	Prai.g_00266
OG0000469	Prap.g_01449	Prai.g_00275
OG0000470	Prap.g_01447	Prai.g_00277
OG0000471	Prap.g_01446	Prai.g_00278
OG0000472	Prap.g_01444	Prai.g_00279
OG0000473	Prap.g_01442	Prai.g_00281
OG0000474	Prap.g_01441	Prai.g_00282
OG0000475	Prap.g_01440	Prai.g_00283
OG0000476	Prap.g_01438	Prai.g_00284
OG0000477	Prap.g_01435	Prai.g_00288
OG0000478	Prap.g_01434	Prai.g_00289
OG0000479	Prap.g_01433	Prai.g_00290
OG0000480	Prap.g_01428	Prai.g_00295
OG0000481	Prap.g_01425	Prai.g_00297
OG0000482	Prap.g_01424	Prai.g_00298
OG0000483	Prap.g_01421	Prai.g_00301
OG0000484	Prap.g_01420	Prai.g_00302
OG0000485	Prap.g_01418	Prai.g_00303
OG0000486	Prap.g_01417	Prai.g_00304
OG0000487	Prap.g_01414	Prai.g_00308
OG0000488	Prap.g_01411	Prai.g_00311
OG0000489	Prap.g_01406	Prai.g_00316
OG0000490	Prap.g_01402	Prai.g_00321
OG0000491	Prap.g_01401	Prai.g_00322
OG0000492	Prap.g_01399	Prai.g_00324
OG0000493	Prap.g_01398	Prai.g_00325
OG0000494	Prap.g_01397	Prai.g_00326
OG0000495	Prap.g_01396	Prai.g_00327
OG0000496	Prap.g_01395	Prai.g_00328
OG0000497	Prap.g_01394	Prai.g_00329
OG0000498	Prap.g_01393	Prai.g_00330
OG0000499	Prap.g_01392	Prai.g_00331
OG0000500	Prap.g_01391	Prai.g_00332
OG0000501	Prap.g_01390	Prai.g_00334
OG0000502	Prap.g_01387	Prai.g_00337
OG0000503	Prap.g_01372	Prai.g_00347
OG0000504	Prap.g_01370	Prai.g_00348
OG0000505	Prap.g_01369	Prai.g_00349
OG0000506	Prap.g_01368	Prai.g_00351
OG0000507	Prap.g_01365	Prai.g_00354
OG0000508	Prap.g_01361	Prai.g_00357
OG0000509	Prap.g_01359	Prai.g_00359
OG0000510	Prap.g_01358	Prai.g_00360
OG0000511	Prap.g_01357	Prai.g_00361
OG0000512	Prap.g_01355	Prai.g_00363
OG0000513	Prap.g_01346	Prai.g_00370
OG0000514	Prap.g_01335	Prai.g_00462
OG0000515	Prap.g_01334	Prai.g_00463
OG0000516	Prap.g_01333	Prai.g_00464
OG0000517	Prap.g_01331	Prai.g_00466
OG0000518	Prap.g_01320	Prai.g_00477
OG0000519	Prap.g_01319	Prai.g_00478
OG0000520	Prap.g_01318	Prai.g_00479
OG0000521	Prap.g_01310	Prai.g_00484
OG0000522	Prap.g_01308	Prai.g_00486
OG0000523	Prap.g_01307	Prai.g_00487
OG0000524	Prap.g_01302	Prai.g_00492
OG0000525	Prap.g_01298	Prai.g_00495
OG0000526	Prap.g_01297	Prai.g_00496
OG0000527	Prap.g_01294	Prai.g_00503
OG0000528	Prap.g_01289	Prai.g_00508
OG0000529	Prap.g_01286	Prai.g_00511
OG0000530	Prap.g_01283	Prai.g_00514
OG0000531	Prap.g_01282	Prai.g_00515
OG0000532	Prap.g_01280	Prai.g_00517
OG0000533	Prap.g_01279	Prai.g_00518
OG0000534	Prap.g_01278	Prai.g_00519
OG0000535	Prap.g_01277	Prai.g_00520
OG0000536	Prap.g_01276	Prai.g_00521
OG0000537	Prap.g_01275	Prai.g_00522
OG0000538	Prap.g_01266	Prai.g_00530
OG0000539	Prap.g_01265	Prai.g_00531
OG0000540	Prap.g_01264	Prai.g_00532
OG0000541	Prap.g_01263	Prai.g_00533
OG0000542	Prap.g_01262	Prai.g_00535
OG0000543	Prap.g_01260	Prai.g_00537
OG0000544	Prap.g_01259	Prai.g_00538
OG0000545	Prap.g_01257	Prai.g_00540
OG0000546	Prap.g_01254	Prai.g_00543
OG0000547	Prap.g_01252	Prai.g_00544
OG0000548	Prap.g_01251	Prai.g_00545
OG0000549	Prap.g_01249	Prai.g_00547
OG0000550	Prap.g_01245	Prai.g_00552
OG0000551	Prap.g_01242	Prai.g_00555
OG0000552	Prap.g_01241	Prai.g_00556
OG0000553	Prap.g_01240	Prai.g_00557
OG0000554	Prap.g_01235	Prai.g_00562
OG0000555	Prap.g_01227	Prai.g_00570
OG0000556	Prap.g_01225	Prai.g_00572
OG0000557	Prap.g_01224	Prai.g_00573
OG0000558	Prap.g_01222	Prai.g_00575
OG0000559	Prap.g_01218	Prai.g_00579
OG0000560	Prap.g_01215	Prai.g_00582
OG0000561	Prap.g_01214	Prai.g_00583
OG0000562	Prap.g_01213	Prai.g_00584
OG0000563	Prap.g_01212	Prai.g_00585
OG0000564	Prap.g_01211	Prai.g_00586
OG0000565	Prap.g_01209	Prai.g_00589
OG0000566	Prap.g_01205	Prai.g_00592
OG0000567	Prap.g_01201	Prai.g_00596
OG0000568	Prap.g_01200	Prai.g_00597
OG0000569	Prap.g_01199	Prai.g_00598
OG0000570	Prap.g_01198	Prai.g_00599
OG0000571	Prap.g_01196	Prai.g_00601
OG0000572	Prap.g_01182	Prai.g_00614
OG0000573	Prap.g_01176	Prai.g_00620
OG0000574	Prap.g_01175	Prai.g_00621
OG0000575	Prap.g_01171	Prai.g_00625
OG0000576	Prap.g_01169	Prai.g_00627
OG0000577	Prap.g_01168	Prai.g_00628
OG0000578	Prap.g_01167	Prai.g_00629
OG0000579	Prap.g_01166	Prai.g_00630
OG0000580	Prap.g_01165	Prai.g_00631
