Orthogroup	Prap	Syab
OG0000154	Prap.g_00296	Syab.g_01317
OG0000155	Prap.g_00435	Syab.g_01009
OG0000156	Prap.g_00550	Syab.g_00933
OG0000157	Prap.g_00551	Syab.g_00932
OG0000158	Prap.g_01598	Syab.g_00161
OG0000159	Prap.g_00890	Syab.g_00148
OG0000160	Prap.g_00122	Syab.g_00774
OG0000161	Prap.g_00128	Syab.g_00766
OG0000162	Prap.g_00134	Syab.g_00755
OG0000163	Prap.g_00173	Syab.g_02173
OG0000164	Prap.g_01754	Syab.g_02307
OG0000165	Prap.g_01747	Syab.g_02316
OG0000166	Prap.g_01680	Syab.g_00407
OG0000167	Prap.g_01608	Syab.g_00205
OG0000168	Prap.g_01597	Syab.g_00136
OG0000169	Prap.g_01587	Syab.g_00125
OG0000170	Prap.g_01584	Syab.g_00118
OG0000171	Prap.g_01564	Syab.g_00089
OG0000172	Prap.g_01557	Syab.g_00080
OG0000173	Prap.g_01542	Syab.g_00061
OG0000174	Prap.g_01513	Syab.g_02819
OG0000175	Prap.g_01500	Syab.g_02876
OG0000176	Prap.g_00050	Syab.g_00004
OG0000177	Prap.g_00049	Syab.g_00005
OG0000178	Prap.g_00048	Syab.g_00006
OG0000179	Prap.g_00939	Syab.g_00022
OG0000180	Prap.g_00938	Syab.g_00023
OG0000181	Prap.g_00937	Syab.g_00024
OG0000182	Prap.g_00936	Syab.g_00025
OG0000183	Prap.g_00932	Syab.g_00029
OG0000184	Prap.g_00906	Syab.g_02738
OG0000185	Prap.g_00903	Syab.g_02715
OG0000186	Prap.g_00887	Syab.g_02430
OG0000187	Prap.g_00886	Syab.g_02431
OG0000188	Prap.g_01096	Syab.g_02454
OG0000189	Prap.g_01082	Syab.g_02487
OG0000190	Prap.g_01080	Syab.g_00190, Syab.g_00139
OG0000191	Prap.g_01057	Syab.g_02522
OG0000192	Prap.g_01052	Syab.g_02528
OG0000193	Prap.g_01025	Syab.g_02565
OG0000194	Prap.g_01022	Syab.g_02568
OG0000195	Prap.g_01020	Syab.g_02570
OG0000196	Prap.g_01009	Syab.g_02581
OG0000197	Prap.g_01008	Syab.g_02582
OG0000198	Prap.g_01007	Syab.g_02583
OG0000199	Prap.g_01000	Syab.g_02591
OG0000200	Prap.g_00986	Syab.g_02611
OG0000201	Prap.g_00977	Syab.g_02628
OG0000202	Prap.g_00976	Syab.g_02629
OG0000203	Prap.g_00975	Syab.g_02630
OG0000204	Prap.g_00974	Syab.g_02631
OG0000205	Prap.g_00967	Syab.g_02638
OG0000206	Prap.g_00962	Syab.g_02674
OG0000207	Prap.g_00959	Syab.g_02677
OG0000208	Prap.g_00958	Syab.g_02678
OG0000209	Prap.g_00949	Syab.g_02698
OG0000210	Prap.g_00948	Syab.g_02699
OG0000211	Prap.g_01479	Syab.g_02374
OG0000212	Prap.g_01471	Syab.g_02365
OG0000213	Prap.g_01453	Syab.g_00332
OG0000214	Prap.g_01443	Syab.g_00312
OG0000215	Prap.g_01416	Syab.g_00281
OG0000216	Prap.g_01415	Syab.g_00277
OG0000217	Prap.g_01412	Syab.g_00273
OG0000218	Prap.g_01410	Syab.g_00271
OG0000219	Prap.g_01409	Syab.g_00270
OG0000220	Prap.g_01408	Syab.g_00269
OG0000221	Prap.g_01407	Syab.g_00257
OG0000222	Prap.g_01400	Syab.g_00244
OG0000223	Prap.g_01388	Syab.g_00226
OG0000224	Prap.g_01386	Syab.g_00223
OG0000225	Prap.g_01360	Syab.g_00538
OG0000226	Prap.g_01356	Syab.g_00542
OG0000227	Prap.g_01354	Syab.g_00544
OG0000228	Prap.g_01350	Syab.g_00550
OG0000229	Prap.g_01330	Syab.g_00583
OG0000230	Prap.g_01328	Syab.g_00585
OG0000231	Prap.g_01317	Syab.g_00613
OG0000232	Prap.g_01306	Syab.g_00631
OG0000233	Prap.g_01300	Syab.g_00645
OG0000234	Prap.g_01291	Syab.g_00699
OG0000235	Prap.g_01288	Syab.g_02095
OG0000236	Prap.g_01274	Syab.g_02111
OG0000237	Prap.g_01261	Syab.g_02129
OG0000238	Prap.g_01255	Syab.g_02134
OG0000239	Prap.g_01244	Syab.g_02151
OG0000240	Prap.g_01243	Syab.g_02152
OG0000241	Prap.g_01239	Syab.g_01884
OG0000242	Prap.g_01237	Syab.g_02043
OG0000243	Prap.g_01226	Syab.g_02025
OG0000244	Prap.g_01223	Syab.g_02017
OG0000245	Prap.g_01221	Syab.g_02015
OG0000246	Prap.g_01217	Syab.g_02011
OG0000247	Prap.g_01207	Syab.g_01999
OG0000248	Prap.g_01204	Syab.g_01996
OG0000249	Prap.g_01202	Syab.g_01994
OG0000250	Prap.g_01197	Syab.g_01988
OG0000251	Prap.g_01177	Syab.g_01961
OG0000252	Prap.g_01174	Syab.g_01958
OG0000253	Prap.g_01173	Syab.g_01956
OG0000254	Prap.g_01156	Syab.g_01925
OG0000255	Prap.g_01150	Syab.g_01912
OG0000256	Prap.g_01140	Syab.g_01890
OG0000257	Prap.g_00397	Syab.g_01885
OG0000258	Prap.g_00383	Syab.g_01861
OG0000259	Prap.g_00366	Syab.g_01538
OG0000260	Prap.g_00363	Syab.g_01544
OG0000261	Prap.g_00360	Syab.g_01556
OG0000262	Prap.g_00356	Syab.g_01561
OG0000263	Prap.g_00820	Syab.g_01035
OG0000264	Prap.g_00809	Syab.g_01173
OG0000265	Prap.g_00791	Syab.g_01773
OG0000266	Prap.g_00337	Syab.g_01667
OG0000267	Prap.g_00325	Syab.g_01433
OG0000268	Prap.g_00324	Syab.g_01432
OG0000269	Prap.g_00788	Syab.g_01650
OG0000270	Prap.g_00785	Syab.g_01657
OG0000271	Prap.g_00777	Syab.g_01279
OG0000272	Prap.g_00776	Syab.g_01280
OG0000273	Prap.g_00752	Syab.g_01699
OG0000274	Prap.g_00751	Syab.g_01700
OG0000275	Prap.g_00748	Syab.g_01704
OG0000276	Prap.g_00742	Syab.g_01712
OG0000277	Prap.g_00741	Syab.g_01713
OG0000278	Prap.g_00738	Syab.g_01716
OG0000279	Prap.g_00731	Syab.g_01724
OG0000280	Prap.g_00730	Syab.g_01736
OG0000281	Prap.g_00723	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prap.g_00856	Syab.g_01631
OG0000283	Prap.g_00680	Syab.g_01418
OG0000284	Prap.g_00675	Syab.g_01413
OG0000285	Prap.g_00243	Syab.g_01402
OG0000286	Prap.g_00256	Syab.g_01384
OG0000287	Prap.g_00522	Syab.g_01350
OG0000288	Prap.g_00295	Syab.g_01318
OG0000289	Prap.g_00311	Syab.g_01303
OG0000290	Prap.g_00705	Syab.g_01213
OG0000291	Prap.g_00707	Syab.g_01211
OG0000292	Prap.g_00501	Syab.g_02907
OG0000293	Prap.g_00466	Syab.g_00946
OG0000294	Prap.g_00465	Syab.g_00947
OG0000295	Prap.g_00442	Syab.g_01001
OG0000296	Prap.g_00440	Syab.g_01003
OG0000297	Prap.g_00431	Syab.g_01016
OG0000298	Prap.g_00430	Syab.g_01017
OG0000299	Prap.g_00411	Syab.g_01047
OG0000300	Prap.g_00408	Syab.g_01054
OG0000301	Prap.g_00407	Syab.g_01055
OG0000302	Prap.g_00405	Syab.g_01056
OG0000303	Prap.g_00399	Syab.g_01149
OG0000304	Prap.g_01135	Syab.g_01143
OG0000305	Prap.g_00499	Syab.g_01208
OG0000306	Prap.g_00719	Syab.g_01819
OG0000307	Prap.g_00068	Syab.g_02078
OG0000308	Prap.g_00069	Syab.g_02076
OG0000309	Prap.g_00073	Syab.g_02071
OG0000310	Prap.g_00107	Syab.g_00817
OG0000311	Prap.g_00109	Syab.g_00811
OG0000312	Prap.g_00112	Syab.g_00793
OG0000313	Prap.g_00125	Syab.g_00769
OG0000314	Prap.g_00148	Syab.g_00736
OG0000315	Prap.g_00158	Syab.g_00726
OG0000316	Prap.g_00183	Syab.g_02189
OG0000317	Prap.g_01782	Syab.g_02251
OG0000318	Prap.g_01778	Syab.g_02257
OG0000319	Prap.g_01765	Syab.g_02291
OG0000320	Prap.g_01763	Syab.g_02293
OG0000321	Prap.g_01762	Syab.g_02294
OG0000322	Prap.g_01761	Syab.g_02295
OG0000323	Prap.g_01751	Syab.g_02310
OG0000324	Prap.g_01724	Syab.g_02341
OG0000325	Prap.g_01713	Syab.g_00368
OG0000326	Prap.g_01706	Syab.g_00375
OG0000327	Prap.g_01685	Syab.g_00402
OG0000328	Prap.g_01684	Syab.g_00403
OG0000329	Prap.g_01667	Syab.g_00420
OG0000330	Prap.g_01666	Syab.g_00421
OG0000331	Prap.g_01665	Syab.g_00422
OG0000332	Prap.g_01651	Syab.g_00437
OG0000333	Prap.g_01648, Prap.g_01649	Syab.g_00440
OG0000334	Prap.g_01639	Syab.g_00450
OG0000335	Prap.g_01634	Syab.g_00455
OG0000336	Prap.g_01630	Syab.g_00459
OG0000337	Prap.g_01612	Syab.g_00210
OG0000338	Prap.g_01611	Syab.g_00207
OG0000339	Prap.g_01605	Syab.g_00201
OG0000340	Prap.g_01596	Syab.g_00135
OG0000341	Prap.g_01594	Syab.g_00157, Syab.g_00133
OG0000342	Prap.g_01593	Syab.g_00132
OG0000343	Prap.g_01592	Syab.g_00131
OG0000344	Prap.g_01589	Syab.g_00127, Syab.g_02424
OG0000345	Prap.g_01583	Syab.g_00117
OG0000346	Prap.g_01579	Syab.g_00112
OG0000347	Prap.g_01562	Syab.g_00087
OG0000348	Prap.g_01554	Syab.g_00076
OG0000349	Prap.g_01537	Syab.g_00054
OG0000350	Prap.g_00623	Syab.g_00382
OG0000351	Prap.g_01497	Syab.g_02879
OG0000352	Prap.g_01496	Syab.g_02880
OG0000353	Prap.g_00055	Syab.g_02913
OG0000355	Prap.g_00053	Syab.g_00001
OG0000356	Prap.g_00052	Syab.g_00002
OG0000357	Prap.g_00051	Syab.g_00003
OG0000358	Prap.g_00047	Syab.g_00007
OG0000359	Prap.g_00046	Syab.g_00009
OG0000360	Prap.g_00045	Syab.g_00010
OG0000361	Prap.g_00044	Syab.g_00011
OG0000362	Prap.g_00042	Syab.g_00013
OG0000363	Prap.g_00941	Syab.g_00015
OG0000364	Prap.g_00940	Syab.g_00016
OG0000365	Prap.g_00935	Syab.g_00026
OG0000366	Prap.g_00934	Syab.g_00027
OG0000367	Prap.g_00933	Syab.g_00028
OG0000368	Prap.g_00931	Syab.g_00030
OG0000369	Prap.g_00930	Syab.g_00031
OG0000370	Prap.g_00929	Syab.g_00032
OG0000371	Prap.g_00922	Syab.g_00711, Syab.g_00039
OG0000372	Prap.g_00919	Syab.g_00045
OG0000373	Prap.g_00918	Syab.g_00046
OG0000374	Prap.g_00917	Syab.g_00047
OG0000375	Prap.g_00915	Syab.g_00050
OG0000376	Prap.g_00913	Syab.g_00052
OG0000377	Prap.g_00909	Syab.g_02748
OG0000378	Prap.g_00905	Syab.g_02717
OG0000379	Prap.g_00902	Syab.g_02714
OG0000380	Prap.g_00885	Syab.g_02432
OG0000381	Prap.g_00880	Syab.g_02435
OG0000382	Prap.g_01097	Syab.g_02453
OG0000383	Prap.g_01095	Syab.g_02459
OG0000384	Prap.g_01094	Syab.g_02460
OG0000385	Prap.g_01093	Syab.g_02461
OG0000386	Prap.g_01092	Syab.g_02462
OG0000387	Prap.g_01078	Syab.g_02491
OG0000388	Prap.g_01074	Syab.g_02495
OG0000389	Prap.g_01071	Syab.g_02499
OG0000390	Prap.g_01061	Syab.g_02516
OG0000391	Prap.g_01058	Syab.g_02521
OG0000392	Prap.g_01054	Syab.g_02527
OG0000393	Prap.g_01051	Syab.g_02530
OG0000394	Prap.g_01050	Syab.g_02531
OG0000395	Prap.g_01049	Syab.g_02532
OG0000396	Prap.g_01047	Syab.g_02535
OG0000397	Prap.g_01045	Syab.g_02537
OG0000398	Prap.g_01042	Syab.g_02542
OG0000399	Prap.g_01041	Syab.g_02543
OG0000400	Prap.g_01040	Syab.g_02544
OG0000401	Prap.g_01039	Syab.g_02545
OG0000402	Prap.g_00319	Syab.g_02547
OG0000403	Prap.g_01037	Syab.g_02548
OG0000404	Prap.g_01036	Syab.g_02550
OG0000405	Prap.g_01032	Syab.g_02562
OG0000406	Prap.g_01024	Syab.g_02566
OG0000407	Prap.g_01023	Syab.g_02567
OG0000408	Prap.g_01021	Syab.g_02569
OG0000409	Prap.g_01019	Syab.g_02571
OG0000410	Prap.g_01018	Syab.g_02572
OG0000411	Prap.g_01017	Syab.g_02573
OG0000412	Prap.g_01016	Syab.g_02574
OG0000413	Prap.g_01014	Syab.g_02576
OG0000414	Prap.g_01013	Syab.g_02577
OG0000415	Prap.g_01012	Syab.g_02578
OG0000416	Prap.g_01011	Syab.g_02579
OG0000417	Prap.g_01010	Syab.g_02580
OG0000418	Prap.g_01005	Syab.g_02585
OG0000419	Prap.g_01003	Syab.g_02587
OG0000420	Prap.g_01002	Syab.g_02589
OG0000421	Prap.g_00997	Syab.g_02595
OG0000422	Prap.g_00996	Syab.g_02596
OG0000423	Prap.g_00995	Syab.g_02597
OG0000424	Prap.g_00994	Syab.g_02598
OG0000425	Prap.g_00993	Syab.g_02599
OG0000426	Prap.g_00992	Syab.g_02600
OG0000427	Prap.g_00991	Syab.g_02601
OG0000428	Prap.g_00989	Syab.g_02604
OG0000429	Prap.g_00988	Syab.g_02608
OG0000430	Prap.g_00987	Syab.g_02610
OG0000431	Prap.g_00985	Syab.g_02613
OG0000432	Prap.g_00981	Syab.g_02619
OG0000433	Prap.g_00980	Syab.g_02622
OG0000434	Prap.g_00979	Syab.g_02623
OG0000435	Prap.g_00978	Syab.g_02625
OG0000436	Prap.g_00973	Syab.g_02632
OG0000437	Prap.g_00972	Syab.g_02633
OG0000438	Prap.g_00971	Syab.g_02634
OG0000439	Prap.g_00969	Syab.g_02636
OG0000440	Prap.g_00968	Syab.g_02637
OG0000441	Prap.g_00965	Syab.g_02641
OG0000442	Prap.g_00964	Syab.g_02642
OG0000443	Prap.g_00963	Syab.g_02668
OG0000444	Prap.g_00957	Syab.g_02681
OG0000445	Prap.g_00956	Syab.g_02682
OG0000446	Prap.g_00955	Syab.g_02684
OG0000447	Prap.g_00954	Syab.g_02687
OG0000448	Prap.g_00953	Syab.g_02688
OG0000449	Prap.g_00952	Syab.g_02689
OG0000450	Prap.g_00951	Syab.g_02695
OG0000451	Prap.g_00950	Syab.g_02696
OG0000452	Prap.g_00947	Syab.g_02701
OG0000453	Prap.g_00946	Syab.g_02702
OG0000454	Prap.g_00945	Syab.g_02703
OG0000455	Prap.g_00944	Syab.g_02704
OG0000456	Prap.g_00943	Syab.g_02705
OG0000457	Prap.g_01487	Syab.g_02707
OG0000458	Prap.g_01486	Syab.g_02708
OG0000459	Prap.g_01485	Syab.g_02709
OG0000460	Prap.g_01477	Syab.g_02372
OG0000461	Prap.g_01469	Syab.g_00356
OG0000462	Prap.g_01467	Syab.g_00352
OG0000463	Prap.g_01466	Syab.g_00351
OG0000464	Prap.g_01465	Syab.g_00350
OG0000465	Prap.g_01464	Syab.g_00349
OG0000466	Prap.g_01461	Syab.g_00343
OG0000467	Prap.g_01460	Syab.g_00341
OG0000468	Prap.g_01457	Syab.g_00336
OG0000469	Prap.g_01449	Syab.g_00318
OG0000470	Prap.g_01447	Syab.g_00316
OG0000471	Prap.g_01446	Syab.g_00315
OG0000472	Prap.g_01444	Syab.g_00313
OG0000473	Prap.g_01442	Syab.g_00311
OG0000474	Prap.g_01441	Syab.g_00310
OG0000475	Prap.g_01440	Syab.g_00309
OG0000476	Prap.g_01438	Syab.g_00307
OG0000477	Prap.g_01435	Syab.g_00301
OG0000478	Prap.g_01434	Syab.g_00300
OG0000479	Prap.g_01433	Syab.g_00299
OG0000480	Prap.g_01428	Syab.g_00292
OG0000481	Prap.g_01425	Syab.g_00290
OG0000482	Prap.g_01424	Syab.g_00289
OG0000483	Prap.g_01421	Syab.g_00285
OG0000484	Prap.g_01420	Syab.g_00284
OG0000485	Prap.g_01418	Syab.g_00283
OG0000486	Prap.g_01417	Syab.g_00282
OG0000487	Prap.g_01414	Syab.g_00276
OG0000488	Prap.g_01411	Syab.g_00272
OG0000489	Prap.g_01406	Syab.g_00256
OG0000490	Prap.g_01402	Syab.g_00247
OG0000491	Prap.g_01401	Syab.g_00245
OG0000492	Prap.g_01399	Syab.g_00243
OG0000493	Prap.g_01398	Syab.g_00242
OG0000494	Prap.g_01397	Syab.g_00241
OG0000495	Prap.g_01396	Syab.g_00240
OG0000496	Prap.g_01395	Syab.g_00239
OG0000497	Prap.g_01394	Syab.g_00238
OG0000498	Prap.g_01393	Syab.g_00237
OG0000499	Prap.g_01392	Syab.g_00236
OG0000500	Prap.g_01391	Syab.g_00235
OG0000501	Prap.g_01390	Syab.g_00232
OG0000502	Prap.g_01387	Syab.g_00224
OG0000503	Prap.g_01372	Syab.g_00523
OG0000504	Prap.g_01370	Syab.g_00525
OG0000505	Prap.g_01369	Syab.g_00526
OG0000506	Prap.g_01368	Syab.g_00528
OG0000507	Prap.g_01365	Syab.g_00533
OG0000508	Prap.g_01361	Syab.g_00537
OG0000509	Prap.g_01359	Syab.g_00539
OG0000510	Prap.g_01358	Syab.g_00540
OG0000511	Prap.g_01357	Syab.g_00541
OG0000512	Prap.g_01355	Syab.g_00543
OG0000513	Prap.g_01346	Syab.g_00555
OG0000514	Prap.g_01335	Syab.g_00566
OG0000515	Prap.g_01334	Syab.g_00567
OG0000516	Prap.g_01333	Syab.g_00575
OG0000517	Prap.g_01331	Syab.g_00582
OG0000518	Prap.g_01320	Syab.g_00594
OG0000519	Prap.g_01319	Syab.g_00610
OG0000520	Prap.g_01318	Syab.g_00611
OG0000521	Prap.g_01310	Syab.g_00624
OG0000522	Prap.g_01308	Syab.g_00626
OG0000523	Prap.g_01307	Syab.g_00627
OG0000524	Prap.g_01302	Syab.g_00640
OG0000525	Prap.g_01298	Syab.g_00671
OG0000526	Prap.g_01297	Syab.g_00689
OG0000527	Prap.g_01294	Syab.g_00695
OG0000528	Prap.g_01289	Syab.g_02092
OG0000529	Prap.g_01286	Syab.g_02097
OG0000530	Prap.g_01283	Syab.g_02100
OG0000531	Prap.g_01282	Syab.g_02101
OG0000532	Prap.g_01280	Syab.g_02104
OG0000533	Prap.g_01279	Syab.g_02106
OG0000534	Prap.g_01278	Syab.g_02107
OG0000535	Prap.g_01277	Syab.g_02108
OG0000536	Prap.g_01276	Syab.g_02109
OG0000537	Prap.g_01275	Syab.g_02110
OG0000538	Prap.g_01266	Syab.g_02122
OG0000539	Prap.g_01265	Syab.g_02123
OG0000540	Prap.g_01264	Syab.g_02124
OG0000541	Prap.g_01263	Syab.g_02125
OG0000542	Prap.g_01262	Syab.g_02128
OG0000543	Prap.g_01260	Syab.g_02130
OG0000544	Prap.g_01259	Syab.g_02131
OG0000545	Prap.g_01257	Syab.g_02133
OG0000546	Prap.g_01254	Syab.g_02135
OG0000547	Prap.g_01252	Syab.g_02137
OG0000548	Prap.g_01251	Syab.g_02138
OG0000549	Prap.g_01249	Syab.g_02144
OG0000550	Prap.g_01245	Syab.g_02149
OG0000551	Prap.g_01242	Syab.g_02153
OG0000552	Prap.g_01241	Syab.g_02154
OG0000553	Prap.g_01240	Syab.g_02046
OG0000554	Prap.g_01235	Syab.g_02040
OG0000555	Prap.g_01227	Syab.g_02026
OG0000556	Prap.g_01225	Syab.g_02022
OG0000557	Prap.g_01224	Syab.g_02019
OG0000558	Prap.g_01222	Syab.g_02016
OG0000559	Prap.g_01218	Syab.g_02012
OG0000560	Prap.g_01215	Syab.g_02009
OG0000561	Prap.g_01214	Syab.g_02008
OG0000562	Prap.g_01213	Syab.g_02007
OG0000563	Prap.g_01212	Syab.g_02006
OG0000564	Prap.g_01211	Syab.g_02005
OG0000565	Prap.g_01209	Syab.g_02001
OG0000566	Prap.g_01205	Syab.g_01997
OG0000567	Prap.g_01201	Syab.g_01993
OG0000568	Prap.g_01200	Syab.g_01991
OG0000569	Prap.g_01199	Syab.g_01990
OG0000570	Prap.g_01198	Syab.g_01989
OG0000571	Prap.g_01196	Syab.g_01986
OG0000572	Prap.g_01182	Syab.g_01969
OG0000573	Prap.g_01176	Syab.g_01960
OG0000574	Prap.g_01175	Syab.g_01959
OG0000575	Prap.g_01171	Syab.g_01954
OG0000576	Prap.g_01169	Syab.g_01952
