Orthogroup	Syaa	Syap
OG0000235	Syaa.g_02052	Syap.g_00732, Syap.g_02258
OG0000236	Syaa.g_02037	Syap.g_02238
OG0000237	Syaa.g_02020	Syap.g_00262, Syap.g_00263
OG0000238	Syaa.g_02015	Syap.g_00257, Syap.g_00258
OG0000239	Syaa.g_01996	Syap.g_02744
OG0000240	Syaa.g_01995	Syap.g_02742
OG0000241	Syaa.g_01644	Syap.g_00888
OG0000242	Syaa.g_01982	Syap.g_01455
OG0000243	Syaa.g_01960	Syap.g_01938
OG0000244	Syaa.g_01954	Syap.g_01146, Syap.g_01145
OG0000245	Syaa.g_01952	Syap.g_01148
OG0000246	Syaa.g_01948	Syap.g_00308
OG0000247	Syaa.g_01937	Syap.g_00288, Syap.g_00293
OG0000248	Syaa.g_01934	Syap.g_00290
OG0000249	Syaa.g_01932	Syap.g_01296, Syap.g_01295
OG0000250	Syaa.g_01922	Syap.g_01306
OG0000251	Syaa.g_01897	Syap.g_00442
OG0000252	Syaa.g_01894	Syap.g_01857
OG0000253	Syaa.g_01893	Syap.g_00443
OG0000254	Syaa.g_01684	Syap.g_01527, Syap.g_01528
OG0000256	Syaa.g_01651	Syap.g_01287
OG0000257	Syaa.g_01645	Syap.g_00886
OG0000258	Syaa.g_01624	Syap.g_00907
OG0000260	Syaa.g_01066	Syap.g_01970
OG0000261	Syaa.g_01069	Syap.g_01962, Syap.g_01961
OG0000262	Syaa.g_01074	Syap.g_01954
OG0000263	Syaa.g_00989	Syap.g_00432, Syap.g_00433
OG0000266	Syaa.g_01257, Syaa.g_01258	Syap.g_00519
OG0000267	Syaa.g_01409	Syap.g_02333, Syap.g_02332
OG0000268	Syaa.g_01408	Syap.g_00646
OG0000269	Syaa.g_01149	Syap.g_00188
OG0000270	Syaa.g_01152	Syap.g_00192
OG0000271	Syaa.g_01160	Syap.g_00200, Syap.g_00201
OG0000272	Syaa.g_01161	Syap.g_00202
OG0000274	Syaa.g_00843	Syap.g_02702
OG0000275	Syaa.g_00840	Syap.g_01847
OG0000276	Syaa.g_00834	Syap.g_01839, Syap.g_01838
OG0000278	Syaa.g_00830	Syap.g_01834
OG0000279	Syaa.g_00822	Syap.g_00829, Syap.g_00830
OG0000280	Syaa.g_00815	Syap.g_00365
OG0000282	Syaa.g_01096	Syap.g_01252
OG0000283	Syaa.g_01396	Syap.g_01728
OG0000284	Syaa.g_01390	Syap.g_01736
OG0000285	Syaa.g_01377	Syap.g_01746, Syap.g_01744
OG0000286	Syaa.g_01358	Syap.g_02014, Syap.g_02013
OG0000288	Syaa.g_01299	Syap.g_02764, Syap.g_02763
OG0000289	Syaa.g_01285	Syap.g_02784
OG0000290	Syaa.g_00875	Syap.g_01552
OG0000291	Syaa.g_00877	Syap.g_01554
OG0000292	Syaa.g_02751	Syap.g_02314
OG0000293	Syaa.g_00758	Syap.g_00240
OG0000295	Syaa.g_00796	Syap.g_00206
OG0000296	Syaa.g_00798	Syap.g_00204
OG0000297	Syaa.g_01021	Syap.g_01887
OG0000298	Syaa.g_01010	Syap.g_01888
OG0000299	Syaa.g_00982	Syap.g_02620
OG0000302	Syaa.g_00972	Syap.g_02444, Syap.g_02445
OG0000303	Syaa.g_00963	Syap.g_02435
OG0000304	Syaa.g_00957	Syap.g_02430
OG0000305	Syaa.g_00881	Syap.g_01557
OG0000306	Syaa.g_00807	Syap.g_01966
OG0000307	Syaa.g_02068	Syap.g_02517
OG0000308	Syaa.g_02070	Syap.g_02514, Syap.g_02515
OG0000309	Syaa.g_02075	Syap.g_02198, Syap.g_02446
OG0000310	Syaa.g_01752	Syap.g_02660, Syap.g_02661
OG0000311	Syaa.g_01757	Syap.g_02657
OG0000312	Syaa.g_01762	Syap.g_02114
OG0000313	Syaa.g_01779	Syap.g_02473
OG0000314	Syaa.g_01806	Syap.g_00007
OG0000315	Syaa.g_01816	Syap.g_00017
OG0000316	Syaa.g_00598	Syap.g_00030
OG0000317	Syaa.g_00556	Syap.g_00618
OG0000318	Syaa.g_00550	Syap.g_00622, Syap.g_02786
OG0000319	Syaa.g_00532	Syap.g_01764, Syap.g_01771
OG0000320	Syaa.g_00530	Syap.g_01761, Syap.g_01769
OG0000321	Syaa.g_00529	Syap.g_01760, Syap.g_01768
OG0000322	Syaa.g_00528	Syap.g_01759, Syap.g_01767
OG0000323	Syaa.g_00496	Syap.g_01389
OG0000324	Syaa.g_00653	Syap.g_01503
OG0000325	Syaa.g_02350	Syap.g_02680
OG0000326	Syaa.g_02343	Syap.g_00544
OG0000327	Syaa.g_02294	Syap.g_01233, Syap.g_01913
OG0000328	Syaa.g_02293	Syap.g_01234, Syap.g_01912
OG0000329	Syaa.g_02275	Syap.g_00498
OG0000330	Syaa.g_02274	Syap.g_00497
OG0000331	Syaa.g_02273	Syap.g_00496
OG0000333	Syaa.g_02255	Syap.g_00478
OG0000334	Syaa.g_02246	Syap.g_00468
OG0000335	Syaa.g_02241	Syap.g_00101, Syap.g_00463
OG0000336	Syaa.g_02237	Syap.g_00417, Syap.g_00607
OG0000337	Syaa.g_00167	Syap.g_01054
OG0000338	Syaa.g_00162	Syap.g_01059
OG0000339	Syaa.g_00156	Syap.g_01068
OG0000340	Syaa.g_00144	Syap.g_01077
OG0000341	Syaa.g_00142	Syap.g_01079
OG0000342	Syaa.g_00141	Syap.g_01080, Syap.g_02477
OG0000343	Syaa.g_00140	Syap.g_01086, Syap.g_02078
OG0000344	Syaa.g_00136	Syap.g_01091
OG0000345	Syaa.g_00127	Syap.g_01107, Syap.g_01470
OG0000346	Syaa.g_00122	Syap.g_02423, Syap.g_01113
OG0000347	Syaa.g_00088	Syap.g_01131, Syap.g_02459
OG0000348	Syaa.g_00071	Syap.g_00632
OG0000349	Syaa.g_00053	Syap.g_00110, Syap.g_01813
OG0000351	Syaa.g_02730	Syap.g_02594
OG0000352	Syaa.g_02731	Syap.g_02596, Syap.g_02597
OG0000353	Syaa.g_02757	Syap.g_00054
OG0000354	Syaa.g_00019, Syaa.g_00020	Syap.g_00075, Syap.g_02635
OG0000355	Syaa.g_00001	Syap.g_00056
OG0000356	Syaa.g_00002	Syap.g_00057
OG0000357	Syaa.g_00003	Syap.g_00058
OG0000358	Syaa.g_00007	Syap.g_00063
OG0000359	Syaa.g_00009	Syap.g_00065
OG0000360	Syaa.g_00010	Syap.g_00067
OG0000361	Syaa.g_00011	Syap.g_00068
OG0000362	Syaa.g_00013	Syap.g_00070
OG0000363	Syaa.g_00015	Syap.g_00072
OG0000364	Syaa.g_00016	Syap.g_00620
OG0000365	Syaa.g_00027	Syap.g_00081
OG0000366	Syaa.g_00028	Syap.g_00082
OG0000367	Syaa.g_00029	Syap.g_00083
OG0000368	Syaa.g_00031	Syap.g_00085
OG0000369	Syaa.g_00032	Syap.g_00086
OG0000370	Syaa.g_00033	Syap.g_00087
OG0000372	Syaa.g_00046	Syap.g_01805
OG0000373	Syaa.g_00047	Syap.g_01806
OG0000374	Syaa.g_00048	Syap.g_01807
OG0000375	Syaa.g_00049	Syap.g_01808
OG0000376	Syaa.g_00051	Syap.g_01811
OG0000377	Syaa.g_02585	Syap.g_00128
OG0000378	Syaa.g_02577	Syap.g_01326
OG0000380	Syaa.g_00357	Syap.g_01687
OG0000381	Syaa.g_00353	Syap.g_01690
OG0000382	Syaa.g_00335	Syap.g_02548
OG0000383	Syaa.g_00333	Syap.g_02359
OG0000384	Syaa.g_00332	Syap.g_02360
OG0000385	Syaa.g_00331	Syap.g_02361
OG0000386	Syaa.g_00330	Syap.g_02362
OG0000387	Syaa.g_02371	Syap.g_01864
OG0000391	Syaa.g_02403	Syap.g_02234
OG0000392	Syaa.g_02409	Syap.g_02225
OG0000393	Syaa.g_02412	Syap.g_02222
OG0000394	Syaa.g_02413	Syap.g_02221
OG0000395	Syaa.g_02414	Syap.g_02220
OG0000396	Syaa.g_02417	Syap.g_02217
OG0000397	Syaa.g_02419	Syap.g_02215
OG0000398	Syaa.g_02424	Syap.g_02211
OG0000399	Syaa.g_02425	Syap.g_02210
OG0000400	Syaa.g_02426	Syap.g_02209
OG0000401	Syaa.g_02427	Syap.g_02208
OG0000402	Syaa.g_02429	Syap.g_02206
OG0000403	Syaa.g_02430	Syap.g_02205
OG0000404	Syaa.g_02431	Syap.g_02204, Syap.g_02618
OG0000405	Syaa.g_02446	Syap.g_02191
OG0000406	Syaa.g_02450	Syap.g_02186
OG0000407	Syaa.g_02451	Syap.g_02185
OG0000408	Syaa.g_02458	Syap.g_02181, Syap.g_02182
OG0000409	Syaa.g_02460	Syap.g_02179
OG0000410	Syaa.g_02461	Syap.g_02178
OG0000411	Syaa.g_02462	Syap.g_02177
OG0000412	Syaa.g_02463	Syap.g_02176
OG0000413	Syaa.g_02465	Syap.g_02174
OG0000415	Syaa.g_02466	Syap.g_02172
OG0000416	Syaa.g_02467	Syap.g_02171
OG0000417	Syaa.g_02468	Syap.g_02169
OG0000418	Syaa.g_02473	Syap.g_01204
OG0000419	Syaa.g_02475	Syap.g_01201
OG0000420	Syaa.g_02477	Syap.g_01199
OG0000421	Syaa.g_02482	Syap.g_01195
OG0000422	Syaa.g_02483	Syap.g_01194
OG0000423	Syaa.g_02484	Syap.g_01193
OG0000424	Syaa.g_02485	Syap.g_01192
OG0000425	Syaa.g_02486	Syap.g_01191
OG0000426	Syaa.g_02487	Syap.g_01190
OG0000427	Syaa.g_02488	Syap.g_01189
OG0000428	Syaa.g_02491	Syap.g_01186
OG0000429	Syaa.g_02493	Syap.g_01184
OG0000430	Syaa.g_02495	Syap.g_01182
OG0000431	Syaa.g_02498	Syap.g_01179
OG0000432	Syaa.g_02504	Syap.g_02277
OG0000433	Syaa.g_02513	Syap.g_02272
OG0000434	Syaa.g_02514	Syap.g_02271
OG0000435	Syaa.g_02516	Syap.g_02268
OG0000436	Syaa.g_02525	Syap.g_01607
OG0000437	Syaa.g_02526	Syap.g_01608
OG0000438	Syaa.g_02527	Syap.g_01612
OG0000439	Syaa.g_02529	Syap.g_01614
OG0000440	Syaa.g_02530	Syap.g_01615
OG0000441	Syaa.g_02534	Syap.g_01619
OG0000442	Syaa.g_02535	Syap.g_01620
OG0000443	Syaa.g_02536	Syap.g_01622
OG0000444	Syaa.g_02542	Syap.g_01424
OG0000445	Syaa.g_02543	Syap.g_01421
OG0000446	Syaa.g_02545	Syap.g_01419
OG0000447	Syaa.g_02548	Syap.g_01410
OG0000448	Syaa.g_02549	Syap.g_01407
OG0000449	Syaa.g_02550	Syap.g_01406
OG0000450	Syaa.g_02553	Syap.g_01909
OG0000451	Syaa.g_02554	Syap.g_01908
OG0000452	Syaa.g_02558	Syap.g_01904
OG0000453	Syaa.g_02559	Syap.g_01903
OG0000454	Syaa.g_02560	Syap.g_01902
OG0000455	Syaa.g_02561	Syap.g_01901
OG0000456	Syaa.g_02562	Syap.g_01900
OG0000457	Syaa.g_02564	Syap.g_01896
OG0000458	Syaa.g_02565	Syap.g_01895
OG0000459	Syaa.g_02566	Syap.g_01894
OG0000460	Syaa.g_02111	Syap.g_01159
OG0000461	Syaa.g_00318	Syap.g_01575
OG0000462	Syaa.g_00315	Syap.g_01578
OG0000463	Syaa.g_00314	Syap.g_01579
OG0000464	Syaa.g_00313	Syap.g_01580
OG0000465	Syaa.g_00311	Syap.g_01582
OG0000466	Syaa.g_00306	Syap.g_01587
OG0000467	Syaa.g_00304	Syap.g_01588
OG0000468	Syaa.g_00299	Syap.g_01593
OG0000469	Syaa.g_00285	Syap.g_02352
OG0000470	Syaa.g_00283	Syap.g_02349
OG0000471	Syaa.g_00282	Syap.g_02348
OG0000472	Syaa.g_00280	Syap.g_02347
OG0000473	Syaa.g_00278	Syap.g_02343
OG0000474	Syaa.g_00277	Syap.g_02342
OG0000475	Syaa.g_00276	Syap.g_02341
OG0000476	Syaa.g_00274	Syap.g_02339
OG0000477	Syaa.g_00268	Syap.g_01367
OG0000478	Syaa.g_00267	Syap.g_01366
OG0000479	Syaa.g_00266	Syap.g_01364
OG0000480	Syaa.g_00259	Syap.g_01357
OG0000482	Syaa.g_00256	Syap.g_01355
OG0000483	Syaa.g_00252	Syap.g_01344
OG0000484	Syaa.g_00251	Syap.g_01350
OG0000485	Syaa.g_00250	Syap.g_01349
OG0000487	Syaa.g_00243	Syap.g_01635
OG0000488	Syaa.g_00239	Syap.g_01639
OG0000489	Syaa.g_00228	Syap.g_02482
OG0000490	Syaa.g_00220	Syap.g_01673
OG0000491	Syaa.g_00218	Syap.g_01670
OG0000492	Syaa.g_00214	Syap.g_01668
OG0000493	Syaa.g_00213	Syap.g_01667
OG0000494	Syaa.g_00212	Syap.g_01666
OG0000495	Syaa.g_00211	Syap.g_01665
OG0000496	Syaa.g_00210	Syap.g_01663
OG0000497	Syaa.g_00209	Syap.g_01662
OG0000498	Syaa.g_00208	Syap.g_01661
OG0000499	Syaa.g_00207	Syap.g_01660
OG0000500	Syaa.g_00206	Syap.g_01659
OG0000501	Syaa.g_00203	Syap.g_01656
OG0000502	Syaa.g_00190	Syap.g_02066
OG0000503	Syaa.g_02182	Syap.g_00569
OG0000504	Syaa.g_02180	Syap.g_00567
OG0000505	Syaa.g_02179	Syap.g_00566
OG0000506	Syaa.g_02177	Syap.g_00564
OG0000507	Syaa.g_02171	Syap.g_00558
OG0000508	Syaa.g_02167	Syap.g_00554
OG0000509	Syaa.g_02165	Syap.g_00551
OG0000510	Syaa.g_02164	Syap.g_00550
OG0000511	Syaa.g_02163	Syap.g_00548
OG0000512	Syaa.g_02161	Syap.g_02145
OG0000513	Syaa.g_02145	Syap.g_02048
OG0000514	Syaa.g_02118	Syap.g_02051
OG0000515	Syaa.g_02117	Syap.g_02052
OG0000516	Syaa.g_00698	Syap.g_02054
OG0000517	Syaa.g_00702	Syap.g_02057
OG0000519	Syaa.g_00715	Syap.g_00457
OG0000520	Syaa.g_00716	Syap.g_00456
OG0000521	Syaa.g_01864	Syap.g_01997
OG0000522	Syaa.g_01862	Syap.g_01995
OG0000523	Syaa.g_01859	Syap.g_02507
OG0000524	Syaa.g_01856	Syap.g_02135
OG0000525	Syaa.g_01851	Syap.g_02159
OG0000526	Syaa.g_01848	Syap.g_02157
OG0000527	Syaa.g_01844	Syap.g_02758
OG0000528	Syaa.g_02054	Syap.g_02261
OG0000529	Syaa.g_02050	Syap.g_02254
OG0000530	Syaa.g_02047	Syap.g_02252
OG0000531	Syaa.g_02046	Syap.g_02251
OG0000532	Syaa.g_02043	Syap.g_02247
OG0000533	Syaa.g_02042	Syap.g_02244
OG0000534	Syaa.g_02041	Syap.g_02243
OG0000535	Syaa.g_02040	Syap.g_02242
OG0000536	Syaa.g_02039	Syap.g_02241
OG0000537	Syaa.g_02038	Syap.g_02240
OG0000538	Syaa.g_02027	Syap.g_00271
OG0000539	Syaa.g_02026	Syap.g_00270
OG0000540	Syaa.g_02025	Syap.g_00269
OG0000541	Syaa.g_02024	Syap.g_00268
OG0000542	Syaa.g_02021	Syap.g_00264
OG0000543	Syaa.g_02019	Syap.g_00261
OG0000544	Syaa.g_02018	Syap.g_00260
OG0000545	Syaa.g_02016	Syap.g_00259
OG0000546	Syaa.g_02014	Syap.g_00256
OG0000547	Syaa.g_02012	Syap.g_00254
OG0000548	Syaa.g_02011	Syap.g_00253
OG0000549	Syaa.g_02003	Syap.g_00758
OG0000550	Syaa.g_01998	Syap.g_02747
OG0000551	Syaa.g_01993	Syap.g_02739
OG0000552	Syaa.g_01992	Syap.g_02738
OG0000553	Syaa.g_01990	Syap.g_02735
OG0000554	Syaa.g_01979	Syap.g_01450
OG0000555	Syaa.g_01961	Syap.g_01941
OG0000556	Syaa.g_01957	Syap.g_01933
OG0000557	Syaa.g_01955	Syap.g_01931
OG0000558	Syaa.g_01953	Syap.g_01147
OG0000560	Syaa.g_01946	Syap.g_00305
OG0000561	Syaa.g_01945	Syap.g_00304
OG0000562	Syaa.g_01944	Syap.g_00302
OG0000563	Syaa.g_01943	Syap.g_00301
OG0000564	Syaa.g_01942	Syap.g_00300
OG0000565	Syaa.g_01939	Syap.g_00296
OG0000566	Syaa.g_01935	Syap.g_00291
OG0000567	Syaa.g_01931	Syap.g_01297
OG0000568	Syaa.g_01928	Syap.g_01302
OG0000569	Syaa.g_01925	Syap.g_01303
OG0000570	Syaa.g_01924	Syap.g_01304
OG0000571	Syaa.g_01920	Syap.g_01307
OG0000573	Syaa.g_01896	Syap.g_00765
OG0000574	Syaa.g_01895	Syap.g_00759
OG0000575	Syaa.g_01891	Syap.g_00445
