Orthogroup	Syaa	Syaj
OG0000066	Syaa.g_01968	Syaj.g_00157
OG0000067	Syaa.g_01154	Syaj.g_01023
OG0000068	Syaa.g_02059	Syaj.g_00059
OG0000070	Syaa.g_00718	Syaj.g_01529
OG0000071	Syaa.g_00735	Syaj.g_01511
OG0000072	Syaa.g_02480	Syaj.g_01992
OG0000073	Syaa.g_02030	Syaj.g_00093
OG0000075	Syaa.g_00157	Syaj.g_02457
OG0000076	Syaa.g_00123	Syaj.g_02417
OG0000078	Syaa.g_02103	Syaj.g_02880
OG0000079	Syaa.g_00303	Syaj.g_02609
OG0000081	Syaa.g_02089	Syaj.g_02888
OG0000082	Syaa.g_01905	Syaj.g_00229
OG0000084	Syaa.g_01827, Syaa.g_02302, Syaa.g_01770	Syaj.g_01375
OG0000085	Syaa.g_00564	Syaj.g_01707
OG0000086	Syaa.g_00324	Syaj.g_01848
OG0000087	Syaa.g_02433	Syaj.g_01945
OG0000088	Syaa.g_02474	Syaj.g_01986
OG0000089	Syaa.g_02149	Syaj.g_02829
OG0000090	Syaa.g_01980	Syaj.g_00144
OG0000091	Syaa.g_01625	Syaj.g_01275
OG0000093	Syaa.g_01139	Syaj.g_01042
OG0000094	Syaa.g_01288	Syaj.g_00804
OG0000095	Syaa.g_00879	Syaj.g_00427
OG0000097	Syaa.g_00979	Syaj.g_00589
OG0000099	Syaa.g_00202	Syaj.g_02503
OG0000100	Syaa.g_01201	Syaj.g_00987
OG0000101	Syaa.g_02249	Syaj.g_02738
OG0000102	Syaa.g_00118	Syaj.g_02411
OG0000103	Syaa.g_02740	Syaj.g_02243
OG0000104	Syaa.g_02754	Syaj.g_02258
OG0000105	Syaa.g_00270	Syaj.g_02573
OG0000106	Syaa.g_01439	Syaj.g_01130
OG0000107	Syaa.g_02351	Syaj.g_02637
OG0000108	Syaa.g_02051	Syaj.g_00072
OG0000109	Syaa.g_02036	Syaj.g_00087
OG0000110	Syaa.g_01918	Syaj.g_00215
OG0000111	Syaa.g_00888	Syaj.g_00437
OG0000112	Syaa.g_01366	Syaj.g_00907
OG0000113	Syaa.g_01196	Syaj.g_00992
OG0000114	Syaa.g_01094	Syaj.g_00741
OG0000115	Syaa.g_01795	Syaj.g_01402
OG0000116	Syaa.g_00757	Syaj.g_00289
OG0000117	Syaa.g_01009	Syaj.g_00637
OG0000118	Syaa.g_01874	Syaj.g_00267
OG0000119	Syaa.g_00785	Syaj.g_00317
OG0000120	Syaa.g_00201	Syaj.g_02502
OG0000121	Syaa.g_01777	Syaj.g_01383
OG0000122	Syaa.g_01598	Syaj.g_01250
OG0000123	Syaa.g_02242	Syaj.g_02745
OG0000124	Syaa.g_00092	Syaj.g_02388
OG0000125	Syaa.g_02598	Syaj.g_02117
OG0000126	Syaa.g_02752	Syaj.g_02256
OG0000127	Syaa.g_00934	Syaj.g_00538
OG0000127	Syaa.g_00377, Syaa.g_00390	Syaj.g_00036
OG0000128	Syaa.g_00012	Syaj.g_02274
OG0000129	Syaa.g_02586	Syaj.g_02106
OG0000130	Syaa.g_00354	Syaj.g_01818
OG0000131	Syaa.g_02448	Syaj.g_01964
OG0000132	Syaa.g_02472	Syaj.g_01984
OG0000133	Syaa.g_01361	Syaj.g_00902
OG0000134	Syaa.g_02146	Syaj.g_02832
OG0000135	Syaa.g_02649	Syaj.g_02167
OG0000136	Syaa.g_00708	Syaj.g_01550
OG0000137	Syaa.g_01842	Syaj.g_01444
OG0000138	Syaa.g_02035	Syaj.g_00088
OG0000139	Syaa.g_01974	Syaj.g_00150
OG0000140	Syaa.g_01971	Syaj.g_00153
OG0000141	Syaa.g_01689	Syaj.g_01340
OG0000142	Syaa.g_01633	Syaj.g_01283
OG0000143	Syaa.g_01629	Syaj.g_01279
OG0000144	Syaa.g_01446	Syaj.g_01151
OG0000145	Syaa.g_02029	Syaj.g_00094
OG0000146	Syaa.g_01367	Syaj.g_00908
OG0000147	Syaa.g_01368	Syaj.g_00909
OG0000148	Syaa.g_01190	Syaj.g_01003
OG0000149	Syaa.g_00826	Syaj.g_00369
OG0000150	Syaa.g_01688	Syaj.g_01339, Syaj.g_00154
OG0000151	Syaa.g_01107	Syaj.g_01074
OG0000152	Syaa.g_01357	Syaj.g_00898
OG0000153	Syaa.g_01324	Syaj.g_00842
OG0000154	Syaa.g_01298	Syaj.g_00814
OG0000155	Syaa.g_00804	Syaj.g_00338
OG0000156	Syaa.g_00751	Syaj.g_00282
OG0000157	Syaa.g_00750	Syaj.g_00281
OG0000158	Syaa.g_00148	Syaj.g_02445
OG0000160	Syaa.g_01776	Syaj.g_01382
OG0000161	Syaa.g_01782	Syaj.g_01389
OG0000162	Syaa.g_01788	Syaj.g_01395
OG0000163	Syaa.g_00624	Syaj.g_01639
OG0000164	Syaa.g_00507	Syaj.g_01758
OG0000165	Syaa.g_00681	Syaj.g_01582
OG0000166	Syaa.g_02289	Syaj.g_02698
OG0000167	Syaa.g_00160	Syaj.g_02460
OG0000168	Syaa.g_00145	Syaj.g_02444
OG0000169	Syaa.g_00134	Syaj.g_02431, Syaj.g_02429
OG0000170	Syaa.g_00128	Syaj.g_02422
OG0000171	Syaa.g_00093	Syaj.g_02389
OG0000172	Syaa.g_00079	Syaj.g_02365
OG0000173	Syaa.g_00060	Syaj.g_02321
OG0000174	Syaa.g_02651	Syaj.g_02169
OG0000175	Syaa.g_02726	Syaj.g_02229
OG0000176	Syaa.g_00004	Syaj.g_02266
OG0000177	Syaa.g_00005	Syaj.g_02267
OG0000178	Syaa.g_00006	Syaj.g_02268
OG0000179	Syaa.g_00023	Syaj.g_02283
OG0000180	Syaa.g_00024	Syaj.g_02284
OG0000181	Syaa.g_00025	Syaj.g_02285
OG0000182	Syaa.g_00026	Syaj.g_02286
OG0000183	Syaa.g_00030	Syaj.g_02290
OG0000184	Syaa.g_02578	Syaj.g_02098
OG0000185	Syaa.g_02575	Syaj.g_02087
OG0000186	Syaa.g_00359	Syaj.g_01812
OG0000187	Syaa.g_00358	Syaj.g_01814
OG0000188	Syaa.g_00334	Syaj.g_01837
OG0000189	Syaa.g_02367	Syaj.g_01874
OG0000190	Syaa.g_02369	Syaj.g_01876
OG0000191	Syaa.g_02404	Syaj.g_01910
OG0000192	Syaa.g_02410	Syaj.g_01919
OG0000193	Syaa.g_02449	Syaj.g_01965
OG0000194	Syaa.g_02452	Syaj.g_01968
OG0000195	Syaa.g_02459	Syaj.g_01971
OG0000196	Syaa.g_02469	Syaj.g_01981
OG0000197	Syaa.g_02470	Syaj.g_01982
OG0000198	Syaa.g_02471	Syaj.g_01983
OG0000199	Syaa.g_02479	Syaj.g_01991
OG0000200	Syaa.g_02496	Syaj.g_02008
OG0000201	Syaa.g_02521	Syaj.g_02024
OG0000202	Syaa.g_02522	Syaj.g_02025
OG0000203	Syaa.g_02523	Syaj.g_02026
OG0000204	Syaa.g_02524	Syaj.g_02027
OG0000205	Syaa.g_02531	Syaj.g_02035
OG0000206	Syaa.g_02538	Syaj.g_02043
OG0000207	Syaa.g_02540	Syaj.g_02045
OG0000208	Syaa.g_02541	Syaj.g_02046
OG0000209	Syaa.g_02556	Syaj.g_02070
OG0000210	Syaa.g_02557	Syaj.g_02071
OG0000211	Syaa.g_02113	Syaj.g_02856
OG0000212	Syaa.g_02102	Syaj.g_02881
OG0000213	Syaa.g_00295	Syaj.g_02601
OG0000214	Syaa.g_00279	Syaj.g_02582
OG0000215	Syaa.g_00248	Syaj.g_02551
OG0000216	Syaa.g_00244	Syaj.g_02547
OG0000217	Syaa.g_00240	Syaj.g_02543
OG0000218	Syaa.g_00238	Syaj.g_02541
OG0000219	Syaa.g_00237	Syaj.g_02540
OG0000220	Syaa.g_00236	Syaj.g_02539
OG0000221	Syaa.g_00229	Syaj.g_02530
OG0000222	Syaa.g_00215	Syaj.g_02516
OG0000223	Syaa.g_00192	Syaj.g_02494
OG0000224	Syaa.g_00183	Syaj.g_02487
OG0000225	Syaa.g_02166	Syaj.g_02821
OG0000226	Syaa.g_02162	Syaj.g_02825
OG0000227	Syaa.g_02160	Syaj.g_02827
OG0000228	Syaa.g_02150	Syaj.g_02828
OG0000229	Syaa.g_00703	Syaj.g_01555
OG0000230	Syaa.g_00705	Syaj.g_01553
OG0000231	Syaa.g_00717	Syaj.g_01541
OG0000232	Syaa.g_01858	Syaj.g_01497
OG0000233	Syaa.g_01853	Syaj.g_01481
OG0000234	Syaa.g_01841	Syaj.g_01442
OG0000235	Syaa.g_02052	Syaj.g_00071
OG0000236	Syaa.g_02037	Syaj.g_00086
OG0000237	Syaa.g_02020	Syaj.g_00103
OG0000238	Syaa.g_02015	Syaj.g_00108
OG0000239	Syaa.g_01996	Syaj.g_00125
OG0000240	Syaa.g_01995	Syaj.g_00126
OG0000241	Syaa.g_01644	Syaj.g_01291
OG0000242	Syaa.g_01982	Syaj.g_00142
OG0000243	Syaa.g_01960	Syaj.g_00164
OG0000244	Syaa.g_01954	Syaj.g_00180
OG0000245	Syaa.g_01952	Syaj.g_00182
OG0000246	Syaa.g_01948	Syaj.g_00186
OG0000247	Syaa.g_01937	Syaj.g_00197
OG0000248	Syaa.g_01934	Syaj.g_00200
OG0000249	Syaa.g_01932	Syaj.g_00202
OG0000250	Syaa.g_01922	Syaj.g_00211
OG0000251	Syaa.g_01897	Syaj.g_00237
OG0000252	Syaa.g_01894	Syaj.g_00243
OG0000253	Syaa.g_01893	Syaj.g_00245
OG0000254	Syaa.g_01684	Syaj.g_01335
OG0000255	Syaa.g_01668	Syaj.g_01315
OG0000256	Syaa.g_01651	Syaj.g_01297
OG0000257	Syaa.g_01645	Syaj.g_01292
OG0000258	Syaa.g_01624	Syaj.g_01274
OG0000259	Syaa.g_01063	Syaj.g_00707
OG0000260	Syaa.g_01066	Syaj.g_00712
OG0000261	Syaa.g_01069	Syaj.g_00715
OG0000262	Syaa.g_01074	Syaj.g_00720
OG0000263	Syaa.g_00989	Syaj.g_00605
OG0000264	Syaa.g_00910	Syaj.g_00485
OG0000265	Syaa.g_00931	Syaj.g_00510
OG0000266	Syaa.g_01258	Syaj.g_00946
OG0000267	Syaa.g_01409	Syaj.g_00770
OG0000268	Syaa.g_01408	Syaj.g_00771
OG0000269	Syaa.g_01149	Syaj.g_01031
OG0000270	Syaa.g_01152	Syaj.g_01025
OG0000271	Syaa.g_01160	Syaj.g_01017
OG0000272	Syaa.g_01161	Syaj.g_01016
OG0000273	Syaa.g_00844	Syaj.g_00389
OG0000274	Syaa.g_00843	Syaj.g_00388
OG0000275	Syaa.g_00840	Syaj.g_00384
OG0000276	Syaa.g_00834	Syaj.g_00377
OG0000277	Syaa.g_00833	Syaj.g_00376
OG0000278	Syaa.g_00830	Syaj.g_00373
OG0000279	Syaa.g_00822	Syaj.g_00357
OG0000280	Syaa.g_00815	Syaj.g_00348
OG0000282	Syaa.g_01096	Syaj.g_00743
OG0000283	Syaa.g_01396	Syaj.g_00790
OG0000284	Syaa.g_01390	Syaj.g_00930
OG0000285	Syaa.g_01377	Syaj.g_00917
OG0000286	Syaa.g_01358	Syaj.g_00899
OG0000287	Syaa.g_01330	Syaj.g_00849
OG0000288	Syaa.g_01299	Syaj.g_00815
OG0000289	Syaa.g_01285	Syaj.g_00800
OG0000290	Syaa.g_00875	Syaj.g_00424
OG0000291	Syaa.g_00877	Syaj.g_00426
OG0000292	Syaa.g_02751	Syaj.g_02255
OG0000293	Syaa.g_00758	Syaj.g_00290
OG0000294	Syaa.g_00759	Syaj.g_00291
OG0000295	Syaa.g_00796	Syaj.g_00330
OG0000296	Syaa.g_00798	Syaj.g_00332
OG0000297	Syaa.g_01021	Syaj.g_00639
OG0000298	Syaa.g_01010	Syaj.g_00638
OG0000299	Syaa.g_00982	Syaj.g_00592
OG0000300	Syaa.g_00976	Syaj.g_00586
OG0000301	Syaa.g_00975	Syaj.g_00585
OG0000302	Syaa.g_00972	Syaj.g_00582
OG0000303	Syaa.g_00963	Syaj.g_00572
OG0000304	Syaa.g_00957	Syaj.g_00566
OG0000305	Syaa.g_00881	Syaj.g_00429
OG0000306	Syaa.g_00807	Syaj.g_01126
OG0000307	Syaa.g_02068	Syaj.g_00051
OG0000308	Syaa.g_02070	Syaj.g_00049
OG0000309	Syaa.g_02075	Syaj.g_00044
OG0000310	Syaa.g_01752	Syaj.g_01358
OG0000311	Syaa.g_01757	Syaj.g_01362
OG0000312	Syaa.g_01762	Syaj.g_01368
OG0000313	Syaa.g_01779	Syaj.g_01386
OG0000314	Syaa.g_01806	Syaj.g_01420
OG0000315	Syaa.g_01816	Syaj.g_01430
OG0000316	Syaa.g_00598	Syaj.g_01664
OG0000317	Syaa.g_00556	Syaj.g_01715
OG0000318	Syaa.g_00550	Syaj.g_01722
OG0000319	Syaa.g_00532	Syaj.g_01741
OG0000320	Syaa.g_00530	Syaj.g_01743
OG0000321	Syaa.g_00529	Syaj.g_01744
OG0000322	Syaa.g_00528	Syaj.g_01745
OG0000323	Syaa.g_00496	Syaj.g_01760
OG0000324	Syaa.g_00653	Syaj.g_01609
OG0000325	Syaa.g_02350	Syaj.g_02638
OG0000326	Syaa.g_02343	Syaj.g_02645
OG0000327	Syaa.g_02294	Syaj.g_02693
OG0000328	Syaa.g_02293	Syaj.g_02694
OG0000329	Syaa.g_02275	Syaj.g_02712
OG0000330	Syaa.g_02274	Syaj.g_02713
OG0000331	Syaa.g_02273	Syaj.g_02714
OG0000332	Syaa.g_02258	Syaj.g_02729
OG0000333	Syaa.g_02255	Syaj.g_02732
OG0000334	Syaa.g_02246	Syaj.g_02741
OG0000335	Syaa.g_02241	Syaj.g_02746
OG0000336	Syaa.g_02237	Syaj.g_02750
OG0000337	Syaa.g_00167	Syaj.g_02466
OG0000338	Syaa.g_00162	Syaj.g_02462
OG0000339	Syaa.g_00156	Syaj.g_02455
OG0000340	Syaa.g_00144	Syaj.g_02443
OG0000341	Syaa.g_00142	Syaj.g_02441
OG0000342	Syaa.g_00141	Syaj.g_02440
OG0000343	Syaa.g_00140	Syaj.g_02437
OG0000344	Syaa.g_00136	Syaj.g_02433
OG0000345	Syaa.g_00127	Syaj.g_02421
OG0000346	Syaa.g_00122	Syaj.g_02416
OG0000347	Syaa.g_00088	Syaj.g_02383
OG0000348	Syaa.g_00071	Syaj.g_02333
OG0000349	Syaa.g_00053	Syaj.g_02314
OG0000350	Syaa.g_02336	Syaj.g_02652
OG0000351	Syaa.g_02730	Syaj.g_02234
OG0000352	Syaa.g_02731	Syaj.g_02235
OG0000353	Syaa.g_02757	Syaj.g_02261
OG0000354	Syaa.g_02008, Syaa.g_02009	Syaj.g_00114
OG0000354	Syaa.g_00019, Syaa.g_00020	Syaj.g_02281
OG0000355	Syaa.g_00001	Syaj.g_02263
OG0000356	Syaa.g_00002	Syaj.g_02264
OG0000357	Syaa.g_00003	Syaj.g_02265
OG0000358	Syaa.g_00007	Syaj.g_02269
OG0000359	Syaa.g_00009	Syaj.g_02271
OG0000360	Syaa.g_00010	Syaj.g_02272
OG0000361	Syaa.g_00011	Syaj.g_02273
OG0000362	Syaa.g_00013	Syaj.g_02275
OG0000363	Syaa.g_00015	Syaj.g_02277
OG0000364	Syaa.g_00016	Syaj.g_02278
OG0000365	Syaa.g_00027	Syaj.g_02287
OG0000366	Syaa.g_00028	Syaj.g_02288
OG0000367	Syaa.g_00029	Syaj.g_02289
OG0000368	Syaa.g_00031	Syaj.g_02291
OG0000369	Syaa.g_00032	Syaj.g_02292
OG0000370	Syaa.g_00033	Syaj.g_02293
OG0000371	Syaa.g_00041	Syaj.g_02301
OG0000372	Syaa.g_00046	Syaj.g_02307
OG0000373	Syaa.g_00047	Syaj.g_02308
OG0000374	Syaa.g_00048	Syaj.g_02309
OG0000375	Syaa.g_00049	Syaj.g_02310
OG0000376	Syaa.g_00051	Syaj.g_02312
OG0000377	Syaa.g_02585	Syaj.g_02105
OG0000378	Syaa.g_02577	Syaj.g_02091
OG0000379	Syaa.g_02574	Syaj.g_02086
OG0000380	Syaa.g_00357	Syaj.g_01815
OG0000381	Syaa.g_00353	Syaj.g_01819
OG0000382	Syaa.g_00335	Syaj.g_01836
OG0000383	Syaa.g_00333	Syaj.g_01839
OG0000384	Syaa.g_00332	Syaj.g_01840
OG0000385	Syaa.g_00331	Syaj.g_01841
OG0000386	Syaa.g_00330	Syaj.g_01842
OG0000387	Syaa.g_02371	Syaj.g_01878
OG0000388	Syaa.g_02375	Syaj.g_01882
OG0000389	Syaa.g_02379	Syaj.g_01886
OG0000390	Syaa.g_02398	Syaj.g_01904
OG0000391	Syaa.g_02403	Syaj.g_01909
OG0000392	Syaa.g_02409	Syaj.g_01918
OG0000393	Syaa.g_02412	Syaj.g_01922
OG0000394	Syaa.g_02413	Syaj.g_01923
OG0000395	Syaa.g_02414	Syaj.g_01924
OG0000396	Syaa.g_02417	Syaj.g_01928
OG0000397	Syaa.g_02419	Syaj.g_01930
OG0000398	Syaa.g_02424	Syaj.g_01935
OG0000399	Syaa.g_02425	Syaj.g_01936
OG0000400	Syaa.g_02426	Syaj.g_01937
OG0000401	Syaa.g_02427	Syaj.g_01938
OG0000402	Syaa.g_02429	Syaj.g_01940
OG0000403	Syaa.g_02430	Syaj.g_01941
OG0000404	Syaa.g_02431	Syaj.g_01943
OG0000405	Syaa.g_02446	Syaj.g_01961
OG0000406	Syaa.g_02450	Syaj.g_01966
OG0000407	Syaa.g_02451	Syaj.g_01967
OG0000408	Syaa.g_02458	Syaj.g_01970
OG0000409	Syaa.g_02460	Syaj.g_01972
OG0000410	Syaa.g_02461	Syaj.g_01973
OG0000411	Syaa.g_02462	Syaj.g_01974
OG0000412	Syaa.g_02463	Syaj.g_01975
OG0000413	Syaa.g_02465	Syaj.g_01977
OG0000415	Syaa.g_02466	Syaj.g_01978
OG0000416	Syaa.g_02467	Syaj.g_01979
OG0000417	Syaa.g_02468	Syaj.g_01980
OG0000418	Syaa.g_02473	Syaj.g_01985
OG0000419	Syaa.g_02475	Syaj.g_01987
OG0000420	Syaa.g_02477	Syaj.g_01989
OG0000421	Syaa.g_02482	Syaj.g_01994
OG0000422	Syaa.g_02483	Syaj.g_01995
OG0000423	Syaa.g_02484	Syaj.g_01996
OG0000424	Syaa.g_02485	Syaj.g_01997
OG0000425	Syaa.g_02486	Syaj.g_01998
OG0000426	Syaa.g_02487	Syaj.g_01999
OG0000427	Syaa.g_02488	Syaj.g_02000
OG0000428	Syaa.g_02491	Syaj.g_02003
OG0000429	Syaa.g_02493	Syaj.g_02005
OG0000430	Syaa.g_02495	Syaj.g_02007
OG0000431	Syaa.g_02498	Syaj.g_02010
OG0000432	Syaa.g_02504	Syaj.g_02017
OG0000433	Syaa.g_02513	Syaj.g_02020
OG0000434	Syaa.g_02514	Syaj.g_02021
OG0000435	Syaa.g_02516	Syaj.g_02023
OG0000436	Syaa.g_02525	Syaj.g_02029
OG0000437	Syaa.g_02526	Syaj.g_02030
OG0000438	Syaa.g_02527	Syaj.g_02031
OG0000439	Syaa.g_02529	Syaj.g_02033
OG0000440	Syaa.g_02530	Syaj.g_02034
OG0000441	Syaa.g_02534	Syaj.g_02038
OG0000442	Syaa.g_02535	Syaj.g_02039
OG0000443	Syaa.g_02536	Syaj.g_02040
OG0000444	Syaa.g_02542	Syaj.g_02052
OG0000445	Syaa.g_02543	Syaj.g_02053
OG0000446	Syaa.g_02545	Syaj.g_02055
OG0000447	Syaa.g_02548	Syaj.g_02058
OG0000448	Syaa.g_02549	Syaj.g_02059
OG0000449	Syaa.g_02550	Syaj.g_02060
OG0000450	Syaa.g_02553	Syaj.g_02067
OG0000451	Syaa.g_02554	Syaj.g_02068
OG0000452	Syaa.g_02558	Syaj.g_02072
OG0000453	Syaa.g_02559	Syaj.g_02073
OG0000454	Syaa.g_02560	Syaj.g_02074
OG0000455	Syaa.g_02561	Syaj.g_02075
OG0000456	Syaa.g_02562	Syaj.g_02076
OG0000457	Syaa.g_02564	Syaj.g_02078
OG0000458	Syaa.g_02565	Syaj.g_02079
OG0000459	Syaa.g_02566	Syaj.g_02080
OG0000460	Syaa.g_02111	Syaj.g_02858
OG0000461	Syaa.g_00318	Syaj.g_02623
OG0000462	Syaa.g_00315	Syaj.g_02620
OG0000463	Syaa.g_00314	Syaj.g_02619
OG0000464	Syaa.g_00313	Syaj.g_02618
OG0000465	Syaa.g_00311	Syaj.g_02617
OG0000466	Syaa.g_00306	Syaj.g_02612
OG0000467	Syaa.g_00304	Syaj.g_02610
OG0000468	Syaa.g_00299	Syaj.g_02605
OG0000469	Syaa.g_00285	Syaj.g_02590
OG0000470	Syaa.g_00283	Syaj.g_02586
OG0000471	Syaa.g_00282	Syaj.g_02585
OG0000472	Syaa.g_00280	Syaj.g_02583
OG0000473	Syaa.g_00278	Syaj.g_02581
OG0000474	Syaa.g_00277	Syaj.g_02580
OG0000475	Syaa.g_00276	Syaj.g_02579
OG0000476	Syaa.g_00274	Syaj.g_02577
OG0000477	Syaa.g_00268	Syaj.g_02571
OG0000478	Syaa.g_00267	Syaj.g_02570
OG0000479	Syaa.g_00266	Syaj.g_02569
OG0000480	Syaa.g_00259	Syaj.g_02562
OG0000481	Syaa.g_00257	Syaj.g_02560
OG0000482	Syaa.g_00256	Syaj.g_02559
OG0000483	Syaa.g_00252	Syaj.g_02555
OG0000484	Syaa.g_00251	Syaj.g_02554
OG0000485	Syaa.g_00250	Syaj.g_02553
OG0000486	Syaa.g_00249	Syaj.g_02552
OG0000487	Syaa.g_00243	Syaj.g_02546
OG0000488	Syaa.g_00239	Syaj.g_02542
OG0000489	Syaa.g_00228	Syaj.g_02529
OG0000490	Syaa.g_00220	Syaj.g_02519
OG0000491	Syaa.g_00218	Syaj.g_02517
OG0000492	Syaa.g_00214	Syaj.g_02515
OG0000493	Syaa.g_00213	Syaj.g_02514
OG0000494	Syaa.g_00212	Syaj.g_02513
OG0000495	Syaa.g_00211	Syaj.g_02512
OG0000496	Syaa.g_00210	Syaj.g_02511
OG0000497	Syaa.g_00209	Syaj.g_02510
OG0000498	Syaa.g_00208	Syaj.g_02509
OG0000499	Syaa.g_00207	Syaj.g_02508
OG0000500	Syaa.g_00206	Syaj.g_02507
OG0000501	Syaa.g_00203	Syaj.g_02504
OG0000502	Syaa.g_00190	Syaj.g_02492
OG0000503	Syaa.g_02182	Syaj.g_02805
OG0000504	Syaa.g_02180	Syaj.g_02807
OG0000505	Syaa.g_02179	Syaj.g_02808
OG0000506	Syaa.g_02177	Syaj.g_02810
OG0000507	Syaa.g_02171	Syaj.g_02816
OG0000508	Syaa.g_02167	Syaj.g_02820
OG0000509	Syaa.g_02165	Syaj.g_02822
OG0000510	Syaa.g_02164	Syaj.g_02823
OG0000511	Syaa.g_02163	Syaj.g_02824
OG0000512	Syaa.g_02161	Syaj.g_02826
OG0000513	Syaa.g_02145	Syaj.g_02833
OG0000514	Syaa.g_02118	Syaj.g_02839
OG0000515	Syaa.g_02117	Syaj.g_02840
OG0000516	Syaa.g_00698	Syaj.g_01561
OG0000517	Syaa.g_00702	Syaj.g_01556
OG0000518	Syaa.g_00714	Syaj.g_01544
OG0000519	Syaa.g_00715	Syaj.g_01543
OG0000520	Syaa.g_00716	Syaj.g_01542
OG0000521	Syaa.g_01864	Syaj.g_00271
OG0000522	Syaa.g_01862	Syaj.g_00273
OG0000523	Syaa.g_01859	Syaj.g_00274
