Orthogroup	Syaa	Syak
OG0000381	Syaa.g_00353	Syak.g_02254
OG0000382	Syaa.g_00335	Syak.g_02236
OG0000383	Syaa.g_00333	Syak.g_02229
OG0000384	Syaa.g_00332	Syak.g_02228
OG0000385	Syaa.g_00331	Syak.g_02227
OG0000386	Syaa.g_00330	Syak.g_02226
OG0000387	Syaa.g_02371	Syak.g_02200
OG0000388	Syaa.g_02375	Syak.g_02196
OG0000389	Syaa.g_02379	Syak.g_02193, Syak.g_02345
OG0000390	Syaa.g_02398	Syak.g_02177
OG0000391	Syaa.g_02403	Syak.g_02172
OG0000392	Syaa.g_02409	Syak.g_02166
OG0000393	Syaa.g_02412	Syak.g_02163
OG0000394	Syaa.g_02413	Syak.g_02162
OG0000395	Syaa.g_02414	Syak.g_02161
OG0000396	Syaa.g_02417	Syak.g_02158
OG0000397	Syaa.g_02419	Syak.g_02156
OG0000398	Syaa.g_02424	Syak.g_02151
OG0000399	Syaa.g_02425	Syak.g_02150
OG0000400	Syaa.g_02426	Syak.g_02149
OG0000401	Syaa.g_02427	Syak.g_02148
OG0000402	Syaa.g_02429	Syak.g_02146
OG0000403	Syaa.g_02430	Syak.g_02145
OG0000404	Syaa.g_02431	Syak.g_02143
OG0000405	Syaa.g_02446	Syak.g_02131
OG0000406	Syaa.g_02450	Syak.g_02126
OG0000407	Syaa.g_02451	Syak.g_02125
OG0000408	Syaa.g_02458	Syak.g_02123
OG0000409	Syaa.g_02460	Syak.g_02121
OG0000410	Syaa.g_02461	Syak.g_02120
OG0000411	Syaa.g_02462	Syak.g_02119
OG0000412	Syaa.g_02463	Syak.g_02118
OG0000413	Syaa.g_02465	Syak.g_02116
OG0000415	Syaa.g_02466	Syak.g_02114
OG0000416	Syaa.g_02467	Syak.g_02113
OG0000417	Syaa.g_02468	Syak.g_02112
OG0000418	Syaa.g_02473	Syak.g_02107
OG0000419	Syaa.g_02475	Syak.g_02105
OG0000420	Syaa.g_02477	Syak.g_02103
OG0000421	Syaa.g_02482	Syak.g_02097
OG0000422	Syaa.g_02483	Syak.g_02096
OG0000423	Syaa.g_02484	Syak.g_02095
OG0000424	Syaa.g_02485	Syak.g_02094
OG0000425	Syaa.g_02486	Syak.g_02093
OG0000426	Syaa.g_02487	Syak.g_02092
OG0000427	Syaa.g_02488	Syak.g_02091
OG0000428	Syaa.g_02491	Syak.g_02088
OG0000429	Syaa.g_02493	Syak.g_02086
OG0000430	Syaa.g_02495	Syak.g_02084
OG0000431	Syaa.g_02498	Syak.g_02081
OG0000432	Syaa.g_02504	Syak.g_02075
OG0000433	Syaa.g_02513	Syak.g_02073
OG0000434	Syaa.g_02514	Syak.g_02072
OG0000435	Syaa.g_02516	Syak.g_02071
OG0000436	Syaa.g_02525	Syak.g_02064
OG0000437	Syaa.g_02526	Syak.g_02063
OG0000438	Syaa.g_02527	Syak.g_02062
OG0000439	Syaa.g_02529	Syak.g_02060
OG0000440	Syaa.g_02530	Syak.g_02059
OG0000441	Syaa.g_02534	Syak.g_02053
OG0000442	Syaa.g_02535	Syak.g_02043
OG0000443	Syaa.g_02536	Syak.g_02041
OG0000444	Syaa.g_02542	Syak.g_02022
OG0000445	Syaa.g_02543	Syak.g_02015
OG0000446	Syaa.g_02545	Syak.g_02013
OG0000447	Syaa.g_02548	Syak.g_02006
OG0000448	Syaa.g_02549	Syak.g_02005
OG0000449	Syaa.g_02550	Syak.g_02004
OG0000450	Syaa.g_02553	Syak.g_01998
OG0000451	Syaa.g_02554	Syak.g_01997
OG0000452	Syaa.g_02558	Syak.g_01993
OG0000453	Syaa.g_02559	Syak.g_01992
OG0000454	Syaa.g_02560	Syak.g_01991
OG0000455	Syaa.g_02561	Syak.g_01990
OG0000456	Syaa.g_02562	Syak.g_01989
OG0000457	Syaa.g_02564	Syak.g_01987
OG0000458	Syaa.g_02565	Syak.g_01986
OG0000459	Syaa.g_02566	Syak.g_01985
OG0000460	Syaa.g_02111	Syak.g_02303
OG0000461	Syaa.g_00318	Syak.g_01402
OG0000462	Syaa.g_00315	Syak.g_01405
OG0000463	Syaa.g_00314	Syak.g_01406
OG0000464	Syaa.g_00313	Syak.g_01407
OG0000465	Syaa.g_00311	Syak.g_01409
OG0000466	Syaa.g_00306	Syak.g_01414
OG0000467	Syaa.g_00304	Syak.g_01416
OG0000468	Syaa.g_00299	Syak.g_01421
OG0000469	Syaa.g_00285	Syak.g_01436
OG0000470	Syaa.g_00283	Syak.g_01438
OG0000471	Syaa.g_00282	Syak.g_01439
OG0000472	Syaa.g_00280	Syak.g_01441
OG0000473	Syaa.g_00278	Syak.g_01443
OG0000474	Syaa.g_00277	Syak.g_01444
OG0000475	Syaa.g_00276	Syak.g_01445
OG0000476	Syaa.g_00274	Syak.g_01447
OG0000477	Syaa.g_00268	Syak.g_01453
OG0000478	Syaa.g_00267	Syak.g_01454
OG0000479	Syaa.g_00266	Syak.g_01455
OG0000480	Syaa.g_00259	Syak.g_01462
OG0000481	Syaa.g_00257	Syak.g_01464
OG0000482	Syaa.g_00256	Syak.g_01465
OG0000483	Syaa.g_00252	Syak.g_01469
OG0000484	Syaa.g_00251	Syak.g_01470
OG0000485	Syaa.g_00250	Syak.g_01472
OG0000486	Syaa.g_00249	Syak.g_01473
OG0000487	Syaa.g_00243	Syak.g_01479
OG0000488	Syaa.g_00239	Syak.g_01483
OG0000489	Syaa.g_00228	Syak.g_01499
OG0000490	Syaa.g_00220	Syak.g_01507
OG0000491	Syaa.g_00218	Syak.g_01511
OG0000492	Syaa.g_00214	Syak.g_01513
OG0000493	Syaa.g_00213	Syak.g_01514
OG0000494	Syaa.g_00212	Syak.g_01515
OG0000495	Syaa.g_00211	Syak.g_01516
OG0000496	Syaa.g_00210	Syak.g_01517
OG0000497	Syaa.g_00209	Syak.g_01518
OG0000498	Syaa.g_00208	Syak.g_01519
OG0000499	Syaa.g_00207	Syak.g_01520
OG0000500	Syaa.g_00206	Syak.g_01521
OG0000501	Syaa.g_00203	Syak.g_01524
OG0000502	Syaa.g_00190	Syak.g_01538
OG0000503	Syaa.g_02182	Syak.g_01246
OG0000504	Syaa.g_02180	Syak.g_01244
OG0000505	Syaa.g_02179	Syak.g_01243
OG0000506	Syaa.g_02177	Syak.g_01241
OG0000507	Syaa.g_02171	Syak.g_01235
OG0000508	Syaa.g_02167	Syak.g_01231
OG0000509	Syaa.g_02165	Syak.g_01229
OG0000510	Syaa.g_02164	Syak.g_01228
OG0000511	Syaa.g_02163	Syak.g_01227
OG0000512	Syaa.g_02161	Syak.g_01225
OG0000513	Syaa.g_02145	Syak.g_01211
OG0000514	Syaa.g_02118	Syak.g_01204
OG0000515	Syaa.g_02117	Syak.g_01203
OG0000516	Syaa.g_00698	Syak.g_01199
OG0000517	Syaa.g_00702	Syak.g_01192
OG0000518	Syaa.g_00714	Syak.g_01180
OG0000519	Syaa.g_00715	Syak.g_01179
OG0000520	Syaa.g_00716	Syak.g_01178
OG0000521	Syaa.g_01864	Syak.g_01167
OG0000522	Syaa.g_01862	Syak.g_01163
OG0000523	Syaa.g_01859	Syak.g_01162
OG0000524	Syaa.g_01856	Syak.g_01149
OG0000525	Syaa.g_01851	Syak.g_01130
OG0000526	Syaa.g_01848	Syak.g_01127
OG0000527	Syaa.g_01844	Syak.g_01120
OG0000528	Syaa.g_02054	Syak.g_02570
OG0000529	Syaa.g_02050	Syak.g_02575
OG0000530	Syaa.g_02047	Syak.g_02578
OG0000531	Syaa.g_02046	Syak.g_02579
OG0000532	Syaa.g_02043	Syak.g_02582
OG0000533	Syaa.g_02042	Syak.g_02584
OG0000534	Syaa.g_02041	Syak.g_02585
OG0000535	Syaa.g_02040	Syak.g_02586
OG0000536	Syaa.g_02039	Syak.g_02587
OG0000537	Syaa.g_02038	Syak.g_02588
OG0000538	Syaa.g_02027	Syak.g_02600
OG0000539	Syaa.g_02026	Syak.g_02601
OG0000540	Syaa.g_02025	Syak.g_02602
OG0000541	Syaa.g_02024	Syak.g_02603
OG0000542	Syaa.g_02021	Syak.g_02606
OG0000543	Syaa.g_02019	Syak.g_02608
OG0000544	Syaa.g_02018	Syak.g_02609
OG0000545	Syaa.g_02016	Syak.g_02611
OG0000546	Syaa.g_02014	Syak.g_02613
OG0000547	Syaa.g_02012	Syak.g_02615
