Orthogroup	Syaa	Syad
OG0000095	Syaa.g_00879	Syad.g_01290
OG0000097	Syaa.g_00979	Syad.g_01458
OG0000099	Syaa.g_00202	Syad.g_00460
OG0000100	Syaa.g_01201	Syad.g_01846
OG0000101	Syaa.g_02249	Syad.g_00694
OG0000102	Syaa.g_00118	Syad.g_00343
OG0000103	Syaa.g_02740	Syad.g_00143
OG0000104	Syaa.g_02754	Syad.g_00158
OG0000105	Syaa.g_00270	Syad.g_00530
OG0000106	Syaa.g_01439	Syad.g_01993
OG0000107	Syaa.g_02351	Syad.g_00590
OG0000108	Syaa.g_02051	Syad.g_00904
OG0000109	Syaa.g_02036	Syad.g_00919
OG0000110	Syaa.g_01918	Syad.g_01048
OG0000111	Syaa.g_00888	Syad.g_01300
OG0000112	Syaa.g_01366	Syad.g_01766
OG0000113	Syaa.g_01196	Syad.g_01851
OG0000114	Syaa.g_01094	Syad.g_01617
OG0000115	Syaa.g_01795	Syad.g_02300
OG0000116	Syaa.g_00757	Syad.g_01123
OG0000117	Syaa.g_01009	Syad.g_01510
OG0000118	Syaa.g_01874	Syad.g_01104
OG0000119	Syaa.g_00785	Syad.g_01168
OG0000120	Syaa.g_00201	Syad.g_00459
OG0000121	Syaa.g_01777	Syad.g_02280
OG0000122	Syaa.g_01598	Syad.g_02122
OG0000123	Syaa.g_02242	Syad.g_00701
OG0000124	Syaa.g_00092	Syad.g_00320
OG0000125	Syaa.g_02598	Syad.g_03040
OG0000126	Syaa.g_02752	Syad.g_00156
OG0000127	Syaa.g_00377	Syad.g_02710
OG0000127	Syaa.g_00390	Syad.g_00058
OG0000128	Syaa.g_00012	Syad.g_00174
OG0000129	Syaa.g_02586	Syad.g_03028
OG0000130	Syaa.g_00354	Syad.g_02728
OG0000131	Syaa.g_02448	Syad.g_02876
OG0000132	Syaa.g_02472	Syad.g_02897
OG0000133	Syaa.g_01361	Syad.g_01761
OG0000134	Syaa.g_02146	Syad.g_00788
OG0000135	Syaa.g_02649	Syad.g_00063
OG0000136	Syaa.g_00708	Syad.g_02445
OG0000137	Syaa.g_01842	Syad.g_02353
OG0000138	Syaa.g_02035	Syad.g_00920
OG0000139	Syaa.g_01974	Syad.g_00983
OG0000140	Syaa.g_01971	Syad.g_00987
OG0000141	Syaa.g_01689	Syad.g_02208
OG0000142	Syaa.g_01633	Syad.g_02152
OG0000143	Syaa.g_01629	Syad.g_02148
OG0000144	Syaa.g_01446	Syad.g_02024
OG0000145	Syaa.g_02029	Syad.g_00927
OG0000146	Syaa.g_01367	Syad.g_01767
OG0000147	Syaa.g_01368	Syad.g_01768
OG0000148	Syaa.g_01190	Syad.g_01861
OG0000149	Syaa.g_00826	Syad.g_01221
OG0000150	Syaa.g_01688	Syad.g_02207, Syad.g_00989
OG0000151	Syaa.g_01107	Syad.g_01956
OG0000152	Syaa.g_01357	Syad.g_01757
OG0000153	Syaa.g_01324	Syad.g_01713
OG0000154	Syaa.g_01298	Syad.g_01686
OG0000155	Syaa.g_00804	Syad.g_01189
OG0000156	Syaa.g_00751	Syad.g_01116
OG0000157	Syaa.g_00750	Syad.g_01115
OG0000158	Syaa.g_00148	Syad.g_00374
OG0000159	Syaa.g_00456	Syad.g_00373
OG0000160	Syaa.g_01776	Syad.g_02279
OG0000161	Syaa.g_01782	Syad.g_02287
OG0000162	Syaa.g_01788	Syad.g_02293
OG0000163	Syaa.g_00624	Syad.g_02542
OG0000164	Syaa.g_00507	Syad.g_02659
OG0000165	Syaa.g_00681	Syad.g_02476
OG0000166	Syaa.g_02289	Syad.g_00654
OG0000167	Syaa.g_00160	Syad.g_00419
OG0000168	Syaa.g_00145	Syad.g_00371
OG0000169	Syaa.g_00134	Syad.g_00360
OG0000170	Syaa.g_00128	Syad.g_00353
OG0000171	Syaa.g_00093	Syad.g_00321
OG0000172	Syaa.g_00079	Syad.g_00244
OG0000173	Syaa.g_00060	Syad.g_00220
OG0000174	Syaa.g_02651	Syad.g_00065
OG0000175	Syaa.g_02726	Syad.g_00129
OG0000176	Syaa.g_00004	Syad.g_00166
OG0000177	Syaa.g_00005	Syad.g_00167
OG0000178	Syaa.g_00006	Syad.g_00168
OG0000179	Syaa.g_00023	Syad.g_00183
OG0000180	Syaa.g_00024	Syad.g_00184
OG0000181	Syaa.g_00025	Syad.g_00185
OG0000182	Syaa.g_00026	Syad.g_00186
OG0000183	Syaa.g_00030	Syad.g_00190
OG0000184	Syaa.g_02578	Syad.g_03018
OG0000185	Syaa.g_02575	Syad.g_03006
OG0000186	Syaa.g_00359	Syad.g_02722
OG0000187	Syaa.g_00358	Syad.g_02724
OG0000188	Syaa.g_00334	Syad.g_02759
OG0000189	Syaa.g_02367	Syad.g_02788
OG0000190	Syaa.g_02369	Syad.g_02790
OG0000191	Syaa.g_02404	Syad.g_02824
OG0000192	Syaa.g_02410	Syad.g_02834
OG0000193	Syaa.g_02449	Syad.g_02877
OG0000194	Syaa.g_02452	Syad.g_02880
OG0000195	Syaa.g_02459	Syad.g_02884
OG0000196	Syaa.g_02469	Syad.g_02894
OG0000197	Syaa.g_02470	Syad.g_02895
OG0000198	Syaa.g_02471	Syad.g_02896
OG0000199	Syaa.g_02479	Syad.g_02904
OG0000200	Syaa.g_02496	Syad.g_02921
OG0000201	Syaa.g_02521	Syad.g_02937
OG0000202	Syaa.g_02522	Syad.g_02938
OG0000203	Syaa.g_02523	Syad.g_02939
OG0000204	Syaa.g_02524	Syad.g_02940
OG0000205	Syaa.g_02531	Syad.g_02948
OG0000206	Syaa.g_02538	Syad.g_02955
OG0000207	Syaa.g_02540	Syad.g_02957
OG0000208	Syaa.g_02541	Syad.g_02958
OG0000209	Syaa.g_02556	Syad.g_02981
OG0000210	Syaa.g_02557	Syad.g_02982
OG0000211	Syaa.g_02113	Syad.g_00813
OG0000212	Syaa.g_02102	Syad.g_00825
OG0000213	Syaa.g_00295	Syad.g_00556
OG0000214	Syaa.g_00279	Syad.g_00538
OG0000215	Syaa.g_00248	Syad.g_00508
OG0000216	Syaa.g_00244	Syad.g_00504
OG0000217	Syaa.g_00240	Syad.g_00500
OG0000218	Syaa.g_00238	Syad.g_00498
OG0000219	Syaa.g_00237	Syad.g_00497
OG0000220	Syaa.g_00236	Syad.g_00496
OG0000221	Syaa.g_00229	Syad.g_00488
OG0000222	Syaa.g_00215	Syad.g_00473
OG0000223	Syaa.g_00192	Syad.g_00451
OG0000224	Syaa.g_00183	Syad.g_00444
OG0000225	Syaa.g_02166	Syad.g_00777
OG0000226	Syaa.g_02162	Syad.g_00781
OG0000227	Syaa.g_02160	Syad.g_00783
OG0000228	Syaa.g_02150	Syad.g_00784
OG0000229	Syaa.g_00703	Syad.g_02450
OG0000230	Syaa.g_00705	Syad.g_02448
OG0000231	Syaa.g_00717	Syad.g_02436
OG0000232	Syaa.g_01858	Syad.g_02392
OG0000233	Syaa.g_01853	Syad.g_02382
OG0000234	Syaa.g_01841	Syad.g_02351
OG0000235	Syaa.g_02052	Syad.g_00903
OG0000236	Syaa.g_02037	Syad.g_00918
OG0000237	Syaa.g_02020	Syad.g_00936
OG0000238	Syaa.g_02015	Syad.g_00941
OG0000239	Syaa.g_01996	Syad.g_00957
OG0000240	Syaa.g_01995	Syad.g_00958
OG0000241	Syaa.g_01644	Syad.g_02160
OG0000242	Syaa.g_01982	Syad.g_00975
OG0000243	Syaa.g_01960	Syad.g_01000
OG0000244	Syaa.g_01954	Syad.g_01012
OG0000245	Syaa.g_01952	Syad.g_01014
OG0000246	Syaa.g_01948	Syad.g_01017
OG0000247	Syaa.g_01937	Syad.g_01029
OG0000248	Syaa.g_01934	Syad.g_01032
OG0000249	Syaa.g_01932	Syad.g_01034
OG0000250	Syaa.g_01922	Syad.g_01044
OG0000251	Syaa.g_01897	Syad.g_01071
OG0000252	Syaa.g_01894	Syad.g_01078
OG0000253	Syaa.g_01893	Syad.g_01081
OG0000254	Syaa.g_01684	Syad.g_02203
OG0000255	Syaa.g_01668	Syad.g_02185
OG0000256	Syaa.g_01651	Syad.g_02167
OG0000257	Syaa.g_01645	Syad.g_02161
OG0000258	Syaa.g_01624	Syad.g_02143
OG0000259	Syaa.g_01063	Syad.g_01576
OG0000260	Syaa.g_01066	Syad.g_01587
OG0000261	Syaa.g_01069	Syad.g_01590
OG0000262	Syaa.g_01074	Syad.g_01595
OG0000263	Syaa.g_00989	Syad.g_01475
OG0000264	Syaa.g_00910	Syad.g_01360
OG0000265	Syaa.g_00931	Syad.g_01383
OG0000266	Syaa.g_01258	Syad.g_01804
OG0000267	Syaa.g_01409	Syad.g_01645
OG0000268	Syaa.g_01408	Syad.g_01646
OG0000269	Syaa.g_01149	Syad.g_01894
OG0000270	Syaa.g_01152	Syad.g_01891
OG0000271	Syaa.g_01160	Syad.g_01883
OG0000272	Syaa.g_01161	Syad.g_01882
OG0000273	Syaa.g_00844	Syad.g_01247
OG0000274	Syaa.g_00843	Syad.g_01246
OG0000275	Syaa.g_00840	Syad.g_01242
OG0000276	Syaa.g_00834	Syad.g_01229
OG0000277	Syaa.g_00833	Syad.g_01228
OG0000278	Syaa.g_00830	Syad.g_01225
OG0000279	Syaa.g_00822	Syad.g_01208
OG0000280	Syaa.g_00815	Syad.g_01198
OG0000282	Syaa.g_01096	Syad.g_01619
OG0000283	Syaa.g_01396	Syad.g_01661
OG0000284	Syaa.g_01390	Syad.g_01787
OG0000285	Syaa.g_01377	Syad.g_01776
OG0000286	Syaa.g_01358	Syad.g_01758
OG0000287	Syaa.g_01330	Syad.g_01720
OG0000288	Syaa.g_01299	Syad.g_01687
OG0000289	Syaa.g_01285	Syad.g_01672
OG0000290	Syaa.g_00875	Syad.g_01287
OG0000291	Syaa.g_00877	Syad.g_01289
OG0000292	Syaa.g_02751	Syad.g_00155
OG0000293	Syaa.g_00758	Syad.g_01124
OG0000294	Syaa.g_00759	Syad.g_01125
OG0000295	Syaa.g_00796	Syad.g_01181
OG0000296	Syaa.g_00798	Syad.g_01183
OG0000297	Syaa.g_01021	Syad.g_01512
OG0000298	Syaa.g_01010	Syad.g_01511
OG0000299	Syaa.g_00982	Syad.g_01462
OG0000300	Syaa.g_00976	Syad.g_01455
OG0000301	Syaa.g_00975	Syad.g_01454
OG0000302	Syaa.g_00972	Syad.g_01453
OG0000303	Syaa.g_00963	Syad.g_01442
OG0000304	Syaa.g_00957	Syad.g_01436
OG0000305	Syaa.g_00881	Syad.g_01292
OG0000306	Syaa.g_00807	Syad.g_01989
OG0000307	Syaa.g_02068	Syad.g_00883
OG0000308	Syaa.g_02070	Syad.g_00881
OG0000309	Syaa.g_02075	Syad.g_00876
OG0000310	Syaa.g_01752	Syad.g_02250
OG0000311	Syaa.g_01757	Syad.g_02254
OG0000312	Syaa.g_01762	Syad.g_02265
OG0000313	Syaa.g_01779	Syad.g_02284
OG0000314	Syaa.g_01806	Syad.g_02313
OG0000315	Syaa.g_01816	Syad.g_02323
OG0000316	Syaa.g_00598	Syad.g_02564
OG0000317	Syaa.g_00556	Syad.g_02620
OG0000318	Syaa.g_00550	Syad.g_02624
OG0000319	Syaa.g_00532	Syad.g_02642
OG0000320	Syaa.g_00530	Syad.g_02644
OG0000321	Syaa.g_00529	Syad.g_02645
OG0000322	Syaa.g_00528	Syad.g_02646
OG0000323	Syaa.g_00496	Syad.g_02661
OG0000324	Syaa.g_00653	Syad.g_02505
OG0000325	Syaa.g_02350	Syad.g_00591
OG0000326	Syaa.g_02343	Syad.g_00598
OG0000327	Syaa.g_02294	Syad.g_00649
OG0000328	Syaa.g_02293	Syad.g_00650
OG0000329	Syaa.g_02275	Syad.g_00668
OG0000330	Syaa.g_02274	Syad.g_00669
OG0000331	Syaa.g_02273	Syad.g_00670
OG0000332	Syaa.g_02258	Syad.g_00685
OG0000333	Syaa.g_02255	Syad.g_00688
OG0000334	Syaa.g_02246	Syad.g_00697
OG0000335	Syaa.g_02241	Syad.g_00702
OG0000336	Syaa.g_02237	Syad.g_00706
OG0000337	Syaa.g_00167	Syad.g_00425, Syad.g_00427
OG0000338	Syaa.g_00162	Syad.g_00421
OG0000339	Syaa.g_00156	Syad.g_00414
OG0000340	Syaa.g_00144	Syad.g_00370
OG0000341	Syaa.g_00142	Syad.g_00368
OG0000342	Syaa.g_00141	Syad.g_00367
OG0000343	Syaa.g_00140	Syad.g_00366
OG0000344	Syaa.g_00136	Syad.g_00362
OG0000345	Syaa.g_00127	Syad.g_00352
OG0000346	Syaa.g_00122	Syad.g_00347
OG0000347	Syaa.g_00088	Syad.g_00318
OG0000348	Syaa.g_00071	Syad.g_00233
OG0000349	Syaa.g_00053	Syad.g_00213
OG0000350	Syaa.g_02336	Syad.g_00605
OG0000351	Syaa.g_02730	Syad.g_00134
OG0000352	Syaa.g_02731	Syad.g_00135
OG0000353	Syaa.g_02757	Syad.g_00161
OG0000354	Syaa.g_02008, Syaa.g_02009	Syad.g_00947
OG0000354	Syaa.g_00019, Syaa.g_00020	Syad.g_00181
OG0000355	Syaa.g_00001	Syad.g_00163
OG0000356	Syaa.g_00002	Syad.g_00164
OG0000357	Syaa.g_00003	Syad.g_00165
OG0000358	Syaa.g_00007	Syad.g_00169
OG0000359	Syaa.g_00009	Syad.g_00171
OG0000360	Syaa.g_00010	Syad.g_00172
OG0000361	Syaa.g_00011	Syad.g_00173
OG0000362	Syaa.g_00013	Syad.g_00175
OG0000363	Syaa.g_00015	Syad.g_00177
OG0000364	Syaa.g_00016	Syad.g_00178
OG0000365	Syaa.g_00027	Syad.g_00187
OG0000366	Syaa.g_00028	Syad.g_00188
OG0000367	Syaa.g_00029	Syad.g_00189
OG0000368	Syaa.g_00031	Syad.g_00191
OG0000369	Syaa.g_00032	Syad.g_00192
OG0000370	Syaa.g_00033	Syad.g_00193
OG0000371	Syaa.g_00041	Syad.g_00201
OG0000372	Syaa.g_00046	Syad.g_00206
OG0000373	Syaa.g_00047	Syad.g_00207
OG0000374	Syaa.g_00048	Syad.g_00208
OG0000375	Syaa.g_00049	Syad.g_00209
OG0000376	Syaa.g_00051	Syad.g_00211
OG0000377	Syaa.g_02585	Syad.g_03027
OG0000378	Syaa.g_02577	Syad.g_03012
OG0000379	Syaa.g_02574	Syad.g_03005
OG0000380	Syaa.g_00357	Syad.g_02725
OG0000381	Syaa.g_00353	Syad.g_02729
OG0000382	Syaa.g_00335	Syad.g_02758
OG0000383	Syaa.g_00333	Syad.g_02761
OG0000384	Syaa.g_00332	Syad.g_02762
OG0000385	Syaa.g_00331	Syad.g_02763
OG0000386	Syaa.g_00330	Syad.g_02764
OG0000387	Syaa.g_02371	Syad.g_02792
OG0000388	Syaa.g_02375	Syad.g_02796
OG0000389	Syaa.g_02379	Syad.g_02800
OG0000390	Syaa.g_02398	Syad.g_02818
OG0000391	Syaa.g_02403	Syad.g_02823
OG0000392	Syaa.g_02409	Syad.g_02833
OG0000393	Syaa.g_02412	Syad.g_02837
OG0000394	Syaa.g_02413	Syad.g_02838
OG0000395	Syaa.g_02414	Syad.g_02839
OG0000396	Syaa.g_02417	Syad.g_02843
OG0000397	Syaa.g_02419	Syad.g_02845
OG0000398	Syaa.g_02424	Syad.g_02850
OG0000399	Syaa.g_02425	Syad.g_02851
OG0000400	Syaa.g_02426	Syad.g_02852
OG0000401	Syaa.g_02427	Syad.g_02853
OG0000402	Syaa.g_02429	Syad.g_02855
OG0000403	Syaa.g_02430	Syad.g_02856
OG0000404	Syaa.g_02431	Syad.g_02858
OG0000405	Syaa.g_02446	Syad.g_02874
OG0000406	Syaa.g_02450	Syad.g_02878
OG0000407	Syaa.g_02451	Syad.g_02879
OG0000408	Syaa.g_02458	Syad.g_02883
OG0000409	Syaa.g_02460	Syad.g_02885
OG0000410	Syaa.g_02461	Syad.g_02886
OG0000411	Syaa.g_02462	Syad.g_02887
OG0000412	Syaa.g_02463	Syad.g_02888
OG0000413	Syaa.g_02465	Syad.g_02890
OG0000415	Syaa.g_02466	Syad.g_02891
OG0000416	Syaa.g_02467	Syad.g_02892
OG0000417	Syaa.g_02468	Syad.g_02893
OG0000418	Syaa.g_02473	Syad.g_02898
OG0000419	Syaa.g_02475	Syad.g_02900
OG0000420	Syaa.g_02477	Syad.g_02902
OG0000421	Syaa.g_02482	Syad.g_02907
OG0000422	Syaa.g_02483	Syad.g_02908
OG0000423	Syaa.g_02484	Syad.g_02909
OG0000424	Syaa.g_02485	Syad.g_02910
OG0000425	Syaa.g_02486	Syad.g_02911
OG0000426	Syaa.g_02487	Syad.g_02912
OG0000427	Syaa.g_02488	Syad.g_02913
OG0000428	Syaa.g_02491	Syad.g_02916
OG0000429	Syaa.g_02493	Syad.g_02918
OG0000430	Syaa.g_02495	Syad.g_02920
OG0000431	Syaa.g_02498	Syad.g_02923
OG0000432	Syaa.g_02504	Syad.g_02930
OG0000433	Syaa.g_02513	Syad.g_02933
OG0000434	Syaa.g_02514	Syad.g_02934
OG0000435	Syaa.g_02516	Syad.g_02936
OG0000436	Syaa.g_02525	Syad.g_02942
OG0000437	Syaa.g_02526	Syad.g_02943
OG0000438	Syaa.g_02527	Syad.g_02944
OG0000439	Syaa.g_02529	Syad.g_02946
OG0000440	Syaa.g_02530	Syad.g_02947
OG0000441	Syaa.g_02534	Syad.g_02951
OG0000442	Syaa.g_02535	Syad.g_02952
OG0000443	Syaa.g_02536	Syad.g_02953
OG0000444	Syaa.g_02542	Syad.g_02964
OG0000445	Syaa.g_02543	Syad.g_02965
OG0000446	Syaa.g_02545	Syad.g_02967
OG0000447	Syaa.g_02548	Syad.g_02970
OG0000448	Syaa.g_02549	Syad.g_02971
OG0000449	Syaa.g_02550	Syad.g_02972
OG0000450	Syaa.g_02553	Syad.g_02978
OG0000451	Syaa.g_02554	Syad.g_02979
OG0000452	Syaa.g_02558	Syad.g_02983
OG0000453	Syaa.g_02559	Syad.g_02984
OG0000454	Syaa.g_02560	Syad.g_02985
OG0000455	Syaa.g_02561	Syad.g_02986
OG0000456	Syaa.g_02562	Syad.g_02987
OG0000457	Syaa.g_02564	Syad.g_02989
OG0000458	Syaa.g_02565	Syad.g_02998
OG0000459	Syaa.g_02566	Syad.g_02999
OG0000460	Syaa.g_02111	Syad.g_00815
OG0000461	Syaa.g_00318	Syad.g_00579
OG0000462	Syaa.g_00315	Syad.g_00576
OG0000463	Syaa.g_00314	Syad.g_00575
OG0000464	Syaa.g_00313	Syad.g_00574
OG0000465	Syaa.g_00311	Syad.g_00573
OG0000466	Syaa.g_00306	Syad.g_00568
OG0000467	Syaa.g_00304	Syad.g_00566
OG0000468	Syaa.g_00299	Syad.g_00561
OG0000469	Syaa.g_00285	Syad.g_00545
OG0000470	Syaa.g_00283	Syad.g_00542
OG0000471	Syaa.g_00282	Syad.g_00541
OG0000472	Syaa.g_00280	Syad.g_00539
OG0000473	Syaa.g_00278	Syad.g_00537
OG0000474	Syaa.g_00277	Syad.g_00536
OG0000475	Syaa.g_00276	Syad.g_00535
OG0000476	Syaa.g_00274	Syad.g_00533
OG0000477	Syaa.g_00268	Syad.g_00528
OG0000478	Syaa.g_00267	Syad.g_00527
OG0000479	Syaa.g_00266	Syad.g_00526
OG0000480	Syaa.g_00259	Syad.g_00520
OG0000481	Syaa.g_00257	Syad.g_00518
OG0000482	Syaa.g_00256	Syad.g_00517
OG0000483	Syaa.g_00252	Syad.g_00513
OG0000484	Syaa.g_00251	Syad.g_00512
OG0000485	Syaa.g_00250	Syad.g_00511
OG0000486	Syaa.g_00249	Syad.g_00510
OG0000487	Syaa.g_00243	Syad.g_00503
OG0000488	Syaa.g_00239	Syad.g_00499
OG0000489	Syaa.g_00228	Syad.g_00487
OG0000490	Syaa.g_00220	Syad.g_00475
OG0000491	Syaa.g_00218	Syad.g_00474
OG0000492	Syaa.g_00214	Syad.g_00472
OG0000493	Syaa.g_00213	Syad.g_00471
OG0000494	Syaa.g_00212	Syad.g_00470
OG0000495	Syaa.g_00211	Syad.g_00469
OG0000496	Syaa.g_00210	Syad.g_00468
OG0000497	Syaa.g_00209	Syad.g_00467
OG0000498	Syaa.g_00208	Syad.g_00466
OG0000499	Syaa.g_00207	Syad.g_00465
OG0000500	Syaa.g_00206	Syad.g_00464
OG0000501	Syaa.g_00203	Syad.g_00461
OG0000502	Syaa.g_00190	Syad.g_00449
OG0000503	Syaa.g_02182	Syad.g_00761
OG0000504	Syaa.g_02180	Syad.g_00763
OG0000505	Syaa.g_02179	Syad.g_00764
OG0000506	Syaa.g_02177	Syad.g_00766
OG0000507	Syaa.g_02171	Syad.g_00772
OG0000508	Syaa.g_02167	Syad.g_00776
OG0000509	Syaa.g_02165	Syad.g_00778
OG0000510	Syaa.g_02164	Syad.g_00779
OG0000511	Syaa.g_02163	Syad.g_00780
OG0000512	Syaa.g_02161	Syad.g_00782
OG0000513	Syaa.g_02145	Syad.g_00789
OG0000514	Syaa.g_02118	Syad.g_00795
OG0000515	Syaa.g_02117	Syad.g_00796
OG0000516	Syaa.g_00698	Syad.g_02456
OG0000517	Syaa.g_00702	Syad.g_02451
OG0000518	Syaa.g_00714	Syad.g_02439
OG0000519	Syaa.g_00715	Syad.g_02438
OG0000520	Syaa.g_00716	Syad.g_02437
OG0000521	Syaa.g_01864	Syad.g_01108
OG0000522	Syaa.g_01862	Syad.g_01109
OG0000523	Syaa.g_01859	Syad.g_01110
OG0000524	Syaa.g_01856	Syad.g_02386
OG0000525	Syaa.g_01851	Syad.g_02363
OG0000526	Syaa.g_01848	Syad.g_02360
OG0000527	Syaa.g_01844	Syad.g_02355
OG0000528	Syaa.g_02054	Syad.g_00897
OG0000529	Syaa.g_02050	Syad.g_00905
OG0000530	Syaa.g_02047	Syad.g_00908
OG0000531	Syaa.g_02046	Syad.g_00909
OG0000532	Syaa.g_02043	Syad.g_00912
OG0000533	Syaa.g_02042	Syad.g_00913
OG0000534	Syaa.g_02041	Syad.g_00914
OG0000535	Syaa.g_02040	Syad.g_00915
OG0000536	Syaa.g_02039	Syad.g_00916
OG0000537	Syaa.g_02038	Syad.g_00917
OG0000538	Syaa.g_02027	Syad.g_00929
OG0000539	Syaa.g_02026	Syad.g_00930
OG0000540	Syaa.g_02025	Syad.g_00931
OG0000541	Syaa.g_02024	Syad.g_00932
OG0000542	Syaa.g_02021	Syad.g_00935
