Orthogroup	Syaa	Syab
OG0000060	Syaa.g_02053	Syab.g_02094
OG0000061	Syaa.g_00469	Syab.g_00171
OG0000061	Syaa.g_00770	Syab.g_00969
OG0000062	Syaa.g_00571	Syab.g_02234
OG0000063	Syaa.g_00042	Syab.g_00040
OG0000064	Syaa.g_00579	Syab.g_00824
OG0000064	Syaa.g_01284, Syaa.g_02666	Syab.g_01783
OG0000064	Syaa.g_01568	Syab.g_00997
OG0000066	Syaa.g_01968	Syab.g_01516
OG0000067	Syaa.g_01154	Syab.g_01659
OG0000068	Syaa.g_02059	Syab.g_02087
OG0000070	Syaa.g_00718	Syab.g_00614
OG0000071	Syaa.g_00735	Syab.g_00915
OG0000072	Syaa.g_02480	Syab.g_02593
OG0000073	Syaa.g_02030	Syab.g_02119
OG0000075	Syaa.g_00157	Syab.g_00202
OG0000076	Syaa.g_00123	Syab.g_00113
OG0000078	Syaa.g_02103	Syab.g_02366
OG0000079	Syaa.g_00303	Syab.g_00340
OG0000080	Syaa.g_00487	Syab.g_00140
OG0000081	Syaa.g_02089, Syaa.g_01694	Syab.g_01793
OG0000082	Syaa.g_01905	Syab.g_01971
OG0000084	Syaa.g_01827, Syaa.g_02302, Syaa.g_01770	Syab.g_00781
OG0000085	Syaa.g_00564	Syab.g_02243
OG0000086	Syaa.g_00324	Syab.g_02468
OG0000087	Syaa.g_02433	Syab.g_02551
OG0000088	Syaa.g_02474	Syab.g_02586
OG0000089	Syaa.g_02149	Syab.g_00551
OG0000090	Syaa.g_01980	Syab.g_02041
OG0000091	Syaa.g_01625	Syab.g_01866
OG0000093	Syaa.g_01139	Syab.g_01582
OG0000094	Syaa.g_01288	Syab.g_01306
OG0000095	Syaa.g_00879	Syab.g_01210
OG0000097	Syaa.g_00979	Syab.g_01051
OG0000099	Syaa.g_00202	Syab.g_00230
OG0000100	Syaa.g_01201	Syab.g_01694
OG0000101	Syaa.g_02249	Syab.g_00446
OG0000102	Syaa.g_00118	Syab.g_00104
OG0000103	Syaa.g_02740	Syab.g_02895
OG0000104	Syaa.g_02754	Syab.g_02910
OG0000105	Syaa.g_00270	Syab.g_00303
OG0000106	Syaa.g_01439	Syab.g_01817
OG0000107	Syaa.g_02351	Syab.g_00367
OG0000108	Syaa.g_02051	Syab.g_02096
OG0000109	Syaa.g_02036	Syab.g_02112
OG0000110	Syaa.g_01918	Syab.g_01984
OG0000111	Syaa.g_00888	Syab.g_01201
OG0000112	Syaa.g_01366	Syab.g_01392
OG0000113	Syaa.g_01196	Syab.g_01689
OG0000114	Syaa.g_01094	Syab.g_02656
OG0000115	Syaa.g_01795	Syab.g_00748
OG0000116	Syaa.g_00757	Syab.g_00945
OG0000117	Syaa.g_01009	Syab.g_01018
OG0000118	Syaa.g_01874	Syab.g_00897
OG0000120	Syaa.g_00201	Syab.g_00229
OG0000121	Syaa.g_01777	Syab.g_00772
OG0000122	Syaa.g_01598	Syab.g_01839
OG0000123	Syaa.g_02242	Syab.g_00454
OG0000124	Syaa.g_00092	Syab.g_00088
OG0000125	Syaa.g_02598	Syab.g_02763
OG0000126	Syaa.g_02752	Syab.g_02908
OG0000128	Syaa.g_00012	Syab.g_00012
OG0000129	Syaa.g_02586	Syab.g_02749
OG0000130	Syaa.g_00354	Syab.g_02434
OG0000131	Syaa.g_02448	Syab.g_02564
OG0000132	Syaa.g_02472	Syab.g_02584
OG0000133	Syaa.g_01361	Syab.g_01387
OG0000134	Syaa.g_02146	Syab.g_00554
OG0000135	Syaa.g_02649	Syab.g_02815
OG0000136	Syaa.g_00708	Syab.g_00588
OG0000137	Syaa.g_01842	Syab.g_00697
OG0000138	Syaa.g_02035	Syab.g_02113
OG0000139	Syaa.g_01974	Syab.g_02035
OG0000140	Syaa.g_01971	Syab.g_02033
OG0000141	Syaa.g_01689	Syab.g_01931
OG0000142	Syaa.g_01633	Syab.g_01873
OG0000143	Syaa.g_01629	Syab.g_01870
OG0000144	Syaa.g_01446	Syab.g_01757
OG0000145	Syaa.g_02029	Syab.g_02120
OG0000146	Syaa.g_01367	Syab.g_01393
OG0000147	Syaa.g_01368	Syab.g_01394
OG0000148	Syaa.g_01190	Syab.g_01682
OG0000149	Syaa.g_00826	Syab.g_01720
OG0000150	Syaa.g_01688	Syab.g_01930
OG0000151	Syaa.g_01107	Syab.g_01612
OG0000152	Syaa.g_01357	Syab.g_01383
OG0000153	Syaa.g_01324	Syab.g_01343
OG0000154	Syaa.g_01298	Syab.g_01317
OG0000155	Syaa.g_00804	Syab.g_01009
OG0000156	Syaa.g_00751	Syab.g_00933
OG0000157	Syaa.g_00750	Syab.g_00932
OG0000158	Syaa.g_00148	Syab.g_00161
OG0000159	Syaa.g_00456	Syab.g_00148
OG0000160	Syaa.g_01776	Syab.g_00774
OG0000161	Syaa.g_01782	Syab.g_00766
OG0000162	Syaa.g_01788	Syab.g_00755
OG0000163	Syaa.g_00624	Syab.g_02173
OG0000164	Syaa.g_00507	Syab.g_02307
OG0000165	Syaa.g_00681	Syab.g_02316
OG0000166	Syaa.g_02289	Syab.g_00407
OG0000167	Syaa.g_00160	Syab.g_00205
OG0000168	Syaa.g_00145	Syab.g_00136
OG0000169	Syaa.g_00134	Syab.g_00125
OG0000170	Syaa.g_00128	Syab.g_00118
OG0000171	Syaa.g_00093	Syab.g_00089
OG0000172	Syaa.g_00079	Syab.g_00080
OG0000173	Syaa.g_00060	Syab.g_00061
OG0000174	Syaa.g_02651	Syab.g_02819
OG0000175	Syaa.g_02726	Syab.g_02876
OG0000176	Syaa.g_00004	Syab.g_00004
OG0000177	Syaa.g_00005	Syab.g_00005
OG0000178	Syaa.g_00006	Syab.g_00006
OG0000179	Syaa.g_00023	Syab.g_00022
OG0000180	Syaa.g_00024	Syab.g_00023
OG0000181	Syaa.g_00025	Syab.g_00024
OG0000182	Syaa.g_00026	Syab.g_00025
OG0000183	Syaa.g_00030	Syab.g_00029
OG0000184	Syaa.g_02578	Syab.g_02738
OG0000185	Syaa.g_02575	Syab.g_02715
OG0000186	Syaa.g_00359	Syab.g_02430
OG0000187	Syaa.g_00358	Syab.g_02431
OG0000188	Syaa.g_00334	Syab.g_02454
OG0000189	Syaa.g_02367	Syab.g_02487
OG0000190	Syaa.g_02369	Syab.g_00190, Syab.g_00139
OG0000191	Syaa.g_02404	Syab.g_02522
OG0000192	Syaa.g_02410	Syab.g_02528
OG0000193	Syaa.g_02449	Syab.g_02565
OG0000194	Syaa.g_02452	Syab.g_02568
OG0000195	Syaa.g_02459	Syab.g_02570
OG0000196	Syaa.g_02469	Syab.g_02581
OG0000197	Syaa.g_02470	Syab.g_02582
OG0000198	Syaa.g_02471	Syab.g_02583
OG0000199	Syaa.g_02479	Syab.g_02591
OG0000200	Syaa.g_02496	Syab.g_02611
OG0000201	Syaa.g_02521	Syab.g_02628
OG0000202	Syaa.g_02522	Syab.g_02629
OG0000203	Syaa.g_02523	Syab.g_02630
OG0000204	Syaa.g_02524	Syab.g_02631
OG0000205	Syaa.g_02531	Syab.g_02638
OG0000206	Syaa.g_02538	Syab.g_02674
OG0000207	Syaa.g_02540	Syab.g_02677
OG0000208	Syaa.g_02541	Syab.g_02678
OG0000209	Syaa.g_02556	Syab.g_02698
OG0000210	Syaa.g_02557	Syab.g_02699
OG0000211	Syaa.g_02113	Syab.g_02374
OG0000212	Syaa.g_02102	Syab.g_02365
OG0000213	Syaa.g_00295	Syab.g_00332
OG0000214	Syaa.g_00279	Syab.g_00312
OG0000215	Syaa.g_00248	Syab.g_00281
OG0000216	Syaa.g_00244	Syab.g_00277
OG0000217	Syaa.g_00240	Syab.g_00273
OG0000218	Syaa.g_00238	Syab.g_00271
OG0000219	Syaa.g_00237	Syab.g_00270
OG0000220	Syaa.g_00236	Syab.g_00269
OG0000221	Syaa.g_00229	Syab.g_00257
OG0000222	Syaa.g_00215	Syab.g_00244
OG0000223	Syaa.g_00192	Syab.g_00226
OG0000224	Syaa.g_00183	Syab.g_00223
OG0000225	Syaa.g_02166	Syab.g_00538
OG0000226	Syaa.g_02162	Syab.g_00542
OG0000227	Syaa.g_02160	Syab.g_00544
OG0000228	Syaa.g_02150	Syab.g_00550
OG0000229	Syaa.g_00703	Syab.g_00583
OG0000230	Syaa.g_00705	Syab.g_00585
OG0000231	Syaa.g_00717	Syab.g_00613
OG0000232	Syaa.g_01858	Syab.g_00631
OG0000233	Syaa.g_01853	Syab.g_00645
OG0000234	Syaa.g_01841	Syab.g_00699
OG0000235	Syaa.g_02052	Syab.g_02095
OG0000236	Syaa.g_02037	Syab.g_02111
OG0000237	Syaa.g_02020	Syab.g_02129
OG0000238	Syaa.g_02015	Syab.g_02134
OG0000239	Syaa.g_01996	Syab.g_02151
OG0000240	Syaa.g_01995	Syab.g_02152
OG0000241	Syaa.g_01644	Syab.g_01884
OG0000242	Syaa.g_01982	Syab.g_02043
OG0000243	Syaa.g_01960	Syab.g_02025
OG0000244	Syaa.g_01954	Syab.g_02017
OG0000245	Syaa.g_01952	Syab.g_02015
OG0000246	Syaa.g_01948	Syab.g_02011
OG0000247	Syaa.g_01937	Syab.g_01999
OG0000248	Syaa.g_01934	Syab.g_01996
OG0000249	Syaa.g_01932	Syab.g_01994
OG0000250	Syaa.g_01922	Syab.g_01988
OG0000251	Syaa.g_01897	Syab.g_01961
OG0000252	Syaa.g_01894	Syab.g_01958
OG0000253	Syaa.g_01893	Syab.g_01956
OG0000254	Syaa.g_01684	Syab.g_01925
OG0000255	Syaa.g_01668	Syab.g_01912
OG0000256	Syaa.g_01651	Syab.g_01890
OG0000257	Syaa.g_01645	Syab.g_01885
OG0000258	Syaa.g_01624	Syab.g_01861
OG0000259	Syaa.g_01063	Syab.g_01538
OG0000260	Syaa.g_01066	Syab.g_01544
OG0000261	Syaa.g_01069	Syab.g_01556
OG0000262	Syaa.g_01074	Syab.g_01561
OG0000263	Syaa.g_00989	Syab.g_01035
OG0000264	Syaa.g_00910	Syab.g_01173
OG0000265	Syaa.g_01498	Syab.g_01773
OG0000266	Syaa.g_01257, Syaa.g_01258	Syab.g_01667
OG0000267	Syaa.g_01409	Syab.g_01433
OG0000268	Syaa.g_01408	Syab.g_01432
OG0000269	Syaa.g_01149	Syab.g_01650
OG0000270	Syaa.g_01152	Syab.g_01657
OG0000271	Syaa.g_01160	Syab.g_01279
OG0000272	Syaa.g_01161	Syab.g_01280
OG0000274	Syaa.g_00843	Syab.g_01700
OG0000275	Syaa.g_00840	Syab.g_01704
OG0000276	Syaa.g_00834	Syab.g_01712
OG0000277	Syaa.g_00833	Syab.g_01713
OG0000278	Syaa.g_00830	Syab.g_01716
OG0000279	Syaa.g_00822	Syab.g_01724
OG0000280	Syaa.g_00815	Syab.g_01736
OG0000282	Syaa.g_01096	Syab.g_01631
OG0000283	Syaa.g_01396	Syab.g_01418
OG0000284	Syaa.g_01390	Syab.g_01413
OG0000285	Syaa.g_01377	Syab.g_01402
OG0000286	Syaa.g_01358	Syab.g_01384
OG0000287	Syaa.g_01330	Syab.g_01350
OG0000288	Syaa.g_01299	Syab.g_01318
OG0000289	Syaa.g_01285	Syab.g_01303
OG0000290	Syaa.g_00875	Syab.g_01213
OG0000291	Syaa.g_00877	Syab.g_01211
OG0000292	Syaa.g_02751	Syab.g_02907
OG0000293	Syaa.g_00758	Syab.g_00946
OG0000294	Syaa.g_00759	Syab.g_00947
OG0000295	Syaa.g_00796	Syab.g_01001
OG0000296	Syaa.g_00798	Syab.g_01003
OG0000297	Syaa.g_01021	Syab.g_01016
OG0000298	Syaa.g_01010	Syab.g_01017
OG0000299	Syaa.g_00982	Syab.g_01047
OG0000300	Syaa.g_00976	Syab.g_01054
OG0000301	Syaa.g_00975	Syab.g_01055
OG0000302	Syaa.g_00972	Syab.g_01056
OG0000303	Syaa.g_00963	Syab.g_01149
OG0000304	Syaa.g_00957	Syab.g_01143
OG0000305	Syaa.g_00881	Syab.g_01208
OG0000306	Syaa.g_00807	Syab.g_01819
OG0000307	Syaa.g_02068	Syab.g_02078
OG0000308	Syaa.g_02070	Syab.g_02076
OG0000309	Syaa.g_02075	Syab.g_02071
OG0000310	Syaa.g_01752	Syab.g_00817
OG0000311	Syaa.g_01757	Syab.g_00811
OG0000312	Syaa.g_01762	Syab.g_00793
OG0000313	Syaa.g_01779	Syab.g_00769
OG0000314	Syaa.g_01806	Syab.g_00736
OG0000315	Syaa.g_01816	Syab.g_00726
OG0000316	Syaa.g_00598	Syab.g_02189
OG0000317	Syaa.g_00556	Syab.g_02251
OG0000318	Syaa.g_00550	Syab.g_02257
OG0000319	Syaa.g_00532	Syab.g_02291
OG0000320	Syaa.g_00530	Syab.g_02293
OG0000321	Syaa.g_00529	Syab.g_02294
OG0000322	Syaa.g_00528	Syab.g_02295
OG0000323	Syaa.g_00496	Syab.g_02310
OG0000324	Syaa.g_00653	Syab.g_02341
OG0000325	Syaa.g_02350	Syab.g_00368
OG0000326	Syaa.g_02343	Syab.g_00375
OG0000327	Syaa.g_02294	Syab.g_00402
OG0000328	Syaa.g_02293	Syab.g_00403
OG0000329	Syaa.g_02275	Syab.g_00420
OG0000330	Syaa.g_02274	Syab.g_00421
OG0000331	Syaa.g_02273	Syab.g_00422
OG0000332	Syaa.g_02258	Syab.g_00437
OG0000333	Syaa.g_02255	Syab.g_00440
OG0000334	Syaa.g_02246	Syab.g_00450
OG0000335	Syaa.g_02241	Syab.g_00455
OG0000336	Syaa.g_02237	Syab.g_00459
OG0000337	Syaa.g_00167	Syab.g_00210
OG0000338	Syaa.g_00162	Syab.g_00207
OG0000339	Syaa.g_00156	Syab.g_00201
OG0000340	Syaa.g_00144	Syab.g_00135
OG0000341	Syaa.g_00142	Syab.g_00157, Syab.g_00133
OG0000342	Syaa.g_00141	Syab.g_00132
OG0000343	Syaa.g_00140	Syab.g_00131
OG0000344	Syaa.g_00136	Syab.g_00127
OG0000345	Syaa.g_00127	Syab.g_00117
OG0000346	Syaa.g_00122	Syab.g_00112
OG0000347	Syaa.g_00088	Syab.g_00087
OG0000348	Syaa.g_00071	Syab.g_00076
OG0000349	Syaa.g_00053	Syab.g_00054
OG0000350	Syaa.g_02336	Syab.g_00382
OG0000351	Syaa.g_02730	Syab.g_02879
OG0000352	Syaa.g_02731	Syab.g_02880
OG0000353	Syaa.g_02757	Syab.g_02913
OG0000354	Syaa.g_02008, Syaa.g_02009	Syab.g_02140
OG0000354	Syaa.g_00019, Syaa.g_00020	Syab.g_00020
OG0000355	Syaa.g_00001	Syab.g_00001
OG0000356	Syaa.g_00002	Syab.g_00002
OG0000357	Syaa.g_00003	Syab.g_00003
OG0000358	Syaa.g_00007	Syab.g_00007
OG0000359	Syaa.g_00009	Syab.g_00009
OG0000360	Syaa.g_00010	Syab.g_00010
OG0000361	Syaa.g_00011	Syab.g_00011
OG0000362	Syaa.g_00013	Syab.g_00013
OG0000363	Syaa.g_00015	Syab.g_00015
OG0000364	Syaa.g_00016	Syab.g_00016
OG0000365	Syaa.g_00027	Syab.g_00026
OG0000366	Syaa.g_00028	Syab.g_00027
OG0000367	Syaa.g_00029	Syab.g_00028
OG0000368	Syaa.g_00031	Syab.g_00030
OG0000369	Syaa.g_00032	Syab.g_00031
OG0000370	Syaa.g_00033	Syab.g_00032
OG0000371	Syaa.g_00041	Syab.g_00711, Syab.g_00039
OG0000372	Syaa.g_00046	Syab.g_00045
OG0000373	Syaa.g_00047	Syab.g_00046
OG0000374	Syaa.g_00048	Syab.g_00047
OG0000375	Syaa.g_00049	Syab.g_00050
OG0000376	Syaa.g_00051	Syab.g_00052
OG0000377	Syaa.g_02585	Syab.g_02748
OG0000378	Syaa.g_02577	Syab.g_02717
OG0000379	Syaa.g_02574	Syab.g_02714
OG0000380	Syaa.g_00357	Syab.g_02432
OG0000381	Syaa.g_00353	Syab.g_02435
OG0000382	Syaa.g_00335	Syab.g_02453
OG0000383	Syaa.g_00333	Syab.g_02459
OG0000384	Syaa.g_00332	Syab.g_02460
OG0000385	Syaa.g_00331	Syab.g_02461
OG0000386	Syaa.g_00330	Syab.g_02462
OG0000387	Syaa.g_02371	Syab.g_02491
OG0000388	Syaa.g_02375	Syab.g_02495
OG0000389	Syaa.g_02379	Syab.g_02499
OG0000390	Syaa.g_02398	Syab.g_02516
OG0000391	Syaa.g_02403	Syab.g_02521
OG0000392	Syaa.g_02409	Syab.g_02527
OG0000393	Syaa.g_02412	Syab.g_02530
OG0000394	Syaa.g_02413	Syab.g_02531
OG0000395	Syaa.g_02414	Syab.g_02532
OG0000396	Syaa.g_02417	Syab.g_02535
OG0000397	Syaa.g_02419	Syab.g_02537
OG0000398	Syaa.g_02424	Syab.g_02542
OG0000399	Syaa.g_02425	Syab.g_02543
OG0000400	Syaa.g_02426	Syab.g_02544
OG0000401	Syaa.g_02427	Syab.g_02545
OG0000402	Syaa.g_02429	Syab.g_02547
OG0000403	Syaa.g_02430	Syab.g_02548
OG0000404	Syaa.g_02431	Syab.g_02550
OG0000405	Syaa.g_02446	Syab.g_02562
OG0000406	Syaa.g_02450	Syab.g_02566
OG0000407	Syaa.g_02451	Syab.g_02567
OG0000408	Syaa.g_02458	Syab.g_02569
OG0000409	Syaa.g_02460	Syab.g_02571
OG0000410	Syaa.g_02461	Syab.g_02572
OG0000411	Syaa.g_02462	Syab.g_02573
OG0000412	Syaa.g_02463	Syab.g_02574
OG0000413	Syaa.g_02465	Syab.g_02576
OG0000415	Syaa.g_02466	Syab.g_02578
OG0000416	Syaa.g_02467	Syab.g_02579
OG0000417	Syaa.g_02468	Syab.g_02580
OG0000418	Syaa.g_02473	Syab.g_02585
OG0000419	Syaa.g_02475	Syab.g_02587
OG0000420	Syaa.g_02477	Syab.g_02589
OG0000421	Syaa.g_02482	Syab.g_02595
OG0000422	Syaa.g_02483	Syab.g_02596
OG0000423	Syaa.g_02484	Syab.g_02597
OG0000424	Syaa.g_02485	Syab.g_02598
OG0000425	Syaa.g_02486	Syab.g_02599
OG0000426	Syaa.g_02487	Syab.g_02600
OG0000427	Syaa.g_02488	Syab.g_02601
OG0000428	Syaa.g_02491	Syab.g_02604
OG0000429	Syaa.g_02493	Syab.g_02608
OG0000430	Syaa.g_02495	Syab.g_02610
OG0000431	Syaa.g_02498	Syab.g_02613
OG0000432	Syaa.g_02504	Syab.g_02619
OG0000433	Syaa.g_02513	Syab.g_02622
OG0000434	Syaa.g_02514	Syab.g_02623
OG0000435	Syaa.g_02516	Syab.g_02625
OG0000436	Syaa.g_02525	Syab.g_02632
OG0000437	Syaa.g_02526	Syab.g_02633
OG0000438	Syaa.g_02527	Syab.g_02634
OG0000439	Syaa.g_02529	Syab.g_02636
OG0000440	Syaa.g_02530	Syab.g_02637
OG0000441	Syaa.g_02534	Syab.g_02641
OG0000442	Syaa.g_02535	Syab.g_02642
OG0000443	Syaa.g_02536	Syab.g_02668
OG0000444	Syaa.g_02542	Syab.g_02681
OG0000445	Syaa.g_02543	Syab.g_02682
OG0000446	Syaa.g_02545	Syab.g_02684
OG0000447	Syaa.g_02548	Syab.g_02687
OG0000448	Syaa.g_02549	Syab.g_02688
OG0000449	Syaa.g_02550	Syab.g_02689
OG0000450	Syaa.g_02553	Syab.g_02695
OG0000451	Syaa.g_02554	Syab.g_02696
OG0000452	Syaa.g_02558	Syab.g_02701
OG0000453	Syaa.g_02559	Syab.g_02702
OG0000454	Syaa.g_02560	Syab.g_02703
OG0000455	Syaa.g_02561	Syab.g_02704
OG0000456	Syaa.g_02562	Syab.g_02705
OG0000457	Syaa.g_02564	Syab.g_02707
OG0000458	Syaa.g_02565	Syab.g_02708
OG0000459	Syaa.g_02566	Syab.g_02709
OG0000460	Syaa.g_02111	Syab.g_02372
OG0000461	Syaa.g_00318	Syab.g_00356
OG0000462	Syaa.g_00315	Syab.g_00352
OG0000463	Syaa.g_00314	Syab.g_00351
OG0000464	Syaa.g_00313	Syab.g_00350
OG0000465	Syaa.g_00311	Syab.g_00349
OG0000466	Syaa.g_00306	Syab.g_00343
OG0000467	Syaa.g_00304	Syab.g_00341
OG0000468	Syaa.g_00299	Syab.g_00336
OG0000469	Syaa.g_00285	Syab.g_00318
OG0000470	Syaa.g_00283	Syab.g_00316
OG0000471	Syaa.g_00282	Syab.g_00315
OG0000472	Syaa.g_00280	Syab.g_00313
OG0000473	Syaa.g_00278	Syab.g_00311
OG0000474	Syaa.g_00277	Syab.g_00310
OG0000475	Syaa.g_00276	Syab.g_00309
OG0000476	Syaa.g_00274	Syab.g_00307
OG0000477	Syaa.g_00268	Syab.g_00301
OG0000478	Syaa.g_00267	Syab.g_00300
OG0000479	Syaa.g_00266	Syab.g_00299
OG0000480	Syaa.g_00259	Syab.g_00292
OG0000481	Syaa.g_00257	Syab.g_00290
OG0000482	Syaa.g_00256	Syab.g_00289
OG0000483	Syaa.g_00252	Syab.g_00285
OG0000484	Syaa.g_00251	Syab.g_00284
OG0000485	Syaa.g_00250	Syab.g_00283
OG0000486	Syaa.g_00249	Syab.g_00282
OG0000487	Syaa.g_00243	Syab.g_00276
OG0000488	Syaa.g_00239	Syab.g_00272
OG0000489	Syaa.g_00228	Syab.g_00256
OG0000490	Syaa.g_00220	Syab.g_00247
OG0000491	Syaa.g_00218	Syab.g_00245
OG0000492	Syaa.g_00214	Syab.g_00243
OG0000493	Syaa.g_00213	Syab.g_00242
OG0000494	Syaa.g_00212	Syab.g_00241
OG0000495	Syaa.g_00211	Syab.g_00240
OG0000496	Syaa.g_00210	Syab.g_00239
OG0000497	Syaa.g_00209	Syab.g_00238
OG0000498	Syaa.g_00208	Syab.g_00237
OG0000499	Syaa.g_00207	Syab.g_00236
OG0000500	Syaa.g_00206	Syab.g_00235
OG0000501	Syaa.g_00203	Syab.g_00232
OG0000502	Syaa.g_00190	Syab.g_00224
OG0000503	Syaa.g_02182	Syab.g_00523
OG0000504	Syaa.g_02180	Syab.g_00525
OG0000505	Syaa.g_02179	Syab.g_00526
OG0000506	Syaa.g_02177	Syab.g_00528
OG0000507	Syaa.g_02171	Syab.g_00533
OG0000508	Syaa.g_02167	Syab.g_00537
OG0000509	Syaa.g_02165	Syab.g_00539
OG0000510	Syaa.g_02164	Syab.g_00540
OG0000511	Syaa.g_02163	Syab.g_00541
OG0000512	Syaa.g_02161	Syab.g_00543
OG0000513	Syaa.g_02145	Syab.g_00555
OG0000514	Syaa.g_02118	Syab.g_00566
OG0000515	Syaa.g_02117	Syab.g_00567
OG0000516	Syaa.g_00698	Syab.g_00575
OG0000517	Syaa.g_00702	Syab.g_00582
OG0000518	Syaa.g_00714	Syab.g_00594
OG0000519	Syaa.g_00715	Syab.g_00610
OG0000520	Syaa.g_00716	Syab.g_00611
OG0000521	Syaa.g_01864	Syab.g_00624
OG0000522	Syaa.g_01862	Syab.g_00626
OG0000523	Syaa.g_01859	Syab.g_00627
OG0000524	Syaa.g_01856	Syab.g_00640
OG0000525	Syaa.g_01851	Syab.g_00671
OG0000526	Syaa.g_01848	Syab.g_00689
OG0000527	Syaa.g_01844	Syab.g_00695
OG0000528	Syaa.g_02054	Syab.g_02092
OG0000529	Syaa.g_02050	Syab.g_02097
OG0000530	Syaa.g_02047	Syab.g_02100
OG0000531	Syaa.g_02046	Syab.g_02101
OG0000532	Syaa.g_02043	Syab.g_02104
OG0000533	Syaa.g_02042	Syab.g_02106
OG0000534	Syaa.g_02041	Syab.g_02107
OG0000535	Syaa.g_02040	Syab.g_02108
OG0000536	Syaa.g_02039	Syab.g_02109
OG0000537	Syaa.g_02038	Syab.g_02110
OG0000538	Syaa.g_02027	Syab.g_02122
OG0000539	Syaa.g_02026	Syab.g_02123
OG0000540	Syaa.g_02025	Syab.g_02124
OG0000541	Syaa.g_02024	Syab.g_02125
OG0000542	Syaa.g_02021	Syab.g_02128
OG0000543	Syaa.g_02019	Syab.g_02130
OG0000544	Syaa.g_02018	Syab.g_02131
OG0000545	Syaa.g_02016	Syab.g_02133
OG0000546	Syaa.g_02014	Syab.g_02135
OG0000547	Syaa.g_02012	Syab.g_02137
OG0000548	Syaa.g_02011	Syab.g_02138
OG0000549	Syaa.g_02003	Syab.g_02144
OG0000550	Syaa.g_01998	Syab.g_02149
OG0000551	Syaa.g_01993	Syab.g_02153
OG0000552	Syaa.g_01992	Syab.g_02154
OG0000553	Syaa.g_01990	Syab.g_02046
OG0000554	Syaa.g_01979	Syab.g_02040
