Orthogroup	Syaa	Prae
OG0000197	Syaa.g_02470	Prae.g_00165
OG0000198	Syaa.g_02471	Prae.g_00166
OG0000199	Syaa.g_02479	Prae.g_00173
OG0000200	Syaa.g_02496	Prae.g_00187
OG0000201	Syaa.g_02521	Prae.g_00195
OG0000202	Syaa.g_02522	Prae.g_00196
OG0000203	Syaa.g_02523	Prae.g_00197
OG0000204	Syaa.g_02524	Prae.g_00198
OG0000205	Syaa.g_02531	Prae.g_00205
OG0000206	Syaa.g_02538	Prae.g_00210
OG0000207	Syaa.g_02540	Prae.g_00212
OG0000208	Syaa.g_02541	Prae.g_00213
OG0000209	Syaa.g_02556	Prae.g_00222
OG0000210	Syaa.g_02557	Prae.g_00223
OG0000211	Syaa.g_02113	Prae.g_00236
OG0000212	Syaa.g_02102	Prae.g_00243
OG0000213	Syaa.g_00295	Prae.g_00260
OG0000214	Syaa.g_00279	Prae.g_00270
OG0000215	Syaa.g_00248	Prae.g_00293
OG0000216	Syaa.g_00244	Prae.g_00295
OG0000217	Syaa.g_00240	Prae.g_00298
OG0000218	Syaa.g_00238	Prae.g_00300
OG0000219	Syaa.g_00237	Prae.g_00301
OG0000220	Syaa.g_00236	Prae.g_00302
OG0000221	Syaa.g_00229	Prae.g_00303
OG0000222	Syaa.g_00215	Prae.g_00311
OG0000223	Syaa.g_00192	Prae.g_00324
OG0000224	Syaa.g_00183	Prae.g_00326
OG0000225	Syaa.g_02166	Prae.g_00345
OG0000226	Syaa.g_02162	Prae.g_00349
OG0000227	Syaa.g_02160	Prae.g_00351
OG0000228	Syaa.g_02150	Prae.g_00354
OG0000229	Syaa.g_00703	Prae.g_00410
OG0000230	Syaa.g_00705	Prae.g_00412
OG0000231	Syaa.g_00717	Prae.g_00423
OG0000232	Syaa.g_01858	Prae.g_00432
OG0000233	Syaa.g_01853	Prae.g_00437
OG0000234	Syaa.g_01841	Prae.g_00450
OG0000235	Syaa.g_02052	Prae.g_00453
OG0000236	Syaa.g_02037	Prae.g_00467
OG0000237	Syaa.g_02020	Prae.g_00480
OG0000238	Syaa.g_02015	Prae.g_00486
OG0000239	Syaa.g_01996	Prae.g_00499
OG0000240	Syaa.g_01995	Prae.g_00500
OG0000241	Syaa.g_01644	Prae.g_00504
OG0000242	Syaa.g_01982	Prae.g_00506
OG0000243	Syaa.g_01960	Prae.g_00518
OG0000244	Syaa.g_01954	Prae.g_00521
OG0000245	Syaa.g_01952	Prae.g_00523
OG0000246	Syaa.g_01948	Prae.g_00527
OG0000247	Syaa.g_01937	Prae.g_00537
OG0000248	Syaa.g_01934	Prae.g_00539
OG0000249	Syaa.g_01932	Prae.g_00541
OG0000250	Syaa.g_01922	Prae.g_00546
OG0000251	Syaa.g_01897	Prae.g_00565
OG0000252	Syaa.g_01894	Prae.g_00568
OG0000253	Syaa.g_01893	Prae.g_00569
OG0000254	Syaa.g_01684	Prae.g_00585
OG0000255	Syaa.g_01668	Prae.g_00591
OG0000256	Syaa.g_01651	Prae.g_00601
OG0000257	Syaa.g_01645	Prae.g_00604
OG0000258	Syaa.g_01624	Prae.g_00617
OG0000259	Syaa.g_01063	Prae.g_00634
OG0000260	Syaa.g_01066	Prae.g_00637
OG0000261	Syaa.g_01069	Prae.g_00639
OG0000262	Syaa.g_01074	Prae.g_00643
OG0000263	Syaa.g_00989	Prae.g_00655
OG0000264	Syaa.g_00910	Prae.g_00665
OG0000265	Syaa.g_00931, Syaa.g_01498	Prae.g_00711
OG0000266	Syaa.g_01257, Syaa.g_01258	Prae.g_00721
OG0000267	Syaa.g_01409	Prae.g_00732
OG0000268	Syaa.g_01408	Prae.g_00733
OG0000269	Syaa.g_01149	Prae.g_00801
OG0000270	Syaa.g_01152	Prae.g_00804
OG0000271	Syaa.g_01160	Prae.g_00812
OG0000272	Syaa.g_01161	Prae.g_00813
OG0000273	Syaa.g_00844	Prae.g_00836
OG0000274	Syaa.g_00843	Prae.g_00837
OG0000275	Syaa.g_00840	Prae.g_00839
OG0000276	Syaa.g_00834	Prae.g_00844
OG0000277	Syaa.g_00833	Prae.g_00845
OG0000278	Syaa.g_00830	Prae.g_00848
OG0000279	Syaa.g_00822	Prae.g_00855
OG0000280	Syaa.g_00815	Prae.g_00856
OG0000282	Syaa.g_01096	Prae.g_00910
OG0000283	Syaa.g_01396	Prae.g_00941
OG0000284	Syaa.g_01390	Prae.g_00946
OG0000285	Syaa.g_01377	Prae.g_00951
OG0000286	Syaa.g_01358	Prae.g_00963
OG0000287	Syaa.g_01330	Prae.g_00980
OG0000288	Syaa.g_01299	Prae.g_01013
OG0000289	Syaa.g_01285	Prae.g_01024
OG0000290	Syaa.g_00875	Prae.g_01037
OG0000291	Syaa.g_00877	Prae.g_01039
OG0000292	Syaa.g_02751	Prae.g_01090
OG0000293	Syaa.g_00758	Prae.g_01154
OG0000294	Syaa.g_00759	Prae.g_01155
OG0000295	Syaa.g_00796	Prae.g_01175
OG0000296	Syaa.g_00798	Prae.g_01177
OG0000297	Syaa.g_01021	Prae.g_01185
OG0000298	Syaa.g_01010	Prae.g_01186
OG0000299	Syaa.g_00982	Prae.g_01203
OG0000300	Syaa.g_00976	Prae.g_01206
OG0000301	Syaa.g_00975	Prae.g_01207
OG0000302	Syaa.g_00972	Prae.g_01209
OG0000303	Syaa.g_00963	Prae.g_01216
OG0000304	Syaa.g_00957	Prae.g_01220
OG0000305	Syaa.g_00881	Prae.g_01360
OG0000306	Syaa.g_00807	Prae.g_01363
OG0000307	Syaa.g_02068	Prae.g_01377
OG0000308	Syaa.g_02070	Prae.g_01378
OG0000309	Syaa.g_02075	Prae.g_01382
OG0000310	Syaa.g_01752	Prae.g_01444
OG0000311	Syaa.g_01757	Prae.g_01446
OG0000312	Syaa.g_01762	Prae.g_01449
OG0000313	Syaa.g_01779	Prae.g_01463
OG0000314	Syaa.g_01806	Prae.g_01486
OG0000315	Syaa.g_01816	Prae.g_01496
OG0000316	Syaa.g_00598	Prae.g_01516
OG0000317	Syaa.g_00556	Prae.g_01621
OG0000318	Syaa.g_00550	Prae.g_01624
OG0000319	Syaa.g_00532	Prae.g_01637
OG0000320	Syaa.g_00530	Prae.g_01639
OG0000321	Syaa.g_00529	Prae.g_01640
OG0000322	Syaa.g_00528	Prae.g_01641
OG0000323	Syaa.g_00496	Prae.g_01650
OG0000324	Syaa.g_00653	Prae.g_01676
OG0000325	Syaa.g_02350	Prae.g_01687
OG0000326	Syaa.g_02343	Prae.g_01693
OG0000327	Syaa.g_02294	Prae.g_01717
OG0000328	Syaa.g_02293	Prae.g_01718
OG0000329	Syaa.g_02275	Prae.g_01735
OG0000330	Syaa.g_02274	Prae.g_01736
OG0000331	Syaa.g_02273	Prae.g_01737
OG0000332	Syaa.g_02258	Prae.g_01751
OG0000333	Syaa.g_02255	Prae.g_01753
OG0000334	Syaa.g_02246	Prae.g_01761
OG0000335	Syaa.g_02241	Prae.g_01767
OG0000336	Syaa.g_02237	Prae.g_01771
OG0000337	Syaa.g_00167	Prae.g_01787
OG0000338	Syaa.g_00162	Prae.g_01788
OG0000339	Syaa.g_00156	Prae.g_01792
OG0000340	Syaa.g_00144	Prae.g_01800
OG0000341	Syaa.g_00142	Prae.g_01802
OG0000342	Syaa.g_00141	Prae.g_01803
OG0000343	Syaa.g_00140	Prae.g_01804
OG0000344	Syaa.g_00136	Prae.g_01807
OG0000345	Syaa.g_00127	Prae.g_01812
OG0000346	Syaa.g_00122	Prae.g_01816
OG0000347	Syaa.g_00088	Prae.g_01832
OG0000348	Syaa.g_00071	Prae.g_01841
OG0000349	Syaa.g_00053	Prae.g_01858
OG0000350	Syaa.g_02336	Prae.g_01877
OG0000351	Syaa.g_02730	Prae.g_01894
OG0000352	Syaa.g_02731	Prae.g_01895
OG0000353	Syaa.g_02757	Prae.g_01910
OG0000354	Syaa.g_00019, Syaa.g_00020	Prae.g_00689
OG0000355	Syaa.g_00001	Prae.g_00001
OG0000356	Syaa.g_00002	Prae.g_00002
OG0000357	Syaa.g_00003	Prae.g_00003
OG0000358	Syaa.g_00007	Prae.g_00007
OG0000359	Syaa.g_00009	Prae.g_00008
OG0000360	Syaa.g_00010	Prae.g_00009
OG0000361	Syaa.g_00011	Prae.g_00010
OG0000362	Syaa.g_00013	Prae.g_00012
OG0000363	Syaa.g_00015	Prae.g_00014
OG0000364	Syaa.g_00016	Prae.g_00015
OG0000365	Syaa.g_00027	Prae.g_00020
OG0000366	Syaa.g_00028	Prae.g_00021
OG0000367	Syaa.g_00029	Prae.g_00022
OG0000368	Syaa.g_00031	Prae.g_00024
OG0000369	Syaa.g_00032	Prae.g_00025
OG0000370	Syaa.g_00033	Prae.g_00026
OG0000371	Syaa.g_00041	Prae.g_00032
OG0000372	Syaa.g_00046	Prae.g_00035
OG0000373	Syaa.g_00047	Prae.g_00036
OG0000374	Syaa.g_00048	Prae.g_00037
OG0000375	Syaa.g_00049	Prae.g_00042
OG0000376	Syaa.g_00051	Prae.g_00044
OG0000377	Syaa.g_02585	Prae.g_00047
OG0000378	Syaa.g_02577	Prae.g_00049
OG0000379	Syaa.g_02574	Prae.g_00052
OG0000380	Syaa.g_00357	Prae.g_00066
OG0000381	Syaa.g_00353	Prae.g_00070
OG0000382	Syaa.g_00335	Prae.g_00081
OG0000383	Syaa.g_00333	Prae.g_00083
OG0000384	Syaa.g_00332	Prae.g_00084
OG0000385	Syaa.g_00331	Prae.g_00085
OG0000386	Syaa.g_00330	Prae.g_00086
OG0000387	Syaa.g_02371	Prae.g_00099
OG0000388	Syaa.g_02375	Prae.g_00102
OG0000389	Syaa.g_02379	Prae.g_00105
OG0000390	Syaa.g_02398	Prae.g_00112
OG0000391	Syaa.g_02403	Prae.g_00116
OG0000392	Syaa.g_02409	Prae.g_00120
OG0000393	Syaa.g_02412	Prae.g_00122
OG0000394	Syaa.g_02413	Prae.g_00123
OG0000395	Syaa.g_02414	Prae.g_00124
OG0000396	Syaa.g_02417	Prae.g_00127
OG0000397	Syaa.g_02419	Prae.g_00129
OG0000398	Syaa.g_02424	Prae.g_00131
OG0000399	Syaa.g_02425	Prae.g_00132
OG0000400	Syaa.g_02426	Prae.g_00133
OG0000401	Syaa.g_02427	Prae.g_00134
OG0000402	Syaa.g_02429	Prae.g_00136
OG0000403	Syaa.g_02430	Prae.g_00137
OG0000404	Syaa.g_02431	Prae.g_00138
OG0000405	Syaa.g_02446	Prae.g_00142
OG0000406	Syaa.g_02450	Prae.g_00150
OG0000407	Syaa.g_02451	Prae.g_00151
OG0000408	Syaa.g_02458	Prae.g_00153
OG0000409	Syaa.g_02460	Prae.g_00155
OG0000410	Syaa.g_02461	Prae.g_00156
OG0000411	Syaa.g_02462	Prae.g_00157
OG0000412	Syaa.g_02463	Prae.g_00158
OG0000413	Syaa.g_02465	Prae.g_00159
OG0000415	Syaa.g_02466	Prae.g_00161
OG0000416	Syaa.g_02467	Prae.g_00162
OG0000417	Syaa.g_02468	Prae.g_00163
OG0000418	Syaa.g_02473	Prae.g_00168
OG0000419	Syaa.g_02475	Prae.g_00170
OG0000420	Syaa.g_02477	Prae.g_00171
OG0000421	Syaa.g_02482	Prae.g_00176
OG0000422	Syaa.g_02483	Prae.g_00177
OG0000423	Syaa.g_02484	Prae.g_00178
OG0000424	Syaa.g_02485	Prae.g_00179
OG0000425	Syaa.g_02486	Prae.g_00180
OG0000426	Syaa.g_02487	Prae.g_00181
OG0000427	Syaa.g_02488	Prae.g_00182
OG0000428	Syaa.g_02491	Prae.g_00184
OG0000429	Syaa.g_02493	Prae.g_00185
OG0000430	Syaa.g_02495	Prae.g_00186
OG0000431	Syaa.g_02498	Prae.g_00188
OG0000432	Syaa.g_02504	Prae.g_00191
OG0000433	Syaa.g_02513	Prae.g_00192
OG0000434	Syaa.g_02514	Prae.g_00193
OG0000435	Syaa.g_02516	Prae.g_00194
OG0000436	Syaa.g_02525	Prae.g_00199
OG0000437	Syaa.g_02526	Prae.g_00200
OG0000438	Syaa.g_02527	Prae.g_00201
OG0000439	Syaa.g_02529	Prae.g_00203
OG0000440	Syaa.g_02530	Prae.g_00204
OG0000441	Syaa.g_02534	Prae.g_00207
OG0000442	Syaa.g_02535	Prae.g_00208
OG0000443	Syaa.g_02536	Prae.g_00209
OG0000444	Syaa.g_02542	Prae.g_00214
OG0000445	Syaa.g_02543	Prae.g_00215
OG0000446	Syaa.g_02545	Prae.g_00216
OG0000447	Syaa.g_02548	Prae.g_00217
OG0000448	Syaa.g_02549	Prae.g_00218
OG0000449	Syaa.g_02550	Prae.g_00219
OG0000450	Syaa.g_02553	Prae.g_00220
OG0000451	Syaa.g_02554	Prae.g_00221
OG0000452	Syaa.g_02558	Prae.g_00224
OG0000453	Syaa.g_02559	Prae.g_00225
OG0000454	Syaa.g_02560	Prae.g_00226
OG0000455	Syaa.g_02561	Prae.g_00227
OG0000456	Syaa.g_02562	Prae.g_00228
OG0000457	Syaa.g_02564	Prae.g_00229
OG0000458	Syaa.g_02565	Prae.g_00230
OG0000459	Syaa.g_02566	Prae.g_00231
OG0000460	Syaa.g_02111	Prae.g_00238
OG0000461	Syaa.g_00318	Prae.g_00245
OG0000462	Syaa.g_00315	Prae.g_00247
OG0000463	Syaa.g_00314	Prae.g_00248
OG0000464	Syaa.g_00313	Prae.g_00249
OG0000465	Syaa.g_00311	Prae.g_00250
OG0000466	Syaa.g_00306	Prae.g_00253
OG0000467	Syaa.g_00304	Prae.g_00254
OG0000468	Syaa.g_00299	Prae.g_00256
OG0000469	Syaa.g_00285	Prae.g_00265
OG0000470	Syaa.g_00283	Prae.g_00267
OG0000471	Syaa.g_00282	Prae.g_00268
OG0000472	Syaa.g_00280	Prae.g_00269
OG0000473	Syaa.g_00278	Prae.g_00271
OG0000474	Syaa.g_00277	Prae.g_00272
OG0000475	Syaa.g_00276	Prae.g_00273
OG0000476	Syaa.g_00274	Prae.g_00274
OG0000477	Syaa.g_00268	Prae.g_00276
OG0000478	Syaa.g_00267	Prae.g_00277
OG0000479	Syaa.g_00266	Prae.g_00278
OG0000480	Syaa.g_00259	Prae.g_00283
OG0000481	Syaa.g_00257	Prae.g_00285
OG0000482	Syaa.g_00256	Prae.g_00286
OG0000483	Syaa.g_00252	Prae.g_00289
OG0000484	Syaa.g_00251	Prae.g_00290
OG0000485	Syaa.g_00250	Prae.g_00291
OG0000486	Syaa.g_00249	Prae.g_00292
OG0000487	Syaa.g_00243	Prae.g_00296
OG0000488	Syaa.g_00239	Prae.g_00299
OG0000489	Syaa.g_00228	Prae.g_00304
OG0000490	Syaa.g_00220	Prae.g_00309
OG0000491	Syaa.g_00218	Prae.g_00310
OG0000492	Syaa.g_00214	Prae.g_00312
OG0000493	Syaa.g_00213	Prae.g_00313
OG0000494	Syaa.g_00212	Prae.g_00314
OG0000495	Syaa.g_00211	Prae.g_00315
OG0000496	Syaa.g_00210	Prae.g_00316
OG0000497	Syaa.g_00209	Prae.g_00317
OG0000498	Syaa.g_00208	Prae.g_00318
OG0000499	Syaa.g_00207	Prae.g_00319
OG0000500	Syaa.g_00206	Prae.g_00320
OG0000501	Syaa.g_00203	Prae.g_00322
OG0000502	Syaa.g_00190	Prae.g_00325
OG0000503	Syaa.g_02182	Prae.g_00335
OG0000504	Syaa.g_02180	Prae.g_00336
OG0000505	Syaa.g_02179	Prae.g_00337
OG0000506	Syaa.g_02177	Prae.g_00338
OG0000507	Syaa.g_02171	Prae.g_00341
OG0000508	Syaa.g_02167	Prae.g_00344
OG0000509	Syaa.g_02165	Prae.g_00346
OG0000510	Syaa.g_02164	Prae.g_00347
OG0000511	Syaa.g_02163	Prae.g_00348
OG0000512	Syaa.g_02161	Prae.g_00350
OG0000513	Syaa.g_02145	Prae.g_00357
OG0000514	Syaa.g_02118	Prae.g_00405
OG0000515	Syaa.g_02117	Prae.g_00406
OG0000516	Syaa.g_00698	Prae.g_00407
OG0000517	Syaa.g_00702	Prae.g_00409
OG0000518	Syaa.g_00714	Prae.g_00420
OG0000519	Syaa.g_00715	Prae.g_00421
OG0000520	Syaa.g_00716	Prae.g_00422
OG0000521	Syaa.g_01864	Prae.g_00427
OG0000522	Syaa.g_01862	Prae.g_00429
OG0000523	Syaa.g_01859	Prae.g_00430
OG0000524	Syaa.g_01856	Prae.g_00435
OG0000525	Syaa.g_01851	Prae.g_00438
OG0000526	Syaa.g_01848	Prae.g_00439
OG0000527	Syaa.g_01844	Prae.g_00447
OG0000528	Syaa.g_02054	Prae.g_00452
OG0000529	Syaa.g_02050	Prae.g_00455
OG0000530	Syaa.g_02047	Prae.g_00458
OG0000531	Syaa.g_02046	Prae.g_00459
OG0000532	Syaa.g_02043	Prae.g_00461
OG0000533	Syaa.g_02042	Prae.g_00462
OG0000534	Syaa.g_02041	Prae.g_00463
OG0000535	Syaa.g_02040	Prae.g_00464
OG0000536	Syaa.g_02039	Prae.g_00465
OG0000537	Syaa.g_02038	Prae.g_00466
OG0000538	Syaa.g_02027	Prae.g_00474
OG0000539	Syaa.g_02026	Prae.g_00475
OG0000540	Syaa.g_02025	Prae.g_00476
OG0000541	Syaa.g_02024	Prae.g_00477
OG0000542	Syaa.g_02021	Prae.g_00479
OG0000543	Syaa.g_02019	Prae.g_00481
OG0000544	Syaa.g_02018	Prae.g_00482
OG0000545	Syaa.g_02016	Prae.g_00484
OG0000546	Syaa.g_02014	Prae.g_00487
OG0000547	Syaa.g_02012	Prae.g_00489
OG0000548	Syaa.g_02011	Prae.g_00490
OG0000549	Syaa.g_02003	Prae.g_00492
OG0000550	Syaa.g_01998	Prae.g_00497
OG0000551	Syaa.g_01993	Prae.g_00501
OG0000552	Syaa.g_01992	Prae.g_00502
OG0000553	Syaa.g_01990	Prae.g_00503
OG0000554	Syaa.g_01979	Prae.g_00509
OG0000555	Syaa.g_01961	Prae.g_00517
OG0000556	Syaa.g_01957	Prae.g_00519
OG0000557	Syaa.g_01955	Prae.g_00520
OG0000558	Syaa.g_01953	Prae.g_00522
