Orthogroup	Syaa	Praj
OG0000126	Syaa.g_02752	Praj.g_02144
OG0000128	Syaa.g_00012	Praj.g_00011
OG0000129	Syaa.g_02586	Praj.g_00048
OG0000130	Syaa.g_00354	Praj.g_00107
OG0000131	Syaa.g_02448	Praj.g_00185
OG0000132	Syaa.g_02472	Praj.g_00204
OG0000133	Syaa.g_01361	Praj.g_00357
OG0000134	Syaa.g_02146	Praj.g_00405
OG0000135	Syaa.g_02649	Praj.g_01279
OG0000136	Syaa.g_00708	Praj.g_00435
OG0000137	Syaa.g_01842	Praj.g_00467
OG0000138	Syaa.g_02035	Praj.g_00487
OG0000139	Syaa.g_01974	Praj.g_00528
OG0000140	Syaa.g_01971	Praj.g_00529
OG0000141	Syaa.g_01689	Praj.g_00595
OG0000142	Syaa.g_01633	Praj.g_00623
OG0000143	Syaa.g_01629	Praj.g_00627
OG0000144	Syaa.g_01446	Praj.g_00640
OG0000145	Syaa.g_02029	Praj.g_01054
OG0000146	Syaa.g_01367	Praj.g_00937
OG0000147	Syaa.g_01368	Praj.g_00936
OG0000148	Syaa.g_01190	Praj.g_00787
OG0000149	Syaa.g_00826	Praj.g_00819
OG0000150	Syaa.g_01688	Praj.g_00828
OG0000151	Syaa.g_01107	Praj.g_00898
OG0000152	Syaa.g_01357	Praj.g_01601, Praj.g_00946
OG0000153	Syaa.g_01324	Praj.g_00965
OG0000154	Syaa.g_01298	Praj.g_00995
OG0000155	Syaa.g_00804	Praj.g_01440
OG0000156	Syaa.g_00751	Praj.g_01517
OG0000157	Syaa.g_00750	Praj.g_01518
OG0000158	Syaa.g_00148	Praj.g_01995
OG0000160	Syaa.g_01776	Praj.g_01633
OG0000161	Syaa.g_01782	Praj.g_01639
OG0000162	Syaa.g_01788	Praj.g_01645
OG0000163	Syaa.g_00624	Praj.g_01681
OG0000164	Syaa.g_00507	Praj.g_01790
OG0000165	Syaa.g_00681	Praj.g_01798
OG0000166	Syaa.g_02289	Praj.g_01915
OG0000167	Syaa.g_00160	Praj.g_01985
OG0000168	Syaa.g_00145	Praj.g_01996
OG0000169	Syaa.g_00134	Praj.g_02006
OG0000170	Syaa.g_00128	Praj.g_02008
OG0000171	Syaa.g_00093	Praj.g_02030
OG0000172	Syaa.g_00079	Praj.g_02061
OG0000173	Syaa.g_00060	Praj.g_02076
OG0000174	Syaa.g_02651	Praj.g_02107
OG0000175	Syaa.g_02726	Praj.g_02125
OG0000176	Syaa.g_00004	Praj.g_00004
OG0000177	Syaa.g_00005	Praj.g_00005
OG0000178	Syaa.g_00006	Praj.g_00006
OG0000179	Syaa.g_00023	Praj.g_00016
OG0000180	Syaa.g_00024	Praj.g_00017
OG0000181	Syaa.g_00025	Praj.g_00018
OG0000182	Syaa.g_00026	Praj.g_00019
OG0000183	Syaa.g_00030	Praj.g_00023
OG0000184	Syaa.g_02578	Praj.g_00050
OG0000185	Syaa.g_02575	Praj.g_00053
OG0000186	Syaa.g_00359	Praj.g_00102
OG0000187	Syaa.g_00358	Praj.g_00103
OG0000188	Syaa.g_00334	Praj.g_00120
OG0000189	Syaa.g_02367	Praj.g_00134
OG0000190	Syaa.g_02369	Praj.g_00135
OG0000191	Syaa.g_02404	Praj.g_00158
OG0000192	Syaa.g_02410	Praj.g_00162
OG0000193	Syaa.g_02449	Praj.g_00186
OG0000194	Syaa.g_02452	Praj.g_00189
OG0000195	Syaa.g_02459	Praj.g_00191
OG0000196	Syaa.g_02469	Praj.g_00201
OG0000197	Syaa.g_02470	Praj.g_00202
OG0000198	Syaa.g_02471	Praj.g_00203
OG0000199	Syaa.g_02479	Praj.g_00210
OG0000200	Syaa.g_02496	Praj.g_00223
OG0000201	Syaa.g_02521	Praj.g_00232
OG0000202	Syaa.g_02522	Praj.g_00233
OG0000203	Syaa.g_02523	Praj.g_00234
OG0000204	Syaa.g_02524	Praj.g_00235
OG0000205	Syaa.g_02531	Praj.g_00242
OG0000206	Syaa.g_02538	Praj.g_00246
OG0000207	Syaa.g_02540	Praj.g_00248
OG0000208	Syaa.g_02541	Praj.g_00249
OG0000209	Syaa.g_02556	Praj.g_00258
OG0000210	Syaa.g_02557	Praj.g_00259
OG0000211	Syaa.g_02113	Praj.g_00273
OG0000212	Syaa.g_02102	Praj.g_00281
OG0000213	Syaa.g_00295	Praj.g_00296
OG0000214	Syaa.g_00279	Praj.g_00304
OG0000215	Syaa.g_00248	Praj.g_00328
OG0000216	Syaa.g_00244	Praj.g_00329
OG0000217	Syaa.g_00240	Praj.g_00332
OG0000218	Syaa.g_00238	Praj.g_00334
OG0000219	Syaa.g_00237	Praj.g_00335
OG0000220	Syaa.g_00236	Praj.g_00336
OG0000221	Syaa.g_00229	Praj.g_00337
OG0000222	Syaa.g_00215	Praj.g_00345
OG0000223	Syaa.g_00192	Praj.g_00358
OG0000224	Syaa.g_00183	Praj.g_00360
OG0000225	Syaa.g_02166	Praj.g_00391
OG0000226	Syaa.g_02162	Praj.g_00395
OG0000227	Syaa.g_02160	Praj.g_00397
OG0000228	Syaa.g_02150	Praj.g_00402
OG0000229	Syaa.g_00703	Praj.g_00430
OG0000230	Syaa.g_00705	Praj.g_00432
OG0000231	Syaa.g_00717	Praj.g_00443
OG0000232	Syaa.g_01858	Praj.g_00451
OG0000233	Syaa.g_01853	Praj.g_00459
OG0000234	Syaa.g_01841	Praj.g_00468
OG0000235	Syaa.g_02052	Praj.g_00472
OG0000236	Syaa.g_02037	Praj.g_00485
OG0000237	Syaa.g_02020	Praj.g_00498
OG0000238	Syaa.g_02015	Praj.g_00504
OG0000239	Syaa.g_01996	Praj.g_00516
OG0000240	Syaa.g_01995	Praj.g_00517
OG0000241	Syaa.g_01644	Praj.g_00521
OG0000242	Syaa.g_01982	Praj.g_00523
OG0000243	Syaa.g_01960	Praj.g_00534
OG0000244	Syaa.g_01954	Praj.g_00537
OG0000245	Syaa.g_01952	Praj.g_00539
OG0000246	Syaa.g_01948	Praj.g_00543
OG0000247	Syaa.g_01937	Praj.g_00553
OG0000248	Syaa.g_01934	Praj.g_00555
OG0000249	Syaa.g_01932	Praj.g_00557
OG0000250	Syaa.g_01922	Praj.g_00562
OG0000251	Syaa.g_01897	Praj.g_00578
OG0000252	Syaa.g_01894	Praj.g_00580
OG0000253	Syaa.g_01893	Praj.g_00582
OG0000254	Syaa.g_01684	Praj.g_00599
OG0000255	Syaa.g_01668	Praj.g_00605
OG0000256	Syaa.g_01651	Praj.g_00615
OG0000257	Syaa.g_01645	Praj.g_00618
OG0000258	Syaa.g_01624	Praj.g_00631
OG0000259	Syaa.g_01063	Praj.g_00648
OG0000260	Syaa.g_01066	Praj.g_00651
OG0000261	Syaa.g_01069	Praj.g_00654
OG0000262	Syaa.g_01074	Praj.g_00659
OG0000263	Syaa.g_00989	Praj.g_00673
OG0000264	Syaa.g_00910	Praj.g_00684
OG0000265	Syaa.g_00931, Syaa.g_01498	Praj.g_00698
OG0000266	Syaa.g_01257, Syaa.g_01258	Praj.g_00708
OG0000267	Syaa.g_01409	Praj.g_00721
OG0000268	Syaa.g_01408	Praj.g_00722
OG0000269	Syaa.g_01149	Praj.g_00764
OG0000270	Syaa.g_01152	Praj.g_00767
OG0000271	Syaa.g_01160	Praj.g_00775
OG0000272	Syaa.g_01161	Praj.g_00776
OG0000273	Syaa.g_00844	Praj.g_00801
OG0000274	Syaa.g_00843	Praj.g_00802
OG0000275	Syaa.g_00840	Praj.g_00804
OG0000276	Syaa.g_00834	Praj.g_00810
OG0000277	Syaa.g_00833	Praj.g_00811
OG0000278	Syaa.g_00830	Praj.g_00815
OG0000279	Syaa.g_00822	Praj.g_00822
OG0000280	Syaa.g_00815	Praj.g_01326
OG0000282	Syaa.g_01096	Praj.g_00889
OG0000283	Syaa.g_01396	Praj.g_00920
OG0000284	Syaa.g_01390	Praj.g_00925
OG0000285	Syaa.g_01377	Praj.g_00930
OG0000286	Syaa.g_01358	Praj.g_00945
OG0000287	Syaa.g_01330	Praj.g_00085
OG0000288	Syaa.g_01299	Praj.g_00994
OG0000289	Syaa.g_01285	Praj.g_01005
OG0000290	Syaa.g_00875	Praj.g_01021
OG0000291	Syaa.g_00877	Praj.g_01023
OG0000292	Syaa.g_02751	Praj.g_01196
OG0000293	Syaa.g_00758	Praj.g_01470
OG0000294	Syaa.g_00759	Praj.g_01469
OG0000295	Syaa.g_00796	Praj.g_01447
OG0000296	Syaa.g_00798	Praj.g_01445
OG0000297	Syaa.g_01021	Praj.g_01437
OG0000298	Syaa.g_01010	Praj.g_01436
OG0000299	Syaa.g_00982	Praj.g_01417
OG0000300	Syaa.g_00976	Praj.g_01414
OG0000301	Syaa.g_00975	Praj.g_01413
OG0000302	Syaa.g_00972	Praj.g_01410
OG0000303	Syaa.g_00963	Praj.g_01405
OG0000304	Syaa.g_00957	Praj.g_01402
OG0000305	Syaa.g_00881	Praj.g_01734
OG0000306	Syaa.g_00807	Praj.g_00833
OG0000307	Syaa.g_02068	Praj.g_01584
OG0000308	Syaa.g_02070	Praj.g_01585
OG0000309	Syaa.g_02075	Praj.g_01589
OG0000310	Syaa.g_01752	Praj.g_01616
OG0000311	Syaa.g_01757	Praj.g_01618
OG0000312	Syaa.g_01762	Praj.g_01621
OG0000313	Syaa.g_01779	Praj.g_01636
OG0000314	Syaa.g_01806	Praj.g_01657
OG0000315	Syaa.g_01816	Praj.g_01667
OG0000316	Syaa.g_00598	Praj.g_01692
OG0000317	Syaa.g_00556	Praj.g_01766
OG0000318	Syaa.g_00550	Praj.g_01769
OG0000319	Syaa.g_00532	Praj.g_01780
OG0000320	Syaa.g_00530	Praj.g_01782
OG0000321	Syaa.g_00529	Praj.g_01783
OG0000322	Syaa.g_00528	Praj.g_01784
OG0000323	Syaa.g_00496	Praj.g_01793
OG0000324	Syaa.g_00653	Praj.g_01820
OG0000325	Syaa.g_02350	Praj.g_01870
OG0000326	Syaa.g_02343	Praj.g_01876
OG0000327	Syaa.g_02294	Praj.g_01910
OG0000328	Syaa.g_02293	Praj.g_01911
OG0000329	Syaa.g_02275	Praj.g_01928
OG0000330	Syaa.g_02274	Praj.g_01929
OG0000331	Syaa.g_02273	Praj.g_01930
OG0000332	Syaa.g_02258	Praj.g_01944
OG0000333	Syaa.g_02255	Praj.g_01946
OG0000334	Syaa.g_02246	Praj.g_01955
OG0000335	Syaa.g_02241	Praj.g_01960
OG0000336	Syaa.g_02237	Praj.g_01964
OG0000337	Syaa.g_00167	Praj.g_01982
OG0000338	Syaa.g_00162	Praj.g_01983
OG0000339	Syaa.g_00156	Praj.g_01988
OG0000340	Syaa.g_00144	Praj.g_01997
OG0000341	Syaa.g_00142	Praj.g_01999
OG0000342	Syaa.g_00141	Praj.g_02000
OG0000343	Syaa.g_00140	Praj.g_02001
OG0000344	Syaa.g_00136	Praj.g_02004
OG0000345	Syaa.g_00127	Praj.g_02009
OG0000346	Syaa.g_00122	Praj.g_02013
OG0000347	Syaa.g_00088	Praj.g_02034
OG0000348	Syaa.g_00071	Praj.g_02064
OG0000349	Syaa.g_00053	Praj.g_02082
OG0000350	Syaa.g_02336	Praj.g_02103
OG0000351	Syaa.g_02730	Praj.g_02128
OG0000352	Syaa.g_02731	Praj.g_02129
OG0000353	Syaa.g_02757	Praj.g_02148
OG0000355	Syaa.g_00001	Praj.g_00001
OG0000356	Syaa.g_00002	Praj.g_00002
OG0000357	Syaa.g_00003	Praj.g_00003
OG0000358	Syaa.g_00007	Praj.g_00007
OG0000359	Syaa.g_00009	Praj.g_00008
OG0000360	Syaa.g_00010	Praj.g_00009
OG0000361	Syaa.g_00011	Praj.g_00010
OG0000362	Syaa.g_00013	Praj.g_00012
OG0000363	Syaa.g_00015	Praj.g_00014
OG0000364	Syaa.g_00016	Praj.g_00015
OG0000365	Syaa.g_00027	Praj.g_00020
OG0000366	Syaa.g_00028	Praj.g_00021
OG0000367	Syaa.g_00029	Praj.g_00022
OG0000368	Syaa.g_00031	Praj.g_00024
OG0000369	Syaa.g_00032	Praj.g_00025
OG0000370	Syaa.g_00033	Praj.g_00026
OG0000371	Syaa.g_00041	Praj.g_00032
OG0000372	Syaa.g_00046	Praj.g_00034
OG0000373	Syaa.g_00047	Praj.g_00035
OG0000374	Syaa.g_00048	Praj.g_00036
OG0000375	Syaa.g_00049	Praj.g_00044
OG0000376	Syaa.g_00051	Praj.g_00046
OG0000377	Syaa.g_02585	Praj.g_00049
OG0000378	Syaa.g_02577	Praj.g_00051
OG0000379	Syaa.g_02574	Praj.g_00054
OG0000380	Syaa.g_00357	Praj.g_00104
OG0000381	Syaa.g_00353	Praj.g_00108
OG0000382	Syaa.g_00335	Praj.g_00119
OG0000383	Syaa.g_00333	Praj.g_00121
OG0000384	Syaa.g_00332	Praj.g_00122
OG0000385	Syaa.g_00331	Praj.g_00123
OG0000386	Syaa.g_00330	Praj.g_00124
OG0000387	Syaa.g_02371	Praj.g_00137
OG0000388	Syaa.g_02375	Praj.g_00141
OG0000389	Syaa.g_02379	Praj.g_00144
OG0000390	Syaa.g_02398	Praj.g_00153
OG0000391	Syaa.g_02403	Praj.g_00157
OG0000392	Syaa.g_02409	Praj.g_00160
OG0000393	Syaa.g_02412	Praj.g_00163
OG0000394	Syaa.g_02413	Praj.g_00164
OG0000395	Syaa.g_02414	Praj.g_00165
OG0000396	Syaa.g_02417	Praj.g_00168
OG0000397	Syaa.g_02419	Praj.g_00170
OG0000398	Syaa.g_02424	Praj.g_00173
OG0000399	Syaa.g_02425	Praj.g_00174
OG0000400	Syaa.g_02426	Praj.g_00175
OG0000401	Syaa.g_02427	Praj.g_00176
OG0000402	Syaa.g_02429	Praj.g_01057
OG0000403	Syaa.g_02430	Praj.g_00177
OG0000404	Syaa.g_02431	Praj.g_00178
OG0000405	Syaa.g_02446	Praj.g_00183
OG0000406	Syaa.g_02450	Praj.g_00187
OG0000407	Syaa.g_02451	Praj.g_00188
OG0000408	Syaa.g_02458	Praj.g_00190
OG0000409	Syaa.g_02460	Praj.g_00192
OG0000410	Syaa.g_02461	Praj.g_00193
OG0000411	Syaa.g_02462	Praj.g_00194
OG0000412	Syaa.g_02463	Praj.g_00195
OG0000413	Syaa.g_02465	Praj.g_00196
OG0000415	Syaa.g_02466	Praj.g_00198
OG0000416	Syaa.g_02467	Praj.g_00199
OG0000417	Syaa.g_02468	Praj.g_00200
OG0000418	Syaa.g_02473	Praj.g_00205
OG0000419	Syaa.g_02475	Praj.g_00207
OG0000420	Syaa.g_02477	Praj.g_00208
OG0000421	Syaa.g_02482	Praj.g_00212
OG0000422	Syaa.g_02483	Praj.g_00213
OG0000423	Syaa.g_02484	Praj.g_00214
OG0000424	Syaa.g_02485	Praj.g_00215
OG0000425	Syaa.g_02486	Praj.g_00216
OG0000426	Syaa.g_02487	Praj.g_00217
OG0000427	Syaa.g_02488	Praj.g_00218
OG0000428	Syaa.g_02491	Praj.g_00220
OG0000429	Syaa.g_02493	Praj.g_00221
OG0000430	Syaa.g_02495	Praj.g_00222
OG0000431	Syaa.g_02498	Praj.g_00224
OG0000432	Syaa.g_02504	Praj.g_00228
OG0000433	Syaa.g_02513	Praj.g_00229
OG0000434	Syaa.g_02514	Praj.g_00230
OG0000435	Syaa.g_02516	Praj.g_00231
OG0000436	Syaa.g_02525	Praj.g_00236
OG0000437	Syaa.g_02526	Praj.g_00237
OG0000438	Syaa.g_02527	Praj.g_00238
OG0000439	Syaa.g_02529	Praj.g_00240
OG0000440	Syaa.g_02530	Praj.g_00241
OG0000441	Syaa.g_02534	Praj.g_00243
OG0000442	Syaa.g_02535	Praj.g_00244
OG0000443	Syaa.g_02536	Praj.g_00245
OG0000444	Syaa.g_02542	Praj.g_00250
OG0000445	Syaa.g_02543	Praj.g_00251
OG0000446	Syaa.g_02545	Praj.g_00252
OG0000447	Syaa.g_02548	Praj.g_00253
OG0000448	Syaa.g_02549	Praj.g_00254
OG0000449	Syaa.g_02550	Praj.g_00255
OG0000450	Syaa.g_02553	Praj.g_00256
OG0000451	Syaa.g_02554	Praj.g_00257
OG0000452	Syaa.g_02558	Praj.g_00260
OG0000453	Syaa.g_02559	Praj.g_00261
OG0000454	Syaa.g_02560	Praj.g_00262
OG0000455	Syaa.g_02561	Praj.g_00263
OG0000456	Syaa.g_02562	Praj.g_00264
OG0000457	Syaa.g_02564	Praj.g_00265
OG0000458	Syaa.g_02565	Praj.g_00266
OG0000459	Syaa.g_02566	Praj.g_00267
OG0000460	Syaa.g_02111	Praj.g_00275
OG0000461	Syaa.g_00318	Praj.g_00283
OG0000462	Syaa.g_00315	Praj.g_00285
OG0000463	Syaa.g_00314	Praj.g_00286
OG0000464	Syaa.g_00313	Praj.g_00287
OG0000465	Syaa.g_00311	Praj.g_00288
OG0000466	Syaa.g_00306	Praj.g_00289
OG0000467	Syaa.g_00304	Praj.g_00290
OG0000468	Syaa.g_00299	Praj.g_00292
OG0000469	Syaa.g_00285	Praj.g_00299
OG0000470	Syaa.g_00283	Praj.g_00301
OG0000471	Syaa.g_00282	Praj.g_00302
OG0000472	Syaa.g_00280	Praj.g_00303
OG0000473	Syaa.g_00278	Praj.g_00305
OG0000474	Syaa.g_00277	Praj.g_00306
OG0000475	Syaa.g_00276	Praj.g_00307
OG0000476	Syaa.g_00274	Praj.g_00309
OG0000477	Syaa.g_00268	Praj.g_00311
OG0000478	Syaa.g_00267	Praj.g_00312
OG0000479	Syaa.g_00266	Praj.g_00313
OG0000480	Syaa.g_00259	Praj.g_00318
OG0000481	Syaa.g_00257	Praj.g_00320
OG0000482	Syaa.g_00256	Praj.g_00321
OG0000483	Syaa.g_00252	Praj.g_00324
OG0000484	Syaa.g_00251	Praj.g_00325
OG0000485	Syaa.g_00250	Praj.g_00326
OG0000486	Syaa.g_00249	Praj.g_00327
OG0000487	Syaa.g_00243	Praj.g_00330
OG0000488	Syaa.g_00239	Praj.g_00333
OG0000489	Syaa.g_00228	Praj.g_00338
OG0000490	Syaa.g_00220	Praj.g_00343
OG0000491	Syaa.g_00218	Praj.g_00344
OG0000492	Syaa.g_00214	Praj.g_00346
OG0000493	Syaa.g_00213	Praj.g_00347
OG0000494	Syaa.g_00212	Praj.g_00348
OG0000495	Syaa.g_00211	Praj.g_00349
OG0000496	Syaa.g_00210	Praj.g_00350
OG0000497	Syaa.g_00209	Praj.g_00351
OG0000498	Syaa.g_00208	Praj.g_00352
OG0000499	Syaa.g_00207	Praj.g_00353
OG0000500	Syaa.g_00206	Praj.g_00354
OG0000501	Syaa.g_00203	Praj.g_00356
OG0000502	Syaa.g_00190	Praj.g_00359
OG0000503	Syaa.g_02182	Praj.g_00380
OG0000504	Syaa.g_02180	Praj.g_00382
OG0000505	Syaa.g_02179	Praj.g_00383
OG0000506	Syaa.g_02177	Praj.g_00384
OG0000507	Syaa.g_02171	Praj.g_00387
OG0000508	Syaa.g_02167	Praj.g_00390
OG0000509	Syaa.g_02165	Praj.g_00392
OG0000510	Syaa.g_02164	Praj.g_00393
OG0000511	Syaa.g_02163	Praj.g_00394
OG0000512	Syaa.g_02161	Praj.g_00396
OG0000513	Syaa.g_02145	Praj.g_00406
OG0000514	Syaa.g_02118	Praj.g_00425
OG0000515	Syaa.g_02117	Praj.g_00426
OG0000516	Syaa.g_00698	Praj.g_00427
OG0000517	Syaa.g_00702	Praj.g_00429
OG0000518	Syaa.g_00714	Praj.g_00440
OG0000519	Syaa.g_00715	Praj.g_00441
OG0000520	Syaa.g_00716	Praj.g_00442
OG0000521	Syaa.g_01864	Praj.g_00447
OG0000522	Syaa.g_01862	Praj.g_00449
OG0000523	Syaa.g_01859	Praj.g_00450
OG0000524	Syaa.g_01856	Praj.g_00457
OG0000525	Syaa.g_01851	Praj.g_00461
OG0000526	Syaa.g_01848	Praj.g_00462
OG0000527	Syaa.g_01844	Praj.g_00465
OG0000528	Syaa.g_02054	Praj.g_00471
OG0000529	Syaa.g_02050	Praj.g_00474
OG0000530	Syaa.g_02047	Praj.g_00477
OG0000531	Syaa.g_02046	Praj.g_00478
OG0000532	Syaa.g_02043	Praj.g_00479
OG0000533	Syaa.g_02042	Praj.g_00480
OG0000534	Syaa.g_02041	Praj.g_00481
OG0000535	Syaa.g_02040	Praj.g_00482
OG0000536	Syaa.g_02039	Praj.g_00483
OG0000537	Syaa.g_02038	Praj.g_00484
OG0000538	Syaa.g_02027	Praj.g_00492
OG0000539	Syaa.g_02026	Praj.g_00493
OG0000540	Syaa.g_02025	Praj.g_00494
OG0000541	Syaa.g_02024	Praj.g_00495
OG0000542	Syaa.g_02021	Praj.g_00497
OG0000543	Syaa.g_02019	Praj.g_00499
OG0000544	Syaa.g_02018	Praj.g_00500
OG0000545	Syaa.g_02016	Praj.g_00502
OG0000546	Syaa.g_02014	Praj.g_00505
OG0000547	Syaa.g_02012	Praj.g_00507
OG0000548	Syaa.g_02011	Praj.g_00508
OG0000549	Syaa.g_02003	Praj.g_00511
OG0000550	Syaa.g_01998	Praj.g_00515
OG0000551	Syaa.g_01993	Praj.g_00518
OG0000552	Syaa.g_01992	Praj.g_00519
OG0000553	Syaa.g_01990	Praj.g_00520
OG0000554	Syaa.g_01979	Praj.g_00525
OG0000555	Syaa.g_01961	Praj.g_00533
