Orthogroup	Syaa	Syam
OG0000122	Syaa.g_01598	Syam.g_01436
OG0000123	Syaa.g_02242	Syam.g_00379
OG0000124	Syaa.g_00092	Syam.g_00096
OG0000125	Syaa.g_02598	Syam.g_02319
OG0000126	Syaa.g_02752	Syam.g_02440
OG0000127	Syaa.g_00377, Syaa.g_00390	Syam.g_02032
OG0000128	Syaa.g_00012	Syam.g_00012
OG0000129	Syaa.g_02586	Syam.g_02307
OG0000130	Syaa.g_00354	Syam.g_02062
OG0000131	Syaa.g_02448	Syam.g_02191
OG0000132	Syaa.g_02472	Syam.g_02211
OG0000133	Syaa.g_01361	Syam.g_01120
OG0000134	Syaa.g_02146	Syam.g_00492
OG0000135	Syaa.g_02649	Syam.g_02347
OG0000136	Syaa.g_00708	Syam.g_01857
OG0000137	Syaa.g_01842	Syam.g_01668
OG0000138	Syaa.g_02035	Syam.g_00599
OG0000139	Syaa.g_01974	Syam.g_00657
OG0000140	Syaa.g_01971	Syam.g_00659
OG0000141	Syaa.g_01689	Syam.g_01514
OG0000142	Syaa.g_01633	Syam.g_01468
OG0000143	Syaa.g_01629	Syam.g_01464
OG0000144	Syaa.g_01446	Syam.g_01032
OG0000145	Syaa.g_02029	Syam.g_00605
OG0000146	Syaa.g_01367	Syam.g_01114
OG0000147	Syaa.g_01368	Syam.g_01113
OG0000148	Syaa.g_01190	Syam.g_01270
OG0000149	Syaa.g_00826	Syam.g_00725
OG0000150	Syaa.g_01688	Syam.g_00660
OG0000151	Syaa.g_01107	Syam.g_01338
OG0000152	Syaa.g_01357	Syam.g_01124
OG0000153	Syaa.g_01324	Syam.g_01160
OG0000154	Syaa.g_01298	Syam.g_01187
OG0000155	Syaa.g_00804	Syam.g_01763
OG0000156	Syaa.g_00751	Syam.g_01814
OG0000157	Syaa.g_00750	Syam.g_01815
OG0000158	Syaa.g_00148	Syam.g_00139
OG0000160	Syaa.g_01776	Syam.g_01614
OG0000161	Syaa.g_01782	Syam.g_01620
OG0000162	Syaa.g_01788	Syam.g_01627
OG0000163	Syaa.g_00624	Syam.g_01927
OG0000164	Syaa.g_00507	Syam.g_02023
OG0000165	Syaa.g_00681	Syam.g_01879, Syam.g_01878
OG0000166	Syaa.g_02289	Syam.g_00330
OG0000167	Syaa.g_00160	Syam.g_00151
OG0000168	Syaa.g_00145	Syam.g_00138
OG0000169	Syaa.g_00134	Syam.g_00127
OG0000170	Syaa.g_00128	Syam.g_00120
OG0000171	Syaa.g_00093	Syam.g_00097
OG0000172	Syaa.g_00079	Syam.g_00075
OG0000173	Syaa.g_00060	Syam.g_00057
OG0000174	Syaa.g_02651	Syam.g_02349
OG0000175	Syaa.g_02726	Syam.g_02417
OG0000176	Syaa.g_00004	Syam.g_00004
OG0000177	Syaa.g_00005	Syam.g_00005
OG0000178	Syaa.g_00006	Syam.g_00006
OG0000179	Syaa.g_00023	Syam.g_00021
OG0000180	Syaa.g_00024	Syam.g_00022
OG0000181	Syaa.g_00025	Syam.g_00023
OG0000182	Syaa.g_00026	Syam.g_00024
OG0000183	Syaa.g_00030	Syam.g_00028
OG0000184	Syaa.g_02578	Syam.g_02298
OG0000185	Syaa.g_02575	Syam.g_02295
OG0000186	Syaa.g_00359	Syam.g_02058
OG0000187	Syaa.g_00358	Syam.g_02059
OG0000188	Syaa.g_00334	Syam.g_02081
OG0000189	Syaa.g_02367	Syam.g_02108
OG0000190	Syaa.g_02369	Syam.g_02110
OG0000191	Syaa.g_02404	Syam.g_02142
OG0000192	Syaa.g_02410	Syam.g_02148
OG0000193	Syaa.g_02449	Syam.g_02192
OG0000194	Syaa.g_02452	Syam.g_02195
OG0000195	Syaa.g_02459	Syam.g_02197
OG0000196	Syaa.g_02469	Syam.g_02208
OG0000197	Syaa.g_02470	Syam.g_02209
OG0000198	Syaa.g_02471	Syam.g_02210
OG0000199	Syaa.g_02479	Syam.g_02218
OG0000200	Syaa.g_02496	Syam.g_02234
OG0000201	Syaa.g_02521	Syam.g_02248
OG0000202	Syaa.g_02522	Syam.g_02249
OG0000203	Syaa.g_02523	Syam.g_02250
OG0000204	Syaa.g_02524	Syam.g_02251
OG0000205	Syaa.g_02531	Syam.g_02258
OG0000206	Syaa.g_02538	Syam.g_02264
OG0000207	Syaa.g_02540	Syam.g_02266
OG0000208	Syaa.g_02541	Syam.g_02267
OG0000209	Syaa.g_02556	Syam.g_02278
OG0000210	Syaa.g_02557	Syam.g_02279
OG0000211	Syaa.g_02113	Syam.g_00504
OG0000212	Syaa.g_02102	Syam.g_00515
OG0000213	Syaa.g_00295	Syam.g_00263
OG0000214	Syaa.g_00279	Syam.g_00247
OG0000215	Syaa.g_00248	Syam.g_00216
OG0000216	Syaa.g_00244	Syam.g_00212
OG0000217	Syaa.g_00240	Syam.g_00208
OG0000218	Syaa.g_00238	Syam.g_00206
OG0000219	Syaa.g_00237	Syam.g_00205
OG0000220	Syaa.g_00236	Syam.g_00204
OG0000221	Syaa.g_00229	Syam.g_00198
OG0000222	Syaa.g_00215	Syam.g_00186
OG0000223	Syaa.g_00192	Syam.g_00168
OG0000224	Syaa.g_00183	Syam.g_00164
OG0000225	Syaa.g_02166	Syam.g_00473
OG0000226	Syaa.g_02162	Syam.g_00477
OG0000227	Syaa.g_02160	Syam.g_00479
OG0000228	Syaa.g_02150	Syam.g_00488
OG0000229	Syaa.g_00703	Syam.g_01867
OG0000230	Syaa.g_00705	Syam.g_01865
OG0000231	Syaa.g_00717	Syam.g_01848
OG0000232	Syaa.g_01858	Syam.g_01692
OG0000233	Syaa.g_01853	Syam.g_01678
OG0000234	Syaa.g_01841	Syam.g_01667
OG0000235	Syaa.g_02052	Syam.g_00582
OG0000236	Syaa.g_02037	Syam.g_00597
OG0000237	Syaa.g_02020	Syam.g_00614
OG0000238	Syaa.g_02015	Syam.g_00619
OG0000239	Syaa.g_01996	Syam.g_00637
OG0000240	Syaa.g_01995	Syam.g_00638
OG0000241	Syaa.g_01644	Syam.g_01477
OG0000242	Syaa.g_01982	Syam.g_00649
OG0000243	Syaa.g_01960	Syam.g_00668
OG0000244	Syaa.g_01954	Syam.g_00674
OG0000245	Syaa.g_01952	Syam.g_00676
OG0000246	Syaa.g_01948	Syam.g_00680
OG0000247	Syaa.g_01937	Syam.g_00692
OG0000248	Syaa.g_01934	Syam.g_00695
OG0000249	Syaa.g_01932	Syam.g_00697
OG0000250	Syaa.g_01922	Syam.g_01747
OG0000251	Syaa.g_01897	Syam.g_01722
OG0000252	Syaa.g_01894	Syam.g_01719
OG0000253	Syaa.g_01893	Syam.g_01718
OG0000254	Syaa.g_01684	Syam.g_01510
OG0000255	Syaa.g_01668	Syam.g_01500
OG0000256	Syaa.g_01651	Syam.g_01484
OG0000257	Syaa.g_01645	Syam.g_01478
OG0000258	Syaa.g_01624	Syam.g_01459
OG0000259	Syaa.g_01063	Syam.g_01378
OG0000260	Syaa.g_01066	Syam.g_01375
OG0000261	Syaa.g_01069	Syam.g_01372
OG0000262	Syaa.g_01074	Syam.g_01367
OG0000263	Syaa.g_00989	Syam.g_00885
OG0000264	Syaa.g_00910	Syam.g_00805
OG0000265	Syaa.g_01498	Syam.g_01880
OG0000266	Syaa.g_01258	Syam.g_01234
OG0000267	Syaa.g_01409	Syam.g_01071
OG0000268	Syaa.g_01408	Syam.g_01072
OG0000269	Syaa.g_01149	Syam.g_01295
OG0000270	Syaa.g_01152	Syam.g_01292
OG0000271	Syaa.g_01160	Syam.g_01284
OG0000272	Syaa.g_01161	Syam.g_01283
OG0000273	Syaa.g_00844	Syam.g_00745
OG0000274	Syaa.g_00843	Syam.g_00744
OG0000275	Syaa.g_00840	Syam.g_00741
OG0000276	Syaa.g_00834	Syam.g_00733
OG0000277	Syaa.g_00833	Syam.g_00732
OG0000278	Syaa.g_00830	Syam.g_00729
OG0000279	Syaa.g_00822	Syam.g_00721
OG0000280	Syaa.g_00815	Syam.g_00701
OG0000282	Syaa.g_01096	Syam.g_01347
OG0000283	Syaa.g_01396	Syam.g_01087
OG0000284	Syaa.g_01390	Syam.g_01093
OG0000285	Syaa.g_01377	Syam.g_01105
OG0000286	Syaa.g_01358	Syam.g_01123
OG0000287	Syaa.g_01330	Syam.g_01153
OG0000288	Syaa.g_01299	Syam.g_01186
OG0000289	Syaa.g_01285	Syam.g_01201
OG0000290	Syaa.g_00875	Syam.g_00771
OG0000291	Syaa.g_00877	Syam.g_00773
OG0000292	Syaa.g_02751	Syam.g_02439
OG0000293	Syaa.g_00758	Syam.g_01806
OG0000294	Syaa.g_00759	Syam.g_01805
OG0000295	Syaa.g_00796	Syam.g_01771
OG0000296	Syaa.g_00798	Syam.g_01769
OG0000297	Syaa.g_01021	Syam.g_00906
OG0000298	Syaa.g_01010	Syam.g_00905
OG0000299	Syaa.g_00982	Syam.g_00878
OG0000300	Syaa.g_00976	Syam.g_00871
OG0000301	Syaa.g_00975	Syam.g_00870
OG0000302	Syaa.g_00972	Syam.g_00868
OG0000303	Syaa.g_00963	Syam.g_00859
OG0000304	Syaa.g_00957	Syam.g_00853
OG0000305	Syaa.g_00881	Syam.g_00776
OG0000306	Syaa.g_00807	Syam.g_01757
OG0000307	Syaa.g_02068	Syam.g_00566
OG0000308	Syaa.g_02070	Syam.g_00564
OG0000309	Syaa.g_02075	Syam.g_00559
OG0000310	Syaa.g_01752	Syam.g_01591
OG0000311	Syaa.g_01757	Syam.g_01595
OG0000312	Syaa.g_01762	Syam.g_01601
OG0000313	Syaa.g_01779	Syam.g_01617
OG0000314	Syaa.g_01806	Syam.g_01647
OG0000315	Syaa.g_01816	Syam.g_01658
OG0000316	Syaa.g_00598	Syam.g_01945
OG0000317	Syaa.g_00556	Syam.g_01987
OG0000318	Syaa.g_00550	Syam.g_01991
OG0000319	Syaa.g_00532	Syam.g_02006
OG0000320	Syaa.g_00530	Syam.g_02008
OG0000321	Syaa.g_00529	Syam.g_02009
OG0000322	Syaa.g_00528	Syam.g_02010
OG0000323	Syaa.g_00496	Syam.g_02025
OG0000324	Syaa.g_00653	Syam.g_01906
OG0000325	Syaa.g_02350	Syam.g_00289
OG0000326	Syaa.g_02343	Syam.g_00296
OG0000327	Syaa.g_02294	Syam.g_00325
OG0000328	Syaa.g_02293	Syam.g_00326
OG0000329	Syaa.g_02275	Syam.g_00344
OG0000330	Syaa.g_02274	Syam.g_00345
OG0000331	Syaa.g_02273	Syam.g_00346
OG0000332	Syaa.g_02258	Syam.g_00361
OG0000333	Syaa.g_02255	Syam.g_00364
OG0000334	Syaa.g_02246	Syam.g_00375
OG0000335	Syaa.g_02241	Syam.g_00380
OG0000336	Syaa.g_02237	Syam.g_00384
OG0000337	Syaa.g_00167	Syam.g_00155
OG0000338	Syaa.g_00162	Syam.g_00153
OG0000339	Syaa.g_00156	Syam.g_00147
OG0000340	Syaa.g_00144	Syam.g_00137
OG0000341	Syaa.g_00142	Syam.g_00135
OG0000342	Syaa.g_00141	Syam.g_00134
OG0000343	Syaa.g_00140	Syam.g_00133
OG0000344	Syaa.g_00136	Syam.g_00129
OG0000345	Syaa.g_00127	Syam.g_00119
OG0000346	Syaa.g_00122	Syam.g_00114
OG0000347	Syaa.g_00088	Syam.g_00083
OG0000348	Syaa.g_00071	Syam.g_00068
OG0000349	Syaa.g_00053	Syam.g_00050
OG0000350	Syaa.g_02336	Syam.g_00303
OG0000351	Syaa.g_02730	Syam.g_02420
OG0000352	Syaa.g_02731	Syam.g_02421
OG0000353	Syaa.g_02757	Syam.g_02445
OG0000354	Syaa.g_02008, Syaa.g_02009	Syam.g_00626, Syam.g_00625
OG0000355	Syaa.g_00001	Syam.g_00001
OG0000356	Syaa.g_00002	Syam.g_00002
OG0000357	Syaa.g_00003	Syam.g_00003
OG0000358	Syaa.g_00007	Syam.g_00007
OG0000359	Syaa.g_00009	Syam.g_00009
OG0000360	Syaa.g_00010	Syam.g_00010
OG0000361	Syaa.g_00011	Syam.g_00011
OG0000362	Syaa.g_00013	Syam.g_00013
OG0000363	Syaa.g_00015	Syam.g_00015
OG0000364	Syaa.g_00016	Syam.g_00016
OG0000365	Syaa.g_00027	Syam.g_00025
OG0000366	Syaa.g_00028	Syam.g_00026
OG0000367	Syaa.g_00029	Syam.g_00027
OG0000368	Syaa.g_00031	Syam.g_00029
OG0000369	Syaa.g_00032	Syam.g_00030
OG0000370	Syaa.g_00033	Syam.g_00031
OG0000371	Syaa.g_00041	Syam.g_00038
OG0000372	Syaa.g_00046	Syam.g_00043
OG0000373	Syaa.g_00047	Syam.g_00044
OG0000374	Syaa.g_00048	Syam.g_00045
OG0000375	Syaa.g_00049	Syam.g_00046
OG0000376	Syaa.g_00051	Syam.g_00048
OG0000377	Syaa.g_02585	Syam.g_02306
OG0000378	Syaa.g_02577	Syam.g_02297
OG0000379	Syaa.g_02574	Syam.g_02294
OG0000380	Syaa.g_00357	Syam.g_02060
OG0000381	Syaa.g_00353	Syam.g_02063
OG0000382	Syaa.g_00335	Syam.g_02080
OG0000383	Syaa.g_00333	Syam.g_02083
OG0000384	Syaa.g_00332	Syam.g_02084
OG0000385	Syaa.g_00331	Syam.g_02085
OG0000386	Syaa.g_00330	Syam.g_02086
OG0000387	Syaa.g_02371	Syam.g_02112
OG0000388	Syaa.g_02375	Syam.g_02116
OG0000389	Syaa.g_02379	Syam.g_02120
OG0000390	Syaa.g_02398	Syam.g_02136
OG0000391	Syaa.g_02403	Syam.g_02141
OG0000392	Syaa.g_02409	Syam.g_02147
OG0000393	Syaa.g_02412	Syam.g_02149
OG0000394	Syaa.g_02413	Syam.g_02150
OG0000395	Syaa.g_02414	Syam.g_02151
OG0000396	Syaa.g_02417	Syam.g_02153
OG0000397	Syaa.g_02419	Syam.g_02160
OG0000398	Syaa.g_02424	Syam.g_02165
OG0000399	Syaa.g_02425	Syam.g_02166
OG0000400	Syaa.g_02426	Syam.g_02167
OG0000401	Syaa.g_02427	Syam.g_02168
OG0000402	Syaa.g_02429	Syam.g_02171
OG0000403	Syaa.g_02430	Syam.g_02172
OG0000404	Syaa.g_02431	Syam.g_02173
OG0000405	Syaa.g_02446	Syam.g_02189
OG0000406	Syaa.g_02450	Syam.g_02193
OG0000407	Syaa.g_02451	Syam.g_02194
OG0000408	Syaa.g_02458	Syam.g_02196
OG0000409	Syaa.g_02460	Syam.g_02198
OG0000410	Syaa.g_02461	Syam.g_02199
OG0000411	Syaa.g_02462	Syam.g_02200
OG0000412	Syaa.g_02463	Syam.g_02201
OG0000413	Syaa.g_02465	Syam.g_02203
OG0000415	Syaa.g_02466	Syam.g_02205
OG0000416	Syaa.g_02467	Syam.g_02206
OG0000417	Syaa.g_02468	Syam.g_02207
OG0000418	Syaa.g_02473	Syam.g_02212
OG0000419	Syaa.g_02475	Syam.g_02214
OG0000420	Syaa.g_02477	Syam.g_02216
OG0000421	Syaa.g_02482	Syam.g_02221
OG0000422	Syaa.g_02483	Syam.g_02222
OG0000423	Syaa.g_02484	Syam.g_02223
OG0000424	Syaa.g_02485	Syam.g_02224
OG0000425	Syaa.g_02486	Syam.g_02225
OG0000426	Syaa.g_02487	Syam.g_02226
OG0000427	Syaa.g_02488	Syam.g_02227
OG0000428	Syaa.g_02491	Syam.g_02230
OG0000429	Syaa.g_02493	Syam.g_02232
OG0000430	Syaa.g_02495	Syam.g_02233
OG0000431	Syaa.g_02498	Syam.g_02237
OG0000432	Syaa.g_02504	Syam.g_02243
OG0000433	Syaa.g_02513	Syam.g_02244
OG0000434	Syaa.g_02514	Syam.g_02245
OG0000435	Syaa.g_02516	Syam.g_02246
OG0000436	Syaa.g_02525	Syam.g_02252
OG0000437	Syaa.g_02526	Syam.g_02253
OG0000438	Syaa.g_02527	Syam.g_02254
OG0000439	Syaa.g_02529	Syam.g_02256
OG0000440	Syaa.g_02530	Syam.g_02257
OG0000441	Syaa.g_02534	Syam.g_02261
OG0000442	Syaa.g_02535	Syam.g_02262
OG0000443	Syaa.g_02536	Syam.g_02263
OG0000444	Syaa.g_02542	Syam.g_02268
OG0000445	Syaa.g_02543	Syam.g_02269
OG0000446	Syaa.g_02545	Syam.g_02270
OG0000447	Syaa.g_02548	Syam.g_02272
OG0000448	Syaa.g_02549	Syam.g_02273
OG0000449	Syaa.g_02550	Syam.g_02274
OG0000450	Syaa.g_02553	Syam.g_02275
OG0000451	Syaa.g_02554	Syam.g_02276
OG0000452	Syaa.g_02558	Syam.g_02280
OG0000453	Syaa.g_02559	Syam.g_02281
OG0000454	Syaa.g_02560	Syam.g_02282
OG0000455	Syaa.g_02561	Syam.g_02283
OG0000456	Syaa.g_02562	Syam.g_02284
OG0000457	Syaa.g_02564	Syam.g_02286
OG0000458	Syaa.g_02565	Syam.g_02287
OG0000459	Syaa.g_02566	Syam.g_02288
OG0000460	Syaa.g_02111	Syam.g_00506
OG0000461	Syaa.g_00318	Syam.g_00284
OG0000462	Syaa.g_00315	Syam.g_00281
OG0000463	Syaa.g_00314	Syam.g_00280
OG0000464	Syaa.g_00313	Syam.g_00279
OG0000465	Syaa.g_00311	Syam.g_00277
OG0000466	Syaa.g_00306	Syam.g_00273
OG0000467	Syaa.g_00304	Syam.g_00271
OG0000468	Syaa.g_00299	Syam.g_00266
OG0000469	Syaa.g_00285	Syam.g_00253
OG0000470	Syaa.g_00283	Syam.g_00251
OG0000471	Syaa.g_00282	Syam.g_00250
OG0000472	Syaa.g_00280	Syam.g_00248
OG0000473	Syaa.g_00278	Syam.g_00246
OG0000474	Syaa.g_00277	Syam.g_00245
OG0000475	Syaa.g_00276	Syam.g_00244
OG0000476	Syaa.g_00274	Syam.g_00242
OG0000477	Syaa.g_00268	Syam.g_00236
OG0000478	Syaa.g_00267	Syam.g_00235
OG0000479	Syaa.g_00266	Syam.g_00234
OG0000480	Syaa.g_00259	Syam.g_00227
OG0000481	Syaa.g_00257	Syam.g_00225
OG0000482	Syaa.g_00256	Syam.g_00224
OG0000483	Syaa.g_00252	Syam.g_00220
OG0000484	Syaa.g_00251	Syam.g_00219
OG0000485	Syaa.g_00250	Syam.g_00218
OG0000486	Syaa.g_00249	Syam.g_00217
OG0000487	Syaa.g_00243	Syam.g_00211
OG0000488	Syaa.g_00239	Syam.g_00207
OG0000489	Syaa.g_00228	Syam.g_00197
OG0000490	Syaa.g_00220	Syam.g_00189
OG0000491	Syaa.g_00218	Syam.g_00187
OG0000492	Syaa.g_00214	Syam.g_00185
OG0000493	Syaa.g_00213	Syam.g_00184
OG0000494	Syaa.g_00212	Syam.g_00183
OG0000495	Syaa.g_00211	Syam.g_00182
OG0000496	Syaa.g_00210	Syam.g_00181
OG0000497	Syaa.g_00209	Syam.g_00180
OG0000498	Syaa.g_00208	Syam.g_00179
OG0000499	Syaa.g_00207	Syam.g_00178
OG0000500	Syaa.g_00206	Syam.g_00177
OG0000501	Syaa.g_00203	Syam.g_00174
OG0000502	Syaa.g_00190	Syam.g_00165
OG0000503	Syaa.g_02182	Syam.g_00457
OG0000504	Syaa.g_02180	Syam.g_00459
OG0000505	Syaa.g_02179	Syam.g_00460
OG0000506	Syaa.g_02177	Syam.g_00462
OG0000507	Syaa.g_02171	Syam.g_00468
OG0000508	Syaa.g_02167	Syam.g_00472
OG0000509	Syaa.g_02165	Syam.g_00474
OG0000510	Syaa.g_02164	Syam.g_00475
OG0000511	Syaa.g_02163	Syam.g_00476
OG0000512	Syaa.g_02161	Syam.g_00478
OG0000513	Syaa.g_02145	Syam.g_00493
OG0000514	Syaa.g_02118	Syam.g_00499
OG0000515	Syaa.g_02117	Syam.g_00500
OG0000516	Syaa.g_00698	Syam.g_01862
OG0000517	Syaa.g_00702	Syam.g_01868
OG0000518	Syaa.g_00714	Syam.g_01851
OG0000519	Syaa.g_00715	Syam.g_01850
OG0000520	Syaa.g_00716	Syam.g_01849
OG0000521	Syaa.g_01864	Syam.g_01696
OG0000522	Syaa.g_01862	Syam.g_01694
OG0000523	Syaa.g_01859	Syam.g_01693
OG0000524	Syaa.g_01856	Syam.g_01681
OG0000525	Syaa.g_01851	Syam.g_01677
OG0000526	Syaa.g_01848	Syam.g_01674
OG0000527	Syaa.g_01844	Syam.g_01670
OG0000528	Syaa.g_02054	Syam.g_00580
OG0000529	Syaa.g_02050	Syam.g_00584
OG0000530	Syaa.g_02047	Syam.g_00587
OG0000531	Syaa.g_02046	Syam.g_00588
OG0000532	Syaa.g_02043	Syam.g_00591
OG0000533	Syaa.g_02042	Syam.g_00592
OG0000534	Syaa.g_02041	Syam.g_00593
OG0000535	Syaa.g_02040	Syam.g_00594
OG0000536	Syaa.g_02039	Syam.g_00595
OG0000537	Syaa.g_02038	Syam.g_00596
OG0000538	Syaa.g_02027	Syam.g_00607
OG0000539	Syaa.g_02026	Syam.g_00608
OG0000540	Syaa.g_02025	Syam.g_00609
OG0000541	Syaa.g_02024	Syam.g_00610
OG0000542	Syaa.g_02021	Syam.g_00613
OG0000543	Syaa.g_02019	Syam.g_00615
OG0000544	Syaa.g_02018	Syam.g_00616
