Orthogroup	Prbi	Prbj
OG0000109	Prbi.g_00555	Prbj.g_01866
OG0000110	Prbi.g_00571	Prbj.g_01885
OG0000111	Prbi.g_00654	Prbj.g_00792
OG0000112	Prbi.g_00655	Prbj.g_00793
OG0000113	Prbi.g_00767	Prbj.g_02314
OG0000114	Prbi.g_00845	Prbj.g_02410
OG0000115	Prbi.g_01009	Prbj.g_02268
OG0000116	Prbi.g_01013	Prbj.g_02260
OG0000117	Prbi.g_01083	Prbj.g_01841
OG0000118	Prbi.g_01136	Prbj.g_02066
OG0000119	Prbi.g_01177	Prbj.g_01992
OG0000120	Prbi.g_01213	Prbj.g_00843
OG0000121	Prbi.g_01232	Prbj.g_00003
OG0000122	Prbi.g_01251	Prbj.g_02156
OG0000123	Prbi.g_01264	Prbj.g_00020
OG0000124	Prbi.g_01277	Prbj.g_01848
OG0000125	Prbi.g_01403	Prbj.g_01742
OG0000126	Prbi.g_01439	Prbj.g_01639
OG0000127	Prbi.g_01576	Prbj.g_01040
OG0000128	Prbi.g_01592	Prbj.g_01057
OG0000129	Prbi.g_01627	Prbj.g_00656
OG0000130	Prbi.g_01785	Prbj.g_00863
OG0000131	Prbi.g_01823	Prbj.g_00461
OG0000132	Prbi.g_01826	Prbj.g_00458
OG0000133	Prbi.g_01897	Prbj.g_01024
OG0000134	Prbi.g_01933	Prbj.g_00987
OG0000135	Prbi.g_01935	Prbj.g_00985
OG0000136	Prbi.g_01979	Prbj.g_01516
OG0000137	Prbi.g_02011	Prbj.g_01280
OG0000138	Prbi.g_02059	Prbj.g_01963
OG0000139	Prbi.g_02086	Prbj.g_02047
OG0000140	Prbi.g_00001	Prbj.g_02074
OG0000141	Prbi.g_00002	Prbj.g_02075
OG0000142	Prbi.g_00004	Prbj.g_02077
OG0000143	Prbi.g_00005	Prbj.g_02078
OG0000144	Prbi.g_00007	Prbj.g_02080
OG0000145	Prbi.g_00008	Prbj.g_02082
OG0000146	Prbi.g_00009	Prbj.g_02083
OG0000147	Prbi.g_00010	Prbj.g_02084
OG0000148	Prbi.g_00012	Prbj.g_02086
OG0000149	Prbi.g_00014	Prbj.g_01182
OG0000150	Prbi.g_00015	Prbj.g_01183
OG0000151	Prbi.g_00016	Prbj.g_01188
OG0000152	Prbi.g_00017	Prbj.g_01189
OG0000153	Prbi.g_00018	Prbj.g_01190
OG0000154	Prbi.g_00019	Prbj.g_01191
OG0000155	Prbi.g_00020	Prbj.g_01192
OG0000156	Prbi.g_00021	Prbj.g_01193
OG0000157	Prbi.g_00022	Prbj.g_01194
OG0000158	Prbi.g_00024	Prbj.g_01196
OG0000159	Prbi.g_00025	Prbj.g_01197
OG0000160	Prbi.g_00026	Prbj.g_01198
OG0000161	Prbi.g_00027	Prbj.g_01199
OG0000162	Prbi.g_00028	Prbj.g_01200
OG0000163	Prbi.g_00029	Prbj.g_01202
OG0000164	Prbi.g_00032	Prbj.g_01207
OG0000165	Prbi.g_00035	Prbj.g_01212
OG0000166	Prbi.g_00036	Prbj.g_01213
OG0000167	Prbi.g_00037	Prbj.g_01214
OG0000168	Prbi.g_00049	Prbj.g_01215
OG0000169	Prbi.g_00051	Prbj.g_01217
OG0000170	Prbi.g_00052	Prbj.g_01953
OG0000171	Prbi.g_00053	Prbj.g_01951
OG0000172	Prbi.g_00056	Prbj.g_01950
OG0000173	Prbi.g_00057	Prbj.g_01943
OG0000174	Prbi.g_00058	Prbj.g_01936
OG0000175	Prbi.g_00059	Prbj.g_01928
OG0000176	Prbi.g_00061	Prbj.g_01920
OG0000177	Prbi.g_00062	Prbj.g_01919
OG0000178	Prbi.g_00063	Prbj.g_01918
OG0000179	Prbi.g_00071	Prbj.g_00558
OG0000180	Prbi.g_00072	Prbj.g_00560
OG0000181	Prbi.g_00073	Prbj.g_00561
OG0000182	Prbi.g_00076	Prbj.g_00564
OG0000183	Prbi.g_00077	Prbj.g_00565
OG0000184	Prbi.g_00080	Prbj.g_00569
OG0000185	Prbi.g_00084	Prbj.g_00575
OG0000186	Prbi.g_00085	Prbj.g_00576
OG0000187	Prbi.g_00086	Prbj.g_00047
OG0000188	Prbi.g_00087	Prbj.g_00577
OG0000189	Prbi.g_00088	Prbj.g_00580
OG0000190	Prbi.g_00089	Prbj.g_00581
OG0000191	Prbi.g_00090	Prbj.g_00582
OG0000192	Prbi.g_00091	Prbj.g_00583
OG0000193	Prbi.g_00092	Prbj.g_00584
OG0000194	Prbi.g_00093	Prbj.g_00585
OG0000195	Prbi.g_00095	Prbj.g_00589
OG0000196	Prbi.g_00096	Prbj.g_00590
OG0000197	Prbi.g_00097	Prbj.g_00596
OG0000198	Prbi.g_00098	Prbj.g_00600
OG0000199	Prbi.g_00101	Prbj.g_00605
OG0000200	Prbi.g_00102	Prbj.g_00606
OG0000201	Prbi.g_00103	Prbj.g_00607
OG0000202	Prbi.g_00104	Prbj.g_00609
OG0000203	Prbi.g_00105	Prbj.g_00610
OG0000204	Prbi.g_00106	Prbj.g_00611
OG0000205	Prbi.g_00107	Prbj.g_00613
OG0000206	Prbi.g_00108	Prbj.g_00614
OG0000207	Prbi.g_00109	Prbj.g_00615
OG0000208	Prbi.g_00110	Prbj.g_00616
OG0000209	Prbi.g_00111	Prbj.g_00617
OG0000210	Prbi.g_00113	Prbj.g_00619
OG0000211	Prbi.g_00114	Prbj.g_00620
OG0000212	Prbi.g_00115	Prbj.g_00621
OG0000213	Prbi.g_00116	Prbj.g_00624
OG0000214	Prbi.g_00118	Prbj.g_00630
OG0000215	Prbi.g_00119	Prbj.g_01550
OG0000216	Prbi.g_00121	Prbj.g_01552
OG0000217	Prbi.g_00123	Prbj.g_01554
OG0000218	Prbi.g_00124	Prbj.g_01556
OG0000219	Prbi.g_00125	Prbj.g_01557
OG0000220	Prbi.g_00128	Prbj.g_01562
OG0000221	Prbi.g_00130	Prbj.g_01567
OG0000222	Prbi.g_00131	Prbj.g_01568
OG0000223	Prbi.g_00132	Prbj.g_01569
OG0000224	Prbi.g_00135	Prbj.g_01530
OG0000225	Prbi.g_00137	Prbj.g_01532
OG0000226	Prbi.g_00138	Prbj.g_01535
OG0000227	Prbi.g_00139	Prbj.g_01537
OG0000228	Prbi.g_00140	Prbj.g_01538
OG0000229	Prbi.g_00141	Prbj.g_01539
OG0000230	Prbi.g_00142	Prbj.g_01540
OG0000231	Prbi.g_00144	Prbj.g_01542
OG0000232	Prbi.g_00145	Prbj.g_01543
OG0000233	Prbi.g_00148	Prbj.g_01548
OG0000234	Prbi.g_00150	Prbj.g_00545
OG0000235	Prbi.g_00169	Prbj.g_00543
OG0000236	Prbi.g_00170	Prbj.g_00542
OG0000237	Prbi.g_00171	Prbj.g_00541
OG0000238	Prbi.g_00172	Prbj.g_00540
OG0000239	Prbi.g_00173	Prbj.g_00539
OG0000240	Prbi.g_00175	Prbj.g_00537
OG0000241	Prbi.g_00176	Prbj.g_00536
OG0000242	Prbi.g_00177	Prbj.g_00535
OG0000243	Prbi.g_00178	Prbj.g_00534
OG0000244	Prbi.g_00179	Prbj.g_00533
OG0000245	Prbi.g_00180	Prbj.g_00531
OG0000246	Prbi.g_00182	Prbj.g_00529
OG0000247	Prbi.g_00183	Prbj.g_00528
OG0000248	Prbi.g_00184	Prbj.g_00527
OG0000249	Prbi.g_00185	Prbj.g_00526
OG0000250	Prbi.g_00186	Prbj.g_00525
OG0000251	Prbi.g_00187	Prbj.g_00524
OG0000252	Prbi.g_00188	Prbj.g_00523
OG0000253	Prbi.g_00189	Prbj.g_00522
OG0000254	Prbi.g_00191	Prbj.g_00520
OG0000255	Prbi.g_00192	Prbj.g_00519
OG0000256	Prbi.g_00195	Prbj.g_00516
OG0000257	Prbi.g_00197	Prbj.g_00515
OG0000258	Prbi.g_00198	Prbj.g_00514
OG0000259	Prbi.g_00199	Prbj.g_00513
OG0000260	Prbi.g_00200	Prbj.g_00512
OG0000261	Prbi.g_00201	Prbj.g_00511
OG0000262	Prbi.g_00202	Prbj.g_00510
OG0000263	Prbi.g_00203	Prbj.g_00509
OG0000264	Prbi.g_00205	Prbj.g_02369
OG0000265	Prbi.g_00206	Prbj.g_01135
OG0000266	Prbi.g_00207	Prbj.g_01137
OG0000267	Prbi.g_00209	Prbj.g_01141
OG0000268	Prbi.g_00210	Prbj.g_01143
OG0000269	Prbi.g_00211	Prbj.g_01146
OG0000270	Prbi.g_00212	Prbj.g_01148
OG0000271	Prbi.g_00213	Prbj.g_01151
OG0000272	Prbi.g_00214	Prbj.g_01152
OG0000273	Prbi.g_00215	Prbj.g_01155
OG0000274	Prbi.g_00216	Prbj.g_01157
OG0000275	Prbi.g_00217	Prbj.g_01158
OG0000276	Prbi.g_00218	Prbj.g_01159
OG0000277	Prbi.g_00219	Prbj.g_01160
OG0000278	Prbi.g_00220	Prbj.g_01161
OG0000279	Prbi.g_00221	Prbj.g_01162
OG0000280	Prbi.g_00222	Prbj.g_01163
OG0000281	Prbi.g_00224	Prbj.g_01165
OG0000282	Prbi.g_00225	Prbj.g_01166
OG0000283	Prbi.g_00228	Prbj.g_01173
OG0000284	Prbi.g_00229	Prbj.g_01174
OG0000285	Prbi.g_00230	Prbj.g_00289
OG0000286	Prbi.g_00232	Prbj.g_00287
OG0000287	Prbi.g_00233	Prbj.g_00234
OG0000288	Prbi.g_00234	Prbj.g_00235
OG0000289	Prbi.g_00235	Prbj.g_00237
OG0000290	Prbi.g_00236	Prbj.g_00238
OG0000291	Prbi.g_00237	Prbj.g_00240
OG0000292	Prbi.g_00238	Prbj.g_00250
OG0000293	Prbi.g_00239	Prbj.g_00251
OG0000294	Prbi.g_00240	Prbj.g_00252
OG0000295	Prbi.g_00241	Prbj.g_00258
OG0000296	Prbi.g_00242	Prbj.g_00259
OG0000297	Prbi.g_00243	Prbj.g_00262
OG0000298	Prbi.g_00244	Prbj.g_00263
OG0000299	Prbi.g_00245	Prbj.g_00264
OG0000300	Prbi.g_00246	Prbj.g_00265
OG0000301	Prbi.g_00247	Prbj.g_00266
OG0000302	Prbi.g_00248	Prbj.g_00267
OG0000303	Prbi.g_00249	Prbj.g_00268
OG0000304	Prbi.g_00250	Prbj.g_00270
OG0000305	Prbi.g_00251	Prbj.g_00271
OG0000306	Prbi.g_00252	Prbj.g_00272
OG0000307	Prbi.g_00253	Prbj.g_00181
OG0000308	Prbi.g_00254	Prbj.g_01775
OG0000309	Prbi.g_00255	Prbj.g_01776
OG0000310	Prbi.g_00256	Prbj.g_01777
OG0000311	Prbi.g_00257	Prbj.g_00177
OG0000312	Prbi.g_00259	Prbj.g_00176
OG0000313	Prbi.g_00260	Prbj.g_02608
OG0000314	Prbi.g_00263	Prbj.g_02614
OG0000315	Prbi.g_00264	Prbj.g_02615
OG0000316	Prbi.g_00266	Prbj.g_02661
OG0000317	Prbi.g_00268	Prbj.g_01341
OG0000318	Prbi.g_00269	Prbj.g_01342
OG0000319	Prbi.g_00270	Prbj.g_01343
OG0000320	Prbi.g_00271	Prbj.g_01345
OG0000321	Prbi.g_00274	Prbj.g_01350
OG0000322	Prbi.g_00277	Prbj.g_01359
OG0000323	Prbi.g_00278	Prbj.g_01360
OG0000324	Prbi.g_00281	Prbj.g_01362
OG0000325	Prbi.g_00283	Prbj.g_01364
OG0000326	Prbi.g_00284	Prbj.g_01366
OG0000327	Prbi.g_00286	Prbj.g_01372
OG0000328	Prbi.g_00287	Prbj.g_00180
OG0000329	Prbi.g_00288	Prbj.g_01385
OG0000330	Prbi.g_00289	Prbj.g_01386
OG0000331	Prbi.g_00290	Prbj.g_01388
OG0000332	Prbi.g_00291	Prbj.g_01389
OG0000333	Prbi.g_00292	Prbj.g_01390
OG0000334	Prbi.g_00293	Prbj.g_01391
OG0000335	Prbi.g_00294	Prbj.g_01392
OG0000336	Prbi.g_00295	Prbj.g_01394
OG0000337	Prbi.g_00299	Prbj.g_01399
OG0000338	Prbi.g_00300	Prbj.g_01400
OG0000339	Prbi.g_00301	Prbj.g_01401
OG0000340	Prbi.g_00302	Prbj.g_01403
OG0000341	Prbi.g_00306	Prbj.g_01408
OG0000342	Prbi.g_00307	Prbj.g_01409
OG0000343	Prbi.g_00309	Prbj.g_01411
OG0000344	Prbi.g_00310	Prbj.g_01413
OG0000345	Prbi.g_00311	Prbj.g_01414
OG0000346	Prbi.g_00312	Prbj.g_01415
OG0000347	Prbi.g_00313	Prbj.g_01416
OG0000348	Prbi.g_00314	Prbj.g_01417
OG0000349	Prbi.g_00315	Prbj.g_01418
OG0000350	Prbi.g_00316	Prbj.g_01419
OG0000351	Prbi.g_00319	Prbj.g_01423
OG0000352	Prbi.g_00322	Prbj.g_01427
OG0000353	Prbi.g_00323	Prbj.g_01430
OG0000354	Prbi.g_00324	Prbj.g_01431
OG0000355	Prbi.g_00325	Prbj.g_01432
OG0000356	Prbi.g_00326	Prbj.g_01437
OG0000357	Prbi.g_00327	Prbj.g_01438
OG0000358	Prbi.g_00328	Prbj.g_01439
OG0000359	Prbi.g_00329	Prbj.g_01441
OG0000360	Prbi.g_00332	Prbj.g_01444
OG0000361	Prbi.g_00333	Prbj.g_01445
OG0000362	Prbi.g_00334	Prbj.g_01446
OG0000363	Prbi.g_00335	Prbj.g_01448
OG0000364	Prbi.g_00336	Prbj.g_01449
OG0000365	Prbi.g_00337	Prbj.g_01450
OG0000366	Prbi.g_00338	Prbj.g_01451
OG0000367	Prbi.g_00339	Prbj.g_01452
OG0000368	Prbi.g_00340	Prbj.g_01453
OG0000369	Prbi.g_00341	Prbj.g_01454
OG0000370	Prbi.g_00342	Prbj.g_01455
OG0000371	Prbi.g_00343	Prbj.g_01456
OG0000372	Prbi.g_00345	Prbj.g_01459
OG0000373	Prbi.g_00347	Prbj.g_01469
OG0000374	Prbi.g_00348	Prbj.g_01471
OG0000375	Prbi.g_00349	Prbj.g_01480
OG0000376	Prbi.g_00351	Prbj.g_00359
OG0000377	Prbi.g_00352	Prbj.g_00352
OG0000378	Prbi.g_00353	Prbj.g_00351
OG0000379	Prbi.g_00358	Prbj.g_00341
OG0000380	Prbi.g_00359	Prbj.g_00339
OG0000381	Prbi.g_00360	Prbj.g_00338
OG0000382	Prbi.g_00362	Prbj.g_00336
OG0000383	Prbi.g_00365	Prbj.g_00331
OG0000384	Prbi.g_00366	Prbj.g_00330
OG0000385	Prbi.g_00369	Prbj.g_00324
OG0000386	Prbi.g_00370	Prbj.g_00323
OG0000387	Prbi.g_00371	Prbj.g_00322
OG0000388	Prbi.g_00372	Prbj.g_00321
OG0000389	Prbi.g_00373	Prbj.g_00320
OG0000390	Prbi.g_00374	Prbj.g_00319
OG0000391	Prbi.g_00375	Prbj.g_00318
OG0000392	Prbi.g_00376	Prbj.g_00317
OG0000393	Prbi.g_00379	Prbj.g_00063
OG0000394	Prbi.g_00380	Prbj.g_00064
OG0000395	Prbi.g_00382	Prbj.g_00068
OG0000396	Prbi.g_00383	Prbj.g_02500
OG0000397	Prbi.g_00395	Prbj.g_00563
OG0000398	Prbi.g_00403	Prbj.g_00874
OG0000399	Prbi.g_00404	Prbj.g_00689
OG0000400	Prbi.g_00409	Prbj.g_02659
OG0000401	Prbi.g_00432	Prbj.g_00076
OG0000402	Prbi.g_00433	Prbj.g_00077
OG0000403	Prbi.g_00434	Prbj.g_00089
OG0000404	Prbi.g_00436	Prbj.g_00099
OG0000405	Prbi.g_00437	Prbj.g_00100
OG0000406	Prbi.g_00439	Prbj.g_00102
OG0000407	Prbi.g_00440	Prbj.g_00103
OG0000408	Prbi.g_00441	Prbj.g_00104
OG0000409	Prbi.g_00442	Prbj.g_00105
OG0000410	Prbi.g_00443	Prbj.g_00107
OG0000411	Prbi.g_00444	Prbj.g_00108
OG0000412	Prbi.g_00445	Prbj.g_00109
OG0000413	Prbi.g_00446	Prbj.g_00110
OG0000414	Prbi.g_00447	Prbj.g_00111
OG0000415	Prbi.g_00448	Prbj.g_00112
OG0000416	Prbi.g_00449	Prbj.g_00113
OG0000417	Prbi.g_00450	Prbj.g_00117
OG0000418	Prbi.g_00451	Prbj.g_00118
OG0000419	Prbi.g_00452	Prbj.g_00119
OG0000420	Prbi.g_00453	Prbj.g_00120
OG0000421	Prbi.g_00454	Prbj.g_01894
OG0000422	Prbi.g_00456	Prbj.g_01892
OG0000423	Prbi.g_00457	Prbj.g_01891
OG0000424	Prbi.g_00459	Prbj.g_01888
OG0000425	Prbi.g_00463	Prbj.g_00152
OG0000426	Prbi.g_00464	Prbj.g_00151
OG0000427	Prbi.g_00465	Prbj.g_00148
OG0000428	Prbi.g_00466	Prbj.g_00136
OG0000429	Prbi.g_00467	Prbj.g_00134
OG0000430	Prbi.g_00474	Prbj.g_00132
OG0000431	Prbi.g_00476	Prbj.g_00130
OG0000432	Prbi.g_00477	Prbj.g_00129
OG0000433	Prbi.g_00480	Prbj.g_01638
OG0000434	Prbi.g_00481	Prbj.g_01635
OG0000435	Prbi.g_00482	Prbj.g_01631
OG0000436	Prbi.g_00484	Prbj.g_01629
OG0000437	Prbi.g_00486	Prbj.g_01627
OG0000438	Prbi.g_00487	Prbj.g_01626
OG0000439	Prbi.g_00488	Prbj.g_01625
OG0000440	Prbi.g_00490	Prbj.g_01622
OG0000441	Prbi.g_00491	Prbj.g_01620
OG0000442	Prbi.g_00492	Prbj.g_01619
OG0000443	Prbi.g_00493	Prbj.g_01618
OG0000444	Prbi.g_00494	Prbj.g_01617
OG0000445	Prbi.g_00495	Prbj.g_01616
OG0000446	Prbi.g_00496	Prbj.g_01615
OG0000447	Prbi.g_00497	Prbj.g_01614
OG0000448	Prbi.g_00498	Prbj.g_01613
OG0000449	Prbi.g_00503	Prbj.g_01605
OG0000450	Prbi.g_00504	Prbj.g_02088
OG0000451	Prbi.g_00505	Prbj.g_02089
OG0000452	Prbi.g_00506	Prbj.g_02090
OG0000453	Prbi.g_00508	Prbj.g_02093
OG0000454	Prbi.g_00509	Prbj.g_02094
OG0000455	Prbi.g_00510	Prbj.g_02095
OG0000456	Prbi.g_00511	Prbj.g_02096
OG0000457	Prbi.g_00513	Prbj.g_02097
OG0000458	Prbi.g_00515	Prbj.g_02098
OG0000459	Prbi.g_00516	Prbj.g_02099
OG0000460	Prbi.g_00518	Prbj.g_02101
OG0000461	Prbi.g_00519	Prbj.g_02102
OG0000462	Prbi.g_00520	Prbj.g_02103
OG0000463	Prbi.g_00521	Prbj.g_02108
OG0000464	Prbi.g_00526	Prbj.g_02113
OG0000465	Prbi.g_00528	Prbj.g_02114
OG0000466	Prbi.g_00529	Prbj.g_02115
OG0000467	Prbi.g_00530	Prbj.g_02117
OG0000468	Prbi.g_00531	Prbj.g_02118
OG0000469	Prbi.g_00532	Prbj.g_02123
OG0000470	Prbi.g_00533	Prbj.g_01116
OG0000471	Prbi.g_00534	Prbj.g_00765
OG0000472	Prbi.g_00537	Prbj.g_02128
OG0000473	Prbi.g_00538	Prbj.g_02130
OG0000474	Prbi.g_00539	Prbj.g_02132
OG0000475	Prbi.g_00540	Prbj.g_02133
OG0000476	Prbi.g_00541	Prbj.g_02139
OG0000477	Prbi.g_00543	Prbj.g_02142
OG0000478	Prbi.g_00544	Prbj.g_02144
OG0000479	Prbi.g_00545	Prbj.g_02146
OG0000480	Prbi.g_00547	Prbj.g_02666
OG0000481	Prbi.g_00548	Prbj.g_01858
OG0000482	Prbi.g_00549	Prbj.g_01859
OG0000483	Prbi.g_00550	Prbj.g_01861
OG0000484	Prbi.g_00551	Prbj.g_01862
OG0000485	Prbi.g_00552	Prbj.g_01863
OG0000486	Prbi.g_00553	Prbj.g_01864
OG0000487	Prbi.g_00554	Prbj.g_01865
OG0000488	Prbi.g_00556	Prbj.g_01867
OG0000489	Prbi.g_00557	Prbj.g_01868
OG0000490	Prbi.g_00558	Prbj.g_01869
OG0000491	Prbi.g_00559	Prbj.g_01870
OG0000492	Prbi.g_00560	Prbj.g_01871
OG0000493	Prbi.g_00561	Prbj.g_01872
OG0000494	Prbi.g_00563	Prbj.g_01874
OG0000495	Prbi.g_00564	Prbj.g_01875
OG0000496	Prbi.g_00565	Prbj.g_01877
OG0000497	Prbi.g_00566	Prbj.g_01879
OG0000498	Prbi.g_00567	Prbj.g_01880
OG0000499	Prbi.g_00569	Prbj.g_01882
OG0000500	Prbi.g_00570	Prbj.g_01883
OG0000501	Prbi.g_00572	Prbj.g_01807
OG0000502	Prbi.g_00573	Prbj.g_01806
OG0000503	Prbi.g_00574	Prbj.g_01805
OG0000504	Prbi.g_00575	Prbj.g_01803
OG0000505	Prbi.g_00576	Prbj.g_01802
OG0000506	Prbi.g_00577	Prbj.g_01801
OG0000507	Prbi.g_00578	Prbj.g_01800
OG0000508	Prbi.g_00580	Prbj.g_01796
OG0000509	Prbi.g_00581	Prbj.g_01795
OG0000510	Prbi.g_00582	Prbj.g_01794
OG0000511	Prbi.g_00583	Prbj.g_01793
OG0000512	Prbi.g_00584	Prbj.g_01792
OG0000513	Prbi.g_00585	Prbj.g_01791
OG0000514	Prbi.g_00586	Prbj.g_01790
OG0000515	Prbi.g_00588	Prbj.g_01787
OG0000516	Prbi.g_00589	Prbj.g_01786
OG0000517	Prbi.g_00590	Prbj.g_01785
OG0000518	Prbi.g_00593	Prbj.g_01781
OG0000519	Prbi.g_00594	Prbj.g_01780
OG0000520	Prbi.g_00595	Prbj.g_01779
OG0000521	Prbi.g_00596	Prbj.g_01778
OG0000522	Prbi.g_00597	Prbj.g_01772
OG0000523	Prbi.g_00598	Prbj.g_01771
OG0000524	Prbi.g_00599	Prbj.g_01770
OG0000525	Prbi.g_00601	Prbj.g_01768
OG0000526	Prbi.g_00602	Prbj.g_01767
OG0000527	Prbi.g_00603	Prbj.g_01766
OG0000528	Prbi.g_00604	Prbj.g_01765
OG0000529	Prbi.g_00605	Prbj.g_01764
OG0000530	Prbi.g_00606	Prbj.g_01763
OG0000531	Prbi.g_00607	Prbj.g_01760
OG0000532	Prbi.g_00608	Prbj.g_01758
OG0000533	Prbi.g_00609	Prbj.g_01757
OG0000534	Prbi.g_00610	Prbj.g_01756
OG0000535	Prbi.g_00611	Prbj.g_01755
OG0000536	Prbi.g_00612	Prbj.g_01754
OG0000537	Prbi.g_00613	Prbj.g_01753
OG0000538	Prbi.g_00614	Prbj.g_01752
OG0000539	Prbi.g_00615	Prbj.g_01750
OG0000540	Prbi.g_00616	Prbj.g_01748
OG0000541	Prbi.g_00617	Prbj.g_02544
OG0000542	Prbi.g_00618	Prbj.g_02545
OG0000543	Prbi.g_00619	Prbj.g_02546
OG0000544	Prbi.g_00620	Prbj.g_02547
OG0000545	Prbi.g_00623	Prbj.g_02550
OG0000546	Prbi.g_00624	Prbj.g_02551
OG0000547	Prbi.g_00626	Prbj.g_02553
OG0000548	Prbi.g_00627	Prbj.g_02558
OG0000549	Prbi.g_00628	Prbj.g_02559
OG0000550	Prbi.g_00629	Prbj.g_02560
OG0000551	Prbi.g_00630	Prbj.g_02563
