Orthogroup	Prbi	Prav
OG0000356	Prbi.g_00326	Prav.g_01948
OG0000357	Prbi.g_00327	Prav.g_01949
OG0000358	Prbi.g_00328	Prav.g_01950
OG0000359	Prbi.g_00329	Prav.g_01951
OG0000360	Prbi.g_00332	Prav.g_01954
OG0000361	Prbi.g_00333	Prav.g_01955
OG0000362	Prbi.g_00334	Prav.g_01956
OG0000363	Prbi.g_00335	Prav.g_01957
OG0000364	Prbi.g_00336	Prav.g_01958
OG0000365	Prbi.g_00337	Prav.g_01959
OG0000366	Prbi.g_00338	Prav.g_01960
OG0000367	Prbi.g_00339	Prav.g_01961
OG0000368	Prbi.g_00340	Prav.g_01962
OG0000369	Prbi.g_00341	Prav.g_01963
OG0000370	Prbi.g_00342	Prav.g_01964
OG0000371	Prbi.g_00343	Prav.g_01965
OG0000372	Prbi.g_00345	Prav.g_01967
OG0000373	Prbi.g_00347	Prav.g_01969
OG0000374	Prbi.g_00348	Prav.g_01970
OG0000375	Prbi.g_00349	Prav.g_01971
OG0000376	Prbi.g_00351	Prav.g_01973
OG0000377	Prbi.g_00352	Prav.g_01974
OG0000378	Prbi.g_00353	Prav.g_01975
OG0000379	Prbi.g_00358	Prav.g_01980
OG0000380	Prbi.g_00359	Prav.g_01981
OG0000381	Prbi.g_00360	Prav.g_01982
OG0000382	Prbi.g_00362	Prav.g_01984
OG0000383	Prbi.g_00365	Prav.g_01987
OG0000384	Prbi.g_00366	Prav.g_01988
OG0000385	Prbi.g_00369	Prav.g_01991
OG0000386	Prbi.g_00370	Prav.g_01992
OG0000387	Prbi.g_00371	Prav.g_01993
OG0000388	Prbi.g_00372	Prav.g_01994
OG0000389	Prbi.g_00373	Prav.g_01995
OG0000390	Prbi.g_00374	Prav.g_01996
OG0000391	Prbi.g_00375	Prav.g_01997
OG0000392	Prbi.g_00376	Prav.g_01998
OG0000393	Prbi.g_00379	Prav.g_00974
OG0000394	Prbi.g_00380	Prav.g_00975
OG0000395	Prbi.g_00382	Prav.g_00977
OG0000396	Prbi.g_00383	Prav.g_00978
OG0000397	Prbi.g_00395	Prav.g_00990
OG0000398	Prbi.g_00403	Prav.g_00996
OG0000399	Prbi.g_00404	Prav.g_00997
OG0000400	Prbi.g_00409	Prav.g_01001
OG0000401	Prbi.g_00432	Prav.g_01030
OG0000402	Prbi.g_00433	Prav.g_01031
OG0000403	Prbi.g_00434	Prav.g_01032
OG0000404	Prbi.g_00436	Prav.g_01034
OG0000405	Prbi.g_00437	Prav.g_01035
OG0000406	Prbi.g_00439	Prav.g_01037
OG0000407	Prbi.g_00440	Prav.g_01038
OG0000408	Prbi.g_00441	Prav.g_01039
OG0000409	Prbi.g_00442	Prav.g_01040
OG0000410	Prbi.g_00443	Prav.g_01041
OG0000411	Prbi.g_00444	Prav.g_01042
OG0000412	Prbi.g_00445	Prav.g_01043
OG0000413	Prbi.g_00446	Prav.g_01044
OG0000414	Prbi.g_00447	Prav.g_01045
OG0000415	Prbi.g_00448	Prav.g_01046
OG0000416	Prbi.g_00449	Prav.g_01047
OG0000417	Prbi.g_00450	Prav.g_01048
OG0000418	Prbi.g_00451	Prav.g_01049
OG0000419	Prbi.g_00452	Prav.g_01050
OG0000420	Prbi.g_00453	Prav.g_01051
OG0000421	Prbi.g_00454	Prav.g_01052
OG0000422	Prbi.g_00456	Prav.g_01053
OG0000423	Prbi.g_00457	Prav.g_01054
OG0000424	Prbi.g_00459	Prav.g_01056
OG0000425	Prbi.g_00463	Prav.g_01059
OG0000426	Prbi.g_00464	Prav.g_01060
OG0000427	Prbi.g_00465	Prav.g_01061
OG0000428	Prbi.g_00466	Prav.g_01062
OG0000429	Prbi.g_00467	Prav.g_01063
OG0000430	Prbi.g_00474	Prav.g_01069
OG0000431	Prbi.g_00476	Prav.g_01071
OG0000432	Prbi.g_00477	Prav.g_01072
OG0000433	Prbi.g_00480	Prav.g_01075
OG0000434	Prbi.g_00481	Prav.g_01076
OG0000435	Prbi.g_00482	Prav.g_01077
OG0000436	Prbi.g_00484	Prav.g_01079
OG0000437	Prbi.g_00486	Prav.g_01081
OG0000438	Prbi.g_00487	Prav.g_01082
OG0000439	Prbi.g_00488	Prav.g_01083
OG0000440	Prbi.g_00490	Prav.g_01085
OG0000441	Prbi.g_00491	Prav.g_01086
OG0000442	Prbi.g_00492	Prav.g_01087
OG0000443	Prbi.g_00493	Prav.g_01088
OG0000444	Prbi.g_00494	Prav.g_01089
OG0000445	Prbi.g_00495	Prav.g_01090
OG0000446	Prbi.g_00496	Prav.g_01091
OG0000447	Prbi.g_00497	Prav.g_01092
OG0000448	Prbi.g_00498	Prav.g_01093
OG0000449	Prbi.g_00503	Prav.g_01098
OG0000450	Prbi.g_00504	Prav.g_01099
OG0000451	Prbi.g_00505	Prav.g_01100
OG0000452	Prbi.g_00506	Prav.g_01101
OG0000453	Prbi.g_00508	Prav.g_01103
OG0000454	Prbi.g_00509	Prav.g_01104
OG0000455	Prbi.g_00510	Prav.g_01105
OG0000456	Prbi.g_00511	Prav.g_01106
OG0000457	Prbi.g_00513	Prav.g_01108
OG0000458	Prbi.g_00515	Prav.g_01110
OG0000459	Prbi.g_00516	Prav.g_01111
OG0000460	Prbi.g_00518	Prav.g_01113
OG0000461	Prbi.g_00519	Prav.g_01114
OG0000462	Prbi.g_00520	Prav.g_01115
OG0000463	Prbi.g_00521	Prav.g_01116
OG0000464	Prbi.g_00526	Prav.g_01121
OG0000465	Prbi.g_00528	Prav.g_01123
OG0000466	Prbi.g_00529	Prav.g_01124
OG0000467	Prbi.g_00530	Prav.g_01125
OG0000468	Prbi.g_00531	Prav.g_01126
OG0000469	Prbi.g_00532	Prav.g_01127
OG0000470	Prbi.g_00533	Prav.g_01128
OG0000471	Prbi.g_00534	Prav.g_01129
OG0000472	Prbi.g_00537	Prav.g_01132
OG0000473	Prbi.g_00538	Prav.g_01133
OG0000474	Prbi.g_00539	Prav.g_01134
OG0000475	Prbi.g_00540	Prav.g_01135
OG0000476	Prbi.g_00541	Prav.g_01136
OG0000477	Prbi.g_00543	Prav.g_01138
OG0000478	Prbi.g_00544	Prav.g_01139
OG0000479	Prbi.g_00545	Prav.g_01140
OG0000480	Prbi.g_00547	Prav.g_01142
OG0000481	Prbi.g_00548	Prav.g_01143
OG0000482	Prbi.g_00549	Prav.g_01144
OG0000483	Prbi.g_00550	Prav.g_01145
OG0000484	Prbi.g_00551	Prav.g_01146
OG0000485	Prbi.g_00552	Prav.g_01147
OG0000486	Prbi.g_00553	Prav.g_01148
OG0000487	Prbi.g_00554	Prav.g_01149
OG0000488	Prbi.g_00556	Prav.g_01151
OG0000489	Prbi.g_00557	Prav.g_01152
OG0000490	Prbi.g_00558	Prav.g_01153
OG0000491	Prbi.g_00559	Prav.g_01154
OG0000492	Prbi.g_00560	Prav.g_01155
OG0000493	Prbi.g_00561	Prav.g_01156
OG0000494	Prbi.g_00563	Prav.g_01158
OG0000495	Prbi.g_00564	Prav.g_01159
OG0000496	Prbi.g_00565	Prav.g_01160
OG0000497	Prbi.g_00566	Prav.g_01161
OG0000498	Prbi.g_00567	Prav.g_01162
OG0000499	Prbi.g_00569	Prav.g_01164
OG0000500	Prbi.g_00570	Prav.g_01165
OG0000501	Prbi.g_00572	Prav.g_01167
OG0000502	Prbi.g_00573	Prav.g_01168
OG0000503	Prbi.g_00574	Prav.g_01169
OG0000504	Prbi.g_00575	Prav.g_01170
OG0000505	Prbi.g_00576	Prav.g_01171
OG0000506	Prbi.g_00577	Prav.g_01172
OG0000507	Prbi.g_00578	Prav.g_01173
OG0000508	Prbi.g_00580	Prav.g_01175
OG0000509	Prbi.g_00581	Prav.g_01176
OG0000510	Prbi.g_00582	Prav.g_01177
OG0000511	Prbi.g_00583	Prav.g_01178
OG0000512	Prbi.g_00584	Prav.g_01179
OG0000513	Prbi.g_00585	Prav.g_01180
OG0000514	Prbi.g_00586	Prav.g_01181
OG0000515	Prbi.g_00588	Prav.g_01183
OG0000516	Prbi.g_00589	Prav.g_01184
OG0000517	Prbi.g_00590	Prav.g_01185
OG0000518	Prbi.g_00593	Prav.g_01187
OG0000519	Prbi.g_00594	Prav.g_01188
OG0000520	Prbi.g_00595	Prav.g_01189
OG0000521	Prbi.g_00596	Prav.g_01190
OG0000522	Prbi.g_00597	Prav.g_01191
OG0000523	Prbi.g_00598	Prav.g_01192
OG0000524	Prbi.g_00599	Prav.g_01193
OG0000525	Prbi.g_00601	Prav.g_01195
OG0000526	Prbi.g_00602	Prav.g_01196
OG0000527	Prbi.g_00603	Prav.g_01197
OG0000528	Prbi.g_00604	Prav.g_01198
OG0000529	Prbi.g_00605	Prav.g_01199
OG0000530	Prbi.g_00606	Prav.g_01200
OG0000531	Prbi.g_00607	Prav.g_01201
OG0000532	Prbi.g_00608	Prav.g_01202
OG0000533	Prbi.g_00609	Prav.g_01203
OG0000534	Prbi.g_00610	Prav.g_01204
OG0000535	Prbi.g_00611	Prav.g_01205
OG0000536	Prbi.g_00612	Prav.g_01206
OG0000537	Prbi.g_00613	Prav.g_01207
OG0000538	Prbi.g_00614	Prav.g_01208
OG0000539	Prbi.g_00615	Prav.g_01209
OG0000540	Prbi.g_00616	Prav.g_01210
OG0000541	Prbi.g_00617	Prav.g_01211
OG0000542	Prbi.g_00618	Prav.g_01212
OG0000543	Prbi.g_00619	Prav.g_01213
OG0000544	Prbi.g_00620	Prav.g_01214
OG0000545	Prbi.g_00623	Prav.g_01219
OG0000546	Prbi.g_00624	Prav.g_01220
OG0000547	Prbi.g_00626	Prav.g_01222
