Orthogroup	Prbi	Prbd
OG0000042	Prbi.g_00745	Prbd.g_00007
OG0000043	Prbi.g_00832	Prbd.g_00087
OG0000044	Prbi.g_01207	Prbd.g_00468
OG0000045	Prbi.g_01461	Prbd.g_01733
OG0000046	Prbi.g_01780	Prbd.g_01532
OG0000047	Prbi.g_01994	Prbd.g_01335
OG0000048	Prbi.g_02001	Prbd.g_01328
OG0000050	Prbi.g_00031	Prbd.g_01206
OG0000051	Prbi.g_00181	Prbd.g_01083
OG0000052	Prbi.g_00394	Prbd.g_00868
OG0000053	Prbi.g_00542	Prbd.g_00703
OG0000054	Prbi.g_00799	Prbd.g_00055
OG0000055	Prbi.g_00869	Prbd.g_00124
OG0000057	Prbi.g_00261	Prbd.g_01002
OG0000057	Prbi.g_01748	Prbd.g_01537
OG0000058	Prbi.g_00478	Prbd.g_00767
OG0000059	Prbi.g_00702	Prbd.g_00546
OG0000060	Prbi.g_00780	Prbd.g_00036
OG0000061	Prbi.g_01172	Prbd.g_00425
OG0000061	Prbi.g_01029	Prbd.g_00284
OG0000062	Prbi.g_01174	Prbd.g_00427
OG0000063	Prbi.g_01330	Prbd.g_01895
OG0000064	Prbi.g_01749	Prbd.g_01536
OG0000064	Prbi.g_01341	Prbd.g_01884
OG0000064	Prbi.g_01740	Prbd.g_01547
OG0000065	Prbi.g_01391	Prbd.g_01801
OG0000066	Prbi.g_01460	Prbd.g_01737
OG0000068	Prbi.g_01938	Prbd.g_01391
OG0000069	Prbi.g_01497	Prbd.g_01730
OG0000071	Prbi.g_00011	Prbd.g_01226
OG0000072	Prbi.g_00346	Prbd.g_00917
OG0000073	Prbi.g_00672	Prbd.g_00575
OG0000074	Prbi.g_00694	Prbd.g_00553
OG0000075	Prbi.g_00854	Prbd.g_00109
OG0000076	Prbi.g_01086	Prbd.g_00340
OG0000078	Prbi.g_01462	Prbd.g_01734
OG0000079	Prbi.g_01668	Prbd.g_01610
OG0000080	Prbi.g_01725	Prbd.g_01561
OG0000081	Prbi.g_01968	Prbd.g_01361
OG0000082	Prbi.g_02069	Prbd.g_01272
OG0000083	Prbi.g_00003	Prbd.g_01234
OG0000084	Prbi.g_00006	Prbd.g_01231
OG0000085	Prbi.g_00023	Prbd.g_01214
OG0000086	Prbi.g_00048	Prbd.g_01199
OG0000087	Prbi.g_00060	Prbd.g_01188
OG0000088	Prbi.g_00120	Prbd.g_01131
OG0000089	Prbi.g_00129	Prbd.g_01122
OG0000090	Prbi.g_00147	Prbd.g_01104, Prbd.g_01103
OG0000091	Prbi.g_00193	Prbd.g_01071
OG0000092	Prbi.g_00194	Prbd.g_01070
OG0000093	Prbi.g_00208	Prbd.g_01056
OG0000094	Prbi.g_00226	Prbd.g_01038
OG0000095	Prbi.g_00231	Prbd.g_01033
OG0000096	Prbi.g_00275	Prbd.g_00988
OG0000097	Prbi.g_00298	Prbd.g_00965
OG0000098	Prbi.g_00308	Prbd.g_00955
OG0000099	Prbi.g_00318	Prbd.g_00945
OG0000100	Prbi.g_00321	Prbd.g_00942
OG0000101	Prbi.g_00381	Prbd.g_00882
OG0000102	Prbi.g_00407	Prbd.g_00855
OG0000103	Prbi.g_00479	Prbd.g_00766
OG0000104	Prbi.g_00483	Prbd.g_00762
OG0000105	Prbi.g_00502	Prbd.g_00743
OG0000106	Prbi.g_00535	Prbd.g_00710
OG0000107	Prbi.g_00536	Prbd.g_00709
OG0000108	Prbi.g_00546	Prbd.g_00699
OG0000109	Prbi.g_00555	Prbd.g_00690
OG0000110	Prbi.g_00571	Prbd.g_00674
OG0000111	Prbi.g_00654	Prbd.g_00593
OG0000112	Prbi.g_00655	Prbd.g_00592
OG0000113	Prbi.g_00767	Prbd.g_00029
OG0000114	Prbi.g_00845	Prbd.g_00100
OG0000115	Prbi.g_01009	Prbd.g_00264
OG0000116	Prbi.g_01013	Prbd.g_00268
OG0000117	Prbi.g_01083	Prbd.g_00337
OG0000118	Prbi.g_01136	Prbd.g_00389
OG0000119	Prbi.g_01177	Prbd.g_00430
OG0000120	Prbi.g_01213	Prbd.g_00474
OG0000121	Prbi.g_01232	Prbd.g_00493
OG0000122	Prbi.g_01251	Prbd.g_00512
OG0000123	Prbi.g_01264	Prbd.g_00525
OG0000124	Prbi.g_01277	Prbd.g_01921
OG0000125	Prbi.g_01403	Prbd.g_01789
OG0000126	Prbi.g_01439	Prbd.g_01764
OG0000127	Prbi.g_01576	Prbd.g_01702
OG0000128	Prbi.g_01592	Prbd.g_01688
OG0000129	Prbi.g_01627	Prbd.g_01652
OG0000130	Prbi.g_01785	Prbd.g_01527
OG0000131	Prbi.g_01823	Prbd.g_01489
OG0000132	Prbi.g_01826	Prbd.g_01486
OG0000133	Prbi.g_01897	Prbd.g_01432
OG0000134	Prbi.g_01933	Prbd.g_01396
OG0000135	Prbi.g_01935	Prbd.g_01394
OG0000136	Prbi.g_01979	Prbd.g_01350
OG0000137	Prbi.g_02011	Prbd.g_01317
OG0000138	Prbi.g_02059	Prbd.g_01281
OG0000139	Prbi.g_02086	Prbd.g_01255
OG0000140	Prbi.g_00001	Prbd.g_01236
OG0000141	Prbi.g_00002	Prbd.g_01235
OG0000142	Prbi.g_00004	Prbd.g_01233
OG0000143	Prbi.g_00005	Prbd.g_01232
OG0000144	Prbi.g_00007	Prbd.g_01230
OG0000145	Prbi.g_00008	Prbd.g_01229
OG0000146	Prbi.g_00009	Prbd.g_01228
OG0000147	Prbi.g_00010	Prbd.g_01227
OG0000148	Prbi.g_00012	Prbd.g_01225
OG0000149	Prbi.g_00014	Prbd.g_01223
OG0000150	Prbi.g_00015	Prbd.g_01222
OG0000151	Prbi.g_00016	Prbd.g_01221
OG0000152	Prbi.g_00017	Prbd.g_01220
OG0000153	Prbi.g_00018	Prbd.g_01219
OG0000154	Prbi.g_00019	Prbd.g_01218
OG0000155	Prbi.g_00020	Prbd.g_01217
OG0000156	Prbi.g_00021	Prbd.g_01216
OG0000157	Prbi.g_00022	Prbd.g_01215
OG0000158	Prbi.g_00024	Prbd.g_01213
OG0000159	Prbi.g_00025	Prbd.g_01212
OG0000160	Prbi.g_00026	Prbd.g_01211
OG0000161	Prbi.g_00027	Prbd.g_01210
OG0000162	Prbi.g_00028	Prbd.g_01209
OG0000163	Prbi.g_00029	Prbd.g_01208
OG0000164	Prbi.g_00032	Prbd.g_01205
OG0000165	Prbi.g_00035	Prbd.g_01202
OG0000166	Prbi.g_00036	Prbd.g_01201
OG0000167	Prbi.g_00037	Prbd.g_01200
OG0000168	Prbi.g_00049	Prbd.g_01198
OG0000169	Prbi.g_00051	Prbd.g_01196
OG0000170	Prbi.g_00052	Prbd.g_01195
OG0000171	Prbi.g_00053	Prbd.g_01194
OG0000172	Prbi.g_00056	Prbd.g_01192
OG0000173	Prbi.g_00057	Prbd.g_01191
OG0000174	Prbi.g_00058	Prbd.g_01190
OG0000175	Prbi.g_00059	Prbd.g_01189
OG0000176	Prbi.g_00061	Prbd.g_01187
OG0000177	Prbi.g_00062	Prbd.g_01186
OG0000178	Prbi.g_00063	Prbd.g_01185
OG0000179	Prbi.g_00071	Prbd.g_01180
OG0000180	Prbi.g_00072	Prbd.g_01179
OG0000181	Prbi.g_00073	Prbd.g_01178
OG0000182	Prbi.g_00076	Prbd.g_01175
OG0000183	Prbi.g_00077	Prbd.g_01174
OG0000184	Prbi.g_00080	Prbd.g_01171
OG0000185	Prbi.g_00084	Prbd.g_01167
OG0000186	Prbi.g_00085	Prbd.g_01166
OG0000187	Prbi.g_00086	Prbd.g_01165
OG0000188	Prbi.g_00087	Prbd.g_01164
OG0000189	Prbi.g_00088	Prbd.g_01163
OG0000190	Prbi.g_00089	Prbd.g_01162
OG0000191	Prbi.g_00090	Prbd.g_01161
OG0000192	Prbi.g_00091	Prbd.g_01160
OG0000193	Prbi.g_00092	Prbd.g_01159
OG0000194	Prbi.g_00093	Prbd.g_01158
OG0000195	Prbi.g_00095	Prbd.g_01156
OG0000196	Prbi.g_00096	Prbd.g_01155
OG0000197	Prbi.g_00097	Prbd.g_01154
OG0000198	Prbi.g_00098	Prbd.g_01153
OG0000199	Prbi.g_00101	Prbd.g_01150
OG0000200	Prbi.g_00102	Prbd.g_01149
OG0000201	Prbi.g_00103	Prbd.g_01148
OG0000202	Prbi.g_00104	Prbd.g_01147
OG0000203	Prbi.g_00105	Prbd.g_01146
OG0000204	Prbi.g_00106	Prbd.g_01145
OG0000205	Prbi.g_00107	Prbd.g_01144
OG0000206	Prbi.g_00108	Prbd.g_01143
OG0000207	Prbi.g_00109	Prbd.g_01142
OG0000208	Prbi.g_00110	Prbd.g_01141
OG0000209	Prbi.g_00111	Prbd.g_01140
OG0000210	Prbi.g_00113	Prbd.g_01138
OG0000211	Prbi.g_00114	Prbd.g_01137
OG0000212	Prbi.g_00115	Prbd.g_01136
OG0000213	Prbi.g_00116	Prbd.g_01135
OG0000214	Prbi.g_00118	Prbd.g_01133
OG0000215	Prbi.g_00119	Prbd.g_01132
OG0000216	Prbi.g_00121	Prbd.g_01130
OG0000217	Prbi.g_00123	Prbd.g_01128
OG0000218	Prbi.g_00124	Prbd.g_01127
OG0000219	Prbi.g_00125	Prbd.g_01126
OG0000220	Prbi.g_00128	Prbd.g_01123
OG0000221	Prbi.g_00130	Prbd.g_01121
OG0000222	Prbi.g_00131	Prbd.g_01120
OG0000223	Prbi.g_00132	Prbd.g_01119
OG0000224	Prbi.g_00135	Prbd.g_01116
OG0000225	Prbi.g_00137	Prbd.g_01114
OG0000226	Prbi.g_00138	Prbd.g_01113
OG0000227	Prbi.g_00139	Prbd.g_01112
OG0000228	Prbi.g_00140	Prbd.g_01111
OG0000229	Prbi.g_00141	Prbd.g_01110
OG0000230	Prbi.g_00142	Prbd.g_01109
OG0000231	Prbi.g_00144	Prbd.g_01107
OG0000232	Prbi.g_00145	Prbd.g_01106
OG0000233	Prbi.g_00148	Prbd.g_01102
OG0000234	Prbi.g_00150	Prbd.g_01100
OG0000235	Prbi.g_00169	Prbd.g_01095
OG0000236	Prbi.g_00170	Prbd.g_01094
OG0000237	Prbi.g_00171	Prbd.g_01093
OG0000238	Prbi.g_00172	Prbd.g_01092
OG0000239	Prbi.g_00173	Prbd.g_01091
OG0000240	Prbi.g_00175	Prbd.g_01089
OG0000241	Prbi.g_00176	Prbd.g_01088
OG0000242	Prbi.g_00177	Prbd.g_01087
OG0000243	Prbi.g_00178	Prbd.g_01086
OG0000244	Prbi.g_00179	Prbd.g_01085
OG0000245	Prbi.g_00180	Prbd.g_01084
OG0000246	Prbi.g_00182	Prbd.g_01082
OG0000247	Prbi.g_00183	Prbd.g_01081
OG0000248	Prbi.g_00184	Prbd.g_01080
OG0000249	Prbi.g_00185	Prbd.g_01079
OG0000250	Prbi.g_00186	Prbd.g_01078
OG0000251	Prbi.g_00187	Prbd.g_01077
OG0000252	Prbi.g_00188	Prbd.g_01076
OG0000253	Prbi.g_00189	Prbd.g_01075
OG0000254	Prbi.g_00191	Prbd.g_01073
OG0000255	Prbi.g_00192	Prbd.g_01072
OG0000256	Prbi.g_00195	Prbd.g_01069
OG0000257	Prbi.g_00197	Prbd.g_01067
OG0000258	Prbi.g_00198	Prbd.g_01066
OG0000259	Prbi.g_00199	Prbd.g_01065
OG0000260	Prbi.g_00200	Prbd.g_01064
OG0000261	Prbi.g_00201	Prbd.g_01063
OG0000262	Prbi.g_00202	Prbd.g_01062
OG0000263	Prbi.g_00203	Prbd.g_01061
OG0000264	Prbi.g_00205	Prbd.g_01059
OG0000265	Prbi.g_00206	Prbd.g_01058
OG0000266	Prbi.g_00207	Prbd.g_01057
OG0000267	Prbi.g_00209	Prbd.g_01055
OG0000268	Prbi.g_00210	Prbd.g_01054
OG0000269	Prbi.g_00211	Prbd.g_01053
OG0000270	Prbi.g_00212	Prbd.g_01052
OG0000271	Prbi.g_00213	Prbd.g_01051
OG0000272	Prbi.g_00214	Prbd.g_01050
OG0000273	Prbi.g_00215	Prbd.g_01049
OG0000274	Prbi.g_00216	Prbd.g_01048
OG0000275	Prbi.g_00217	Prbd.g_01047
OG0000276	Prbi.g_00218	Prbd.g_01046
OG0000277	Prbi.g_00219	Prbd.g_01045
OG0000278	Prbi.g_00220	Prbd.g_01044
OG0000279	Prbi.g_00221	Prbd.g_01043
OG0000280	Prbi.g_00222	Prbd.g_01042
OG0000281	Prbi.g_00224	Prbd.g_01040
OG0000282	Prbi.g_00225	Prbd.g_01039
OG0000283	Prbi.g_00228	Prbd.g_01036
OG0000284	Prbi.g_00229	Prbd.g_01035
OG0000285	Prbi.g_00230	Prbd.g_01034
OG0000286	Prbi.g_00232	Prbd.g_01032
OG0000287	Prbi.g_00233	Prbd.g_01031
OG0000288	Prbi.g_00234	Prbd.g_01030
OG0000289	Prbi.g_00235	Prbd.g_01029
OG0000290	Prbi.g_00236	Prbd.g_01028
OG0000291	Prbi.g_00237	Prbd.g_01027
OG0000292	Prbi.g_00238	Prbd.g_01026
OG0000293	Prbi.g_00239	Prbd.g_01025
OG0000294	Prbi.g_00240	Prbd.g_01024
OG0000295	Prbi.g_00241	Prbd.g_01023
OG0000296	Prbi.g_00242	Prbd.g_01022
OG0000297	Prbi.g_00243	Prbd.g_01021
OG0000298	Prbi.g_00244	Prbd.g_01020
OG0000299	Prbi.g_00245	Prbd.g_01019
OG0000300	Prbi.g_00246	Prbd.g_01018
OG0000301	Prbi.g_00247	Prbd.g_01017
OG0000302	Prbi.g_00248	Prbd.g_01016
OG0000303	Prbi.g_00249	Prbd.g_01015
OG0000304	Prbi.g_00250	Prbd.g_01013
OG0000305	Prbi.g_00251	Prbd.g_01012
OG0000306	Prbi.g_00252	Prbd.g_01011
OG0000307	Prbi.g_00253	Prbd.g_01010
OG0000308	Prbi.g_00254	Prbd.g_01009
OG0000309	Prbi.g_00255	Prbd.g_01008
OG0000310	Prbi.g_00256	Prbd.g_01007
OG0000311	Prbi.g_00257	Prbd.g_01006
OG0000312	Prbi.g_00259	Prbd.g_01004
OG0000313	Prbi.g_00260	Prbd.g_01003
OG0000314	Prbi.g_00263	Prbd.g_01000
OG0000315	Prbi.g_00264	Prbd.g_00999
OG0000316	Prbi.g_00266	Prbd.g_00997
OG0000317	Prbi.g_00268	Prbd.g_00995
OG0000318	Prbi.g_00269	Prbd.g_00994
OG0000319	Prbi.g_00270	Prbd.g_00993
OG0000320	Prbi.g_00271	Prbd.g_00992
OG0000321	Prbi.g_00274	Prbd.g_00989
OG0000322	Prbi.g_00277	Prbd.g_00986
OG0000323	Prbi.g_00278	Prbd.g_00985
OG0000324	Prbi.g_00281	Prbd.g_00982
OG0000325	Prbi.g_00283	Prbd.g_00980
OG0000326	Prbi.g_00284	Prbd.g_00979
OG0000327	Prbi.g_00286	Prbd.g_00977
OG0000328	Prbi.g_00287	Prbd.g_00976
OG0000329	Prbi.g_00288	Prbd.g_00975
OG0000330	Prbi.g_00289	Prbd.g_00974
OG0000331	Prbi.g_00290	Prbd.g_00973
OG0000332	Prbi.g_00291	Prbd.g_00972
OG0000333	Prbi.g_00292	Prbd.g_00971
OG0000334	Prbi.g_00293	Prbd.g_00970
OG0000335	Prbi.g_00294	Prbd.g_00969
OG0000336	Prbi.g_00295	Prbd.g_00968
OG0000337	Prbi.g_00299	Prbd.g_00964
OG0000338	Prbi.g_00300	Prbd.g_00963
OG0000339	Prbi.g_00301	Prbd.g_00962
OG0000340	Prbi.g_00302	Prbd.g_00961
OG0000341	Prbi.g_00306	Prbd.g_00957
OG0000342	Prbi.g_00307	Prbd.g_00956
OG0000343	Prbi.g_00309	Prbd.g_00954
OG0000344	Prbi.g_00310	Prbd.g_00953
OG0000345	Prbi.g_00311	Prbd.g_00952
OG0000346	Prbi.g_00312	Prbd.g_00951
OG0000347	Prbi.g_00313	Prbd.g_00950
OG0000348	Prbi.g_00314	Prbd.g_00949
OG0000349	Prbi.g_00315	Prbd.g_00948
OG0000350	Prbi.g_00316	Prbd.g_00947
OG0000351	Prbi.g_00319	Prbd.g_00944
OG0000352	Prbi.g_00322	Prbd.g_00941
OG0000353	Prbi.g_00323	Prbd.g_00940
OG0000354	Prbi.g_00324	Prbd.g_00939
OG0000355	Prbi.g_00325	Prbd.g_00938
OG0000356	Prbi.g_00326	Prbd.g_00937
OG0000357	Prbi.g_00327	Prbd.g_00936
OG0000358	Prbi.g_00328	Prbd.g_00935
OG0000359	Prbi.g_00329	Prbd.g_00934
OG0000360	Prbi.g_00332	Prbd.g_00931
OG0000361	Prbi.g_00333	Prbd.g_00930
OG0000362	Prbi.g_00334	Prbd.g_00929
OG0000363	Prbi.g_00335	Prbd.g_00928
OG0000364	Prbi.g_00336	Prbd.g_00927
OG0000365	Prbi.g_00337	Prbd.g_00926
OG0000366	Prbi.g_00338	Prbd.g_00925
OG0000367	Prbi.g_00339	Prbd.g_00924
OG0000368	Prbi.g_00340	Prbd.g_00923
OG0000369	Prbi.g_00341	Prbd.g_00922
OG0000370	Prbi.g_00342	Prbd.g_00921
OG0000371	Prbi.g_00343	Prbd.g_00920
OG0000372	Prbi.g_00345	Prbd.g_00918
OG0000373	Prbi.g_00347	Prbd.g_00916
OG0000374	Prbi.g_00348	Prbd.g_00915
OG0000375	Prbi.g_00349	Prbd.g_00914
OG0000376	Prbi.g_00351	Prbd.g_00912
OG0000377	Prbi.g_00352	Prbd.g_00911
OG0000378	Prbi.g_00353	Prbd.g_00910
OG0000379	Prbi.g_00358	Prbd.g_00905
OG0000380	Prbi.g_00359	Prbd.g_00904
OG0000381	Prbi.g_00360	Prbd.g_00903
OG0000382	Prbi.g_00362	Prbd.g_00901
OG0000383	Prbi.g_00365	Prbd.g_00898
OG0000384	Prbi.g_00366	Prbd.g_00897
OG0000385	Prbi.g_00369	Prbd.g_00894
OG0000386	Prbi.g_00370	Prbd.g_00893
OG0000387	Prbi.g_00371	Prbd.g_00892
OG0000388	Prbi.g_00372	Prbd.g_00891
OG0000389	Prbi.g_00373	Prbd.g_00890
OG0000390	Prbi.g_00374	Prbd.g_00889
OG0000391	Prbi.g_00375	Prbd.g_00888
OG0000392	Prbi.g_00376	Prbd.g_00887
OG0000393	Prbi.g_00379	Prbd.g_00884
OG0000394	Prbi.g_00380	Prbd.g_00883
OG0000395	Prbi.g_00382	Prbd.g_00881
OG0000396	Prbi.g_00383	Prbd.g_00880
OG0000397	Prbi.g_00395	Prbd.g_00867
OG0000398	Prbi.g_00403	Prbd.g_00859
OG0000399	Prbi.g_00404	Prbd.g_00858
OG0000400	Prbi.g_00409	Prbd.g_00852
OG0000401	Prbi.g_00432	Prbd.g_00811
OG0000402	Prbi.g_00433	Prbd.g_00810
OG0000403	Prbi.g_00434	Prbd.g_00809
OG0000404	Prbi.g_00436	Prbd.g_00807
OG0000405	Prbi.g_00437	Prbd.g_00806
OG0000406	Prbi.g_00439	Prbd.g_00804
OG0000407	Prbi.g_00440	Prbd.g_00803
OG0000408	Prbi.g_00441	Prbd.g_00802
OG0000409	Prbi.g_00442	Prbd.g_00801
OG0000410	Prbi.g_00443	Prbd.g_00800
OG0000411	Prbi.g_00444	Prbd.g_00799
OG0000412	Prbi.g_00445	Prbd.g_00798
OG0000413	Prbi.g_00446	Prbd.g_00797
OG0000414	Prbi.g_00447	Prbd.g_00796
OG0000415	Prbi.g_00448	Prbd.g_00795
OG0000416	Prbi.g_00449	Prbd.g_00794
OG0000417	Prbi.g_00450	Prbd.g_00793
OG0000418	Prbi.g_00451	Prbd.g_00792
OG0000419	Prbi.g_00452	Prbd.g_00791
OG0000420	Prbi.g_00453	Prbd.g_00790
OG0000421	Prbi.g_00454	Prbd.g_00789
OG0000422	Prbi.g_00456	Prbd.g_00787
OG0000423	Prbi.g_00457	Prbd.g_00786
OG0000424	Prbi.g_00459	Prbd.g_00784
OG0000425	Prbi.g_00463	Prbd.g_00781
OG0000426	Prbi.g_00464	Prbd.g_00780
OG0000427	Prbi.g_00465	Prbd.g_00779
OG0000428	Prbi.g_00466	Prbd.g_00778
OG0000429	Prbi.g_00467	Prbd.g_00777
OG0000430	Prbi.g_00474	Prbd.g_00771
OG0000431	Prbi.g_00476	Prbd.g_00769
OG0000432	Prbi.g_00477	Prbd.g_00768
OG0000433	Prbi.g_00480	Prbd.g_00765
OG0000434	Prbi.g_00481	Prbd.g_00764
OG0000435	Prbi.g_00482	Prbd.g_00763
OG0000436	Prbi.g_00484	Prbd.g_00761
OG0000437	Prbi.g_00486	Prbd.g_00759
OG0000438	Prbi.g_00487	Prbd.g_00758
OG0000439	Prbi.g_00488	Prbd.g_00757
OG0000440	Prbi.g_00490	Prbd.g_00755
OG0000441	Prbi.g_00491	Prbd.g_00754
OG0000442	Prbi.g_00492	Prbd.g_00753
OG0000443	Prbi.g_00493	Prbd.g_00752
OG0000444	Prbi.g_00494	Prbd.g_00751
OG0000445	Prbi.g_00495	Prbd.g_00750
OG0000446	Prbi.g_00496	Prbd.g_00749
OG0000447	Prbi.g_00497	Prbd.g_00748
OG0000448	Prbi.g_00498	Prbd.g_00747
OG0000449	Prbi.g_00503	Prbd.g_00742
OG0000450	Prbi.g_00504	Prbd.g_00741
OG0000451	Prbi.g_00505	Prbd.g_00740
OG0000452	Prbi.g_00506	Prbd.g_00739
OG0000453	Prbi.g_00508	Prbd.g_00737
OG0000454	Prbi.g_00509	Prbd.g_00736
OG0000455	Prbi.g_00510	Prbd.g_00735
OG0000456	Prbi.g_00511	Prbd.g_00734
OG0000457	Prbi.g_00513	Prbd.g_00732
OG0000458	Prbi.g_00515	Prbd.g_00730
OG0000459	Prbi.g_00516	Prbd.g_00729
OG0000460	Prbi.g_00518	Prbd.g_00727
OG0000461	Prbi.g_00519	Prbd.g_00726
OG0000462	Prbi.g_00520	Prbd.g_00725
OG0000463	Prbi.g_00521	Prbd.g_00724
OG0000464	Prbi.g_00526	Prbd.g_00719
OG0000465	Prbi.g_00528	Prbd.g_00717
OG0000466	Prbi.g_00529	Prbd.g_00716
OG0000467	Prbi.g_00530	Prbd.g_00715
OG0000468	Prbi.g_00531	Prbd.g_00714
OG0000469	Prbi.g_00532	Prbd.g_00713
OG0000470	Prbi.g_00533	Prbd.g_00712
OG0000471	Prbi.g_00534	Prbd.g_00711
OG0000472	Prbi.g_00537	Prbd.g_00708
OG0000473	Prbi.g_00538	Prbd.g_00707
OG0000474	Prbi.g_00539	Prbd.g_00706
OG0000475	Prbi.g_00540	Prbd.g_00705
OG0000476	Prbi.g_00541	Prbd.g_00704
OG0000477	Prbi.g_00543	Prbd.g_00702
OG0000478	Prbi.g_00544	Prbd.g_00701
OG0000479	Prbi.g_00545	Prbd.g_00700
OG0000480	Prbi.g_00547	Prbd.g_00698
OG0000481	Prbi.g_00548	Prbd.g_00697
OG0000482	Prbi.g_00549	Prbd.g_00696
OG0000483	Prbi.g_00550	Prbd.g_00695
OG0000484	Prbi.g_00551	Prbd.g_00694
OG0000485	Prbi.g_00552	Prbd.g_00693
OG0000486	Prbi.g_00553	Prbd.g_00692
OG0000487	Prbi.g_00554	Prbd.g_00691
OG0000488	Prbi.g_00556	Prbd.g_00689
OG0000489	Prbi.g_00557	Prbd.g_00688
OG0000490	Prbi.g_00558	Prbd.g_00687
OG0000491	Prbi.g_00559	Prbd.g_00686
OG0000492	Prbi.g_00560	Prbd.g_00685
OG0000493	Prbi.g_00561	Prbd.g_00684
OG0000494	Prbi.g_00563	Prbd.g_00682
OG0000495	Prbi.g_00564	Prbd.g_00681
OG0000496	Prbi.g_00565	Prbd.g_00680
OG0000497	Prbi.g_00566	Prbd.g_00679
OG0000498	Prbi.g_00567	Prbd.g_00678
OG0000499	Prbi.g_00569	Prbd.g_00676
OG0000500	Prbi.g_00570	Prbd.g_00675
OG0000501	Prbi.g_00572	Prbd.g_00673
OG0000502	Prbi.g_00573	Prbd.g_00672
OG0000503	Prbi.g_00574	Prbd.g_00671
OG0000504	Prbi.g_00575	Prbd.g_00670
OG0000505	Prbi.g_00576	Prbd.g_00669
OG0000506	Prbi.g_00577	Prbd.g_00668
OG0000507	Prbi.g_00578	Prbd.g_00667
OG0000508	Prbi.g_00580	Prbd.g_00665
OG0000509	Prbi.g_00581	Prbd.g_00664
OG0000510	Prbi.g_00582	Prbd.g_00663
OG0000511	Prbi.g_00583	Prbd.g_00662
OG0000512	Prbi.g_00584	Prbd.g_00661
OG0000513	Prbi.g_00585	Prbd.g_00660
OG0000514	Prbi.g_00586	Prbd.g_00659
OG0000515	Prbi.g_00588	Prbd.g_00657
OG0000516	Prbi.g_00589	Prbd.g_00656
OG0000517	Prbi.g_00590	Prbd.g_00655
OG0000518	Prbi.g_00593	Prbd.g_00653
OG0000519	Prbi.g_00594	Prbd.g_00652
OG0000520	Prbi.g_00595	Prbd.g_00651
OG0000521	Prbi.g_00596	Prbd.g_00650
OG0000522	Prbi.g_00597	Prbd.g_00649
OG0000523	Prbi.g_00598	Prbd.g_00648
OG0000524	Prbi.g_00599	Prbd.g_00647
OG0000525	Prbi.g_00601	Prbd.g_00645
