Orthogroup	Prbi	Prae
OG0000034	Prbi.g_01478	Prae.g_01416
OG0000035	Prbi.g_00936	Prae.g_00894
OG0000036	Prbi.g_00587	Prae.g_00559
OG0000037	Prbi.g_00625	Prae.g_00597
OG0000038	Prbi.g_00805	Prae.g_00764
OG0000039	Prbi.g_00190	Prae.g_00169
OG0000040	Prbi.g_00384	Prae.g_00359
OG0000042	Prbi.g_00745	Prae.g_00711
OG0000043	Prbi.g_00832	Prae.g_00791
OG0000044	Prbi.g_01207	Prae.g_01163
OG0000045	Prbi.g_01461	Prae.g_01417
OG0000046	Prbi.g_01780	Prae.g_01616
OG0000047	Prbi.g_01994	Prae.g_01815
OG0000048	Prbi.g_02001	Prae.g_01822
OG0000050	Prbi.g_00031	Prae.g_00031
OG0000051	Prbi.g_00181	Prae.g_00160
OG0000052	Prbi.g_00394	Prae.g_00370
OG0000053	Prbi.g_00542	Prae.g_00514
OG0000054	Prbi.g_00799	Prae.g_00758
OG0000055	Prbi.g_00869	Prae.g_00828
OG0000057	Prbi.g_00261	Prae.g_00240
OG0000058	Prbi.g_00478	Prae.g_00449
OG0000059	Prbi.g_00702	Prae.g_00672
OG0000060	Prbi.g_00780	Prae.g_00740
OG0000061	Prbi.g_01172	Prae.g_01128
OG0000061	Prbi.g_01029	Prae.g_00984
OG0000062	Prbi.g_01174	Prae.g_01130
OG0000063	Prbi.g_01330	Prae.g_01263
OG0000064	Prbi.g_01341	Prae.g_01272
OG0000065	Prbi.g_01391	Prae.g_01329
OG0000066	Prbi.g_01460	Prae.g_01389
OG0000068	Prbi.g_01938	Prae.g_01758
OG0000071	Prbi.g_00011	Prae.g_00011
OG0000072	Prbi.g_00346	Prae.g_00323
OG0000073	Prbi.g_00672	Prae.g_00643
OG0000074	Prbi.g_00694	Prae.g_00665
OG0000075	Prbi.g_00854	Prae.g_00813
OG0000076	Prbi.g_01086	Prae.g_01040
OG0000078	Prbi.g_01462	Prae.g_01390
OG0000079	Prbi.g_01668	Prae.g_01537
OG0000080	Prbi.g_01725	Prae.g_01588
OG0000081	Prbi.g_01968	Prae.g_01789
OG0000082	Prbi.g_02069	Prae.g_01877
OG0000083	Prbi.g_00003	Prae.g_00003
OG0000084	Prbi.g_00006	Prae.g_00006
OG0000085	Prbi.g_00023	Prae.g_00023
OG0000086	Prbi.g_00048	Prae.g_00041
OG0000087	Prbi.g_00060	Prae.g_00051
OG0000088	Prbi.g_00120	Prae.g_00112
OG0000089	Prbi.g_00129	Prae.g_00121
OG0000090	Prbi.g_00147	Prae.g_00139
OG0000091	Prbi.g_00193	Prae.g_00172
OG0000092	Prbi.g_00194	Prae.g_00173
OG0000093	Prbi.g_00208	Prae.g_00187
OG0000094	Prbi.g_00226	Prae.g_00205
OG0000095	Prbi.g_00231	Prae.g_00210
OG0000096	Prbi.g_00275	Prae.g_00254
OG0000097	Prbi.g_00298	Prae.g_01440
OG0000098	Prbi.g_00308	Prae.g_00285
OG0000099	Prbi.g_00318	Prae.g_00295
OG0000100	Prbi.g_00321	Prae.g_00298
OG0000101	Prbi.g_00381	Prae.g_00356
OG0000102	Prbi.g_00407	Prae.g_00382
OG0000103	Prbi.g_00479	Prae.g_00450
OG0000104	Prbi.g_00483	Prae.g_00454
OG0000105	Prbi.g_00502	Prae.g_00473
OG0000106	Prbi.g_00535	Prae.g_00506
OG0000107	Prbi.g_00536	Prae.g_00508
OG0000108	Prbi.g_00546	Prae.g_00518
OG0000109	Prbi.g_00555	Prae.g_00527
OG0000110	Prbi.g_00571	Prae.g_00543
OG0000111	Prbi.g_00654	Prae.g_00625
OG0000112	Prbi.g_00655	Prae.g_00626
OG0000113	Prbi.g_00767	Prae.g_00733
OG0000114	Prbi.g_00845	Prae.g_00804
OG0000115	Prbi.g_01009	Prae.g_00964
OG0000116	Prbi.g_01013	Prae.g_00968
OG0000117	Prbi.g_01083	Prae.g_01037
OG0000118	Prbi.g_01136	Prae.g_01090
OG0000119	Prbi.g_01177	Prae.g_01133
OG0000120	Prbi.g_01213	Prae.g_01169
OG0000121	Prbi.g_01232	Prae.g_01188
OG0000122	Prbi.g_01251	Prae.g_01207
OG0000123	Prbi.g_01264	Prae.g_01220
OG0000124	Prbi.g_01277	Prae.g_01434
OG0000125	Prbi.g_01403	Prae.g_01341
OG0000126	Prbi.g_01439	Prae.g_01368
OG0000127	Prbi.g_01576	Prae.g_01446
OG0000128	Prbi.g_01592	Prae.g_01460
OG0000129	Prbi.g_01627	Prae.g_01496
OG0000130	Prbi.g_01785	Prae.g_01621
OG0000131	Prbi.g_01823	Prae.g_01659
OG0000132	Prbi.g_01826	Prae.g_01662
OG0000133	Prbi.g_01897	Prae.g_01717
OG0000134	Prbi.g_01933	Prae.g_01753
OG0000135	Prbi.g_01935	Prae.g_01755
OG0000136	Prbi.g_01979	Prae.g_01800
OG0000137	Prbi.g_02011	Prae.g_01832
OG0000138	Prbi.g_02059	Prae.g_01867
OG0000139	Prbi.g_02086	Prae.g_01894
OG0000140	Prbi.g_00001	Prae.g_00001
OG0000141	Prbi.g_00002	Prae.g_00002
OG0000142	Prbi.g_00004	Prae.g_00004
OG0000143	Prbi.g_00005	Prae.g_00005
OG0000144	Prbi.g_00007	Prae.g_00007
OG0000145	Prbi.g_00008	Prae.g_00008
OG0000146	Prbi.g_00009	Prae.g_00009
OG0000147	Prbi.g_00010	Prae.g_00010
OG0000148	Prbi.g_00012	Prae.g_00012
OG0000149	Prbi.g_00014	Prae.g_00014
OG0000150	Prbi.g_00015	Prae.g_00015
OG0000151	Prbi.g_00016	Prae.g_00016
OG0000152	Prbi.g_00017	Prae.g_00017
OG0000153	Prbi.g_00018	Prae.g_00018
OG0000154	Prbi.g_00019	Prae.g_00019
OG0000155	Prbi.g_00020	Prae.g_00020
OG0000156	Prbi.g_00021	Prae.g_00021
OG0000157	Prbi.g_00022	Prae.g_00022
OG0000158	Prbi.g_00024	Prae.g_00024
OG0000159	Prbi.g_00025	Prae.g_00025
OG0000160	Prbi.g_00026	Prae.g_00026
OG0000161	Prbi.g_00027	Prae.g_00027
OG0000162	Prbi.g_00028	Prae.g_00028
OG0000163	Prbi.g_00029	Prae.g_00029
OG0000164	Prbi.g_00032	Prae.g_00032
OG0000165	Prbi.g_00035	Prae.g_00035
OG0000166	Prbi.g_00036	Prae.g_00036
OG0000167	Prbi.g_00037	Prae.g_00037
OG0000168	Prbi.g_00049	Prae.g_00042
OG0000169	Prbi.g_00051	Prae.g_00044
OG0000170	Prbi.g_00052	Prae.g_00045
OG0000171	Prbi.g_00053	Prae.g_00046
OG0000172	Prbi.g_00056	Prae.g_00047
OG0000173	Prbi.g_00057	Prae.g_00048
OG0000174	Prbi.g_00058	Prae.g_00049
OG0000175	Prbi.g_00059	Prae.g_00050
OG0000176	Prbi.g_00061	Prae.g_00052
OG0000177	Prbi.g_00062	Prae.g_00053
OG0000178	Prbi.g_00063	Prae.g_00054
OG0000179	Prbi.g_00071	Prae.g_00064
OG0000180	Prbi.g_00072	Prae.g_00065
OG0000181	Prbi.g_00073	Prae.g_00066
OG0000182	Prbi.g_00076	Prae.g_00069
OG0000183	Prbi.g_00077	Prae.g_00070
OG0000184	Prbi.g_00080	Prae.g_00073
OG0000185	Prbi.g_00084	Prae.g_00077
OG0000186	Prbi.g_00085	Prae.g_00078
OG0000187	Prbi.g_00086	Prae.g_00079
OG0000188	Prbi.g_00087	Prae.g_00080
OG0000189	Prbi.g_00088	Prae.g_00081
OG0000190	Prbi.g_00089	Prae.g_00082
OG0000191	Prbi.g_00090	Prae.g_00083
OG0000192	Prbi.g_00091	Prae.g_00084
OG0000193	Prbi.g_00092	Prae.g_00085
OG0000194	Prbi.g_00093	Prae.g_00086
OG0000195	Prbi.g_00095	Prae.g_00088
OG0000196	Prbi.g_00096	Prae.g_00089
OG0000197	Prbi.g_00097	Prae.g_00090
OG0000198	Prbi.g_00098	Prae.g_00091
OG0000199	Prbi.g_00101	Prae.g_00094
OG0000200	Prbi.g_00102	Prae.g_00095
OG0000201	Prbi.g_00103	Prae.g_00096
OG0000202	Prbi.g_00104	Prae.g_00097
OG0000203	Prbi.g_00105	Prae.g_00098
OG0000204	Prbi.g_00106	Prae.g_00099
OG0000205	Prbi.g_00107	Prae.g_00100
OG0000206	Prbi.g_00108	Prae.g_00101
OG0000207	Prbi.g_00109	Prae.g_00102
OG0000208	Prbi.g_00110	Prae.g_00103
OG0000209	Prbi.g_00111	Prae.g_00104
OG0000210	Prbi.g_00113	Prae.g_00105
OG0000211	Prbi.g_00114	Prae.g_00106
OG0000212	Prbi.g_00115	Prae.g_00107
OG0000213	Prbi.g_00116	Prae.g_00108
OG0000214	Prbi.g_00118	Prae.g_00110
OG0000215	Prbi.g_00119	Prae.g_00111
OG0000216	Prbi.g_00121	Prae.g_00113
OG0000217	Prbi.g_00123	Prae.g_00115
OG0000218	Prbi.g_00124	Prae.g_00116
OG0000219	Prbi.g_00125	Prae.g_00117
OG0000220	Prbi.g_00128	Prae.g_00120
OG0000221	Prbi.g_00130	Prae.g_00122
OG0000222	Prbi.g_00131	Prae.g_00123
OG0000223	Prbi.g_00132	Prae.g_00124
OG0000224	Prbi.g_00135	Prae.g_00127
OG0000225	Prbi.g_00137	Prae.g_00129
OG0000226	Prbi.g_00138	Prae.g_00130
OG0000227	Prbi.g_00139	Prae.g_00131
OG0000228	Prbi.g_00140	Prae.g_00132
OG0000229	Prbi.g_00141	Prae.g_00133
OG0000230	Prbi.g_00142	Prae.g_00134
OG0000231	Prbi.g_00144	Prae.g_00136
OG0000232	Prbi.g_00145	Prae.g_00137
OG0000233	Prbi.g_00148	Prae.g_00140
OG0000234	Prbi.g_00150	Prae.g_00142
OG0000235	Prbi.g_00169	Prae.g_00148
OG0000236	Prbi.g_00170	Prae.g_00149
OG0000237	Prbi.g_00171	Prae.g_00150
OG0000238	Prbi.g_00172	Prae.g_00151
OG0000239	Prbi.g_00173	Prae.g_00152
OG0000240	Prbi.g_00175	Prae.g_00154
OG0000241	Prbi.g_00176	Prae.g_00155
OG0000242	Prbi.g_00177	Prae.g_00156
OG0000243	Prbi.g_00178	Prae.g_00157
OG0000244	Prbi.g_00179	Prae.g_00158
OG0000245	Prbi.g_00180	Prae.g_00159
OG0000246	Prbi.g_00182	Prae.g_00161
OG0000247	Prbi.g_00183	Prae.g_00162
OG0000248	Prbi.g_00184	Prae.g_00163
OG0000249	Prbi.g_00185	Prae.g_00164
OG0000250	Prbi.g_00186	Prae.g_00165
OG0000251	Prbi.g_00187	Prae.g_00166
OG0000252	Prbi.g_00188	Prae.g_00167
OG0000253	Prbi.g_00189	Prae.g_00168
OG0000254	Prbi.g_00191	Prae.g_00170
OG0000255	Prbi.g_00192	Prae.g_00171
OG0000256	Prbi.g_00195	Prae.g_00174
OG0000257	Prbi.g_00197	Prae.g_00176
OG0000258	Prbi.g_00198	Prae.g_00177
OG0000259	Prbi.g_00199	Prae.g_00178
OG0000260	Prbi.g_00200	Prae.g_00179
OG0000261	Prbi.g_00201	Prae.g_00180
OG0000262	Prbi.g_00202	Prae.g_00181
OG0000263	Prbi.g_00203	Prae.g_00182
OG0000264	Prbi.g_00205	Prae.g_00184
OG0000265	Prbi.g_00206	Prae.g_00185
OG0000266	Prbi.g_00207	Prae.g_00186
OG0000267	Prbi.g_00209	Prae.g_00188
OG0000268	Prbi.g_00210	Prae.g_00189
OG0000269	Prbi.g_00211	Prae.g_00190
OG0000270	Prbi.g_00212	Prae.g_00191
OG0000271	Prbi.g_00213	Prae.g_00192
OG0000272	Prbi.g_00214	Prae.g_00193
OG0000273	Prbi.g_00215	Prae.g_00194
OG0000274	Prbi.g_00216	Prae.g_00195
OG0000275	Prbi.g_00217	Prae.g_00196
OG0000276	Prbi.g_00218	Prae.g_00197
OG0000277	Prbi.g_00219	Prae.g_00198
OG0000278	Prbi.g_00220	Prae.g_00199
OG0000279	Prbi.g_00221	Prae.g_00200
OG0000280	Prbi.g_00222	Prae.g_00201
OG0000281	Prbi.g_00224	Prae.g_00203
OG0000282	Prbi.g_00225	Prae.g_00204
OG0000283	Prbi.g_00228	Prae.g_00207
OG0000284	Prbi.g_00229	Prae.g_00208
OG0000285	Prbi.g_00230	Prae.g_00209
OG0000286	Prbi.g_00232	Prae.g_00211
OG0000287	Prbi.g_00233	Prae.g_00212
OG0000288	Prbi.g_00234	Prae.g_00213
OG0000289	Prbi.g_00235	Prae.g_00214
OG0000290	Prbi.g_00236	Prae.g_00215
OG0000291	Prbi.g_00237	Prae.g_00216
OG0000292	Prbi.g_00238	Prae.g_00217
OG0000293	Prbi.g_00239	Prae.g_00218
OG0000294	Prbi.g_00240	Prae.g_00219
OG0000295	Prbi.g_00241	Prae.g_00220
OG0000296	Prbi.g_00242	Prae.g_00221
OG0000297	Prbi.g_00243	Prae.g_00222
OG0000298	Prbi.g_00244	Prae.g_00223
OG0000299	Prbi.g_00245	Prae.g_00224
OG0000300	Prbi.g_00246	Prae.g_00225
OG0000301	Prbi.g_00247	Prae.g_00226
OG0000302	Prbi.g_00248	Prae.g_00227
OG0000303	Prbi.g_00249	Prae.g_00228
OG0000304	Prbi.g_00250	Prae.g_00229
OG0000305	Prbi.g_00251	Prae.g_00230
OG0000306	Prbi.g_00252	Prae.g_00231
OG0000307	Prbi.g_00253	Prae.g_00232
OG0000308	Prbi.g_00254	Prae.g_00233
OG0000309	Prbi.g_00255	Prae.g_00234
OG0000310	Prbi.g_00256	Prae.g_00235
OG0000311	Prbi.g_00257	Prae.g_00236
OG0000312	Prbi.g_00259	Prae.g_00238
OG0000313	Prbi.g_00260	Prae.g_00239
OG0000314	Prbi.g_00263	Prae.g_00242
OG0000315	Prbi.g_00264	Prae.g_00243
OG0000316	Prbi.g_00266	Prae.g_00245
OG0000317	Prbi.g_00268	Prae.g_00247
OG0000318	Prbi.g_00269	Prae.g_00248
OG0000319	Prbi.g_00270	Prae.g_00249
OG0000320	Prbi.g_00271	Prae.g_00250
OG0000321	Prbi.g_00274	Prae.g_00253
OG0000322	Prbi.g_00277	Prae.g_00256
OG0000323	Prbi.g_00278	Prae.g_00257
OG0000324	Prbi.g_00281	Prae.g_00260
OG0000325	Prbi.g_00283	Prae.g_00262
OG0000326	Prbi.g_00284	Prae.g_00263
OG0000327	Prbi.g_00286	Prae.g_00265
OG0000328	Prbi.g_00287	Prae.g_00266
OG0000329	Prbi.g_00288	Prae.g_00267
OG0000330	Prbi.g_00289	Prae.g_00268
OG0000331	Prbi.g_00290	Prae.g_00269
OG0000332	Prbi.g_00291	Prae.g_00270
OG0000333	Prbi.g_00292	Prae.g_00271
OG0000334	Prbi.g_00293	Prae.g_00272
OG0000335	Prbi.g_00294	Prae.g_00273
OG0000336	Prbi.g_00295	Prae.g_00274
OG0000337	Prbi.g_00299	Prae.g_00276
OG0000338	Prbi.g_00300	Prae.g_00277
OG0000339	Prbi.g_00301	Prae.g_00278
OG0000340	Prbi.g_00302	Prae.g_00279
OG0000341	Prbi.g_00306	Prae.g_00283
OG0000342	Prbi.g_00307	Prae.g_00284
OG0000343	Prbi.g_00309	Prae.g_00286
OG0000344	Prbi.g_00310	Prae.g_00287
OG0000345	Prbi.g_00311	Prae.g_00288
OG0000346	Prbi.g_00312	Prae.g_00289
OG0000347	Prbi.g_00313	Prae.g_00290
OG0000348	Prbi.g_00314	Prae.g_00291
OG0000349	Prbi.g_00315	Prae.g_00292
OG0000350	Prbi.g_00316	Prae.g_00293
OG0000351	Prbi.g_00319	Prae.g_00296
OG0000352	Prbi.g_00322	Prae.g_00299
OG0000353	Prbi.g_00323	Prae.g_00300
OG0000354	Prbi.g_00324	Prae.g_00301
OG0000355	Prbi.g_00325	Prae.g_00302
OG0000356	Prbi.g_00326	Prae.g_00303
OG0000357	Prbi.g_00327	Prae.g_00304
OG0000358	Prbi.g_00328	Prae.g_00305
OG0000359	Prbi.g_00329	Prae.g_00306
OG0000360	Prbi.g_00332	Prae.g_00309
OG0000361	Prbi.g_00333	Prae.g_00310
OG0000362	Prbi.g_00334	Prae.g_00311
OG0000363	Prbi.g_00335	Prae.g_00312
OG0000364	Prbi.g_00336	Prae.g_00313
OG0000365	Prbi.g_00337	Prae.g_00314
OG0000366	Prbi.g_00338	Prae.g_00315
OG0000367	Prbi.g_00339	Prae.g_00316
OG0000368	Prbi.g_00340	Prae.g_00317
OG0000369	Prbi.g_00341	Prae.g_00318
OG0000370	Prbi.g_00342	Prae.g_00319
OG0000371	Prbi.g_00343	Prae.g_00320
OG0000372	Prbi.g_00345	Prae.g_00322
OG0000373	Prbi.g_00347	Prae.g_00324
OG0000374	Prbi.g_00348	Prae.g_00325
OG0000375	Prbi.g_00349	Prae.g_00326
OG0000376	Prbi.g_00351	Prae.g_00328
OG0000377	Prbi.g_00352	Prae.g_00329
OG0000378	Prbi.g_00353	Prae.g_00330
OG0000379	Prbi.g_00358	Prae.g_00335
OG0000380	Prbi.g_00359	Prae.g_00336
OG0000381	Prbi.g_00360	Prae.g_00337
OG0000382	Prbi.g_00362	Prae.g_00338
OG0000383	Prbi.g_00365	Prae.g_00341
OG0000384	Prbi.g_00366	Prae.g_00342
OG0000385	Prbi.g_00369	Prae.g_00344
OG0000386	Prbi.g_00370	Prae.g_00345
OG0000387	Prbi.g_00371	Prae.g_00346
OG0000388	Prbi.g_00372	Prae.g_00347
OG0000389	Prbi.g_00373	Prae.g_00348
OG0000390	Prbi.g_00374	Prae.g_00349
OG0000391	Prbi.g_00375	Prae.g_00350
OG0000392	Prbi.g_00376	Prae.g_00351
OG0000393	Prbi.g_00379	Prae.g_00354
OG0000394	Prbi.g_00380	Prae.g_00355
OG0000395	Prbi.g_00382	Prae.g_00357
OG0000396	Prbi.g_00383	Prae.g_00358
OG0000397	Prbi.g_00395	Prae.g_00371
OG0000398	Prbi.g_00403	Prae.g_00379
OG0000399	Prbi.g_00404	Prae.g_00380
OG0000400	Prbi.g_00409	Prae.g_00385
OG0000401	Prbi.g_00432	Prae.g_00405
OG0000402	Prbi.g_00433	Prae.g_00406
OG0000403	Prbi.g_00434	Prae.g_00407
OG0000404	Prbi.g_00436	Prae.g_00409
OG0000405	Prbi.g_00437	Prae.g_00410
OG0000406	Prbi.g_00439	Prae.g_00412
OG0000407	Prbi.g_00440	Prae.g_00413
OG0000408	Prbi.g_00441	Prae.g_00414
OG0000409	Prbi.g_00442	Prae.g_00415
OG0000410	Prbi.g_00443	Prae.g_00416
OG0000411	Prbi.g_00444	Prae.g_00417
OG0000412	Prbi.g_00445	Prae.g_00418
OG0000413	Prbi.g_00446	Prae.g_00419
OG0000414	Prbi.g_00447	Prae.g_00420
OG0000415	Prbi.g_00448	Prae.g_00421
OG0000416	Prbi.g_00449	Prae.g_00422
OG0000417	Prbi.g_00450	Prae.g_00423
OG0000418	Prbi.g_00451	Prae.g_00424
OG0000419	Prbi.g_00452	Prae.g_00425
OG0000420	Prbi.g_00453	Prae.g_00426
OG0000421	Prbi.g_00454	Prae.g_00427
OG0000422	Prbi.g_00456	Prae.g_00429
OG0000423	Prbi.g_00457	Prae.g_00430
OG0000424	Prbi.g_00459	Prae.g_00432
OG0000425	Prbi.g_00463	Prae.g_00435
OG0000426	Prbi.g_00464	Prae.g_00436
OG0000427	Prbi.g_00465	Prae.g_00437
OG0000428	Prbi.g_00466	Prae.g_00438
OG0000429	Prbi.g_00467	Prae.g_00439
OG0000430	Prbi.g_00474	Prae.g_00445
OG0000431	Prbi.g_00476	Prae.g_00447
OG0000432	Prbi.g_00477	Prae.g_00448
OG0000433	Prbi.g_00480	Prae.g_00451
OG0000434	Prbi.g_00481	Prae.g_00452
OG0000435	Prbi.g_00482	Prae.g_00453
OG0000436	Prbi.g_00484	Prae.g_00455
OG0000437	Prbi.g_00486	Prae.g_00457
OG0000438	Prbi.g_00487	Prae.g_00458
OG0000439	Prbi.g_00488	Prae.g_00459
OG0000440	Prbi.g_00490	Prae.g_00461
OG0000441	Prbi.g_00491	Prae.g_00462
OG0000442	Prbi.g_00492	Prae.g_00463
OG0000443	Prbi.g_00493	Prae.g_00464
OG0000444	Prbi.g_00494	Prae.g_00465
OG0000445	Prbi.g_00495	Prae.g_00466
OG0000446	Prbi.g_00496	Prae.g_00467
OG0000447	Prbi.g_00497	Prae.g_00468
OG0000448	Prbi.g_00498	Prae.g_00469
OG0000449	Prbi.g_00503	Prae.g_00474
OG0000450	Prbi.g_00504	Prae.g_00475
OG0000451	Prbi.g_00505	Prae.g_00476
OG0000452	Prbi.g_00506	Prae.g_00477
OG0000453	Prbi.g_00508	Prae.g_00479
OG0000454	Prbi.g_00509	Prae.g_00480
OG0000455	Prbi.g_00510	Prae.g_00481
OG0000456	Prbi.g_00511	Prae.g_00482
OG0000457	Prbi.g_00513	Prae.g_00484
OG0000458	Prbi.g_00515	Prae.g_00486
OG0000459	Prbi.g_00516	Prae.g_00487
OG0000460	Prbi.g_00518	Prae.g_00489
OG0000461	Prbi.g_00519	Prae.g_00490
OG0000462	Prbi.g_00520	Prae.g_00491
OG0000463	Prbi.g_00521	Prae.g_00492
OG0000464	Prbi.g_00526	Prae.g_00497
OG0000465	Prbi.g_00528	Prae.g_00499
OG0000466	Prbi.g_00529	Prae.g_00500
OG0000467	Prbi.g_00530	Prae.g_00501
OG0000468	Prbi.g_00531	Prae.g_00502
OG0000469	Prbi.g_00532	Prae.g_00503
OG0000470	Prbi.g_00533	Prae.g_00504
OG0000471	Prbi.g_00534	Prae.g_00505
OG0000472	Prbi.g_00537	Prae.g_00509
OG0000473	Prbi.g_00538	Prae.g_00510
OG0000474	Prbi.g_00539	Prae.g_00511
OG0000475	Prbi.g_00540	Prae.g_00512
OG0000476	Prbi.g_00541	Prae.g_00513
OG0000477	Prbi.g_00543	Prae.g_00515
OG0000478	Prbi.g_00544	Prae.g_00516
OG0000479	Prbi.g_00545	Prae.g_00517
OG0000480	Prbi.g_00547	Prae.g_00519
OG0000481	Prbi.g_00548	Prae.g_00520
OG0000482	Prbi.g_00549	Prae.g_00521
OG0000483	Prbi.g_00550	Prae.g_00522
OG0000484	Prbi.g_00551	Prae.g_00523
OG0000485	Prbi.g_00552	Prae.g_00524
OG0000486	Prbi.g_00553	Prae.g_00525
OG0000487	Prbi.g_00554	Prae.g_00526
OG0000488	Prbi.g_00556	Prae.g_00528
OG0000489	Prbi.g_00557	Prae.g_00529
OG0000490	Prbi.g_00558	Prae.g_00530
OG0000491	Prbi.g_00559	Prae.g_00531
OG0000492	Prbi.g_00560	Prae.g_00532
OG0000493	Prbi.g_00561	Prae.g_00533
OG0000494	Prbi.g_00563	Prae.g_00535
OG0000495	Prbi.g_00564	Prae.g_00536
OG0000496	Prbi.g_00565	Prae.g_00537
OG0000497	Prbi.g_00566	Prae.g_00538
OG0000498	Prbi.g_00567	Prae.g_00539
OG0000499	Prbi.g_00569	Prae.g_00541
OG0000500	Prbi.g_00570	Prae.g_00542
OG0000501	Prbi.g_00572	Prae.g_00544
OG0000502	Prbi.g_00573	Prae.g_00545
OG0000503	Prbi.g_00574	Prae.g_00546
OG0000504	Prbi.g_00575	Prae.g_00547
OG0000505	Prbi.g_00576	Prae.g_00548
OG0000506	Prbi.g_00577	Prae.g_00549
OG0000507	Prbi.g_00578	Prae.g_00550
OG0000508	Prbi.g_00580	Prae.g_00552
OG0000509	Prbi.g_00581	Prae.g_00553
OG0000510	Prbi.g_00582	Prae.g_00554
OG0000511	Prbi.g_00583	Prae.g_00555
OG0000512	Prbi.g_00584	Prae.g_00556
OG0000513	Prbi.g_00585	Prae.g_00557
OG0000514	Prbi.g_00586	Prae.g_00558
OG0000515	Prbi.g_00588	Prae.g_00560
OG0000516	Prbi.g_00589	Prae.g_00561
OG0000517	Prbi.g_00590	Prae.g_00562
OG0000518	Prbi.g_00593	Prae.g_00565
OG0000519	Prbi.g_00594	Prae.g_00566
OG0000520	Prbi.g_00595	Prae.g_00567
OG0000521	Prbi.g_00596	Prae.g_00568
OG0000522	Prbi.g_00597	Prae.g_00569
OG0000523	Prbi.g_00598	Prae.g_00570
OG0000524	Prbi.g_00599	Prae.g_00571
OG0000525	Prbi.g_00601	Prae.g_00573
OG0000526	Prbi.g_00602	Prae.g_00574
OG0000527	Prbi.g_00603	Prae.g_00575
OG0000528	Prbi.g_00604	Prae.g_00576
OG0000529	Prbi.g_00605	Prae.g_00577
OG0000530	Prbi.g_00606	Prae.g_00578
OG0000531	Prbi.g_00607	Prae.g_00579
OG0000532	Prbi.g_00608	Prae.g_00580
OG0000533	Prbi.g_00609	Prae.g_00581
OG0000534	Prbi.g_00610	Prae.g_00582
OG0000535	Prbi.g_00611	Prae.g_00583
OG0000536	Prbi.g_00612	Prae.g_00584
OG0000537	Prbi.g_00613	Prae.g_00585
OG0000538	Prbi.g_00614	Prae.g_00586
OG0000539	Prbi.g_00615	Prae.g_00587
OG0000540	Prbi.g_00616	Prae.g_00588
OG0000541	Prbi.g_00617	Prae.g_00589
OG0000542	Prbi.g_00618	Prae.g_00590
OG0000543	Prbi.g_00619	Prae.g_00591
OG0000544	Prbi.g_00620	Prae.g_00592
OG0000545	Prbi.g_00623	Prae.g_00595
OG0000546	Prbi.g_00624	Prae.g_00596
