Orthogroup	Prbi	Prap
OG0000332	Prbi.g_00291	Prap.g_01443
OG0000333	Prbi.g_00292	Prap.g_01442
OG0000334	Prbi.g_00293	Prap.g_01441
OG0000335	Prbi.g_00294	Prap.g_01440
OG0000336	Prbi.g_00295	Prap.g_01438
OG0000337	Prbi.g_00299	Prap.g_01435
OG0000338	Prbi.g_00300	Prap.g_01434
OG0000339	Prbi.g_00301	Prap.g_01433
OG0000340	Prbi.g_00302	Prap.g_01432
OG0000341	Prbi.g_00306	Prap.g_01428
OG0000342	Prbi.g_00307	Prap.g_01427
OG0000343	Prbi.g_00309	Prap.g_01424
OG0000344	Prbi.g_00310	Prap.g_01423
OG0000345	Prbi.g_00311	Prap.g_01422
OG0000346	Prbi.g_00312	Prap.g_01421
OG0000347	Prbi.g_00313	Prap.g_01420
OG0000348	Prbi.g_00314	Prap.g_01418
OG0000349	Prbi.g_00315	Prap.g_01417
OG0000350	Prbi.g_00316	Prap.g_01416
OG0000351	Prbi.g_00319	Prap.g_01414
OG0000352	Prbi.g_00322	Prap.g_01411
OG0000353	Prbi.g_00323	Prap.g_01410
OG0000354	Prbi.g_00324	Prap.g_01409
OG0000355	Prbi.g_00325	Prap.g_01408
OG0000356	Prbi.g_00326	Prap.g_01407
OG0000357	Prbi.g_00327	Prap.g_01406
OG0000358	Prbi.g_00328	Prap.g_01405
OG0000359	Prbi.g_00329	Prap.g_01404
OG0000360	Prbi.g_00332	Prap.g_01402
OG0000361	Prbi.g_00333	Prap.g_01401
OG0000362	Prbi.g_00334	Prap.g_01400
OG0000363	Prbi.g_00335	Prap.g_01399
OG0000364	Prbi.g_00336	Prap.g_01398
OG0000365	Prbi.g_00337	Prap.g_01397
OG0000366	Prbi.g_00338	Prap.g_01396
OG0000367	Prbi.g_00339	Prap.g_01395
OG0000368	Prbi.g_00340	Prap.g_01394
OG0000369	Prbi.g_00341	Prap.g_01393
OG0000370	Prbi.g_00342	Prap.g_01392
OG0000371	Prbi.g_00343	Prap.g_01391
OG0000372	Prbi.g_00345	Prap.g_01390
OG0000373	Prbi.g_00347	Prap.g_01388
OG0000374	Prbi.g_00348	Prap.g_01387
OG0000375	Prbi.g_00349	Prap.g_01386
OG0000376	Prbi.g_00351	Prap.g_01385
OG0000377	Prbi.g_00352	Prap.g_01379
OG0000378	Prbi.g_00353	Prap.g_01378
OG0000379	Prbi.g_00358	Prap.g_01372
OG0000380	Prbi.g_00359	Prap.g_01370
OG0000381	Prbi.g_00360	Prap.g_01369
OG0000382	Prbi.g_00362	Prap.g_01368
OG0000383	Prbi.g_00365	Prap.g_01365
OG0000384	Prbi.g_00366	Prap.g_01364
OG0000385	Prbi.g_00369	Prap.g_01361
OG0000386	Prbi.g_00370	Prap.g_01360
OG0000387	Prbi.g_00371	Prap.g_01359
OG0000388	Prbi.g_00372	Prap.g_01358
OG0000389	Prbi.g_00373	Prap.g_01357
OG0000390	Prbi.g_00374	Prap.g_01356
OG0000391	Prbi.g_00375	Prap.g_01355
OG0000392	Prbi.g_00376	Prap.g_01354
OG0000393	Prbi.g_00379	Prap.g_01350
OG0000394	Prbi.g_00380	Prap.g_01349
OG0000395	Prbi.g_00382	Prap.g_01346
OG0000396	Prbi.g_00383	Prap.g_00728
OG0000397	Prbi.g_00395	Prap.g_00500
OG0000398	Prbi.g_00403	Prap.g_01827
OG0000399	Prbi.g_00404	Prap.g_00495
OG0000400	Prbi.g_00409	Prap.g_01714
OG0000401	Prbi.g_00432	Prap.g_01335
OG0000402	Prbi.g_00433	Prap.g_01334
OG0000403	Prbi.g_00434	Prap.g_01333
OG0000404	Prbi.g_00436	Prap.g_01331
OG0000405	Prbi.g_00437	Prap.g_01330
OG0000406	Prbi.g_00439	Prap.g_01328
OG0000407	Prbi.g_00440	Prap.g_01327
OG0000408	Prbi.g_00441	Prap.g_01326
OG0000409	Prbi.g_00442	Prap.g_01325
OG0000410	Prbi.g_00443	Prap.g_01324
OG0000411	Prbi.g_00444	Prap.g_01323
OG0000412	Prbi.g_00445	Prap.g_01322
OG0000413	Prbi.g_00446	Prap.g_01321
OG0000414	Prbi.g_00447	Prap.g_01320
OG0000415	Prbi.g_00448	Prap.g_01319
OG0000416	Prbi.g_00449	Prap.g_01318
OG0000417	Prbi.g_00450	Prap.g_01317
OG0000418	Prbi.g_00451	Prap.g_01316
OG0000419	Prbi.g_00452	Prap.g_01315
OG0000420	Prbi.g_00453	Prap.g_01314
OG0000421	Prbi.g_00454	Prap.g_01310
OG0000422	Prbi.g_00456	Prap.g_01308
OG0000423	Prbi.g_00457	Prap.g_01307
OG0000424	Prbi.g_00459	Prap.g_01306
OG0000425	Prbi.g_00463	Prap.g_01302
OG0000426	Prbi.g_00464	Prap.g_01301
OG0000427	Prbi.g_00465	Prap.g_01300
OG0000428	Prbi.g_00466	Prap.g_01298
OG0000429	Prbi.g_00467	Prap.g_01297
OG0000430	Prbi.g_00474	Prap.g_01296
OG0000431	Prbi.g_00476	Prap.g_01294
OG0000432	Prbi.g_00477	Prap.g_01293
OG0000433	Prbi.g_00480	Prap.g_01290
OG0000434	Prbi.g_00481	Prap.g_01289
OG0000435	Prbi.g_00482	Prap.g_01288
OG0000436	Prbi.g_00484	Prap.g_01286
OG0000437	Prbi.g_00486	Prap.g_01284
OG0000438	Prbi.g_00487	Prap.g_01283
OG0000439	Prbi.g_00488	Prap.g_01282
OG0000440	Prbi.g_00490	Prap.g_01280
OG0000441	Prbi.g_00491	Prap.g_01279
OG0000442	Prbi.g_00492	Prap.g_01278
OG0000443	Prbi.g_00493	Prap.g_01277
OG0000444	Prbi.g_00494	Prap.g_01276
OG0000445	Prbi.g_00495	Prap.g_01275
OG0000446	Prbi.g_00496	Prap.g_01274
OG0000447	Prbi.g_00497	Prap.g_01273
OG0000448	Prbi.g_00498	Prap.g_01272
OG0000449	Prbi.g_00503	Prap.g_01266
OG0000450	Prbi.g_00504	Prap.g_01265
OG0000451	Prbi.g_00505	Prap.g_01264
OG0000452	Prbi.g_00506	Prap.g_01263
OG0000453	Prbi.g_00508	Prap.g_01262
OG0000454	Prbi.g_00509	Prap.g_01261
OG0000455	Prbi.g_00510	Prap.g_01260
OG0000456	Prbi.g_00511	Prap.g_01259
OG0000457	Prbi.g_00513	Prap.g_01257
OG0000458	Prbi.g_00515	Prap.g_01255
OG0000459	Prbi.g_00516	Prap.g_01254
OG0000460	Prbi.g_00518	Prap.g_01252
OG0000461	Prbi.g_00519	Prap.g_01251
OG0000462	Prbi.g_00520	Prap.g_01250
OG0000463	Prbi.g_00521	Prap.g_01249
OG0000464	Prbi.g_00526	Prap.g_01245
OG0000465	Prbi.g_00528	Prap.g_01244
OG0000466	Prbi.g_00529	Prap.g_01243
OG0000467	Prbi.g_00530	Prap.g_01242
OG0000468	Prbi.g_00531	Prap.g_01241
OG0000469	Prbi.g_00532	Prap.g_01240
OG0000470	Prbi.g_00533	Prap.g_01239
OG0000471	Prbi.g_00534	Prap.g_01238
OG0000472	Prbi.g_00537	Prap.g_01235
OG0000473	Prbi.g_00538	Prap.g_01234
OG0000474	Prbi.g_00539	Prap.g_01233
OG0000475	Prbi.g_00540	Prap.g_01232
OG0000476	Prbi.g_00541	Prap.g_01231
OG0000477	Prbi.g_00543	Prap.g_01229
OG0000478	Prbi.g_00544	Prap.g_01228
OG0000479	Prbi.g_00545	Prap.g_01227
OG0000480	Prbi.g_00547	Prap.g_01225
OG0000481	Prbi.g_00548	Prap.g_01224
OG0000482	Prbi.g_00549	Prap.g_01223
OG0000483	Prbi.g_00550	Prap.g_01222
OG0000484	Prbi.g_00551	Prap.g_01221
OG0000485	Prbi.g_00552	Prap.g_01220
OG0000486	Prbi.g_00553	Prap.g_01219
OG0000487	Prbi.g_00554	Prap.g_01218
OG0000488	Prbi.g_00556	Prap.g_01216
OG0000489	Prbi.g_00557	Prap.g_01215
OG0000490	Prbi.g_00558	Prap.g_01214
OG0000491	Prbi.g_00559	Prap.g_01213
OG0000492	Prbi.g_00560	Prap.g_01212
OG0000493	Prbi.g_00561	Prap.g_01211
OG0000494	Prbi.g_00563	Prap.g_01210
OG0000495	Prbi.g_00564	Prap.g_01209
OG0000496	Prbi.g_00565	Prap.g_01207
OG0000497	Prbi.g_00566	Prap.g_01205
OG0000498	Prbi.g_00567	Prap.g_01204
OG0000499	Prbi.g_00569	Prap.g_01202
OG0000500	Prbi.g_00570	Prap.g_01201
OG0000501	Prbi.g_00572	Prap.g_01199
OG0000502	Prbi.g_00573	Prap.g_01198
OG0000503	Prbi.g_00574	Prap.g_01197
OG0000504	Prbi.g_00575	Prap.g_01196
OG0000505	Prbi.g_00576	Prap.g_01195
OG0000506	Prbi.g_00577	Prap.g_01194
OG0000507	Prbi.g_00578	Prap.g_01193
OG0000508	Prbi.g_00580	Prap.g_01191
OG0000509	Prbi.g_00581	Prap.g_01190
OG0000510	Prbi.g_00582	Prap.g_01189
OG0000511	Prbi.g_00583	Prap.g_01188
OG0000512	Prbi.g_00584	Prap.g_01187
OG0000513	Prbi.g_00585	Prap.g_01186
OG0000514	Prbi.g_00586	Prap.g_01185
OG0000515	Prbi.g_00588	Prap.g_01182
OG0000516	Prbi.g_00589	Prap.g_01181
OG0000517	Prbi.g_00590	Prap.g_01180
OG0000518	Prbi.g_00593	Prap.g_01177
OG0000519	Prbi.g_00594	Prap.g_01176
OG0000520	Prbi.g_00595	Prap.g_01175
OG0000521	Prbi.g_00596	Prap.g_01174
OG0000522	Prbi.g_00597	Prap.g_01173
OG0000523	Prbi.g_00598	Prap.g_01172
OG0000524	Prbi.g_00599	Prap.g_01171
OG0000525	Prbi.g_00601	Prap.g_01169
OG0000526	Prbi.g_00602	Prap.g_01168
OG0000527	Prbi.g_00603	Prap.g_01167
OG0000528	Prbi.g_00604	Prap.g_01166
OG0000529	Prbi.g_00605	Prap.g_01165
OG0000530	Prbi.g_00606	Prap.g_01164
OG0000531	Prbi.g_00607	Prap.g_01162
OG0000532	Prbi.g_00608	Prap.g_01161
OG0000533	Prbi.g_00609	Prap.g_01160
OG0000534	Prbi.g_00610	Prap.g_01159
OG0000535	Prbi.g_00611	Prap.g_01158
OG0000536	Prbi.g_00612	Prap.g_01157
OG0000537	Prbi.g_00613	Prap.g_01156
OG0000538	Prbi.g_00614	Prap.g_01155
OG0000539	Prbi.g_00615	Prap.g_01154
OG0000540	Prbi.g_00616	Prap.g_01153
OG0000541	Prbi.g_00617	Prap.g_01152
OG0000542	Prbi.g_00618	Prap.g_01151
OG0000543	Prbi.g_00619	Prap.g_01150
OG0000544	Prbi.g_00620	Prap.g_01149
OG0000545	Prbi.g_00623	Prap.g_01147
OG0000546	Prbi.g_00624	Prap.g_01146
OG0000547	Prbi.g_00626	Prap.g_01144
OG0000548	Prbi.g_00627	Prap.g_01142
OG0000549	Prbi.g_00628	Prap.g_01141
OG0000550	Prbi.g_00629	Prap.g_01140
OG0000551	Prbi.g_00630	Prap.g_01138
OG0000552	Prbi.g_00631	Prap.g_01137
OG0000553	Prbi.g_00632	Prap.g_00397
OG0000554	Prbi.g_00634	Prap.g_00396
OG0000555	Prbi.g_00635	Prap.g_00395
OG0000556	Prbi.g_00636	Prap.g_00394
OG0000557	Prbi.g_00637	Prap.g_00393
OG0000558	Prbi.g_00638	Prap.g_00392
OG0000559	Prbi.g_00639	Prap.g_00391
OG0000560	Prbi.g_00641	Prap.g_00389
OG0000561	Prbi.g_00642	Prap.g_00388
OG0000562	Prbi.g_00643	Prap.g_00386
OG0000563	Prbi.g_00644	Prap.g_00385
OG0000564	Prbi.g_00645	Prap.g_00384
OG0000565	Prbi.g_00646	Prap.g_00383
OG0000566	Prbi.g_00647	Prap.g_00382
OG0000567	Prbi.g_00648	Prap.g_00381
