Orthogroup	Prbi	Prad
OG0000193	Prbi.g_00092	Prad.g_01908
OG0000194	Prbi.g_00093	Prad.g_01907
OG0000195	Prbi.g_00095	Prad.g_01905
OG0000196	Prbi.g_00096	Prad.g_01904
OG0000197	Prbi.g_00097	Prad.g_01903
OG0000198	Prbi.g_00098	Prad.g_01902
OG0000199	Prbi.g_00101	Prad.g_01899
OG0000200	Prbi.g_00102	Prad.g_01898
OG0000201	Prbi.g_00103	Prad.g_01897
OG0000202	Prbi.g_00104	Prad.g_01896
OG0000203	Prbi.g_00105	Prad.g_01895
OG0000204	Prbi.g_00106	Prad.g_01894
OG0000205	Prbi.g_00107	Prad.g_01893
OG0000206	Prbi.g_00108	Prad.g_01892
OG0000207	Prbi.g_00109	Prad.g_01891
OG0000208	Prbi.g_00110	Prad.g_01890
OG0000209	Prbi.g_00111	Prad.g_01889
OG0000210	Prbi.g_00113	Prad.g_01887
OG0000211	Prbi.g_00114	Prad.g_01886
OG0000212	Prbi.g_00115	Prad.g_01885
OG0000213	Prbi.g_00116	Prad.g_01884
OG0000214	Prbi.g_00118	Prad.g_01882
OG0000215	Prbi.g_00119	Prad.g_01881
OG0000216	Prbi.g_00121	Prad.g_01879
OG0000217	Prbi.g_00123	Prad.g_01878
OG0000218	Prbi.g_00124	Prad.g_01877
OG0000219	Prbi.g_00125	Prad.g_01876
OG0000220	Prbi.g_00128	Prad.g_01873
OG0000221	Prbi.g_00130	Prad.g_01871
OG0000222	Prbi.g_00131	Prad.g_01870
OG0000223	Prbi.g_00132	Prad.g_01869
OG0000224	Prbi.g_00135	Prad.g_01866
OG0000225	Prbi.g_00137	Prad.g_01864
OG0000226	Prbi.g_00138	Prad.g_01863
OG0000227	Prbi.g_00139	Prad.g_01862
OG0000228	Prbi.g_00140	Prad.g_01861
OG0000229	Prbi.g_00141	Prad.g_01860
OG0000230	Prbi.g_00142	Prad.g_01859
OG0000231	Prbi.g_00144	Prad.g_01857
OG0000232	Prbi.g_00145	Prad.g_01856
OG0000233	Prbi.g_00148	Prad.g_01853
OG0000234	Prbi.g_00150	Prad.g_01851
OG0000235	Prbi.g_00169	Prad.g_01846
OG0000236	Prbi.g_00170	Prad.g_01845
OG0000237	Prbi.g_00171	Prad.g_01844
OG0000238	Prbi.g_00172	Prad.g_01843
OG0000239	Prbi.g_00173	Prad.g_01842
OG0000240	Prbi.g_00175	Prad.g_01840
OG0000241	Prbi.g_00176	Prad.g_01839
OG0000242	Prbi.g_00177	Prad.g_01838
OG0000243	Prbi.g_00178	Prad.g_01837
OG0000244	Prbi.g_00179	Prad.g_01836
OG0000245	Prbi.g_00180	Prad.g_01835
OG0000246	Prbi.g_00182	Prad.g_01833
OG0000247	Prbi.g_00183	Prad.g_01832
OG0000248	Prbi.g_00184	Prad.g_01831
OG0000249	Prbi.g_00185	Prad.g_01830
OG0000250	Prbi.g_00186	Prad.g_01829
OG0000251	Prbi.g_00187	Prad.g_01828
OG0000252	Prbi.g_00188	Prad.g_01827
OG0000253	Prbi.g_00189	Prad.g_01826
OG0000254	Prbi.g_00191	Prad.g_01824
OG0000255	Prbi.g_00192	Prad.g_01823
OG0000256	Prbi.g_00195	Prad.g_01820
OG0000257	Prbi.g_00197	Prad.g_01818
OG0000258	Prbi.g_00198	Prad.g_01817
OG0000259	Prbi.g_00199	Prad.g_01816
OG0000260	Prbi.g_00200	Prad.g_01815
OG0000261	Prbi.g_00201	Prad.g_01814
OG0000262	Prbi.g_00202	Prad.g_01813
OG0000263	Prbi.g_00203	Prad.g_01812
OG0000264	Prbi.g_00205	Prad.g_01810
OG0000265	Prbi.g_00206	Prad.g_01809
OG0000266	Prbi.g_00207	Prad.g_01808
OG0000267	Prbi.g_00209	Prad.g_01806
OG0000268	Prbi.g_00210	Prad.g_01805
OG0000269	Prbi.g_00211	Prad.g_01804
OG0000270	Prbi.g_00212	Prad.g_01803
OG0000271	Prbi.g_00213	Prad.g_01802
OG0000272	Prbi.g_00214	Prad.g_01801
OG0000273	Prbi.g_00215	Prad.g_01800
OG0000274	Prbi.g_00216	Prad.g_01799
OG0000275	Prbi.g_00217	Prad.g_01798
OG0000276	Prbi.g_00218	Prad.g_01797
OG0000277	Prbi.g_00219	Prad.g_01796
OG0000278	Prbi.g_00220	Prad.g_01795
OG0000279	Prbi.g_00221	Prad.g_01794
OG0000280	Prbi.g_00222	Prad.g_01793
OG0000281	Prbi.g_00224	Prad.g_01791
OG0000282	Prbi.g_00225	Prad.g_01790
OG0000283	Prbi.g_00228	Prad.g_01787
OG0000284	Prbi.g_00229	Prad.g_01786
OG0000285	Prbi.g_00230	Prad.g_01785
OG0000286	Prbi.g_00232	Prad.g_01783
OG0000287	Prbi.g_00233	Prad.g_01782
OG0000288	Prbi.g_00234	Prad.g_01781
OG0000289	Prbi.g_00235	Prad.g_01780
OG0000290	Prbi.g_00236	Prad.g_01779
OG0000291	Prbi.g_00237	Prad.g_01778
OG0000292	Prbi.g_00238	Prad.g_01777
OG0000293	Prbi.g_00239	Prad.g_01776
OG0000294	Prbi.g_00240	Prad.g_01775
OG0000295	Prbi.g_00241	Prad.g_01774
OG0000296	Prbi.g_00242	Prad.g_01773
OG0000297	Prbi.g_00243	Prad.g_01772
OG0000298	Prbi.g_00244	Prad.g_01771
OG0000299	Prbi.g_00245	Prad.g_01770
OG0000300	Prbi.g_00246	Prad.g_01769
OG0000301	Prbi.g_00247	Prad.g_01768
OG0000302	Prbi.g_00248	Prad.g_01767
OG0000303	Prbi.g_00249	Prad.g_01766
OG0000304	Prbi.g_00250	Prad.g_01765
OG0000305	Prbi.g_00251	Prad.g_01764
OG0000306	Prbi.g_00252	Prad.g_01763
OG0000307	Prbi.g_00253	Prad.g_01762
OG0000308	Prbi.g_00254	Prad.g_01761
OG0000309	Prbi.g_00255	Prad.g_01760
OG0000310	Prbi.g_00256	Prad.g_01759
OG0000311	Prbi.g_00257	Prad.g_01758
OG0000312	Prbi.g_00259	Prad.g_01756
OG0000313	Prbi.g_00260	Prad.g_01755
OG0000314	Prbi.g_00263	Prad.g_01752
OG0000315	Prbi.g_00264	Prad.g_01751
OG0000316	Prbi.g_00266	Prad.g_01749
OG0000317	Prbi.g_00268	Prad.g_01747
OG0000318	Prbi.g_00269	Prad.g_01746
OG0000319	Prbi.g_00270	Prad.g_01745
OG0000320	Prbi.g_00271	Prad.g_01744
OG0000321	Prbi.g_00274	Prad.g_01741
OG0000322	Prbi.g_00277	Prad.g_01738
OG0000323	Prbi.g_00278	Prad.g_01737
OG0000324	Prbi.g_00281	Prad.g_01734
OG0000325	Prbi.g_00283	Prad.g_01732
OG0000326	Prbi.g_00284	Prad.g_01731
OG0000327	Prbi.g_00286	Prad.g_01729
OG0000328	Prbi.g_00287	Prad.g_01728
OG0000329	Prbi.g_00288	Prad.g_01727
OG0000330	Prbi.g_00289	Prad.g_01726
OG0000331	Prbi.g_00290	Prad.g_01725
OG0000332	Prbi.g_00291	Prad.g_01724
OG0000333	Prbi.g_00292	Prad.g_01723
OG0000334	Prbi.g_00293	Prad.g_01722
OG0000335	Prbi.g_00294	Prad.g_01721
OG0000336	Prbi.g_00295	Prad.g_01720
OG0000337	Prbi.g_00299	Prad.g_01716
OG0000338	Prbi.g_00300	Prad.g_01715
OG0000339	Prbi.g_00301	Prad.g_01714
OG0000340	Prbi.g_00302	Prad.g_01713
OG0000341	Prbi.g_00306	Prad.g_01709
OG0000342	Prbi.g_00307	Prad.g_01708
OG0000343	Prbi.g_00309	Prad.g_01706
OG0000344	Prbi.g_00310	Prad.g_01705
OG0000345	Prbi.g_00311	Prad.g_01704
OG0000346	Prbi.g_00312	Prad.g_01703
OG0000347	Prbi.g_00313	Prad.g_01702
OG0000348	Prbi.g_00314	Prad.g_01701
OG0000349	Prbi.g_00315	Prad.g_01700
OG0000350	Prbi.g_00316	Prad.g_01699
OG0000351	Prbi.g_00319	Prad.g_01696
OG0000352	Prbi.g_00322	Prad.g_01693
OG0000353	Prbi.g_00323	Prad.g_01692
OG0000354	Prbi.g_00324	Prad.g_01691
OG0000355	Prbi.g_00325	Prad.g_01690
OG0000356	Prbi.g_00326	Prad.g_01689
OG0000357	Prbi.g_00327	Prad.g_01688
OG0000358	Prbi.g_00328	Prad.g_01687
OG0000359	Prbi.g_00329	Prad.g_01686
OG0000360	Prbi.g_00332	Prad.g_01683
OG0000361	Prbi.g_00333	Prad.g_01682
OG0000362	Prbi.g_00334	Prad.g_01681
OG0000363	Prbi.g_00335	Prad.g_01680
OG0000364	Prbi.g_00336	Prad.g_01679
OG0000365	Prbi.g_00337	Prad.g_01678
OG0000366	Prbi.g_00338	Prad.g_01677
OG0000367	Prbi.g_00339	Prad.g_01676
OG0000368	Prbi.g_00340	Prad.g_01675
OG0000369	Prbi.g_00341	Prad.g_01674
OG0000370	Prbi.g_00342	Prad.g_01673
OG0000371	Prbi.g_00343	Prad.g_01672
OG0000372	Prbi.g_00345	Prad.g_01670
OG0000373	Prbi.g_00347	Prad.g_01668
OG0000374	Prbi.g_00348	Prad.g_01667
OG0000375	Prbi.g_00349	Prad.g_01666
OG0000376	Prbi.g_00351	Prad.g_01664
OG0000377	Prbi.g_00352	Prad.g_01663
OG0000378	Prbi.g_00353	Prad.g_01662
OG0000379	Prbi.g_00358	Prad.g_01657
OG0000380	Prbi.g_00359	Prad.g_01656
OG0000381	Prbi.g_00360	Prad.g_01655
OG0000382	Prbi.g_00362	Prad.g_01653
OG0000383	Prbi.g_00365	Prad.g_01650
OG0000384	Prbi.g_00366	Prad.g_01649
OG0000385	Prbi.g_00369	Prad.g_01646
OG0000386	Prbi.g_00370	Prad.g_01645
OG0000387	Prbi.g_00371	Prad.g_01644
OG0000388	Prbi.g_00372	Prad.g_01643
OG0000389	Prbi.g_00373	Prad.g_01642
OG0000390	Prbi.g_00374	Prad.g_00761
OG0000391	Prbi.g_00375	Prad.g_00760
OG0000392	Prbi.g_00376	Prad.g_00759
OG0000393	Prbi.g_00379	Prad.g_00756
OG0000394	Prbi.g_00380	Prad.g_00755
OG0000395	Prbi.g_00382	Prad.g_00753
OG0000396	Prbi.g_00383	Prad.g_00752
OG0000397	Prbi.g_00395	Prad.g_00738
OG0000398	Prbi.g_00403	Prad.g_00730
OG0000399	Prbi.g_00404	Prad.g_00729
OG0000400	Prbi.g_00409	Prad.g_00724
OG0000401	Prbi.g_00432	Prad.g_00671
OG0000402	Prbi.g_00433	Prad.g_00670
OG0000403	Prbi.g_00434	Prad.g_00669
OG0000404	Prbi.g_00436	Prad.g_00667
OG0000405	Prbi.g_00437	Prad.g_00666
OG0000406	Prbi.g_00439	Prad.g_00069
OG0000407	Prbi.g_00440	Prad.g_00068
OG0000408	Prbi.g_00441	Prad.g_00067
OG0000409	Prbi.g_00442	Prad.g_00066
OG0000410	Prbi.g_00443	Prad.g_00065
OG0000411	Prbi.g_00444	Prad.g_00064
OG0000412	Prbi.g_00445	Prad.g_00063
OG0000413	Prbi.g_00446	Prad.g_00062
OG0000414	Prbi.g_00447	Prad.g_00061
OG0000415	Prbi.g_00448	Prad.g_00060
OG0000416	Prbi.g_00449	Prad.g_00059
OG0000417	Prbi.g_00450	Prad.g_00058
OG0000418	Prbi.g_00451	Prad.g_00057
OG0000419	Prbi.g_00452	Prad.g_00056
OG0000420	Prbi.g_00453	Prad.g_00055
OG0000421	Prbi.g_00454	Prad.g_00054
OG0000422	Prbi.g_00456	Prad.g_00052
OG0000423	Prbi.g_00457	Prad.g_00051
OG0000424	Prbi.g_00459	Prad.g_00049
OG0000425	Prbi.g_00463	Prad.g_00045
OG0000426	Prbi.g_00464	Prad.g_00044
OG0000427	Prbi.g_00465	Prad.g_00043
OG0000428	Prbi.g_00466	Prad.g_00042
OG0000429	Prbi.g_00467	Prad.g_00041
OG0000430	Prbi.g_00474	Prad.g_00036
OG0000431	Prbi.g_00476	Prad.g_00034
OG0000432	Prbi.g_00477	Prad.g_00033
OG0000433	Prbi.g_00480	Prad.g_00030
OG0000434	Prbi.g_00481	Prad.g_00029
OG0000435	Prbi.g_00482	Prad.g_00028
OG0000436	Prbi.g_00484	Prad.g_00026
OG0000437	Prbi.g_00486	Prad.g_00024
OG0000438	Prbi.g_00487	Prad.g_00023
OG0000439	Prbi.g_00488	Prad.g_00022
OG0000440	Prbi.g_00490	Prad.g_00020
OG0000441	Prbi.g_00491	Prad.g_00019
OG0000442	Prbi.g_00492	Prad.g_00018
OG0000443	Prbi.g_00493	Prad.g_00017
OG0000444	Prbi.g_00494	Prad.g_00016
OG0000445	Prbi.g_00495	Prad.g_00015
OG0000446	Prbi.g_00496	Prad.g_00014
OG0000447	Prbi.g_00497	Prad.g_00013
OG0000448	Prbi.g_00498	Prad.g_00012
OG0000449	Prbi.g_00503	Prad.g_00129
OG0000450	Prbi.g_00504	Prad.g_00128
OG0000451	Prbi.g_00505	Prad.g_00127
OG0000452	Prbi.g_00506	Prad.g_00126
OG0000453	Prbi.g_00508	Prad.g_00124
OG0000454	Prbi.g_00509	Prad.g_00123
OG0000455	Prbi.g_00510	Prad.g_00122
OG0000456	Prbi.g_00511	Prad.g_00121
OG0000457	Prbi.g_00513	Prad.g_00119
OG0000458	Prbi.g_00515	Prad.g_00117
OG0000459	Prbi.g_00516	Prad.g_00116
OG0000460	Prbi.g_00518	Prad.g_00114
OG0000461	Prbi.g_00519	Prad.g_00113
OG0000462	Prbi.g_00520	Prad.g_00112
OG0000463	Prbi.g_00521	Prad.g_00111
OG0000464	Prbi.g_00526	Prad.g_00106
OG0000465	Prbi.g_00528	Prad.g_00104
OG0000466	Prbi.g_00529	Prad.g_00103
OG0000467	Prbi.g_00530	Prad.g_00102
OG0000468	Prbi.g_00531	Prad.g_00101
OG0000469	Prbi.g_00532	Prad.g_00100
OG0000470	Prbi.g_00533	Prad.g_00099
OG0000471	Prbi.g_00534	Prad.g_00098
OG0000472	Prbi.g_00537	Prad.g_00095
OG0000473	Prbi.g_00538	Prad.g_00094
OG0000474	Prbi.g_00539	Prad.g_00093
OG0000475	Prbi.g_00540	Prad.g_00092
OG0000476	Prbi.g_00541	Prad.g_00091
OG0000477	Prbi.g_00543	Prad.g_01330
OG0000478	Prbi.g_00544	Prad.g_01331
OG0000479	Prbi.g_00545	Prad.g_01332
OG0000480	Prbi.g_00547	Prad.g_01334
OG0000481	Prbi.g_00548	Prad.g_01335
OG0000482	Prbi.g_00549	Prad.g_01336
OG0000483	Prbi.g_00550	Prad.g_01337
OG0000484	Prbi.g_00551	Prad.g_01338
OG0000485	Prbi.g_00552	Prad.g_01339
OG0000486	Prbi.g_00553	Prad.g_01340
OG0000487	Prbi.g_00554	Prad.g_01341
OG0000488	Prbi.g_00556	Prad.g_01343
OG0000489	Prbi.g_00557	Prad.g_01344
OG0000490	Prbi.g_00558	Prad.g_01345
OG0000491	Prbi.g_00559	Prad.g_01346
OG0000492	Prbi.g_00560	Prad.g_01347
OG0000493	Prbi.g_00561	Prad.g_01348
OG0000494	Prbi.g_00563	Prad.g_01350
OG0000495	Prbi.g_00564	Prad.g_01351
OG0000496	Prbi.g_00565	Prad.g_01352
OG0000497	Prbi.g_00566	Prad.g_01353
OG0000498	Prbi.g_00567	Prad.g_01354
OG0000499	Prbi.g_00569	Prad.g_01356
OG0000500	Prbi.g_00570	Prad.g_01357
OG0000501	Prbi.g_00572	Prad.g_01359
OG0000502	Prbi.g_00573	Prad.g_01360
OG0000503	Prbi.g_00574	Prad.g_01361
OG0000504	Prbi.g_00575	Prad.g_01362
OG0000505	Prbi.g_00576	Prad.g_01363
OG0000506	Prbi.g_00577	Prad.g_01364
OG0000507	Prbi.g_00578	Prad.g_01365
OG0000508	Prbi.g_00580	Prad.g_01367
OG0000509	Prbi.g_00581	Prad.g_01368
OG0000510	Prbi.g_00582	Prad.g_01369
OG0000511	Prbi.g_00583	Prad.g_01370
OG0000512	Prbi.g_00584	Prad.g_01371
OG0000513	Prbi.g_00585	Prad.g_01372
OG0000514	Prbi.g_00586	Prad.g_01373
OG0000515	Prbi.g_00588	Prad.g_01375
OG0000516	Prbi.g_00589	Prad.g_01376
OG0000517	Prbi.g_00590	Prad.g_01377
OG0000518	Prbi.g_00593	Prad.g_01380
OG0000519	Prbi.g_00594	Prad.g_01381
OG0000520	Prbi.g_00595	Prad.g_01382
OG0000521	Prbi.g_00596	Prad.g_01383
OG0000522	Prbi.g_00597	Prad.g_01384
OG0000523	Prbi.g_00598	Prad.g_01385
OG0000524	Prbi.g_00599	Prad.g_01386
OG0000525	Prbi.g_00601	Prad.g_01388
OG0000526	Prbi.g_00602	Prad.g_01389
OG0000527	Prbi.g_00603	Prad.g_01390
OG0000528	Prbi.g_00604	Prad.g_01391
OG0000529	Prbi.g_00605	Prad.g_01392
OG0000530	Prbi.g_00606	Prad.g_01393
OG0000531	Prbi.g_00607	Prad.g_01394
OG0000532	Prbi.g_00608	Prad.g_01395
OG0000533	Prbi.g_00609	Prad.g_01396
OG0000534	Prbi.g_00610	Prad.g_01397
OG0000535	Prbi.g_00611	Prad.g_01398
OG0000536	Prbi.g_00612	Prad.g_01399
OG0000537	Prbi.g_00613	Prad.g_01400
OG0000538	Prbi.g_00614	Prad.g_01401
OG0000539	Prbi.g_00615	Prad.g_01402
OG0000540	Prbi.g_00616	Prad.g_01403
OG0000541	Prbi.g_00617	Prad.g_01404
OG0000542	Prbi.g_00618	Prad.g_01405
OG0000543	Prbi.g_00619	Prad.g_01406
OG0000544	Prbi.g_00620	Prad.g_01407
OG0000545	Prbi.g_00623	Prad.g_01410
OG0000546	Prbi.g_00624	Prad.g_01411
