Orthogroup	Syai	Prai
OG0000173	Syai.g_00064	Prai.g_01878
OG0000174	Syai.g_02828	Prai.g_01905
OG0000175	Syai.g_02901	Prai.g_01915
OG0000176	Syai.g_00004	Prai.g_00004
OG0000177	Syai.g_00005	Prai.g_00005
OG0000178	Syai.g_00006	Prai.g_00006
OG0000179	Syai.g_00023	Prai.g_00016
OG0000180	Syai.g_00024	Prai.g_00017
OG0000181	Syai.g_00025	Prai.g_00018
OG0000182	Syai.g_00026	Prai.g_00019
OG0000183	Syai.g_00030	Prai.g_00023
OG0000184	Syai.g_02756	Prai.g_00053
OG0000185	Syai.g_02734	Prai.g_00056
OG0000186	Syai.g_02469	Prai.g_00064
OG0000187	Syai.g_02471	Prai.g_00065
OG0000188	Syai.g_02494	Prai.g_00082
OG0000189	Syai.g_02530	Prai.g_00096
OG0000190	Syai.g_02532	Prai.g_00097
OG0000191	Syai.g_02562	Prai.g_00117
OG0000192	Syai.g_02569	Prai.g_00121
OG0000193	Syai.g_02609	Prai.g_00157
OG0000194	Syai.g_02612	Prai.g_00160
OG0000195	Syai.g_02614	Prai.g_00162
OG0000196	Syai.g_02625	Prai.g_00172
OG0000197	Syai.g_02626	Prai.g_00173
OG0000198	Syai.g_02627	Prai.g_00174
OG0000199	Syai.g_02635	Prai.g_00181
OG0000200	Syai.g_02651	Prai.g_00195
OG0000202	Syai.g_02668	Prai.g_00204
OG0000203	Syai.g_02669	Prai.g_00205
OG0000204	Syai.g_02670	Prai.g_00206
OG0000205	Syai.g_02677	Prai.g_00213
OG0000206	Syai.g_02684	Prai.g_00218
OG0000207	Syai.g_02686	Prai.g_00220
OG0000208	Syai.g_02687	Prai.g_00221
OG0000209	Syai.g_02699	Prai.g_00230
OG0000210	Syai.g_02700	Prai.g_00231
OG0000212	Syai.g_00544	Prai.g_00251
OG0000213	Syai.g_00292	Prai.g_00270
OG0000214	Syai.g_00276	Prai.g_00280
OG0000215	Syai.g_00245	Prai.g_00305
OG0000216	Syai.g_00241	Prai.g_00307
OG0000217	Syai.g_00237	Prai.g_00310
OG0000218	Syai.g_00235	Prai.g_00312
OG0000219	Syai.g_00234	Prai.g_00313
OG0000220	Syai.g_00233	Prai.g_00314
OG0000221	Syai.g_00227	Prai.g_00315
OG0000222	Syai.g_00215	Prai.g_00323
OG0000223	Syai.g_00194	Prai.g_00336
OG0000224	Syai.g_00186	Prai.g_00338
OG0000225	Syai.g_00502	Prai.g_00358
OG0000226	Syai.g_00506	Prai.g_00362
OG0000227	Syai.g_00508	Prai.g_00364
OG0000228	Syai.g_00516	Prai.g_00367
OG0000229	Syai.g_02228	Prai.g_00467
OG0000230	Syai.g_02226	Prai.g_00469
OG0000231	Syai.g_02208	Prai.g_00480
OG0000232	Syai.g_00846	Prai.g_00489
OG0000233	Syai.g_00855	Prai.g_00494
OG0000234	Syai.g_00866	Prai.g_00506
OG0000235	Syai.g_00637	Prai.g_00509
OG0000236	Syai.g_00652	Prai.g_00523
OG0000237	Syai.g_00669	Prai.g_00536
OG0000238	Syai.g_00674	Prai.g_00542
OG0000239	Syai.g_00691	Prai.g_00553
OG0000240	Syai.g_00692	Prai.g_00554
OG0000241	Syai.g_01089, Syai.g_01085	Prai.g_00558
OG0000242	Syai.g_00705	Prai.g_00560
OG0000243	Syai.g_00726	Prai.g_00571
OG0000244	Syai.g_00731	Prai.g_00574
OG0000245	Syai.g_00733	Prai.g_00576
OG0000246	Syai.g_00737	Prai.g_00580
OG0000247	Syai.g_00748	Prai.g_00590
OG0000248	Syai.g_00751	Prai.g_00593
OG0000249	Syai.g_00753	Prai.g_00595
OG0000250	Syai.g_00762	Prai.g_00600
OG0000251	Syai.g_00789	Prai.g_00619
OG0000252	Syai.g_00797	Prai.g_00622
OG0000253	Syai.g_00798	Prai.g_00623
OG0000254	Syai.g_01045	Prai.g_00639
OG0000255	Syai.g_01061	Prai.g_00645
OG0000256	Syai.g_01077	Prai.g_00656
OG0000257	Syai.g_01084	Prai.g_00659
OG0000258	Syai.g_01113	Prai.g_00672
OG0000259	Syai.g_01229	Prai.g_00689
OG0000260	Syai.g_01232	Prai.g_00692
OG0000261	Syai.g_01235	Prai.g_00694
OG0000262	Syai.g_01240	Prai.g_00698
OG0000263	Syai.g_01776	Prai.g_00710
OG0000264	Syai.g_01962	Prai.g_00720
OG0000265	Syai.g_02245	Prai.g_00748
OG0000266	Syai.g_01401	Prai.g_00758
OG0000267	Syai.g_01569	Prai.g_00769
OG0000268	Syai.g_01568	Prai.g_00770
OG0000269	Syai.g_01316	Prai.g_00853
OG0000270	Syai.g_01319	Prai.g_00850
OG0000271	Syai.g_01327	Prai.g_00842
OG0000272	Syai.g_01328	Prai.g_00840, Prai.g_00841
OG0000273	Syai.g_02037	Prai.g_00817
OG0000274	Syai.g_02038	Prai.g_00816
OG0000275	Syai.g_02043	Prai.g_00741, Prai.g_00813
OG0000276	Syai.g_02051	Prai.g_00808
OG0000277	Syai.g_02052	Prai.g_00807
OG0000278	Syai.g_02055	Prai.g_00804
OG0000279	Syai.g_02063	Prai.g_00797
OG0000280	Syai.g_02084	Prai.g_00796
OG0000281	Syai.g_01719	Prai.g_00791
OG0000282	Syai.g_01263	Prai.g_01044
OG0000283	Syai.g_01554	Prai.g_01012
OG0000284	Syai.g_01548	Prai.g_01007
OG0000285	Syai.g_01522	Prai.g_01002
OG0000286	Syai.g_01504	Prai.g_00990
OG0000288	Syai.g_01435	Prai.g_00944
OG0000289	Syai.g_01421	Prai.g_00934
OG0000290	Syai.g_02010	Prai.g_00921
OG0000291	Syai.g_02008	Prai.g_00919
OG0000292	Syai.g_02926	Prai.g_01107
OG0000293	Syai.g_02155	Prai.g_01163
OG0000294	Syai.g_02154	Prai.g_01164
OG0000295	Syai.g_02117	Prai.g_01183
OG0000296	Syai.g_02115	Prai.g_01185
OG0000297	Syai.g_01754	Prai.g_01193
OG0000298	Syai.g_01755	Prai.g_01194
OG0000299	Syai.g_01783	Prai.g_01213
OG0000300	Syai.g_01790	Prai.g_01216
OG0000301	Syai.g_01791	Prai.g_01217
OG0000302	Syai.g_01793	Prai.g_01219
OG0000303	Syai.g_01802	Prai.g_01226
OG0000304	Syai.g_01826	Prai.g_01230
OG0000305	Syai.g_02005	Prai.g_01362
OG0000306	Syai.g_02090	Prai.g_01365
OG0000307	Syai.g_00619	Prai.g_01379
OG0000308	Syai.g_00617	Prai.g_01380
OG0000309	Syai.g_00612	Prai.g_01384
OG0000310	Syai.g_00989	Prai.g_01448
OG0000311	Syai.g_00985	Prai.g_01450
OG0000312	Syai.g_00966	Prai.g_01453
OG0000313	Syai.g_00949	Prai.g_01467
OG0000314	Syai.g_00908	Prai.g_01489
OG0000315	Syai.g_00897	Prai.g_01499
OG0000316	Syai.g_02320, Syai.g_02322	Prai.g_01519
OG0000317	Syai.g_02373	Prai.g_01636
OG0000318	Syai.g_02379	Prai.g_01639
OG0000319	Syai.g_02395	Prai.g_01652
OG0000320	Syai.g_02397	Prai.g_01654
OG0000321	Syai.g_02398	Prai.g_01655
OG0000322	Syai.g_02399	Prai.g_01656
OG0000323	Syai.g_02413	Prai.g_01665
OG0000324	Syai.g_02272	Prai.g_01691
OG0000325	Syai.g_00320	Prai.g_01702
OG0000326	Syai.g_00327	Prai.g_01708
OG0000327	Syai.g_00359	Prai.g_01735
OG0000328	Syai.g_00360	Prai.g_01736
OG0000329	Syai.g_00378	Prai.g_01754
OG0000330	Syai.g_00379	Prai.g_01755
OG0000331	Syai.g_00380	Prai.g_01756
OG0000332	Syai.g_00395	Prai.g_01770
OG0000333	Syai.g_00398	Prai.g_01777
OG0000334	Syai.g_00407	Prai.g_01785
OG0000335	Syai.g_00412	Prai.g_01790
OG0000336	Syai.g_00416	Prai.g_01794
OG0000337	Syai.g_00169	Prai.g_01810
OG0000338	Syai.g_00166	Prai.g_01811
OG0000339	Syai.g_00160	Prai.g_01815
OG0000340	Syai.g_00133	Prai.g_01823
OG0000341	Syai.g_00131	Prai.g_01825
OG0000342	Syai.g_00130	Prai.g_01826
OG0000343	Syai.g_00129	Prai.g_01827
OG0000344	Syai.g_00125	Prai.g_01830
OG0000345	Syai.g_00115	Prai.g_01835
OG0000346	Syai.g_00110	Prai.g_01839
OG0000347	Syai.g_00087	Prai.g_01855
OG0000348	Syai.g_00076	Prai.g_01866
OG0000349	Syai.g_00057	Prai.g_01883
OG0000350	Syai.g_00334	Prai.g_01901
OG0000351	Syai.g_02904	Prai.g_01918
OG0000352	Syai.g_02905	Prai.g_01919
OG0000353	Syai.g_02932	Prai.g_01935
OG0000355	Syai.g_00001	Prai.g_00001
OG0000356	Syai.g_00002	Prai.g_00002
OG0000357	Syai.g_00003	Prai.g_00003
OG0000358	Syai.g_00007	Prai.g_00007
OG0000359	Syai.g_00009	Prai.g_00008
OG0000360	Syai.g_00010	Prai.g_00009
OG0000361	Syai.g_00011	Prai.g_00010
OG0000362	Syai.g_00013	Prai.g_00012
OG0000363	Syai.g_00015	Prai.g_00014
OG0000364	Syai.g_00016	Prai.g_00015
OG0000365	Syai.g_00027	Prai.g_00020
OG0000366	Syai.g_00028	Prai.g_00021
OG0000367	Syai.g_00029	Prai.g_00022
OG0000368	Syai.g_00031	Prai.g_00024
OG0000369	Syai.g_00032	Prai.g_00025
OG0000370	Syai.g_00033	Prai.g_00026
OG0000371	Syai.g_00041	Prai.g_00032
OG0000372	Syai.g_00047	Prai.g_00035
OG0000373	Syai.g_00048	Prai.g_00036
OG0000374	Syai.g_00049	Prai.g_00037
OG0000375	Syai.g_00053	Prai.g_00047
OG0000376	Syai.g_00055	Prai.g_00049
OG0000377	Syai.g_02769	Prai.g_00052
OG0000378	Syai.g_02751	Prai.g_00054
OG0000379	Syai.g_02733	Prai.g_00057
OG0000380	Syai.g_02472	Prai.g_00066
OG0000381	Syai.g_02475	Prai.g_00070
OG0000382	Syai.g_02493	Prai.g_00081
OG0000383	Syai.g_02498	Prai.g_00083
OG0000384	Syai.g_02499	Prai.g_00084
OG0000385	Syai.g_02500	Prai.g_00085
OG0000386	Syai.g_02501	Prai.g_00086
OG0000387	Syai.g_02534	Prai.g_00099
OG0000388	Syai.g_02538	Prai.g_00102
OG0000389	Syai.g_02542	Prai.g_00106
OG0000390	Syai.g_02556	Prai.g_00113
OG0000391	Syai.g_02561	Prai.g_00116
OG0000392	Syai.g_02568	Prai.g_00120
OG0000393	Syai.g_02570	Prai.g_00122
OG0000394	Syai.g_02571	Prai.g_00123
OG0000395	Syai.g_02572	Prai.g_00124
OG0000396	Syai.g_02575	Prai.g_00127
OG0000397	Syai.g_02577	Prai.g_00129
OG0000398	Syai.g_02582	Prai.g_00131
OG0000399	Syai.g_02583	Prai.g_00132
OG0000400	Syai.g_02584	Prai.g_00133
OG0000401	Syai.g_02585	Prai.g_00134
OG0000402	Syai.g_02588	Prai.g_00136
OG0000403	Syai.g_02589	Prai.g_00137
OG0000404	Syai.g_02590	Prai.g_00138
OG0000405	Syai.g_02606	Prai.g_00142
OG0000406	Syai.g_02610	Prai.g_00158
OG0000407	Syai.g_02611	Prai.g_00159
OG0000408	Syai.g_02613	Prai.g_00161
OG0000409	Syai.g_02615	Prai.g_00163
OG0000410	Syai.g_02616	Prai.g_00164
OG0000411	Syai.g_02617	Prai.g_00165
OG0000412	Syai.g_02618	Prai.g_00166
OG0000413	Syai.g_02620	Prai.g_00167
OG0000414	Syai.g_02621	Prai.g_01288, Prai.g_00168
OG0000415	Syai.g_02622	Prai.g_00169
OG0000416	Syai.g_02623	Prai.g_00170
OG0000417	Syai.g_02624	Prai.g_00171
OG0000418	Syai.g_02629	Prai.g_00176
OG0000419	Syai.g_02631	Prai.g_00178
OG0000420	Syai.g_02633	Prai.g_00179
OG0000421	Syai.g_02638	Prai.g_00184
OG0000422	Syai.g_02639	Prai.g_00185
OG0000423	Syai.g_02640	Prai.g_00186
OG0000424	Syai.g_02641	Prai.g_00187
OG0000425	Syai.g_02642	Prai.g_00188
OG0000426	Syai.g_02643	Prai.g_00189
OG0000427	Syai.g_02644	Prai.g_00190
OG0000428	Syai.g_02647	Prai.g_00192
OG0000429	Syai.g_02649	Prai.g_00193
OG0000430	Syai.g_02650	Prai.g_00194
OG0000431	Syai.g_02654	Prai.g_00196
OG0000432	Syai.g_02660	Prai.g_00199
OG0000433	Syai.g_02662	Prai.g_00200
OG0000434	Syai.g_02663	Prai.g_00201
OG0000435	Syai.g_02666	Prai.g_00202
OG0000436	Syai.g_02671	Prai.g_00207
OG0000437	Syai.g_02672	Prai.g_00208
OG0000438	Syai.g_02673	Prai.g_00209
OG0000439	Syai.g_02675	Prai.g_00211
OG0000440	Syai.g_02676	Prai.g_00212
OG0000441	Syai.g_02681	Prai.g_00215
OG0000442	Syai.g_02682	Prai.g_00216
OG0000443	Syai.g_02683	Prai.g_00217
OG0000444	Syai.g_02688	Prai.g_00222
OG0000445	Syai.g_02689	Prai.g_00223
OG0000446	Syai.g_02690	Prai.g_00224
OG0000447	Syai.g_02693	Prai.g_00225
OG0000448	Syai.g_02694	Prai.g_00226
OG0000449	Syai.g_02695	Prai.g_00227
OG0000450	Syai.g_02696	Prai.g_00228
OG0000451	Syai.g_02697	Prai.g_00229
OG0000452	Syai.g_02701	Prai.g_00232
OG0000453	Syai.g_02702	Prai.g_00233
OG0000454	Syai.g_02703	Prai.g_00234
OG0000455	Syai.g_02704	Prai.g_00235
OG0000456	Syai.g_02705	Prai.g_00236
OG0000457	Syai.g_02707	Prai.g_00237
OG0000458	Syai.g_02708	Prai.g_00238
OG0000459	Syai.g_02709	Prai.g_00239
OG0000460	Syai.g_00535	Prai.g_00246
OG0000461	Syai.g_00314	Prai.g_00255
OG0000462	Syai.g_00311	Prai.g_00257
OG0000463	Syai.g_00310	Prai.g_00258
OG0000464	Syai.g_00309	Prai.g_00259
OG0000465	Syai.g_00307	Prai.g_00260
OG0000466	Syai.g_00303	Prai.g_00263
OG0000467	Syai.g_00301	Prai.g_00264
OG0000468	Syai.g_00296	Prai.g_00266
OG0000469	Syai.g_00282	Prai.g_00275
OG0000470	Syai.g_00280	Prai.g_00277
OG0000471	Syai.g_00279	Prai.g_00278
OG0000472	Syai.g_00277	Prai.g_00279
OG0000473	Syai.g_00275	Prai.g_00281
OG0000474	Syai.g_00274	Prai.g_00282
OG0000475	Syai.g_00273	Prai.g_00283
OG0000476	Syai.g_00271	Prai.g_00284
OG0000477	Syai.g_00265	Prai.g_00288
OG0000478	Syai.g_00264	Prai.g_00289
OG0000479	Syai.g_00263	Prai.g_00290
OG0000480	Syai.g_00256	Prai.g_00295
OG0000481	Syai.g_00254	Prai.g_00297
OG0000482	Syai.g_00253	Prai.g_00298
OG0000483	Syai.g_00249	Prai.g_00301
OG0000484	Syai.g_00248	Prai.g_00302
OG0000485	Syai.g_00247	Prai.g_00303
OG0000486	Syai.g_00246	Prai.g_00304
OG0000487	Syai.g_00240	Prai.g_00308
OG0000488	Syai.g_00236	Prai.g_00311
OG0000489	Syai.g_00226	Prai.g_00316
OG0000490	Syai.g_00218	Prai.g_00321
OG0000491	Syai.g_00217	Prai.g_00322
OG0000492	Syai.g_00214	Prai.g_00324
OG0000493	Syai.g_00213	Prai.g_00325
OG0000494	Syai.g_00212	Prai.g_00326
OG0000495	Syai.g_00211	Prai.g_00327
OG0000496	Syai.g_00210	Prai.g_00328
OG0000497	Syai.g_00209	Prai.g_00329
OG0000498	Syai.g_00208	Prai.g_00330
OG0000499	Syai.g_00207	Prai.g_00331
OG0000500	Syai.g_00206	Prai.g_00332
OG0000501	Syai.g_00203	Prai.g_00334
OG0000502	Syai.g_00192	Prai.g_00337
OG0000503	Syai.g_00486	Prai.g_00347
OG0000504	Syai.g_00488	Prai.g_00348
OG0000505	Syai.g_00489	Prai.g_00349
OG0000506	Syai.g_00491	Prai.g_00351
OG0000507	Syai.g_00497	Prai.g_00354
OG0000508	Syai.g_00501	Prai.g_00357
OG0000509	Syai.g_00503	Prai.g_00359
OG0000510	Syai.g_00504	Prai.g_00360
OG0000511	Syai.g_00505	Prai.g_00361
OG0000512	Syai.g_00507	Prai.g_00363
OG0000513	Syai.g_00521	Prai.g_00370
OG0000514	Syai.g_00528	Prai.g_00462
OG0000515	Syai.g_00529	Prai.g_00463
OG0000516	Syai.g_02223	Prai.g_00464
OG0000517	Syai.g_02229	Prai.g_00466
OG0000518	Syai.g_02211	Prai.g_00477
OG0000519	Syai.g_02210	Prai.g_00478
OG0000520	Syai.g_02209	Prai.g_00479
OG0000521	Syai.g_00842	Prai.g_00484
OG0000522	Syai.g_00844	Prai.g_00486
OG0000523	Syai.g_00845	Prai.g_00487
OG0000524	Syai.g_00852	Prai.g_00492
OG0000525	Syai.g_00856	Prai.g_00495
OG0000526	Syai.g_00859	Prai.g_00496
OG0000527	Syai.g_00863	Prai.g_00503
OG0000528	Syai.g_00633	Prai.g_00508
OG0000529	Syai.g_00639	Prai.g_00511
OG0000530	Syai.g_00642	Prai.g_00514
OG0000531	Syai.g_00643	Prai.g_00515
OG0000532	Syai.g_00646	Prai.g_00517
OG0000533	Syai.g_00647	Prai.g_00518
OG0000534	Syai.g_00648	Prai.g_00519
OG0000535	Syai.g_00649	Prai.g_00520
OG0000536	Syai.g_00650	Prai.g_00521
OG0000537	Syai.g_00651	Prai.g_00522
OG0000538	Syai.g_00662	Prai.g_00530
OG0000539	Syai.g_00663	Prai.g_00531
OG0000540	Syai.g_00664	Prai.g_00532
OG0000541	Syai.g_00665	Prai.g_00533
OG0000542	Syai.g_00668	Prai.g_00535
OG0000543	Syai.g_00670	Prai.g_00537
OG0000544	Syai.g_00671	Prai.g_00538
OG0000545	Syai.g_00673	Prai.g_00540
OG0000546	Syai.g_00675	Prai.g_00543
OG0000547	Syai.g_00677	Prai.g_00544
OG0000548	Syai.g_00678	Prai.g_00545
OG0000549	Syai.g_00684	Prai.g_00547
OG0000550	Syai.g_00689	Prai.g_00552
OG0000551	Syai.g_00694	Prai.g_00555
OG0000552	Syai.g_00695	Prai.g_00556
OG0000553	Syai.g_00698	Prai.g_00557
OG0000554	Syai.g_00708	Prai.g_00562
OG0000555	Syai.g_00725	Prai.g_00570
OG0000556	Syai.g_00728	Prai.g_00572
OG0000557	Syai.g_00730	Prai.g_00573
OG0000558	Syai.g_00732	Prai.g_00575
OG0000559	Syai.g_00736	Prai.g_00579
OG0000560	Syai.g_00739	Prai.g_00582
OG0000561	Syai.g_00740	Prai.g_00583
OG0000562	Syai.g_00741	Prai.g_00584
OG0000563	Syai.g_00742	Prai.g_00585
OG0000564	Syai.g_00743	Prai.g_00586
OG0000565	Syai.g_00746	Prai.g_00589
OG0000566	Syai.g_00750	Prai.g_00592
OG0000567	Syai.g_00754	Prai.g_00596
OG0000568	Syai.g_00758	Prai.g_00597
OG0000569	Syai.g_00759	Prai.g_00598
OG0000570	Syai.g_00760	Prai.g_00599
OG0000571	Syai.g_00764	Prai.g_00601
OG0000572	Syai.g_00782	Prai.g_00614
OG0000573	Syai.g_00790	Prai.g_00620
OG0000574	Syai.g_00796	Prai.g_00621
OG0000575	Syai.g_00800	Prai.g_00625
OG0000576	Syai.g_00802	Prai.g_00627
OG0000577	Syai.g_00803	Prai.g_00628
OG0000578	Syai.g_00804	Prai.g_00629
OG0000579	Syai.g_00805	Prai.g_00630
OG0000580	Syai.g_00806	Prai.g_00631
OG0000581	Syai.g_00812	Prai.g_00633
OG0000582	Syai.g_01042	Prai.g_00636
OG0000583	Syai.g_01043	Prai.g_00637
OG0000584	Syai.g_01044	Prai.g_00638
OG0000585	Syai.g_01046	Prai.g_00640
OG0000586	Syai.g_01047	Prai.g_00641
OG0000587	Syai.g_01049	Prai.g_00642
OG0000588	Syai.g_01063	Prai.g_00646
OG0000589	Syai.g_01066	Prai.g_00650
