Orthogroup	Syai	Praa
OG0000435	Syai.g_02666	Praa.g_00191
OG0000436	Syai.g_02671	Praa.g_00196
OG0000437	Syai.g_02672	Praa.g_00197
OG0000438	Syai.g_02673	Praa.g_00198
OG0000439	Syai.g_02675	Praa.g_00200
OG0000440	Syai.g_02676	Praa.g_00201
OG0000441	Syai.g_02681	Praa.g_00204
OG0000442	Syai.g_02682	Praa.g_00205
OG0000443	Syai.g_02683	Praa.g_00206
OG0000444	Syai.g_02688	Praa.g_00211
OG0000445	Syai.g_02689	Praa.g_00212
OG0000446	Syai.g_02690	Praa.g_00213
OG0000447	Syai.g_02693	Praa.g_00214
OG0000448	Syai.g_02694	Praa.g_00215
OG0000449	Syai.g_02695	Praa.g_00216
OG0000450	Syai.g_02696	Praa.g_00217
OG0000451	Syai.g_02697	Praa.g_00218
OG0000452	Syai.g_02701	Praa.g_00221
OG0000453	Syai.g_02702	Praa.g_00222
OG0000454	Syai.g_02703	Praa.g_00223
OG0000455	Syai.g_02704	Praa.g_00224
OG0000456	Syai.g_02705	Praa.g_00225
OG0000457	Syai.g_02707	Praa.g_00226
OG0000458	Syai.g_02708	Praa.g_00227
OG0000459	Syai.g_02709	Praa.g_00228
OG0000460	Syai.g_00535	Praa.g_00235
OG0000461	Syai.g_00314	Praa.g_00242
OG0000462	Syai.g_00311	Praa.g_00244
OG0000463	Syai.g_00310	Praa.g_00245
OG0000464	Syai.g_00309	Praa.g_00246
OG0000465	Syai.g_00307	Praa.g_00247
OG0000466	Syai.g_00303	Praa.g_00250
OG0000467	Syai.g_00301	Praa.g_00251
OG0000468	Syai.g_00296	Praa.g_00253
OG0000469	Syai.g_00282	Praa.g_00262
OG0000470	Syai.g_00280	Praa.g_00264
OG0000471	Syai.g_00279	Praa.g_00265
OG0000472	Syai.g_00277	Praa.g_00266
OG0000473	Syai.g_00275	Praa.g_00268
OG0000474	Syai.g_00274	Praa.g_00269
OG0000475	Syai.g_00273	Praa.g_00270
OG0000476	Syai.g_00271	Praa.g_00271
OG0000477	Syai.g_00265	Praa.g_00275
OG0000478	Syai.g_00264	Praa.g_00276
OG0000479	Syai.g_00263	Praa.g_00277
OG0000480	Syai.g_00256	Praa.g_00282
OG0000481	Syai.g_00254	Praa.g_00284
OG0000482	Syai.g_00253	Praa.g_00285
OG0000483	Syai.g_00249	Praa.g_00288
OG0000484	Syai.g_00248	Praa.g_00289
OG0000485	Syai.g_00247	Praa.g_00290
OG0000486	Syai.g_00246	Praa.g_00291
OG0000487	Syai.g_00240	Praa.g_00295
OG0000488	Syai.g_00236	Praa.g_00298
OG0000489	Syai.g_00226	Praa.g_00303
OG0000490	Syai.g_00218	Praa.g_00308
OG0000491	Syai.g_00217	Praa.g_00309
OG0000492	Syai.g_00214	Praa.g_00311
OG0000493	Syai.g_00213	Praa.g_00312
OG0000494	Syai.g_00212	Praa.g_00313
OG0000495	Syai.g_00211	Praa.g_00314
OG0000496	Syai.g_00210	Praa.g_00315
OG0000497	Syai.g_00209	Praa.g_00316
OG0000498	Syai.g_00208	Praa.g_00317
OG0000499	Syai.g_00207	Praa.g_00318
OG0000500	Syai.g_00206	Praa.g_00319
OG0000501	Syai.g_00203	Praa.g_00321
OG0000502	Syai.g_00192	Praa.g_00324
OG0000503	Syai.g_00486	Praa.g_00334
OG0000504	Syai.g_00488	Praa.g_00335
OG0000505	Syai.g_00489	Praa.g_00336
OG0000506	Syai.g_00491	Praa.g_00338
OG0000507	Syai.g_00497	Praa.g_00340
OG0000508	Syai.g_00501	Praa.g_00344
OG0000509	Syai.g_00503	Praa.g_00346
OG0000510	Syai.g_00504	Praa.g_00347
OG0000511	Syai.g_00505	Praa.g_00348
OG0000512	Syai.g_00507	Praa.g_00350
OG0000513	Syai.g_00521	Praa.g_00357
OG0000514	Syai.g_00528	Praa.g_00431
OG0000515	Syai.g_00529	Praa.g_00432
OG0000516	Syai.g_02223	Praa.g_00433
OG0000517	Syai.g_02229	Praa.g_00435
OG0000518	Syai.g_02211	Praa.g_00445
OG0000519	Syai.g_02210	Praa.g_00446
OG0000520	Syai.g_02209	Praa.g_00447
OG0000521	Syai.g_00842	Praa.g_00452
OG0000522	Syai.g_00844	Praa.g_00454
OG0000523	Syai.g_00845	Praa.g_00455
OG0000524	Syai.g_00852	Praa.g_00461
OG0000525	Syai.g_00856	Praa.g_00464
OG0000526	Syai.g_00859	Praa.g_00465
OG0000527	Syai.g_00863	Praa.g_00473
OG0000528	Syai.g_00633	Praa.g_00478
OG0000529	Syai.g_00639	Praa.g_00481
OG0000530	Syai.g_00642	Praa.g_00484
OG0000531	Syai.g_00643	Praa.g_00485
OG0000532	Syai.g_00646	Praa.g_00487
OG0000533	Syai.g_00647	Praa.g_00488
OG0000534	Syai.g_00648	Praa.g_00489
OG0000535	Syai.g_00649	Praa.g_00490
OG0000536	Syai.g_00650	Praa.g_00491
OG0000537	Syai.g_00651	Praa.g_00492
OG0000538	Syai.g_00662	Praa.g_00500
OG0000539	Syai.g_00663	Praa.g_00501
OG0000540	Syai.g_00664	Praa.g_00502
OG0000541	Syai.g_00665	Praa.g_00503
OG0000542	Syai.g_00668	Praa.g_00505
OG0000543	Syai.g_00670	Praa.g_00507
OG0000544	Syai.g_00671	Praa.g_00508
OG0000545	Syai.g_00673	Praa.g_00510
OG0000546	Syai.g_00675	Praa.g_00513
OG0000547	Syai.g_00677	Praa.g_00515
OG0000548	Syai.g_00678	Praa.g_00516
OG0000549	Syai.g_00684	Praa.g_00518
OG0000550	Syai.g_00689	Praa.g_00523
OG0000551	Syai.g_00694	Praa.g_00527
OG0000552	Syai.g_00695	Praa.g_00528
OG0000553	Syai.g_00698	Praa.g_00529
OG0000554	Syai.g_00708	Praa.g_00534
OG0000555	Syai.g_00725	Praa.g_00543
OG0000556	Syai.g_00728	Praa.g_00545
OG0000557	Syai.g_00730	Praa.g_00546
OG0000558	Syai.g_00732	Praa.g_00548
OG0000559	Syai.g_00736	Praa.g_00552
OG0000560	Syai.g_00739	Praa.g_00555
OG0000561	Syai.g_00740	Praa.g_00556
OG0000562	Syai.g_00741	Praa.g_00557
OG0000563	Syai.g_00742	Praa.g_00558
OG0000564	Syai.g_00743	Praa.g_00559
OG0000565	Syai.g_00746	Praa.g_00562
OG0000566	Syai.g_00750	Praa.g_00564
OG0000567	Syai.g_00754	Praa.g_00568
OG0000568	Syai.g_00758	Praa.g_00569
OG0000569	Syai.g_00759	Praa.g_00570
OG0000570	Syai.g_00760	Praa.g_00571
OG0000571	Syai.g_00764	Praa.g_00573
OG0000572	Syai.g_00782	Praa.g_00586
OG0000573	Syai.g_00790	Praa.g_00592
OG0000574	Syai.g_00796	Praa.g_00593
OG0000575	Syai.g_00800	Praa.g_00597
OG0000576	Syai.g_00802	Praa.g_00599
OG0000577	Syai.g_00803	Praa.g_00600
OG0000578	Syai.g_00804	Praa.g_00601
OG0000579	Syai.g_00805	Praa.g_00602
OG0000580	Syai.g_00806	Praa.g_00603
OG0000581	Syai.g_00812	Praa.g_00605
OG0000582	Syai.g_01042	Praa.g_00608
OG0000583	Syai.g_01043	Praa.g_00609
OG0000584	Syai.g_01044	Praa.g_00610
OG0000585	Syai.g_01046	Praa.g_00612
OG0000586	Syai.g_01047	Praa.g_00613
OG0000587	Syai.g_01049	Praa.g_00614
OG0000588	Syai.g_01063	Praa.g_00618
OG0000589	Syai.g_01066	Praa.g_00621
OG0000590	Syai.g_01067	Praa.g_00622
