Orthogroup	Syai	Prbe
OG0000369	Syai.g_00032	Prbe.g_00125
OG0000370	Syai.g_00033	Prbe.g_00126
OG0000371	Syai.g_00041	Prbe.g_00133
OG0000372	Syai.g_00047	Prbe.g_00136
OG0000373	Syai.g_00048	Prbe.g_00137
OG0000374	Syai.g_00049	Prbe.g_00138
OG0000375	Syai.g_00053	Prbe.g_00140
OG0000376	Syai.g_00055	Prbe.g_00142
OG0000377	Syai.g_02769	Prbe.g_00146
OG0000378	Syai.g_02751	Prbe.g_00150
OG0000379	Syai.g_02733	Prbe.g_00153
OG0000380	Syai.g_02472	Prbe.g_00170
OG0000381	Syai.g_02475	Prbe.g_00175
OG0000382	Syai.g_02493	Prbe.g_00185
OG0000383	Syai.g_02498	Prbe.g_00187
OG0000384	Syai.g_02499	Prbe.g_00188
OG0000385	Syai.g_02500	Prbe.g_00189
OG0000386	Syai.g_02501	Prbe.g_00190
OG0000387	Syai.g_02534	Prbe.g_01640
OG0000388	Syai.g_02538	Prbe.g_01644
OG0000389	Syai.g_02542	Prbe.g_01647
OG0000390	Syai.g_02556	Prbe.g_01657
OG0000391	Syai.g_02561	Prbe.g_01660
OG0000392	Syai.g_02568	Prbe.g_01664
OG0000393	Syai.g_02570	Prbe.g_01667
OG0000394	Syai.g_02571	Prbe.g_01668
OG0000395	Syai.g_02572	Prbe.g_01669
OG0000396	Syai.g_02575	Prbe.g_01671
OG0000397	Syai.g_02577	Prbe.g_01673
OG0000398	Syai.g_02582	Prbe.g_01676
OG0000399	Syai.g_02583	Prbe.g_01677
OG0000400	Syai.g_02584	Prbe.g_01678
OG0000401	Syai.g_02585	Prbe.g_01679
OG0000402	Syai.g_02588	Prbe.g_01412
OG0000403	Syai.g_02589	Prbe.g_01681
OG0000404	Syai.g_02590	Prbe.g_01682
OG0000405	Syai.g_02606	Prbe.g_01686
OG0000406	Syai.g_02610	Prbe.g_01694
OG0000407	Syai.g_02611	Prbe.g_01695
OG0000408	Syai.g_02613	Prbe.g_01697
OG0000409	Syai.g_02615	Prbe.g_01699
OG0000410	Syai.g_02616	Prbe.g_01700
OG0000411	Syai.g_02617	Prbe.g_01701
OG0000412	Syai.g_02618	Prbe.g_01702
OG0000413	Syai.g_02620	Prbe.g_01704
OG0000414	Syai.g_02621	Prbe.g_01705
OG0000415	Syai.g_02622	Prbe.g_01706
OG0000416	Syai.g_02623	Prbe.g_01707
OG0000417	Syai.g_02624	Prbe.g_01708
OG0000418	Syai.g_02629	Prbe.g_01713
OG0000419	Syai.g_02631	Prbe.g_01715
OG0000420	Syai.g_02633	Prbe.g_01716
OG0000421	Syai.g_02638	Prbe.g_01721
OG0000422	Syai.g_02639	Prbe.g_01722
OG0000423	Syai.g_02640	Prbe.g_01723
OG0000424	Syai.g_02641	Prbe.g_01724
OG0000425	Syai.g_02642	Prbe.g_01725
OG0000426	Syai.g_02643	Prbe.g_01726
OG0000427	Syai.g_02644	Prbe.g_01727
OG0000428	Syai.g_02647	Prbe.g_01729
OG0000429	Syai.g_02649	Prbe.g_01730
OG0000430	Syai.g_02650	Prbe.g_01731
OG0000431	Syai.g_02654	Prbe.g_01733
OG0000432	Syai.g_02660	Prbe.g_01737
OG0000433	Syai.g_02662	Prbe.g_01738
OG0000434	Syai.g_02663	Prbe.g_01739
OG0000435	Syai.g_02666	Prbe.g_01740
OG0000436	Syai.g_02671	Prbe.g_01745
OG0000437	Syai.g_02672	Prbe.g_01746
OG0000438	Syai.g_02673	Prbe.g_01747
OG0000439	Syai.g_02675	Prbe.g_01749
OG0000440	Syai.g_02676	Prbe.g_01750
OG0000441	Syai.g_02681	Prbe.g_01753
OG0000442	Syai.g_02682	Prbe.g_01754
OG0000443	Syai.g_02683	Prbe.g_01755
OG0000444	Syai.g_02688	Prbe.g_01761
OG0000445	Syai.g_02689	Prbe.g_01762
OG0000446	Syai.g_02690	Prbe.g_01763
OG0000447	Syai.g_02693	Prbe.g_01764
OG0000448	Syai.g_02694	Prbe.g_01765
OG0000449	Syai.g_02695	Prbe.g_01766
OG0000450	Syai.g_02696	Prbe.g_01767
OG0000451	Syai.g_02697	Prbe.g_01768
OG0000452	Syai.g_02701	Prbe.g_01771
OG0000453	Syai.g_02702	Prbe.g_01772
OG0000454	Syai.g_02703	Prbe.g_01773
OG0000455	Syai.g_02704	Prbe.g_01774
OG0000456	Syai.g_02705	Prbe.g_01775
OG0000457	Syai.g_02707	Prbe.g_01777
OG0000458	Syai.g_02708	Prbe.g_01778
OG0000459	Syai.g_02709	Prbe.g_01779
OG0000460	Syai.g_00535	Prbe.g_01787
OG0000461	Syai.g_00314	Prbe.g_01795
OG0000462	Syai.g_00311	Prbe.g_01797
OG0000463	Syai.g_00310	Prbe.g_01798
OG0000464	Syai.g_00309	Prbe.g_01799
OG0000465	Syai.g_00307	Prbe.g_01800
OG0000466	Syai.g_00303	Prbe.g_01803
OG0000467	Syai.g_00301	Prbe.g_01804
OG0000468	Syai.g_00296	Prbe.g_01807
OG0000469	Syai.g_00282	Prbe.g_01815
OG0000470	Syai.g_00280	Prbe.g_01817
OG0000471	Syai.g_00279	Prbe.g_01818
OG0000472	Syai.g_00277	Prbe.g_01820
OG0000473	Syai.g_00275	Prbe.g_01822
OG0000474	Syai.g_00274	Prbe.g_01823
OG0000475	Syai.g_00273	Prbe.g_01824
OG0000476	Syai.g_00271	Prbe.g_01826
OG0000477	Syai.g_00265	Prbe.g_01829
OG0000478	Syai.g_00264	Prbe.g_01830
OG0000479	Syai.g_00263	Prbe.g_01831
OG0000480	Syai.g_00256	Prbe.g_01836
OG0000481	Syai.g_00254	Prbe.g_01839
OG0000482	Syai.g_00253	Prbe.g_01840
OG0000483	Syai.g_00249	Prbe.g_01843
OG0000484	Syai.g_00248	Prbe.g_01844
OG0000485	Syai.g_00247	Prbe.g_01846
OG0000486	Syai.g_00246	Prbe.g_01847
OG0000487	Syai.g_00240	Prbe.g_01850
OG0000488	Syai.g_00236	Prbe.g_01853
OG0000489	Syai.g_00226	Prbe.g_01858
OG0000490	Syai.g_00218	Prbe.g_01862
OG0000491	Syai.g_00217	Prbe.g_01863
OG0000492	Syai.g_00214	Prbe.g_01865
OG0000493	Syai.g_00213	Prbe.g_01866
OG0000494	Syai.g_00212	Prbe.g_01867
OG0000495	Syai.g_00211	Prbe.g_01868
OG0000496	Syai.g_00210	Prbe.g_01869
OG0000497	Syai.g_00209	Prbe.g_01870
OG0000498	Syai.g_00208	Prbe.g_01871
OG0000499	Syai.g_00207	Prbe.g_01872
OG0000500	Syai.g_00206	Prbe.g_01873
OG0000501	Syai.g_00203	Prbe.g_01874
OG0000502	Syai.g_00192	Prbe.g_01877
OG0000503	Syai.g_00486	Prbe.g_01892
OG0000504	Syai.g_00488	Prbe.g_01894
OG0000505	Syai.g_00489	Prbe.g_01895
OG0000506	Syai.g_00491	Prbe.g_01896
OG0000507	Syai.g_00497	Prbe.g_01899
OG0000508	Syai.g_00501	Prbe.g_01903
OG0000509	Syai.g_00503	Prbe.g_01905
OG0000510	Syai.g_00504	Prbe.g_01906
OG0000511	Syai.g_00505	Prbe.g_01907
OG0000512	Syai.g_00507	Prbe.g_01909
OG0000513	Syai.g_00521	Prbe.g_01918
OG0000514	Syai.g_00528	Prbe.g_01929
OG0000515	Syai.g_00529	Prbe.g_01930
OG0000516	Syai.g_02223	Prbe.g_01931
OG0000517	Syai.g_02229	Prbe.g_01933
OG0000518	Syai.g_02211	Prbe.g_01944
OG0000519	Syai.g_02210	Prbe.g_01945
OG0000520	Syai.g_02209	Prbe.g_01946
OG0000521	Syai.g_00842	Prbe.g_00676
OG0000522	Syai.g_00844	Prbe.g_00674
OG0000523	Syai.g_00845	Prbe.g_00673
OG0000524	Syai.g_00852	Prbe.g_00668
OG0000525	Syai.g_00856	Prbe.g_00664
OG0000526	Syai.g_00859	Prbe.g_00663
OG0000527	Syai.g_00863	Prbe.g_00660
OG0000528	Syai.g_00633	Prbe.g_00655
OG0000529	Syai.g_00639	Prbe.g_00652
OG0000530	Syai.g_00642	Prbe.g_00649
OG0000531	Syai.g_00643	Prbe.g_00648
OG0000532	Syai.g_00646	Prbe.g_00646
OG0000533	Syai.g_00647	Prbe.g_00645
OG0000534	Syai.g_00648	Prbe.g_00644
OG0000535	Syai.g_00649	Prbe.g_00643
OG0000536	Syai.g_00650	Prbe.g_00642
OG0000537	Syai.g_00651	Prbe.g_00641
OG0000538	Syai.g_00662	Prbe.g_00632
OG0000539	Syai.g_00663	Prbe.g_00631
OG0000540	Syai.g_00664	Prbe.g_00630
OG0000541	Syai.g_00665	Prbe.g_00629
OG0000542	Syai.g_00668	Prbe.g_00628
OG0000543	Syai.g_00670	Prbe.g_00626
OG0000544	Syai.g_00671	Prbe.g_00625
OG0000545	Syai.g_00673	Prbe.g_00623
OG0000546	Syai.g_00675	Prbe.g_00620
OG0000547	Syai.g_00677	Prbe.g_00618
OG0000548	Syai.g_00678	Prbe.g_00617
OG0000549	Syai.g_00684	Prbe.g_00615
OG0000550	Syai.g_00689	Prbe.g_00611
OG0000551	Syai.g_00694	Prbe.g_00608
OG0000552	Syai.g_00695	Prbe.g_00607
OG0000553	Syai.g_00698	Prbe.g_00606
OG0000554	Syai.g_00708	Prbe.g_00601
OG0000555	Syai.g_00725	Prbe.g_00593
OG0000556	Syai.g_00728	Prbe.g_00591
OG0000557	Syai.g_00730	Prbe.g_00590
OG0000558	Syai.g_00732	Prbe.g_00588
OG0000559	Syai.g_00736	Prbe.g_00584
OG0000560	Syai.g_00739	Prbe.g_00581
