Orthogroup	Syai	Syal
OG0000076	Syai.g_00111	Syal.g_01459
OG0000077	Syai.g_02486	Syal.g_00763, Syal.g_00506
OG0000078	Syai.g_00543	Syal.g_00680
OG0000079	Syai.g_00300	Syal.g_01213
OG0000081	Syai.g_02292, Syai.g_00553	Syal.g_02555
OG0000082	Syai.g_00781	Syal.g_02769
OG0000084	Syai.g_01196	Syal.g_01896
OG0000084	Syai.g_00958	Syal.g_00023
OG0000085	Syai.g_02365	Syal.g_00575
OG0000086	Syai.g_02507	Syal.g_00784
OG0000087	Syai.g_02592	Syal.g_00871
OG0000088	Syai.g_02630	Syal.g_00908
OG0000089	Syai.g_00517	Syal.g_00555
OG0000090	Syai.g_00707	Syal.g_02838
OG0000091	Syai.g_01112	Syal.g_02628
OG0000092	Syai.g_01358	Syal.g_00470
OG0000093	Syai.g_01306	Syal.g_02233
OG0000094	Syai.g_01424	Syal.g_01907
OG0000095	Syai.g_02007	Syal.g_01823
OG0000097	Syai.g_01787	Syal.g_01735
OG0000098	Syai.g_01718	Syal.g_02196
OG0000099	Syai.g_00199	Syal.g_01323
OG0000100	Syai.g_01372	Syal.g_02448
OG0000101	Syai.g_00404	Syal.g_00275
OG0000102	Syai.g_00106	Syal.g_01488
OG0000103	Syai.g_02912	Syal.g_00077
OG0000104	Syai.g_02929	Syal.g_00092
OG0000105	Syai.g_00267	Syal.g_01255
OG0000106	Syai.g_01601	Syal.g_02577
OG0000107	Syai.g_00319	Syal.g_00194
OG0000108	Syai.g_00638	Syal.g_02897
OG0000109	Syai.g_00653	Syal.g_02913
OG0000110	Syai.g_00766	Syal.g_02782
OG0000111	Syai.g_00884	Syal.g_01813
OG0000112	Syai.g_01512	Syal.g_02000
OG0000113	Syai.g_01367	Syal.g_02443
OG0000114	Syai.g_01261	Syal.g_02286
OG0000115	Syai.g_00932	Syal.g_00404
OG0000116	Syai.g_02156	Syal.g_01630
OG0000117	Syai.g_01756	Syal.g_01704
OG0000118	Syai.g_00818	Syal.g_01583
OG0000119	Syai.g_02127	Syal.g_02056
OG0000120	Syai.g_00198	Syal.g_01324
OG0000121	Syai.g_00951	Syal.g_00374
OG0000122	Syai.g_01143	Syal.g_02602
OG0000123	Syai.g_00411	Syal.g_00283
OG0000124	Syai.g_00089	Syal.g_01519
OG0000125	Syai.g_02782	Syal.g_01075
OG0000126	Syai.g_02927	Syal.g_00090
OG0000127	Syai.g_02459	Syal.g_00720
OG0000128	Syai.g_00012	Syal.g_00109
OG0000129	Syai.g_02771	Syal.g_01062
OG0000130	Syai.g_02474	Syal.g_00751
OG0000131	Syai.g_02608	Syal.g_00886
OG0000132	Syai.g_02628	Syal.g_00906
OG0000133	Syai.g_01507	Syal.g_01995
OG0000134	Syai.g_00520	Syal.g_00552
OG0000135	Syai.g_02826	Syal.g_01119
OG0000136	Syai.g_02217	Syal.g_00520
OG0000137	Syai.g_00865	Syal.g_00463
OG0000138	Syai.g_00654	Syal.g_02914
OG0000139	Syai.g_00714	Syal.g_02832
OG0000140	Syai.g_00716	Syal.g_02830
OG0000141	Syai.g_01041	Syal.g_02738
OG0000142	Syai.g_01104	Syal.g_02636
OG0000143	Syai.g_01108	Syal.g_02632
OG0000144	Syai.g_01608	Syal.g_02515
OG0000145	Syai.g_00660	Syal.g_02921
OG0000146	Syai.g_01513	Syal.g_02001
OG0000147	Syai.g_01514	Syal.g_02002
OG0000148	Syai.g_01361	Syal.g_02437
OG0000149	Syai.g_02059	Syal.g_02475
OG0000150	Syai.g_00717	Syal.g_02737
OG0000151	Syai.g_01280	Syal.g_02263
OG0000152	Syai.g_01503	Syal.g_01991
OG0000153	Syai.g_01461	Syal.g_01958
OG0000154	Syai.g_01434	Syal.g_01918
OG0000155	Syai.g_02109	Syal.g_01695
OG0000156	Syai.g_02162	Syal.g_01620
OG0000157	Syai.g_02163	Syal.g_01619
OG0000158	Syai.g_00135	Syal.g_01431
OG0000160	Syai.g_00952	Syal.g_00372
OG0000161	Syai.g_00946	Syal.g_00384
OG0000162	Syai.g_00939	Syal.g_00396
OG0000163	Syai.g_02300	Syal.g_02971
OG0000164	Syai.g_02411	Syal.g_00623
OG0000165	Syai.g_02244	Syal.g_00632
OG0000166	Syai.g_00364	Syal.g_00236
OG0000167	Syai.g_00164	Syal.g_01347
OG0000168	Syai.g_00134	Syal.g_01433
OG0000169	Syai.g_00123	Syal.g_01447
OG0000170	Syai.g_00116	Syal.g_01454
OG0000171	Syai.g_00090	Syal.g_01518
OG0000172	Syai.g_00083	Syal.g_00174, Syal.g_00173
OG0000173	Syai.g_00064	Syal.g_00155
OG0000174	Syai.g_02828	Syal.g_01121
OG0000175	Syai.g_02901	Syal.g_01172
OG0000176	Syai.g_00004	Syal.g_00101
OG0000177	Syai.g_00005	Syal.g_00102
OG0000178	Syai.g_00006	Syal.g_00103
OG0000179	Syai.g_00023	Syal.g_00118
OG0000180	Syai.g_00024	Syal.g_00119
OG0000181	Syai.g_00025	Syal.g_00120
OG0000182	Syai.g_00026	Syal.g_00121
OG0000183	Syai.g_00030	Syal.g_00125
OG0000184	Syai.g_02756	Syal.g_01050
OG0000185	Syai.g_02734	Syal.g_01025
OG0000186	Syai.g_02469	Syal.g_02684, Syal.g_00747
OG0000187	Syai.g_02471	Syal.g_02685, Syal.g_00748
OG0000188	Syai.g_02494, Syai.g_00696	Syal.g_00771
OG0000189	Syai.g_02530	Syal.g_00807
OG0000190	Syai.g_02532	Syal.g_01364
OG0000191	Syai.g_02562	Syal.g_00841
OG0000192	Syai.g_02569	Syal.g_00847
OG0000193	Syai.g_02609	Syal.g_00887
OG0000194	Syai.g_02612	Syal.g_00890
OG0000195	Syai.g_02614	Syal.g_00892
OG0000196	Syai.g_02625	Syal.g_00903
OG0000197	Syai.g_02626	Syal.g_00904
OG0000198	Syai.g_02627	Syal.g_00905
OG0000199	Syai.g_02635	Syal.g_00913
OG0000200	Syai.g_02651	Syal.g_00932
OG0000202	Syai.g_02668	Syal.g_00950
OG0000203	Syai.g_02669	Syal.g_00951
OG0000204	Syai.g_02670	Syal.g_00952
OG0000205	Syai.g_02677	Syal.g_00959
OG0000206	Syai.g_02684	Syal.g_00971
OG0000207	Syai.g_02686	Syal.g_00974
OG0000208	Syai.g_02687	Syal.g_00975
OG0000209	Syai.g_02699	Syal.g_01000
OG0000210	Syai.g_02700	Syal.g_01001
OG0000211	Syai.g_00533	Syal.g_00688
OG0000212	Syai.g_00544	Syal.g_00679
OG0000213	Syai.g_00292	Syal.g_01229
OG0000214	Syai.g_00276	Syal.g_01246
OG0000215	Syai.g_00245	Syal.g_01277
OG0000216	Syai.g_00241	Syal.g_01281
OG0000217	Syai.g_00237	Syal.g_01285
OG0000218	Syai.g_00235	Syal.g_01287
OG0000219	Syai.g_00234	Syal.g_01288
OG0000220	Syai.g_00233	Syal.g_01289
OG0000221	Syai.g_00227	Syal.g_01297
OG0000222	Syai.g_00215	Syal.g_01309
OG0000223	Syai.g_00194	Syal.g_01327
OG0000224	Syai.g_00186	Syal.g_01329
OG0000225	Syai.g_00502	Syal.g_00363
OG0000226	Syai.g_00506	Syal.g_00367
OG0000227	Syai.g_00508	Syal.g_00369
OG0000228	Syai.g_00516	Syal.g_00556
OG0000229	Syai.g_02228	Syal.g_00525
OG0000230	Syai.g_02226	Syal.g_00523
OG0000231	Syai.g_02208	Syal.g_00510
OG0000232	Syai.g_00846	Syal.g_00495
OG0000233	Syai.g_00855	Syal.g_00487
OG0000234	Syai.g_00866	Syal.g_00461
OG0000235	Syai.g_00637	Syal.g_02896
OG0000236	Syai.g_00652	Syal.g_02912
OG0000237	Syai.g_00669	Syal.g_02930
OG0000238	Syai.g_00674	Syal.g_02935
OG0000239	Syai.g_00691	Syal.g_02951
OG0000240	Syai.g_00692	Syal.g_02952
OG0000241	Syai.g_01089, Syai.g_01085	Syal.g_02696
OG0000242	Syai.g_00705	Syal.g_02840
OG0000243	Syai.g_00726	Syal.g_02822
OG0000244	Syai.g_00731	Syal.g_02815
OG0000245	Syai.g_00733	Syal.g_02813
OG0000246	Syai.g_00737	Syal.g_02809
OG0000247	Syai.g_00748	Syal.g_02797
OG0000248	Syai.g_00751	Syal.g_02794
OG0000249	Syai.g_00753	Syal.g_02792
OG0000250	Syai.g_00762	Syal.g_02786
OG0000251	Syai.g_00789	Syal.g_02760
OG0000252	Syai.g_00797	Syal.g_02757
OG0000253	Syai.g_00798	Syal.g_02755
OG0000254	Syai.g_01045	Syal.g_02732
OG0000255	Syai.g_01061	Syal.g_02719
OG0000256	Syai.g_01077	Syal.g_02705
OG0000257	Syai.g_01084	Syal.g_02697
OG0000258	Syai.g_01113	Syal.g_02623
OG0000259	Syai.g_01229	Syal.g_02182
OG0000260	Syai.g_01232	Syal.g_02188
OG0000261	Syai.g_01235	Syal.g_02199
OG0000262	Syai.g_01240	Syal.g_02204
OG0000263	Syai.g_01776	Syal.g_01720
OG0000264	Syai.g_01962	Syal.g_01788
OG0000265	Syai.g_02245	Syal.g_02534
OG0000266	Syai.g_01401	Syal.g_02421
OG0000267	Syai.g_01569	Syal.g_02043
OG0000268	Syai.g_01568	Syal.g_02042
OG0000269	Syai.g_01316	Syal.g_02409
OG0000270	Syai.g_01319	Syal.g_02412
OG0000271	Syai.g_01327	Syal.g_01871
OG0000272	Syai.g_01328	Syal.g_01872
OG0000274	Syai.g_02038	Syal.g_02455
OG0000275	Syai.g_02043	Syal.g_02458
OG0000276	Syai.g_02051	Syal.g_02467
OG0000277	Syai.g_02052	Syal.g_02468
OG0000278	Syai.g_02055	Syal.g_02471
OG0000279	Syai.g_02063	Syal.g_02479
OG0000280	Syai.g_02084	Syal.g_02493
OG0000281	Syai.g_01719	Syal.g_02190
OG0000282	Syai.g_01263	Syal.g_02284
OG0000283	Syai.g_01554	Syal.g_02028
OG0000284	Syai.g_01548	Syal.g_02023
OG0000285	Syai.g_01522	Syal.g_02012
OG0000286	Syai.g_01504	Syal.g_01992
OG0000287	Syai.g_01469	Syal.g_01965
OG0000288	Syai.g_01435	Syal.g_01919
OG0000289	Syai.g_01421	Syal.g_01904
OG0000290	Syai.g_02010	Syal.g_01826
OG0000291	Syai.g_02008	Syal.g_01824
OG0000292	Syai.g_02926	Syal.g_00089
OG0000293	Syai.g_02155	Syal.g_01631
OG0000294	Syai.g_02154	Syal.g_01632
OG0000295	Syai.g_02117	Syal.g_01687
OG0000296	Syai.g_02115	Syal.g_01689
OG0000297	Syai.g_01754	Syal.g_01702
OG0000298	Syai.g_01755	Syal.g_01703
OG0000299	Syai.g_01783	Syal.g_01732
OG0000300	Syai.g_01790	Syal.g_01738
OG0000301	Syai.g_01791	Syal.g_01739
OG0000302	Syai.g_01793	Syal.g_01740
OG0000303	Syai.g_01802	Syal.g_01763
OG0000304	Syai.g_01826	Syal.g_01756
OG0000305	Syai.g_02005	Syal.g_01821
OG0000306	Syai.g_02090	Syal.g_02579
OG0000307	Syai.g_00619	Syal.g_02880
OG0000308	Syai.g_00617	Syal.g_02878
OG0000309	Syai.g_00612	Syal.g_02873
OG0000310	Syai.g_00989	Syal.g_01537
OG0000311	Syai.g_00985	Syal.g_00061
OG0000312	Syai.g_00966	Syal.g_00031
OG0000313	Syai.g_00949	Syal.g_00381
OG0000314	Syai.g_00908	Syal.g_00416
OG0000315	Syai.g_00897	Syal.g_00426
OG0000316	Syai.g_02320, Syai.g_02322	Syal.g_02987
OG0000317	Syai.g_02373	Syal.g_00583
OG0000318	Syai.g_02379	Syal.g_00588
OG0000319	Syai.g_02395	Syal.g_00608
OG0000320	Syai.g_02397	Syal.g_00610
OG0000321	Syai.g_02398	Syal.g_00611
OG0000322	Syai.g_02399	Syal.g_00612
OG0000323	Syai.g_02413	Syal.g_00626
OG0000324	Syai.g_02272	Syal.g_00656
OG0000325	Syai.g_00320	Syal.g_00195
OG0000326	Syai.g_00327	Syal.g_00202
OG0000327	Syai.g_00359	Syal.g_00230
OG0000328	Syai.g_00360	Syal.g_00231
OG0000329	Syai.g_00378	Syal.g_00249
OG0000330	Syai.g_00379	Syal.g_00250
OG0000331	Syai.g_00380	Syal.g_00251
OG0000332	Syai.g_00395	Syal.g_00266
OG0000333	Syai.g_00398	Syal.g_00269
OG0000334	Syai.g_00407	Syal.g_00279
OG0000335	Syai.g_00412	Syal.g_00284
OG0000336	Syai.g_00416	Syal.g_00288
OG0000337	Syai.g_00169	Syal.g_01343
OG0000338	Syai.g_00166	Syal.g_01345
OG0000339	Syai.g_00160	Syal.g_01351
OG0000340	Syai.g_00133	Syal.g_01434
OG0000341	Syai.g_00131	Syal.g_01436
OG0000342	Syai.g_00130	Syal.g_01437
OG0000343	Syai.g_00129	Syal.g_01441
OG0000344	Syai.g_00125	Syal.g_01445
OG0000345	Syai.g_00115	Syal.g_01455
OG0000346	Syai.g_00110	Syal.g_01460
OG0000347	Syai.g_00087	Syal.g_01525
OG0000348	Syai.g_00076	Syal.g_00170
OG0000349	Syai.g_00057	Syal.g_00148
OG0000350	Syai.g_00334	Syal.g_00209
OG0000351	Syai.g_02904	Syal.g_01175
OG0000352	Syai.g_02905	Syal.g_01176
OG0000353	Syai.g_02932	Syal.g_00095
OG0000354	Syai.g_00680	Syal.g_02941
OG0000354	Syai.g_00019	Syal.g_00116
OG0000355	Syai.g_00001	Syal.g_00098
OG0000356	Syai.g_00002	Syal.g_00099
OG0000357	Syai.g_00003	Syal.g_00100
OG0000358	Syai.g_00007	Syal.g_00104
OG0000359	Syai.g_00009	Syal.g_00106
OG0000360	Syai.g_00010	Syal.g_00107
OG0000361	Syai.g_00011	Syal.g_00108
OG0000362	Syai.g_00013	Syal.g_00110
OG0000363	Syai.g_00015	Syal.g_00112
OG0000364	Syai.g_00016	Syal.g_00113
OG0000365	Syai.g_00027	Syal.g_00122
OG0000366	Syai.g_00028	Syal.g_00123
OG0000367	Syai.g_00029	Syal.g_00124
OG0000368	Syai.g_00031	Syal.g_00126
OG0000369	Syai.g_00032	Syal.g_00127
OG0000370	Syai.g_00033	Syal.g_00128
OG0000371	Syai.g_00041	Syal.g_00135
OG0000372	Syai.g_00047	Syal.g_00141
OG0000373	Syai.g_00048	Syal.g_00142
OG0000374	Syai.g_00049	Syal.g_00143
OG0000375	Syai.g_00053	Syal.g_00144
OG0000376	Syai.g_00055	Syal.g_00146
OG0000377	Syai.g_02769	Syal.g_01061
OG0000378	Syai.g_02751	Syal.g_01027
OG0000379	Syai.g_02733	Syal.g_01024
OG0000380	Syai.g_02472	Syal.g_00749
OG0000381	Syai.g_02475	Syal.g_00752
OG0000382	Syai.g_02493	Syal.g_00770
OG0000383	Syai.g_02498	Syal.g_00775
OG0000384	Syai.g_02499	Syal.g_00776
OG0000385	Syai.g_02500	Syal.g_00777
OG0000386	Syai.g_02501	Syal.g_00778
OG0000387	Syai.g_02534	Syal.g_00811
OG0000388	Syai.g_02538	Syal.g_00815
OG0000389	Syai.g_02542	Syal.g_00819
OG0000390	Syai.g_02556	Syal.g_00835
OG0000391	Syai.g_02561	Syal.g_00840
OG0000392	Syai.g_02568	Syal.g_00846
OG0000393	Syai.g_02570	Syal.g_00849
OG0000394	Syai.g_02571	Syal.g_00850
OG0000395	Syai.g_02572	Syal.g_00851
OG0000396	Syai.g_02575	Syal.g_00854
OG0000397	Syai.g_02577	Syal.g_00857
OG0000398	Syai.g_02582	Syal.g_00862
OG0000399	Syai.g_02583	Syal.g_00863
OG0000400	Syai.g_02584	Syal.g_00864
OG0000401	Syai.g_02585	Syal.g_00865
OG0000402	Syai.g_02588	Syal.g_00867
OG0000403	Syai.g_02589	Syal.g_00868
OG0000404	Syai.g_02590	Syal.g_00870
OG0000405	Syai.g_02606	Syal.g_00883
OG0000406	Syai.g_02610	Syal.g_00888
OG0000407	Syai.g_02611	Syal.g_00889
OG0000408	Syai.g_02613	Syal.g_00891
OG0000409	Syai.g_02615	Syal.g_00893
OG0000410	Syai.g_02616	Syal.g_00894
OG0000411	Syai.g_02617	Syal.g_00895
OG0000412	Syai.g_02618	Syal.g_00896
OG0000413	Syai.g_02620	Syal.g_00898
OG0000414	Syai.g_02621	Syal.g_00899
OG0000415	Syai.g_02622	Syal.g_00900
OG0000416	Syai.g_02623	Syal.g_00901
OG0000417	Syai.g_02624	Syal.g_00902
OG0000418	Syai.g_02629	Syal.g_00907
OG0000419	Syai.g_02631	Syal.g_00909
OG0000420	Syai.g_02633	Syal.g_00911
OG0000421	Syai.g_02638	Syal.g_00916
OG0000422	Syai.g_02639	Syal.g_00917
OG0000423	Syai.g_02640	Syal.g_00918
OG0000424	Syai.g_02641	Syal.g_00919
OG0000425	Syai.g_02642	Syal.g_00920
OG0000426	Syai.g_02643	Syal.g_00921
OG0000427	Syai.g_02644	Syal.g_00922
OG0000428	Syai.g_02647	Syal.g_00925
OG0000429	Syai.g_02649	Syal.g_00929
OG0000430	Syai.g_02650	Syal.g_00931
OG0000431	Syai.g_02654	Syal.g_00934
OG0000432	Syai.g_02660	Syal.g_00940
OG0000433	Syai.g_02662	Syal.g_00943
OG0000434	Syai.g_02663	Syal.g_00944
OG0000435	Syai.g_02666	Syal.g_00946
OG0000436	Syai.g_02671	Syal.g_00953
OG0000437	Syai.g_02672	Syal.g_00954
OG0000438	Syai.g_02673	Syal.g_00955
OG0000439	Syai.g_02675	Syal.g_00957
OG0000440	Syai.g_02676	Syal.g_00958
OG0000441	Syai.g_02681	Syal.g_00962
OG0000442	Syai.g_02682	Syal.g_00964
OG0000443	Syai.g_02683	Syal.g_00966
OG0000444	Syai.g_02688	Syal.g_00978
OG0000445	Syai.g_02689	Syal.g_00979
OG0000446	Syai.g_02690	Syal.g_00981
OG0000447	Syai.g_02693	Syal.g_00989
OG0000448	Syai.g_02694	Syal.g_00990
OG0000449	Syai.g_02695	Syal.g_00991
OG0000450	Syai.g_02696	Syal.g_00997
OG0000451	Syai.g_02697	Syal.g_00998
OG0000452	Syai.g_02701	Syal.g_01002
OG0000453	Syai.g_02702	Syal.g_01003
OG0000454	Syai.g_02703	Syal.g_01004
OG0000455	Syai.g_02704	Syal.g_01005
OG0000456	Syai.g_02705	Syal.g_01006
OG0000457	Syai.g_02707	Syal.g_01008
OG0000458	Syai.g_02708	Syal.g_01009
OG0000459	Syai.g_02709	Syal.g_01010
OG0000460	Syai.g_00535	Syal.g_00686
OG0000461	Syai.g_00314	Syal.g_01199
OG0000462	Syai.g_00311	Syal.g_01202
OG0000463	Syai.g_00310	Syal.g_01203
OG0000464	Syai.g_00309	Syal.g_01204
OG0000465	Syai.g_00307	Syal.g_01205
OG0000466	Syai.g_00303	Syal.g_01210
OG0000467	Syai.g_00301	Syal.g_01212
OG0000468	Syai.g_00296	Syal.g_01225
OG0000469	Syai.g_00282	Syal.g_01240
OG0000470	Syai.g_00280	Syal.g_01242
OG0000471	Syai.g_00279	Syal.g_01243
OG0000472	Syai.g_00277	Syal.g_01245
OG0000473	Syai.g_00275	Syal.g_01247
OG0000474	Syai.g_00274	Syal.g_01248
OG0000475	Syai.g_00273	Syal.g_01249
OG0000476	Syai.g_00271	Syal.g_01251
OG0000477	Syai.g_00265	Syal.g_01257
OG0000478	Syai.g_00264	Syal.g_01258
OG0000479	Syai.g_00263	Syal.g_01259
OG0000480	Syai.g_00256	Syal.g_01266
OG0000481	Syai.g_00254	Syal.g_01268
OG0000482	Syai.g_00253	Syal.g_01269
OG0000483	Syai.g_00249	Syal.g_01273
OG0000484	Syai.g_00248	Syal.g_01274
OG0000485	Syai.g_00247	Syal.g_01275
OG0000486	Syai.g_00246	Syal.g_01276
OG0000487	Syai.g_00240	Syal.g_01282
OG0000488	Syai.g_00236	Syal.g_01286
OG0000489	Syai.g_00226	Syal.g_01298
OG0000490	Syai.g_00218	Syal.g_01307
OG0000491	Syai.g_00217	Syal.g_01308
OG0000492	Syai.g_00214	Syal.g_01310
OG0000493	Syai.g_00213	Syal.g_01311
OG0000494	Syai.g_00212	Syal.g_01312
OG0000495	Syai.g_00211	Syal.g_01313
OG0000496	Syai.g_00210	Syal.g_01314
OG0000497	Syai.g_00209	Syal.g_01315
OG0000498	Syai.g_00208	Syal.g_01316
OG0000499	Syai.g_00207	Syal.g_01317
OG0000500	Syai.g_00206	Syal.g_01318
OG0000501	Syai.g_00203	Syal.g_01321
OG0000502	Syai.g_00192	Syal.g_01328
OG0000503	Syai.g_00486	Syal.g_00347
OG0000504	Syai.g_00488	Syal.g_00349
OG0000505	Syai.g_00489	Syal.g_00350
OG0000506	Syai.g_00491	Syal.g_00352
OG0000507	Syai.g_00497	Syal.g_00358
OG0000508	Syai.g_00501	Syal.g_00362
OG0000509	Syai.g_00503	Syal.g_00364
OG0000510	Syai.g_00504	Syal.g_00365
OG0000511	Syai.g_00505	Syal.g_00366
OG0000512	Syai.g_00507	Syal.g_00368
OG0000513	Syai.g_00521	Syal.g_00551
OG0000514	Syai.g_00528	Syal.g_00539
OG0000515	Syai.g_00529	Syal.g_00538
OG0000516	Syai.g_02223	Syal.g_00534
OG0000517	Syai.g_02229	Syal.g_00526
OG0000518	Syai.g_02211	Syal.g_00514
OG0000519	Syai.g_02210	Syal.g_00513
OG0000520	Syai.g_02209	Syal.g_00512
OG0000521	Syai.g_00842	Syal.g_00502
OG0000522	Syai.g_00844	Syal.g_00500
OG0000523	Syai.g_00845	Syal.g_00499
OG0000524	Syai.g_00852	Syal.g_00491
OG0000525	Syai.g_00856	Syal.g_00473
OG0000526	Syai.g_00859	Syal.g_00471
OG0000527	Syai.g_00863	Syal.g_00465
OG0000528	Syai.g_00633	Syal.g_02893
OG0000529	Syai.g_00639	Syal.g_02898
OG0000530	Syai.g_00642	Syal.g_02901
OG0000531	Syai.g_00643	Syal.g_02902
OG0000532	Syai.g_00646	Syal.g_02905
OG0000533	Syai.g_00647	Syal.g_02907
OG0000534	Syai.g_00648	Syal.g_02908
OG0000535	Syai.g_00649	Syal.g_02909
OG0000536	Syai.g_00650	Syal.g_02910
OG0000537	Syai.g_00651	Syal.g_02911
OG0000538	Syai.g_00662	Syal.g_02923
OG0000539	Syai.g_00663	Syal.g_02924
OG0000540	Syai.g_00664	Syal.g_02925
OG0000541	Syai.g_00665	Syal.g_02926
OG0000542	Syai.g_00668	Syal.g_02929
OG0000543	Syai.g_00670	Syal.g_02931
OG0000544	Syai.g_00671	Syal.g_02932
OG0000545	Syai.g_00673	Syal.g_02934
OG0000546	Syai.g_00675	Syal.g_02936
OG0000547	Syai.g_00677	Syal.g_02938
OG0000548	Syai.g_00678	Syal.g_02939
OG0000549	Syai.g_00684	Syal.g_02945
OG0000550	Syai.g_00689	Syal.g_02949
OG0000551	Syai.g_00694	Syal.g_02953
OG0000552	Syai.g_00695	Syal.g_02954
OG0000553	Syai.g_00698	Syal.g_02843
OG0000554	Syai.g_00708	Syal.g_02837
OG0000555	Syai.g_00725	Syal.g_02823
OG0000556	Syai.g_00728	Syal.g_02819
OG0000557	Syai.g_00730	Syal.g_02816
OG0000558	Syai.g_00732	Syal.g_02814
OG0000559	Syai.g_00736	Syal.g_02810
OG0000560	Syai.g_00739	Syal.g_02807
OG0000561	Syai.g_00740	Syal.g_02806
OG0000562	Syai.g_00741	Syal.g_02805
OG0000563	Syai.g_00742	Syal.g_02804
OG0000564	Syai.g_00743	Syal.g_02803
OG0000565	Syai.g_00746	Syal.g_02799
OG0000566	Syai.g_00750	Syal.g_02795
OG0000567	Syai.g_00754	Syal.g_02791
OG0000568	Syai.g_00758	Syal.g_02789
OG0000569	Syai.g_00759	Syal.g_02788
OG0000570	Syai.g_00760	Syal.g_02787
OG0000571	Syai.g_00764	Syal.g_02784
