Orthogroup	Syai	Syap
OG0000355	Syai.g_00001	Syap.g_00056
OG0000356	Syai.g_00002	Syap.g_00057
OG0000357	Syai.g_00003	Syap.g_00058
OG0000358	Syai.g_00007	Syap.g_00063
OG0000359	Syai.g_00009	Syap.g_00065
OG0000360	Syai.g_00010	Syap.g_00067
OG0000361	Syai.g_00011	Syap.g_00068
OG0000362	Syai.g_00013	Syap.g_00070
OG0000363	Syai.g_00015	Syap.g_00072
OG0000364	Syai.g_00016	Syap.g_00620
OG0000365	Syai.g_00027	Syap.g_00081
OG0000366	Syai.g_00028	Syap.g_00082
OG0000367	Syai.g_00029	Syap.g_00083
OG0000368	Syai.g_00031	Syap.g_00085
OG0000369	Syai.g_00032	Syap.g_00086
OG0000370	Syai.g_00033	Syap.g_00087
OG0000372	Syai.g_00047	Syap.g_01805
OG0000373	Syai.g_00048	Syap.g_01806
OG0000374	Syai.g_00049	Syap.g_01807
OG0000375	Syai.g_00053	Syap.g_01808
OG0000376	Syai.g_00055	Syap.g_01811
OG0000377	Syai.g_02769	Syap.g_00128
OG0000378	Syai.g_02751	Syap.g_01326
OG0000380	Syai.g_02472	Syap.g_01687
OG0000381	Syai.g_02475	Syap.g_01690
OG0000382	Syai.g_02493	Syap.g_02548
OG0000383	Syai.g_02498	Syap.g_02359
OG0000384	Syai.g_02499	Syap.g_02360
OG0000385	Syai.g_02500	Syap.g_02361
OG0000386	Syai.g_02501	Syap.g_02362
OG0000387	Syai.g_02534	Syap.g_01864
OG0000391	Syai.g_02561	Syap.g_02234
OG0000392	Syai.g_02568	Syap.g_02225
OG0000393	Syai.g_02570	Syap.g_02222
OG0000394	Syai.g_02571	Syap.g_02221
OG0000395	Syai.g_02572	Syap.g_02220
OG0000396	Syai.g_02575	Syap.g_02217
OG0000397	Syai.g_02577	Syap.g_02215
OG0000398	Syai.g_02582	Syap.g_02211
OG0000399	Syai.g_02583	Syap.g_02210
OG0000400	Syai.g_02584	Syap.g_02209
OG0000401	Syai.g_02585	Syap.g_02208
OG0000402	Syai.g_02588	Syap.g_02206
OG0000403	Syai.g_02589	Syap.g_02205
OG0000404	Syai.g_02590	Syap.g_02204, Syap.g_02618
OG0000405	Syai.g_02606	Syap.g_02191
OG0000406	Syai.g_02610	Syap.g_02186
OG0000407	Syai.g_02611	Syap.g_02185
OG0000408	Syai.g_02613	Syap.g_02181, Syap.g_02182
OG0000409	Syai.g_02615	Syap.g_02179
OG0000410	Syai.g_02616	Syap.g_02178
OG0000411	Syai.g_02617	Syap.g_02177
OG0000412	Syai.g_02618	Syap.g_02176
OG0000413	Syai.g_02620	Syap.g_02174
OG0000414	Syai.g_02621	Syap.g_02173
OG0000415	Syai.g_02622	Syap.g_02172
OG0000416	Syai.g_02623	Syap.g_02171
OG0000417	Syai.g_02624	Syap.g_02169
OG0000418	Syai.g_02629	Syap.g_01204
OG0000419	Syai.g_02631	Syap.g_01201
OG0000420	Syai.g_02633	Syap.g_01199
OG0000421	Syai.g_02638	Syap.g_01195
OG0000422	Syai.g_02639	Syap.g_01194
OG0000423	Syai.g_02640	Syap.g_01193
OG0000424	Syai.g_02641	Syap.g_01192
OG0000425	Syai.g_02642	Syap.g_01191
OG0000426	Syai.g_02643	Syap.g_01190
OG0000427	Syai.g_02644	Syap.g_01189
OG0000428	Syai.g_02647	Syap.g_01186
OG0000429	Syai.g_02649	Syap.g_01184
OG0000430	Syai.g_02650	Syap.g_01182
OG0000431	Syai.g_02654	Syap.g_01179
OG0000432	Syai.g_02660	Syap.g_02277
OG0000433	Syai.g_02662	Syap.g_02272
OG0000434	Syai.g_02663	Syap.g_02271
OG0000435	Syai.g_02666	Syap.g_02268
OG0000436	Syai.g_02671	Syap.g_01607
OG0000437	Syai.g_02672	Syap.g_01608
OG0000438	Syai.g_02673	Syap.g_01612
OG0000439	Syai.g_02675	Syap.g_01614
OG0000440	Syai.g_02676	Syap.g_01615
OG0000441	Syai.g_02681	Syap.g_01619
OG0000442	Syai.g_02682	Syap.g_01620
OG0000443	Syai.g_02683	Syap.g_01622
OG0000444	Syai.g_02688	Syap.g_01424
OG0000445	Syai.g_02689	Syap.g_01421
OG0000446	Syai.g_02690	Syap.g_01419
OG0000447	Syai.g_02693	Syap.g_01410
OG0000448	Syai.g_02694	Syap.g_01407
OG0000449	Syai.g_02695	Syap.g_01406
OG0000450	Syai.g_02696	Syap.g_01909
OG0000451	Syai.g_02697	Syap.g_01908
OG0000452	Syai.g_02701	Syap.g_01904
OG0000453	Syai.g_02702	Syap.g_01903
OG0000454	Syai.g_02703	Syap.g_01902
OG0000455	Syai.g_02704	Syap.g_01901
OG0000456	Syai.g_02705	Syap.g_01900
OG0000457	Syai.g_02707	Syap.g_01896
OG0000458	Syai.g_02708	Syap.g_01895
OG0000459	Syai.g_02709	Syap.g_01894
OG0000460	Syai.g_00535	Syap.g_01159
OG0000461	Syai.g_00314	Syap.g_01575
OG0000462	Syai.g_00311	Syap.g_01578
OG0000463	Syai.g_00310	Syap.g_01579
OG0000464	Syai.g_00309	Syap.g_01580
OG0000465	Syai.g_00307	Syap.g_01582
OG0000466	Syai.g_00303	Syap.g_01587
OG0000467	Syai.g_00301	Syap.g_01588
OG0000468	Syai.g_00296	Syap.g_01593
OG0000469	Syai.g_00282	Syap.g_02352
OG0000470	Syai.g_00280	Syap.g_02349
OG0000471	Syai.g_00279	Syap.g_02348
OG0000472	Syai.g_00277	Syap.g_02347
OG0000473	Syai.g_00275	Syap.g_02343
OG0000474	Syai.g_00274	Syap.g_02342
OG0000475	Syai.g_00273	Syap.g_02341
OG0000476	Syai.g_00271	Syap.g_02339
OG0000477	Syai.g_00265	Syap.g_01367
OG0000478	Syai.g_00264	Syap.g_01366
OG0000479	Syai.g_00263	Syap.g_01364
OG0000480	Syai.g_00256	Syap.g_01357
OG0000482	Syai.g_00253	Syap.g_01355
OG0000483	Syai.g_00249	Syap.g_01344
OG0000484	Syai.g_00248	Syap.g_01350
OG0000485	Syai.g_00247	Syap.g_01349
OG0000487	Syai.g_00240	Syap.g_01635
OG0000488	Syai.g_00236	Syap.g_01639
OG0000489	Syai.g_00226	Syap.g_02482
OG0000490	Syai.g_00218	Syap.g_01673
OG0000491	Syai.g_00217	Syap.g_01670
OG0000492	Syai.g_00214	Syap.g_01668
OG0000493	Syai.g_00213	Syap.g_01667
OG0000494	Syai.g_00212	Syap.g_01666
OG0000495	Syai.g_00211	Syap.g_01665
OG0000496	Syai.g_00210	Syap.g_01663
OG0000497	Syai.g_00209	Syap.g_01662
OG0000498	Syai.g_00208	Syap.g_01661
OG0000499	Syai.g_00207	Syap.g_01660
OG0000500	Syai.g_00206	Syap.g_01659
OG0000501	Syai.g_00203	Syap.g_01656
OG0000502	Syai.g_00192	Syap.g_02066
OG0000503	Syai.g_00486	Syap.g_00569
OG0000504	Syai.g_00488	Syap.g_00567
OG0000505	Syai.g_00489	Syap.g_00566
OG0000506	Syai.g_00491	Syap.g_00564
OG0000507	Syai.g_00497	Syap.g_00558
OG0000508	Syai.g_00501	Syap.g_00554
OG0000509	Syai.g_00503	Syap.g_00551
OG0000510	Syai.g_00504	Syap.g_00550
OG0000511	Syai.g_00505	Syap.g_00548
OG0000512	Syai.g_00507	Syap.g_02145
OG0000513	Syai.g_00521	Syap.g_02048
OG0000514	Syai.g_00528	Syap.g_02051
OG0000515	Syai.g_00529	Syap.g_02052
OG0000516	Syai.g_02223	Syap.g_02054
OG0000517	Syai.g_02229	Syap.g_02057
OG0000519	Syai.g_02210	Syap.g_00457
OG0000520	Syai.g_02209	Syap.g_00456
OG0000521	Syai.g_00842	Syap.g_01997
OG0000522	Syai.g_00844	Syap.g_01995
OG0000523	Syai.g_00845	Syap.g_02507
OG0000524	Syai.g_00852	Syap.g_02135
OG0000525	Syai.g_00856	Syap.g_02159
OG0000526	Syai.g_00859	Syap.g_02157
OG0000527	Syai.g_00863	Syap.g_02758
OG0000528	Syai.g_00633	Syap.g_02261
OG0000529	Syai.g_00639	Syap.g_02254
OG0000530	Syai.g_00642	Syap.g_02252
OG0000531	Syai.g_00643	Syap.g_02251
OG0000532	Syai.g_00646	Syap.g_02247
OG0000533	Syai.g_00647	Syap.g_02244
OG0000534	Syai.g_00648	Syap.g_02243
OG0000535	Syai.g_00649	Syap.g_02242
OG0000536	Syai.g_00650	Syap.g_02241
OG0000537	Syai.g_00651	Syap.g_02240
OG0000538	Syai.g_00662	Syap.g_00271
OG0000539	Syai.g_00663	Syap.g_00270
OG0000540	Syai.g_00664	Syap.g_00269
OG0000541	Syai.g_00665	Syap.g_00268
OG0000542	Syai.g_00668	Syap.g_00264
OG0000543	Syai.g_00670	Syap.g_00261
OG0000544	Syai.g_00671	Syap.g_00260
OG0000545	Syai.g_00673	Syap.g_00259
OG0000546	Syai.g_00675	Syap.g_00256
OG0000547	Syai.g_00677	Syap.g_00254
OG0000548	Syai.g_00678	Syap.g_00253
OG0000549	Syai.g_00684	Syap.g_00758
OG0000550	Syai.g_00689	Syap.g_02747
OG0000551	Syai.g_00694	Syap.g_02739
OG0000552	Syai.g_00695	Syap.g_02738
OG0000553	Syai.g_00698	Syap.g_02735
OG0000554	Syai.g_00708	Syap.g_01450
OG0000555	Syai.g_00725	Syap.g_01941
OG0000556	Syai.g_00728	Syap.g_01933
OG0000557	Syai.g_00730	Syap.g_01931
OG0000558	Syai.g_00732	Syap.g_01147
OG0000560	Syai.g_00739	Syap.g_00305
OG0000561	Syai.g_00740	Syap.g_00304
OG0000562	Syai.g_00741	Syap.g_00302
OG0000563	Syai.g_00742	Syap.g_00301
OG0000564	Syai.g_00743	Syap.g_00300
OG0000565	Syai.g_00746	Syap.g_00296
OG0000566	Syai.g_00750	Syap.g_00291
OG0000567	Syai.g_00754	Syap.g_01297
OG0000568	Syai.g_00758	Syap.g_01302
OG0000569	Syai.g_00759	Syap.g_01303
OG0000570	Syai.g_00760	Syap.g_01304
OG0000571	Syai.g_00764	Syap.g_01307
OG0000573	Syai.g_00790	Syap.g_00765
OG0000574	Syai.g_00796	Syap.g_00759
OG0000575	Syai.g_00800	Syap.g_00445
OG0000576	Syai.g_00802	Syap.g_00450
OG0000577	Syai.g_00803	Syap.g_00451
OG0000578	Syai.g_00804	Syap.g_00452
OG0000579	Syai.g_00805	Syap.g_00453
OG0000580	Syai.g_00806	Syap.g_00454
OG0000581	Syai.g_00812	Syap.g_01521
OG0000582	Syai.g_01042	Syap.g_01533
OG0000583	Syai.g_01043	Syap.g_01532
OG0000584	Syai.g_01044	Syap.g_01530
OG0000585	Syai.g_01046	Syap.g_01526
OG0000586	Syai.g_01047	Syap.g_01525
OG0000587	Syai.g_01049	Syap.g_01523
OG0000588	Syai.g_01063	Syap.g_00776
OG0000589	Syai.g_01066	Syap.g_00941
OG0000590	Syai.g_01067	Syap.g_00940
OG0000591	Syai.g_01075	Syap.g_01289
OG0000592	Syai.g_01076	Syap.g_01288
OG0000593	Syai.g_01100	Syap.g_00890
OG0000594	Syai.g_01101	Syap.g_00891
OG0000595	Syai.g_01102	Syap.g_00892
OG0000596	Syai.g_01107	Syap.g_00898
OG0000597	Syai.g_01110	Syap.g_00903
OG0000598	Syai.g_01111	Syap.g_00904
OG0000599	Syai.g_01114	Syap.g_00908
OG0000600	Syai.g_01115	Syap.g_00909
OG0000601	Syai.g_01116	Syap.g_00910
OG0000602	Syai.g_01121	Syap.g_00640
OG0000603	Syai.g_01122	Syap.g_00641
OG0000604	Syai.g_01125	Syap.g_02769
OG0000605	Syai.g_01609	Syap.g_02501, Syap.g_02771
OG0000606	Syai.g_01221	Syap.g_02506
OG0000607	Syai.g_01224	Syap.g_00093
OG0000608	Syai.g_01225	Syap.g_00094
OG0000609	Syai.g_01227	Syap.g_00096
OG0000610	Syai.g_01234	Syap.g_01963
OG0000611	Syai.g_01237	Syap.g_01958
