Orthogroup	Syai	Syar
OG0000109	Syai.g_00653	Syar.g_03310
OG0000110	Syai.g_00766	Syar.g_02295
OG0000111	Syai.g_00884	Syar.g_01940
OG0000111	Syai.g_01998	Syar.g_00005
OG0000112	Syai.g_01512	Syar.g_02548
OG0000113	Syai.g_01367	Syar.g_02664
OG0000114	Syai.g_01261	Syar.g_01616
OG0000115	Syai.g_00932	Syar.g_02854, Syar.g_01415
OG0000116	Syai.g_02156	Syar.g_01525, Syar.g_02255
OG0000117	Syai.g_01756	Syar.g_01969
OG0000118	Syai.g_00818	Syar.g_02793
OG0000120	Syai.g_00198	Syar.g_00713
OG0000121	Syai.g_00951	Syar.g_02806
OG0000123	Syai.g_00411	Syar.g_01079
OG0000124	Syai.g_00089	Syar.g_00586
OG0000125	Syai.g_02782	Syar.g_00338
OG0000126	Syai.g_02927	Syar.g_00887, Syar.g_00888
OG0000128	Syai.g_00012	Syar.g_00482
OG0000129	Syai.g_02771	Syar.g_00324
OG0000130	Syai.g_02474	Syar.g_03040
OG0000131	Syai.g_02608	Syar.g_00078, Syar.g_02216
OG0000132	Syai.g_02628	Syar.g_00099
OG0000133	Syai.g_01507	Syar.g_02543
OG0000134	Syai.g_00520	Syar.g_01165
OG0000135	Syai.g_02826	Syar.g_00698
OG0000136	Syai.g_02217	Syar.g_02874
OG0000137	Syai.g_00865	Syar.g_01273
OG0000138	Syai.g_00654	Syar.g_01486
OG0000139	Syai.g_00714	Syar.g_03245
OG0000140	Syai.g_00716	Syar.g_02344, Syar.g_03246
OG0000141	Syai.g_01041	Syar.g_02129
OG0000142	Syai.g_01104	Syar.g_02418
OG0000143	Syai.g_01108	Syar.g_02422
OG0000144	Syai.g_01608	Syar.g_02441
OG0000145	Syai.g_00660	Syar.g_01494
OG0000146	Syai.g_01513	Syar.g_02549
OG0000147	Syai.g_01514	Syar.g_02550
OG0000148	Syai.g_01361	Syar.g_02658
OG0000149	Syai.g_02059	Syar.g_01830
OG0000150	Syai.g_00717	Syar.g_02130
OG0000151	Syai.g_01280	Syar.g_02038
OG0000152	Syai.g_01503	Syar.g_02539
OG0000153	Syai.g_01461	Syar.g_02503
OG0000154	Syai.g_01434	Syar.g_01800
OG0000155	Syai.g_02109	Syar.g_01959
OG0000156	Syai.g_02162	Syar.g_01517
OG0000157	Syai.g_02163	Syar.g_01516
OG0000158	Syai.g_00135	Syar.g_00650
OG0000160	Syai.g_00952	Syar.g_02807
OG0000161	Syai.g_00946	Syar.g_02801
OG0000162	Syai.g_00939	Syar.g_02863
OG0000163	Syai.g_02300	Syar.g_01186
OG0000164	Syai.g_02411	Syar.g_03168
OG0000165	Syai.g_02244	Syar.g_02976
OG0000166	Syai.g_00364	Syar.g_01034
OG0000167	Syai.g_00164	Syar.g_00662
OG0000168	Syai.g_00134	Syar.g_00246
OG0000169	Syai.g_00123	Syar.g_00262
OG0000170	Syai.g_00116	Syar.g_00613
OG0000171	Syai.g_00090	Syar.g_00587
OG0000172	Syai.g_00083	Syar.g_00547
OG0000173	Syai.g_00064	Syar.g_00528
OG0000174	Syai.g_02828	Syar.g_00701
OG0000175	Syai.g_02901	Syar.g_00438
OG0000176	Syai.g_00004	Syar.g_00474
OG0000177	Syai.g_00005	Syar.g_00475
OG0000178	Syai.g_00006	Syar.g_00476
OG0000179	Syai.g_00023	Syar.g_00489
OG0000180	Syai.g_00024	Syar.g_00490
OG0000181	Syai.g_00025	Syar.g_00491
OG0000182	Syai.g_00026	Syar.g_00492
OG0000183	Syai.g_00030	Syar.g_00496
OG0000184	Syai.g_02756	Syar.g_00897
OG0000185	Syai.g_02734	Syar.g_00909
OG0000186	Syai.g_02469	Syar.g_03036
OG0000187	Syai.g_02471	Syar.g_03038
OG0000188	Syai.g_02494, Syai.g_00696	Syar.g_03058
OG0000189	Syai.g_02530	Syar.g_03104
OG0000190	Syai.g_02532	Syar.g_03107, Syar.g_02374
OG0000191	Syai.g_02562	Syar.g_00039
OG0000192	Syai.g_02569	Syar.g_00046
OG0000193	Syai.g_02609	Syar.g_00079
OG0000194	Syai.g_02612	Syar.g_00082
OG0000195	Syai.g_02614	Syar.g_00023
OG0000196	Syai.g_02625	Syar.g_00096
OG0000197	Syai.g_02626	Syar.g_00097
OG0000198	Syai.g_02627	Syar.g_00098
OG0000199	Syai.g_02635	Syar.g_00106
OG0000200	Syai.g_02651	Syar.g_00124
OG0000201	Syai.g_02667	Syar.g_01000
OG0000202	Syai.g_02668	Syar.g_00998
OG0000203	Syai.g_02669	Syar.g_00997
OG0000204	Syai.g_02670	Syar.g_00996
OG0000205	Syai.g_02677	Syar.g_00988
OG0000206	Syai.g_02684	Syar.g_00963
OG0000207	Syai.g_02686	Syar.g_00957
OG0000208	Syai.g_02687	Syar.g_00956
OG0000209	Syai.g_02699	Syar.g_00936, Syar.g_03261
OG0000210	Syai.g_02700	Syar.g_00935
OG0000211	Syai.g_00533	Syar.g_03026
OG0000212	Syai.g_00544	Syar.g_03017
OG0000213	Syai.g_00292	Syar.g_00187
OG0000214	Syai.g_00276	Syar.g_00209
OG0000215	Syai.g_00245	Syar.g_00239
OG0000216	Syai.g_00241	Syar.g_00244
OG0000217	Syai.g_00237	Syar.g_00854
OG0000218	Syai.g_00235	Syar.g_00852
OG0000219	Syai.g_00234	Syar.g_00851
OG0000220	Syai.g_00233	Syar.g_00850, Syar.g_02026
OG0000221	Syai.g_00227	Syar.g_00834
OG0000222	Syai.g_00215	Syar.g_02119, Syar.g_00728
OG0000223	Syai.g_00194	Syar.g_00649
OG0000224	Syai.g_00186	Syar.g_00273, Syar.g_00762
OG0000225	Syai.g_00502	Syar.g_01142
OG0000226	Syai.g_00506	Syar.g_01146
OG0000227	Syai.g_00508	Syar.g_01148
OG0000228	Syai.g_00516	Syar.g_01161
OG0000229	Syai.g_02228	Syar.g_01177
OG0000230	Syai.g_02226	Syar.g_03275, Syar.g_01179
OG0000231	Syai.g_02208	Syar.g_02865, Syar.g_03151
OG0000232	Syai.g_00846	Syar.g_01424
OG0000233	Syai.g_00855	Syar.g_01247
OG0000234	Syai.g_00866	Syar.g_01275
OG0000235	Syai.g_00637	Syar.g_01468
OG0000236	Syai.g_00652	Syar.g_01484
OG0000237	Syai.g_00669	Syar.g_01503
OG0000238	Syai.g_00674	Syar.g_01508
OG0000239	Syai.g_00691	Syar.g_02687
OG0000240	Syai.g_00692	Syar.g_02686
OG0000241	Syai.g_01089, Syai.g_01085	Syar.g_02410
OG0000242	Syai.g_00705	Syar.g_01926
OG0000243	Syai.g_00726	Syar.g_02335
OG0000244	Syai.g_00731	Syar.g_02327
OG0000245	Syai.g_00733	Syar.g_02325
OG0000246	Syai.g_00737	Syar.g_02321
OG0000247	Syai.g_00748	Syar.g_02310
OG0000248	Syai.g_00751	Syar.g_03293
OG0000249	Syai.g_00753	Syar.g_02305
OG0000250	Syai.g_00762	Syar.g_02299
OG0000251	Syai.g_00789	Syar.g_02194
OG0000252	Syai.g_00797	Syar.g_02189, Syar.g_03263
OG0000253	Syai.g_00798	Syar.g_02028
OG0000254	Syai.g_01045	Syar.g_02169
OG0000255	Syai.g_01061	Syar.g_02224
OG0000256	Syai.g_01077	Syar.g_02244
OG0000257	Syai.g_01084	Syar.g_02407, Syar.g_01762
OG0000258	Syai.g_01113	Syar.g_02427
OG0000259	Syai.g_01229	Syar.g_02472
OG0000260	Syai.g_01232	Syar.g_02475
OG0000261	Syai.g_01235	Syar.g_01916
OG0000262	Syai.g_01240	Syar.g_01690
OG0000263	Syai.g_01776	Syar.g_01991
OG0000264	Syai.g_01962	Syar.g_02135
OG0000266	Syai.g_01401	Syar.g_01570
OG0000267	Syai.g_01569	Syar.g_01873
OG0000268	Syai.g_01568	Syar.g_02589
OG0000269	Syai.g_01316	Syar.g_02634
OG0000270	Syai.g_01319	Syar.g_00744, Syar.g_02637
OG0000271	Syai.g_01327	Syar.g_02645
OG0000272	Syai.g_01328	Syar.g_02646
OG0000273	Syai.g_02037	Syar.g_00008
OG0000274	Syai.g_02038	Syar.g_02482
OG0000275	Syai.g_02043	Syar.g_01810
OG0000276	Syai.g_02051	Syar.g_01817
OG0000277	Syai.g_02052	Syar.g_03242
OG0000278	Syai.g_02055	Syar.g_01821
OG0000279	Syai.g_02063	Syar.g_01838
OG0000280	Syai.g_02084	Syar.g_02067, Syar.g_00734
OG0000281	Syai.g_01719	Syar.g_02218
OG0000282	Syai.g_01263	Syar.g_01614
OG0000283	Syai.g_01554	Syar.g_02574
OG0000284	Syai.g_01548	Syar.g_03258, Syar.g_02568
OG0000285	Syai.g_01522	Syar.g_02560
OG0000286	Syai.g_01504	Syar.g_02540
OG0000287	Syai.g_01469	Syar.g_02512
OG0000288	Syai.g_01435	Syar.g_01801
OG0000289	Syai.g_01421	Syar.g_01786
OG0000290	Syai.g_02010	Syar.g_01928
OG0000291	Syai.g_02008	Syar.g_01930
OG0000292	Syai.g_02926	Syar.g_00463
OG0000293	Syai.g_02155	Syar.g_01526
OG0000294	Syai.g_02154	Syar.g_03296
OG0000295	Syai.g_02117	Syar.g_01951
OG0000296	Syai.g_02115	Syar.g_01953
OG0000297	Syai.g_01754	Syar.g_03216
OG0000298	Syai.g_01755	Syar.g_03215
OG0000299	Syai.g_01783	Syar.g_01704
OG0000300	Syai.g_01790	Syar.g_01646
OG0000301	Syai.g_01791	Syar.g_01712
OG0000302	Syai.g_01793	Syar.g_01713
OG0000303	Syai.g_01802	Syar.g_01723
OG0000304	Syai.g_01826	Syar.g_01728
OG0000305	Syai.g_02005	Syar.g_03163
OG0000306	Syai.g_02090	Syar.g_01884
OG0000307	Syai.g_00619	Syar.g_01452
OG0000308	Syai.g_00617	Syar.g_01450
OG0000309	Syai.g_00612	Syar.g_01239
OG0000310	Syai.g_00989	Syar.g_02826
OG0000311	Syai.g_00985	Syar.g_02823
OG0000312	Syai.g_00966	Syar.g_02818
OG0000313	Syai.g_00949	Syar.g_02804
OG0000314	Syai.g_00908	Syar.g_01403
OG0000315	Syai.g_00897	Syar.g_01393
OG0000316	Syai.g_02320, Syai.g_02322	Syar.g_02885
OG0000317	Syai.g_02373	Syar.g_02926
OG0000318	Syai.g_02379	Syar.g_02930
OG0000319	Syai.g_02395	Syar.g_02954
OG0000320	Syai.g_02397	Syar.g_02956
OG0000321	Syai.g_02398	Syar.g_02957
OG0000322	Syai.g_02399	Syar.g_02958
OG0000323	Syai.g_02413	Syar.g_02973
OG0000324	Syai.g_02272	Syar.g_00350, Syar.g_03001
OG0000325	Syai.g_00320	Syar.g_00148
OG0000326	Syai.g_00327	Syar.g_03134
OG0000327	Syai.g_00359	Syar.g_01029
OG0000328	Syai.g_00360	Syar.g_01030
OG0000329	Syai.g_00378	Syar.g_03189
OG0000330	Syai.g_00379	Syar.g_01049
OG0000331	Syai.g_00380	Syar.g_03191
OG0000332	Syai.g_00395	Syar.g_03299
OG0000333	Syai.g_00398	Syar.g_01067
OG0000334	Syai.g_00407	Syar.g_01076
OG0000335	Syai.g_00412	Syar.g_01080
OG0000336	Syai.g_00416	Syar.g_01084
OG0000337	Syai.g_00169	Syar.g_00285
OG0000338	Syai.g_00166	Syar.g_00287
OG0000339	Syai.g_00160	Syar.g_00658
OG0000340	Syai.g_00133	Syar.g_00247
OG0000341	Syai.g_00131	Syar.g_00249
OG0000342	Syai.g_00130	Syar.g_00250
OG0000343	Syai.g_00129	Syar.g_00256
OG0000344	Syai.g_00125	Syar.g_00260
OG0000345	Syai.g_00115	Syar.g_00612
OG0000346	Syai.g_00110	Syar.g_00607
OG0000347	Syai.g_00087	Syar.g_00558
OG0000348	Syai.g_00076	Syar.g_00544
OG0000349	Syai.g_00057	Syar.g_00521
OG0000350	Syai.g_00334	Syar.g_00132
OG0000351	Syai.g_02904	Syar.g_00442
OG0000352	Syai.g_02905	Syar.g_00443
OG0000353	Syai.g_02932	Syar.g_00469
OG0000354	Syai.g_00680	Syar.g_01514
OG0000354	Syai.g_00019	Syar.g_00487
OG0000355	Syai.g_00001	Syar.g_00471
OG0000356	Syai.g_00002	Syar.g_00472
OG0000357	Syai.g_00003	Syar.g_00473
OG0000358	Syai.g_00007	Syar.g_00477
OG0000359	Syai.g_00009	Syar.g_00479
OG0000360	Syai.g_00010	Syar.g_00480
OG0000361	Syai.g_00011	Syar.g_00481
OG0000362	Syai.g_00013	Syar.g_00483
OG0000363	Syai.g_00015	Syar.g_00484
OG0000364	Syai.g_00016	Syar.g_02928
OG0000365	Syai.g_00027	Syar.g_00493
OG0000366	Syai.g_00028	Syar.g_00494
OG0000367	Syai.g_00029	Syar.g_00495
OG0000368	Syai.g_00031	Syar.g_00497
OG0000369	Syai.g_00032	Syar.g_00498
OG0000370	Syai.g_00033	Syar.g_00499
OG0000371	Syai.g_00041	Syar.g_00508
OG0000372	Syai.g_00047	Syar.g_00514
OG0000373	Syai.g_00048	Syar.g_00515
OG0000374	Syai.g_00049	Syar.g_00516
OG0000375	Syai.g_00053	Syar.g_00517
OG0000376	Syai.g_00055	Syar.g_00519
OG0000377	Syai.g_02769	Syar.g_00322
OG0000378	Syai.g_02751	Syar.g_00905
OG0000379	Syai.g_02733	Syar.g_00910
OG0000380	Syai.g_02472	Syar.g_03039
OG0000381	Syai.g_02475	Syar.g_03041
OG0000382	Syai.g_02493	Syar.g_03057
OG0000383	Syai.g_02498	Syar.g_03074
OG0000384	Syai.g_02499	Syar.g_03075
OG0000385	Syai.g_02500	Syar.g_03076
OG0000386	Syai.g_02501	Syar.g_03077
OG0000387	Syai.g_02534	Syar.g_03109
OG0000388	Syai.g_02538	Syar.g_03113
OG0000389	Syai.g_02542	Syar.g_03118
OG0000390	Syai.g_02556	Syar.g_00033
OG0000391	Syai.g_02561	Syar.g_00038
OG0000392	Syai.g_02568	Syar.g_00045
OG0000393	Syai.g_02570	Syar.g_00048
OG0000394	Syai.g_02571	Syar.g_00049
OG0000395	Syai.g_02572	Syar.g_00050
OG0000396	Syai.g_02575	Syar.g_00053
OG0000397	Syai.g_02577	Syar.g_00055
OG0000398	Syai.g_02582	Syar.g_00060
OG0000399	Syai.g_02583	Syar.g_00061
OG0000400	Syai.g_02584	Syar.g_00062
OG0000401	Syai.g_02585	Syar.g_00063
OG0000402	Syai.g_02588	Syar.g_00065
OG0000403	Syai.g_02589	Syar.g_00066
OG0000404	Syai.g_02590	Syar.g_00067
OG0000405	Syai.g_02606	Syar.g_00076
OG0000406	Syai.g_02610	Syar.g_00080
OG0000407	Syai.g_02611	Syar.g_00081
OG0000408	Syai.g_02613	Syar.g_00083
OG0000409	Syai.g_02615	Syar.g_00085
OG0000410	Syai.g_02616	Syar.g_00086
OG0000411	Syai.g_02617	Syar.g_00087
OG0000412	Syai.g_02618	Syar.g_00088
OG0000413	Syai.g_02620	Syar.g_00090
OG0000414	Syai.g_02621	Syar.g_00091, Syar.g_03179
OG0000415	Syai.g_02622	Syar.g_00092
OG0000416	Syai.g_02623	Syar.g_00093
OG0000417	Syai.g_02624	Syar.g_00095
OG0000418	Syai.g_02629	Syar.g_00100
OG0000419	Syai.g_02631	Syar.g_00102
OG0000420	Syai.g_02633	Syar.g_00104
OG0000421	Syai.g_02638	Syar.g_00109
OG0000422	Syai.g_02639	Syar.g_00110
OG0000423	Syai.g_02640	Syar.g_00111
OG0000424	Syai.g_02641	Syar.g_00112
OG0000425	Syai.g_02642	Syar.g_00113
OG0000426	Syai.g_02643	Syar.g_00114
OG0000427	Syai.g_02644	Syar.g_00115
OG0000428	Syai.g_02647	Syar.g_00118
OG0000429	Syai.g_02649	Syar.g_00121
OG0000430	Syai.g_02650	Syar.g_00123
OG0000431	Syai.g_02654	Syar.g_00127
OG0000432	Syai.g_02660	Syar.g_01009
OG0000433	Syai.g_02662	Syar.g_01007
OG0000434	Syai.g_02663	Syar.g_01006
OG0000435	Syai.g_02666	Syar.g_01003
OG0000436	Syai.g_02671	Syar.g_00994
OG0000437	Syai.g_02672	Syar.g_00993
OG0000438	Syai.g_02673	Syar.g_00992
OG0000439	Syai.g_02675	Syar.g_00990
OG0000440	Syai.g_02676	Syar.g_00989
OG0000441	Syai.g_02681	Syar.g_00986
OG0000442	Syai.g_02682	Syar.g_00977
OG0000443	Syai.g_02683	Syar.g_00964
OG0000444	Syai.g_02688	Syar.g_00954
OG0000445	Syai.g_02689	Syar.g_00953
OG0000446	Syai.g_02690	Syar.g_00951
OG0000447	Syai.g_02693	Syar.g_00948
OG0000448	Syai.g_02694	Syar.g_00947
OG0000449	Syai.g_02695	Syar.g_00946
OG0000450	Syai.g_02696	Syar.g_00939
OG0000451	Syai.g_02697	Syar.g_00938
OG0000452	Syai.g_02701	Syar.g_00934
OG0000453	Syai.g_02702	Syar.g_00933
OG0000454	Syai.g_02703	Syar.g_00932
OG0000455	Syai.g_02704	Syar.g_00931
OG0000456	Syai.g_02705	Syar.g_00930
OG0000457	Syai.g_02707	Syar.g_00928
OG0000458	Syai.g_02708	Syar.g_00918
OG0000459	Syai.g_02709	Syar.g_00917
OG0000460	Syai.g_00535	Syar.g_03024
OG0000461	Syai.g_00314	Syar.g_00153
OG0000462	Syai.g_00311	Syar.g_00155
OG0000463	Syai.g_00310	Syar.g_00156
OG0000464	Syai.g_00309	Syar.g_00157
OG0000465	Syai.g_00307	Syar.g_00159
OG0000466	Syai.g_00303	Syar.g_00164
OG0000467	Syai.g_00301	Syar.g_00165
OG0000468	Syai.g_00296	Syar.g_00170
OG0000469	Syai.g_00282	Syar.g_00203
OG0000470	Syai.g_00280	Syar.g_00206
OG0000471	Syai.g_00279	Syar.g_00207
OG0000472	Syai.g_00277	Syar.g_00208
OG0000473	Syai.g_00275	Syar.g_00210
OG0000474	Syai.g_00274	Syar.g_00211
OG0000475	Syai.g_00273	Syar.g_00212
OG0000476	Syai.g_00271	Syar.g_00214
OG0000477	Syai.g_00265	Syar.g_00219
OG0000478	Syai.g_00264	Syar.g_00220
OG0000479	Syai.g_00263	Syar.g_00221
OG0000480	Syai.g_00256	Syar.g_00228
OG0000481	Syai.g_00254	Syar.g_00230
OG0000482	Syai.g_00253	Syar.g_00231
OG0000483	Syai.g_00249	Syar.g_00235
OG0000484	Syai.g_00248	Syar.g_00236
OG0000485	Syai.g_00247	Syar.g_00237
OG0000486	Syai.g_00246	Syar.g_00238
OG0000487	Syai.g_00240	Syar.g_00245
OG0000488	Syai.g_00236	Syar.g_00853
OG0000489	Syai.g_00226	Syar.g_00833
OG0000490	Syai.g_00218	Syar.g_00823
OG0000491	Syai.g_00217	Syar.g_00822
OG0000492	Syai.g_00214	Syar.g_00727
OG0000493	Syai.g_00213	Syar.g_00726
OG0000494	Syai.g_00212	Syar.g_00725
OG0000495	Syai.g_00211	Syar.g_00724
OG0000496	Syai.g_00210	Syar.g_00723
OG0000497	Syai.g_00209	Syar.g_00722
OG0000498	Syai.g_00208	Syar.g_00721
OG0000499	Syai.g_00207	Syar.g_00720
OG0000500	Syai.g_00206	Syar.g_00719
OG0000501	Syai.g_00203	Syar.g_00716
OG0000502	Syai.g_00192	Syar.g_00275
OG0000503	Syai.g_00486	Syar.g_01118
OG0000504	Syai.g_00488	Syar.g_01120
OG0000505	Syai.g_00489	Syar.g_01121
OG0000506	Syai.g_00491	Syar.g_01123
OG0000507	Syai.g_00497	Syar.g_01129
OG0000508	Syai.g_00501	Syar.g_01141
OG0000509	Syai.g_00503	Syar.g_01143
OG0000510	Syai.g_00504	Syar.g_01144
OG0000511	Syai.g_00505	Syar.g_01145
OG0000512	Syai.g_00507	Syar.g_01147
OG0000513	Syai.g_00521	Syar.g_01166
OG0000514	Syai.g_00528	Syar.g_01169
OG0000515	Syai.g_00529	Syar.g_01170
OG0000516	Syai.g_02223	Syar.g_01172
OG0000517	Syai.g_02229	Syar.g_01176
OG0000518	Syai.g_02211	Syar.g_02868
OG0000519	Syai.g_02210	Syar.g_02867
OG0000520	Syai.g_02209	Syar.g_02866
OG0000521	Syai.g_00842	Syar.g_01419
OG0000522	Syai.g_00844	Syar.g_01421
OG0000523	Syai.g_00845	Syar.g_01422
OG0000524	Syai.g_00852	Syar.g_01244
OG0000525	Syai.g_00856	Syar.g_01263
OG0000526	Syai.g_00859	Syar.g_01266
OG0000527	Syai.g_00863	Syar.g_01271
OG0000528	Syai.g_00633	Syar.g_01466
OG0000529	Syai.g_00639	Syar.g_01470
OG0000530	Syai.g_00642	Syar.g_01473
OG0000531	Syai.g_00643	Syar.g_01474
OG0000532	Syai.g_00646	Syar.g_01477
OG0000533	Syai.g_00647	Syar.g_01479
OG0000534	Syai.g_00648	Syar.g_01480
OG0000535	Syai.g_00649	Syar.g_01481
OG0000536	Syai.g_00650	Syar.g_01482
OG0000537	Syai.g_00651	Syar.g_01483
OG0000538	Syai.g_00662	Syar.g_01496
OG0000539	Syai.g_00663	Syar.g_01497
OG0000540	Syai.g_00664	Syar.g_01498
OG0000541	Syai.g_00665	Syar.g_01499
OG0000542	Syai.g_00668	Syar.g_01502
OG0000543	Syai.g_00670	Syar.g_01504
OG0000544	Syai.g_00671	Syar.g_01505
OG0000545	Syai.g_00673	Syar.g_01507
OG0000546	Syai.g_00675	Syar.g_01509
OG0000547	Syai.g_00677	Syar.g_01511
OG0000548	Syai.g_00678	Syar.g_01512
OG0000549	Syai.g_00684	Syar.g_02693
OG0000550	Syai.g_00689	Syar.g_02689
OG0000551	Syai.g_00694	Syar.g_02684
OG0000552	Syai.g_00695	Syar.g_02683
OG0000553	Syai.g_00698	Syar.g_02679
OG0000554	Syai.g_00708	Syar.g_02352
OG0000555	Syai.g_00725	Syar.g_02336
OG0000556	Syai.g_00728	Syar.g_02332
OG0000557	Syai.g_00730	Syar.g_02328
OG0000558	Syai.g_00732	Syar.g_02326
OG0000559	Syai.g_00736	Syar.g_02322
OG0000560	Syai.g_00739	Syar.g_02320
OG0000561	Syai.g_00740	Syar.g_02319
OG0000562	Syai.g_00741	Syar.g_02318
OG0000563	Syai.g_00742	Syar.g_02317
OG0000564	Syai.g_00743	Syar.g_02316
OG0000565	Syai.g_00746	Syar.g_02312
OG0000566	Syai.g_00750	Syar.g_02308
OG0000567	Syai.g_00754	Syar.g_02304
OG0000568	Syai.g_00758	Syar.g_02302
OG0000569	Syai.g_00759	Syar.g_02301
OG0000570	Syai.g_00760	Syar.g_02300
OG0000571	Syai.g_00764	Syar.g_02298
OG0000572	Syai.g_00782	Syar.g_02201
OG0000573	Syai.g_00790	Syar.g_02191
OG0000574	Syai.g_00796	Syar.g_02190
OG0000575	Syai.g_00800	Syar.g_03180
OG0000576	Syai.g_00802	Syar.g_02187
OG0000577	Syai.g_00803	Syar.g_02186
OG0000578	Syai.g_00804	Syar.g_02185
OG0000579	Syai.g_00805	Syar.g_02184
OG0000580	Syai.g_00806	Syar.g_02183
OG0000581	Syai.g_00812	Syar.g_02175
