Orthogroup	Syai	Prbk
OG0000247	Syai.g_00748	Prbk.g_01879
OG0000248	Syai.g_00751	Prbk.g_01876
OG0000249	Syai.g_00753	Prbk.g_01874
OG0000250	Syai.g_00762	Prbk.g_01106
OG0000251	Syai.g_00789	Prbk.g_01130
OG0000252	Syai.g_00797	Prbk.g_01133
OG0000253	Syai.g_00798	Prbk.g_01139
OG0000254	Syai.g_01045	Prbk.g_01158
OG0000255	Syai.g_01061	Prbk.g_02604
OG0000256	Syai.g_01077	Prbk.g_02618
OG0000257	Syai.g_01084	Prbk.g_02624
OG0000258	Syai.g_01113	Prbk.g_02647
OG0000259	Syai.g_01229	Prbk.g_00720
OG0000260	Syai.g_01232	Prbk.g_00717
OG0000261	Syai.g_01235	Prbk.g_00714
OG0000262	Syai.g_01240	Prbk.g_00709
OG0000263	Syai.g_01776	Prbk.g_00672
OG0000264	Syai.g_01962	Prbk.g_01815
OG0000266	Syai.g_01401	Prbk.g_00608
OG0000267	Syai.g_01569	Prbk.g_02371
OG0000268	Syai.g_01568	Prbk.g_02370
OG0000269	Syai.g_01316	Prbk.g_02463
OG0000270	Syai.g_01319	Prbk.g_02466
OG0000271	Syai.g_01327	Prbk.g_02474
OG0000272	Syai.g_01328	Prbk.g_02475
OG0000273	Syai.g_02037	Prbk.g_02526
OG0000274	Syai.g_02038	Prbk.g_02527
OG0000275	Syai.g_02043	Prbk.g_02530
OG0000276	Syai.g_02051	Prbk.g_02536
OG0000277	Syai.g_02052	Prbk.g_02537
OG0000278	Syai.g_02055	Prbk.g_02540
OG0000279	Syai.g_02063	Prbk.g_02548
OG0000280	Syai.g_02084	Prbk.g_02554
OG0000281	Syai.g_01719	Prbk.g_02568
OG0000282	Syai.g_01263	Prbk.g_02398
OG0000283	Syai.g_01554	Prbk.g_02359
OG0000284	Syai.g_01548	Prbk.g_02353
OG0000285	Syai.g_01522	Prbk.g_01698
OG0000286	Syai.g_01504	Prbk.g_02325
OG0000287	Syai.g_01469	Prbk.g_01728
OG0000288	Syai.g_01435	Prbk.g_00583
OG0000289	Syai.g_01421	Prbk.g_00596
OG0000290	Syai.g_02010	Prbk.g_00059
OG0000291	Syai.g_02008	Prbk.g_00057
OG0000292	Syai.g_02926	Prbk.g_02271
OG0000293	Syai.g_02155	Prbk.g_01032
OG0000294	Syai.g_02154	Prbk.g_01031
OG0000295	Syai.g_02117	Prbk.g_00106
OG0000296	Syai.g_02115	Prbk.g_00104
OG0000297	Syai.g_01754	Prbk.g_01498
OG0000298	Syai.g_01755	Prbk.g_01497
OG0000299	Syai.g_01783	Prbk.g_01508
OG0000300	Syai.g_01790	Prbk.g_00186
OG0000301	Syai.g_01791	Prbk.g_00185
OG0000302	Syai.g_01793	Prbk.g_00182
OG0000303	Syai.g_01802	Prbk.g_00097
OG0000304	Syai.g_01826	Prbk.g_00121
OG0000305	Syai.g_02005	Prbk.g_00055
OG0000306	Syai.g_02090	Prbk.g_02578
OG0000307	Syai.g_00619	Prbk.g_02044
OG0000308	Syai.g_00617	Prbk.g_02042
OG0000309	Syai.g_00612	Prbk.g_02038
OG0000310	Syai.g_00989	Prbk.g_01937
OG0000311	Syai.g_00985	Prbk.g_00243
OG0000312	Syai.g_00966	Prbk.g_00247
OG0000313	Syai.g_00949	Prbk.g_00271
OG0000314	Syai.g_00908	Prbk.g_01222
OG0000315	Syai.g_00897	Prbk.g_01212
OG0000316	Syai.g_02320, Syai.g_02322	Prbk.g_01991
OG0000317	Syai.g_02373	Prbk.g_00913
OG0000318	Syai.g_02379	Prbk.g_00906
OG0000319	Syai.g_02395	Prbk.g_01443
OG0000320	Syai.g_02397	Prbk.g_01441
OG0000321	Syai.g_02398	Prbk.g_01440
OG0000322	Syai.g_02399	Prbk.g_01439
OG0000323	Syai.g_02413	Prbk.g_01428
OG0000324	Syai.g_02272	Prbk.g_01399
OG0000325	Syai.g_00320	Prbk.g_01904
OG0000326	Syai.g_00327	Prbk.g_01912
OG0000327	Syai.g_00359	Prbk.g_00987
OG0000328	Syai.g_00360	Prbk.g_00986
OG0000329	Syai.g_00378	Prbk.g_00969
OG0000330	Syai.g_00379	Prbk.g_00968
OG0000331	Syai.g_00380	Prbk.g_00967
OG0000332	Syai.g_00395	Prbk.g_00952
OG0000333	Syai.g_00398	Prbk.g_00950
OG0000334	Syai.g_00407	Prbk.g_00801
OG0000335	Syai.g_00412	Prbk.g_00806
OG0000336	Syai.g_00416	Prbk.g_00810
OG0000337	Syai.g_00169	Prbk.g_00506
OG0000338	Syai.g_00166	Prbk.g_00510
OG0000339	Syai.g_00160	Prbk.g_00516
OG0000340	Syai.g_00133	Prbk.g_00528
OG0000341	Syai.g_00131	Prbk.g_00530
OG0000342	Syai.g_00130	Prbk.g_00531
OG0000343	Syai.g_00129	Prbk.g_00215
OG0000344	Syai.g_00125	Prbk.g_00218
OG0000345	Syai.g_00115	Prbk.g_00233
OG0000346	Syai.g_00110	Prbk.g_00238
OG0000347	Syai.g_00087	Prbk.g_01540
OG0000348	Syai.g_00076	Prbk.g_01578
OG0000349	Syai.g_00057	Prbk.g_01602
OG0000350	Syai.g_00334	Prbk.g_02204
OG0000351	Syai.g_02904	Prbk.g_02252
OG0000352	Syai.g_02905	Prbk.g_02253
OG0000353	Syai.g_02932	Prbk.g_02277
OG0000354	Syai.g_00680	Prbk.g_01057
OG0000354	Syai.g_00019	Prbk.g_01635
OG0000355	Syai.g_00001	Prbk.g_02279
OG0000356	Syai.g_00002	Prbk.g_02280
OG0000357	Syai.g_00003	Prbk.g_02281
OG0000358	Syai.g_00007	Prbk.g_02285
OG0000359	Syai.g_00009	Prbk.g_02287
OG0000360	Syai.g_00010	Prbk.g_02288
OG0000361	Syai.g_00011	Prbk.g_02289
OG0000362	Syai.g_00013	Prbk.g_02291
OG0000363	Syai.g_00015	Prbk.g_01639
OG0000364	Syai.g_00016	Prbk.g_01638
OG0000365	Syai.g_00027	Prbk.g_01629
OG0000366	Syai.g_00028	Prbk.g_01628
OG0000367	Syai.g_00029	Prbk.g_01627
OG0000368	Syai.g_00031	Prbk.g_01625
OG0000369	Syai.g_00032	Prbk.g_01624
OG0000370	Syai.g_00033	Prbk.g_01623
OG0000371	Syai.g_00041	Prbk.g_01614
OG0000372	Syai.g_00047	Prbk.g_01609
OG0000373	Syai.g_00048	Prbk.g_01608
OG0000374	Syai.g_00049	Prbk.g_01607
OG0000375	Syai.g_00053	Prbk.g_01606
OG0000376	Syai.g_00055	Prbk.g_01604
OG0000377	Syai.g_02769	Prbk.g_02155
OG0000378	Syai.g_02751	Prbk.g_02141
OG0000379	Syai.g_02733	Prbk.g_02125
OG0000380	Syai.g_02472	Prbk.g_01323
OG0000381	Syai.g_02475	Prbk.g_01319
OG0000382	Syai.g_02493	Prbk.g_01304
OG0000383	Syai.g_02498	Prbk.g_01302
OG0000384	Syai.g_02499	Prbk.g_01301
OG0000385	Syai.g_02500	Prbk.g_01300
OG0000386	Syai.g_02501	Prbk.g_01299
OG0000387	Syai.g_02534	Prbk.g_00020
OG0000388	Syai.g_02538	Prbk.g_00016
OG0000389	Syai.g_02542	Prbk.g_00012
OG0000390	Syai.g_02556	Prbk.g_00191
OG0000391	Syai.g_02561	Prbk.g_00196
OG0000392	Syai.g_02568	Prbk.g_00202
OG0000393	Syai.g_02570	Prbk.g_00207
OG0000394	Syai.g_02571	Prbk.g_00208
OG0000395	Syai.g_02572	Prbk.g_00209
OG0000396	Syai.g_02575	Prbk.g_00542
OG0000397	Syai.g_02577	Prbk.g_00544
OG0000398	Syai.g_02582	Prbk.g_00549
OG0000399	Syai.g_02583	Prbk.g_00550
OG0000400	Syai.g_02584	Prbk.g_00551
OG0000401	Syai.g_02585	Prbk.g_00552
OG0000402	Syai.g_02588	Prbk.g_00554
OG0000403	Syai.g_02589	Prbk.g_00555
OG0000404	Syai.g_02590	Prbk.g_00557
OG0000405	Syai.g_02606	Prbk.g_00749
OG0000406	Syai.g_02610	Prbk.g_00753
OG0000407	Syai.g_02611	Prbk.g_00754
OG0000408	Syai.g_02613	Prbk.g_00756
OG0000409	Syai.g_02615	Prbk.g_00758
OG0000410	Syai.g_02616	Prbk.g_00759
OG0000411	Syai.g_02617	Prbk.g_00760
OG0000412	Syai.g_02618	Prbk.g_00761
OG0000413	Syai.g_02620	Prbk.g_00763
OG0000414	Syai.g_02621	Prbk.g_00764
OG0000415	Syai.g_02622	Prbk.g_00765
OG0000416	Syai.g_02623	Prbk.g_00766
OG0000417	Syai.g_02624	Prbk.g_00767
OG0000418	Syai.g_02629	Prbk.g_00772
OG0000419	Syai.g_02631	Prbk.g_00774
OG0000420	Syai.g_02633	Prbk.g_00775
OG0000421	Syai.g_02638	Prbk.g_00779
OG0000422	Syai.g_02639	Prbk.g_00780
OG0000423	Syai.g_02640	Prbk.g_00781
OG0000424	Syai.g_02641	Prbk.g_00782
OG0000425	Syai.g_02642	Prbk.g_00783
OG0000426	Syai.g_02643	Prbk.g_00784
OG0000427	Syai.g_02644	Prbk.g_00785
OG0000428	Syai.g_02647	Prbk.g_02425
OG0000429	Syai.g_02649	Prbk.g_01283
OG0000430	Syai.g_02650	Prbk.g_01281
OG0000431	Syai.g_02654	Prbk.g_01277
OG0000432	Syai.g_02660	Prbk.g_01270
OG0000433	Syai.g_02662	Prbk.g_01267
OG0000434	Syai.g_02663	Prbk.g_01266
OG0000435	Syai.g_02666	Prbk.g_01263
OG0000436	Syai.g_02671	Prbk.g_01257
OG0000437	Syai.g_02672	Prbk.g_01256
OG0000438	Syai.g_02673	Prbk.g_01255
OG0000439	Syai.g_02675	Prbk.g_01253
OG0000440	Syai.g_02676	Prbk.g_01252
OG0000441	Syai.g_02681	Prbk.g_01245
OG0000442	Syai.g_02682	Prbk.g_01244
OG0000443	Syai.g_02683	Prbk.g_00631
OG0000444	Syai.g_02688	Prbk.g_00683
OG0000445	Syai.g_02689	Prbk.g_00682
OG0000446	Syai.g_02690	Prbk.g_00680
OG0000447	Syai.g_02693	Prbk.g_00670
OG0000448	Syai.g_02694	Prbk.g_00669
OG0000449	Syai.g_02695	Prbk.g_00668
OG0000450	Syai.g_02696	Prbk.g_00662
OG0000451	Syai.g_02697	Prbk.g_00661
OG0000452	Syai.g_02701	Prbk.g_00656
OG0000453	Syai.g_02702	Prbk.g_00655
OG0000454	Syai.g_02703	Prbk.g_00654
OG0000455	Syai.g_02704	Prbk.g_00653
OG0000456	Syai.g_02705	Prbk.g_00652
OG0000457	Syai.g_02707	Prbk.g_00650
OG0000458	Syai.g_02708	Prbk.g_00649
OG0000459	Syai.g_02709	Prbk.g_00648
OG0000460	Syai.g_00535	Prbk.g_01369
OG0000461	Syai.g_00314	Prbk.g_01900
OG0000462	Syai.g_00311	Prbk.g_01012
OG0000463	Syai.g_00310	Prbk.g_01011
OG0000464	Syai.g_00309	Prbk.g_01010
OG0000465	Syai.g_00307	Prbk.g_01008
OG0000466	Syai.g_00303	Prbk.g_01003
OG0000467	Syai.g_00301	Prbk.g_01001
OG0000468	Syai.g_00296	Prbk.g_00371
OG0000469	Syai.g_00282	Prbk.g_00384
OG0000470	Syai.g_00280	Prbk.g_00397
OG0000471	Syai.g_00279	Prbk.g_00398
OG0000472	Syai.g_00277	Prbk.g_00400
OG0000473	Syai.g_00275	Prbk.g_00402
OG0000474	Syai.g_00274	Prbk.g_00403
OG0000475	Syai.g_00273	Prbk.g_00404
OG0000476	Syai.g_00271	Prbk.g_00406
OG0000477	Syai.g_00265	Prbk.g_00411
OG0000478	Syai.g_00264	Prbk.g_00412
OG0000479	Syai.g_00263	Prbk.g_00413
OG0000480	Syai.g_00256	Prbk.g_00420
OG0000481	Syai.g_00254	Prbk.g_00422
OG0000482	Syai.g_00253	Prbk.g_00423
OG0000483	Syai.g_00249	Prbk.g_00427
OG0000484	Syai.g_00248	Prbk.g_00428
OG0000485	Syai.g_00247	Prbk.g_00429
OG0000486	Syai.g_00246	Prbk.g_00430
OG0000487	Syai.g_00240	Prbk.g_00435
OG0000488	Syai.g_00236	Prbk.g_00439
OG0000489	Syai.g_00226	Prbk.g_00450
OG0000490	Syai.g_00218	Prbk.g_00456
OG0000491	Syai.g_00217	Prbk.g_00457
OG0000492	Syai.g_00214	Prbk.g_00460
OG0000493	Syai.g_00213	Prbk.g_00461
OG0000494	Syai.g_00212	Prbk.g_00462
OG0000495	Syai.g_00211	Prbk.g_00463
OG0000496	Syai.g_00210	Prbk.g_00464
OG0000497	Syai.g_00209	Prbk.g_00465
OG0000498	Syai.g_00208	Prbk.g_00466
OG0000499	Syai.g_00207	Prbk.g_00467
OG0000500	Syai.g_00206	Prbk.g_00468
OG0000501	Syai.g_00203	Prbk.g_00471
OG0000502	Syai.g_00192	Prbk.g_00483
OG0000503	Syai.g_00486	Prbk.g_00871
OG0000504	Syai.g_00488	Prbk.g_00873
OG0000505	Syai.g_00489	Prbk.g_00874
OG0000506	Syai.g_00491	Prbk.g_00876
OG0000507	Syai.g_00497	Prbk.g_00881
OG0000508	Syai.g_00501	Prbk.g_00888
OG0000509	Syai.g_00503	Prbk.g_00890
OG0000510	Syai.g_00504	Prbk.g_00891
OG0000511	Syai.g_00505	Prbk.g_00892
OG0000512	Syai.g_00507	Prbk.g_00894
OG0000513	Syai.g_00521	Prbk.g_00360
OG0000514	Syai.g_00528	Prbk.g_00352
OG0000515	Syai.g_00529	Prbk.g_00351
OG0000516	Syai.g_02223	Prbk.g_00339
OG0000517	Syai.g_02229	Prbk.g_00329
OG0000518	Syai.g_02211	Prbk.g_00317
OG0000519	Syai.g_02210	Prbk.g_00316
OG0000520	Syai.g_02209	Prbk.g_00315
OG0000521	Syai.g_00842	Prbk.g_00301
OG0000522	Syai.g_00844	Prbk.g_00299
OG0000523	Syai.g_00845	Prbk.g_00298
OG0000524	Syai.g_00852	Prbk.g_02088
OG0000525	Syai.g_00856	Prbk.g_02105
OG0000526	Syai.g_00859	Prbk.g_02107
OG0000527	Syai.g_00863	Prbk.g_02111
OG0000528	Syai.g_00633	Prbk.g_02056
OG0000529	Syai.g_00639	Prbk.g_02062
OG0000530	Syai.g_00642	Prbk.g_02065
OG0000531	Syai.g_00643	Prbk.g_02066
OG0000532	Syai.g_00646	Prbk.g_02069
OG0000533	Syai.g_00647	Prbk.g_02071
OG0000534	Syai.g_00648	Prbk.g_02072
OG0000535	Syai.g_00649	Prbk.g_02073
OG0000536	Syai.g_00650	Prbk.g_02074
OG0000537	Syai.g_00651	Prbk.g_02075
OG0000538	Syai.g_00662	Prbk.g_01865
OG0000539	Syai.g_00663	Prbk.g_01041
OG0000540	Syai.g_00664	Prbk.g_01042
OG0000541	Syai.g_00665	Prbk.g_01043
OG0000542	Syai.g_00668	Prbk.g_01046
OG0000543	Syai.g_00670	Prbk.g_01048
OG0000544	Syai.g_00671	Prbk.g_01049
OG0000545	Syai.g_00673	Prbk.g_01050
OG0000546	Syai.g_00675	Prbk.g_01052
OG0000547	Syai.g_00677	Prbk.g_01054
OG0000548	Syai.g_00678	Prbk.g_01055
OG0000549	Syai.g_00684	Prbk.g_01061
OG0000550	Syai.g_00689	Prbk.g_01066
OG0000551	Syai.g_00694	Prbk.g_01070
OG0000552	Syai.g_00695	Prbk.g_01071
OG0000553	Syai.g_00698	Prbk.g_01076
OG0000554	Syai.g_00708	Prbk.g_01081
OG0000555	Syai.g_00725	Prbk.g_01099
OG0000556	Syai.g_00728	Prbk.g_02686
OG0000557	Syai.g_00730	Prbk.g_01898
OG0000558	Syai.g_00732	Prbk.g_01895
OG0000559	Syai.g_00736	Prbk.g_01891
OG0000560	Syai.g_00739	Prbk.g_01888
OG0000561	Syai.g_00740	Prbk.g_01887
OG0000562	Syai.g_00741	Prbk.g_01886
OG0000563	Syai.g_00742	Prbk.g_01885
OG0000564	Syai.g_00743	Prbk.g_01884
