Orthogroup	Syai	Prag
OG0000047	Syai.g_00462	Prag.g_00321
OG0000048	Syai.g_00272	Prag.g_01658, Prag.g_00368
OG0000051	Syai.g_01773	Prag.g_01329
OG0000052	Syai.g_00176	Prag.g_01444
OG0000053	Syai.g_00930	Prag.g_01510
OG0000054	Syai.g_01040	Prag.g_00584
OG0000055	Syai.g_02029	Prag.g_00787
OG0000057	Syai.g_01997	Prag.g_00676
OG0000058	Syai.g_00195	Prag.g_01428
OG0000059	Syai.g_00351	Prag.g_01755
OG0000060	Syai.g_01758	Prag.g_00760
OG0000061	Syai.g_02144	Prag.g_01153
OG0000063	Syai.g_00042	Prag.g_00033
OG0000066	Syai.g_01709, Syai.g_00719	Prag.g_00518
OG0000067	Syai.g_01321	Prag.g_00806
OG0000068	Syai.g_00628	Prag.g_01389
OG0000070	Syai.g_02196	Prag.g_00429
OG0000071	Syai.g_02179	Prag.g_01355
OG0000072	Syai.g_02636	Prag.g_00164
OG0000073	Syai.g_00659	Prag.g_00478
OG0000075	Syai.g_00161	Prag.g_01836
OG0000076	Syai.g_00111	Prag.g_01861
OG0000077	Syai.g_02486	Prag.g_00072
OG0000078	Syai.g_00543	Prag.g_00232
OG0000081	Syai.g_00553	Prag.g_00510
OG0000082	Syai.g_00781	Prag.g_00563
OG0000084	Syai.g_00958	Prag.g_01484
OG0000085	Syai.g_02365	Prag.g_01662
OG0000086	Syai.g_02507	Prag.g_00082
OG0000087	Syai.g_02592	Prag.g_00132
OG0000088	Syai.g_02630	Prag.g_00159
OG0000089	Syai.g_00517	Prag.g_00350
OG0000090	Syai.g_00707	Prag.g_00512
OG0000091	Syai.g_01112	Prag.g_00620
OG0000092	Syai.g_01358	Prag.g_00911
OG0000094	Syai.g_01424	Prag.g_01017
OG0000097	Syai.g_01787	Prag.g_01194
OG0000098	Syai.g_01718	Prag.g_01371
OG0000099	Syai.g_00199	Prag.g_01424
OG0000100	Syai.g_01372	Prag.g_01564
OG0000101	Syai.g_00404	Prag.g_01804
OG0000102	Syai.g_00106	Prag.g_01866
OG0000103	Syai.g_02912	Prag.g_01945
OG0000104	Syai.g_02929	Prag.g_01953
OG0000105	Syai.g_00267	Prag.g_00265
OG0000106	Syai.g_01601	Prag.g_00364
OG0000107	Syai.g_00319	Prag.g_00378
OG0000108	Syai.g_00638	Prag.g_00459
OG0000109	Syai.g_00653	Prag.g_00473
OG0000110	Syai.g_00766	Prag.g_00553
OG0000111	Syai.g_00884	Prag.g_00677
OG0000112	Syai.g_01512	Prag.g_00771
OG0000113	Syai.g_01367	Prag.g_00828
OG0000114	Syai.g_01261	Prag.g_00906
OG0000115	Syai.g_00932	Prag.g_01097
OG0000116	Syai.g_02156	Prag.g_01143
OG0000117	Syai.g_01756	Prag.g_01298
OG0000118	Syai.g_00818	Prag.g_01367
OG0000119	Syai.g_02127	Prag.g_01385
OG0000120	Syai.g_00198	Prag.g_01423
OG0000121	Syai.g_00951	Prag.g_01492
OG0000122	Syai.g_01143	Prag.g_01530
OG0000123	Syai.g_00411	Prag.g_01811
OG0000124	Syai.g_00089	Prag.g_01877
OG0000125	Syai.g_02782	Prag.g_01913
OG0000126	Syai.g_02927	Prag.g_01952
OG0000128	Syai.g_00012	Prag.g_00011
OG0000129	Syai.g_02771	Prag.g_00044
OG0000130	Syai.g_02474	Prag.g_00063
OG0000131	Syai.g_02608	Prag.g_00138
OG0000132	Syai.g_02628	Prag.g_00157
OG0000133	Syai.g_01507	Prag.g_00313
OG0000134	Syai.g_00520	Prag.g_00351
OG0000135	Syai.g_02826	Prag.g_00375
OG0000136	Syai.g_02217	Prag.g_00420
OG0000137	Syai.g_00865	Prag.g_00454
OG0000138	Syai.g_00654	Prag.g_00474
OG0000139	Syai.g_00714	Prag.g_00516
OG0000140	Syai.g_00716	Prag.g_00517
OG0000141	Syai.g_01041	Prag.g_00585
OG0000142	Syai.g_01104	Prag.g_00613
OG0000143	Syai.g_01108	Prag.g_00617
OG0000144	Syai.g_01608	Prag.g_00630
OG0000145	Syai.g_00660	Prag.g_00758
OG0000146	Syai.g_01513	Prag.g_00772
OG0000147	Syai.g_01514	Prag.g_00773
OG0000148	Syai.g_01361	Prag.g_00822
OG0000149	Syai.g_02059	Prag.g_00851
OG0000150	Syai.g_00717	Prag.g_00859
OG0000151	Syai.g_01280	Prag.g_00916
OG0000152	Syai.g_01503	Prag.g_00964
OG0000153	Syai.g_01461	Prag.g_00983
OG0000154	Syai.g_01434	Prag.g_01010
OG0000155	Syai.g_02109	Prag.g_01173
OG0000156	Syai.g_02162	Prag.g_01342
OG0000157	Syai.g_02163	Prag.g_01343
OG0000158	Syai.g_00135	Prag.g_01425
OG0000160	Syai.g_00952	Prag.g_01491
OG0000161	Syai.g_00946	Prag.g_01497
OG0000162	Syai.g_00939	Prag.g_01503
OG0000163	Syai.g_02300	Prag.g_01537
OG0000164	Syai.g_02411	Prag.g_01693
OG0000165	Syai.g_02244	Prag.g_01700
OG0000166	Syai.g_00364	Prag.g_01768
OG0000167	Syai.g_00164	Prag.g_01834
OG0000168	Syai.g_00134	Prag.g_01844
OG0000169	Syai.g_00123	Prag.g_01854
OG0000170	Syai.g_00116	Prag.g_01856
OG0000171	Syai.g_00090	Prag.g_01876
OG0000172	Syai.g_00083	Prag.g_01884
OG0000173	Syai.g_00064	Prag.g_01899
OG0000174	Syai.g_02828	Prag.g_01927
OG0000175	Syai.g_02901	Prag.g_01937
OG0000176	Syai.g_00004	Prag.g_00004
OG0000177	Syai.g_00005	Prag.g_00005
OG0000178	Syai.g_00006	Prag.g_00006
OG0000179	Syai.g_00023	Prag.g_00016
OG0000180	Syai.g_00024	Prag.g_00017
OG0000181	Syai.g_00025	Prag.g_00018
OG0000182	Syai.g_00026	Prag.g_00019
OG0000183	Syai.g_00030	Prag.g_00023
OG0000184	Syai.g_02756	Prag.g_00046
OG0000185	Syai.g_02734	Prag.g_00049
OG0000186	Syai.g_02469	Prag.g_00058
OG0000187	Syai.g_02471	Prag.g_00059
OG0000188	Syai.g_02494	Prag.g_00076
OG0000189	Syai.g_02530	Prag.g_00089
OG0000190	Syai.g_02532	Prag.g_00090
OG0000191	Syai.g_02562	Prag.g_00110
OG0000192	Syai.g_02569	Prag.g_00114
OG0000193	Syai.g_02609	Prag.g_00139
OG0000194	Syai.g_02612	Prag.g_00142
OG0000195	Syai.g_02614	Prag.g_00144
OG0000196	Syai.g_02625	Prag.g_00154
OG0000197	Syai.g_02626	Prag.g_00155
OG0000198	Syai.g_02627	Prag.g_00156
OG0000199	Syai.g_02635	Prag.g_00163
OG0000200	Syai.g_02651	Prag.g_00177
OG0000202	Syai.g_02668	Prag.g_00186
OG0000203	Syai.g_02669	Prag.g_00187
OG0000204	Syai.g_02670	Prag.g_00188
OG0000205	Syai.g_02677	Prag.g_00195
OG0000206	Syai.g_02684	Prag.g_00200
OG0000207	Syai.g_02686	Prag.g_00202
OG0000208	Syai.g_02687	Prag.g_00203
OG0000209	Syai.g_02699	Prag.g_00212
OG0000210	Syai.g_02700	Prag.g_00213
OG0000212	Syai.g_00544	Prag.g_00233
OG0000213	Syai.g_00292	Prag.g_00249
OG0000214	Syai.g_00276	Prag.g_00258
OG0000215	Syai.g_00245	Prag.g_00283
OG0000216	Syai.g_00241	Prag.g_00285
OG0000217	Syai.g_00237	Prag.g_00288
OG0000218	Syai.g_00235	Prag.g_00290
OG0000219	Syai.g_00234	Prag.g_00291
OG0000220	Syai.g_00233	Prag.g_00292
OG0000221	Syai.g_00227	Prag.g_00293
OG0000222	Syai.g_00215	Prag.g_00301
OG0000223	Syai.g_00194	Prag.g_00314
OG0000224	Syai.g_00186	Prag.g_00316
OG0000225	Syai.g_00502	Prag.g_00340
OG0000226	Syai.g_00506	Prag.g_00344
OG0000227	Syai.g_00508	Prag.g_00346
OG0000228	Syai.g_00516	Prag.g_00349
OG0000229	Syai.g_02228	Prag.g_00415
OG0000230	Syai.g_02226	Prag.g_00417
OG0000231	Syai.g_02208	Prag.g_00428
OG0000232	Syai.g_00846	Prag.g_00437
OG0000233	Syai.g_00855	Prag.g_00442
OG0000234	Syai.g_00866	Prag.g_00455
OG0000235	Syai.g_00637	Prag.g_00458
OG0000236	Syai.g_00652	Prag.g_00472
OG0000237	Syai.g_00669	Prag.g_00485
OG0000238	Syai.g_00674	Prag.g_00491
OG0000239	Syai.g_00691	Prag.g_00504
OG0000240	Syai.g_00692	Prag.g_00505
OG0000241	Syai.g_01089, Syai.g_01085	Prag.g_00509
OG0000242	Syai.g_00705	Prag.g_00511
OG0000243	Syai.g_00726	Prag.g_00522
OG0000244	Syai.g_00731	Prag.g_00525
OG0000245	Syai.g_00733	Prag.g_00527
OG0000246	Syai.g_00737	Prag.g_00531
OG0000247	Syai.g_00748	Prag.g_00541
OG0000248	Syai.g_00751	Prag.g_00543
OG0000249	Syai.g_00753	Prag.g_00545
OG0000250	Syai.g_00762	Prag.g_00550
OG0000251	Syai.g_00789	Prag.g_00569
OG0000252	Syai.g_00797	Prag.g_00572
OG0000253	Syai.g_00798	Prag.g_00573
OG0000254	Syai.g_01045	Prag.g_00589
OG0000255	Syai.g_01061	Prag.g_00595
OG0000256	Syai.g_01077	Prag.g_00605
OG0000257	Syai.g_01084	Prag.g_00608
OG0000258	Syai.g_01113	Prag.g_00621
OG0000259	Syai.g_01229	Prag.g_00638
OG0000260	Syai.g_01232	Prag.g_00641
OG0000261	Syai.g_01235	Prag.g_00643
OG0000262	Syai.g_01240	Prag.g_00647
OG0000263	Syai.g_01776	Prag.g_00659
OG0000264	Syai.g_01962	Prag.g_00669
OG0000265	Syai.g_02245	Prag.g_00692
OG0000266	Syai.g_01401	Prag.g_00702
OG0000267	Syai.g_01569	Prag.g_00713
OG0000268	Syai.g_01568	Prag.g_00714
OG0000269	Syai.g_01316	Prag.g_00801
OG0000270	Syai.g_01319	Prag.g_00804
OG0000271	Syai.g_01327	Prag.g_00812
OG0000272	Syai.g_01328	Prag.g_00813
OG0000273	Syai.g_02037	Prag.g_00835
OG0000274	Syai.g_02038	Prag.g_00836
OG0000275	Syai.g_02043	Prag.g_00838
OG0000276	Syai.g_02051	Prag.g_00843
OG0000277	Syai.g_02052	Prag.g_00844
OG0000278	Syai.g_02055	Prag.g_00847
OG0000279	Syai.g_02063	Prag.g_00854
OG0000280	Syai.g_02084	Prag.g_00855
OG0000281	Syai.g_01719	Prag.g_00860
OG0000282	Syai.g_01263	Prag.g_00908
OG0000283	Syai.g_01554	Prag.g_00941
OG0000284	Syai.g_01548	Prag.g_00946
OG0000285	Syai.g_01522	Prag.g_00951
OG0000286	Syai.g_01504	Prag.g_00963
OG0000288	Syai.g_01435	Prag.g_01009
OG0000289	Syai.g_01421	Prag.g_01020
OG0000290	Syai.g_02010	Prag.g_01033
OG0000291	Syai.g_02008	Prag.g_01035
OG0000292	Syai.g_02926	Prag.g_01085
OG0000293	Syai.g_02155	Prag.g_01144
OG0000294	Syai.g_02154	Prag.g_01145
OG0000295	Syai.g_02117	Prag.g_01165
OG0000296	Syai.g_02115	Prag.g_01167
OG0000297	Syai.g_01754	Prag.g_01175
OG0000298	Syai.g_01755	Prag.g_01176
OG0000299	Syai.g_01783	Prag.g_01193
OG0000300	Syai.g_01790	Prag.g_01196
OG0000301	Syai.g_01791	Prag.g_01197
OG0000302	Syai.g_01793	Prag.g_01199
OG0000303	Syai.g_01802	Prag.g_01206
OG0000304	Syai.g_01826	Prag.g_01210
OG0000305	Syai.g_02005	Prag.g_01381
OG0000306	Syai.g_02090	Prag.g_01384
OG0000307	Syai.g_00619	Prag.g_01398
OG0000308	Syai.g_00617	Prag.g_01399
OG0000309	Syai.g_00612	Prag.g_01403
OG0000310	Syai.g_00989	Prag.g_01473
OG0000311	Syai.g_00985	Prag.g_01475
OG0000312	Syai.g_00966	Prag.g_01478
OG0000313	Syai.g_00949	Prag.g_01494
OG0000314	Syai.g_00908	Prag.g_01516
OG0000315	Syai.g_00897	Prag.g_01527
OG0000316	Syai.g_02320, Syai.g_02322	Prag.g_01547
OG0000317	Syai.g_02373	Prag.g_01667
OG0000318	Syai.g_02379	Prag.g_01670
OG0000319	Syai.g_02395	Prag.g_01683
OG0000320	Syai.g_02397	Prag.g_01685
OG0000321	Syai.g_02398	Prag.g_01686
OG0000322	Syai.g_02399	Prag.g_01687
OG0000323	Syai.g_02413	Prag.g_01696
OG0000324	Syai.g_02272	Prag.g_01723
OG0000325	Syai.g_00320	Prag.g_01733
OG0000326	Syai.g_00327	Prag.g_01739
OG0000327	Syai.g_00359	Prag.g_01763
OG0000328	Syai.g_00360	Prag.g_01764
OG0000329	Syai.g_00378	Prag.g_01781
OG0000330	Syai.g_00379	Prag.g_01782
OG0000331	Syai.g_00380	Prag.g_01783
OG0000332	Syai.g_00395	Prag.g_01797
OG0000333	Syai.g_00398	Prag.g_01799
OG0000334	Syai.g_00407	Prag.g_01807
OG0000335	Syai.g_00412	Prag.g_01812
OG0000336	Syai.g_00416	Prag.g_01816
OG0000337	Syai.g_00169	Prag.g_01832
OG0000338	Syai.g_00166	Prag.g_01833
OG0000339	Syai.g_00160	Prag.g_01837
OG0000340	Syai.g_00133	Prag.g_01845
OG0000341	Syai.g_00131	Prag.g_01847
OG0000342	Syai.g_00130	Prag.g_01848
OG0000343	Syai.g_00129	Prag.g_01849
OG0000344	Syai.g_00125	Prag.g_01852
OG0000345	Syai.g_00115	Prag.g_01857
OG0000346	Syai.g_00110	Prag.g_01862
OG0000347	Syai.g_00087	Prag.g_01878
OG0000348	Syai.g_00076	Prag.g_01887
OG0000349	Syai.g_00057	Prag.g_01904
OG0000350	Syai.g_00334	Prag.g_01923
OG0000351	Syai.g_02904	Prag.g_01940
OG0000352	Syai.g_02905	Prag.g_01941
OG0000353	Syai.g_02932	Prag.g_01956
OG0000354	Syai.g_00019	Prag.g_01282
OG0000355	Syai.g_00001	Prag.g_00001
OG0000356	Syai.g_00002	Prag.g_00002
OG0000357	Syai.g_00003	Prag.g_00003
OG0000358	Syai.g_00007	Prag.g_00007
OG0000359	Syai.g_00009	Prag.g_00008
OG0000360	Syai.g_00010	Prag.g_00009
OG0000361	Syai.g_00011	Prag.g_00010
OG0000362	Syai.g_00013	Prag.g_00012
OG0000363	Syai.g_00015	Prag.g_00014
OG0000364	Syai.g_00016	Prag.g_00015
OG0000365	Syai.g_00027	Prag.g_00020
OG0000366	Syai.g_00028	Prag.g_00021
OG0000367	Syai.g_00029	Prag.g_00022
OG0000368	Syai.g_00031	Prag.g_00024
OG0000369	Syai.g_00032	Prag.g_00025
OG0000370	Syai.g_00033	Prag.g_00026
OG0000371	Syai.g_00041	Prag.g_00032
OG0000372	Syai.g_00047	Prag.g_00035
OG0000373	Syai.g_00048	Prag.g_00036
OG0000374	Syai.g_00049	Prag.g_00037
OG0000375	Syai.g_00053	Prag.g_00040
OG0000376	Syai.g_00055	Prag.g_00042
OG0000377	Syai.g_02769	Prag.g_00045
OG0000378	Syai.g_02751	Prag.g_00047
OG0000379	Syai.g_02733	Prag.g_00050
OG0000380	Syai.g_02472	Prag.g_00060
OG0000381	Syai.g_02475	Prag.g_00064
OG0000382	Syai.g_02493	Prag.g_00075
OG0000383	Syai.g_02498	Prag.g_00077
OG0000384	Syai.g_02499	Prag.g_00078
OG0000385	Syai.g_02500	Prag.g_00079
OG0000386	Syai.g_02501	Prag.g_00080
OG0000387	Syai.g_02534	Prag.g_00092
OG0000388	Syai.g_02538	Prag.g_00095
OG0000389	Syai.g_02542	Prag.g_00099
OG0000390	Syai.g_02556	Prag.g_00106
OG0000391	Syai.g_02561	Prag.g_00109
OG0000392	Syai.g_02568	Prag.g_00113
OG0000393	Syai.g_02570	Prag.g_00115
OG0000394	Syai.g_02571	Prag.g_00116
OG0000395	Syai.g_02572	Prag.g_00117
OG0000396	Syai.g_02575	Prag.g_00120
OG0000397	Syai.g_02577	Prag.g_00122
OG0000398	Syai.g_02582	Prag.g_00124
OG0000399	Syai.g_02583	Prag.g_00125
OG0000400	Syai.g_02584	Prag.g_00126
OG0000401	Syai.g_02585	Prag.g_00127
OG0000402	Syai.g_02588	Prag.g_00129
OG0000403	Syai.g_02589	Prag.g_00130
OG0000404	Syai.g_02590	Prag.g_00131
OG0000405	Syai.g_02606	Prag.g_00135
OG0000406	Syai.g_02610	Prag.g_00140
OG0000407	Syai.g_02611	Prag.g_00141
OG0000408	Syai.g_02613	Prag.g_00143
OG0000409	Syai.g_02615	Prag.g_00145
OG0000410	Syai.g_02616	Prag.g_00146
OG0000411	Syai.g_02617	Prag.g_00147
OG0000412	Syai.g_02618	Prag.g_00148
OG0000413	Syai.g_02620	Prag.g_00149
OG0000414	Syai.g_02621	Prag.g_00150
OG0000415	Syai.g_02622	Prag.g_00151
OG0000416	Syai.g_02623	Prag.g_00152
OG0000417	Syai.g_02624	Prag.g_00153
OG0000418	Syai.g_02629	Prag.g_00158
OG0000419	Syai.g_02631	Prag.g_00160
OG0000420	Syai.g_02633	Prag.g_00161
OG0000421	Syai.g_02638	Prag.g_00166
OG0000422	Syai.g_02639	Prag.g_00167
OG0000423	Syai.g_02640	Prag.g_00168
OG0000424	Syai.g_02641	Prag.g_00169
OG0000425	Syai.g_02642	Prag.g_00170
OG0000426	Syai.g_02643	Prag.g_00171
OG0000427	Syai.g_02644	Prag.g_00172
OG0000428	Syai.g_02647	Prag.g_00174
OG0000429	Syai.g_02649	Prag.g_00175
OG0000430	Syai.g_02650	Prag.g_00176
OG0000431	Syai.g_02654	Prag.g_00178
OG0000432	Syai.g_02660	Prag.g_00181
OG0000433	Syai.g_02662	Prag.g_00182
OG0000434	Syai.g_02663	Prag.g_00183
OG0000435	Syai.g_02666	Prag.g_00184
OG0000436	Syai.g_02671	Prag.g_00189
OG0000437	Syai.g_02672	Prag.g_00190
OG0000438	Syai.g_02673	Prag.g_00191
OG0000439	Syai.g_02675	Prag.g_00193
OG0000440	Syai.g_02676	Prag.g_00194
OG0000441	Syai.g_02681	Prag.g_00197
OG0000442	Syai.g_02682	Prag.g_00198
OG0000443	Syai.g_02683	Prag.g_00199
OG0000444	Syai.g_02688	Prag.g_00204
OG0000445	Syai.g_02689	Prag.g_00205
OG0000446	Syai.g_02690	Prag.g_00206
OG0000447	Syai.g_02693	Prag.g_00207
OG0000448	Syai.g_02694	Prag.g_00208
OG0000449	Syai.g_02695	Prag.g_00209
OG0000450	Syai.g_02696	Prag.g_00210
OG0000451	Syai.g_02697	Prag.g_00211
OG0000452	Syai.g_02701	Prag.g_00214
OG0000453	Syai.g_02702	Prag.g_00215
OG0000454	Syai.g_02703	Prag.g_00216
OG0000455	Syai.g_02704	Prag.g_00217
OG0000456	Syai.g_02705	Prag.g_00218
OG0000457	Syai.g_02707	Prag.g_00219
OG0000458	Syai.g_02708	Prag.g_00220
OG0000459	Syai.g_02709	Prag.g_00221
OG0000460	Syai.g_00535	Prag.g_00228
OG0000461	Syai.g_00314	Prag.g_00235
OG0000462	Syai.g_00311	Prag.g_00237
OG0000463	Syai.g_00310	Prag.g_00238
OG0000464	Syai.g_00309	Prag.g_00239
OG0000465	Syai.g_00307	Prag.g_00240
OG0000466	Syai.g_00303	Prag.g_00243
OG0000467	Syai.g_00301	Prag.g_00244
OG0000468	Syai.g_00296	Prag.g_00245
OG0000469	Syai.g_00282	Prag.g_00253
OG0000470	Syai.g_00280	Prag.g_00255
OG0000471	Syai.g_00279	Prag.g_00256
OG0000472	Syai.g_00277	Prag.g_00257
OG0000473	Syai.g_00275	Prag.g_00259
OG0000474	Syai.g_00274	Prag.g_00260
OG0000475	Syai.g_00273	Prag.g_00261
OG0000476	Syai.g_00271	Prag.g_00262
OG0000477	Syai.g_00265	Prag.g_00266
OG0000478	Syai.g_00264	Prag.g_00267
OG0000479	Syai.g_00263	Prag.g_00268
OG0000480	Syai.g_00256	Prag.g_00273
OG0000481	Syai.g_00254	Prag.g_00275
OG0000482	Syai.g_00253	Prag.g_00276
OG0000483	Syai.g_00249	Prag.g_00279
OG0000484	Syai.g_00248	Prag.g_00280
OG0000485	Syai.g_00247	Prag.g_00281
OG0000486	Syai.g_00246	Prag.g_00282
OG0000487	Syai.g_00240	Prag.g_00286
OG0000488	Syai.g_00236	Prag.g_00289
OG0000489	Syai.g_00226	Prag.g_00294
OG0000490	Syai.g_00218	Prag.g_00299
OG0000491	Syai.g_00217	Prag.g_00300
OG0000492	Syai.g_00214	Prag.g_00302
OG0000493	Syai.g_00213	Prag.g_00303
OG0000494	Syai.g_00212	Prag.g_00304
OG0000495	Syai.g_00211	Prag.g_00305
OG0000496	Syai.g_00210	Prag.g_00306
OG0000497	Syai.g_00209	Prag.g_00307
OG0000498	Syai.g_00208	Prag.g_00308
OG0000499	Syai.g_00207	Prag.g_00309
OG0000500	Syai.g_00206	Prag.g_00310
OG0000501	Syai.g_00203	Prag.g_00312
OG0000502	Syai.g_00192	Prag.g_00315
OG0000503	Syai.g_00486	Prag.g_00329
OG0000504	Syai.g_00488	Prag.g_00330
OG0000505	Syai.g_00489	Prag.g_00331
OG0000506	Syai.g_00491	Prag.g_00333
OG0000507	Syai.g_00497	Prag.g_00336
OG0000508	Syai.g_00501	Prag.g_00339
OG0000509	Syai.g_00503	Prag.g_00341
OG0000510	Syai.g_00504	Prag.g_00342
OG0000511	Syai.g_00505	Prag.g_00343
OG0000512	Syai.g_00507	Prag.g_00345
OG0000513	Syai.g_00521	Prag.g_00352
OG0000514	Syai.g_00528	Prag.g_00410
OG0000515	Syai.g_00529	Prag.g_00411
OG0000516	Syai.g_02223	Prag.g_00412
OG0000517	Syai.g_02229	Prag.g_00414
OG0000518	Syai.g_02211	Prag.g_00425
OG0000519	Syai.g_02210	Prag.g_00426
OG0000520	Syai.g_02209	Prag.g_00427
OG0000521	Syai.g_00842	Prag.g_00432
OG0000522	Syai.g_00844	Prag.g_00434
OG0000523	Syai.g_00845	Prag.g_00435
OG0000524	Syai.g_00852	Prag.g_00440
OG0000525	Syai.g_00856	Prag.g_00443
OG0000526	Syai.g_00859	Prag.g_00444
OG0000527	Syai.g_00863	Prag.g_00452
OG0000528	Syai.g_00633	Prag.g_00457
OG0000529	Syai.g_00639	Prag.g_00460
OG0000530	Syai.g_00642	Prag.g_00463
OG0000531	Syai.g_00643	Prag.g_00464
OG0000532	Syai.g_00646	Prag.g_00466
OG0000533	Syai.g_00647	Prag.g_00467
OG0000534	Syai.g_00648	Prag.g_00468
OG0000535	Syai.g_00649	Prag.g_00469
OG0000536	Syai.g_00650	Prag.g_00470
OG0000537	Syai.g_00651	Prag.g_00471
OG0000538	Syai.g_00662	Prag.g_00479
OG0000539	Syai.g_00663	Prag.g_00480
OG0000540	Syai.g_00664	Prag.g_00481
OG0000541	Syai.g_00665	Prag.g_00482
OG0000542	Syai.g_00668	Prag.g_00484
OG0000543	Syai.g_00670	Prag.g_00486
OG0000544	Syai.g_00671	Prag.g_00487
OG0000545	Syai.g_00673	Prag.g_00489
OG0000546	Syai.g_00675	Prag.g_00492
OG0000547	Syai.g_00677	Prag.g_00494
OG0000548	Syai.g_00678	Prag.g_00495
OG0000549	Syai.g_00684	Prag.g_00497
OG0000550	Syai.g_00689	Prag.g_00502
OG0000551	Syai.g_00694	Prag.g_00506
OG0000552	Syai.g_00695	Prag.g_00507
OG0000553	Syai.g_00698	Prag.g_00508
OG0000554	Syai.g_00708	Prag.g_00513
OG0000555	Syai.g_00725	Prag.g_00521
OG0000556	Syai.g_00728	Prag.g_00523
OG0000557	Syai.g_00730	Prag.g_00524
OG0000558	Syai.g_00732	Prag.g_00526
OG0000559	Syai.g_00736	Prag.g_00530
OG0000560	Syai.g_00739	Prag.g_00533
OG0000561	Syai.g_00740	Prag.g_00534
OG0000562	Syai.g_00741	Prag.g_00535
OG0000563	Syai.g_00742	Prag.g_00536
OG0000564	Syai.g_00743	Prag.g_00537
OG0000565	Syai.g_00746	Prag.g_00540
OG0000566	Syai.g_00750	Prag.g_00542
OG0000567	Syai.g_00754	Prag.g_00546
OG0000568	Syai.g_00758	Prag.g_00547
OG0000569	Syai.g_00759	Prag.g_00548
OG0000570	Syai.g_00760	Prag.g_00549
OG0000571	Syai.g_00764	Prag.g_00551
OG0000572	Syai.g_00782	Prag.g_00564
OG0000573	Syai.g_00790	Prag.g_00570
OG0000574	Syai.g_00796	Prag.g_00571
OG0000575	Syai.g_00800	Prag.g_00575
OG0000576	Syai.g_00802	Prag.g_00577
OG0000577	Syai.g_00803	Prag.g_00578
OG0000578	Syai.g_00804	Prag.g_00579
OG0000579	Syai.g_00805	Prag.g_00580
OG0000580	Syai.g_00806	Prag.g_00581
OG0000581	Syai.g_00812	Prag.g_00583
OG0000582	Syai.g_01042	Prag.g_00586
OG0000583	Syai.g_01043	Prag.g_00587
OG0000584	Syai.g_01044	Prag.g_00588
OG0000585	Syai.g_01046	Prag.g_00590
OG0000586	Syai.g_01047	Prag.g_00591
OG0000587	Syai.g_01049	Prag.g_00592
OG0000588	Syai.g_01063	Prag.g_00596
