Orthogroup	Syai	Syaq
OG0000283	Syai.g_01554	Syaq.g_02445
OG0000284	Syai.g_01548	Syaq.g_02450
OG0000285	Syai.g_01522	Syaq.g_02466
OG0000286	Syai.g_01504	Syaq.g_02484
OG0000287	Syai.g_01469	Syaq.g_02511
OG0000288	Syai.g_01435	Syaq.g_00067
OG0000289	Syai.g_01421	Syaq.g_00053
OG0000290	Syai.g_02010	Syaq.g_02682
OG0000291	Syai.g_02008	Syaq.g_02680
OG0000292	Syai.g_02926	Syaq.g_01157
OG0000293	Syai.g_02155	Syaq.g_00262
OG0000294	Syai.g_02154	Syaq.g_00261
OG0000295	Syai.g_02117	Syaq.g_00220
OG0000296	Syai.g_02115	Syaq.g_00218
OG0000297	Syai.g_01754	Syaq.g_00205
OG0000298	Syai.g_01755	Syaq.g_00204
OG0000299	Syai.g_01783	Syaq.g_00171
OG0000300	Syai.g_01790	Syaq.g_00164
OG0000301	Syai.g_01791	Syaq.g_00163
OG0000302	Syai.g_01793	Syaq.g_00162
OG0000303	Syai.g_01802	Syaq.g_00152
OG0000304	Syai.g_01826	Syaq.g_00146
OG0000305	Syai.g_02005	Syaq.g_02677
OG0000306	Syai.g_02090	Syaq.g_01861
OG0000307	Syai.g_00619	Syaq.g_01754
OG0000308	Syai.g_00617	Syaq.g_01752
OG0000309	Syai.g_00612	Syaq.g_01747
OG0000310	Syai.g_00989	Syaq.g_00347
OG0000311	Syai.g_00985	Syaq.g_00352
OG0000312	Syai.g_00966	Syaq.g_00359
OG0000313	Syai.g_00949	Syaq.g_00379
OG0000314	Syai.g_00908	Syaq.g_00408
OG0000315	Syai.g_00897	Syaq.g_00418
OG0000316	Syai.g_02320, Syai.g_02322	Syaq.g_01716
OG0000317	Syai.g_02373	Syaq.g_01675
OG0000318	Syai.g_02379	Syaq.g_01672
OG0000319	Syai.g_02395	Syaq.g_01657
OG0000320	Syai.g_02397	Syaq.g_01655
OG0000321	Syai.g_02398	Syaq.g_01654
OG0000322	Syai.g_02399	Syaq.g_01653
OG0000323	Syai.g_02413	Syaq.g_01638
OG0000324	Syai.g_02272	Syaq.g_01605
OG0000325	Syai.g_00320	Syaq.g_00693
OG0000326	Syai.g_00327	Syaq.g_00686
OG0000327	Syai.g_00359	Syaq.g_00652
OG0000328	Syai.g_00360	Syaq.g_00651
OG0000329	Syai.g_00378	Syaq.g_00633
OG0000330	Syai.g_00379	Syaq.g_00632
OG0000331	Syai.g_00380	Syaq.g_00631
OG0000332	Syai.g_00395	Syaq.g_00616
OG0000333	Syai.g_00398	Syaq.g_00613
OG0000334	Syai.g_00407	Syaq.g_00603
OG0000335	Syai.g_00412	Syaq.g_00598
OG0000336	Syai.g_00416	Syaq.g_00594
OG0000337	Syai.g_00169	Syaq.g_00975
OG0000338	Syai.g_00166	Syaq.g_00981
OG0000339	Syai.g_00160	Syaq.g_00988
OG0000340	Syai.g_00133	Syaq.g_01005
OG0000341	Syai.g_00131	Syaq.g_01007
OG0000342	Syai.g_00130	Syaq.g_01008
OG0000343	Syai.g_00129	Syaq.g_01010
OG0000344	Syai.g_00125	Syaq.g_01014
OG0000345	Syai.g_00115	Syaq.g_01024
OG0000346	Syai.g_00110	Syaq.g_01029
OG0000347	Syai.g_00087	Syaq.g_01057
OG0000348	Syai.g_00076	Syaq.g_01070
OG0000349	Syai.g_00057	Syaq.g_01099
OG0000350	Syai.g_00334	Syaq.g_00679
OG0000351	Syai.g_02904	Syaq.g_01179
OG0000352	Syai.g_02905	Syaq.g_01178
OG0000353	Syai.g_02932	Syaq.g_01151
OG0000354	Syai.g_00680	Syaq.g_01816
OG0000354	Syai.g_00019	Syaq.g_01131
OG0000355	Syai.g_00001	Syaq.g_01149
OG0000356	Syai.g_00002	Syaq.g_01148
OG0000357	Syai.g_00003	Syaq.g_01147
OG0000358	Syai.g_00007	Syaq.g_01143
OG0000359	Syai.g_00009	Syaq.g_01141
OG0000360	Syai.g_00010	Syaq.g_01140
OG0000361	Syai.g_00011	Syaq.g_01139
OG0000362	Syai.g_00013	Syaq.g_01137
OG0000363	Syai.g_00015	Syaq.g_01135
OG0000364	Syai.g_00016	Syaq.g_01134
OG0000365	Syai.g_00027	Syaq.g_01125
OG0000366	Syai.g_00028	Syaq.g_01124
OG0000367	Syai.g_00029	Syaq.g_01123
OG0000368	Syai.g_00031	Syaq.g_01121
OG0000369	Syai.g_00032	Syaq.g_01120
OG0000370	Syai.g_00033	Syaq.g_01119
OG0000371	Syai.g_00041	Syaq.g_01111
OG0000372	Syai.g_00047	Syaq.g_01106
OG0000373	Syai.g_00048	Syaq.g_01105
OG0000374	Syai.g_00049	Syaq.g_01104
OG0000375	Syai.g_00053	Syaq.g_01103
OG0000376	Syai.g_00055	Syaq.g_01101
OG0000377	Syai.g_02769	Syaq.g_01270
OG0000378	Syai.g_02751	Syaq.g_01286
OG0000379	Syai.g_02733	Syaq.g_01291
OG0000380	Syai.g_02472	Syaq.g_01560
OG0000381	Syai.g_02475	Syaq.g_01558
OG0000382	Syai.g_02493	Syaq.g_01540
OG0000383	Syai.g_02498	Syaq.g_01535
OG0000384	Syai.g_02499	Syaq.g_01534
OG0000385	Syai.g_02500	Syaq.g_01533
OG0000386	Syai.g_02501	Syaq.g_01532
OG0000387	Syai.g_02534	Syaq.g_01495
OG0000388	Syai.g_02538	Syaq.g_01491
OG0000389	Syai.g_02542	Syaq.g_01488
OG0000390	Syai.g_02556	Syaq.g_01473
OG0000391	Syai.g_02561	Syaq.g_01468
OG0000392	Syai.g_02568	Syaq.g_01463
OG0000393	Syai.g_02570	Syaq.g_01460
OG0000394	Syai.g_02571	Syaq.g_01459
OG0000395	Syai.g_02572	Syaq.g_01458
OG0000396	Syai.g_02575	Syaq.g_01455
OG0000397	Syai.g_02577	Syaq.g_01453
OG0000398	Syai.g_02582	Syaq.g_01448
OG0000399	Syai.g_02583	Syaq.g_01447
OG0000400	Syai.g_02584	Syaq.g_01446
OG0000401	Syai.g_02585	Syaq.g_01445
OG0000402	Syai.g_02588	Syaq.g_01443
OG0000403	Syai.g_02589	Syaq.g_01442
OG0000404	Syai.g_02590	Syaq.g_01440
OG0000405	Syai.g_02606	Syaq.g_01429
OG0000406	Syai.g_02610	Syaq.g_01422
OG0000407	Syai.g_02611	Syaq.g_01421
OG0000408	Syai.g_02613	Syaq.g_01419
OG0000409	Syai.g_02615	Syaq.g_01417
OG0000410	Syai.g_02616	Syaq.g_01416
OG0000411	Syai.g_02617	Syaq.g_01415
OG0000412	Syai.g_02618	Syaq.g_01414
OG0000413	Syai.g_02620	Syaq.g_01412
OG0000414	Syai.g_02621	Syaq.g_01411
OG0000415	Syai.g_02622	Syaq.g_01410
OG0000416	Syai.g_02623	Syaq.g_01409
OG0000417	Syai.g_02624	Syaq.g_01408
OG0000418	Syai.g_02629	Syaq.g_01403
OG0000419	Syai.g_02631	Syaq.g_01401
OG0000420	Syai.g_02633	Syaq.g_01400
OG0000421	Syai.g_02638	Syaq.g_01395
OG0000422	Syai.g_02639	Syaq.g_01394
OG0000423	Syai.g_02640	Syaq.g_01393
OG0000424	Syai.g_02641	Syaq.g_01392
OG0000425	Syai.g_02642	Syaq.g_01391
OG0000426	Syai.g_02643	Syaq.g_01390
OG0000427	Syai.g_02644	Syaq.g_01389
OG0000428	Syai.g_02647	Syaq.g_01386
OG0000429	Syai.g_02649	Syaq.g_01384
OG0000430	Syai.g_02650	Syaq.g_01383
OG0000431	Syai.g_02654	Syaq.g_01380
OG0000432	Syai.g_02660	Syaq.g_01374
OG0000433	Syai.g_02662	Syaq.g_01369
OG0000434	Syai.g_02663	Syaq.g_01368
OG0000435	Syai.g_02666	Syaq.g_01367
OG0000436	Syai.g_02671	Syaq.g_01361
OG0000437	Syai.g_02672	Syaq.g_01360
OG0000438	Syai.g_02673	Syaq.g_01359
OG0000439	Syai.g_02675	Syaq.g_01357
OG0000440	Syai.g_02676	Syaq.g_01356
OG0000441	Syai.g_02681	Syaq.g_01352
OG0000442	Syai.g_02682	Syaq.g_01350
OG0000443	Syai.g_02683	Syaq.g_01347
OG0000444	Syai.g_02688	Syaq.g_01333
OG0000445	Syai.g_02689	Syaq.g_01332
OG0000446	Syai.g_02690	Syaq.g_01330
OG0000447	Syai.g_02693	Syaq.g_01328
OG0000448	Syai.g_02694	Syaq.g_01327
OG0000449	Syai.g_02695	Syaq.g_01320
OG0000450	Syai.g_02696	Syaq.g_01313
OG0000451	Syai.g_02697	Syaq.g_01312
OG0000452	Syai.g_02701	Syaq.g_01308
OG0000453	Syai.g_02702	Syaq.g_01307
OG0000454	Syai.g_02703	Syaq.g_01306
OG0000455	Syai.g_02704	Syaq.g_01305
OG0000456	Syai.g_02705	Syaq.g_01304
OG0000457	Syai.g_02707	Syaq.g_01302
OG0000458	Syai.g_02708	Syaq.g_01299
OG0000459	Syai.g_02709	Syaq.g_01298
OG0000460	Syai.g_00535	Syaq.g_01577
OG0000461	Syai.g_00314	Syaq.g_00707
OG0000462	Syai.g_00311	Syaq.g_00710
OG0000463	Syai.g_00310	Syaq.g_00711
OG0000464	Syai.g_00309	Syaq.g_00712
OG0000465	Syai.g_00307	Syaq.g_00714
OG0000466	Syai.g_00303	Syaq.g_00718
OG0000467	Syai.g_00301	Syaq.g_00720
OG0000468	Syai.g_00296	Syaq.g_00725
OG0000469	Syai.g_00282	Syaq.g_00739
OG0000470	Syai.g_00280	Syaq.g_00741
OG0000471	Syai.g_00279	Syaq.g_00742
OG0000472	Syai.g_00277	Syaq.g_00744
OG0000473	Syai.g_00275	Syaq.g_00746
OG0000474	Syai.g_00274	Syaq.g_00747
OG0000475	Syai.g_00273	Syaq.g_00748
OG0000476	Syai.g_00271	Syaq.g_00750
OG0000477	Syai.g_00265	Syaq.g_00756
OG0000478	Syai.g_00264	Syaq.g_00757
OG0000479	Syai.g_00263	Syaq.g_00759
OG0000480	Syai.g_00256	Syaq.g_00766
OG0000481	Syai.g_00254	Syaq.g_00768
OG0000482	Syai.g_00253	Syaq.g_00769
OG0000483	Syai.g_00249	Syaq.g_00773
OG0000484	Syai.g_00248	Syaq.g_00774
OG0000485	Syai.g_00247	Syaq.g_00775
OG0000486	Syai.g_00246	Syaq.g_00776
OG0000487	Syai.g_00240	Syaq.g_00782
OG0000488	Syai.g_00236	Syaq.g_00845
OG0000489	Syai.g_00226	Syaq.g_00857
OG0000490	Syai.g_00218	Syaq.g_00864
OG0000491	Syai.g_00217	Syaq.g_00865
OG0000492	Syai.g_00214	Syaq.g_00869
OG0000493	Syai.g_00213	Syaq.g_00870
OG0000494	Syai.g_00212	Syaq.g_00871
OG0000495	Syai.g_00211	Syaq.g_00872
OG0000496	Syai.g_00210	Syaq.g_00873
OG0000497	Syai.g_00209	Syaq.g_00874
OG0000498	Syai.g_00208	Syaq.g_00875
OG0000499	Syai.g_00207	Syaq.g_00876
OG0000500	Syai.g_00206	Syaq.g_00877
OG0000501	Syai.g_00203	Syaq.g_00880
OG0000502	Syai.g_00192	Syaq.g_00953
OG0000503	Syai.g_00486	Syaq.g_00559
OG0000504	Syai.g_00488	Syaq.g_00557
OG0000505	Syai.g_00489	Syaq.g_00556
OG0000506	Syai.g_00491	Syaq.g_00554
OG0000507	Syai.g_00497	Syaq.g_00548
OG0000508	Syai.g_00501	Syaq.g_00544
OG0000509	Syai.g_00503	Syaq.g_00542
OG0000510	Syai.g_00504	Syaq.g_00538
OG0000511	Syai.g_00505	Syaq.g_00537
OG0000512	Syai.g_00507	Syaq.g_00535
OG0000513	Syai.g_00521	Syaq.g_00525
OG0000514	Syai.g_00528	Syaq.g_00514
OG0000515	Syai.g_00529	Syaq.g_00513
OG0000516	Syai.g_02223	Syaq.g_00509
OG0000517	Syai.g_02229	Syaq.g_00502
OG0000518	Syai.g_02211	Syaq.g_00490
OG0000519	Syai.g_02210	Syaq.g_00489
OG0000520	Syai.g_02209	Syaq.g_00488
OG0000521	Syai.g_00842	Syaq.g_00477
OG0000522	Syai.g_00844	Syaq.g_00475
OG0000523	Syai.g_00845	Syaq.g_00474
OG0000524	Syai.g_00852	Syaq.g_00469
OG0000525	Syai.g_00856	Syaq.g_00450
OG0000526	Syai.g_00859	Syaq.g_00448
OG0000527	Syai.g_00863	Syaq.g_00444
OG0000528	Syai.g_00633	Syaq.g_01768
OG0000529	Syai.g_00639	Syaq.g_01773
OG0000530	Syai.g_00642	Syaq.g_01776
OG0000531	Syai.g_00643	Syaq.g_01777
OG0000532	Syai.g_00646	Syaq.g_01780
OG0000533	Syai.g_00647	Syaq.g_01782
OG0000534	Syai.g_00648	Syaq.g_01783
OG0000535	Syai.g_00649	Syaq.g_01784
OG0000536	Syai.g_00650	Syaq.g_01785
OG0000537	Syai.g_00651	Syaq.g_01786
OG0000538	Syai.g_00662	Syaq.g_01798
OG0000539	Syai.g_00663	Syaq.g_01799
OG0000540	Syai.g_00664	Syaq.g_01800
OG0000541	Syai.g_00665	Syaq.g_01801
OG0000542	Syai.g_00668	Syaq.g_01804
OG0000543	Syai.g_00670	Syaq.g_01806
OG0000544	Syai.g_00671	Syaq.g_02567, Syaq.g_01807
OG0000545	Syai.g_00673	Syaq.g_01809
OG0000546	Syai.g_00675	Syaq.g_01811
OG0000547	Syai.g_00677	Syaq.g_01813
OG0000548	Syai.g_00678	Syaq.g_01814
OG0000549	Syai.g_00684	Syaq.g_01819
OG0000550	Syai.g_00689	Syaq.g_01824
OG0000551	Syai.g_00694	Syaq.g_01829
OG0000552	Syai.g_00695	Syaq.g_01830
OG0000553	Syai.g_00698	Syaq.g_01834
OG0000554	Syai.g_00708	Syaq.g_01839
OG0000555	Syai.g_00725	Syaq.g_01857
OG0000556	Syai.g_00728	Syaq.g_01925
OG0000557	Syai.g_00730	Syaq.g_01927
OG0000558	Syai.g_00732	Syaq.g_01929
OG0000559	Syai.g_00736	Syaq.g_01933
OG0000560	Syai.g_00739	Syaq.g_01936
OG0000561	Syai.g_00740	Syaq.g_01937
OG0000562	Syai.g_00741	Syaq.g_01938
OG0000563	Syai.g_00742	Syaq.g_01939
