Orthogroup	Syai	Prao
OG0000132	Syai.g_02628	Prao.g_00302
OG0000133	Syai.g_01507	Prao.g_00458
OG0000134	Syai.g_00520	Prao.g_00491
OG0000135	Syai.g_02826	Prao.g_00516
OG0000136	Syai.g_02217	Prao.g_00545
OG0000137	Syai.g_00865	Prao.g_00581
OG0000138	Syai.g_00654	Prao.g_00601
OG0000139	Syai.g_00714	Prao.g_01854
OG0000140	Syai.g_00716	Prao.g_01853
OG0000141	Syai.g_01041	Prao.g_00045
OG0000142	Syai.g_01104	Prao.g_00074
OG0000143	Syai.g_01108	Prao.g_00078
OG0000144	Syai.g_01608	Prao.g_00091
OG0000145	Syai.g_00660	Prao.g_00701
OG0000146	Syai.g_01513	Prao.g_00705
OG0000147	Syai.g_01514	Prao.g_00706
OG0000148	Syai.g_01361	Prao.g_00757
OG0000149	Syai.g_02059	Prao.g_00788
OG0000150	Syai.g_00717	Prao.g_00796
OG0000151	Syai.g_01280	Prao.g_00855
OG0000152	Syai.g_01503	Prao.g_00902
OG0000153	Syai.g_01461	Prao.g_00921
OG0000154	Syai.g_01434	Prao.g_00948
OG0000155	Syai.g_02109	Prao.g_01069
OG0000156	Syai.g_02162	Prao.g_01287
OG0000157	Syai.g_02163	Prao.g_01286
OG0000158	Syai.g_00135	Prao.g_01220
OG0000160	Syai.g_00952	Prao.g_01398
OG0000161	Syai.g_00946	Prao.g_01404
OG0000162	Syai.g_00939	Prao.g_01410
OG0000163	Syai.g_02300	Prao.g_01443
OG0000164	Syai.g_02411	Prao.g_01576
OG0000165	Syai.g_02244	Prao.g_01583
OG0000166	Syai.g_00364	Prao.g_01651
OG0000167	Syai.g_00164	Prao.g_01717
OG0000168	Syai.g_00134	Prao.g_01727
OG0000169	Syai.g_00123	Prao.g_01737
OG0000170	Syai.g_00116	Prao.g_01739
OG0000171	Syai.g_00090	Prao.g_01758
OG0000172	Syai.g_00083	Prao.g_01767
OG0000173	Syai.g_00064	Prao.g_01782
OG0000174	Syai.g_02828	Prao.g_01810
OG0000175	Syai.g_02901	Prao.g_01820
OG0000176	Syai.g_00004	Prao.g_01845
OG0000177	Syai.g_00005	Prao.g_01846
OG0000178	Syai.g_00006	Prao.g_01847
OG0000179	Syai.g_00023	Prao.g_00163
OG0000180	Syai.g_00024	Prao.g_00164
OG0000181	Syai.g_00025	Prao.g_00165
OG0000182	Syai.g_00026	Prao.g_00166
OG0000183	Syai.g_00030	Prao.g_00170
OG0000184	Syai.g_02756	Prao.g_00192
OG0000185	Syai.g_02734	Prao.g_00195
OG0000186	Syai.g_02469	Prao.g_00203
OG0000187	Syai.g_02471	Prao.g_00204
OG0000188	Syai.g_02494	Prao.g_00221
OG0000189	Syai.g_02530	Prao.g_00235
OG0000190	Syai.g_02532	Prao.g_00236
OG0000191	Syai.g_02562	Prao.g_00256
OG0000192	Syai.g_02569	Prao.g_00260
OG0000193	Syai.g_02609	Prao.g_00284
OG0000194	Syai.g_02612	Prao.g_00287
OG0000195	Syai.g_02614	Prao.g_00289
OG0000196	Syai.g_02625	Prao.g_00299
OG0000197	Syai.g_02626	Prao.g_00300
OG0000198	Syai.g_02627	Prao.g_00301
OG0000199	Syai.g_02635	Prao.g_00308
OG0000200	Syai.g_02651	Prao.g_00322
OG0000202	Syai.g_02668	Prao.g_00331
OG0000203	Syai.g_02669	Prao.g_00332
OG0000204	Syai.g_02670	Prao.g_00333
OG0000205	Syai.g_02677	Prao.g_00340
OG0000206	Syai.g_02684	Prao.g_00345
OG0000207	Syai.g_02686	Prao.g_00347
OG0000208	Syai.g_02687	Prao.g_00348
OG0000209	Syai.g_02699	Prao.g_00357
OG0000210	Syai.g_02700	Prao.g_00358
OG0000212	Syai.g_00544	Prao.g_00378
OG0000213	Syai.g_00292	Prao.g_00395
OG0000214	Syai.g_00276	Prao.g_00405
OG0000215	Syai.g_00245	Prao.g_00429
OG0000216	Syai.g_00241	Prao.g_00431
OG0000217	Syai.g_00237	Prao.g_00434
OG0000218	Syai.g_00235	Prao.g_00436
OG0000219	Syai.g_00234	Prao.g_00437
OG0000220	Syai.g_00233	Prao.g_00438
OG0000221	Syai.g_00227	Prao.g_00439
OG0000222	Syai.g_00215	Prao.g_00446
OG0000223	Syai.g_00194	Prao.g_00459
OG0000224	Syai.g_00186	Prao.g_00461
OG0000225	Syai.g_00502	Prao.g_00480
OG0000226	Syai.g_00506	Prao.g_00484
OG0000227	Syai.g_00508	Prao.g_00486
OG0000228	Syai.g_00516	Prao.g_00489
OG0000229	Syai.g_02228	Prao.g_00540
OG0000230	Syai.g_02226	Prao.g_00542
OG0000231	Syai.g_02208	Prao.g_00553
OG0000232	Syai.g_00846	Prao.g_00564
OG0000233	Syai.g_00855	Prao.g_00569
OG0000234	Syai.g_00866	Prao.g_00582
OG0000235	Syai.g_00637	Prao.g_00585
OG0000236	Syai.g_00652	Prao.g_00599
OG0000237	Syai.g_00669	Prao.g_00612
OG0000238	Syai.g_00674	Prao.g_00618
OG0000239	Syai.g_00691	Prao.g_00631
OG0000240	Syai.g_00692	Prao.g_00632
OG0000241	Syai.g_01089, Syai.g_01085	Prao.g_01861
OG0000242	Syai.g_00705	Prao.g_01859
OG0000243	Syai.g_00726	Prao.g_01162
OG0000244	Syai.g_00731	Prao.g_01165
OG0000245	Syai.g_00733	Prao.g_01167
OG0000246	Syai.g_00737	Prao.g_01171
OG0000247	Syai.g_00748	Prao.g_01181
OG0000248	Syai.g_00751	Prao.g_01183
OG0000249	Syai.g_00753	Prao.g_01185
OG0000250	Syai.g_00762	Prao.g_01864
OG0000251	Syai.g_00789	Prao.g_00029
OG0000252	Syai.g_00797	Prao.g_00032
OG0000253	Syai.g_00798	Prao.g_00033
OG0000254	Syai.g_01045	Prao.g_00049
OG0000255	Syai.g_01061	Prao.g_00055
OG0000256	Syai.g_01077	Prao.g_00066
OG0000257	Syai.g_01084	Prao.g_00069
OG0000258	Syai.g_01113	Prao.g_00082
OG0000259	Syai.g_01229	Prao.g_00099
OG0000260	Syai.g_01232	Prao.g_00102
OG0000261	Syai.g_01235	Prao.g_00104
OG0000262	Syai.g_01240	Prao.g_00108
OG0000263	Syai.g_01776	Prao.g_00119
OG0000264	Syai.g_01962	Prao.g_00129
OG0000265	Syai.g_02245	Prao.g_00648
OG0000266	Syai.g_01401	Prao.g_00658
OG0000267	Syai.g_01569	Prao.g_00669
OG0000268	Syai.g_01568	Prao.g_00670
OG0000269	Syai.g_01316	Prao.g_00736
OG0000270	Syai.g_01319	Prao.g_00739
OG0000271	Syai.g_01327	Prao.g_00747
OG0000272	Syai.g_01328	Prao.g_00748
OG0000273	Syai.g_02037	Prao.g_00771
OG0000274	Syai.g_02038	Prao.g_00772
OG0000275	Syai.g_02043	Prao.g_00775
OG0000276	Syai.g_02051	Prao.g_00780
OG0000277	Syai.g_02052	Prao.g_00781
OG0000278	Syai.g_02055	Prao.g_00784
OG0000279	Syai.g_02063	Prao.g_00791
OG0000280	Syai.g_02084	Prao.g_00792
OG0000281	Syai.g_01719	Prao.g_00797
OG0000282	Syai.g_01263	Prao.g_00847
OG0000283	Syai.g_01554	Prao.g_00879
OG0000284	Syai.g_01548	Prao.g_00884
OG0000285	Syai.g_01522	Prao.g_00889
OG0000286	Syai.g_01504	Prao.g_00901
OG0000288	Syai.g_01435	Prao.g_00947
OG0000289	Syai.g_01421	Prao.g_00958
OG0000290	Syai.g_02010	Prao.g_00971
OG0000291	Syai.g_02008	Prao.g_00973
OG0000292	Syai.g_02926	Prao.g_01025
OG0000293	Syai.g_02155	Prao.g_01098
OG0000294	Syai.g_02154	Prao.g_01097
OG0000295	Syai.g_02117	Prao.g_01077
OG0000296	Syai.g_02115	Prao.g_01075
OG0000297	Syai.g_01754	Prao.g_01067
OG0000298	Syai.g_01755	Prao.g_01066
OG0000299	Syai.g_01783	Prao.g_01049
OG0000300	Syai.g_01790	Prao.g_01046
OG0000301	Syai.g_01791	Prao.g_01045
OG0000302	Syai.g_01793	Prao.g_01043
OG0000303	Syai.g_01802	Prao.g_01036
OG0000304	Syai.g_01826	Prao.g_01032
OG0000305	Syai.g_02005	Prao.g_01247
OG0000306	Syai.g_02090	Prao.g_01244
OG0000307	Syai.g_00619	Prao.g_01230
OG0000308	Syai.g_00617	Prao.g_01229
OG0000309	Syai.g_00612	Prao.g_01225
OG0000310	Syai.g_00989	Prao.g_01382
OG0000311	Syai.g_00985	Prao.g_01384
OG0000312	Syai.g_00966	Prao.g_01387
OG0000313	Syai.g_00949	Prao.g_01401
OG0000314	Syai.g_00908	Prao.g_01423
OG0000315	Syai.g_00897	Prao.g_01433
OG0000316	Syai.g_02320, Syai.g_02322	Prao.g_01453
OG0000317	Syai.g_02373	Prao.g_01550
OG0000318	Syai.g_02379	Prao.g_01553
OG0000319	Syai.g_02395	Prao.g_01566
OG0000320	Syai.g_02397	Prao.g_01568
OG0000321	Syai.g_02398	Prao.g_01569
OG0000322	Syai.g_02399	Prao.g_01570
OG0000323	Syai.g_02413	Prao.g_01579
OG0000324	Syai.g_02272	Prao.g_01605
OG0000325	Syai.g_00320	Prao.g_01616
OG0000326	Syai.g_00327	Prao.g_01622
OG0000327	Syai.g_00359	Prao.g_01646
OG0000328	Syai.g_00360	Prao.g_01647
OG0000329	Syai.g_00378	Prao.g_01664
OG0000330	Syai.g_00379	Prao.g_01665
OG0000331	Syai.g_00380	Prao.g_01666
OG0000332	Syai.g_00395	Prao.g_01680
OG0000333	Syai.g_00398	Prao.g_01682
OG0000334	Syai.g_00407	Prao.g_01690
OG0000335	Syai.g_00412	Prao.g_01695
OG0000336	Syai.g_00416	Prao.g_01699
OG0000337	Syai.g_00169	Prao.g_01715
OG0000338	Syai.g_00166	Prao.g_01716
OG0000339	Syai.g_00160	Prao.g_01720
OG0000340	Syai.g_00133	Prao.g_01728
OG0000341	Syai.g_00131	Prao.g_01730
OG0000342	Syai.g_00130	Prao.g_01731
OG0000343	Syai.g_00129	Prao.g_01732
OG0000344	Syai.g_00125	Prao.g_01735
OG0000345	Syai.g_00115	Prao.g_01740
OG0000346	Syai.g_00110	Prao.g_01744
OG0000347	Syai.g_00087	Prao.g_01760
OG0000348	Syai.g_00076	Prao.g_01770
OG0000349	Syai.g_00057	Prao.g_01787
OG0000350	Syai.g_00334	Prao.g_01806
OG0000351	Syai.g_02904	Prao.g_01823
OG0000352	Syai.g_02905	Prao.g_01824
OG0000353	Syai.g_02932	Prao.g_01840
OG0000354	Syai.g_00019	Prao.g_00637
OG0000355	Syai.g_00001	Prao.g_01842
OG0000356	Syai.g_00002	Prao.g_01843
OG0000357	Syai.g_00003	Prao.g_01844
OG0000358	Syai.g_00007	Prao.g_01848
OG0000359	Syai.g_00009	Prao.g_01849
OG0000360	Syai.g_00010	Prao.g_01850
OG0000361	Syai.g_00011	Prao.g_00157
OG0000362	Syai.g_00013	Prao.g_00159
OG0000363	Syai.g_00015	Prao.g_00161
OG0000364	Syai.g_00016	Prao.g_00162
OG0000365	Syai.g_00027	Prao.g_00167
OG0000366	Syai.g_00028	Prao.g_00168
OG0000367	Syai.g_00029	Prao.g_00169
OG0000368	Syai.g_00031	Prao.g_00171
OG0000369	Syai.g_00032	Prao.g_00172
OG0000370	Syai.g_00033	Prao.g_00173
OG0000371	Syai.g_00041	Prao.g_00178
OG0000372	Syai.g_00047	Prao.g_00181
OG0000373	Syai.g_00048	Prao.g_00182
OG0000374	Syai.g_00049	Prao.g_00183
OG0000375	Syai.g_00053	Prao.g_00186
OG0000376	Syai.g_00055	Prao.g_00188
OG0000377	Syai.g_02769	Prao.g_00191
OG0000378	Syai.g_02751	Prao.g_00193
OG0000379	Syai.g_02733	Prao.g_00196
OG0000380	Syai.g_02472	Prao.g_00205
OG0000381	Syai.g_02475	Prao.g_00209
OG0000382	Syai.g_02493	Prao.g_00220
OG0000383	Syai.g_02498	Prao.g_00222
OG0000384	Syai.g_02499	Prao.g_00223
OG0000385	Syai.g_02500	Prao.g_00224
OG0000386	Syai.g_02501	Prao.g_00225
OG0000387	Syai.g_02534	Prao.g_00238
OG0000388	Syai.g_02538	Prao.g_00241
OG0000389	Syai.g_02542	Prao.g_00244
OG0000390	Syai.g_02556	Prao.g_00251
OG0000391	Syai.g_02561	Prao.g_00255
OG0000392	Syai.g_02568	Prao.g_00259
OG0000393	Syai.g_02570	Prao.g_00261
OG0000394	Syai.g_02571	Prao.g_00262
OG0000395	Syai.g_02572	Prao.g_00263
OG0000396	Syai.g_02575	Prao.g_00266
OG0000397	Syai.g_02577	Prao.g_00268
OG0000398	Syai.g_02582	Prao.g_00270
OG0000399	Syai.g_02583	Prao.g_00271
OG0000400	Syai.g_02584	Prao.g_00272
OG0000401	Syai.g_02585	Prao.g_00273
OG0000402	Syai.g_02588	Prao.g_00274
OG0000403	Syai.g_02589	Prao.g_00275
OG0000404	Syai.g_02590	Prao.g_00276
OG0000405	Syai.g_02606	Prao.g_00280
OG0000406	Syai.g_02610	Prao.g_00285
OG0000407	Syai.g_02611	Prao.g_00286
OG0000408	Syai.g_02613	Prao.g_00288
OG0000409	Syai.g_02615	Prao.g_00290
OG0000410	Syai.g_02616	Prao.g_00291
OG0000411	Syai.g_02617	Prao.g_00292
OG0000412	Syai.g_02618	Prao.g_00293
OG0000413	Syai.g_02620	Prao.g_00294
OG0000414	Syai.g_02621	Prao.g_00295
OG0000415	Syai.g_02622	Prao.g_00296
OG0000416	Syai.g_02623	Prao.g_00297
OG0000417	Syai.g_02624	Prao.g_00298
OG0000418	Syai.g_02629	Prao.g_00303
OG0000419	Syai.g_02631	Prao.g_00305
OG0000420	Syai.g_02633	Prao.g_00306
OG0000421	Syai.g_02638	Prao.g_00311
OG0000422	Syai.g_02639	Prao.g_00312
OG0000423	Syai.g_02640	Prao.g_00313
OG0000424	Syai.g_02641	Prao.g_00314
OG0000425	Syai.g_02642	Prao.g_00315
OG0000426	Syai.g_02643	Prao.g_00316
OG0000427	Syai.g_02644	Prao.g_00317
OG0000428	Syai.g_02647	Prao.g_00319
OG0000429	Syai.g_02649	Prao.g_00320
OG0000430	Syai.g_02650	Prao.g_00321
OG0000431	Syai.g_02654	Prao.g_00323
OG0000432	Syai.g_02660	Prao.g_00326
OG0000433	Syai.g_02662	Prao.g_00327
OG0000434	Syai.g_02663	Prao.g_00328
OG0000435	Syai.g_02666	Prao.g_00329
OG0000436	Syai.g_02671	Prao.g_00334
OG0000437	Syai.g_02672	Prao.g_00335
OG0000438	Syai.g_02673	Prao.g_00336
OG0000439	Syai.g_02675	Prao.g_00338
OG0000440	Syai.g_02676	Prao.g_00339
OG0000441	Syai.g_02681	Prao.g_00342
OG0000442	Syai.g_02682	Prao.g_00343
OG0000443	Syai.g_02683	Prao.g_00344
OG0000444	Syai.g_02688	Prao.g_00349
OG0000445	Syai.g_02689	Prao.g_00350
OG0000446	Syai.g_02690	Prao.g_00351
OG0000447	Syai.g_02693	Prao.g_00352
OG0000448	Syai.g_02694	Prao.g_00353
OG0000449	Syai.g_02695	Prao.g_00354
OG0000450	Syai.g_02696	Prao.g_00355
OG0000451	Syai.g_02697	Prao.g_00356
OG0000452	Syai.g_02701	Prao.g_00359
OG0000453	Syai.g_02702	Prao.g_00360
OG0000454	Syai.g_02703	Prao.g_00361
OG0000455	Syai.g_02704	Prao.g_00362
OG0000456	Syai.g_02705	Prao.g_00363
OG0000457	Syai.g_02707	Prao.g_00364
OG0000458	Syai.g_02708	Prao.g_00365
OG0000459	Syai.g_02709	Prao.g_00366
OG0000460	Syai.g_00535	Prao.g_00373
OG0000461	Syai.g_00314	Prao.g_00380
OG0000462	Syai.g_00311	Prao.g_00382
OG0000463	Syai.g_00310	Prao.g_00383
OG0000464	Syai.g_00309	Prao.g_00384
OG0000465	Syai.g_00307	Prao.g_00385
OG0000466	Syai.g_00303	Prao.g_00388
OG0000467	Syai.g_00301	Prao.g_00389
OG0000468	Syai.g_00296	Prao.g_00391
OG0000469	Syai.g_00282	Prao.g_00400
OG0000470	Syai.g_00280	Prao.g_00402
OG0000471	Syai.g_00279	Prao.g_00403
OG0000472	Syai.g_00277	Prao.g_00404
OG0000473	Syai.g_00275	Prao.g_00406
OG0000474	Syai.g_00274	Prao.g_00407
OG0000475	Syai.g_00273	Prao.g_00408
OG0000476	Syai.g_00271	Prao.g_00409
OG0000477	Syai.g_00265	Prao.g_00412
OG0000478	Syai.g_00264	Prao.g_00413
OG0000479	Syai.g_00263	Prao.g_00414
OG0000480	Syai.g_00256	Prao.g_00419
OG0000481	Syai.g_00254	Prao.g_00421
OG0000482	Syai.g_00253	Prao.g_00422
OG0000483	Syai.g_00249	Prao.g_00425
OG0000484	Syai.g_00248	Prao.g_00426
OG0000485	Syai.g_00247	Prao.g_00427
OG0000486	Syai.g_00246	Prao.g_00428
OG0000487	Syai.g_00240	Prao.g_00432
OG0000488	Syai.g_00236	Prao.g_00435
OG0000489	Syai.g_00226	Prao.g_00440
OG0000490	Syai.g_00218	Prao.g_00444
OG0000491	Syai.g_00217	Prao.g_00445
OG0000492	Syai.g_00214	Prao.g_00447
OG0000493	Syai.g_00213	Prao.g_00448
OG0000494	Syai.g_00212	Prao.g_00449
OG0000495	Syai.g_00211	Prao.g_00450
OG0000496	Syai.g_00210	Prao.g_00451
OG0000497	Syai.g_00209	Prao.g_00452
OG0000498	Syai.g_00208	Prao.g_00453
OG0000499	Syai.g_00207	Prao.g_00454
OG0000500	Syai.g_00206	Prao.g_00455
OG0000501	Syai.g_00203	Prao.g_00457
OG0000502	Syai.g_00192	Prao.g_00460
OG0000503	Syai.g_00486	Prao.g_00470
OG0000504	Syai.g_00488	Prao.g_00471
OG0000505	Syai.g_00489	Prao.g_00472
OG0000506	Syai.g_00491	Prao.g_00474
OG0000507	Syai.g_00497	Prao.g_00476
OG0000508	Syai.g_00501	Prao.g_00479
OG0000509	Syai.g_00503	Prao.g_00481
OG0000510	Syai.g_00504	Prao.g_00482
OG0000511	Syai.g_00505	Prao.g_00483
OG0000512	Syai.g_00507	Prao.g_00485
OG0000513	Syai.g_00521	Prao.g_00492
OG0000514	Syai.g_00528	Prao.g_00535
OG0000515	Syai.g_00529	Prao.g_00536
OG0000516	Syai.g_02223	Prao.g_00537
OG0000517	Syai.g_02229	Prao.g_00539
OG0000518	Syai.g_02211	Prao.g_00550
OG0000519	Syai.g_02210	Prao.g_00551
OG0000520	Syai.g_02209	Prao.g_00552
OG0000521	Syai.g_00842	Prao.g_00557
OG0000522	Syai.g_00844	Prao.g_00559
OG0000523	Syai.g_00845	Prao.g_00560
OG0000524	Syai.g_00852	Prao.g_00567
OG0000525	Syai.g_00856	Prao.g_00570
OG0000526	Syai.g_00859	Prao.g_00571
OG0000527	Syai.g_00863	Prao.g_00579
OG0000528	Syai.g_00633	Prao.g_00584
OG0000529	Syai.g_00639	Prao.g_00587
OG0000530	Syai.g_00642	Prao.g_00590
OG0000531	Syai.g_00643	Prao.g_00591
OG0000532	Syai.g_00646	Prao.g_00593
OG0000533	Syai.g_00647	Prao.g_00594
OG0000534	Syai.g_00648	Prao.g_00595
OG0000535	Syai.g_00649	Prao.g_00596
OG0000536	Syai.g_00650	Prao.g_00597
OG0000537	Syai.g_00651	Prao.g_00598
OG0000538	Syai.g_00662	Prao.g_00606
OG0000539	Syai.g_00663	Prao.g_00607
OG0000540	Syai.g_00664	Prao.g_00608
OG0000541	Syai.g_00665	Prao.g_00609
OG0000542	Syai.g_00668	Prao.g_00611
OG0000543	Syai.g_00670	Prao.g_00613
OG0000544	Syai.g_00671	Prao.g_00614
OG0000545	Syai.g_00673	Prao.g_00616
OG0000546	Syai.g_00675	Prao.g_00619
OG0000547	Syai.g_00677	Prao.g_00621
OG0000548	Syai.g_00678	Prao.g_00622
OG0000549	Syai.g_00684	Prao.g_00624
OG0000550	Syai.g_00689	Prao.g_00629
OG0000551	Syai.g_00694	Prao.g_00633
OG0000552	Syai.g_00695	Prao.g_00634
OG0000553	Syai.g_00698	Prao.g_00635
OG0000554	Syai.g_00708	Prao.g_01857
OG0000555	Syai.g_00725	Prao.g_01161
OG0000556	Syai.g_00728	Prao.g_01163
OG0000557	Syai.g_00730	Prao.g_01164
OG0000558	Syai.g_00732	Prao.g_01166
OG0000559	Syai.g_00736	Prao.g_01170
OG0000560	Syai.g_00739	Prao.g_01173
OG0000561	Syai.g_00740	Prao.g_01174
OG0000562	Syai.g_00741	Prao.g_01175
OG0000563	Syai.g_00742	Prao.g_01176
OG0000564	Syai.g_00743	Prao.g_01177
OG0000565	Syai.g_00746	Prao.g_01180
OG0000566	Syai.g_00750	Prao.g_01182
OG0000567	Syai.g_00754	Prao.g_01186
OG0000568	Syai.g_00758	Prao.g_01187
OG0000569	Syai.g_00759	Prao.g_01862
OG0000570	Syai.g_00760	Prao.g_01863
OG0000571	Syai.g_00764	Prao.g_01865
OG0000572	Syai.g_00782	Prao.g_00025
OG0000573	Syai.g_00790	Prao.g_00030
OG0000574	Syai.g_00796	Prao.g_00031
OG0000575	Syai.g_00800	Prao.g_00035
OG0000576	Syai.g_00802	Prao.g_00037
OG0000577	Syai.g_00803	Prao.g_00038
OG0000578	Syai.g_00804	Prao.g_00039
OG0000579	Syai.g_00805	Prao.g_00040
OG0000580	Syai.g_00806	Prao.g_00041
OG0000581	Syai.g_00812	Prao.g_00043
OG0000582	Syai.g_01042	Prao.g_00046
OG0000583	Syai.g_01043	Prao.g_00047
OG0000584	Syai.g_01044	Prao.g_00048
OG0000585	Syai.g_01046	Prao.g_00050
OG0000586	Syai.g_01047	Prao.g_00051
OG0000587	Syai.g_01049	Prao.g_00052
OG0000588	Syai.g_01063	Prao.g_00056
OG0000589	Syai.g_01066	Prao.g_00060
OG0000590	Syai.g_01067	Prao.g_00061
OG0000591	Syai.g_01075	Prao.g_00064
OG0000592	Syai.g_01076	Prao.g_00065
OG0000593	Syai.g_01100	Prao.g_00071
OG0000594	Syai.g_01101	Prao.g_00072
