Orthogroup	Syai	Prbm
OG0000082	Syai.g_00781	Prbm.g_01900
OG0000084	Syai.g_00958	Prbm.g_01706
OG0000085	Syai.g_02365	Prbm.g_01834
OG0000086	Syai.g_02507	Prbm.g_00145
OG0000087	Syai.g_02592	Prbm.g_00198
OG0000088	Syai.g_02630	Prbm.g_00225
OG0000089	Syai.g_00517	Prbm.g_00423
OG0000090	Syai.g_00707	Prbm.g_00566
OG0000091	Syai.g_01112	Prbm.g_00673
OG0000092	Syai.g_01358	Prbm.g_00934
OG0000097	Syai.g_01787	Prbm.g_01502
OG0000098	Syai.g_01718	Prbm.g_01630
OG0000099	Syai.g_00199	Prbm.g_00394
OG0000100	Syai.g_01372	Prbm.g_01787
OG0000101	Syai.g_00404	Prbm.g_02033
OG0000102	Syai.g_00106	Prbm.g_02099
OG0000103	Syai.g_02912	Prbm.g_02218
OG0000104	Syai.g_02929	Prbm.g_02229
OG0000105	Syai.g_00267	Prbm.g_00331
OG0000106	Syai.g_01601	Prbm.g_01172, Prbm.g_01237
OG0000107	Syai.g_00319	Prbm.g_01949
OG0000108	Syai.g_00638	Prbm.g_00506
OG0000109	Syai.g_00653	Prbm.g_00519
OG0000110	Syai.g_00766	Prbm.g_00607
OG0000111	Syai.g_00884	Prbm.g_00736
OG0000112	Syai.g_01512	Prbm.g_00980
OG0000113	Syai.g_01367	Prbm.g_00838, Prbm.g_01191
OG0000114	Syai.g_01261	Prbm.g_00929
OG0000115	Syai.g_00932	Prbm.g_01803
OG0000116	Syai.g_02156	Prbm.g_01560
OG0000117	Syai.g_01756	Prbm.g_01522
OG0000118	Syai.g_00818	Prbm.g_01622
OG0000119	Syai.g_02127	Prbm.g_01653
OG0000120	Syai.g_00198	Prbm.g_00707
OG0000121	Syai.g_00951	Prbm.g_01712
OG0000122	Syai.g_01143	Prbm.g_01751
OG0000123	Syai.g_00411	Prbm.g_02040
OG0000124	Syai.g_00089	Prbm.g_02111
OG0000125	Syai.g_02782	Prbm.g_02176
OG0000126	Syai.g_02927	Prbm.g_02228
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Prbm.g_01460
OG0000128	Syai.g_00012	Prbm.g_00011
OG0000129	Syai.g_02771	Prbm.g_00053
OG0000130	Syai.g_02474	Prbm.g_00126
OG0000131	Syai.g_02608	Prbm.g_00204
OG0000132	Syai.g_02628	Prbm.g_00223
OG0000133	Syai.g_01507	Prbm.g_00377
OG0000134	Syai.g_00520	Prbm.g_00425
OG0000135	Syai.g_02826	Prbm.g_01389
OG0000136	Syai.g_02217	Prbm.g_00451
OG0000137	Syai.g_00865	Prbm.g_00500
OG0000138	Syai.g_00654	Prbm.g_00520
OG0000139	Syai.g_00714	Prbm.g_00570
OG0000140	Syai.g_00716	Prbm.g_00571
OG0000141	Syai.g_01041	Prbm.g_00638
OG0000142	Syai.g_01104	Prbm.g_00666
OG0000143	Syai.g_01108	Prbm.g_00670
OG0000144	Syai.g_01608	Prbm.g_00683
OG0000145	Syai.g_00660	Prbm.g_01094
OG0000146	Syai.g_01513	Prbm.g_00979
OG0000147	Syai.g_01514	Prbm.g_00978
OG0000148	Syai.g_01361	Prbm.g_00832
OG0000149	Syai.g_02059	Prbm.g_00862
OG0000150	Syai.g_00717	Prbm.g_00870
OG0000151	Syai.g_01280	Prbm.g_00940
OG0000152	Syai.g_01503	Prbm.g_00988
OG0000153	Syai.g_01461	Prbm.g_01006
OG0000154	Syai.g_01434	Prbm.g_01035
OG0000155	Syai.g_02109	Prbm.g_01527
OG0000156	Syai.g_02162	Prbm.g_01600
OG0000157	Syai.g_02163	Prbm.g_01601
OG0000158	Syai.g_00135	Prbm.g_02077
OG0000160	Syai.g_00952	Prbm.g_01711
OG0000161	Syai.g_00946	Prbm.g_01717
OG0000162	Syai.g_00939	Prbm.g_01723
OG0000163	Syai.g_02300	Prbm.g_01759
OG0000164	Syai.g_02411	Prbm.g_01863
OG0000165	Syai.g_02244	Prbm.g_01871
OG0000166	Syai.g_00364	Prbm.g_01996
OG0000167	Syai.g_00164	Prbm.g_02067
OG0000168	Syai.g_00134	Prbm.g_02078
OG0000169	Syai.g_00123	Prbm.g_02088
OG0000170	Syai.g_00116	Prbm.g_02090
OG0000171	Syai.g_00090	Prbm.g_02110
OG0000172	Syai.g_00083	Prbm.g_02146
OG0000173	Syai.g_00064	Prbm.g_02161
OG0000174	Syai.g_02828	Prbm.g_02192
OG0000175	Syai.g_02901	Prbm.g_02209
OG0000176	Syai.g_00004	Prbm.g_00004
OG0000177	Syai.g_00005	Prbm.g_00005
OG0000178	Syai.g_00006	Prbm.g_00006
OG0000179	Syai.g_00023	Prbm.g_00016
OG0000180	Syai.g_00024	Prbm.g_00017
OG0000181	Syai.g_00025	Prbm.g_00018
OG0000182	Syai.g_00026	Prbm.g_00019
OG0000183	Syai.g_00030	Prbm.g_00023
OG0000184	Syai.g_02756	Prbm.g_00055
OG0000185	Syai.g_02734	Prbm.g_00058
OG0000186	Syai.g_02469	Prbm.g_00121
OG0000187	Syai.g_02471	Prbm.g_00122
OG0000188	Syai.g_02494	Prbm.g_00139
OG0000189	Syai.g_02530	Prbm.g_00153
OG0000190	Syai.g_02532	Prbm.g_00154
OG0000191	Syai.g_02562	Prbm.g_00177
OG0000192	Syai.g_02569	Prbm.g_00181
OG0000193	Syai.g_02609	Prbm.g_00205
OG0000194	Syai.g_02612	Prbm.g_00208
OG0000195	Syai.g_02614	Prbm.g_00210
OG0000196	Syai.g_02625	Prbm.g_00220
OG0000197	Syai.g_02626	Prbm.g_00221
OG0000198	Syai.g_02627	Prbm.g_00222
OG0000199	Syai.g_02635	Prbm.g_00229
OG0000200	Syai.g_02651	Prbm.g_00243
OG0000202	Syai.g_02668	Prbm.g_00253
OG0000203	Syai.g_02669	Prbm.g_00254
OG0000204	Syai.g_02670	Prbm.g_00255
OG0000205	Syai.g_02677	Prbm.g_00262
OG0000206	Syai.g_02684	Prbm.g_00266
OG0000207	Syai.g_02686	Prbm.g_00268
OG0000208	Syai.g_02687	Prbm.g_00269
OG0000209	Syai.g_02699	Prbm.g_00278
OG0000210	Syai.g_02700	Prbm.g_00279
OG0000212	Syai.g_00544	Prbm.g_00301
OG0000213	Syai.g_00292	Prbm.g_00317
OG0000214	Syai.g_00276	Prbm.g_00325
OG0000215	Syai.g_00245	Prbm.g_00349
OG0000216	Syai.g_00241	Prbm.g_00350
OG0000217	Syai.g_00237	Prbm.g_00353
OG0000218	Syai.g_00235	Prbm.g_00355
OG0000219	Syai.g_00234	Prbm.g_00356
OG0000220	Syai.g_00233	Prbm.g_00357
OG0000221	Syai.g_00227	Prbm.g_00358
OG0000222	Syai.g_00215	Prbm.g_00366
OG0000223	Syai.g_00194	Prbm.g_00378
OG0000224	Syai.g_00186	Prbm.g_00380
OG0000225	Syai.g_00502	Prbm.g_00411
OG0000226	Syai.g_00506	Prbm.g_00415
OG0000227	Syai.g_00508	Prbm.g_00417
OG0000228	Syai.g_00516	Prbm.g_00422
OG0000229	Syai.g_02228	Prbm.g_00446
OG0000230	Syai.g_02226	Prbm.g_00448
OG0000231	Syai.g_02208	Prbm.g_00459
OG0000232	Syai.g_00846	Prbm.g_00484
OG0000233	Syai.g_00855	Prbm.g_00492
OG0000234	Syai.g_00866	Prbm.g_00501
OG0000235	Syai.g_00637	Prbm.g_00505
OG0000236	Syai.g_00652	Prbm.g_00518
OG0000237	Syai.g_00669	Prbm.g_00540
OG0000238	Syai.g_00674	Prbm.g_00546
OG0000239	Syai.g_00691	Prbm.g_00558
OG0000240	Syai.g_00692	Prbm.g_00559
OG0000241	Syai.g_01089, Syai.g_01085	Prbm.g_00563
OG0000242	Syai.g_00705	Prbm.g_00565
OG0000243	Syai.g_00726	Prbm.g_00576
OG0000244	Syai.g_00731	Prbm.g_00579
OG0000245	Syai.g_00733	Prbm.g_00581
OG0000246	Syai.g_00737	Prbm.g_00585
OG0000247	Syai.g_00748	Prbm.g_00595
OG0000248	Syai.g_00751	Prbm.g_00597
OG0000249	Syai.g_00753	Prbm.g_00599
OG0000250	Syai.g_00762	Prbm.g_00604
OG0000251	Syai.g_00789	Prbm.g_00620
OG0000252	Syai.g_00797	Prbm.g_00623
OG0000253	Syai.g_00798	Prbm.g_00625
OG0000254	Syai.g_01045	Prbm.g_00642
OG0000255	Syai.g_01061	Prbm.g_00648
OG0000256	Syai.g_01077	Prbm.g_00658
OG0000257	Syai.g_01084	Prbm.g_00661
OG0000258	Syai.g_01113	Prbm.g_00674
OG0000259	Syai.g_01229	Prbm.g_00691
OG0000260	Syai.g_01232	Prbm.g_00694
OG0000261	Syai.g_01235	Prbm.g_00697
OG0000262	Syai.g_01240	Prbm.g_00702
OG0000263	Syai.g_01776	Prbm.g_00716
OG0000264	Syai.g_01962	Prbm.g_00728
OG0000265	Syai.g_02245	Prbm.g_00742
OG0000266	Syai.g_01401	Prbm.g_00752
OG0000267	Syai.g_01569	Prbm.g_00765
OG0000268	Syai.g_01568	Prbm.g_00766
OG0000269	Syai.g_01316	Prbm.g_00809
OG0000270	Syai.g_01319	Prbm.g_00812
OG0000271	Syai.g_01327	Prbm.g_00820
OG0000272	Syai.g_01328	Prbm.g_00821
OG0000273	Syai.g_02037	Prbm.g_00845
OG0000274	Syai.g_02038	Prbm.g_00846
OG0000275	Syai.g_02043	Prbm.g_00848
OG0000276	Syai.g_02051	Prbm.g_00854
OG0000277	Syai.g_02052	Prbm.g_00855
OG0000278	Syai.g_02055	Prbm.g_00858
OG0000279	Syai.g_02063	Prbm.g_00865
OG0000281	Syai.g_01719	Prbm.g_00871
OG0000282	Syai.g_01263	Prbm.g_00931
OG0000283	Syai.g_01554	Prbm.g_00962
OG0000284	Syai.g_01548	Prbm.g_00967
OG0000285	Syai.g_01522	Prbm.g_00972
OG0000286	Syai.g_01504	Prbm.g_00987
OG0000287	Syai.g_01469	Prbm.g_00102
OG0000288	Syai.g_01435	Prbm.g_01034
OG0000289	Syai.g_01421	Prbm.g_01045
OG0000290	Syai.g_02010	Prbm.g_01061
OG0000291	Syai.g_02008	Prbm.g_01063
OG0000292	Syai.g_02926	Prbm.g_01210
OG0000293	Syai.g_02155	Prbm.g_01559
OG0000294	Syai.g_02154	Prbm.g_01558
OG0000295	Syai.g_02117	Prbm.g_01534
OG0000296	Syai.g_02115	Prbm.g_01532
OG0000297	Syai.g_01754	Prbm.g_01524
OG0000298	Syai.g_01755	Prbm.g_01523
OG0000299	Syai.g_01783	Prbm.g_01503
OG0000300	Syai.g_01790	Prbm.g_01500
OG0000301	Syai.g_01791	Prbm.g_01499
OG0000302	Syai.g_01793	Prbm.g_01497
OG0000303	Syai.g_01802	Prbm.g_01492
OG0000304	Syai.g_01826	Prbm.g_01489
OG0000305	Syai.g_02005	Prbm.g_01812
OG0000306	Syai.g_02090	Prbm.g_00875
OG0000307	Syai.g_00619	Prbm.g_01669
OG0000308	Syai.g_00617	Prbm.g_01670
OG0000309	Syai.g_00612	Prbm.g_01674
OG0000310	Syai.g_00989	Prbm.g_01694
OG0000311	Syai.g_00985	Prbm.g_01696
OG0000312	Syai.g_00966	Prbm.g_01699
OG0000313	Syai.g_00949	Prbm.g_01714
OG0000314	Syai.g_00908	Prbm.g_01735
OG0000315	Syai.g_00897	Prbm.g_01745
OG0000316	Syai.g_02320, Syai.g_02322	Prbm.g_01770
OG0000317	Syai.g_02373	Prbm.g_01839
OG0000318	Syai.g_02379	Prbm.g_01842
OG0000319	Syai.g_02395	Prbm.g_01853
OG0000320	Syai.g_02397	Prbm.g_01855
OG0000321	Syai.g_02398	Prbm.g_01856
OG0000322	Syai.g_02399	Prbm.g_01857
OG0000323	Syai.g_02413	Prbm.g_01866
OG0000324	Syai.g_02272	Prbm.g_01893
OG0000325	Syai.g_00320	Prbm.g_01950
OG0000326	Syai.g_00327	Prbm.g_01956
OG0000327	Syai.g_00359	Prbm.g_01991
OG0000328	Syai.g_00360	Prbm.g_01992
OG0000329	Syai.g_00378	Prbm.g_02009
OG0000330	Syai.g_00379	Prbm.g_02010
OG0000331	Syai.g_00380	Prbm.g_02011
OG0000332	Syai.g_00395	Prbm.g_02025
OG0000333	Syai.g_00398	Prbm.g_02027
OG0000334	Syai.g_00407	Prbm.g_02036
OG0000335	Syai.g_00412	Prbm.g_02041
OG0000336	Syai.g_00416	Prbm.g_02045
OG0000337	Syai.g_00169	Prbm.g_02064
OG0000338	Syai.g_00166	Prbm.g_02065
OG0000339	Syai.g_00160	Prbm.g_02070
OG0000340	Syai.g_00133	Prbm.g_02079
OG0000341	Syai.g_00131	Prbm.g_02081
OG0000342	Syai.g_00130	Prbm.g_02082
OG0000343	Syai.g_00129	Prbm.g_02083
OG0000344	Syai.g_00125	Prbm.g_02086
OG0000345	Syai.g_00115	Prbm.g_02091
OG0000346	Syai.g_00110	Prbm.g_02095
OG0000347	Syai.g_00087	Prbm.g_02114
OG0000348	Syai.g_00076	Prbm.g_02149
OG0000349	Syai.g_00057	Prbm.g_02167
OG0000350	Syai.g_00334	Prbm.g_02188
OG0000351	Syai.g_02904	Prbm.g_02212
OG0000352	Syai.g_02905	Prbm.g_02213
OG0000353	Syai.g_02932	Prbm.g_02232
OG0000354	Syai.g_00019	Prbm.g_01220
OG0000355	Syai.g_00001	Prbm.g_00001
OG0000356	Syai.g_00002	Prbm.g_00002
OG0000357	Syai.g_00003	Prbm.g_00003
OG0000358	Syai.g_00007	Prbm.g_00007
OG0000359	Syai.g_00009	Prbm.g_00008
OG0000360	Syai.g_00010	Prbm.g_00009
OG0000361	Syai.g_00011	Prbm.g_00010
OG0000362	Syai.g_00013	Prbm.g_00012
OG0000363	Syai.g_00015	Prbm.g_00014
OG0000364	Syai.g_00016	Prbm.g_00015
OG0000365	Syai.g_00027	Prbm.g_00020
OG0000366	Syai.g_00028	Prbm.g_00021
OG0000367	Syai.g_00029	Prbm.g_00022
OG0000368	Syai.g_00031	Prbm.g_00024
OG0000369	Syai.g_00032	Prbm.g_00025
OG0000370	Syai.g_00033	Prbm.g_00026
OG0000371	Syai.g_00041	Prbm.g_00032
OG0000372	Syai.g_00047	Prbm.g_00033
OG0000373	Syai.g_00048	Prbm.g_00034
OG0000374	Syai.g_00049	Prbm.g_00035
OG0000375	Syai.g_00053	Prbm.g_00049
OG0000376	Syai.g_00055	Prbm.g_00051
OG0000377	Syai.g_02769	Prbm.g_00054
OG0000378	Syai.g_02751	Prbm.g_00056
OG0000379	Syai.g_02733	Prbm.g_00059
OG0000380	Syai.g_02472	Prbm.g_00123
OG0000381	Syai.g_02475	Prbm.g_00127
OG0000382	Syai.g_02493	Prbm.g_00138
OG0000383	Syai.g_02498	Prbm.g_00140
OG0000384	Syai.g_02499	Prbm.g_00141
OG0000385	Syai.g_02500	Prbm.g_00142
OG0000386	Syai.g_02501	Prbm.g_00143
OG0000387	Syai.g_02534	Prbm.g_00156
OG0000388	Syai.g_02538	Prbm.g_00160
OG0000389	Syai.g_02542	Prbm.g_00163
OG0000390	Syai.g_02556	Prbm.g_00172
OG0000391	Syai.g_02561	Prbm.g_00176
OG0000392	Syai.g_02568	Prbm.g_00179
OG0000393	Syai.g_02570	Prbm.g_00182
OG0000394	Syai.g_02571	Prbm.g_00183
OG0000395	Syai.g_02572	Prbm.g_00184
OG0000396	Syai.g_02575	Prbm.g_00187
OG0000397	Syai.g_02577	Prbm.g_00189
OG0000398	Syai.g_02582	Prbm.g_00192
OG0000399	Syai.g_02583	Prbm.g_00193
OG0000400	Syai.g_02584	Prbm.g_00194
OG0000401	Syai.g_02585	Prbm.g_00195
OG0000402	Syai.g_02588	Prbm.g_01096
OG0000403	Syai.g_02589	Prbm.g_00196
OG0000404	Syai.g_02590	Prbm.g_00197
OG0000405	Syai.g_02606	Prbm.g_00202
OG0000406	Syai.g_02610	Prbm.g_00206
OG0000407	Syai.g_02611	Prbm.g_00207
OG0000408	Syai.g_02613	Prbm.g_00209
OG0000409	Syai.g_02615	Prbm.g_00211
OG0000410	Syai.g_02616	Prbm.g_00212
OG0000411	Syai.g_02617	Prbm.g_00213
OG0000412	Syai.g_02618	Prbm.g_00214
OG0000413	Syai.g_02620	Prbm.g_00215
OG0000414	Syai.g_02621	Prbm.g_00216
OG0000415	Syai.g_02622	Prbm.g_00217
OG0000416	Syai.g_02623	Prbm.g_00218
OG0000417	Syai.g_02624	Prbm.g_00219
OG0000418	Syai.g_02629	Prbm.g_00224
OG0000419	Syai.g_02631	Prbm.g_00226
OG0000420	Syai.g_02633	Prbm.g_00227
OG0000421	Syai.g_02638	Prbm.g_00232
OG0000422	Syai.g_02639	Prbm.g_00233
OG0000423	Syai.g_02640	Prbm.g_00234
OG0000424	Syai.g_02641	Prbm.g_00235
OG0000425	Syai.g_02642	Prbm.g_00236
OG0000426	Syai.g_02643	Prbm.g_00237
OG0000427	Syai.g_02644	Prbm.g_00238
OG0000428	Syai.g_02647	Prbm.g_00240
OG0000429	Syai.g_02649	Prbm.g_00241
OG0000430	Syai.g_02650	Prbm.g_00242
OG0000431	Syai.g_02654	Prbm.g_00244
OG0000432	Syai.g_02660	Prbm.g_00248
OG0000433	Syai.g_02662	Prbm.g_00249
OG0000434	Syai.g_02663	Prbm.g_00250
OG0000435	Syai.g_02666	Prbm.g_00251
OG0000436	Syai.g_02671	Prbm.g_00256
OG0000437	Syai.g_02672	Prbm.g_00257
OG0000438	Syai.g_02673	Prbm.g_00258
OG0000439	Syai.g_02675	Prbm.g_00260
OG0000440	Syai.g_02676	Prbm.g_00261
OG0000441	Syai.g_02681	Prbm.g_00263
OG0000442	Syai.g_02682	Prbm.g_00264
OG0000443	Syai.g_02683	Prbm.g_00265
OG0000444	Syai.g_02688	Prbm.g_00270
OG0000445	Syai.g_02689	Prbm.g_00271
OG0000446	Syai.g_02690	Prbm.g_00272
OG0000447	Syai.g_02693	Prbm.g_00273
OG0000448	Syai.g_02694	Prbm.g_00274
OG0000449	Syai.g_02695	Prbm.g_00275
OG0000450	Syai.g_02696	Prbm.g_00276
OG0000451	Syai.g_02697	Prbm.g_00277
OG0000452	Syai.g_02701	Prbm.g_00280
OG0000453	Syai.g_02702	Prbm.g_00281
OG0000454	Syai.g_02703	Prbm.g_00282
OG0000455	Syai.g_02704	Prbm.g_00283
OG0000456	Syai.g_02705	Prbm.g_00284
OG0000457	Syai.g_02707	Prbm.g_00285
OG0000458	Syai.g_02708	Prbm.g_00286
OG0000459	Syai.g_02709	Prbm.g_00287
OG0000460	Syai.g_00535	Prbm.g_00295
OG0000461	Syai.g_00314	Prbm.g_00303
OG0000462	Syai.g_00311	Prbm.g_00305
OG0000463	Syai.g_00310	Prbm.g_00306
OG0000464	Syai.g_00309	Prbm.g_00307
OG0000465	Syai.g_00307	Prbm.g_00308
OG0000466	Syai.g_00303	Prbm.g_00309
OG0000467	Syai.g_00301	Prbm.g_00310
OG0000468	Syai.g_00296	Prbm.g_00312
OG0000469	Syai.g_00282	Prbm.g_00320
OG0000470	Syai.g_00280	Prbm.g_00322
OG0000471	Syai.g_00279	Prbm.g_00323
OG0000472	Syai.g_00277	Prbm.g_00324
OG0000473	Syai.g_00275	Prbm.g_00326
OG0000474	Syai.g_00274	Prbm.g_00327
OG0000475	Syai.g_00273	Prbm.g_00328
OG0000476	Syai.g_00271	Prbm.g_00330
OG0000477	Syai.g_00265	Prbm.g_00332
OG0000478	Syai.g_00264	Prbm.g_00333
OG0000479	Syai.g_00263	Prbm.g_00334
OG0000480	Syai.g_00256	Prbm.g_00339
OG0000481	Syai.g_00254	Prbm.g_00341
OG0000482	Syai.g_00253	Prbm.g_00342
OG0000483	Syai.g_00249	Prbm.g_00345
OG0000484	Syai.g_00248	Prbm.g_00346
OG0000485	Syai.g_00247	Prbm.g_00347
OG0000486	Syai.g_00246	Prbm.g_00348
OG0000487	Syai.g_00240	Prbm.g_00351
OG0000488	Syai.g_00236	Prbm.g_00354
OG0000489	Syai.g_00226	Prbm.g_00359
OG0000490	Syai.g_00218	Prbm.g_00364
OG0000491	Syai.g_00217	Prbm.g_00365
OG0000492	Syai.g_00214	Prbm.g_00367
OG0000493	Syai.g_00213	Prbm.g_00368
OG0000494	Syai.g_00212	Prbm.g_00369
OG0000495	Syai.g_00211	Prbm.g_00370
OG0000496	Syai.g_00210	Prbm.g_00371
OG0000497	Syai.g_00209	Prbm.g_00372
OG0000498	Syai.g_00208	Prbm.g_00373
OG0000499	Syai.g_00207	Prbm.g_00374
OG0000500	Syai.g_00206	Prbm.g_00375
OG0000501	Syai.g_00203	Prbm.g_00376
OG0000502	Syai.g_00192	Prbm.g_00379
OG0000503	Syai.g_00486	Prbm.g_00400
OG0000504	Syai.g_00488	Prbm.g_00402
OG0000505	Syai.g_00489	Prbm.g_00403
OG0000506	Syai.g_00491	Prbm.g_00404
OG0000507	Syai.g_00497	Prbm.g_00407
OG0000508	Syai.g_00501	Prbm.g_00410
OG0000509	Syai.g_00503	Prbm.g_00412
OG0000510	Syai.g_00504	Prbm.g_00413
OG0000511	Syai.g_00505	Prbm.g_00414
OG0000512	Syai.g_00507	Prbm.g_00416
OG0000513	Syai.g_00521	Prbm.g_00426
OG0000514	Syai.g_00528	Prbm.g_00440
OG0000515	Syai.g_00529	Prbm.g_00441
OG0000516	Syai.g_02223	Prbm.g_00442
OG0000517	Syai.g_02229	Prbm.g_00445
OG0000518	Syai.g_02211	Prbm.g_00456
OG0000519	Syai.g_02210	Prbm.g_00457
OG0000520	Syai.g_02209	Prbm.g_00458
OG0000521	Syai.g_00842	Prbm.g_00480
OG0000522	Syai.g_00844	Prbm.g_00482
OG0000523	Syai.g_00845	Prbm.g_00483
OG0000524	Syai.g_00852	Prbm.g_00490
OG0000525	Syai.g_00856	Prbm.g_00494
OG0000526	Syai.g_00859	Prbm.g_00495
OG0000527	Syai.g_00863	Prbm.g_00498
OG0000528	Syai.g_00633	Prbm.g_00504
OG0000529	Syai.g_00639	Prbm.g_00507
OG0000530	Syai.g_00642	Prbm.g_00510
OG0000531	Syai.g_00643	Prbm.g_00511
OG0000532	Syai.g_00646	Prbm.g_00512
OG0000533	Syai.g_00647	Prbm.g_00513
OG0000534	Syai.g_00648	Prbm.g_00514
OG0000535	Syai.g_00649	Prbm.g_00515
OG0000536	Syai.g_00650	Prbm.g_00516
OG0000537	Syai.g_00651	Prbm.g_00517
OG0000538	Syai.g_00662	Prbm.g_00534
OG0000539	Syai.g_00663	Prbm.g_00535
OG0000540	Syai.g_00664	Prbm.g_00536
OG0000541	Syai.g_00665	Prbm.g_00537
OG0000542	Syai.g_00668	Prbm.g_00539
OG0000543	Syai.g_00670	Prbm.g_00541
OG0000544	Syai.g_00671	Prbm.g_00542
OG0000545	Syai.g_00673	Prbm.g_00544
OG0000546	Syai.g_00675	Prbm.g_00547
OG0000547	Syai.g_00677	Prbm.g_00549
OG0000548	Syai.g_00678	Prbm.g_00550
OG0000549	Syai.g_00684	Prbm.g_00553
OG0000550	Syai.g_00689	Prbm.g_00557
OG0000551	Syai.g_00694	Prbm.g_00560
OG0000552	Syai.g_00695	Prbm.g_00561
OG0000553	Syai.g_00698	Prbm.g_00562
OG0000554	Syai.g_00708	Prbm.g_00567
OG0000555	Syai.g_00725	Prbm.g_00575
OG0000556	Syai.g_00728	Prbm.g_00577
OG0000557	Syai.g_00730	Prbm.g_00578
OG0000558	Syai.g_00732	Prbm.g_00580
OG0000559	Syai.g_00736	Prbm.g_00584
OG0000560	Syai.g_00739	Prbm.g_00587
OG0000561	Syai.g_00740	Prbm.g_00588
