Orthogroup	Syai	Prae
OG0000039	Syai.g_02034	Prae.g_00660
OG0000041	Syai.g_02265	Prae.g_01669
OG0000042	Syai.g_00099	Prae.g_01822
OG0000045	Syai.g_02432	Prae.g_00371
OG0000047	Syai.g_00462	Prae.g_00331
OG0000048	Syai.g_00272	Prae.g_00374
OG0000051	Syai.g_01773	Prae.g_01294
OG0000052	Syai.g_00176	Prae.g_01416
OG0000053	Syai.g_00930	Prae.g_01479
OG0000054	Syai.g_01040	Prae.g_00580
OG0000055	Syai.g_02029	Prae.g_00787
OG0000057	Syai.g_01997	Prae.g_00672
OG0000058	Syai.g_00195	Prae.g_01417, Prae.g_01406
OG0000059	Syai.g_00351	Prae.g_01710
OG0000060	Syai.g_01758	Prae.g_01238
OG0000061	Syai.g_02144	Prae.g_01422, Prae.g_01163
OG0000063	Syai.g_00042	Prae.g_00033
OG0000066	Syai.g_01709, Syai.g_00719	Prae.g_00514
OG0000067	Syai.g_01321	Prae.g_00806
OG0000068	Syai.g_00628	Prae.g_01368
OG0000070	Syai.g_02196	Prae.g_00424
OG0000071	Syai.g_02179	Prae.g_01329
OG0000072	Syai.g_02636	Prae.g_00174
OG0000073	Syai.g_00659	Prae.g_00473
OG0000075	Syai.g_00161	Prae.g_01791
OG0000076	Syai.g_00111	Prae.g_01815
OG0000077	Syai.g_02486	Prae.g_00078
OG0000078	Syai.g_00543	Prae.g_00242
OG0000079	Syai.g_00300	Prae.g_00255
OG0000081	Syai.g_00553	Prae.g_00505
OG0000082	Syai.g_00781	Prae.g_00559
OG0000084	Syai.g_00958	Prae.g_01455
OG0000085	Syai.g_02365	Prae.g_01616
OG0000086	Syai.g_02507	Prae.g_00088
OG0000087	Syai.g_02592	Prae.g_00139
OG0000088	Syai.g_02630	Prae.g_00169
OG0000089	Syai.g_00517	Prae.g_00355
OG0000090	Syai.g_00707	Prae.g_00508
OG0000091	Syai.g_01112	Prae.g_00616
OG0000092	Syai.g_01358	Prae.g_00913
OG0000094	Syai.g_01424	Prae.g_01021
OG0000097	Syai.g_01787	Prae.g_01204
OG0000098	Syai.g_01718	Prae.g_01350
OG0000099	Syai.g_00199	Prae.g_01390
OG0000100	Syai.g_01372	Prae.g_01533
OG0000101	Syai.g_00404	Prae.g_01758
OG0000102	Syai.g_00106	Prae.g_01820
OG0000103	Syai.g_02912	Prae.g_01899
OG0000104	Syai.g_02929	Prae.g_01907
OG0000105	Syai.g_00267	Prae.g_01440
OG0000106	Syai.g_01601	Prae.g_00370
OG0000107	Syai.g_00319	Prae.g_00385
OG0000108	Syai.g_00638	Prae.g_00454
OG0000109	Syai.g_00653	Prae.g_00468
OG0000110	Syai.g_00766	Prae.g_00549
OG0000111	Syai.g_00884	Prae.g_00673
OG0000112	Syai.g_01512	Prae.g_00770
OG0000113	Syai.g_01367	Prae.g_00828
OG0000114	Syai.g_01261	Prae.g_00908
OG0000115	Syai.g_00932	Prae.g_01102
OG0000116	Syai.g_02156	Prae.g_01153
OG0000117	Syai.g_01756	Prae.g_01263
OG0000118	Syai.g_00818	Prae.g_01341
OG0000119	Syai.g_02127	Prae.g_01364
OG0000120	Syai.g_00198	Prae.g_01389
OG0000121	Syai.g_00951	Prae.g_01461
OG0000122	Syai.g_01143	Prae.g_01499
OG0000123	Syai.g_00411	Prae.g_01766
OG0000124	Syai.g_00089	Prae.g_01831
OG0000125	Syai.g_02782	Prae.g_01867
OG0000126	Syai.g_02927	Prae.g_01906
OG0000128	Syai.g_00012	Prae.g_00011
OG0000129	Syai.g_02771	Prae.g_00046
OG0000130	Syai.g_02474	Prae.g_00069
OG0000131	Syai.g_02608	Prae.g_00148
OG0000132	Syai.g_02628	Prae.g_00167
OG0000133	Syai.g_01507	Prae.g_00323
OG0000134	Syai.g_00520	Prae.g_00356
OG0000135	Syai.g_02826	Prae.g_00382
OG0000136	Syai.g_02217	Prae.g_00415
OG0000137	Syai.g_00865	Prae.g_00449
OG0000138	Syai.g_00654	Prae.g_00469
OG0000139	Syai.g_00714	Prae.g_00512
OG0000140	Syai.g_00716	Prae.g_00513
OG0000141	Syai.g_01041	Prae.g_00581
OG0000142	Syai.g_01104	Prae.g_00609
OG0000143	Syai.g_01108	Prae.g_00613
OG0000144	Syai.g_01608	Prae.g_00626
OG0000145	Syai.g_00660	Prae.g_00766
OG0000146	Syai.g_01513	Prae.g_00771
OG0000147	Syai.g_01514	Prae.g_00772
OG0000148	Syai.g_01361	Prae.g_00822
OG0000149	Syai.g_02059	Prae.g_00852
OG0000150	Syai.g_00717	Prae.g_00860
OG0000151	Syai.g_01280	Prae.g_00918
OG0000152	Syai.g_01503	Prae.g_00964
OG0000153	Syai.g_01461	Prae.g_00983
OG0000154	Syai.g_01434	Prae.g_01014
OG0000155	Syai.g_02109	Prae.g_01183
OG0000156	Syai.g_02162	Prae.g_01317
OG0000157	Syai.g_02163	Prae.g_01318
OG0000158	Syai.g_00135	Prae.g_01426
OG0000160	Syai.g_00952	Prae.g_01460
OG0000161	Syai.g_00946	Prae.g_01466
OG0000162	Syai.g_00939	Prae.g_01472
OG0000163	Syai.g_02300	Prae.g_01506
OG0000164	Syai.g_02411	Prae.g_01647
OG0000165	Syai.g_02244	Prae.g_01654
OG0000166	Syai.g_00364	Prae.g_01722
OG0000167	Syai.g_00164	Prae.g_01789
OG0000168	Syai.g_00134	Prae.g_01799
OG0000169	Syai.g_00123	Prae.g_01809
OG0000170	Syai.g_00116	Prae.g_01811
OG0000171	Syai.g_00090	Prae.g_01830
OG0000172	Syai.g_00083	Prae.g_01838
OG0000173	Syai.g_00064	Prae.g_01853
OG0000174	Syai.g_02828	Prae.g_01881
OG0000175	Syai.g_02901	Prae.g_01891
OG0000176	Syai.g_00004	Prae.g_00004
OG0000177	Syai.g_00005	Prae.g_00005
OG0000178	Syai.g_00006	Prae.g_00006
OG0000179	Syai.g_00023	Prae.g_00016
OG0000180	Syai.g_00024	Prae.g_00017
OG0000181	Syai.g_00025	Prae.g_00018
OG0000182	Syai.g_00026	Prae.g_00019
OG0000183	Syai.g_00030	Prae.g_00023
OG0000184	Syai.g_02756	Prae.g_00048
OG0000185	Syai.g_02734	Prae.g_00051
OG0000186	Syai.g_02469	Prae.g_00064
OG0000187	Syai.g_02471	Prae.g_00065
OG0000188	Syai.g_02494	Prae.g_00082
OG0000189	Syai.g_02530	Prae.g_00096
OG0000190	Syai.g_02532	Prae.g_00097
OG0000191	Syai.g_02562	Prae.g_00117
OG0000192	Syai.g_02569	Prae.g_00121
OG0000193	Syai.g_02609	Prae.g_00149
OG0000194	Syai.g_02612	Prae.g_00152
OG0000195	Syai.g_02614	Prae.g_00154
OG0000196	Syai.g_02625	Prae.g_00164
OG0000197	Syai.g_02626	Prae.g_00165
OG0000198	Syai.g_02627	Prae.g_00166
OG0000199	Syai.g_02635	Prae.g_00173
OG0000200	Syai.g_02651	Prae.g_00187
OG0000202	Syai.g_02668	Prae.g_00196
OG0000203	Syai.g_02669	Prae.g_00197
OG0000204	Syai.g_02670	Prae.g_00198
OG0000205	Syai.g_02677	Prae.g_00205
OG0000206	Syai.g_02684	Prae.g_00210
OG0000207	Syai.g_02686	Prae.g_00212
OG0000208	Syai.g_02687	Prae.g_00213
OG0000209	Syai.g_02699	Prae.g_00222
OG0000210	Syai.g_02700	Prae.g_00223
OG0000212	Syai.g_00544	Prae.g_00243
OG0000213	Syai.g_00292	Prae.g_00260
OG0000214	Syai.g_00276	Prae.g_00270
OG0000215	Syai.g_00245	Prae.g_00293
OG0000216	Syai.g_00241	Prae.g_00295
OG0000217	Syai.g_00237	Prae.g_00298
OG0000218	Syai.g_00235	Prae.g_00300
OG0000219	Syai.g_00234	Prae.g_00301
OG0000220	Syai.g_00233	Prae.g_00302
OG0000221	Syai.g_00227	Prae.g_00303
OG0000222	Syai.g_00215	Prae.g_00311
OG0000223	Syai.g_00194	Prae.g_00324
OG0000224	Syai.g_00186	Prae.g_00326
OG0000225	Syai.g_00502	Prae.g_00345
OG0000226	Syai.g_00506	Prae.g_00349
OG0000227	Syai.g_00508	Prae.g_00351
OG0000228	Syai.g_00516	Prae.g_00354
OG0000229	Syai.g_02228	Prae.g_00410
OG0000230	Syai.g_02226	Prae.g_00412
OG0000231	Syai.g_02208	Prae.g_00423
OG0000232	Syai.g_00846	Prae.g_00432
OG0000233	Syai.g_00855	Prae.g_00437
OG0000234	Syai.g_00866	Prae.g_00450
OG0000235	Syai.g_00637	Prae.g_00453
OG0000236	Syai.g_00652	Prae.g_00467
OG0000237	Syai.g_00669	Prae.g_00480
OG0000238	Syai.g_00674	Prae.g_00486
OG0000239	Syai.g_00691	Prae.g_00499
OG0000240	Syai.g_00692	Prae.g_00500
OG0000241	Syai.g_01089, Syai.g_01085	Prae.g_00504
OG0000242	Syai.g_00705	Prae.g_00506
OG0000243	Syai.g_00726	Prae.g_00518
OG0000244	Syai.g_00731	Prae.g_00521
OG0000245	Syai.g_00733	Prae.g_00523
OG0000246	Syai.g_00737	Prae.g_00527
OG0000247	Syai.g_00748	Prae.g_00537
OG0000248	Syai.g_00751	Prae.g_00539
OG0000249	Syai.g_00753	Prae.g_00541
OG0000250	Syai.g_00762	Prae.g_00546
OG0000251	Syai.g_00789	Prae.g_00565
OG0000252	Syai.g_00797	Prae.g_00568
OG0000253	Syai.g_00798	Prae.g_00569
OG0000254	Syai.g_01045	Prae.g_00585
OG0000255	Syai.g_01061	Prae.g_00591
OG0000256	Syai.g_01077	Prae.g_00601
OG0000257	Syai.g_01084	Prae.g_00604
OG0000258	Syai.g_01113	Prae.g_00617
OG0000259	Syai.g_01229	Prae.g_00634
OG0000260	Syai.g_01232	Prae.g_00637
OG0000261	Syai.g_01235	Prae.g_00639
OG0000262	Syai.g_01240	Prae.g_00643
OG0000263	Syai.g_01776	Prae.g_00655
OG0000264	Syai.g_01962	Prae.g_00665
OG0000265	Syai.g_02245	Prae.g_00711
OG0000266	Syai.g_01401	Prae.g_00721
OG0000267	Syai.g_01569	Prae.g_00732
OG0000268	Syai.g_01568	Prae.g_00733
OG0000269	Syai.g_01316	Prae.g_00801
OG0000270	Syai.g_01319	Prae.g_00804
OG0000271	Syai.g_01327	Prae.g_00812
OG0000272	Syai.g_01328	Prae.g_00813
OG0000273	Syai.g_02037	Prae.g_00836
OG0000274	Syai.g_02038	Prae.g_00837
OG0000275	Syai.g_02043	Prae.g_00839
OG0000276	Syai.g_02051	Prae.g_00844
OG0000277	Syai.g_02052	Prae.g_00845
OG0000278	Syai.g_02055	Prae.g_00848
OG0000279	Syai.g_02063	Prae.g_00855
OG0000280	Syai.g_02084	Prae.g_00856
OG0000281	Syai.g_01719	Prae.g_00861
OG0000282	Syai.g_01263	Prae.g_00910
OG0000283	Syai.g_01554	Prae.g_00941
OG0000284	Syai.g_01548	Prae.g_00946
OG0000285	Syai.g_01522	Prae.g_00951
OG0000286	Syai.g_01504	Prae.g_00963
OG0000288	Syai.g_01435	Prae.g_01013
OG0000289	Syai.g_01421	Prae.g_01024
OG0000290	Syai.g_02010	Prae.g_01037
OG0000291	Syai.g_02008	Prae.g_01039
OG0000292	Syai.g_02926	Prae.g_01090
OG0000293	Syai.g_02155	Prae.g_01154
OG0000294	Syai.g_02154	Prae.g_01155
OG0000295	Syai.g_02117	Prae.g_01175
OG0000296	Syai.g_02115	Prae.g_01177
OG0000297	Syai.g_01754	Prae.g_01185
OG0000298	Syai.g_01755	Prae.g_01186
OG0000299	Syai.g_01783	Prae.g_01203
OG0000300	Syai.g_01790	Prae.g_01206
OG0000301	Syai.g_01791	Prae.g_01207
OG0000302	Syai.g_01793	Prae.g_01209
OG0000303	Syai.g_01802	Prae.g_01216
OG0000304	Syai.g_01826	Prae.g_01220
OG0000305	Syai.g_02005	Prae.g_01360
OG0000306	Syai.g_02090	Prae.g_01363
OG0000307	Syai.g_00619	Prae.g_01377
OG0000308	Syai.g_00617	Prae.g_01378
OG0000309	Syai.g_00612	Prae.g_01382
OG0000310	Syai.g_00989	Prae.g_01444
OG0000311	Syai.g_00985	Prae.g_01446
OG0000312	Syai.g_00966	Prae.g_01449
OG0000313	Syai.g_00949	Prae.g_01463
OG0000314	Syai.g_00908	Prae.g_01486
OG0000315	Syai.g_00897	Prae.g_01496
OG0000316	Syai.g_02320, Syai.g_02322	Prae.g_01516
OG0000317	Syai.g_02373	Prae.g_01621
OG0000318	Syai.g_02379	Prae.g_01624
OG0000319	Syai.g_02395	Prae.g_01637
OG0000320	Syai.g_02397	Prae.g_01639
OG0000321	Syai.g_02398	Prae.g_01640
OG0000322	Syai.g_02399	Prae.g_01641
OG0000323	Syai.g_02413	Prae.g_01650
OG0000324	Syai.g_02272	Prae.g_01676
OG0000325	Syai.g_00320	Prae.g_01687
OG0000326	Syai.g_00327	Prae.g_01693
OG0000327	Syai.g_00359	Prae.g_01717
OG0000328	Syai.g_00360	Prae.g_01718
OG0000329	Syai.g_00378	Prae.g_01735
OG0000330	Syai.g_00379	Prae.g_01736
OG0000331	Syai.g_00380	Prae.g_01737
OG0000332	Syai.g_00395	Prae.g_01751
OG0000333	Syai.g_00398	Prae.g_01753
OG0000334	Syai.g_00407	Prae.g_01761
OG0000335	Syai.g_00412	Prae.g_01767
OG0000336	Syai.g_00416	Prae.g_01771
OG0000337	Syai.g_00169	Prae.g_01787
OG0000338	Syai.g_00166	Prae.g_01788
OG0000339	Syai.g_00160	Prae.g_01792
OG0000340	Syai.g_00133	Prae.g_01800
OG0000341	Syai.g_00131	Prae.g_01802
OG0000342	Syai.g_00130	Prae.g_01803
OG0000343	Syai.g_00129	Prae.g_01804
OG0000344	Syai.g_00125	Prae.g_01807
OG0000345	Syai.g_00115	Prae.g_01812
OG0000346	Syai.g_00110	Prae.g_01816
OG0000347	Syai.g_00087	Prae.g_01832
OG0000348	Syai.g_00076	Prae.g_01841
OG0000349	Syai.g_00057	Prae.g_01858
OG0000350	Syai.g_00334	Prae.g_01877
OG0000351	Syai.g_02904	Prae.g_01894
OG0000352	Syai.g_02905	Prae.g_01895
OG0000353	Syai.g_02932	Prae.g_01910
OG0000354	Syai.g_00019	Prae.g_00689
OG0000355	Syai.g_00001	Prae.g_00001
OG0000356	Syai.g_00002	Prae.g_00002
OG0000357	Syai.g_00003	Prae.g_00003
OG0000358	Syai.g_00007	Prae.g_00007
OG0000359	Syai.g_00009	Prae.g_00008
OG0000360	Syai.g_00010	Prae.g_00009
OG0000361	Syai.g_00011	Prae.g_00010
OG0000362	Syai.g_00013	Prae.g_00012
OG0000363	Syai.g_00015	Prae.g_00014
OG0000364	Syai.g_00016	Prae.g_00015
OG0000365	Syai.g_00027	Prae.g_00020
OG0000366	Syai.g_00028	Prae.g_00021
OG0000367	Syai.g_00029	Prae.g_00022
OG0000368	Syai.g_00031	Prae.g_00024
OG0000369	Syai.g_00032	Prae.g_00025
OG0000370	Syai.g_00033	Prae.g_00026
OG0000371	Syai.g_00041	Prae.g_00032
OG0000372	Syai.g_00047	Prae.g_00035
OG0000373	Syai.g_00048	Prae.g_00036
OG0000374	Syai.g_00049	Prae.g_00037
OG0000375	Syai.g_00053	Prae.g_00042
OG0000376	Syai.g_00055	Prae.g_00044
OG0000377	Syai.g_02769	Prae.g_00047
OG0000378	Syai.g_02751	Prae.g_00049
OG0000379	Syai.g_02733	Prae.g_00052
OG0000380	Syai.g_02472	Prae.g_00066
OG0000381	Syai.g_02475	Prae.g_00070
OG0000382	Syai.g_02493	Prae.g_00081
OG0000383	Syai.g_02498	Prae.g_00083
OG0000384	Syai.g_02499	Prae.g_00084
OG0000385	Syai.g_02500	Prae.g_00085
OG0000386	Syai.g_02501	Prae.g_00086
OG0000387	Syai.g_02534	Prae.g_00099
OG0000388	Syai.g_02538	Prae.g_00102
OG0000389	Syai.g_02542	Prae.g_00105
OG0000390	Syai.g_02556	Prae.g_00112
OG0000391	Syai.g_02561	Prae.g_00116
OG0000392	Syai.g_02568	Prae.g_00120
OG0000393	Syai.g_02570	Prae.g_00122
OG0000394	Syai.g_02571	Prae.g_00123
OG0000395	Syai.g_02572	Prae.g_00124
OG0000396	Syai.g_02575	Prae.g_00127
OG0000397	Syai.g_02577	Prae.g_00129
OG0000398	Syai.g_02582	Prae.g_00131
OG0000399	Syai.g_02583	Prae.g_00132
OG0000400	Syai.g_02584	Prae.g_00133
OG0000401	Syai.g_02585	Prae.g_00134
OG0000402	Syai.g_02588	Prae.g_00136
OG0000403	Syai.g_02589	Prae.g_00137
OG0000404	Syai.g_02590	Prae.g_00138
OG0000405	Syai.g_02606	Prae.g_00142
OG0000406	Syai.g_02610	Prae.g_00150
OG0000407	Syai.g_02611	Prae.g_00151
OG0000408	Syai.g_02613	Prae.g_00153
OG0000409	Syai.g_02615	Prae.g_00155
OG0000410	Syai.g_02616	Prae.g_00156
OG0000411	Syai.g_02617	Prae.g_00157
OG0000412	Syai.g_02618	Prae.g_00158
OG0000413	Syai.g_02620	Prae.g_00159
OG0000414	Syai.g_02621	Prae.g_00160
OG0000415	Syai.g_02622	Prae.g_00161
OG0000416	Syai.g_02623	Prae.g_00162
OG0000417	Syai.g_02624	Prae.g_00163
OG0000418	Syai.g_02629	Prae.g_00168
OG0000419	Syai.g_02631	Prae.g_00170
OG0000420	Syai.g_02633	Prae.g_00171
OG0000421	Syai.g_02638	Prae.g_00176
OG0000422	Syai.g_02639	Prae.g_00177
OG0000423	Syai.g_02640	Prae.g_00178
OG0000424	Syai.g_02641	Prae.g_00179
OG0000425	Syai.g_02642	Prae.g_00180
OG0000426	Syai.g_02643	Prae.g_00181
OG0000427	Syai.g_02644	Prae.g_00182
OG0000428	Syai.g_02647	Prae.g_00184
OG0000429	Syai.g_02649	Prae.g_00185
OG0000430	Syai.g_02650	Prae.g_00186
OG0000431	Syai.g_02654	Prae.g_00188
OG0000432	Syai.g_02660	Prae.g_00191
OG0000433	Syai.g_02662	Prae.g_00192
OG0000434	Syai.g_02663	Prae.g_00193
OG0000435	Syai.g_02666	Prae.g_00194
OG0000436	Syai.g_02671	Prae.g_00199
OG0000437	Syai.g_02672	Prae.g_00200
OG0000438	Syai.g_02673	Prae.g_00201
OG0000439	Syai.g_02675	Prae.g_00203
OG0000440	Syai.g_02676	Prae.g_00204
OG0000441	Syai.g_02681	Prae.g_00207
OG0000442	Syai.g_02682	Prae.g_00208
OG0000443	Syai.g_02683	Prae.g_00209
OG0000444	Syai.g_02688	Prae.g_00214
OG0000445	Syai.g_02689	Prae.g_00215
OG0000446	Syai.g_02690	Prae.g_00216
OG0000447	Syai.g_02693	Prae.g_00217
OG0000448	Syai.g_02694	Prae.g_00218
OG0000449	Syai.g_02695	Prae.g_00219
OG0000450	Syai.g_02696	Prae.g_00220
OG0000451	Syai.g_02697	Prae.g_00221
OG0000452	Syai.g_02701	Prae.g_00224
OG0000453	Syai.g_02702	Prae.g_00225
OG0000454	Syai.g_02703	Prae.g_00226
OG0000455	Syai.g_02704	Prae.g_00227
OG0000456	Syai.g_02705	Prae.g_00228
OG0000457	Syai.g_02707	Prae.g_00229
OG0000458	Syai.g_02708	Prae.g_00230
OG0000459	Syai.g_02709	Prae.g_00231
OG0000460	Syai.g_00535	Prae.g_00238
OG0000461	Syai.g_00314	Prae.g_00245
OG0000462	Syai.g_00311	Prae.g_00247
OG0000463	Syai.g_00310	Prae.g_00248
OG0000464	Syai.g_00309	Prae.g_00249
OG0000465	Syai.g_00307	Prae.g_00250
OG0000466	Syai.g_00303	Prae.g_00253
OG0000467	Syai.g_00301	Prae.g_00254
OG0000468	Syai.g_00296	Prae.g_00256
OG0000469	Syai.g_00282	Prae.g_00265
OG0000470	Syai.g_00280	Prae.g_00267
OG0000471	Syai.g_00279	Prae.g_00268
OG0000472	Syai.g_00277	Prae.g_00269
OG0000473	Syai.g_00275	Prae.g_00271
OG0000474	Syai.g_00274	Prae.g_00272
OG0000475	Syai.g_00273	Prae.g_00273
OG0000476	Syai.g_00271	Prae.g_00274
OG0000477	Syai.g_00265	Prae.g_00276
OG0000478	Syai.g_00264	Prae.g_00277
OG0000479	Syai.g_00263	Prae.g_00278
OG0000480	Syai.g_00256	Prae.g_00283
OG0000481	Syai.g_00254	Prae.g_00285
OG0000482	Syai.g_00253	Prae.g_00286
OG0000483	Syai.g_00249	Prae.g_00289
OG0000484	Syai.g_00248	Prae.g_00290
OG0000485	Syai.g_00247	Prae.g_00291
OG0000486	Syai.g_00246	Prae.g_00292
OG0000487	Syai.g_00240	Prae.g_00296
OG0000488	Syai.g_00236	Prae.g_00299
OG0000489	Syai.g_00226	Prae.g_00304
OG0000490	Syai.g_00218	Prae.g_00309
OG0000491	Syai.g_00217	Prae.g_00310
OG0000492	Syai.g_00214	Prae.g_00312
OG0000493	Syai.g_00213	Prae.g_00313
OG0000494	Syai.g_00212	Prae.g_00314
OG0000495	Syai.g_00211	Prae.g_00315
OG0000496	Syai.g_00210	Prae.g_00316
OG0000497	Syai.g_00209	Prae.g_00317
OG0000498	Syai.g_00208	Prae.g_00318
OG0000499	Syai.g_00207	Prae.g_00319
OG0000500	Syai.g_00206	Prae.g_00320
OG0000501	Syai.g_00203	Prae.g_00322
OG0000502	Syai.g_00192	Prae.g_00325
OG0000503	Syai.g_00486	Prae.g_00335
OG0000504	Syai.g_00488	Prae.g_00336
OG0000505	Syai.g_00489	Prae.g_00337
OG0000506	Syai.g_00491	Prae.g_00338
OG0000507	Syai.g_00497	Prae.g_00341
OG0000508	Syai.g_00501	Prae.g_00344
OG0000509	Syai.g_00503	Prae.g_00346
OG0000510	Syai.g_00504	Prae.g_00347
OG0000511	Syai.g_00505	Prae.g_00348
OG0000512	Syai.g_00507	Prae.g_00350
OG0000513	Syai.g_00521	Prae.g_00357
OG0000514	Syai.g_00528	Prae.g_00405
OG0000515	Syai.g_00529	Prae.g_00406
OG0000516	Syai.g_02223	Prae.g_00407
OG0000517	Syai.g_02229	Prae.g_00409
OG0000518	Syai.g_02211	Prae.g_00420
OG0000519	Syai.g_02210	Prae.g_00421
OG0000520	Syai.g_02209	Prae.g_00422
OG0000521	Syai.g_00842	Prae.g_00427
OG0000522	Syai.g_00844	Prae.g_00429
OG0000523	Syai.g_00845	Prae.g_00430
OG0000524	Syai.g_00852	Prae.g_00435
OG0000525	Syai.g_00856	Prae.g_00438
OG0000526	Syai.g_00859	Prae.g_00439
OG0000527	Syai.g_00863	Prae.g_00447
OG0000528	Syai.g_00633	Prae.g_00452
OG0000529	Syai.g_00639	Prae.g_00455
OG0000530	Syai.g_00642	Prae.g_00458
OG0000531	Syai.g_00643	Prae.g_00459
OG0000532	Syai.g_00646	Prae.g_00461
OG0000533	Syai.g_00647	Prae.g_00462
OG0000534	Syai.g_00648	Prae.g_00463
OG0000535	Syai.g_00649	Prae.g_00464
OG0000536	Syai.g_00650	Prae.g_00465
OG0000537	Syai.g_00651	Prae.g_00466
OG0000538	Syai.g_00662	Prae.g_00474
OG0000539	Syai.g_00663	Prae.g_00475
OG0000540	Syai.g_00664	Prae.g_00476
OG0000541	Syai.g_00665	Prae.g_00477
OG0000542	Syai.g_00668	Prae.g_00479
OG0000543	Syai.g_00670	Prae.g_00481
OG0000544	Syai.g_00671	Prae.g_00482
OG0000545	Syai.g_00673	Prae.g_00484
OG0000546	Syai.g_00675	Prae.g_00487
OG0000547	Syai.g_00677	Prae.g_00489
OG0000548	Syai.g_00678	Prae.g_00490
OG0000549	Syai.g_00684	Prae.g_00492
OG0000550	Syai.g_00689	Prae.g_00497
OG0000551	Syai.g_00694	Prae.g_00501
OG0000552	Syai.g_00695	Prae.g_00502
OG0000553	Syai.g_00698	Prae.g_00503
OG0000554	Syai.g_00708	Prae.g_00509
OG0000555	Syai.g_00725	Prae.g_00517
OG0000556	Syai.g_00728	Prae.g_00519
OG0000557	Syai.g_00730	Prae.g_00520
OG0000558	Syai.g_00732	Prae.g_00522
OG0000559	Syai.g_00736	Prae.g_00526
OG0000560	Syai.g_00739	Prae.g_00529
OG0000561	Syai.g_00740	Prae.g_00530
OG0000562	Syai.g_00741	Prae.g_00531
OG0000563	Syai.g_00742	Prae.g_00532
OG0000564	Syai.g_00743	Prae.g_00533
OG0000565	Syai.g_00746	Prae.g_00536
OG0000566	Syai.g_00750	Prae.g_00538
OG0000567	Syai.g_00754	Prae.g_00542
OG0000568	Syai.g_00758	Prae.g_00543
OG0000569	Syai.g_00759	Prae.g_00544
OG0000570	Syai.g_00760	Prae.g_00545
OG0000571	Syai.g_00764	Prae.g_00547
OG0000572	Syai.g_00782	Prae.g_00560
OG0000573	Syai.g_00790	Prae.g_00566
OG0000574	Syai.g_00796	Prae.g_00567
OG0000575	Syai.g_00800	Prae.g_00571
OG0000576	Syai.g_00802	Prae.g_00573
OG0000577	Syai.g_00803	Prae.g_00574
OG0000578	Syai.g_00804	Prae.g_00575
OG0000579	Syai.g_00805	Prae.g_00576
OG0000580	Syai.g_00806	Prae.g_00577
OG0000581	Syai.g_00812	Prae.g_00579
OG0000582	Syai.g_01042	Prae.g_00582
OG0000583	Syai.g_01043	Prae.g_00583
OG0000584	Syai.g_01044	Prae.g_00584
OG0000585	Syai.g_01046	Prae.g_00586
OG0000586	Syai.g_01047	Prae.g_00587
OG0000587	Syai.g_01049	Prae.g_00588
OG0000588	Syai.g_01063	Prae.g_00592
OG0000589	Syai.g_01066	Prae.g_00595
OG0000590	Syai.g_01067	Prae.g_00596
OG0000591	Syai.g_01075	Prae.g_00599
OG0000592	Syai.g_01076	Prae.g_00600
