Orthogroup	Syai	Syas
OG0000239	Syai.g_00691	Syas.g_00012
OG0000240	Syai.g_00692	Syas.g_00013
OG0000241	Syai.g_01089, Syai.g_01085	Syas.g_00754
OG0000242	Syai.g_00705	Syas.g_00059
OG0000243	Syai.g_00726	Syas.g_00777
OG0000244	Syai.g_00731	Syas.g_00784
OG0000245	Syai.g_00733	Syas.g_00786
OG0000246	Syai.g_00737	Syas.g_00790
OG0000247	Syai.g_00748	Syas.g_00802
OG0000249	Syai.g_00753	Syas.g_00807
OG0000250	Syai.g_00762	Syas.g_00814
OG0000251	Syai.g_00789	Syas.g_00845
OG0000252	Syai.g_00797	Syas.g_00950
OG0000253	Syai.g_00798	Syas.g_00846
OG0000254	Syai.g_01045	Syas.g_00869
OG0000255	Syai.g_01061	Syas.g_00132, Syas.g_01062
OG0000256	Syai.g_01077	Syas.g_00104
OG0000257	Syai.g_01084	Syas.g_00757
OG0000258	Syai.g_01113	Syas.g_00733
OG0000259	Syai.g_01229	Syas.g_00708, Syas.g_01006
OG0000260	Syai.g_01232	Syas.g_00705
OG0000261	Syai.g_01235	Syas.g_00701
OG0000262	Syai.g_01240	Syas.g_00695
OG0000263	Syai.g_01776	Syas.g_01103
OG0000264	Syai.g_01962	Syas.g_02588
OG0000266	Syai.g_01401	Syas.g_00186
OG0000267	Syai.g_01569	Syas.g_00377
OG0000268	Syai.g_01568	Syas.g_00390
OG0000269	Syai.g_01316	Syas.g_00601
OG0000270	Syai.g_01319	Syas.g_00598
OG0000271	Syai.g_01327	Syas.g_00590
OG0000272	Syai.g_01328	Syas.g_00589
OG0000273	Syai.g_02037	Syas.g_00563
OG0000274	Syai.g_02038	Syas.g_00562
OG0000275	Syai.g_02043	Syas.g_00230
OG0000276	Syai.g_02051	Syas.g_00237
OG0000278	Syai.g_02055	Syas.g_00241
OG0000279	Syai.g_02063	Syas.g_00288
OG0000280	Syai.g_02084	Syas.g_00889, Syas.g_00481
OG0000281	Syai.g_01719	Syas.g_00970
OG0000282	Syai.g_01263	Syas.g_00672
OG0000283	Syai.g_01554	Syas.g_00409
OG0000284	Syai.g_01548	Syas.g_00416
OG0000285	Syai.g_01522	Syas.g_00436
OG0000286	Syai.g_01504	Syas.g_00460
OG0000287	Syai.g_01469	Syas.g_00534
OG0000288	Syai.g_01435	Syas.g_00220
OG0000289	Syai.g_01421	Syas.g_00205
OG0000290	Syai.g_02010	Syas.g_01016
OG0000292	Syai.g_02926	Syas.g_02020
OG0000293	Syai.g_02155	Syas.g_01197
OG0000295	Syai.g_02117	Syas.g_01139
OG0000296	Syai.g_02115	Syas.g_01137
OG0000299	Syai.g_01783	Syas.g_01087
OG0000300	Syai.g_01790	Syas.g_01082
OG0000301	Syai.g_01791	Syas.g_01081
OG0000302	Syai.g_01793	Syas.g_01080
OG0000303	Syai.g_01802	Syas.g_01071
OG0000304	Syai.g_01826	Syas.g_01066
OG0000305	Syai.g_02005	Syas.g_01023
OG0000306	Syai.g_02090	Syas.g_01929
OG0000307	Syai.g_00619	Syas.g_01270
OG0000308	Syai.g_00617	Syas.g_01272
OG0000309	Syai.g_00612	Syas.g_01364
OG0000310	Syai.g_00989	Syas.g_02796
OG0000311	Syai.g_00985	Syas.g_02799
OG0000312	Syai.g_00966	Syas.g_02804
OG0000313	Syai.g_00949	Syas.g_02823
OG0000315	Syai.g_00897	Syas.g_01306
OG0000316	Syai.g_02320, Syai.g_02322	Syas.g_02728
OG0000317	Syai.g_02373	Syas.g_02687
OG0000318	Syai.g_02379	Syas.g_02680
OG0000319	Syai.g_02395	Syas.g_02663
OG0000320	Syai.g_02397	Syas.g_02661
OG0000321	Syai.g_02398	Syas.g_02660
OG0000322	Syai.g_02399	Syas.g_02659
OG0000323	Syai.g_02413	Syas.g_02646
OG0000324	Syai.g_02272	Syas.g_02578
OG0000325	Syai.g_00320	Syas.g_01668
OG0000327	Syai.g_00359	Syas.g_01634
OG0000328	Syai.g_00360	Syas.g_01633
OG0000329	Syai.g_00378	Syas.g_01615
OG0000330	Syai.g_00379	Syas.g_01614
OG0000331	Syai.g_00380	Syas.g_01613
OG0000333	Syai.g_00398	Syas.g_01595
OG0000334	Syai.g_00407	Syas.g_01586
OG0000335	Syai.g_00412	Syas.g_01581
OG0000336	Syai.g_00416	Syas.g_01577
OG0000337	Syai.g_00169	Syas.g_02211
OG0000338	Syai.g_00166	Syas.g_02199
OG0000339	Syai.g_00160	Syas.g_02192
OG0000340	Syai.g_00133	Syas.g_02183
OG0000341	Syai.g_00131	Syas.g_02181
OG0000342	Syai.g_00130	Syas.g_02180
OG0000343	Syai.g_00129	Syas.g_02176
OG0000344	Syai.g_00125	Syas.g_02172
OG0000345	Syai.g_00115	Syas.g_02160
OG0000346	Syai.g_00110	Syas.g_02155
OG0000347	Syai.g_00087	Syas.g_02136
OG0000348	Syai.g_00076	Syas.g_02107
OG0000349	Syai.g_00057	Syas.g_02085
OG0000350	Syai.g_00334	Syas.g_01654
OG0000351	Syai.g_02904	Syas.g_01998
OG0000352	Syai.g_02905	Syas.g_01999
OG0000353	Syai.g_02932	Syas.g_02033
OG0000354	Syai.g_00680	Syas.g_01209
OG0000354	Syai.g_00019	Syas.g_02052
OG0000355	Syai.g_00001	Syas.g_02035
OG0000356	Syai.g_00002	Syas.g_02036
OG0000357	Syai.g_00003	Syas.g_02037
OG0000358	Syai.g_00007	Syas.g_02041
OG0000359	Syai.g_00009	Syas.g_02043
OG0000360	Syai.g_00010	Syas.g_02044
OG0000361	Syai.g_00011	Syas.g_02045
OG0000362	Syai.g_00013	Syas.g_02047
OG0000363	Syai.g_00015	Syas.g_02049
OG0000364	Syai.g_00016	Syas.g_02685
OG0000365	Syai.g_00027	Syas.g_02058
OG0000366	Syai.g_00028	Syas.g_02059
OG0000368	Syai.g_00031	Syas.g_02062
OG0000369	Syai.g_00032	Syas.g_02063
OG0000370	Syai.g_00033	Syas.g_02064
OG0000371	Syai.g_00041	Syas.g_02073
OG0000372	Syai.g_00047	Syas.g_02078
OG0000373	Syai.g_00048	Syas.g_02079
OG0000374	Syai.g_00049	Syas.g_02080
OG0000375	Syai.g_00053	Syas.g_02081
OG0000376	Syai.g_00055	Syas.g_02083
OG0000377	Syai.g_02769	Syas.g_01879
OG0000378	Syai.g_02751	Syas.g_01867
OG0000379	Syai.g_02733	Syas.g_01859
OG0000380	Syai.g_02472	Syas.g_02523
OG0000381	Syai.g_02475	Syas.g_02521
OG0000382	Syai.g_02493	Syas.g_02503
OG0000383	Syai.g_02498	Syas.g_02480
OG0000384	Syai.g_02499	Syas.g_02479
OG0000385	Syai.g_02500	Syas.g_02478
OG0000386	Syai.g_02501	Syas.g_02477
OG0000387	Syai.g_02534	Syas.g_00134
OG0000388	Syai.g_02538	Syas.g_02426
OG0000389	Syai.g_02542	Syas.g_02422
OG0000390	Syai.g_02556	Syas.g_02406
OG0000391	Syai.g_02561	Syas.g_02401
OG0000392	Syai.g_02568	Syas.g_02396
OG0000393	Syai.g_02570	Syas.g_02394
OG0000394	Syai.g_02571	Syas.g_02393
OG0000395	Syai.g_02572	Syas.g_02392
OG0000396	Syai.g_02575	Syas.g_02389
OG0000397	Syai.g_02577	Syas.g_02387
OG0000398	Syai.g_02582	Syas.g_02382
OG0000399	Syai.g_02583	Syas.g_02381
OG0000400	Syai.g_02584	Syas.g_02380
OG0000401	Syai.g_02585	Syas.g_02379
OG0000402	Syai.g_02588	Syas.g_02377
OG0000403	Syai.g_02589	Syas.g_02376
OG0000404	Syai.g_02590	Syas.g_02375
OG0000405	Syai.g_02606	Syas.g_02369
OG0000406	Syai.g_02610	Syas.g_02365
OG0000407	Syai.g_02611	Syas.g_02364
OG0000408	Syai.g_02613	Syas.g_02361
OG0000409	Syai.g_02615	Syas.g_02359
OG0000410	Syai.g_02616	Syas.g_02358
OG0000411	Syai.g_02617	Syas.g_02357
OG0000412	Syai.g_02618	Syas.g_02356
OG0000413	Syai.g_02620	Syas.g_02354
OG0000414	Syai.g_02621	Syas.g_02353
OG0000415	Syai.g_02622	Syas.g_02352
OG0000416	Syai.g_02623	Syas.g_02351
OG0000417	Syai.g_02624	Syas.g_02338
OG0000418	Syai.g_02629	Syas.g_02333
OG0000419	Syai.g_02631	Syas.g_02331
OG0000420	Syai.g_02633	Syas.g_02329
OG0000421	Syai.g_02638	Syas.g_02324
OG0000422	Syai.g_02639	Syas.g_02323
OG0000423	Syai.g_02640	Syas.g_02322
OG0000424	Syai.g_02641	Syas.g_02321
OG0000425	Syai.g_02642	Syas.g_02320
OG0000426	Syai.g_02643	Syas.g_02319
OG0000427	Syai.g_02644	Syas.g_02318
OG0000428	Syai.g_02647	Syas.g_02315
OG0000429	Syai.g_02649	Syas.g_02312
OG0000430	Syai.g_02650	Syas.g_02311
OG0000431	Syai.g_02654	Syas.g_02296
OG0000432	Syai.g_02660	Syas.g_02288
OG0000433	Syai.g_02662	Syas.g_02286
OG0000434	Syai.g_02663	Syas.g_02285
OG0000435	Syai.g_02666	Syas.g_02282
OG0000436	Syai.g_02671	Syas.g_02273
OG0000437	Syai.g_02672	Syas.g_02272
OG0000438	Syai.g_02673	Syas.g_02271
OG0000439	Syai.g_02675	Syas.g_02269
OG0000440	Syai.g_02676	Syas.g_02268
OG0000441	Syai.g_02681	Syas.g_02265
OG0000442	Syai.g_02682	Syas.g_02259
OG0000443	Syai.g_02683	Syas.g_02241
OG0000444	Syai.g_02688	Syas.g_02234
OG0000445	Syai.g_02689	Syas.g_02233
OG0000446	Syai.g_02690	Syas.g_02231
OG0000447	Syai.g_02693	Syas.g_02229
OG0000448	Syai.g_02694	Syas.g_02228
OG0000449	Syai.g_02695	Syas.g_02226
OG0000450	Syai.g_02696	Syas.g_01834
OG0000451	Syai.g_02697	Syas.g_01835
OG0000452	Syai.g_02701	Syas.g_01844
OG0000453	Syai.g_02702	Syas.g_01845
OG0000454	Syai.g_02703	Syas.g_01846
OG0000455	Syai.g_02704	Syas.g_01847
OG0000456	Syai.g_02705	Syas.g_01848
OG0000457	Syai.g_02707	Syas.g_01850
OG0000458	Syai.g_02708	Syas.g_01851
OG0000459	Syai.g_02709	Syas.g_01852
OG0000460	Syai.g_00535	Syas.g_02554
OG0000461	Syai.g_00314	Syas.g_01686
OG0000462	Syai.g_00311	Syas.g_01688
OG0000463	Syai.g_00310	Syas.g_01689
OG0000464	Syai.g_00309	Syas.g_01690
OG0000465	Syai.g_00307	Syas.g_01692
OG0000466	Syai.g_00303	Syas.g_01697
OG0000467	Syai.g_00301	Syas.g_01698
OG0000468	Syai.g_00296	Syas.g_01703
OG0000469	Syai.g_00282	Syas.g_01725
OG0000470	Syai.g_00280	Syas.g_01727
OG0000471	Syai.g_00279	Syas.g_01728
OG0000472	Syai.g_00277	Syas.g_01729
OG0000473	Syai.g_00275	Syas.g_01731
OG0000474	Syai.g_00274	Syas.g_01732
OG0000475	Syai.g_00273	Syas.g_01733
OG0000476	Syai.g_00271	Syas.g_01735
OG0000477	Syai.g_00265	Syas.g_01740
OG0000478	Syai.g_00264	Syas.g_01741
OG0000479	Syai.g_00263	Syas.g_01749
OG0000480	Syai.g_00256	Syas.g_01756
OG0000481	Syai.g_00254	Syas.g_00161, Syas.g_00162
OG0000482	Syai.g_00253	Syas.g_01758
OG0000483	Syai.g_00249	Syas.g_01762
OG0000484	Syai.g_00248	Syas.g_01763
OG0000485	Syai.g_00247	Syas.g_01764
OG0000486	Syai.g_00246	Syas.g_01765
OG0000487	Syai.g_00240	Syas.g_01771
OG0000488	Syai.g_00236	Syas.g_01779
OG0000489	Syai.g_00226	Syas.g_01823
OG0000490	Syai.g_00218	Syas.g_01808
OG0000491	Syai.g_00217	Syas.g_01806
OG0000492	Syai.g_00214	Syas.g_01803
OG0000493	Syai.g_00213	Syas.g_01802
OG0000494	Syai.g_00212	Syas.g_01801
OG0000495	Syai.g_00211	Syas.g_01799
OG0000496	Syai.g_00210	Syas.g_01798
OG0000497	Syai.g_00209	Syas.g_01797
OG0000498	Syai.g_00208	Syas.g_01796
OG0000499	Syai.g_00207	Syas.g_01795
OG0000500	Syai.g_00206	Syas.g_01794
OG0000501	Syai.g_00203	Syas.g_01791
OG0000502	Syai.g_00192	Syas.g_02216
OG0000503	Syai.g_00486	Syas.g_01541
OG0000504	Syai.g_00488	Syas.g_01539
OG0000505	Syai.g_00489	Syas.g_01538
OG0000506	Syai.g_00491	Syas.g_01536
OG0000507	Syai.g_00497	Syas.g_01530
OG0000508	Syai.g_00501	Syas.g_01523
OG0000509	Syai.g_00503	Syas.g_01521
OG0000510	Syai.g_00504	Syas.g_01520
OG0000511	Syai.g_00505	Syas.g_01519
OG0000512	Syai.g_00507	Syas.g_01517
OG0000513	Syai.g_00521	Syas.g_01508
OG0000514	Syai.g_00528	Syas.g_01504
OG0000515	Syai.g_00529	Syas.g_01503
OG0000516	Syai.g_02223	Syas.g_01501
OG0000517	Syai.g_02229	Syas.g_01498
OG0000518	Syai.g_02211	Syas.g_00360, Syas.g_02746
OG0000519	Syai.g_02210	Syas.g_02747
OG0000520	Syai.g_02209	Syas.g_02748
OG0000521	Syai.g_00842	Syas.g_01281
OG0000522	Syai.g_00844	Syas.g_01279
OG0000523	Syai.g_00845	Syas.g_01278
OG0000524	Syai.g_00852	Syas.g_01354
OG0000525	Syai.g_00856	Syas.g_01342
OG0000526	Syai.g_00859	Syas.g_01340
OG0000527	Syai.g_00863	Syas.g_01335
OG0000528	Syai.g_00633	Syas.g_01256
OG0000529	Syai.g_00639	Syas.g_01252
OG0000530	Syai.g_00642	Syas.g_01249
OG0000531	Syai.g_00643	Syas.g_01248
OG0000532	Syai.g_00646	Syas.g_01245
OG0000533	Syai.g_00647	Syas.g_01243
OG0000534	Syai.g_00648	Syas.g_01242
OG0000535	Syai.g_00649	Syas.g_01241
OG0000536	Syai.g_00650	Syas.g_01240
OG0000537	Syai.g_00651	Syas.g_01238
OG0000538	Syai.g_00662	Syas.g_01228
OG0000539	Syai.g_00663	Syas.g_01227
OG0000540	Syai.g_00664	Syas.g_01226
OG0000541	Syai.g_00665	Syas.g_01225
OG0000542	Syai.g_00668	Syas.g_01221
OG0000543	Syai.g_00670	Syas.g_01219
OG0000544	Syai.g_00671	Syas.g_01218
OG0000545	Syai.g_00673	Syas.g_01216
OG0000546	Syai.g_00675	Syas.g_01214
OG0000547	Syai.g_00677	Syas.g_01212
OG0000548	Syai.g_00678	Syas.g_01211
OG0000549	Syai.g_00684	Syas.g_00005
OG0000550	Syai.g_00689	Syas.g_00010
OG0000551	Syai.g_00694	Syas.g_00015
OG0000552	Syai.g_00695	Syas.g_00016
OG0000553	Syai.g_00698	Syas.g_00019
OG0000554	Syai.g_00708	Syas.g_00063
OG0000555	Syai.g_00725	Syas.g_00775
OG0000556	Syai.g_00728	Syas.g_00781
OG0000557	Syai.g_00730	Syas.g_00783
OG0000558	Syai.g_00732	Syas.g_00785
OG0000559	Syai.g_00736	Syas.g_00789
OG0000560	Syai.g_00739	Syas.g_00792
OG0000561	Syai.g_00740	Syas.g_00793
OG0000562	Syai.g_00741	Syas.g_00794
OG0000563	Syai.g_00742	Syas.g_00795
OG0000564	Syai.g_00743	Syas.g_00796
OG0000565	Syai.g_00746	Syas.g_00800
OG0000566	Syai.g_00750	Syas.g_00804
OG0000567	Syai.g_00754	Syas.g_00808
OG0000568	Syai.g_00758	Syas.g_00810
OG0000569	Syai.g_00759	Syas.g_00811
OG0000570	Syai.g_00760	Syas.g_00812
OG0000571	Syai.g_00764	Syas.g_00815
OG0000572	Syai.g_00782	Syas.g_00839
OG0000573	Syai.g_00790	Syas.g_00952
OG0000574	Syai.g_00796	Syas.g_00951
OG0000575	Syai.g_00800	Syas.g_00848
OG0000576	Syai.g_00802	Syas.g_00850
OG0000577	Syai.g_00803	Syas.g_00851
OG0000578	Syai.g_00804	Syas.g_00852
OG0000579	Syai.g_00805	Syas.g_00853
OG0000580	Syai.g_00806	Syas.g_00854
OG0000581	Syai.g_00812	Syas.g_00861
OG0000582	Syai.g_01042	Syas.g_00873
OG0000583	Syai.g_01043	Syas.g_00872
OG0000584	Syai.g_01044	Syas.g_00871
OG0000585	Syai.g_01046	Syas.g_00868
OG0000586	Syai.g_01047	Syas.g_00867
OG0000587	Syai.g_01049	Syas.g_00865
OG0000588	Syai.g_01063	Syas.g_00960
OG0000589	Syai.g_01066	Syas.g_00121
OG0000590	Syai.g_01067	Syas.g_00120
OG0000591	Syai.g_01075	Syas.g_00106
OG0000592	Syai.g_01076	Syas.g_00105
OG0000593	Syai.g_01100	Syas.g_00750
OG0000594	Syai.g_01101	Syas.g_00749
OG0000595	Syai.g_01102	Syas.g_00748
OG0000596	Syai.g_01107	Syas.g_00743
OG0000597	Syai.g_01110	Syas.g_00740
OG0000598	Syai.g_01111	Syas.g_00739
OG0000599	Syai.g_01114	Syas.g_00732
OG0000600	Syai.g_01115	Syas.g_00731
OG0000601	Syai.g_01116	Syas.g_00730
OG0000602	Syai.g_01121	Syas.g_00725
OG0000603	Syai.g_01122	Syas.g_00724
OG0000604	Syai.g_01125	Syas.g_00721
OG0000605	Syai.g_01609	Syas.g_00719
OG0000606	Syai.g_01221	Syas.g_00716
OG0000607	Syai.g_01224	Syas.g_00713
OG0000608	Syai.g_01225	Syas.g_00712
OG0000609	Syai.g_01227	Syas.g_00710
OG0000610	Syai.g_01234	Syas.g_00702
OG0000611	Syai.g_01237	Syas.g_00699
OG0000612	Syai.g_01238	Syas.g_00698
OG0000613	Syai.g_00196	Syas.g_01825
