Orthogroup	Syai	Prbb
OG0000116	Syai.g_02156	Prbb.g_01528
OG0000117	Syai.g_01756	Prbb.g_01399
OG0000118	Syai.g_00818	Prbb.g_01598
OG0000119	Syai.g_02127	Prbb.g_01632
OG0000120	Syai.g_00198	Prbb.g_00678
OG0000121	Syai.g_00951	Prbb.g_01688
OG0000122	Syai.g_01143	Prbb.g_01727
OG0000123	Syai.g_00411	Prbb.g_02008
OG0000124	Syai.g_00089	Prbb.g_02079
OG0000125	Syai.g_02782	Prbb.g_02131
OG0000126	Syai.g_02927	Prbb.g_02183
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Prbb.g_01346
OG0000128	Syai.g_00012	Prbb.g_00012
OG0000129	Syai.g_02771	Prbb.g_00059
OG0000130	Syai.g_02474	Prbb.g_00124
OG0000131	Syai.g_02608	Prbb.g_00202
OG0000132	Syai.g_02628	Prbb.g_00221
OG0000133	Syai.g_01507	Prbb.g_00373
OG0000134	Syai.g_00520	Prbb.g_00418
OG0000135	Syai.g_02826	Prbb.g_01326
OG0000136	Syai.g_02217	Prbb.g_00446
OG0000137	Syai.g_00865	Prbb.g_00478
OG0000138	Syai.g_00654	Prbb.g_00499
OG0000139	Syai.g_00714	Prbb.g_00540
OG0000140	Syai.g_00716	Prbb.g_00541
OG0000141	Syai.g_01041	Prbb.g_00608
OG0000142	Syai.g_01104	Prbb.g_00636
OG0000143	Syai.g_01108	Prbb.g_00640
OG0000144	Syai.g_01608	Prbb.g_00653
OG0000145	Syai.g_00660	Prbb.g_01099
OG0000146	Syai.g_01513	Prbb.g_00982
OG0000147	Syai.g_01514	Prbb.g_00981
OG0000148	Syai.g_01361	Prbb.g_00801
OG0000149	Syai.g_02059	Prbb.g_00832
OG0000150	Syai.g_00717	Prbb.g_00840
OG0000151	Syai.g_01280	Prbb.g_00943
OG0000152	Syai.g_01503	Prbb.g_00991
OG0000153	Syai.g_01461	Prbb.g_01009
OG0000154	Syai.g_01434	Prbb.g_01040
OG0000155	Syai.g_02109	Prbb.g_01495
OG0000156	Syai.g_02162	Prbb.g_01575
OG0000157	Syai.g_02163	Prbb.g_01576
OG0000158	Syai.g_00135	Prbb.g_02044
OG0000160	Syai.g_00952	Prbb.g_01687
OG0000161	Syai.g_00946	Prbb.g_01693
OG0000162	Syai.g_00939	Prbb.g_01699
OG0000163	Syai.g_02300	Prbb.g_01735
OG0000164	Syai.g_02411	Prbb.g_01845
OG0000165	Syai.g_02244	Prbb.g_01853
OG0000166	Syai.g_00364	Prbb.g_01964
OG0000167	Syai.g_00164	Prbb.g_02034
OG0000168	Syai.g_00134	Prbb.g_02045
OG0000169	Syai.g_00123	Prbb.g_02055
OG0000170	Syai.g_00116	Prbb.g_02057
OG0000171	Syai.g_00090	Prbb.g_02078
OG0000172	Syai.g_00083	Prbb.g_02101
OG0000173	Syai.g_00064	Prbb.g_02116
OG0000174	Syai.g_02828	Prbb.g_02147
OG0000175	Syai.g_02901	Prbb.g_02165
OG0000176	Syai.g_00004	Prbb.g_00004
OG0000177	Syai.g_00005	Prbb.g_00005
OG0000178	Syai.g_00006	Prbb.g_00007, Prbb.g_00006
OG0000179	Syai.g_00023	Prbb.g_00017
OG0000180	Syai.g_00024	Prbb.g_00018
OG0000181	Syai.g_00025	Prbb.g_00019
OG0000182	Syai.g_00026	Prbb.g_00020
OG0000183	Syai.g_00030	Prbb.g_00024
OG0000184	Syai.g_02756	Prbb.g_00061
OG0000185	Syai.g_02734	Prbb.g_00064
OG0000186	Syai.g_02469	Prbb.g_00119
OG0000187	Syai.g_02471	Prbb.g_00120
OG0000188	Syai.g_02494	Prbb.g_00137
OG0000189	Syai.g_02530	Prbb.g_00151
OG0000190	Syai.g_02532	Prbb.g_00152
OG0000191	Syai.g_02562	Prbb.g_00175
OG0000192	Syai.g_02569	Prbb.g_00179
OG0000193	Syai.g_02609	Prbb.g_00203
OG0000194	Syai.g_02612	Prbb.g_00206
OG0000195	Syai.g_02614	Prbb.g_00208
OG0000196	Syai.g_02625	Prbb.g_00218
OG0000197	Syai.g_02626	Prbb.g_00219
OG0000198	Syai.g_02627	Prbb.g_00220
OG0000199	Syai.g_02635	Prbb.g_00227
OG0000200	Syai.g_02651	Prbb.g_00240
OG0000202	Syai.g_02668	Prbb.g_00250
OG0000203	Syai.g_02669	Prbb.g_00251
OG0000204	Syai.g_02670	Prbb.g_00252
OG0000205	Syai.g_02677	Prbb.g_00259
OG0000206	Syai.g_02684	Prbb.g_00263
OG0000207	Syai.g_02686	Prbb.g_00265
OG0000208	Syai.g_02687	Prbb.g_00266
OG0000209	Syai.g_02699	Prbb.g_00275
OG0000210	Syai.g_02700	Prbb.g_00276
OG0000212	Syai.g_00544	Prbb.g_00298
OG0000213	Syai.g_00292	Prbb.g_00313
OG0000214	Syai.g_00276	Prbb.g_00321
OG0000215	Syai.g_00245	Prbb.g_00344
OG0000216	Syai.g_00241	Prbb.g_00345
OG0000217	Syai.g_00237	Prbb.g_00348
OG0000218	Syai.g_00235	Prbb.g_00350
OG0000219	Syai.g_00234	Prbb.g_00351
OG0000220	Syai.g_00233	Prbb.g_00352
OG0000221	Syai.g_00227	Prbb.g_00353
OG0000222	Syai.g_00215	Prbb.g_00361
OG0000223	Syai.g_00194	Prbb.g_00374
OG0000224	Syai.g_00186	Prbb.g_00376
OG0000225	Syai.g_00502	Prbb.g_00405
OG0000226	Syai.g_00506	Prbb.g_00409
OG0000227	Syai.g_00508	Prbb.g_00411
OG0000228	Syai.g_00516	Prbb.g_00415
OG0000229	Syai.g_02228	Prbb.g_00441
OG0000230	Syai.g_02226	Prbb.g_00443
OG0000231	Syai.g_02208	Prbb.g_00454
OG0000232	Syai.g_00846	Prbb.g_00462
OG0000233	Syai.g_00855	Prbb.g_00470
OG0000234	Syai.g_00866	Prbb.g_00479
OG0000235	Syai.g_00637	Prbb.g_00483
OG0000236	Syai.g_00652	Prbb.g_00497
OG0000237	Syai.g_00669	Prbb.g_00510
OG0000238	Syai.g_00674	Prbb.g_00516
OG0000239	Syai.g_00691	Prbb.g_00528
OG0000240	Syai.g_00692	Prbb.g_00529
OG0000241	Syai.g_01089, Syai.g_01085	Prbb.g_00533
OG0000242	Syai.g_00705	Prbb.g_00535
OG0000243	Syai.g_00726	Prbb.g_00546
OG0000244	Syai.g_00731	Prbb.g_00550
OG0000245	Syai.g_00733	Prbb.g_00552
OG0000246	Syai.g_00737	Prbb.g_00556
OG0000247	Syai.g_00748	Prbb.g_00566
OG0000248	Syai.g_00751	Prbb.g_00568
OG0000249	Syai.g_00753	Prbb.g_00570
OG0000250	Syai.g_00762	Prbb.g_00575
OG0000251	Syai.g_00789	Prbb.g_00591
OG0000252	Syai.g_00797	Prbb.g_00593
OG0000253	Syai.g_00798	Prbb.g_00595
OG0000254	Syai.g_01045	Prbb.g_00612
OG0000255	Syai.g_01061	Prbb.g_00618
OG0000256	Syai.g_01077	Prbb.g_00628
OG0000257	Syai.g_01084	Prbb.g_00631
OG0000258	Syai.g_01113	Prbb.g_00644
OG0000259	Syai.g_01229	Prbb.g_00661
OG0000260	Syai.g_01232	Prbb.g_00665
OG0000261	Syai.g_01235	Prbb.g_00668
OG0000262	Syai.g_01240	Prbb.g_00673
OG0000263	Syai.g_01776	Prbb.g_00686
OG0000264	Syai.g_01962	Prbb.g_00697, Prbb.g_00698
OG0000265	Syai.g_02245	Prbb.g_00713
OG0000266	Syai.g_01401	Prbb.g_00723
OG0000267	Syai.g_01569	Prbb.g_00736
OG0000268	Syai.g_01568	Prbb.g_00737
OG0000269	Syai.g_01316	Prbb.g_00778
OG0000270	Syai.g_01319	Prbb.g_00781
OG0000271	Syai.g_01327	Prbb.g_00789
OG0000272	Syai.g_01328	Prbb.g_00790
OG0000273	Syai.g_02037	Prbb.g_00814
OG0000274	Syai.g_02038	Prbb.g_00815
OG0000275	Syai.g_02043	Prbb.g_00817
OG0000276	Syai.g_02051	Prbb.g_00823
OG0000277	Syai.g_02052	Prbb.g_00824
OG0000278	Syai.g_02055	Prbb.g_00828
OG0000279	Syai.g_02063	Prbb.g_00835
OG0000280	Syai.g_02084	Prbb.g_01370
OG0000281	Syai.g_01719	Prbb.g_00841
OG0000282	Syai.g_01263	Prbb.g_00934
OG0000283	Syai.g_01554	Prbb.g_00965
OG0000284	Syai.g_01548	Prbb.g_00970
OG0000285	Syai.g_01522	Prbb.g_00975
OG0000286	Syai.g_01504	Prbb.g_00990
OG0000287	Syai.g_01469	Prbb.g_00101
OG0000288	Syai.g_01435	Prbb.g_01039
OG0000289	Syai.g_01421	Prbb.g_01051
OG0000290	Syai.g_02010	Prbb.g_01067
OG0000291	Syai.g_02008	Prbb.g_01069
OG0000292	Syai.g_02926	Prbb.g_01238
OG0000293	Syai.g_02155	Prbb.g_01527
OG0000294	Syai.g_02154	Prbb.g_01526
OG0000295	Syai.g_02117	Prbb.g_01502
OG0000296	Syai.g_02115	Prbb.g_01500
OG0000297	Syai.g_01754	Prbb.g_01491
OG0000298	Syai.g_01755	Prbb.g_01490
OG0000299	Syai.g_01783	Prbb.g_01471
OG0000300	Syai.g_01790	Prbb.g_01468
OG0000301	Syai.g_01791	Prbb.g_01467
OG0000302	Syai.g_01793	Prbb.g_01464
OG0000303	Syai.g_01802	Prbb.g_01459
OG0000304	Syai.g_01826	Prbb.g_01456
OG0000305	Syai.g_02005	Prbb.g_01789
OG0000306	Syai.g_02090	Prbb.g_00845
OG0000307	Syai.g_00619	Prbb.g_01648
OG0000308	Syai.g_00617	Prbb.g_01649
OG0000309	Syai.g_00612	Prbb.g_01653
OG0000310	Syai.g_00989	Prbb.g_01671
OG0000311	Syai.g_00985	Prbb.g_01673
OG0000312	Syai.g_00966	Prbb.g_01676
OG0000313	Syai.g_00949	Prbb.g_01690
OG0000314	Syai.g_00908	Prbb.g_01711
OG0000315	Syai.g_00897	Prbb.g_01721
OG0000316	Syai.g_02320, Syai.g_02322	Prbb.g_01746
OG0000317	Syai.g_02373	Prbb.g_01821
OG0000318	Syai.g_02379	Prbb.g_01824
OG0000319	Syai.g_02395	Prbb.g_01835
OG0000320	Syai.g_02397	Prbb.g_01837
OG0000321	Syai.g_02398	Prbb.g_01838
OG0000322	Syai.g_02399	Prbb.g_01839
OG0000323	Syai.g_02413	Prbb.g_01848
OG0000324	Syai.g_02272	Prbb.g_01875
OG0000325	Syai.g_00320	Prbb.g_01924
OG0000326	Syai.g_00327	Prbb.g_01930
OG0000327	Syai.g_00359	Prbb.g_01959
OG0000328	Syai.g_00360	Prbb.g_01960
OG0000329	Syai.g_00378	Prbb.g_01977
OG0000330	Syai.g_00379	Prbb.g_01978
OG0000331	Syai.g_00380	Prbb.g_01979
OG0000332	Syai.g_00395	Prbb.g_01993
OG0000333	Syai.g_00398	Prbb.g_01995
OG0000334	Syai.g_00407	Prbb.g_02004
OG0000335	Syai.g_00412	Prbb.g_02009
OG0000336	Syai.g_00416	Prbb.g_02013
OG0000337	Syai.g_00169	Prbb.g_02031
OG0000338	Syai.g_00166	Prbb.g_02032
OG0000339	Syai.g_00160	Prbb.g_02037
OG0000340	Syai.g_00133	Prbb.g_02046
OG0000341	Syai.g_00131	Prbb.g_02048
OG0000342	Syai.g_00130	Prbb.g_02049
OG0000343	Syai.g_00129	Prbb.g_02050
OG0000344	Syai.g_00125	Prbb.g_02053
OG0000345	Syai.g_00115	Prbb.g_02058
OG0000346	Syai.g_00110	Prbb.g_02062
OG0000347	Syai.g_00087	Prbb.g_02082
OG0000348	Syai.g_00076	Prbb.g_02104
OG0000349	Syai.g_00057	Prbb.g_02122
OG0000350	Syai.g_00334	Prbb.g_02143
OG0000351	Syai.g_02904	Prbb.g_02168
OG0000352	Syai.g_02905	Prbb.g_02169
OG0000353	Syai.g_02932	Prbb.g_02188
OG0000355	Syai.g_00001	Prbb.g_00001
OG0000356	Syai.g_00002	Prbb.g_00002
OG0000357	Syai.g_00003	Prbb.g_00003
OG0000358	Syai.g_00007	Prbb.g_00008
OG0000359	Syai.g_00009	Prbb.g_00009
OG0000360	Syai.g_00010	Prbb.g_00010
OG0000361	Syai.g_00011	Prbb.g_00011
OG0000362	Syai.g_00013	Prbb.g_00013
OG0000363	Syai.g_00015	Prbb.g_00015
OG0000364	Syai.g_00016	Prbb.g_00016
OG0000365	Syai.g_00027	Prbb.g_00021
OG0000366	Syai.g_00028	Prbb.g_00022
OG0000367	Syai.g_00029	Prbb.g_00023
OG0000368	Syai.g_00031	Prbb.g_00025
OG0000369	Syai.g_00032	Prbb.g_00026
OG0000370	Syai.g_00033	Prbb.g_00027
OG0000371	Syai.g_00041	Prbb.g_00033
OG0000372	Syai.g_00047	Prbb.g_00035
OG0000373	Syai.g_00048	Prbb.g_00036
OG0000374	Syai.g_00049	Prbb.g_00037
OG0000375	Syai.g_00053	Prbb.g_00055
OG0000376	Syai.g_00055	Prbb.g_00057
OG0000377	Syai.g_02769	Prbb.g_00060
OG0000378	Syai.g_02751	Prbb.g_00062
OG0000379	Syai.g_02733	Prbb.g_00065
OG0000380	Syai.g_02472	Prbb.g_00121
OG0000381	Syai.g_02475	Prbb.g_00125
OG0000382	Syai.g_02493	Prbb.g_00136
OG0000383	Syai.g_02498	Prbb.g_00138
OG0000384	Syai.g_02499	Prbb.g_00139
OG0000385	Syai.g_02500	Prbb.g_00140
OG0000386	Syai.g_02501	Prbb.g_00141
OG0000387	Syai.g_02534	Prbb.g_00154
OG0000388	Syai.g_02538	Prbb.g_00158
OG0000389	Syai.g_02542	Prbb.g_00161
OG0000390	Syai.g_02556	Prbb.g_00170
OG0000391	Syai.g_02561	Prbb.g_00174
OG0000392	Syai.g_02568	Prbb.g_00177
OG0000393	Syai.g_02570	Prbb.g_00180
OG0000394	Syai.g_02571	Prbb.g_00181
OG0000395	Syai.g_02572	Prbb.g_00182
OG0000396	Syai.g_02575	Prbb.g_00185
OG0000397	Syai.g_02577	Prbb.g_00187
OG0000398	Syai.g_02582	Prbb.g_00190
OG0000399	Syai.g_02583	Prbb.g_00191
OG0000400	Syai.g_02584	Prbb.g_00192
OG0000401	Syai.g_02585	Prbb.g_00193
OG0000402	Syai.g_02588	Prbb.g_01101
OG0000403	Syai.g_02589	Prbb.g_00194
OG0000404	Syai.g_02590	Prbb.g_00195
OG0000405	Syai.g_02606	Prbb.g_00200
OG0000406	Syai.g_02610	Prbb.g_00204
OG0000407	Syai.g_02611	Prbb.g_00205
OG0000408	Syai.g_02613	Prbb.g_00207
OG0000409	Syai.g_02615	Prbb.g_00209
OG0000410	Syai.g_02616	Prbb.g_00210
OG0000411	Syai.g_02617	Prbb.g_00211
OG0000412	Syai.g_02618	Prbb.g_00212
OG0000413	Syai.g_02620	Prbb.g_00213
OG0000414	Syai.g_02621	Prbb.g_00214
OG0000415	Syai.g_02622	Prbb.g_00215
OG0000416	Syai.g_02623	Prbb.g_00216
OG0000417	Syai.g_02624	Prbb.g_00217
OG0000418	Syai.g_02629	Prbb.g_00222
OG0000419	Syai.g_02631	Prbb.g_00224
OG0000420	Syai.g_02633	Prbb.g_00225
OG0000421	Syai.g_02638	Prbb.g_00229
OG0000422	Syai.g_02639	Prbb.g_00230
OG0000423	Syai.g_02640	Prbb.g_00231
OG0000424	Syai.g_02641	Prbb.g_00232
OG0000425	Syai.g_02642	Prbb.g_00233
OG0000426	Syai.g_02643	Prbb.g_00234
OG0000427	Syai.g_02644	Prbb.g_00235
OG0000428	Syai.g_02647	Prbb.g_00237
OG0000429	Syai.g_02649	Prbb.g_00238
OG0000430	Syai.g_02650	Prbb.g_00239
OG0000431	Syai.g_02654	Prbb.g_00241
OG0000432	Syai.g_02660	Prbb.g_00245
OG0000433	Syai.g_02662	Prbb.g_00246
OG0000434	Syai.g_02663	Prbb.g_00247
OG0000435	Syai.g_02666	Prbb.g_00248
OG0000436	Syai.g_02671	Prbb.g_00253
OG0000437	Syai.g_02672	Prbb.g_00254
OG0000438	Syai.g_02673	Prbb.g_00255
OG0000439	Syai.g_02675	Prbb.g_00257
OG0000440	Syai.g_02676	Prbb.g_00258
OG0000441	Syai.g_02681	Prbb.g_00260
OG0000442	Syai.g_02682	Prbb.g_00261
OG0000443	Syai.g_02683	Prbb.g_00262
OG0000444	Syai.g_02688	Prbb.g_00267
OG0000445	Syai.g_02689	Prbb.g_00268
OG0000446	Syai.g_02690	Prbb.g_00269
OG0000447	Syai.g_02693	Prbb.g_00270
OG0000448	Syai.g_02694	Prbb.g_00271
OG0000449	Syai.g_02695	Prbb.g_00272
OG0000450	Syai.g_02696	Prbb.g_00273
OG0000451	Syai.g_02697	Prbb.g_00274
OG0000452	Syai.g_02701	Prbb.g_00277
OG0000453	Syai.g_02702	Prbb.g_00278
OG0000454	Syai.g_02703	Prbb.g_00279
OG0000455	Syai.g_02704	Prbb.g_00280
OG0000456	Syai.g_02705	Prbb.g_00281
OG0000457	Syai.g_02707	Prbb.g_00282
OG0000458	Syai.g_02708	Prbb.g_00283
OG0000459	Syai.g_02709	Prbb.g_00284
OG0000460	Syai.g_00535	Prbb.g_00292
OG0000461	Syai.g_00314	Prbb.g_00300
OG0000462	Syai.g_00311	Prbb.g_00302
OG0000463	Syai.g_00310	Prbb.g_00303
OG0000464	Syai.g_00309	Prbb.g_00304
OG0000465	Syai.g_00307	Prbb.g_00305
OG0000466	Syai.g_00303	Prbb.g_00306
OG0000467	Syai.g_00301	Prbb.g_00307
OG0000468	Syai.g_00296	Prbb.g_00309
OG0000469	Syai.g_00282	Prbb.g_00316
OG0000470	Syai.g_00280	Prbb.g_00318
OG0000471	Syai.g_00279	Prbb.g_00319
OG0000472	Syai.g_00277	Prbb.g_00320
OG0000473	Syai.g_00275	Prbb.g_00322
OG0000474	Syai.g_00274	Prbb.g_00323
OG0000475	Syai.g_00273	Prbb.g_00324
OG0000476	Syai.g_00271	Prbb.g_00326
OG0000477	Syai.g_00265	Prbb.g_00328
OG0000478	Syai.g_00264	Prbb.g_00329
OG0000479	Syai.g_00263	Prbb.g_00330
OG0000480	Syai.g_00256	Prbb.g_00334
OG0000481	Syai.g_00254	Prbb.g_00336
OG0000482	Syai.g_00253	Prbb.g_00337
OG0000483	Syai.g_00249	Prbb.g_00340
OG0000484	Syai.g_00248	Prbb.g_00341
OG0000485	Syai.g_00247	Prbb.g_00342
OG0000486	Syai.g_00246	Prbb.g_00343
OG0000487	Syai.g_00240	Prbb.g_00346
OG0000488	Syai.g_00236	Prbb.g_00349
OG0000489	Syai.g_00226	Prbb.g_00354
OG0000490	Syai.g_00218	Prbb.g_00359
OG0000491	Syai.g_00217	Prbb.g_00360
OG0000492	Syai.g_00214	Prbb.g_00362
OG0000493	Syai.g_00213	Prbb.g_00363
OG0000494	Syai.g_00212	Prbb.g_00364
OG0000495	Syai.g_00211	Prbb.g_00365
OG0000496	Syai.g_00210	Prbb.g_00366
OG0000497	Syai.g_00209	Prbb.g_00367
OG0000498	Syai.g_00208	Prbb.g_00368
OG0000499	Syai.g_00207	Prbb.g_00369
OG0000500	Syai.g_00206	Prbb.g_00370
OG0000501	Syai.g_00203	Prbb.g_00372
OG0000502	Syai.g_00192	Prbb.g_00375
OG0000503	Syai.g_00486	Prbb.g_00394
OG0000504	Syai.g_00488	Prbb.g_00396
OG0000505	Syai.g_00489	Prbb.g_00397
OG0000506	Syai.g_00491	Prbb.g_00398
OG0000507	Syai.g_00497	Prbb.g_00401
OG0000508	Syai.g_00501	Prbb.g_00404
OG0000509	Syai.g_00503	Prbb.g_00406
OG0000510	Syai.g_00504	Prbb.g_00407
OG0000511	Syai.g_00505	Prbb.g_00408
OG0000512	Syai.g_00507	Prbb.g_00410
OG0000513	Syai.g_00521	Prbb.g_00419
OG0000514	Syai.g_00528	Prbb.g_00436
OG0000515	Syai.g_00529	Prbb.g_00437
OG0000516	Syai.g_02223	Prbb.g_00438
OG0000517	Syai.g_02229	Prbb.g_00440
OG0000518	Syai.g_02211	Prbb.g_00451
OG0000519	Syai.g_02210	Prbb.g_00452
OG0000520	Syai.g_02209	Prbb.g_00453
OG0000521	Syai.g_00842	Prbb.g_00458
OG0000522	Syai.g_00844	Prbb.g_00460
OG0000523	Syai.g_00845	Prbb.g_00461
OG0000524	Syai.g_00852	Prbb.g_00468
OG0000525	Syai.g_00856	Prbb.g_00472
OG0000526	Syai.g_00859	Prbb.g_00473
OG0000527	Syai.g_00863	Prbb.g_00476
OG0000528	Syai.g_00633	Prbb.g_00482
OG0000529	Syai.g_00639	Prbb.g_00486
OG0000530	Syai.g_00642	Prbb.g_00489
OG0000531	Syai.g_00643	Prbb.g_00490
OG0000532	Syai.g_00646	Prbb.g_00491
OG0000533	Syai.g_00647	Prbb.g_00492
OG0000534	Syai.g_00648	Prbb.g_00493
OG0000535	Syai.g_00649	Prbb.g_00494
OG0000536	Syai.g_00650	Prbb.g_00495
OG0000537	Syai.g_00651	Prbb.g_00496
OG0000538	Syai.g_00662	Prbb.g_00504
OG0000539	Syai.g_00663	Prbb.g_00505
OG0000540	Syai.g_00664	Prbb.g_00506
OG0000541	Syai.g_00665	Prbb.g_00507
OG0000542	Syai.g_00668	Prbb.g_00509
OG0000543	Syai.g_00670	Prbb.g_00511
OG0000544	Syai.g_00671	Prbb.g_00512
OG0000545	Syai.g_00673	Prbb.g_00514
OG0000546	Syai.g_00675	Prbb.g_00517
OG0000547	Syai.g_00677	Prbb.g_00519
OG0000548	Syai.g_00678	Prbb.g_00520
OG0000549	Syai.g_00684	Prbb.g_00523
OG0000550	Syai.g_00689	Prbb.g_00527
OG0000551	Syai.g_00694	Prbb.g_00530
OG0000552	Syai.g_00695	Prbb.g_00531
OG0000553	Syai.g_00698	Prbb.g_00532
OG0000554	Syai.g_00708	Prbb.g_00537
OG0000555	Syai.g_00725	Prbb.g_00545
OG0000556	Syai.g_00728	Prbb.g_00547
OG0000557	Syai.g_00730	Prbb.g_00548
OG0000558	Syai.g_00732	Prbb.g_00551
OG0000559	Syai.g_00736	Prbb.g_00555
