Orthogroup	Syai	Prab
OG0000136	Syai.g_02217	Prab.g_00444
OG0000137	Syai.g_00865	Prab.g_00479
OG0000138	Syai.g_00654	Prab.g_00499
OG0000139	Syai.g_00714	Prab.g_00541
OG0000140	Syai.g_00716	Prab.g_00542
OG0000141	Syai.g_01041	Prab.g_00611
OG0000142	Syai.g_01104	Prab.g_00640
OG0000143	Syai.g_01108	Prab.g_00644
OG0000144	Syai.g_01608	Prab.g_00657
OG0000145	Syai.g_00660	Prab.g_00783
OG0000146	Syai.g_01513	Prab.g_00805
OG0000147	Syai.g_01514	Prab.g_00806
OG0000148	Syai.g_01361	Prab.g_00856
OG0000149	Syai.g_02059	Prab.g_00886
OG0000150	Syai.g_00717	Prab.g_00894
OG0000151	Syai.g_01280	Prab.g_01058
OG0000152	Syai.g_01503	Prab.g_01010
OG0000153	Syai.g_01461	Prab.g_00991
OG0000154	Syai.g_01434	Prab.g_00955
OG0000155	Syai.g_02109	Prab.g_01239
OG0000156	Syai.g_02162	Prab.g_01315
OG0000157	Syai.g_02163	Prab.g_01316
OG0000158	Syai.g_00135	Prab.g_01379
OG0000160	Syai.g_00952	Prab.g_01467
OG0000161	Syai.g_00946	Prab.g_01473
OG0000162	Syai.g_00939	Prab.g_01479
OG0000163	Syai.g_02300	Prab.g_01513
OG0000164	Syai.g_02411	Prab.g_01693
OG0000165	Syai.g_02244	Prab.g_01700
OG0000166	Syai.g_00364	Prab.g_01766
OG0000167	Syai.g_00164	Prab.g_01832
OG0000168	Syai.g_00134	Prab.g_01841
OG0000169	Syai.g_00123	Prab.g_01851
OG0000170	Syai.g_00116	Prab.g_01853
OG0000171	Syai.g_00090	Prab.g_01872
OG0000172	Syai.g_00083	Prab.g_01881
OG0000173	Syai.g_00064	Prab.g_01896
OG0000174	Syai.g_02828	Prab.g_01924
OG0000175	Syai.g_02901	Prab.g_01934
OG0000176	Syai.g_00004	Prab.g_00004
OG0000177	Syai.g_00005	Prab.g_00005
OG0000178	Syai.g_00006	Prab.g_00006
OG0000179	Syai.g_00023	Prab.g_00016
OG0000180	Syai.g_00024	Prab.g_00017
OG0000181	Syai.g_00025	Prab.g_00018
OG0000182	Syai.g_00026	Prab.g_00019
OG0000183	Syai.g_00030	Prab.g_00023
OG0000184	Syai.g_02756	Prab.g_00045
OG0000185	Syai.g_02734	Prab.g_00048
OG0000186	Syai.g_02469	Prab.g_00056
OG0000187	Syai.g_02471	Prab.g_00057
OG0000188	Syai.g_02494	Prab.g_00074
OG0000189	Syai.g_02530	Prab.g_00087
OG0000190	Syai.g_02532	Prab.g_00088
OG0000191	Syai.g_02562	Prab.g_00108
OG0000192	Syai.g_02569	Prab.g_00112
OG0000193	Syai.g_02609	Prab.g_00137
OG0000194	Syai.g_02612	Prab.g_00140
OG0000195	Syai.g_02614	Prab.g_00142
OG0000196	Syai.g_02625	Prab.g_00152
OG0000197	Syai.g_02626	Prab.g_00153
OG0000198	Syai.g_02627	Prab.g_00154
OG0000199	Syai.g_02635	Prab.g_00161
OG0000200	Syai.g_02651	Prab.g_00175
OG0000202	Syai.g_02668	Prab.g_00184
OG0000203	Syai.g_02669	Prab.g_00185
OG0000204	Syai.g_02670	Prab.g_00186
OG0000205	Syai.g_02677	Prab.g_00193
OG0000206	Syai.g_02684	Prab.g_00198
OG0000207	Syai.g_02686	Prab.g_00200
OG0000208	Syai.g_02687	Prab.g_00201
OG0000209	Syai.g_02699	Prab.g_00210
OG0000210	Syai.g_02700	Prab.g_00211
OG0000212	Syai.g_00544	Prab.g_00230
OG0000213	Syai.g_00292	Prab.g_00247
OG0000214	Syai.g_00276	Prab.g_00256
OG0000215	Syai.g_00245	Prab.g_00280
OG0000216	Syai.g_00241	Prab.g_00282
OG0000217	Syai.g_00237	Prab.g_00285
OG0000218	Syai.g_00235	Prab.g_00287
OG0000219	Syai.g_00234	Prab.g_00288
OG0000220	Syai.g_00233	Prab.g_00289
OG0000221	Syai.g_00227	Prab.g_00290
OG0000222	Syai.g_00215	Prab.g_00298
OG0000223	Syai.g_00194	Prab.g_00311
OG0000224	Syai.g_00186	Prab.g_00313
OG0000225	Syai.g_00502	Prab.g_00333
OG0000226	Syai.g_00506	Prab.g_00337
OG0000227	Syai.g_00508	Prab.g_00339
OG0000228	Syai.g_00516	Prab.g_00342
OG0000229	Syai.g_02228	Prab.g_00439
OG0000230	Syai.g_02226	Prab.g_00441
OG0000231	Syai.g_02208	Prab.g_00455
OG0000232	Syai.g_00846	Prab.g_00463
OG0000233	Syai.g_00855	Prab.g_00468
OG0000234	Syai.g_00866	Prab.g_00480
OG0000235	Syai.g_00637	Prab.g_00483
OG0000236	Syai.g_00652	Prab.g_00497
OG0000237	Syai.g_00669	Prab.g_00510
OG0000238	Syai.g_00674	Prab.g_00516
OG0000239	Syai.g_00691	Prab.g_00529
OG0000240	Syai.g_00692	Prab.g_00530
OG0000241	Syai.g_01089, Syai.g_01085	Prab.g_00534
OG0000242	Syai.g_00705	Prab.g_00536
OG0000243	Syai.g_00726	Prab.g_00547
OG0000244	Syai.g_00731	Prab.g_00550
OG0000245	Syai.g_00733	Prab.g_00552
OG0000246	Syai.g_00737	Prab.g_00556
OG0000247	Syai.g_00748	Prab.g_00566
OG0000248	Syai.g_00751	Prab.g_00569
OG0000249	Syai.g_00753	Prab.g_00571
OG0000250	Syai.g_00762	Prab.g_00576
OG0000251	Syai.g_00789	Prab.g_00595
OG0000252	Syai.g_00797	Prab.g_00598
OG0000253	Syai.g_00798	Prab.g_00599
OG0000254	Syai.g_01045	Prab.g_00615
OG0000255	Syai.g_01061	Prab.g_00621
OG0000256	Syai.g_01077	Prab.g_00632
OG0000257	Syai.g_01084	Prab.g_00635
OG0000258	Syai.g_01113	Prab.g_00648
OG0000259	Syai.g_01229	Prab.g_00665
OG0000260	Syai.g_01232	Prab.g_00668
OG0000261	Syai.g_01235	Prab.g_00670
OG0000262	Syai.g_01240	Prab.g_00674
OG0000263	Syai.g_01776	Prab.g_00686
OG0000264	Syai.g_01962	Prab.g_00696
OG0000265	Syai.g_02245	Prab.g_00723
OG0000266	Syai.g_01401	Prab.g_00733
OG0000267	Syai.g_01569	Prab.g_00744
OG0000268	Syai.g_01568	Prab.g_00745
OG0000269	Syai.g_01316	Prab.g_00835
OG0000270	Syai.g_01319	Prab.g_00838
OG0000271	Syai.g_01327	Prab.g_00846
OG0000272	Syai.g_01328	Prab.g_00847
OG0000273	Syai.g_02037	Prab.g_00870
OG0000274	Syai.g_02038	Prab.g_00871
OG0000275	Syai.g_02043	Prab.g_00873
OG0000276	Syai.g_02051	Prab.g_00878
OG0000277	Syai.g_02052	Prab.g_00879
OG0000278	Syai.g_02055	Prab.g_00882
OG0000279	Syai.g_02063	Prab.g_00889
OG0000280	Syai.g_02084	Prab.g_00890
OG0000281	Syai.g_01719	Prab.g_00896
OG0000282	Syai.g_01263	Prab.g_01066
OG0000283	Syai.g_01554	Prab.g_01033
OG0000284	Syai.g_01548	Prab.g_01028
OG0000285	Syai.g_01522	Prab.g_01023
OG0000286	Syai.g_01504	Prab.g_01011
OG0000288	Syai.g_01435	Prab.g_00956
OG0000289	Syai.g_01421	Prab.g_00945
OG0000290	Syai.g_02010	Prab.g_00932
OG0000291	Syai.g_02008	Prab.g_00930
OG0000292	Syai.g_02926	Prab.g_01144
OG0000293	Syai.g_02155	Prab.g_01210
OG0000294	Syai.g_02154	Prab.g_01211
OG0000295	Syai.g_02117	Prab.g_01231
OG0000296	Syai.g_02115	Prab.g_01233
OG0000297	Syai.g_01754	Prab.g_01241
OG0000298	Syai.g_01755	Prab.g_01242
OG0000299	Syai.g_01783	Prab.g_01259
OG0000300	Syai.g_01790	Prab.g_01262
OG0000301	Syai.g_01791	Prab.g_01263
OG0000302	Syai.g_01793	Prab.g_01265
OG0000303	Syai.g_01802	Prab.g_01272
OG0000304	Syai.g_01826	Prab.g_01276
OG0000305	Syai.g_02005	Prab.g_01353
OG0000306	Syai.g_02090	Prab.g_01355
OG0000307	Syai.g_00619	Prab.g_01369
OG0000308	Syai.g_00617	Prab.g_01370
OG0000309	Syai.g_00612	Prab.g_01374
OG0000310	Syai.g_00989	Prab.g_01451
OG0000311	Syai.g_00985	Prab.g_01453
OG0000312	Syai.g_00966	Prab.g_01456
OG0000313	Syai.g_00949	Prab.g_01470
OG0000314	Syai.g_00908	Prab.g_01493
OG0000315	Syai.g_00897	Prab.g_01503
OG0000316	Syai.g_02320, Syai.g_02322	Prab.g_01523
OG0000317	Syai.g_02373	Prab.g_01667
OG0000318	Syai.g_02379	Prab.g_01670
OG0000319	Syai.g_02395	Prab.g_01683
OG0000320	Syai.g_02397	Prab.g_01685
OG0000321	Syai.g_02398	Prab.g_01686
OG0000322	Syai.g_02399	Prab.g_01687
OG0000323	Syai.g_02413	Prab.g_01696
OG0000324	Syai.g_02272	Prab.g_01722
OG0000325	Syai.g_00320	Prab.g_01732
OG0000326	Syai.g_00327	Prab.g_01738
OG0000327	Syai.g_00359	Prab.g_01761
OG0000328	Syai.g_00360	Prab.g_01762
OG0000329	Syai.g_00378	Prab.g_01779
OG0000330	Syai.g_00379	Prab.g_01780
OG0000331	Syai.g_00380	Prab.g_01781
OG0000332	Syai.g_00395	Prab.g_01795
OG0000333	Syai.g_00398	Prab.g_01797
OG0000334	Syai.g_00407	Prab.g_01805
OG0000335	Syai.g_00412	Prab.g_01810
OG0000336	Syai.g_00416	Prab.g_01814
OG0000337	Syai.g_00169	Prab.g_01830
OG0000338	Syai.g_00166	Prab.g_01831
OG0000339	Syai.g_00160	Prab.g_01835
OG0000340	Syai.g_00133	Prab.g_01842
OG0000341	Syai.g_00131	Prab.g_01844
OG0000342	Syai.g_00130	Prab.g_01845
OG0000343	Syai.g_00129	Prab.g_01846
OG0000344	Syai.g_00125	Prab.g_01849
OG0000345	Syai.g_00115	Prab.g_01854
OG0000346	Syai.g_00110	Prab.g_01858
OG0000347	Syai.g_00087	Prab.g_01874
OG0000348	Syai.g_00076	Prab.g_01884
OG0000349	Syai.g_00057	Prab.g_01901
OG0000350	Syai.g_00334	Prab.g_01920
OG0000351	Syai.g_02904	Prab.g_01937
OG0000352	Syai.g_02905	Prab.g_01938
OG0000353	Syai.g_02932	Prab.g_01954
OG0000355	Syai.g_00001	Prab.g_00001
OG0000356	Syai.g_00002	Prab.g_00002
OG0000357	Syai.g_00003	Prab.g_00003
OG0000358	Syai.g_00007	Prab.g_00007
OG0000359	Syai.g_00009	Prab.g_00008
OG0000360	Syai.g_00010	Prab.g_00009
OG0000361	Syai.g_00011	Prab.g_00010
OG0000362	Syai.g_00013	Prab.g_00012
OG0000363	Syai.g_00015	Prab.g_00014
OG0000364	Syai.g_00016	Prab.g_00015
OG0000365	Syai.g_00027	Prab.g_00020
OG0000366	Syai.g_00028	Prab.g_00021
OG0000367	Syai.g_00029	Prab.g_00022
OG0000368	Syai.g_00031	Prab.g_00024
OG0000369	Syai.g_00032	Prab.g_00025
OG0000370	Syai.g_00033	Prab.g_00026
OG0000371	Syai.g_00041	Prab.g_00032
OG0000372	Syai.g_00047	Prab.g_00035
OG0000373	Syai.g_00048	Prab.g_00036
OG0000374	Syai.g_00049	Prab.g_00037
OG0000375	Syai.g_00053	Prab.g_00039
OG0000376	Syai.g_00055	Prab.g_00041
OG0000377	Syai.g_02769	Prab.g_00044
OG0000378	Syai.g_02751	Prab.g_00046
OG0000379	Syai.g_02733	Prab.g_00049
OG0000380	Syai.g_02472	Prab.g_00058
OG0000381	Syai.g_02475	Prab.g_00062
OG0000382	Syai.g_02493	Prab.g_00073
OG0000383	Syai.g_02498	Prab.g_00075
OG0000384	Syai.g_02499	Prab.g_00076
OG0000385	Syai.g_02500	Prab.g_00077
OG0000386	Syai.g_02501	Prab.g_00078
OG0000387	Syai.g_02534	Prab.g_00090
OG0000388	Syai.g_02538	Prab.g_00093
OG0000389	Syai.g_02542	Prab.g_00097
OG0000390	Syai.g_02556	Prab.g_00104
OG0000391	Syai.g_02561	Prab.g_00107
OG0000392	Syai.g_02568	Prab.g_00111
OG0000393	Syai.g_02570	Prab.g_00113
OG0000394	Syai.g_02571	Prab.g_00114
OG0000395	Syai.g_02572	Prab.g_00115
OG0000396	Syai.g_02575	Prab.g_00117
OG0000397	Syai.g_02577	Prab.g_00119
OG0000398	Syai.g_02582	Prab.g_00121
OG0000399	Syai.g_02583	Prab.g_00122
OG0000400	Syai.g_02584	Prab.g_00123
OG0000401	Syai.g_02585	Prab.g_00124
OG0000402	Syai.g_02588	Prab.g_00126
OG0000403	Syai.g_02589	Prab.g_00127
OG0000404	Syai.g_02590	Prab.g_00128
OG0000405	Syai.g_02606	Prab.g_00132
OG0000406	Syai.g_02610	Prab.g_00138
OG0000407	Syai.g_02611	Prab.g_00139
OG0000408	Syai.g_02613	Prab.g_00141
OG0000409	Syai.g_02615	Prab.g_00143
OG0000410	Syai.g_02616	Prab.g_00144
OG0000411	Syai.g_02617	Prab.g_00145
OG0000412	Syai.g_02618	Prab.g_00146
OG0000413	Syai.g_02620	Prab.g_00147
OG0000414	Syai.g_02621	Prab.g_00148
OG0000415	Syai.g_02622	Prab.g_00149
OG0000416	Syai.g_02623	Prab.g_00150
OG0000417	Syai.g_02624	Prab.g_00151
OG0000418	Syai.g_02629	Prab.g_00156
OG0000419	Syai.g_02631	Prab.g_00158
OG0000420	Syai.g_02633	Prab.g_00159
OG0000421	Syai.g_02638	Prab.g_00164
OG0000422	Syai.g_02639	Prab.g_00165
OG0000423	Syai.g_02640	Prab.g_00166
OG0000424	Syai.g_02641	Prab.g_00167
OG0000425	Syai.g_02642	Prab.g_00168
OG0000426	Syai.g_02643	Prab.g_00169
OG0000427	Syai.g_02644	Prab.g_00170
OG0000428	Syai.g_02647	Prab.g_00172
OG0000429	Syai.g_02649	Prab.g_00173
OG0000430	Syai.g_02650	Prab.g_00174
OG0000431	Syai.g_02654	Prab.g_00176
OG0000432	Syai.g_02660	Prab.g_00179
OG0000433	Syai.g_02662	Prab.g_00180
OG0000434	Syai.g_02663	Prab.g_00181
OG0000435	Syai.g_02666	Prab.g_00182
OG0000436	Syai.g_02671	Prab.g_00187
OG0000437	Syai.g_02672	Prab.g_00188
OG0000438	Syai.g_02673	Prab.g_00189
OG0000439	Syai.g_02675	Prab.g_00191
OG0000440	Syai.g_02676	Prab.g_00192
OG0000441	Syai.g_02681	Prab.g_00195
OG0000442	Syai.g_02682	Prab.g_00196
OG0000443	Syai.g_02683	Prab.g_00197
OG0000444	Syai.g_02688	Prab.g_00202
OG0000445	Syai.g_02689	Prab.g_00203
OG0000446	Syai.g_02690	Prab.g_00204
OG0000447	Syai.g_02693	Prab.g_00205
OG0000448	Syai.g_02694	Prab.g_00206
OG0000449	Syai.g_02695	Prab.g_00207
OG0000450	Syai.g_02696	Prab.g_00208
OG0000451	Syai.g_02697	Prab.g_00209
OG0000452	Syai.g_02701	Prab.g_00212
OG0000453	Syai.g_02702	Prab.g_00213
OG0000454	Syai.g_02703	Prab.g_00214
OG0000455	Syai.g_02704	Prab.g_00215
OG0000456	Syai.g_02705	Prab.g_00216
OG0000457	Syai.g_02707	Prab.g_00217
OG0000458	Syai.g_02708	Prab.g_00218
OG0000459	Syai.g_02709	Prab.g_00219
OG0000460	Syai.g_00535	Prab.g_00226
OG0000461	Syai.g_00314	Prab.g_00232
OG0000462	Syai.g_00311	Prab.g_00234
OG0000463	Syai.g_00310	Prab.g_00235
OG0000464	Syai.g_00309	Prab.g_00236
OG0000465	Syai.g_00307	Prab.g_00237
OG0000466	Syai.g_00303	Prab.g_00240
OG0000467	Syai.g_00301	Prab.g_00241
OG0000468	Syai.g_00296	Prab.g_00243
OG0000469	Syai.g_00282	Prab.g_00251
OG0000470	Syai.g_00280	Prab.g_00253
OG0000471	Syai.g_00279	Prab.g_00254
OG0000472	Syai.g_00277	Prab.g_00255
OG0000473	Syai.g_00275	Prab.g_00257
OG0000474	Syai.g_00274	Prab.g_00258
OG0000475	Syai.g_00273	Prab.g_00259
OG0000476	Syai.g_00271	Prab.g_00260
OG0000477	Syai.g_00265	Prab.g_00263
OG0000478	Syai.g_00264	Prab.g_00264
OG0000479	Syai.g_00263	Prab.g_00265
OG0000480	Syai.g_00256	Prab.g_00270
OG0000481	Syai.g_00254	Prab.g_00272
OG0000482	Syai.g_00253	Prab.g_00273
OG0000483	Syai.g_00249	Prab.g_00276
OG0000484	Syai.g_00248	Prab.g_00277
OG0000485	Syai.g_00247	Prab.g_00278
OG0000486	Syai.g_00246	Prab.g_00279
OG0000487	Syai.g_00240	Prab.g_00283
OG0000488	Syai.g_00236	Prab.g_00286
OG0000489	Syai.g_00226	Prab.g_00291
OG0000490	Syai.g_00218	Prab.g_00296
OG0000491	Syai.g_00217	Prab.g_00297
OG0000492	Syai.g_00214	Prab.g_00299
OG0000493	Syai.g_00213	Prab.g_00300
OG0000494	Syai.g_00212	Prab.g_00301
OG0000495	Syai.g_00211	Prab.g_00302
OG0000496	Syai.g_00210	Prab.g_00303
OG0000497	Syai.g_00209	Prab.g_00304
OG0000498	Syai.g_00208	Prab.g_00305
OG0000499	Syai.g_00207	Prab.g_00306
OG0000500	Syai.g_00206	Prab.g_00307
OG0000501	Syai.g_00203	Prab.g_00309
OG0000502	Syai.g_00192	Prab.g_00312
OG0000503	Syai.g_00486	Prab.g_00322
OG0000504	Syai.g_00488	Prab.g_00323
OG0000505	Syai.g_00489	Prab.g_00324
OG0000506	Syai.g_00491	Prab.g_00325
OG0000507	Syai.g_00497	Prab.g_00328
OG0000508	Syai.g_00501	Prab.g_00332
OG0000509	Syai.g_00503	Prab.g_00334
OG0000510	Syai.g_00504	Prab.g_00335
OG0000511	Syai.g_00505	Prab.g_00336
OG0000512	Syai.g_00507	Prab.g_00338
OG0000513	Syai.g_00521	Prab.g_00345
OG0000514	Syai.g_00528	Prab.g_00434
OG0000515	Syai.g_00529	Prab.g_00435
OG0000516	Syai.g_02223	Prab.g_00436
OG0000517	Syai.g_02229	Prab.g_00438
OG0000518	Syai.g_02211	Prab.g_00449
OG0000519	Syai.g_02210	Prab.g_00450
OG0000520	Syai.g_02209	Prab.g_00454
OG0000521	Syai.g_00842	Prab.g_00459
OG0000522	Syai.g_00844	Prab.g_00460
OG0000523	Syai.g_00845	Prab.g_00461
OG0000524	Syai.g_00852	Prab.g_00466
OG0000525	Syai.g_00856	Prab.g_00469
OG0000526	Syai.g_00859	Prab.g_00470
OG0000527	Syai.g_00863	Prab.g_00477
OG0000528	Syai.g_00633	Prab.g_00482
OG0000529	Syai.g_00639	Prab.g_00485
OG0000530	Syai.g_00642	Prab.g_00488
OG0000531	Syai.g_00643	Prab.g_00489
OG0000532	Syai.g_00646	Prab.g_00491
OG0000533	Syai.g_00647	Prab.g_00492
OG0000534	Syai.g_00648	Prab.g_00493
OG0000535	Syai.g_00649	Prab.g_00494
OG0000536	Syai.g_00650	Prab.g_00495
OG0000537	Syai.g_00651	Prab.g_00496
OG0000538	Syai.g_00662	Prab.g_00504
OG0000539	Syai.g_00663	Prab.g_00505
OG0000540	Syai.g_00664	Prab.g_00506
OG0000541	Syai.g_00665	Prab.g_00507
OG0000542	Syai.g_00668	Prab.g_00509
OG0000543	Syai.g_00670	Prab.g_00511
OG0000544	Syai.g_00671	Prab.g_00512
OG0000545	Syai.g_00673	Prab.g_00514
OG0000546	Syai.g_00675	Prab.g_00517
OG0000547	Syai.g_00677	Prab.g_00519
OG0000548	Syai.g_00678	Prab.g_00520
OG0000549	Syai.g_00684	Prab.g_00522
OG0000550	Syai.g_00689	Prab.g_00527
OG0000551	Syai.g_00694	Prab.g_00531
OG0000552	Syai.g_00695	Prab.g_00532
OG0000553	Syai.g_00698	Prab.g_00533
OG0000554	Syai.g_00708	Prab.g_00538
OG0000555	Syai.g_00725	Prab.g_00546
OG0000556	Syai.g_00728	Prab.g_00548
OG0000557	Syai.g_00730	Prab.g_00549
OG0000558	Syai.g_00732	Prab.g_00551
OG0000559	Syai.g_00736	Prab.g_00555
OG0000560	Syai.g_00739	Prab.g_00558
OG0000561	Syai.g_00740	Prab.g_00559
OG0000562	Syai.g_00741	Prab.g_00560
OG0000563	Syai.g_00742	Prab.g_00561
OG0000564	Syai.g_00743	Prab.g_00562
OG0000565	Syai.g_00746	Prab.g_00565
OG0000566	Syai.g_00750	Prab.g_00568
OG0000567	Syai.g_00754	Prab.g_00572
OG0000568	Syai.g_00758	Prab.g_00573
OG0000569	Syai.g_00759	Prab.g_00574
OG0000570	Syai.g_00760	Prab.g_00575
OG0000571	Syai.g_00764	Prab.g_00577
OG0000572	Syai.g_00782	Prab.g_00590
OG0000573	Syai.g_00790	Prab.g_00596
OG0000574	Syai.g_00796	Prab.g_00597
OG0000575	Syai.g_00800	Prab.g_00601
OG0000576	Syai.g_00802	Prab.g_00603
OG0000577	Syai.g_00803	Prab.g_00604
OG0000578	Syai.g_00804	Prab.g_00605
OG0000579	Syai.g_00805	Prab.g_00606
OG0000580	Syai.g_00806	Prab.g_00607
OG0000581	Syai.g_00812	Prab.g_00609
OG0000582	Syai.g_01042	Prab.g_00612
OG0000583	Syai.g_01043	Prab.g_00613
OG0000584	Syai.g_01044	Prab.g_00614
OG0000585	Syai.g_01046	Prab.g_00616
OG0000586	Syai.g_01047	Prab.g_00617
OG0000587	Syai.g_01049	Prab.g_00618
OG0000588	Syai.g_01063	Prab.g_00622
OG0000589	Syai.g_01066	Prab.g_00625
