Orthogroup	Syai	Syat
OG0000116	Syai.g_02156	Syat.g_02641
OG0000117	Syai.g_01756	Syat.g_00224
OG0000118	Syai.g_00818	Syat.g_01168
OG0000119	Syai.g_02127	Syat.g_00309
OG0000120	Syai.g_00198	Syat.g_02132
OG0000121	Syai.g_00951	Syat.g_01223
OG0000123	Syai.g_00411	Syat.g_01653
OG0000124	Syai.g_00089	Syat.g_02231
OG0000125	Syai.g_02782	Syat.g_02684
OG0000126	Syai.g_02927	Syat.g_00976
OG0000127	Syai.g_02459	Syat.g_00175
OG0000128	Syai.g_00012	Syat.g_02331
OG0000129	Syai.g_02771	Syat.g_02693, Syat.g_02694
OG0000130	Syai.g_02474	Syat.g_01469
OG0000131	Syai.g_02608	Syat.g_02898
OG0000132	Syai.g_02628	Syat.g_02864
OG0000133	Syai.g_01507	Syat.g_00588
OG0000134	Syai.g_00520	Syat.g_02956
OG0000135	Syai.g_02826	Syat.g_02501
OG0000136	Syai.g_02217	Syat.g_01292
OG0000137	Syai.g_00865	Syat.g_01371
OG0000138	Syai.g_00654	Syat.g_03188
OG0000140	Syai.g_00716	Syat.g_03280
OG0000141	Syai.g_01041	Syat.g_03398
OG0000142	Syai.g_01104	Syat.g_00117
OG0000143	Syai.g_01108	Syat.g_00130
OG0000144	Syai.g_01608	Syat.g_00369
OG0000145	Syai.g_00660	Syat.g_03202
OG0000146	Syai.g_01513	Syat.g_00594
OG0000147	Syai.g_01514	Syat.g_00595
OG0000148	Syai.g_01361	Syat.g_00503
OG0000149	Syai.g_02059	Syat.g_00747
OG0000150	Syai.g_00717	Syat.g_03399
OG0000151	Syai.g_01280	Syat.g_00801, Syat.g_00440
OG0000152	Syai.g_01503	Syat.g_00578
OG0000153	Syai.g_01461	Syat.g_00542
OG0000154	Syai.g_01434	Syat.g_00708
OG0000155	Syai.g_02109	Syat.g_00287
OG0000156	Syai.g_02162	Syat.g_03228
OG0000157	Syai.g_02163	Syat.g_02012, Syat.g_03227
OG0000158	Syai.g_00135	Syat.g_02163
OG0000160	Syai.g_00952	Syat.g_01224
OG0000161	Syai.g_00946	Syat.g_01180
OG0000162	Syai.g_00939	Syat.g_01281
OG0000163	Syai.g_02300	Syat.g_02979
OG0000165	Syai.g_02244	Syat.g_03033
OG0000166	Syai.g_00364	Syat.g_01822
OG0000167	Syai.g_00164	Syat.g_02148
OG0000168	Syai.g_00134	Syat.g_02164
OG0000169	Syai.g_00123	Syat.g_02192
OG0000170	Syai.g_00116	Syat.g_02201
OG0000171	Syai.g_00090	Syat.g_02230
OG0000172	Syai.g_00083	Syat.g_02260
OG0000173	Syai.g_00064	Syat.g_02284
OG0000174	Syai.g_02828	Syat.g_02504
OG0000175	Syai.g_02901	Syat.g_02416
OG0000176	Syai.g_00004	Syat.g_02372
OG0000177	Syai.g_00005	Syat.g_02338
OG0000178	Syai.g_00006	Syat.g_02337
OG0000179	Syai.g_00023	Syat.g_02322
OG0000180	Syai.g_00024	Syat.g_02321
OG0000181	Syai.g_00025	Syat.g_02320
OG0000182	Syai.g_00026	Syat.g_02319
OG0000183	Syai.g_00030	Syat.g_02315
OG0000184	Syai.g_02756	Syat.g_02704
OG0000185	Syai.g_02734	Syat.g_02719
OG0000186	Syai.g_02469	Syat.g_01463
OG0000187	Syai.g_02471	Syat.g_01467
OG0000188	Syai.g_02494, Syai.g_00696	Syat.g_01489
OG0000189	Syai.g_02530	Syat.g_01557
OG0000190	Syai.g_02532	Syat.g_00330
OG0000191	Syai.g_02562	Syat.g_03344, Syat.g_02939
OG0000192	Syai.g_02569	Syat.g_02933
OG0000193	Syai.g_02609	Syat.g_02897
OG0000194	Syai.g_02612	Syat.g_02894
OG0000196	Syai.g_02625	Syat.g_02867
OG0000197	Syai.g_02626	Syat.g_02866
OG0000198	Syai.g_02627	Syat.g_02865
OG0000199	Syai.g_02635	Syat.g_02857
OG0000200	Syai.g_02651	Syat.g_02840
OG0000201	Syai.g_02667	Syat.g_02821
OG0000202	Syai.g_02668	Syat.g_02820
OG0000203	Syai.g_02669	Syat.g_02819
OG0000204	Syai.g_02670	Syat.g_02818
OG0000205	Syai.g_02677	Syat.g_02809
OG0000206	Syai.g_02684	Syat.g_02785
OG0000207	Syai.g_02686	Syat.g_02778
OG0000208	Syai.g_02687	Syat.g_02777
OG0000209	Syai.g_02699	Syat.g_02735
OG0000210	Syai.g_02700	Syat.g_02734
OG0000211	Syai.g_00533	Syat.g_01452
OG0000212	Syai.g_00544	Syat.g_01442
OG0000213	Syai.g_00292	Syat.g_01889
OG0000214	Syai.g_00276	Syat.g_02042
OG0000215	Syai.g_00245	Syat.g_02075
OG0000216	Syai.g_00241	Syat.g_02079
OG0000217	Syai.g_00237	Syat.g_02085
OG0000218	Syai.g_00235	Syat.g_02087
OG0000219	Syai.g_00234	Syat.g_02088
OG0000220	Syai.g_00233	Syat.g_02089
OG0000221	Syai.g_00227	Syat.g_02095
OG0000222	Syai.g_00215	Syat.g_02109
OG0000223	Syai.g_00194	Syat.g_02570
OG0000224	Syai.g_00186	Syat.g_02139
OG0000225	Syai.g_00502	Syat.g_01595
OG0000226	Syai.g_00506	Syat.g_01588
OG0000228	Syai.g_00516	Syat.g_02952
OG0000229	Syai.g_02228	Syat.g_02970
OG0000230	Syai.g_02226	Syat.g_02972
OG0000231	Syai.g_02208	Syat.g_01283
OG0000232	Syai.g_00846	Syat.g_01313
OG0000233	Syai.g_00855	Syat.g_01407
OG0000234	Syai.g_00866	Syat.g_01369
OG0000235	Syai.g_00637	Syat.g_03169
OG0000236	Syai.g_00652	Syat.g_03186
OG0000237	Syai.g_00669	Syat.g_03214
OG0000238	Syai.g_00674	Syat.g_03219
OG0000239	Syai.g_00691	Syat.g_01105
OG0000240	Syai.g_00692	Syat.g_01104
OG0000241	Syai.g_01089, Syai.g_01085	Syat.g_00111
OG0000242	Syai.g_00705	Syat.g_01077
OG0000243	Syai.g_00726	Syat.g_00092
OG0000244	Syai.g_00731	Syat.g_00082
OG0000245	Syai.g_00733	Syat.g_00080
OG0000246	Syai.g_00737	Syat.g_00076
OG0000247	Syai.g_00748	Syat.g_00065
OG0000249	Syai.g_00753	Syat.g_00060
OG0000250	Syai.g_00762	Syat.g_00053
OG0000251	Syai.g_00789	Syat.g_00027
OG0000252	Syai.g_00797	Syat.g_00022
OG0000253	Syai.g_00798	Syat.g_00021
OG0000254	Syai.g_01045	Syat.g_03407
OG0000255	Syai.g_01061	Syat.g_02405
OG0000256	Syai.g_01077	Syat.g_03306
OG0000257	Syai.g_01084	Syat.g_00109
OG0000258	Syai.g_01113	Syat.g_00382
OG0000259	Syai.g_01229	Syat.g_00342
OG0000260	Syai.g_01232	Syat.g_00392
OG0000261	Syai.g_01235	Syat.g_00400
OG0000262	Syai.g_01240	Syat.g_00407
OG0000263	Syai.g_01776	Syat.g_00200
OG0000266	Syai.g_01401	Syat.g_00671
OG0000267	Syai.g_01569	Syat.g_00636
OG0000268	Syai.g_01568	Syat.g_00634
OG0000269	Syai.g_01316	Syat.g_00474, Syat.g_00126
OG0000270	Syai.g_01319	Syat.g_00477
OG0000271	Syai.g_01327	Syat.g_00485
OG0000272	Syai.g_01328	Syat.g_00486
OG0000273	Syai.g_02037	Syat.g_00520
OG0000274	Syai.g_02038	Syat.g_00521
OG0000275	Syai.g_02043	Syat.g_00718
OG0000276	Syai.g_02051	Syat.g_00725
OG0000278	Syai.g_02055	Syat.g_00741
OG0000279	Syai.g_02063	Syat.g_00755
OG0000280	Syai.g_02084	Syat.g_01669
OG0000281	Syai.g_01719	Syat.g_00960
OG0000282	Syai.g_01263	Syat.g_00431
OG0000283	Syai.g_01554	Syat.g_00620
OG0000284	Syai.g_01548	Syat.g_00614
OG0000285	Syai.g_01522	Syat.g_00607
OG0000286	Syai.g_01504	Syat.g_00579
OG0000287	Syai.g_01469	Syat.g_00550
OG0000288	Syai.g_01435	Syat.g_00709
OG0000289	Syai.g_01421	Syat.g_00695
OG0000290	Syai.g_02010	Syat.g_00805
OG0000292	Syai.g_02926	Syat.g_02388
OG0000293	Syai.g_02155	Syat.g_03241
OG0000295	Syai.g_02117	Syat.g_00297
OG0000296	Syai.g_02115	Syat.g_00295
OG0000299	Syai.g_01783	Syat.g_00910
OG0000300	Syai.g_01790	Syat.g_00904
OG0000301	Syai.g_01791	Syat.g_00903
OG0000302	Syai.g_01793	Syat.g_00901
OG0000303	Syai.g_01802	Syat.g_00892
OG0000304	Syai.g_01826	Syat.g_00885
OG0000305	Syai.g_02005	Syat.g_00809
OG0000306	Syai.g_02090	Syat.g_01704
OG0000307	Syai.g_00619	Syat.g_01304
OG0000308	Syai.g_00617	Syat.g_01306
OG0000309	Syai.g_00612	Syat.g_01417
OG0000310	Syai.g_00989	Syat.g_01246
OG0000311	Syai.g_00985	Syat.g_01242
OG0000312	Syai.g_00966	Syat.g_01237
OG0000313	Syai.g_00949	Syat.g_01183
OG0000314	Syai.g_00908	Syat.g_01341
OG0000315	Syai.g_00897	Syat.g_01351
OG0000316	Syai.g_02320, Syai.g_02322	Syat.g_03082
OG0000317	Syai.g_02373	Syat.g_03120
OG0000318	Syai.g_02379	Syat.g_03125
OG0000319	Syai.g_02395	Syat.g_03055
OG0000320	Syai.g_02397	Syat.g_03053
OG0000321	Syai.g_02398	Syat.g_03052
OG0000322	Syai.g_02399	Syat.g_03051
OG0000323	Syai.g_02413	Syat.g_03038
OG0000324	Syai.g_02272	Syat.g_02998
OG0000325	Syai.g_00320	Syat.g_01861
OG0000327	Syai.g_00359	Syat.g_01827
OG0000328	Syai.g_00360	Syat.g_01826
OG0000329	Syai.g_00378	Syat.g_01808
OG0000330	Syai.g_00379	Syat.g_01807
OG0000331	Syai.g_00380	Syat.g_01806
OG0000333	Syai.g_00398	Syat.g_01787
OG0000334	Syai.g_00407	Syat.g_01657
OG0000335	Syai.g_00412	Syat.g_01652
OG0000336	Syai.g_00416	Syat.g_01648
OG0000337	Syai.g_00169	Syat.g_02144
OG0000338	Syai.g_00166	Syat.g_02146
OG0000339	Syai.g_00160	Syat.g_02155, Syat.g_01055
OG0000340	Syai.g_00133	Syat.g_02165
OG0000341	Syai.g_00131	Syat.g_02167
OG0000342	Syai.g_00130	Syat.g_02168
OG0000343	Syai.g_00129	Syat.g_02185
OG0000344	Syai.g_00125	Syat.g_02189
OG0000345	Syai.g_00115	Syat.g_02202
OG0000346	Syai.g_00110	Syat.g_02207
OG0000347	Syai.g_00087	Syat.g_02234
OG0000348	Syai.g_00076	Syat.g_02264
OG0000349	Syai.g_00057	Syat.g_02291
OG0000350	Syai.g_00334	Syat.g_01847
OG0000351	Syai.g_02904	Syat.g_02411
OG0000352	Syai.g_02905	Syat.g_02410
OG0000353	Syai.g_02932	Syat.g_00955, Syat.g_02377
OG0000354	Syai.g_00680	Syat.g_03225
OG0000354	Syai.g_00019	Syat.g_02325
OG0000355	Syai.g_00001	Syat.g_02375
OG0000356	Syai.g_00002	Syat.g_02374
OG0000357	Syai.g_00003	Syat.g_02373
OG0000358	Syai.g_00007	Syat.g_02336
OG0000359	Syai.g_00009	Syat.g_02334
OG0000360	Syai.g_00010	Syat.g_02333
OG0000361	Syai.g_00011	Syat.g_02332
OG0000362	Syai.g_00013	Syat.g_02330
OG0000363	Syai.g_00015	Syat.g_02328
OG0000364	Syai.g_00016	Syat.g_03122
OG0000365	Syai.g_00027	Syat.g_02318
OG0000366	Syai.g_00028	Syat.g_02317
OG0000367	Syai.g_00029	Syat.g_02316
OG0000368	Syai.g_00031	Syat.g_02314
OG0000369	Syai.g_00032	Syat.g_02313
OG0000370	Syai.g_00033	Syat.g_02312
OG0000371	Syai.g_00041	Syat.g_02304
OG0000372	Syai.g_00047	Syat.g_02298
OG0000373	Syai.g_00048	Syat.g_02297
OG0000374	Syai.g_00049	Syat.g_02296
OG0000375	Syai.g_00053	Syat.g_02295
OG0000376	Syai.g_00055	Syat.g_02293
OG0000377	Syai.g_02769	Syat.g_02695
OG0000378	Syai.g_02751	Syat.g_02715
OG0000379	Syai.g_02733	Syat.g_02720
OG0000380	Syai.g_02472	Syat.g_01468
OG0000381	Syai.g_02475	Syat.g_01470
OG0000382	Syai.g_02493	Syat.g_01488
OG0000383	Syai.g_02498	Syat.g_01521
OG0000384	Syai.g_02499	Syat.g_01522
OG0000385	Syai.g_02500	Syat.g_01523
OG0000386	Syai.g_02501	Syat.g_01524
OG0000387	Syai.g_02534	Syat.g_01561
OG0000388	Syai.g_02538	Syat.g_01565
OG0000389	Syai.g_02542	Syat.g_01569
OG0000390	Syai.g_02556	Syat.g_02945
OG0000391	Syai.g_02561	Syat.g_02940
OG0000392	Syai.g_02568	Syat.g_02934
OG0000393	Syai.g_02570	Syat.g_02931
OG0000394	Syai.g_02571	Syat.g_02930
OG0000395	Syai.g_02572	Syat.g_02929
OG0000396	Syai.g_02575	Syat.g_02927
OG0000397	Syai.g_02577	Syat.g_02925
OG0000398	Syai.g_02582	Syat.g_02920
OG0000399	Syai.g_02583	Syat.g_02919
OG0000400	Syai.g_02584	Syat.g_02918
OG0000401	Syai.g_02585	Syat.g_02917
OG0000402	Syai.g_02588	Syat.g_02915
OG0000403	Syai.g_02589	Syat.g_02914
OG0000404	Syai.g_02590	Syat.g_02913
OG0000405	Syai.g_02606	Syat.g_02900
OG0000406	Syai.g_02610	Syat.g_02896
OG0000407	Syai.g_02611	Syat.g_02895
OG0000408	Syai.g_02613	Syat.g_02893
OG0000409	Syai.g_02615	Syat.g_02891
OG0000410	Syai.g_02616	Syat.g_02890
OG0000411	Syai.g_02617	Syat.g_02889
OG0000412	Syai.g_02618	Syat.g_02888
OG0000413	Syai.g_02620	Syat.g_02886
OG0000414	Syai.g_02621	Syat.g_02885
OG0000415	Syai.g_02622	Syat.g_02884
OG0000416	Syai.g_02623	Syat.g_02883
OG0000417	Syai.g_02624	Syat.g_02868
OG0000418	Syai.g_02629	Syat.g_02863
OG0000419	Syai.g_02631	Syat.g_02861
OG0000420	Syai.g_02633	Syat.g_02859
OG0000421	Syai.g_02638	Syat.g_02855
OG0000422	Syai.g_02639	Syat.g_02854
OG0000423	Syai.g_02640	Syat.g_02853
OG0000424	Syai.g_02641	Syat.g_02852
OG0000425	Syai.g_02642	Syat.g_02851
OG0000426	Syai.g_02643	Syat.g_02850
OG0000427	Syai.g_02644	Syat.g_02849
OG0000428	Syai.g_02647	Syat.g_02846
OG0000429	Syai.g_02649	Syat.g_02843
OG0000430	Syai.g_02650	Syat.g_02841
OG0000431	Syai.g_02654	Syat.g_02838
OG0000432	Syai.g_02660	Syat.g_02832
OG0000433	Syai.g_02662	Syat.g_02829
OG0000434	Syai.g_02663	Syat.g_02828
OG0000435	Syai.g_02666	Syat.g_02824
OG0000436	Syai.g_02671	Syat.g_02817
OG0000437	Syai.g_02672	Syat.g_02558
OG0000438	Syai.g_02673	Syat.g_02813
OG0000439	Syai.g_02675	Syat.g_02811
OG0000440	Syai.g_02676	Syat.g_02810
OG0000441	Syai.g_02681	Syat.g_02807
OG0000442	Syai.g_02682	Syat.g_02797
OG0000443	Syai.g_02683	Syat.g_02787
OG0000444	Syai.g_02688	Syat.g_02756
OG0000445	Syai.g_02689	Syat.g_02755
OG0000446	Syai.g_02690	Syat.g_02753
OG0000447	Syai.g_02693	Syat.g_02749
OG0000448	Syai.g_02694	Syat.g_02748
OG0000449	Syai.g_02695	Syat.g_02747
OG0000450	Syai.g_02696	Syat.g_02738
OG0000451	Syai.g_02697	Syat.g_02737
OG0000452	Syai.g_02701	Syat.g_02732
OG0000453	Syai.g_02702	Syat.g_02731
OG0000454	Syai.g_02703	Syat.g_02730
OG0000455	Syai.g_02704	Syat.g_02729
OG0000456	Syai.g_02705	Syat.g_02728
OG0000457	Syai.g_02707	Syat.g_02726
OG0000458	Syai.g_02708	Syat.g_02725
OG0000459	Syai.g_02709	Syat.g_02724
OG0000460	Syai.g_00535	Syat.g_01450
OG0000461	Syai.g_00314	Syat.g_01866
OG0000462	Syai.g_00311	Syat.g_01868
OG0000463	Syai.g_00310	Syat.g_01869
OG0000464	Syai.g_00309	Syat.g_01870
OG0000465	Syai.g_00307	Syat.g_01872
OG0000466	Syai.g_00303	Syat.g_01877
OG0000467	Syai.g_00301	Syat.g_01878
OG0000468	Syai.g_00296	Syat.g_01884
OG0000469	Syai.g_00282	Syat.g_02000
OG0000470	Syai.g_00280	Syat.g_02038
OG0000471	Syai.g_00279	Syat.g_02039
OG0000472	Syai.g_00277	Syat.g_02041
OG0000473	Syai.g_00275	Syat.g_02043
OG0000474	Syai.g_00274	Syat.g_02044
OG0000475	Syai.g_00273	Syat.g_02045
OG0000476	Syai.g_00271	Syat.g_02047
OG0000477	Syai.g_00265	Syat.g_02053
OG0000478	Syai.g_00264	Syat.g_02054
OG0000479	Syai.g_00263	Syat.g_02056
OG0000480	Syai.g_00256	Syat.g_02063
OG0000481	Syai.g_00254	Syat.g_02066
OG0000482	Syai.g_00253	Syat.g_02067
OG0000483	Syai.g_00249	Syat.g_02071
OG0000484	Syai.g_00248	Syat.g_02072
OG0000485	Syai.g_00247	Syat.g_02073
OG0000486	Syai.g_00246	Syat.g_02074
OG0000487	Syai.g_00240	Syat.g_02080
OG0000488	Syai.g_00236	Syat.g_02086
OG0000489	Syai.g_00226	Syat.g_02097
OG0000490	Syai.g_00218	Syat.g_02106
OG0000491	Syai.g_00217	Syat.g_02107
OG0000492	Syai.g_00214	Syat.g_02110
OG0000493	Syai.g_00213	Syat.g_02111
OG0000494	Syai.g_00212	Syat.g_02112
OG0000495	Syai.g_00211	Syat.g_02120
OG0000496	Syai.g_00210	Syat.g_02121
OG0000497	Syai.g_00209	Syat.g_02122
OG0000498	Syai.g_00208	Syat.g_02123
OG0000499	Syai.g_00207	Syat.g_02124
OG0000500	Syai.g_00206	Syat.g_02125
OG0000501	Syai.g_00203	Syat.g_02128
OG0000502	Syai.g_00192	Syat.g_02135
OG0000503	Syai.g_00486	Syat.g_01614
OG0000504	Syai.g_00488	Syat.g_01612
OG0000505	Syai.g_00489	Syat.g_01611
OG0000506	Syai.g_00491	Syat.g_01609
OG0000507	Syai.g_00497	Syat.g_01603
OG0000508	Syai.g_00501	Syat.g_01596
OG0000509	Syai.g_00503	Syat.g_01591
OG0000510	Syai.g_00504	Syat.g_01590
OG0000511	Syai.g_00505	Syat.g_01589
OG0000512	Syai.g_00507	Syat.g_01587
OG0000513	Syai.g_00521	Syat.g_02957
OG0000514	Syai.g_00528	Syat.g_02962
OG0000515	Syai.g_00529	Syat.g_02963
OG0000516	Syai.g_02223	Syat.g_02965
OG0000517	Syai.g_02229	Syat.g_02969
OG0000518	Syai.g_02211	Syat.g_01286
OG0000519	Syai.g_02210	Syat.g_01285
OG0000520	Syai.g_02209	Syat.g_01284
OG0000521	Syai.g_00842	Syat.g_01319
OG0000522	Syai.g_00844	Syat.g_01317
OG0000523	Syai.g_00845	Syat.g_01316
OG0000524	Syai.g_00852	Syat.g_01409
OG0000525	Syai.g_00856	Syat.g_01382
OG0000526	Syai.g_00859	Syat.g_01380
OG0000527	Syai.g_00863	Syat.g_01373
OG0000528	Syai.g_00633	Syat.g_03167
OG0000529	Syai.g_00639	Syat.g_03171
OG0000530	Syai.g_00642	Syat.g_03174
OG0000531	Syai.g_00643	Syat.g_03175
OG0000532	Syai.g_00646	Syat.g_03178
OG0000533	Syai.g_00647	Syat.g_03180
OG0000534	Syai.g_00648	Syat.g_03181
OG0000535	Syai.g_00649	Syat.g_03182
OG0000536	Syai.g_00650	Syat.g_03183
OG0000537	Syai.g_00651	Syat.g_03185
OG0000538	Syai.g_00662	Syat.g_03204
OG0000539	Syai.g_00663	Syat.g_03206
OG0000540	Syai.g_00664	Syat.g_03207
OG0000541	Syai.g_00665	Syat.g_03208
OG0000542	Syai.g_00668	Syat.g_03213
OG0000543	Syai.g_00670	Syat.g_03215
OG0000544	Syai.g_00671	Syat.g_03216
OG0000545	Syai.g_00673	Syat.g_03218
OG0000546	Syai.g_00675	Syat.g_03220
OG0000547	Syai.g_00677	Syat.g_03222
OG0000548	Syai.g_00678	Syat.g_03223
OG0000549	Syai.g_00684	Syat.g_01795
OG0000550	Syai.g_00689	Syat.g_01107
OG0000551	Syai.g_00694	Syat.g_01103
OG0000552	Syai.g_00695	Syat.g_01102
OG0000553	Syai.g_00698	Syat.g_01098
OG0000554	Syai.g_00708	Syat.g_03271
OG0000555	Syai.g_00725	Syat.g_00093
OG0000556	Syai.g_00728	Syat.g_00088
OG0000557	Syai.g_00730	Syat.g_00083
OG0000558	Syai.g_00732	Syat.g_00081
OG0000559	Syai.g_00736	Syat.g_00077
OG0000560	Syai.g_00739	Syat.g_00074
OG0000561	Syai.g_00740	Syat.g_00073
OG0000562	Syai.g_00741	Syat.g_00072
OG0000563	Syai.g_00742	Syat.g_00071
OG0000564	Syai.g_00743	Syat.g_00070
OG0000565	Syai.g_00746	Syat.g_00067
OG0000566	Syai.g_00750	Syat.g_00063
OG0000567	Syai.g_00754	Syat.g_00059
OG0000568	Syai.g_00758	Syat.g_00057
OG0000569	Syai.g_00759	Syat.g_00056
OG0000570	Syai.g_00760	Syat.g_00055
OG0000571	Syai.g_00764	Syat.g_00052
OG0000572	Syai.g_00782	Syat.g_00033
OG0000573	Syai.g_00790	Syat.g_00024
OG0000574	Syai.g_00796	Syat.g_00023
OG0000575	Syai.g_00800	Syat.g_00018
OG0000576	Syai.g_00802	Syat.g_00014
OG0000577	Syai.g_00803	Syat.g_00013
OG0000578	Syai.g_00804	Syat.g_00012
OG0000579	Syai.g_00805	Syat.g_00011
OG0000580	Syai.g_00806	Syat.g_00010
OG0000581	Syai.g_00812	Syat.g_00003
OG0000582	Syai.g_01042	Syat.g_03403
OG0000583	Syai.g_01043	Syat.g_03404
OG0000584	Syai.g_01044	Syat.g_03405
OG0000585	Syai.g_01046	Syat.g_03408
OG0000586	Syai.g_01047	Syat.g_03409
OG0000587	Syai.g_01049	Syat.g_00001
OG0000588	Syai.g_01063	Syat.g_00338
OG0000589	Syai.g_01066	Syat.g_03318
OG0000590	Syai.g_01067	Syat.g_03317
OG0000591	Syai.g_01075	Syat.g_03308
OG0000592	Syai.g_01076	Syat.g_03307
OG0000593	Syai.g_01100	Syat.g_00113
OG0000594	Syai.g_01101	Syat.g_00114
OG0000595	Syai.g_01102	Syat.g_00115
OG0000596	Syai.g_01107	Syat.g_00129
OG0000597	Syai.g_01110	Syat.g_00132
OG0000598	Syai.g_01111	Syat.g_00133
OG0000599	Syai.g_01114	Syat.g_00381
OG0000600	Syai.g_01115	Syat.g_00380
OG0000601	Syai.g_01116	Syat.g_00379
OG0000602	Syai.g_01121	Syat.g_00375
OG0000603	Syai.g_01122	Syat.g_00374
OG0000604	Syai.g_01125	Syat.g_00372
OG0000605	Syai.g_01609	Syat.g_00370
OG0000606	Syai.g_01221	Syat.g_00367
OG0000607	Syai.g_01224	Syat.g_00364
OG0000608	Syai.g_01225	Syat.g_00363
OG0000609	Syai.g_01227	Syat.g_00344
