Orthogroup	Syai	Syab
OG0000246	Syai.g_00737	Syab.g_02011
OG0000247	Syai.g_00748	Syab.g_01999
OG0000248	Syai.g_00751	Syab.g_01996
OG0000249	Syai.g_00753	Syab.g_01994
OG0000250	Syai.g_00762	Syab.g_01988
OG0000251	Syai.g_00789	Syab.g_01961
OG0000252	Syai.g_00797	Syab.g_01958
OG0000253	Syai.g_00798	Syab.g_01956
OG0000254	Syai.g_01045	Syab.g_01925
OG0000255	Syai.g_01061	Syab.g_01912
OG0000256	Syai.g_01077	Syab.g_01890
OG0000257	Syai.g_01084	Syab.g_01885
OG0000258	Syai.g_01113	Syab.g_01861
OG0000259	Syai.g_01229	Syab.g_01538
OG0000260	Syai.g_01232	Syab.g_01544
OG0000261	Syai.g_01235	Syab.g_01556
OG0000262	Syai.g_01240	Syab.g_01561
OG0000263	Syai.g_01776	Syab.g_01035
OG0000264	Syai.g_01962	Syab.g_01173
OG0000265	Syai.g_02245	Syab.g_01773
OG0000266	Syai.g_01401	Syab.g_01667
OG0000267	Syai.g_01569	Syab.g_01433
OG0000268	Syai.g_01568	Syab.g_01432
OG0000269	Syai.g_01316	Syab.g_01650
OG0000270	Syai.g_01319	Syab.g_01657
OG0000271	Syai.g_01327	Syab.g_01279
OG0000272	Syai.g_01328	Syab.g_01280
OG0000274	Syai.g_02038	Syab.g_01700
OG0000275	Syai.g_02043	Syab.g_01704
OG0000276	Syai.g_02051	Syab.g_01712
OG0000277	Syai.g_02052	Syab.g_01713
OG0000278	Syai.g_02055	Syab.g_01716
OG0000279	Syai.g_02063	Syab.g_01724
OG0000280	Syai.g_02084	Syab.g_01736
OG0000281	Syai.g_01719	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syai.g_01263	Syab.g_01631
OG0000283	Syai.g_01554	Syab.g_01418
OG0000284	Syai.g_01548	Syab.g_01413
OG0000285	Syai.g_01522	Syab.g_01402
OG0000286	Syai.g_01504	Syab.g_01384
OG0000287	Syai.g_01469	Syab.g_01350
OG0000288	Syai.g_01435	Syab.g_01318
OG0000289	Syai.g_01421	Syab.g_01303
OG0000290	Syai.g_02010	Syab.g_01213
OG0000291	Syai.g_02008	Syab.g_01211
OG0000292	Syai.g_02926	Syab.g_02907
OG0000293	Syai.g_02155	Syab.g_00946
OG0000294	Syai.g_02154	Syab.g_00947
OG0000295	Syai.g_02117	Syab.g_01001
OG0000296	Syai.g_02115	Syab.g_01003
OG0000297	Syai.g_01754	Syab.g_01016
OG0000298	Syai.g_01755	Syab.g_01017
OG0000299	Syai.g_01783	Syab.g_01047
OG0000300	Syai.g_01790	Syab.g_01054
OG0000301	Syai.g_01791	Syab.g_01055
OG0000302	Syai.g_01793	Syab.g_01056
OG0000303	Syai.g_01802	Syab.g_01149
OG0000304	Syai.g_01826	Syab.g_01143
OG0000305	Syai.g_02005	Syab.g_01208
OG0000306	Syai.g_02090	Syab.g_01819
OG0000307	Syai.g_00619	Syab.g_02078
OG0000308	Syai.g_00617	Syab.g_02076
OG0000309	Syai.g_00612	Syab.g_02071
OG0000310	Syai.g_00989	Syab.g_00817
OG0000311	Syai.g_00985	Syab.g_00811
OG0000312	Syai.g_00966	Syab.g_00793
OG0000313	Syai.g_00949	Syab.g_00769
OG0000314	Syai.g_00908	Syab.g_00736
OG0000315	Syai.g_00897	Syab.g_00726
OG0000316	Syai.g_02320, Syai.g_02322	Syab.g_02189
OG0000317	Syai.g_02373	Syab.g_02251
OG0000318	Syai.g_02379	Syab.g_02257
OG0000319	Syai.g_02395	Syab.g_02291
OG0000320	Syai.g_02397	Syab.g_02293
OG0000321	Syai.g_02398	Syab.g_02294
OG0000322	Syai.g_02399	Syab.g_02295
OG0000323	Syai.g_02413	Syab.g_02310
OG0000324	Syai.g_02272	Syab.g_02341
OG0000325	Syai.g_00320	Syab.g_00368
OG0000326	Syai.g_00327	Syab.g_00375
OG0000327	Syai.g_00359	Syab.g_00402
OG0000328	Syai.g_00360	Syab.g_00403
OG0000329	Syai.g_00378	Syab.g_00420
OG0000330	Syai.g_00379	Syab.g_00421
OG0000331	Syai.g_00380	Syab.g_00422
OG0000332	Syai.g_00395	Syab.g_00437
OG0000333	Syai.g_00398	Syab.g_00440
OG0000334	Syai.g_00407	Syab.g_00450
OG0000335	Syai.g_00412	Syab.g_00455
OG0000336	Syai.g_00416	Syab.g_00459
OG0000337	Syai.g_00169	Syab.g_00210
OG0000338	Syai.g_00166	Syab.g_00207
OG0000339	Syai.g_00160	Syab.g_00201
OG0000340	Syai.g_00133	Syab.g_00135
OG0000341	Syai.g_00131	Syab.g_00157, Syab.g_00133
OG0000342	Syai.g_00130	Syab.g_00132
OG0000343	Syai.g_00129	Syab.g_00131
OG0000344	Syai.g_00125	Syab.g_02424, Syab.g_00127
OG0000345	Syai.g_00115	Syab.g_00117
OG0000346	Syai.g_00110	Syab.g_00112
OG0000347	Syai.g_00087	Syab.g_00087
OG0000348	Syai.g_00076	Syab.g_00076
OG0000349	Syai.g_00057	Syab.g_00054
OG0000350	Syai.g_00334	Syab.g_00382
OG0000351	Syai.g_02904	Syab.g_02879
OG0000352	Syai.g_02905	Syab.g_02880
OG0000353	Syai.g_02932	Syab.g_02913
OG0000354	Syai.g_00680	Syab.g_02140
OG0000354	Syai.g_00019	Syab.g_00020
OG0000355	Syai.g_00001	Syab.g_00001
OG0000356	Syai.g_00002	Syab.g_00002
OG0000357	Syai.g_00003	Syab.g_00003
OG0000358	Syai.g_00007	Syab.g_00007
OG0000359	Syai.g_00009	Syab.g_00009
OG0000360	Syai.g_00010	Syab.g_00010
OG0000361	Syai.g_00011	Syab.g_00011
OG0000362	Syai.g_00013	Syab.g_00013
OG0000363	Syai.g_00015	Syab.g_00015
OG0000364	Syai.g_00016	Syab.g_00016
OG0000365	Syai.g_00027	Syab.g_00026
OG0000366	Syai.g_00028	Syab.g_00027
OG0000367	Syai.g_00029	Syab.g_00028
OG0000368	Syai.g_00031	Syab.g_00030
OG0000369	Syai.g_00032	Syab.g_00031
OG0000370	Syai.g_00033	Syab.g_00032
OG0000371	Syai.g_00041	Syab.g_00711, Syab.g_00039
OG0000372	Syai.g_00047	Syab.g_00045
OG0000373	Syai.g_00048	Syab.g_00046
OG0000374	Syai.g_00049	Syab.g_00047
OG0000375	Syai.g_00053	Syab.g_00050
OG0000376	Syai.g_00055	Syab.g_00052
OG0000377	Syai.g_02769	Syab.g_02748
OG0000378	Syai.g_02751	Syab.g_02717
OG0000379	Syai.g_02733	Syab.g_02714
OG0000380	Syai.g_02472	Syab.g_02432
OG0000381	Syai.g_02475	Syab.g_02435
OG0000382	Syai.g_02493	Syab.g_02453
OG0000383	Syai.g_02498	Syab.g_02459
OG0000384	Syai.g_02499	Syab.g_02460
OG0000385	Syai.g_02500	Syab.g_02461
OG0000386	Syai.g_02501	Syab.g_02462
OG0000387	Syai.g_02534	Syab.g_02491
OG0000388	Syai.g_02538	Syab.g_02495
OG0000389	Syai.g_02542	Syab.g_02499
OG0000390	Syai.g_02556	Syab.g_02516
OG0000391	Syai.g_02561	Syab.g_02521
OG0000392	Syai.g_02568	Syab.g_02527
OG0000393	Syai.g_02570	Syab.g_02530
OG0000394	Syai.g_02571	Syab.g_02531
OG0000395	Syai.g_02572	Syab.g_02532
OG0000396	Syai.g_02575	Syab.g_02535
OG0000397	Syai.g_02577	Syab.g_02537
OG0000398	Syai.g_02582	Syab.g_02542
OG0000399	Syai.g_02583	Syab.g_02543
OG0000400	Syai.g_02584	Syab.g_02544
OG0000401	Syai.g_02585	Syab.g_02545
OG0000402	Syai.g_02588	Syab.g_02547
OG0000403	Syai.g_02589	Syab.g_02548
OG0000404	Syai.g_02590	Syab.g_02550
OG0000405	Syai.g_02606	Syab.g_02562
OG0000406	Syai.g_02610	Syab.g_02566
OG0000407	Syai.g_02611	Syab.g_02567
OG0000408	Syai.g_02613	Syab.g_02569
OG0000409	Syai.g_02615	Syab.g_02571
OG0000410	Syai.g_02616	Syab.g_02572
OG0000411	Syai.g_02617	Syab.g_02573
OG0000412	Syai.g_02618	Syab.g_02574
OG0000413	Syai.g_02620	Syab.g_02576
OG0000414	Syai.g_02621	Syab.g_02577
OG0000415	Syai.g_02622	Syab.g_02578
OG0000416	Syai.g_02623	Syab.g_02579
OG0000417	Syai.g_02624	Syab.g_02580
OG0000418	Syai.g_02629	Syab.g_02585
OG0000419	Syai.g_02631	Syab.g_02587
OG0000420	Syai.g_02633	Syab.g_02589
OG0000421	Syai.g_02638	Syab.g_02595
OG0000422	Syai.g_02639	Syab.g_02596
OG0000423	Syai.g_02640	Syab.g_02597
OG0000424	Syai.g_02641	Syab.g_02598
OG0000425	Syai.g_02642	Syab.g_02599
OG0000426	Syai.g_02643	Syab.g_02600
OG0000427	Syai.g_02644	Syab.g_02601
OG0000428	Syai.g_02647	Syab.g_02604
OG0000429	Syai.g_02649	Syab.g_02608
OG0000430	Syai.g_02650	Syab.g_02610
OG0000431	Syai.g_02654	Syab.g_02613
OG0000432	Syai.g_02660	Syab.g_02619
OG0000433	Syai.g_02662	Syab.g_02622
OG0000434	Syai.g_02663	Syab.g_02623
OG0000435	Syai.g_02666	Syab.g_02625
OG0000436	Syai.g_02671	Syab.g_02632
OG0000437	Syai.g_02672	Syab.g_02633
OG0000438	Syai.g_02673	Syab.g_02634
OG0000439	Syai.g_02675	Syab.g_02636
OG0000440	Syai.g_02676	Syab.g_02637
OG0000441	Syai.g_02681	Syab.g_02641
OG0000442	Syai.g_02682	Syab.g_02642
OG0000443	Syai.g_02683	Syab.g_02668
OG0000444	Syai.g_02688	Syab.g_02681
OG0000445	Syai.g_02689	Syab.g_02682
OG0000446	Syai.g_02690	Syab.g_02684
OG0000447	Syai.g_02693	Syab.g_02687
OG0000448	Syai.g_02694	Syab.g_02688
OG0000449	Syai.g_02695	Syab.g_02689
OG0000450	Syai.g_02696	Syab.g_02695
OG0000451	Syai.g_02697	Syab.g_02696
OG0000452	Syai.g_02701	Syab.g_02701
OG0000453	Syai.g_02702	Syab.g_02702
OG0000454	Syai.g_02703	Syab.g_02703
OG0000455	Syai.g_02704	Syab.g_02704
OG0000456	Syai.g_02705	Syab.g_02705
OG0000457	Syai.g_02707	Syab.g_02707
OG0000458	Syai.g_02708	Syab.g_02708
OG0000459	Syai.g_02709	Syab.g_02709
OG0000460	Syai.g_00535	Syab.g_02372
OG0000461	Syai.g_00314	Syab.g_00356
OG0000462	Syai.g_00311	Syab.g_00352
OG0000463	Syai.g_00310	Syab.g_00351
OG0000464	Syai.g_00309	Syab.g_00350
OG0000465	Syai.g_00307	Syab.g_00349
OG0000466	Syai.g_00303	Syab.g_00343
OG0000467	Syai.g_00301	Syab.g_00341
OG0000468	Syai.g_00296	Syab.g_00336
OG0000469	Syai.g_00282	Syab.g_00318
OG0000470	Syai.g_00280	Syab.g_00316
OG0000471	Syai.g_00279	Syab.g_00315
OG0000472	Syai.g_00277	Syab.g_00313
OG0000473	Syai.g_00275	Syab.g_00311
OG0000474	Syai.g_00274	Syab.g_00310
OG0000475	Syai.g_00273	Syab.g_00309
OG0000476	Syai.g_00271	Syab.g_00307
OG0000477	Syai.g_00265	Syab.g_00301
OG0000478	Syai.g_00264	Syab.g_00300
OG0000479	Syai.g_00263	Syab.g_00299
OG0000480	Syai.g_00256	Syab.g_00292
OG0000481	Syai.g_00254	Syab.g_00290
OG0000482	Syai.g_00253	Syab.g_00289
OG0000483	Syai.g_00249	Syab.g_00285
OG0000484	Syai.g_00248	Syab.g_00284
OG0000485	Syai.g_00247	Syab.g_00283
OG0000486	Syai.g_00246	Syab.g_00282
OG0000487	Syai.g_00240	Syab.g_00276
OG0000488	Syai.g_00236	Syab.g_00272
OG0000489	Syai.g_00226	Syab.g_00256
OG0000490	Syai.g_00218	Syab.g_00247
OG0000491	Syai.g_00217	Syab.g_00245
OG0000492	Syai.g_00214	Syab.g_00243
OG0000493	Syai.g_00213	Syab.g_00242
OG0000494	Syai.g_00212	Syab.g_00241
OG0000495	Syai.g_00211	Syab.g_00240
OG0000496	Syai.g_00210	Syab.g_00239
OG0000497	Syai.g_00209	Syab.g_00238
OG0000498	Syai.g_00208	Syab.g_00237
OG0000499	Syai.g_00207	Syab.g_00236
OG0000500	Syai.g_00206	Syab.g_00235
OG0000501	Syai.g_00203	Syab.g_00232
OG0000502	Syai.g_00192	Syab.g_00224
OG0000503	Syai.g_00486	Syab.g_00523
OG0000504	Syai.g_00488	Syab.g_00525
OG0000505	Syai.g_00489	Syab.g_00526
OG0000506	Syai.g_00491	Syab.g_00528
OG0000507	Syai.g_00497	Syab.g_00533
OG0000508	Syai.g_00501	Syab.g_00537
OG0000509	Syai.g_00503	Syab.g_00539
OG0000510	Syai.g_00504	Syab.g_00540
OG0000511	Syai.g_00505	Syab.g_00541
OG0000512	Syai.g_00507	Syab.g_00543
OG0000513	Syai.g_00521	Syab.g_00555
OG0000514	Syai.g_00528	Syab.g_00566
OG0000515	Syai.g_00529	Syab.g_00567
OG0000516	Syai.g_02223	Syab.g_00575
OG0000517	Syai.g_02229	Syab.g_00582
OG0000518	Syai.g_02211	Syab.g_00594
OG0000519	Syai.g_02210	Syab.g_00610
OG0000520	Syai.g_02209	Syab.g_00611
OG0000521	Syai.g_00842	Syab.g_00624
OG0000522	Syai.g_00844	Syab.g_00626
OG0000523	Syai.g_00845	Syab.g_00627
OG0000524	Syai.g_00852	Syab.g_00640
OG0000525	Syai.g_00856	Syab.g_00671
OG0000526	Syai.g_00859	Syab.g_00689
OG0000527	Syai.g_00863	Syab.g_00695
OG0000528	Syai.g_00633	Syab.g_02092
OG0000529	Syai.g_00639	Syab.g_02097
OG0000530	Syai.g_00642	Syab.g_02100
OG0000531	Syai.g_00643	Syab.g_02101
OG0000532	Syai.g_00646	Syab.g_02104
OG0000533	Syai.g_00647	Syab.g_02106
OG0000534	Syai.g_00648	Syab.g_02107
OG0000535	Syai.g_00649	Syab.g_02108
OG0000536	Syai.g_00650	Syab.g_02109
OG0000537	Syai.g_00651	Syab.g_02110
OG0000538	Syai.g_00662	Syab.g_02122
OG0000539	Syai.g_00663	Syab.g_02123
OG0000540	Syai.g_00664	Syab.g_02124
OG0000541	Syai.g_00665	Syab.g_02125
OG0000542	Syai.g_00668	Syab.g_02128
OG0000543	Syai.g_00670	Syab.g_02130
OG0000544	Syai.g_00671	Syab.g_02131
OG0000545	Syai.g_00673	Syab.g_02133
OG0000546	Syai.g_00675	Syab.g_02135
OG0000547	Syai.g_00677	Syab.g_02137
OG0000548	Syai.g_00678	Syab.g_02138
OG0000549	Syai.g_00684	Syab.g_02144
OG0000550	Syai.g_00689	Syab.g_02149
OG0000551	Syai.g_00694	Syab.g_02153
OG0000552	Syai.g_00695	Syab.g_02154
OG0000553	Syai.g_00698	Syab.g_02046
OG0000554	Syai.g_00708	Syab.g_02040
OG0000555	Syai.g_00725	Syab.g_02026
OG0000556	Syai.g_00728	Syab.g_02022
OG0000557	Syai.g_00730	Syab.g_02019
OG0000558	Syai.g_00732	Syab.g_02016
OG0000559	Syai.g_00736	Syab.g_02012
OG0000560	Syai.g_00739	Syab.g_02009
OG0000561	Syai.g_00740	Syab.g_02008
OG0000562	Syai.g_00741	Syab.g_02007
OG0000563	Syai.g_00742	Syab.g_02006
OG0000564	Syai.g_00743	Syab.g_02005
OG0000565	Syai.g_00746	Syab.g_02001
OG0000566	Syai.g_00750	Syab.g_01997
OG0000567	Syai.g_00754	Syab.g_01993
