Orthogroup	Syai	Prat
OG0000157	Syai.g_02163	Prat.g_01239
OG0000158	Syai.g_00135	Prat.g_01769
OG0000160	Syai.g_00952	Prat.g_01354
OG0000161	Syai.g_00946	Prat.g_01360
OG0000162	Syai.g_00939	Prat.g_01366
OG0000163	Syai.g_02300	Prat.g_01409
OG0000164	Syai.g_02411	Prat.g_01615
OG0000165	Syai.g_02244	Prat.g_01623
OG0000166	Syai.g_00364	Prat.g_01690
OG0000167	Syai.g_00164	Prat.g_01759
OG0000168	Syai.g_00134	Prat.g_01770
OG0000169	Syai.g_00123	Prat.g_01781
OG0000170	Syai.g_00116	Prat.g_01784
OG0000171	Syai.g_00090	Prat.g_01804
OG0000172	Syai.g_00083	Prat.g_01811
OG0000173	Syai.g_00064	Prat.g_01826
OG0000174	Syai.g_02828	Prat.g_01858
OG0000175	Syai.g_02901	Prat.g_01870
OG0000176	Syai.g_00004	Prat.g_00004
OG0000177	Syai.g_00005	Prat.g_00005
OG0000178	Syai.g_00006	Prat.g_00006
OG0000179	Syai.g_00023	Prat.g_00017
OG0000180	Syai.g_00024	Prat.g_00018
OG0000181	Syai.g_00025	Prat.g_00019
OG0000182	Syai.g_00026	Prat.g_00020
OG0000183	Syai.g_00030	Prat.g_01314, Prat.g_00024
OG0000184	Syai.g_02756	Prat.g_00051
OG0000185	Syai.g_02734	Prat.g_00054
OG0000186	Syai.g_02469	Prat.g_00060
OG0000187	Syai.g_02471	Prat.g_00061
OG0000188	Syai.g_02494	Prat.g_00080
OG0000189	Syai.g_02530	Prat.g_00093
OG0000190	Syai.g_02532	Prat.g_00094
OG0000191	Syai.g_02562	Prat.g_00116
OG0000192	Syai.g_02569	Prat.g_00121
OG0000193	Syai.g_02609	Prat.g_00145
OG0000194	Syai.g_02612	Prat.g_00148
OG0000195	Syai.g_02614	Prat.g_00150
OG0000196	Syai.g_02625	Prat.g_00161
OG0000197	Syai.g_02626	Prat.g_00162
OG0000198	Syai.g_02627	Prat.g_00163
OG0000199	Syai.g_02635	Prat.g_00171
OG0000200	Syai.g_02651	Prat.g_00185
OG0000202	Syai.g_02668	Prat.g_00195
OG0000203	Syai.g_02669	Prat.g_00196
OG0000204	Syai.g_02670	Prat.g_00197
OG0000205	Syai.g_02677	Prat.g_00204
OG0000206	Syai.g_02684	Prat.g_00209
OG0000207	Syai.g_02686	Prat.g_00211
OG0000208	Syai.g_02687	Prat.g_00212
OG0000209	Syai.g_02699	Prat.g_00221
OG0000210	Syai.g_02700	Prat.g_00222
OG0000211	Syai.g_00533	Prat.g_00238
OG0000212	Syai.g_00544	Prat.g_00246
OG0000213	Syai.g_00292	Prat.g_00264
OG0000214	Syai.g_00276	Prat.g_00274
OG0000215	Syai.g_00245	Prat.g_00300
OG0000216	Syai.g_00241	Prat.g_00302
OG0000217	Syai.g_00237	Prat.g_00305
OG0000218	Syai.g_00235	Prat.g_00307
OG0000219	Syai.g_00234	Prat.g_00308
OG0000220	Syai.g_00233	Prat.g_00309
OG0000221	Syai.g_00227	Prat.g_00310
OG0000222	Syai.g_00215	Prat.g_00317
OG0000223	Syai.g_00194	Prat.g_00330
OG0000224	Syai.g_00186	Prat.g_00332
OG0000225	Syai.g_00502	Prat.g_00360
OG0000226	Syai.g_00506	Prat.g_00364
OG0000227	Syai.g_00508	Prat.g_00366
OG0000228	Syai.g_00516	Prat.g_00369
OG0000229	Syai.g_02228	Prat.g_00396
OG0000230	Syai.g_02226	Prat.g_00398
OG0000231	Syai.g_02208	Prat.g_00411
OG0000232	Syai.g_00846	Prat.g_00419
OG0000233	Syai.g_00855	Prat.g_00426
OG0000234	Syai.g_00866	Prat.g_00435
OG0000235	Syai.g_00637	Prat.g_00439
OG0000236	Syai.g_00652	Prat.g_00454
OG0000237	Syai.g_00669	Prat.g_00469
OG0000238	Syai.g_00674	Prat.g_00475
OG0000239	Syai.g_00691	Prat.g_00487
OG0000240	Syai.g_00692	Prat.g_00488
OG0000241	Syai.g_01089, Syai.g_01085	Prat.g_00492
OG0000242	Syai.g_00705	Prat.g_00494
OG0000243	Syai.g_00726	Prat.g_00504
OG0000244	Syai.g_00731	Prat.g_00507
OG0000245	Syai.g_00733	Prat.g_00509
OG0000246	Syai.g_00737	Prat.g_00514, Prat.g_00513
OG0000247	Syai.g_00748	Prat.g_00525
OG0000248	Syai.g_00751	Prat.g_00528
OG0000249	Syai.g_00753	Prat.g_00530
OG0000250	Syai.g_00762	Prat.g_00536
OG0000251	Syai.g_00789	Prat.g_00553
OG0000252	Syai.g_00797	Prat.g_00556
OG0000253	Syai.g_00798	Prat.g_00557
OG0000254	Syai.g_01045	Prat.g_00574
OG0000255	Syai.g_01061	Prat.g_00581
OG0000256	Syai.g_01077	Prat.g_00591
OG0000257	Syai.g_01084	Prat.g_01097
OG0000258	Syai.g_01113	Prat.g_01081
OG0000259	Syai.g_01229	Prat.g_01064
OG0000260	Syai.g_01232	Prat.g_01061
OG0000261	Syai.g_01235	Prat.g_01058
OG0000262	Syai.g_01240	Prat.g_01054
OG0000263	Syai.g_01776	Prat.g_00754
OG0000264	Syai.g_01962	Prat.g_00765
OG0000265	Syai.g_02245	Prat.g_00788
OG0000266	Syai.g_01401	Prat.g_00801
OG0000267	Syai.g_01569	Prat.g_00814
OG0000268	Syai.g_01568	Prat.g_00815
OG0000269	Syai.g_01316	Prat.g_01042
OG0000270	Syai.g_01319	Prat.g_01039
OG0000271	Syai.g_01327	Prat.g_01031
OG0000272	Syai.g_01328	Prat.g_01030
OG0000273	Syai.g_02037	Prat.g_01007
OG0000274	Syai.g_02038	Prat.g_01006
OG0000275	Syai.g_02043	Prat.g_01004
OG0000276	Syai.g_02051	Prat.g_00999
OG0000277	Syai.g_02052	Prat.g_00998
OG0000278	Syai.g_02055	Prat.g_00995
OG0000279	Syai.g_02063	Prat.g_00988
OG0000280	Syai.g_02084	Prat.g_00987
OG0000281	Syai.g_01719	Prat.g_00980
OG0000282	Syai.g_01263	Prat.g_00718
OG0000283	Syai.g_01554	Prat.g_00868
OG0000284	Syai.g_01548	Prat.g_00873
OG0000285	Syai.g_01522	Prat.g_00879
OG0000286	Syai.g_01504	Prat.g_00895
OG0000288	Syai.g_01435	Prat.g_00933
OG0000289	Syai.g_01421	Prat.g_00948
OG0000290	Syai.g_02010	Prat.g_00962
OG0000291	Syai.g_02008	Prat.g_00964
OG0000292	Syai.g_02926	Prat.g_01208
OG0000293	Syai.g_02155	Prat.g_01165
OG0000294	Syai.g_02154	Prat.g_01164
OG0000295	Syai.g_02117	Prat.g_01142
OG0000296	Syai.g_02115	Prat.g_01140
OG0000297	Syai.g_01754	Prat.g_01131
OG0000298	Syai.g_01755	Prat.g_01130
OG0000299	Syai.g_01783	Prat.g_01112
OG0000300	Syai.g_01790	Prat.g_01108
OG0000301	Syai.g_01791	Prat.g_01107
OG0000302	Syai.g_01793	Prat.g_01105
OG0000303	Syai.g_01802	Prat.g_01099
OG0000304	Syai.g_01826	Prat.g_00595
OG0000305	Syai.g_02005	Prat.g_01200
OG0000306	Syai.g_02090	Prat.g_00976
OG0000307	Syai.g_00619	Prat.g_01300
OG0000308	Syai.g_00617	Prat.g_01301
OG0000309	Syai.g_00612	Prat.g_01305
OG0000310	Syai.g_00989	Prat.g_01336
OG0000311	Syai.g_00985	Prat.g_01338
OG0000312	Syai.g_00966	Prat.g_01341
OG0000313	Syai.g_00949	Prat.g_01357
OG0000314	Syai.g_00908	Prat.g_01382
OG0000315	Syai.g_00897	Prat.g_01392
OG0000316	Syai.g_02320, Syai.g_02322	Prat.g_01420
OG0000317	Syai.g_02373	Prat.g_01589
OG0000318	Syai.g_02379	Prat.g_01593
OG0000319	Syai.g_02395	Prat.g_01605
OG0000320	Syai.g_02397	Prat.g_01607
OG0000321	Syai.g_02398	Prat.g_01608
OG0000322	Syai.g_02399	Prat.g_01609
OG0000323	Syai.g_02413	Prat.g_01618
OG0000324	Syai.g_02272	Prat.g_01647
OG0000325	Syai.g_00320	Prat.g_01657
OG0000326	Syai.g_00327	Prat.g_01664
OG0000327	Syai.g_00359	Prat.g_01685
OG0000328	Syai.g_00360	Prat.g_01686
OG0000329	Syai.g_00378	Prat.g_01703
OG0000330	Syai.g_00379	Prat.g_01704
OG0000331	Syai.g_00380	Prat.g_01705
OG0000332	Syai.g_00395	Prat.g_01718
OG0000333	Syai.g_00398	Prat.g_01720
OG0000334	Syai.g_00407	Prat.g_01729
OG0000335	Syai.g_00412	Prat.g_01734
OG0000336	Syai.g_00416	Prat.g_01738
OG0000337	Syai.g_00169	Prat.g_01756
OG0000338	Syai.g_00166	Prat.g_01757
OG0000339	Syai.g_00160	Prat.g_01762
OG0000340	Syai.g_00133	Prat.g_01771
OG0000341	Syai.g_00131	Prat.g_01773
OG0000342	Syai.g_00130	Prat.g_01775
OG0000343	Syai.g_00129	Prat.g_01776
OG0000344	Syai.g_00125	Prat.g_01779
OG0000345	Syai.g_00115	Prat.g_01785
OG0000346	Syai.g_00110	Prat.g_01789
OG0000347	Syai.g_00087	Prat.g_01806
OG0000348	Syai.g_00076	Prat.g_01814
OG0000349	Syai.g_00057	Prat.g_01832
OG0000350	Syai.g_00334	Prat.g_01853
OG0000351	Syai.g_02904	Prat.g_01873
OG0000352	Syai.g_02905	Prat.g_01874
OG0000353	Syai.g_02932	Prat.g_01892
OG0000354	Syai.g_00019	Prat.g_00845
OG0000355	Syai.g_00001	Prat.g_00001
OG0000356	Syai.g_00002	Prat.g_00002
OG0000357	Syai.g_00003	Prat.g_00003
OG0000358	Syai.g_00007	Prat.g_00007
OG0000359	Syai.g_00009	Prat.g_00008
OG0000360	Syai.g_00010	Prat.g_00009
OG0000361	Syai.g_00011	Prat.g_00010
OG0000362	Syai.g_00013	Prat.g_00013
OG0000363	Syai.g_00015	Prat.g_00015
OG0000364	Syai.g_00016	Prat.g_00016
OG0000365	Syai.g_00027	Prat.g_00021
OG0000366	Syai.g_00028	Prat.g_00022
OG0000367	Syai.g_00029	Prat.g_00023
OG0000368	Syai.g_00031	Prat.g_00025
OG0000369	Syai.g_00032	Prat.g_00026
OG0000370	Syai.g_00033	Prat.g_00027
OG0000371	Syai.g_00041	Prat.g_00034
OG0000372	Syai.g_00047	Prat.g_00036
OG0000373	Syai.g_00048	Prat.g_00037
OG0000374	Syai.g_00049	Prat.g_00038
OG0000375	Syai.g_00053	Prat.g_00042
OG0000376	Syai.g_00055	Prat.g_00044
OG0000377	Syai.g_02769	Prat.g_00048
OG0000378	Syai.g_02751	Prat.g_00052
OG0000379	Syai.g_02733	Prat.g_00055
OG0000380	Syai.g_02472	Prat.g_00062
OG0000381	Syai.g_02475	Prat.g_00067
OG0000382	Syai.g_02493	Prat.g_00079
OG0000383	Syai.g_02498	Prat.g_00081
OG0000384	Syai.g_02499	Prat.g_00082
OG0000385	Syai.g_02500	Prat.g_00083
OG0000386	Syai.g_02501	Prat.g_00084
OG0000387	Syai.g_02534	Prat.g_00096
OG0000388	Syai.g_02538	Prat.g_00100
OG0000389	Syai.g_02542	Prat.g_00103
OG0000390	Syai.g_02556	Prat.g_00112
OG0000391	Syai.g_02561	Prat.g_00115
OG0000392	Syai.g_02568	Prat.g_00118
OG0000393	Syai.g_02570	Prat.g_00122
OG0000394	Syai.g_02571	Prat.g_00123
OG0000395	Syai.g_02572	Prat.g_00124
OG0000396	Syai.g_02575	Prat.g_00126
OG0000397	Syai.g_02577	Prat.g_00128
OG0000398	Syai.g_02582	Prat.g_00131
OG0000399	Syai.g_02583	Prat.g_00132
OG0000400	Syai.g_02584	Prat.g_00133
OG0000401	Syai.g_02585	Prat.g_00134
OG0000402	Syai.g_02588	Prat.g_00601
OG0000403	Syai.g_02589	Prat.g_00136
OG0000404	Syai.g_02590	Prat.g_00137
OG0000405	Syai.g_02606	Prat.g_00141
OG0000406	Syai.g_02610	Prat.g_00146
OG0000407	Syai.g_02611	Prat.g_00147
OG0000408	Syai.g_02613	Prat.g_00149
OG0000409	Syai.g_02615	Prat.g_00151
OG0000410	Syai.g_02616	Prat.g_00152
OG0000411	Syai.g_02617	Prat.g_00153
OG0000412	Syai.g_02618	Prat.g_00154
OG0000413	Syai.g_02620	Prat.g_00156
OG0000414	Syai.g_02621	Prat.g_00157
OG0000415	Syai.g_02622	Prat.g_00158
OG0000416	Syai.g_02623	Prat.g_00159
OG0000417	Syai.g_02624	Prat.g_00160
OG0000418	Syai.g_02629	Prat.g_00165
OG0000419	Syai.g_02631	Prat.g_00167
OG0000420	Syai.g_02633	Prat.g_00169
OG0000421	Syai.g_02638	Prat.g_00174
OG0000422	Syai.g_02639	Prat.g_00175
OG0000423	Syai.g_02640	Prat.g_00176
OG0000424	Syai.g_02641	Prat.g_00177
OG0000425	Syai.g_02642	Prat.g_00178
OG0000426	Syai.g_02643	Prat.g_00179
OG0000427	Syai.g_02644	Prat.g_00180
OG0000428	Syai.g_02647	Prat.g_00182
OG0000429	Syai.g_02649	Prat.g_00183
OG0000430	Syai.g_02650	Prat.g_00184
OG0000431	Syai.g_02654	Prat.g_00186
OG0000432	Syai.g_02660	Prat.g_00190
OG0000433	Syai.g_02662	Prat.g_00191
OG0000434	Syai.g_02663	Prat.g_00192
OG0000435	Syai.g_02666	Prat.g_00193
OG0000436	Syai.g_02671	Prat.g_00198
OG0000437	Syai.g_02672	Prat.g_00199
OG0000438	Syai.g_02673	Prat.g_00200
OG0000439	Syai.g_02675	Prat.g_00202
OG0000440	Syai.g_02676	Prat.g_00203
OG0000441	Syai.g_02681	Prat.g_00206
OG0000442	Syai.g_02682	Prat.g_00207
OG0000443	Syai.g_02683	Prat.g_00208
OG0000444	Syai.g_02688	Prat.g_00213
OG0000445	Syai.g_02689	Prat.g_00214
OG0000446	Syai.g_02690	Prat.g_00215
OG0000447	Syai.g_02693	Prat.g_00216
OG0000448	Syai.g_02694	Prat.g_00217
OG0000449	Syai.g_02695	Prat.g_00218
OG0000450	Syai.g_02696	Prat.g_00219
OG0000451	Syai.g_02697	Prat.g_00220
OG0000452	Syai.g_02701	Prat.g_00223
OG0000453	Syai.g_02702	Prat.g_00224
OG0000454	Syai.g_02703	Prat.g_00225
OG0000455	Syai.g_02704	Prat.g_00226
OG0000456	Syai.g_02705	Prat.g_00227
OG0000457	Syai.g_02707	Prat.g_00229
OG0000458	Syai.g_02708	Prat.g_00230
OG0000459	Syai.g_02709	Prat.g_00231
OG0000460	Syai.g_00535	Prat.g_00240
OG0000461	Syai.g_00314	Prat.g_00249
OG0000462	Syai.g_00311	Prat.g_00250
OG0000463	Syai.g_00310	Prat.g_00251
OG0000464	Syai.g_00309	Prat.g_00252
OG0000465	Syai.g_00307	Prat.g_00253
OG0000466	Syai.g_00303	Prat.g_00256
OG0000467	Syai.g_00301	Prat.g_00257
OG0000468	Syai.g_00296	Prat.g_00260
OG0000469	Syai.g_00282	Prat.g_00269
OG0000470	Syai.g_00280	Prat.g_00271
OG0000471	Syai.g_00279	Prat.g_00272
OG0000472	Syai.g_00277	Prat.g_00273
OG0000473	Syai.g_00275	Prat.g_00275
OG0000474	Syai.g_00274	Prat.g_00276
OG0000475	Syai.g_00273	Prat.g_00277
OG0000476	Syai.g_00271	Prat.g_00279
OG0000477	Syai.g_00265	Prat.g_00282
OG0000478	Syai.g_00264	Prat.g_00283
OG0000479	Syai.g_00263	Prat.g_00284
OG0000480	Syai.g_00256	Prat.g_00290
OG0000481	Syai.g_00254	Prat.g_00292
OG0000482	Syai.g_00253	Prat.g_00293
OG0000483	Syai.g_00249	Prat.g_00296
OG0000484	Syai.g_00248	Prat.g_00297
OG0000485	Syai.g_00247	Prat.g_00298
OG0000486	Syai.g_00246	Prat.g_00299
OG0000487	Syai.g_00240	Prat.g_00303
OG0000488	Syai.g_00236	Prat.g_00306
OG0000489	Syai.g_00226	Prat.g_00311
OG0000490	Syai.g_00218	Prat.g_00315
OG0000491	Syai.g_00217	Prat.g_00316
OG0000492	Syai.g_00214	Prat.g_00318
OG0000493	Syai.g_00213	Prat.g_00319
OG0000494	Syai.g_00212	Prat.g_00320
OG0000495	Syai.g_00211	Prat.g_00321
OG0000496	Syai.g_00210	Prat.g_00322
OG0000497	Syai.g_00209	Prat.g_00323
OG0000498	Syai.g_00208	Prat.g_00324
OG0000499	Syai.g_00207	Prat.g_00325
OG0000500	Syai.g_00206	Prat.g_00326
OG0000501	Syai.g_00203	Prat.g_00328
OG0000502	Syai.g_00192	Prat.g_00331
OG0000503	Syai.g_00486	Prat.g_00348
OG0000504	Syai.g_00488	Prat.g_00350
OG0000505	Syai.g_00489	Prat.g_00351
OG0000506	Syai.g_00491	Prat.g_00352
OG0000507	Syai.g_00497	Prat.g_00355
OG0000508	Syai.g_00501	Prat.g_00359
OG0000509	Syai.g_00503	Prat.g_00361
OG0000510	Syai.g_00504	Prat.g_00362
OG0000511	Syai.g_00505	Prat.g_00363
OG0000512	Syai.g_00507	Prat.g_00365
OG0000513	Syai.g_00521	Prat.g_00373
OG0000514	Syai.g_00528	Prat.g_00390
OG0000515	Syai.g_00529	Prat.g_00391
OG0000516	Syai.g_02223	Prat.g_00392
OG0000517	Syai.g_02229	Prat.g_00395
OG0000518	Syai.g_02211	Prat.g_00407
OG0000519	Syai.g_02210	Prat.g_00408
OG0000520	Syai.g_02209	Prat.g_00410
OG0000521	Syai.g_00842	Prat.g_00415
OG0000522	Syai.g_00844	Prat.g_00417
OG0000523	Syai.g_00845	Prat.g_00418
OG0000524	Syai.g_00852	Prat.g_00424
OG0000525	Syai.g_00856	Prat.g_00428
OG0000526	Syai.g_00859	Prat.g_00429
OG0000527	Syai.g_00863	Prat.g_00432
OG0000528	Syai.g_00633	Prat.g_00438
OG0000529	Syai.g_00639	Prat.g_00441
OG0000530	Syai.g_00642	Prat.g_00444
OG0000531	Syai.g_00643	Prat.g_00445
OG0000532	Syai.g_00646	Prat.g_00447
OG0000533	Syai.g_00647	Prat.g_00448
OG0000534	Syai.g_00648	Prat.g_00449
OG0000535	Syai.g_00649	Prat.g_00450
OG0000536	Syai.g_00650	Prat.g_00451
OG0000537	Syai.g_00651	Prat.g_00453
OG0000538	Syai.g_00662	Prat.g_00463
OG0000539	Syai.g_00663	Prat.g_00464
OG0000540	Syai.g_00664	Prat.g_00465
OG0000541	Syai.g_00665	Prat.g_00466
OG0000542	Syai.g_00668	Prat.g_00468
OG0000543	Syai.g_00670	Prat.g_00470
OG0000544	Syai.g_00671	Prat.g_00471
OG0000545	Syai.g_00673	Prat.g_00473
OG0000546	Syai.g_00675	Prat.g_00476
OG0000547	Syai.g_00677	Prat.g_00478
OG0000548	Syai.g_00678	Prat.g_00479
OG0000549	Syai.g_00684	Prat.g_00482
OG0000550	Syai.g_00689	Prat.g_00486
OG0000551	Syai.g_00694	Prat.g_00489
OG0000552	Syai.g_00695	Prat.g_00490
OG0000553	Syai.g_00698	Prat.g_00491
OG0000554	Syai.g_00708	Prat.g_00496
OG0000555	Syai.g_00725	Prat.g_00503
OG0000556	Syai.g_00728	Prat.g_00505
OG0000557	Syai.g_00730	Prat.g_00506
OG0000558	Syai.g_00732	Prat.g_00508
OG0000559	Syai.g_00736	Prat.g_00512
OG0000560	Syai.g_00739	Prat.g_00516
OG0000561	Syai.g_00740	Prat.g_00517
OG0000562	Syai.g_00741	Prat.g_00518
OG0000563	Syai.g_00742	Prat.g_00519
OG0000564	Syai.g_00743	Prat.g_00520
OG0000565	Syai.g_00746	Prat.g_00523
OG0000566	Syai.g_00750	Prat.g_00527
OG0000567	Syai.g_00754	Prat.g_00531
OG0000568	Syai.g_00758	Prat.g_00532
OG0000569	Syai.g_00759	Prat.g_00533
OG0000570	Syai.g_00760	Prat.g_00534
OG0000571	Syai.g_00764	Prat.g_00537
OG0000572	Syai.g_00782	Prat.g_00549
OG0000573	Syai.g_00790	Prat.g_00554
OG0000574	Syai.g_00796	Prat.g_00555
OG0000575	Syai.g_00800	Prat.g_00559
OG0000576	Syai.g_00802	Prat.g_00561
OG0000577	Syai.g_00803	Prat.g_00562
OG0000578	Syai.g_00804	Prat.g_00563
OG0000579	Syai.g_00805	Prat.g_00564
OG0000580	Syai.g_00806	Prat.g_00565
OG0000581	Syai.g_00812	Prat.g_00568
OG0000582	Syai.g_01042	Prat.g_00571
OG0000583	Syai.g_01043	Prat.g_00572
