Orthogroup	Syai	Syaa
OG0000025	Syai.g_02044	Syaa.g_00839
OG0000026	Syai.g_00038	Syaa.g_00038
OG0000027	Syai.g_01128	Syaa.g_01605
OG0000027	Syai.g_01654	Syaa.g_00854
OG0000028	Syai.g_00205	Syaa.g_00205
OG0000029	Syai.g_01035, Syai.g_01584	Syaa.g_01578
OG0000030	Syai.g_00096	Syaa.g_00099
OG0000030	Syai.g_00095	Syaa.g_00098
OG0000031	Syai.g_00197	Syaa.g_00200
OG0000032	Syai.g_00895	Syaa.g_01818
OG0000033	Syai.g_02634	Syaa.g_02478
OG0000034	Syai.g_02192, Syai.g_02604	Syaa.g_00722, Syaa.g_02444
OG0000035	Syai.g_00955	Syaa.g_01773
OG0000037	Syai.g_02544, Syai.g_02815	Syaa.g_02384
OG0000038	Syai.g_02780	Syaa.g_02596
OG0000039	Syai.g_02034	Syaa.g_00846
OG0000040	Syai.g_02876	Syaa.g_02690
OG0000041	Syai.g_02265	Syaa.g_00660
OG0000041	Syai.g_02016	Syaa.g_00869
OG0000042	Syai.g_00099	Syaa.g_00103
OG0000043	Syai.g_01599	Syaa.g_01437
OG0000045	Syai.g_02432	Syaa.g_01560
OG0000046	Syai.g_00435	Syaa.g_02218
OG0000046	Syai.g_00443	Syaa.g_02211
OG0000046	Syai.g_00449	Syaa.g_02205
OG0000047	Syai.g_00462	Syaa.g_02189
OG0000048	Syai.g_00272	Syaa.g_00275
OG0000050	Syai.g_01332	Syaa.g_01213, Syaa.g_01712
OG0000050	Syai.g_01893	Syaa.g_01591
OG0000051	Syai.g_01773	Syaa.g_01531
OG0000052	Syai.g_00176	Syaa.g_00174
OG0000053	Syai.g_00930	Syaa.g_01797
OG0000054	Syai.g_01040	Syaa.g_01691
OG0000055	Syai.g_02029	Syaa.g_00852
OG0000057	Syai.g_01997	Syaa.g_00889
OG0000058	Syai.g_00195	Syaa.g_00193
OG0000059	Syai.g_00351	Syaa.g_02315
OG0000060	Syai.g_00635	Syaa.g_02053
OG0000060	Syai.g_01758	Syaa.g_01007
OG0000061	Syai.g_02144	Syaa.g_00770
OG0000062	Syai.g_02358	Syaa.g_00571
OG0000063	Syai.g_00042	Syaa.g_00042
OG0000064	Syai.g_02844	Syaa.g_02666
OG0000064	Syai.g_01163	Syaa.g_01568
OG0000064	Syai.g_02350	Syaa.g_00579
OG0000066	Syai.g_01709, Syai.g_00719	Syaa.g_01968
OG0000067	Syai.g_01321	Syaa.g_01154
OG0000068	Syai.g_00628	Syaa.g_02059
OG0000070	Syai.g_02196	Syaa.g_00718
OG0000071	Syai.g_02179	Syaa.g_00735
OG0000072	Syai.g_02636	Syaa.g_02480
OG0000073	Syai.g_00659	Syaa.g_02030
OG0000075	Syai.g_00161	Syaa.g_00157
OG0000076	Syai.g_00111	Syaa.g_00123
OG0000077	Syai.g_02486	Syaa.g_00341
OG0000078	Syai.g_00543	Syaa.g_02103
OG0000079	Syai.g_00300	Syaa.g_00303
OG0000081	Syai.g_02292	Syaa.g_01694
OG0000081	Syai.g_00553	Syaa.g_02089
OG0000082	Syai.g_00781	Syaa.g_01905
OG0000084	Syai.g_01196	Syaa.g_01827, Syaa.g_02302
OG0000084	Syai.g_00958	Syaa.g_01770
OG0000085	Syai.g_02365	Syaa.g_00564
OG0000086	Syai.g_02507	Syaa.g_00324
OG0000087	Syai.g_02592	Syaa.g_02433
OG0000088	Syai.g_02630	Syaa.g_02474
OG0000089	Syai.g_00517	Syaa.g_02149
OG0000090	Syai.g_00707	Syaa.g_01980
OG0000091	Syai.g_01112	Syaa.g_01625
OG0000093	Syai.g_01306	Syaa.g_01139
OG0000094	Syai.g_01424	Syaa.g_01288
OG0000095	Syai.g_02007	Syaa.g_00879
OG0000097	Syai.g_01787	Syaa.g_00979
OG0000099	Syai.g_00199	Syaa.g_00202
OG0000100	Syai.g_01372	Syaa.g_01201
OG0000101	Syai.g_00404	Syaa.g_02249
OG0000102	Syai.g_00106	Syaa.g_00118
OG0000103	Syai.g_02912	Syaa.g_02740
OG0000104	Syai.g_02929	Syaa.g_02754
OG0000105	Syai.g_00267	Syaa.g_00270
OG0000106	Syai.g_01601	Syaa.g_01439
OG0000107	Syai.g_00319	Syaa.g_02351
OG0000108	Syai.g_00638	Syaa.g_02051
OG0000109	Syai.g_00653	Syaa.g_02036
OG0000110	Syai.g_00766	Syaa.g_01918
OG0000111	Syai.g_00884, Syai.g_01998	Syaa.g_00888
OG0000112	Syai.g_01512	Syaa.g_01366
OG0000113	Syai.g_01367	Syaa.g_01196
OG0000114	Syai.g_01261	Syaa.g_01094
OG0000115	Syai.g_00932	Syaa.g_01795
OG0000116	Syai.g_02156	Syaa.g_00757
OG0000117	Syai.g_01756	Syaa.g_01009
OG0000118	Syai.g_00818	Syaa.g_01874
OG0000119	Syai.g_02127	Syaa.g_00785
OG0000120	Syai.g_00198	Syaa.g_00201
OG0000121	Syai.g_00951	Syaa.g_01777
OG0000122	Syai.g_01143	Syaa.g_01598
OG0000123	Syai.g_00411	Syaa.g_02242
OG0000124	Syai.g_00089	Syaa.g_00092
OG0000125	Syai.g_02782	Syaa.g_02598
OG0000126	Syai.g_02927	Syaa.g_02752
OG0000127	Syai.g_01855	Syaa.g_00934
OG0000127	Syai.g_02459	Syaa.g_00377
OG0000128	Syai.g_00012	Syaa.g_00012
OG0000129	Syai.g_02771	Syaa.g_02586
OG0000130	Syai.g_02474	Syaa.g_00354
OG0000131	Syai.g_02608	Syaa.g_02448
OG0000132	Syai.g_02628	Syaa.g_02472
OG0000133	Syai.g_01507	Syaa.g_01361
OG0000134	Syai.g_00520	Syaa.g_02146
OG0000135	Syai.g_02826	Syaa.g_02649
OG0000136	Syai.g_02217	Syaa.g_00708
OG0000137	Syai.g_00865	Syaa.g_01842
OG0000138	Syai.g_00654	Syaa.g_02035
OG0000139	Syai.g_00714	Syaa.g_01974
OG0000140	Syai.g_00716	Syaa.g_01971
OG0000141	Syai.g_01041	Syaa.g_01689
OG0000142	Syai.g_01104	Syaa.g_01633
OG0000143	Syai.g_01108	Syaa.g_01629
OG0000144	Syai.g_01608	Syaa.g_01446
OG0000145	Syai.g_00660	Syaa.g_02029
OG0000146	Syai.g_01513	Syaa.g_01367
OG0000147	Syai.g_01514	Syaa.g_01368
OG0000148	Syai.g_01361	Syaa.g_01190
OG0000149	Syai.g_02059	Syaa.g_00826
OG0000150	Syai.g_00717	Syaa.g_01688
OG0000151	Syai.g_01280	Syaa.g_01107
OG0000152	Syai.g_01503	Syaa.g_01357
OG0000153	Syai.g_01461	Syaa.g_01324
OG0000154	Syai.g_01434	Syaa.g_01298
OG0000155	Syai.g_02109	Syaa.g_00804
OG0000156	Syai.g_02162	Syaa.g_00751
OG0000157	Syai.g_02163	Syaa.g_00750
OG0000158	Syai.g_00135	Syaa.g_00148
OG0000160	Syai.g_00952	Syaa.g_01776
OG0000161	Syai.g_00946	Syaa.g_01782
OG0000162	Syai.g_00939	Syaa.g_01788
OG0000163	Syai.g_02300	Syaa.g_00624
OG0000164	Syai.g_02411	Syaa.g_00507
OG0000165	Syai.g_02244	Syaa.g_00681
OG0000166	Syai.g_00364	Syaa.g_02289
OG0000167	Syai.g_00164	Syaa.g_00160
OG0000168	Syai.g_00134	Syaa.g_00145
OG0000169	Syai.g_00123	Syaa.g_00134
OG0000170	Syai.g_00116	Syaa.g_00128
OG0000171	Syai.g_00090	Syaa.g_00093
OG0000172	Syai.g_00083	Syaa.g_00079
OG0000173	Syai.g_00064	Syaa.g_00060
OG0000174	Syai.g_02828	Syaa.g_02651
OG0000175	Syai.g_02901	Syaa.g_02726
OG0000176	Syai.g_00004	Syaa.g_00004
OG0000177	Syai.g_00005	Syaa.g_00005
OG0000178	Syai.g_00006	Syaa.g_00006
OG0000179	Syai.g_00023	Syaa.g_00023
OG0000180	Syai.g_00024	Syaa.g_00024
OG0000181	Syai.g_00025	Syaa.g_00025
OG0000182	Syai.g_00026	Syaa.g_00026
OG0000183	Syai.g_00030	Syaa.g_00030
OG0000184	Syai.g_02756	Syaa.g_02578
OG0000185	Syai.g_02734	Syaa.g_02575
OG0000186	Syai.g_02469	Syaa.g_00359
OG0000187	Syai.g_02471	Syaa.g_00358
OG0000188	Syai.g_02494	Syaa.g_00334
OG0000189	Syai.g_02530	Syaa.g_02367
OG0000190	Syai.g_02532	Syaa.g_02369
OG0000191	Syai.g_02562	Syaa.g_02404
OG0000192	Syai.g_02569	Syaa.g_02410
OG0000193	Syai.g_02609	Syaa.g_02449
OG0000194	Syai.g_02612	Syaa.g_02452
OG0000195	Syai.g_02614	Syaa.g_02459
OG0000196	Syai.g_02625	Syaa.g_02469
OG0000197	Syai.g_02626	Syaa.g_02470
OG0000198	Syai.g_02627	Syaa.g_02471
OG0000199	Syai.g_02635	Syaa.g_02479
OG0000200	Syai.g_02651	Syaa.g_02496
OG0000202	Syai.g_02668	Syaa.g_02522
OG0000203	Syai.g_02669	Syaa.g_02523
OG0000204	Syai.g_02670	Syaa.g_02524
OG0000205	Syai.g_02677	Syaa.g_02531
OG0000206	Syai.g_02684	Syaa.g_02538
OG0000207	Syai.g_02686	Syaa.g_02540
OG0000208	Syai.g_02687	Syaa.g_02541
OG0000209	Syai.g_02699	Syaa.g_02556
OG0000210	Syai.g_02700	Syaa.g_02557
OG0000211	Syai.g_00533	Syaa.g_02113
OG0000212	Syai.g_00544	Syaa.g_02102
OG0000213	Syai.g_00292	Syaa.g_00295
OG0000214	Syai.g_00276	Syaa.g_00279
OG0000215	Syai.g_00245	Syaa.g_00248
OG0000216	Syai.g_00241	Syaa.g_00244
OG0000217	Syai.g_00237	Syaa.g_00240
OG0000218	Syai.g_00235	Syaa.g_00238
OG0000219	Syai.g_00234	Syaa.g_00237
OG0000220	Syai.g_00233	Syaa.g_00236
OG0000221	Syai.g_00227	Syaa.g_00229
OG0000222	Syai.g_00215	Syaa.g_00215
OG0000223	Syai.g_00194	Syaa.g_00192
OG0000224	Syai.g_00186	Syaa.g_00183
OG0000225	Syai.g_00502	Syaa.g_02166
OG0000226	Syai.g_00506	Syaa.g_02162
OG0000227	Syai.g_00508	Syaa.g_02160
OG0000228	Syai.g_00516	Syaa.g_02150
OG0000229	Syai.g_02228	Syaa.g_00703
OG0000230	Syai.g_02226	Syaa.g_00705
OG0000231	Syai.g_02208	Syaa.g_00717
OG0000232	Syai.g_00846	Syaa.g_01858
OG0000233	Syai.g_00855	Syaa.g_01853
OG0000234	Syai.g_00866	Syaa.g_01841
OG0000235	Syai.g_00637	Syaa.g_02052
OG0000236	Syai.g_00652	Syaa.g_02037
OG0000237	Syai.g_00669	Syaa.g_02020
OG0000238	Syai.g_00674	Syaa.g_02015
OG0000239	Syai.g_00691	Syaa.g_01996
OG0000240	Syai.g_00692	Syaa.g_01995
OG0000241	Syai.g_01085	Syaa.g_01644
OG0000242	Syai.g_00705	Syaa.g_01982
OG0000243	Syai.g_00726	Syaa.g_01960
OG0000244	Syai.g_00731	Syaa.g_01954
OG0000245	Syai.g_00733	Syaa.g_01952
OG0000246	Syai.g_00737	Syaa.g_01948
OG0000247	Syai.g_00748	Syaa.g_01937
OG0000248	Syai.g_00751	Syaa.g_01934
OG0000249	Syai.g_00753	Syaa.g_01932
OG0000250	Syai.g_00762	Syaa.g_01922
OG0000251	Syai.g_00789	Syaa.g_01897
OG0000252	Syai.g_00797	Syaa.g_01894
OG0000253	Syai.g_00798	Syaa.g_01893
OG0000254	Syai.g_01045	Syaa.g_01684
OG0000255	Syai.g_01061	Syaa.g_01668
OG0000256	Syai.g_01077	Syaa.g_01651
OG0000257	Syai.g_01084	Syaa.g_01645
OG0000258	Syai.g_01113	Syaa.g_01624
OG0000259	Syai.g_01229	Syaa.g_01063
OG0000260	Syai.g_01232	Syaa.g_01066
OG0000261	Syai.g_01235	Syaa.g_01069
OG0000262	Syai.g_01240	Syaa.g_01074
OG0000263	Syai.g_01776	Syaa.g_00989
OG0000264	Syai.g_01962	Syaa.g_00910
OG0000265	Syai.g_02245	Syaa.g_01498
OG0000266	Syai.g_01401	Syaa.g_01258
OG0000267	Syai.g_01569	Syaa.g_01409
OG0000268	Syai.g_01568	Syaa.g_01408
OG0000269	Syai.g_01316	Syaa.g_01149
OG0000270	Syai.g_01319	Syaa.g_01152
OG0000271	Syai.g_01327	Syaa.g_01160
OG0000272	Syai.g_01328	Syaa.g_01161
OG0000273	Syai.g_02037	Syaa.g_00844
OG0000274	Syai.g_02038	Syaa.g_00843
OG0000275	Syai.g_02043	Syaa.g_00840
OG0000276	Syai.g_02051	Syaa.g_00834
OG0000277	Syai.g_02052	Syaa.g_00833
OG0000278	Syai.g_02055	Syaa.g_00830
OG0000279	Syai.g_02063	Syaa.g_00822
OG0000280	Syai.g_02084	Syaa.g_00815
OG0000282	Syai.g_01263	Syaa.g_01096
OG0000283	Syai.g_01554	Syaa.g_01396
OG0000284	Syai.g_01548	Syaa.g_01390
OG0000285	Syai.g_01522	Syaa.g_01377
OG0000286	Syai.g_01504	Syaa.g_01358
OG0000287	Syai.g_01469	Syaa.g_01330
OG0000288	Syai.g_01435	Syaa.g_01299
OG0000289	Syai.g_01421	Syaa.g_01285
OG0000290	Syai.g_02010	Syaa.g_00875
OG0000291	Syai.g_02008	Syaa.g_00877
OG0000292	Syai.g_02926	Syaa.g_02751
OG0000293	Syai.g_02155	Syaa.g_00758
OG0000294	Syai.g_02154	Syaa.g_00759
OG0000295	Syai.g_02117	Syaa.g_00796
OG0000296	Syai.g_02115	Syaa.g_00798
OG0000297	Syai.g_01754	Syaa.g_01021
OG0000298	Syai.g_01755	Syaa.g_01010
OG0000299	Syai.g_01783	Syaa.g_00982
OG0000300	Syai.g_01790	Syaa.g_00976
OG0000301	Syai.g_01791	Syaa.g_00975
OG0000302	Syai.g_01793	Syaa.g_00972
OG0000303	Syai.g_01802	Syaa.g_00963
OG0000304	Syai.g_01826	Syaa.g_00957
OG0000305	Syai.g_02005	Syaa.g_00881
OG0000306	Syai.g_02090	Syaa.g_00807
OG0000307	Syai.g_00619	Syaa.g_02068
OG0000308	Syai.g_00617	Syaa.g_02070
OG0000309	Syai.g_00612	Syaa.g_02075
OG0000310	Syai.g_00989	Syaa.g_01752
OG0000311	Syai.g_00985	Syaa.g_01757
OG0000312	Syai.g_00966	Syaa.g_01762
OG0000313	Syai.g_00949	Syaa.g_01779
OG0000314	Syai.g_00908	Syaa.g_01806
OG0000315	Syai.g_00897	Syaa.g_01816
OG0000316	Syai.g_02320, Syai.g_02322	Syaa.g_00598
OG0000317	Syai.g_02373	Syaa.g_00556
OG0000318	Syai.g_02379	Syaa.g_00550
OG0000319	Syai.g_02395	Syaa.g_00532
OG0000320	Syai.g_02397	Syaa.g_00530
OG0000321	Syai.g_02398	Syaa.g_00529
OG0000322	Syai.g_02399	Syaa.g_00528
OG0000323	Syai.g_02413	Syaa.g_00496
OG0000324	Syai.g_02272	Syaa.g_00653
OG0000325	Syai.g_00320	Syaa.g_02350
OG0000326	Syai.g_00327	Syaa.g_02343
OG0000327	Syai.g_00359	Syaa.g_02294
OG0000328	Syai.g_00360	Syaa.g_02293
OG0000329	Syai.g_00378	Syaa.g_02275
OG0000330	Syai.g_00379	Syaa.g_02274
OG0000331	Syai.g_00380	Syaa.g_02273
OG0000332	Syai.g_00395	Syaa.g_02258
OG0000333	Syai.g_00398	Syaa.g_02255
OG0000334	Syai.g_00407	Syaa.g_02246
OG0000335	Syai.g_00412	Syaa.g_02241
OG0000336	Syai.g_00416	Syaa.g_02237
OG0000337	Syai.g_00169	Syaa.g_00167
OG0000338	Syai.g_00166	Syaa.g_00162
OG0000339	Syai.g_00160	Syaa.g_00156
OG0000340	Syai.g_00133	Syaa.g_00144
OG0000341	Syai.g_00131	Syaa.g_00142
OG0000342	Syai.g_00130	Syaa.g_00141
OG0000343	Syai.g_00129	Syaa.g_00140
OG0000344	Syai.g_00125	Syaa.g_00136
OG0000345	Syai.g_00115	Syaa.g_00127
OG0000346	Syai.g_00110	Syaa.g_00122
OG0000347	Syai.g_00087	Syaa.g_00088
OG0000348	Syai.g_00076	Syaa.g_00071
OG0000349	Syai.g_00057	Syaa.g_00053
OG0000350	Syai.g_00334	Syaa.g_02336
OG0000351	Syai.g_02904	Syaa.g_02730
OG0000352	Syai.g_02905	Syaa.g_02731
OG0000353	Syai.g_02932	Syaa.g_02757
OG0000354	Syai.g_00680	Syaa.g_02008, Syaa.g_02009
OG0000354	Syai.g_00019	Syaa.g_00019, Syaa.g_00020
OG0000355	Syai.g_00001	Syaa.g_00001
OG0000356	Syai.g_00002	Syaa.g_00002
OG0000357	Syai.g_00003	Syaa.g_00003
OG0000358	Syai.g_00007	Syaa.g_00007
OG0000359	Syai.g_00009	Syaa.g_00009
OG0000360	Syai.g_00010	Syaa.g_00010
OG0000361	Syai.g_00011	Syaa.g_00011
OG0000362	Syai.g_00013	Syaa.g_00013
OG0000363	Syai.g_00015	Syaa.g_00015
OG0000364	Syai.g_00016	Syaa.g_00016
OG0000365	Syai.g_00027	Syaa.g_00027
OG0000366	Syai.g_00028	Syaa.g_00028
OG0000367	Syai.g_00029	Syaa.g_00029
OG0000368	Syai.g_00031	Syaa.g_00031
OG0000369	Syai.g_00032	Syaa.g_00032
OG0000370	Syai.g_00033	Syaa.g_00033
OG0000371	Syai.g_00041	Syaa.g_00041
OG0000372	Syai.g_00047	Syaa.g_00046
OG0000373	Syai.g_00048	Syaa.g_00047
OG0000374	Syai.g_00049	Syaa.g_00048
OG0000375	Syai.g_00053	Syaa.g_00049
OG0000376	Syai.g_00055	Syaa.g_00051
OG0000377	Syai.g_02769	Syaa.g_02585
OG0000378	Syai.g_02751	Syaa.g_02577
OG0000379	Syai.g_02733	Syaa.g_02574
OG0000380	Syai.g_02472	Syaa.g_00357
OG0000381	Syai.g_02475	Syaa.g_00353
OG0000382	Syai.g_02493	Syaa.g_00335
OG0000383	Syai.g_02498	Syaa.g_00333
OG0000384	Syai.g_02499	Syaa.g_00332
OG0000385	Syai.g_02500	Syaa.g_00331
OG0000386	Syai.g_02501	Syaa.g_00330
OG0000387	Syai.g_02534	Syaa.g_02371
OG0000388	Syai.g_02538	Syaa.g_02375
OG0000389	Syai.g_02542	Syaa.g_02379
OG0000390	Syai.g_02556	Syaa.g_02398
OG0000391	Syai.g_02561	Syaa.g_02403
OG0000392	Syai.g_02568	Syaa.g_02409
OG0000393	Syai.g_02570	Syaa.g_02412
OG0000394	Syai.g_02571	Syaa.g_02413
OG0000395	Syai.g_02572	Syaa.g_02414
OG0000396	Syai.g_02575	Syaa.g_02417
OG0000397	Syai.g_02577	Syaa.g_02419
OG0000398	Syai.g_02582	Syaa.g_02424
OG0000399	Syai.g_02583	Syaa.g_02425
OG0000400	Syai.g_02584	Syaa.g_02426
OG0000401	Syai.g_02585	Syaa.g_02427
OG0000402	Syai.g_02588	Syaa.g_02429
OG0000403	Syai.g_02589	Syaa.g_02430
OG0000404	Syai.g_02590	Syaa.g_02431
OG0000405	Syai.g_02606	Syaa.g_02446
OG0000406	Syai.g_02610	Syaa.g_02450
OG0000407	Syai.g_02611	Syaa.g_02451
OG0000408	Syai.g_02613	Syaa.g_02458
OG0000409	Syai.g_02615	Syaa.g_02460
OG0000410	Syai.g_02616	Syaa.g_02461
OG0000411	Syai.g_02617	Syaa.g_02462
OG0000412	Syai.g_02618	Syaa.g_02463
OG0000413	Syai.g_02620	Syaa.g_02465
OG0000415	Syai.g_02622	Syaa.g_02466
OG0000416	Syai.g_02623	Syaa.g_02467
OG0000417	Syai.g_02624	Syaa.g_02468
OG0000418	Syai.g_02629	Syaa.g_02473
OG0000419	Syai.g_02631	Syaa.g_02475
OG0000420	Syai.g_02633	Syaa.g_02477
OG0000421	Syai.g_02638	Syaa.g_02482
OG0000422	Syai.g_02639	Syaa.g_02483
OG0000423	Syai.g_02640	Syaa.g_02484
OG0000424	Syai.g_02641	Syaa.g_02485
OG0000425	Syai.g_02642	Syaa.g_02486
OG0000426	Syai.g_02643	Syaa.g_02487
OG0000427	Syai.g_02644	Syaa.g_02488
OG0000428	Syai.g_02647	Syaa.g_02491
OG0000429	Syai.g_02649	Syaa.g_02493
OG0000430	Syai.g_02650	Syaa.g_02495
OG0000431	Syai.g_02654	Syaa.g_02498
OG0000432	Syai.g_02660	Syaa.g_02504
OG0000433	Syai.g_02662	Syaa.g_02513
OG0000434	Syai.g_02663	Syaa.g_02514
OG0000435	Syai.g_02666	Syaa.g_02516
OG0000436	Syai.g_02671	Syaa.g_02525
OG0000437	Syai.g_02672	Syaa.g_02526
OG0000438	Syai.g_02673	Syaa.g_02527
OG0000439	Syai.g_02675	Syaa.g_02529
OG0000440	Syai.g_02676	Syaa.g_02530
OG0000441	Syai.g_02681	Syaa.g_02534
OG0000442	Syai.g_02682	Syaa.g_02535
OG0000443	Syai.g_02683	Syaa.g_02536
OG0000444	Syai.g_02688	Syaa.g_02542
OG0000445	Syai.g_02689	Syaa.g_02543
OG0000446	Syai.g_02690	Syaa.g_02545
OG0000447	Syai.g_02693	Syaa.g_02548
OG0000448	Syai.g_02694	Syaa.g_02549
OG0000449	Syai.g_02695	Syaa.g_02550
OG0000450	Syai.g_02696	Syaa.g_02553
OG0000451	Syai.g_02697	Syaa.g_02554
OG0000452	Syai.g_02701	Syaa.g_02558
OG0000453	Syai.g_02702	Syaa.g_02559
OG0000454	Syai.g_02703	Syaa.g_02560
OG0000455	Syai.g_02704	Syaa.g_02561
OG0000456	Syai.g_02705	Syaa.g_02562
OG0000457	Syai.g_02707	Syaa.g_02564
OG0000458	Syai.g_02708	Syaa.g_02565
OG0000459	Syai.g_02709	Syaa.g_02566
OG0000460	Syai.g_00535	Syaa.g_02111
OG0000461	Syai.g_00314	Syaa.g_00318
OG0000462	Syai.g_00311	Syaa.g_00315
OG0000463	Syai.g_00310	Syaa.g_00314
OG0000464	Syai.g_00309	Syaa.g_00313
OG0000465	Syai.g_00307	Syaa.g_00311
OG0000466	Syai.g_00303	Syaa.g_00306
OG0000467	Syai.g_00301	Syaa.g_00304
OG0000468	Syai.g_00296	Syaa.g_00299
OG0000469	Syai.g_00282	Syaa.g_00285
OG0000470	Syai.g_00280	Syaa.g_00283
OG0000471	Syai.g_00279	Syaa.g_00282
OG0000472	Syai.g_00277	Syaa.g_00280
OG0000473	Syai.g_00275	Syaa.g_00278
OG0000474	Syai.g_00274	Syaa.g_00277
OG0000475	Syai.g_00273	Syaa.g_00276
OG0000476	Syai.g_00271	Syaa.g_00274
OG0000477	Syai.g_00265	Syaa.g_00268
OG0000478	Syai.g_00264	Syaa.g_00267
OG0000479	Syai.g_00263	Syaa.g_00266
OG0000480	Syai.g_00256	Syaa.g_00259
OG0000481	Syai.g_00254	Syaa.g_00257
OG0000482	Syai.g_00253	Syaa.g_00256
OG0000483	Syai.g_00249	Syaa.g_00252
OG0000484	Syai.g_00248	Syaa.g_00251
OG0000485	Syai.g_00247	Syaa.g_00250
OG0000486	Syai.g_00246	Syaa.g_00249
OG0000487	Syai.g_00240	Syaa.g_00243
OG0000488	Syai.g_00236	Syaa.g_00239
OG0000489	Syai.g_00226	Syaa.g_00228
OG0000490	Syai.g_00218	Syaa.g_00220
OG0000491	Syai.g_00217	Syaa.g_00218
OG0000492	Syai.g_00214	Syaa.g_00214
OG0000493	Syai.g_00213	Syaa.g_00213
OG0000494	Syai.g_00212	Syaa.g_00212
OG0000495	Syai.g_00211	Syaa.g_00211
OG0000496	Syai.g_00210	Syaa.g_00210
OG0000497	Syai.g_00209	Syaa.g_00209
OG0000498	Syai.g_00208	Syaa.g_00208
OG0000499	Syai.g_00207	Syaa.g_00207
OG0000500	Syai.g_00206	Syaa.g_00206
OG0000501	Syai.g_00203	Syaa.g_00203
OG0000502	Syai.g_00192	Syaa.g_00190
OG0000503	Syai.g_00486	Syaa.g_02182
OG0000504	Syai.g_00488	Syaa.g_02180
OG0000505	Syai.g_00489	Syaa.g_02179
OG0000506	Syai.g_00491	Syaa.g_02177
OG0000507	Syai.g_00497	Syaa.g_02171
OG0000508	Syai.g_00501	Syaa.g_02167
OG0000509	Syai.g_00503	Syaa.g_02165
OG0000510	Syai.g_00504	Syaa.g_02164
OG0000511	Syai.g_00505	Syaa.g_02163
OG0000512	Syai.g_00507	Syaa.g_02161
OG0000513	Syai.g_00521	Syaa.g_02145
OG0000514	Syai.g_00528	Syaa.g_02118
OG0000515	Syai.g_00529	Syaa.g_02117
OG0000516	Syai.g_02223	Syaa.g_00698
OG0000517	Syai.g_02229	Syaa.g_00702
OG0000518	Syai.g_02211	Syaa.g_00714
OG0000519	Syai.g_02210	Syaa.g_00715
OG0000520	Syai.g_02209	Syaa.g_00716
OG0000521	Syai.g_00842	Syaa.g_01864
OG0000522	Syai.g_00844	Syaa.g_01862
OG0000523	Syai.g_00845	Syaa.g_01859
OG0000524	Syai.g_00852	Syaa.g_01856
OG0000525	Syai.g_00856	Syaa.g_01851
OG0000526	Syai.g_00859	Syaa.g_01848
OG0000527	Syai.g_00863	Syaa.g_01844
OG0000528	Syai.g_00633	Syaa.g_02054
OG0000529	Syai.g_00639	Syaa.g_02050
OG0000530	Syai.g_00642	Syaa.g_02047
OG0000531	Syai.g_00643	Syaa.g_02046
OG0000532	Syai.g_00646	Syaa.g_02043
OG0000533	Syai.g_00647	Syaa.g_02042
OG0000534	Syai.g_00648	Syaa.g_02041
OG0000535	Syai.g_00649	Syaa.g_02040
OG0000536	Syai.g_00650	Syaa.g_02039
OG0000537	Syai.g_00651	Syaa.g_02038
OG0000538	Syai.g_00662	Syaa.g_02027
OG0000539	Syai.g_00663	Syaa.g_02026
OG0000540	Syai.g_00664	Syaa.g_02025
OG0000541	Syai.g_00665	Syaa.g_02024
