Orthogroup	Prag	Praa
OG0000037	Prag.g_00601	Praa.g_00623
OG0000038	Prag.g_00757	Praa.g_00763
OG0000039	Prag.g_00159	Praa.g_00166
OG0000040	Prag.g_00354	Praa.g_00359
OG0000041	Prag.g_00396	Praa.g_00399
OG0000042	Prag.g_00692	Praa.g_00711
OG0000043	Prag.g_00791	Praa.g_00787
OG0000044	Prag.g_01153	Praa.g_01159
OG0000045	Prag.g_01428	Praa.g_01425
OG0000046	Prag.g_01662	Praa.g_01628
OG0000047	Prag.g_01861	Praa.g_01832
OG0000048	Prag.g_01868	Praa.g_01839
OG0000050	Prag.g_00031	Praa.g_00031
OG0000051	Prag.g_00150	Praa.g_00157
OG0000052	Prag.g_00364	Praa.g_00369
OG0000053	Prag.g_00518	Praa.g_00539
OG0000054	Prag.g_00751	Praa.g_00757
OG0000055	Prag.g_00828	Praa.g_00826
OG0000056	Prag.g_01108	Praa.g_01117
OG0000057	Prag.g_00230	Praa.g_00237
OG0000058	Prag.g_00454	Praa.g_00475
OG0000059	Prag.g_00676	Praa.g_00698
OG0000060	Prag.g_00732	Praa.g_00740
OG0000061	Prag.g_01118	Praa.g_01125
OG0000061	Prag.g_00984	Praa.g_00984
OG0000062	Prag.g_01120	Praa.g_01127
OG0000063	Prag.g_01298	Praa.g_01255
OG0000064	Prag.g_01308	Praa.g_01268, Praa.g_01620
OG0000065	Prag.g_01355	Praa.g_01318
OG0000066	Prag.g_01423	Praa.g_01387
OG0000068	Prag.g_01804	Praa.g_01775
OG0000071	Prag.g_00011	Praa.g_00011
OG0000072	Prag.g_00313	Praa.g_00322
OG0000073	Prag.g_00647	Praa.g_00669
OG0000074	Prag.g_00669	Praa.g_00691
OG0000075	Prag.g_00813	Praa.g_00810, Praa.g_00811
OG0000076	Prag.g_01036	Praa.g_01039
OG0000078	Prag.g_01424	Praa.g_01394
OG0000079	Prag.g_01568	Praa.g_01555
OG0000080	Prag.g_01617	Praa.g_01606
OG0000081	Prag.g_01834	Praa.g_01806
OG0000082	Prag.g_01923	Praa.g_01894
OG0000083	Prag.g_00003	Praa.g_00003
OG0000084	Prag.g_00006	Praa.g_00006
OG0000085	Prag.g_00023	Praa.g_00023
OG0000086	Prag.g_00039	Praa.g_00039
OG0000086	Prag.g_00391	Praa.g_00409
OG0000087	Prag.g_00049	Praa.g_00049
OG0000088	Prag.g_00106	Praa.g_00113
OG0000089	Prag.g_00114	Praa.g_00121
OG0000090	Prag.g_00132	Praa.g_00139
OG0000091	Prag.g_00162	Praa.g_00169
OG0000092	Prag.g_00163	Praa.g_00170
OG0000093	Prag.g_00177	Praa.g_00184
OG0000094	Prag.g_00195	Praa.g_00202
OG0000095	Prag.g_00200	Praa.g_00207
OG0000096	Prag.g_00244	Praa.g_00251
OG0000097	Prag.g_00265	Praa.g_00274
OG0000098	Prag.g_00275	Praa.g_00284
OG0000099	Prag.g_00285	Praa.g_00294
OG0000100	Prag.g_00288	Praa.g_00297
OG0000101	Prag.g_00351	Praa.g_00356
OG0000102	Prag.g_00375	Praa.g_00381
OG0000103	Prag.g_00455	Praa.g_00476
OG0000104	Prag.g_00459	Praa.g_00480
OG0000105	Prag.g_00478	Praa.g_00499
OG0000106	Prag.g_00511	Praa.g_00532
OG0000107	Prag.g_00512	Praa.g_00533
OG0000108	Prag.g_00522	Praa.g_00544
OG0000109	Prag.g_00531	Praa.g_00553
OG0000110	Prag.g_00547	Praa.g_00569
OG0000111	Prag.g_00629	Praa.g_00651
OG0000112	Prag.g_00630	Praa.g_00652
OG0000113	Prag.g_00714	Praa.g_00733
OG0000114	Prag.g_00804	Praa.g_00801
OG0000115	Prag.g_00964	Praa.g_00964
OG0000116	Prag.g_00968	Praa.g_00968
OG0000117	Prag.g_01033	Praa.g_01036
OG0000118	Prag.g_01085	Praa.g_01089
OG0000119	Prag.g_01123	Praa.g_01130
OG0000120	Prag.g_01159	Praa.g_01165
OG0000121	Prag.g_01178	Praa.g_01184
OG0000122	Prag.g_01197	Praa.g_01203
OG0000123	Prag.g_01210	Praa.g_01216
OG0000124	Prag.g_01219	Praa.g_01224
OG0000125	Prag.g_01367	Praa.g_01330
OG0000126	Prag.g_01389	Praa.g_01366
OG0000127	Prag.g_01475	Praa.g_01463
OG0000128	Prag.g_01491	Praa.g_01477
OG0000129	Prag.g_01527	Praa.g_01513
OG0000130	Prag.g_01667	Praa.g_01633
OG0000131	Prag.g_01705	Praa.g_01672
OG0000132	Prag.g_01708	Praa.g_01675
OG0000133	Prag.g_01763	Praa.g_01734
OG0000134	Prag.g_01799	Praa.g_01770
OG0000135	Prag.g_01801	Praa.g_01772
OG0000136	Prag.g_01845	Praa.g_01817
OG0000137	Prag.g_01878	Praa.g_01849
OG0000138	Prag.g_01913	Praa.g_01885
OG0000139	Prag.g_01940	Praa.g_01911
OG0000140	Prag.g_00001	Praa.g_00001
OG0000141	Prag.g_00002	Praa.g_00002
OG0000142	Prag.g_00004	Praa.g_00004
OG0000143	Prag.g_00005	Praa.g_00005
OG0000144	Prag.g_00007	Praa.g_00007
OG0000145	Prag.g_00008	Praa.g_00008
OG0000146	Prag.g_00009	Praa.g_00009
OG0000147	Prag.g_00010	Praa.g_00010
OG0000148	Prag.g_00012	Praa.g_00012
OG0000149	Prag.g_00014	Praa.g_00014
OG0000150	Prag.g_00015	Praa.g_00015
OG0000151	Prag.g_00016	Praa.g_00016
OG0000152	Prag.g_00017	Praa.g_00017
OG0000153	Prag.g_00018	Praa.g_00018
OG0000154	Prag.g_00019	Praa.g_00019
OG0000155	Prag.g_00020	Praa.g_00020
OG0000156	Prag.g_00021	Praa.g_00021
OG0000157	Prag.g_00022	Praa.g_00022
OG0000158	Prag.g_00024	Praa.g_00024
OG0000159	Prag.g_00025	Praa.g_00025
OG0000160	Prag.g_00026	Praa.g_00026
OG0000161	Prag.g_00027	Praa.g_00027
OG0000162	Prag.g_00028	Praa.g_00028
OG0000163	Prag.g_00029	Praa.g_00029
OG0000164	Prag.g_00032	Praa.g_00032
OG0000165	Prag.g_00035	Praa.g_00035
OG0000166	Prag.g_00036	Praa.g_00036
OG0000167	Prag.g_00037	Praa.g_00037
OG0000168	Prag.g_00040	Praa.g_00040
OG0000169	Prag.g_00042	Praa.g_00042
OG0000170	Prag.g_00043	Praa.g_00043
OG0000171	Prag.g_00044	Praa.g_00044
OG0000172	Prag.g_00045	Praa.g_00045
OG0000173	Prag.g_00046	Praa.g_00046
OG0000174	Prag.g_00047	Praa.g_00047
OG0000175	Prag.g_00048	Praa.g_00048
OG0000176	Prag.g_00050	Praa.g_00050
OG0000177	Prag.g_00051	Praa.g_00051
OG0000178	Prag.g_00052	Praa.g_00052
OG0000179	Prag.g_00058	Praa.g_00064
OG0000180	Prag.g_00059	Praa.g_00065
OG0000181	Prag.g_00060	Praa.g_00066
OG0000182	Prag.g_00063	Praa.g_00069
OG0000183	Prag.g_00064	Praa.g_00070
OG0000184	Prag.g_00067	Praa.g_00073
OG0000185	Prag.g_00071	Praa.g_00077
OG0000186	Prag.g_00072	Praa.g_00078
OG0000187	Prag.g_00073	Praa.g_00079
OG0000188	Prag.g_00074	Praa.g_00080
OG0000189	Prag.g_00075	Praa.g_00081
OG0000190	Prag.g_00076	Praa.g_00082
OG0000191	Prag.g_00077	Praa.g_00083
OG0000192	Prag.g_00078	Praa.g_00084
OG0000193	Prag.g_00079	Praa.g_00085
OG0000194	Prag.g_00080	Praa.g_00086
OG0000195	Prag.g_00082	Praa.g_00088
OG0000196	Prag.g_00083	Praa.g_00089
OG0000197	Prag.g_00084	Praa.g_00090
OG0000198	Prag.g_00085	Praa.g_00091
OG0000199	Prag.g_00087	Praa.g_00094
OG0000200	Prag.g_00088	Praa.g_00095
OG0000201	Prag.g_00089	Praa.g_00096
OG0000202	Prag.g_00090	Praa.g_00097
OG0000203	Prag.g_00091	Praa.g_00098
OG0000204	Prag.g_00092	Praa.g_00099
OG0000205	Prag.g_00093	Praa.g_00100
OG0000206	Prag.g_00094	Praa.g_00101
OG0000207	Prag.g_00095	Praa.g_00102
OG0000208	Prag.g_00096	Praa.g_00103
OG0000209	Prag.g_00097	Praa.g_00104
OG0000210	Prag.g_00099	Praa.g_00106
OG0000211	Prag.g_00100	Praa.g_00107
OG0000212	Prag.g_00101	Praa.g_00108
OG0000213	Prag.g_00102	Praa.g_00109
OG0000214	Prag.g_00104	Praa.g_00111
OG0000215	Prag.g_00105	Praa.g_00112
OG0000216	Prag.g_00107	Praa.g_00114
OG0000217	Prag.g_00108	Praa.g_00115
OG0000218	Prag.g_00109	Praa.g_00116
OG0000219	Prag.g_00110	Praa.g_00117
OG0000220	Prag.g_00113	Praa.g_00120
OG0000221	Prag.g_00115	Praa.g_00122
OG0000222	Prag.g_00116	Praa.g_00123
OG0000223	Prag.g_00117	Praa.g_00124
OG0000224	Prag.g_00120	Praa.g_00127
OG0000225	Prag.g_00122	Praa.g_00129
OG0000226	Prag.g_00123	Praa.g_00130
OG0000227	Prag.g_00124	Praa.g_00131
OG0000228	Prag.g_00125	Praa.g_00132
OG0000229	Prag.g_00126	Praa.g_00133
OG0000230	Prag.g_00127	Praa.g_00134
OG0000231	Prag.g_00129	Praa.g_00136
OG0000232	Prag.g_00130	Praa.g_00137
OG0000233	Prag.g_00133	Praa.g_00140
OG0000234	Prag.g_00135	Praa.g_00142
OG0000235	Prag.g_00138	Praa.g_00145
OG0000236	Prag.g_00139	Praa.g_00146
OG0000237	Prag.g_00140	Praa.g_00147
OG0000238	Prag.g_00141	Praa.g_00148
OG0000239	Prag.g_00142	Praa.g_00149
OG0000240	Prag.g_00144	Praa.g_00151
OG0000241	Prag.g_00145	Praa.g_00152
OG0000242	Prag.g_00146	Praa.g_00153
OG0000243	Prag.g_00147	Praa.g_00154
OG0000244	Prag.g_00148	Praa.g_00155
OG0000245	Prag.g_00149	Praa.g_00156
OG0000246	Prag.g_00151	Praa.g_00158
OG0000247	Prag.g_00152	Praa.g_00159
OG0000248	Prag.g_00153	Praa.g_00160
OG0000249	Prag.g_00154	Praa.g_00161
OG0000250	Prag.g_00155	Praa.g_00162
OG0000251	Prag.g_00156	Praa.g_00163
OG0000252	Prag.g_00157	Praa.g_00164
OG0000253	Prag.g_00158	Praa.g_00165
OG0000254	Prag.g_00160	Praa.g_00167
OG0000255	Prag.g_00161	Praa.g_00168
OG0000256	Prag.g_00164	Praa.g_00171
OG0000257	Prag.g_00166	Praa.g_00173
OG0000258	Prag.g_00167	Praa.g_00174
OG0000259	Prag.g_00168	Praa.g_00175
OG0000260	Prag.g_00169	Praa.g_00176
OG0000261	Prag.g_00170	Praa.g_00177
OG0000262	Prag.g_00171	Praa.g_00178
OG0000263	Prag.g_00172	Praa.g_00179
OG0000264	Prag.g_00174	Praa.g_00181
OG0000265	Prag.g_00175	Praa.g_00182
OG0000266	Prag.g_00176	Praa.g_00183
OG0000267	Prag.g_00178	Praa.g_00185
OG0000268	Prag.g_00179	Praa.g_00186
OG0000269	Prag.g_00180	Praa.g_00187
OG0000270	Prag.g_00181	Praa.g_00188
OG0000271	Prag.g_00182	Praa.g_00189
OG0000272	Prag.g_00183	Praa.g_00190
OG0000273	Prag.g_00184	Praa.g_00191
OG0000274	Prag.g_00185	Praa.g_00192
OG0000275	Prag.g_00186	Praa.g_00193
OG0000276	Prag.g_00187	Praa.g_00194
OG0000277	Prag.g_00188	Praa.g_00195
OG0000278	Prag.g_00189	Praa.g_00196
OG0000279	Prag.g_00190	Praa.g_00197
OG0000280	Prag.g_00191	Praa.g_00198
OG0000281	Prag.g_00193	Praa.g_00200
OG0000282	Prag.g_00194	Praa.g_00201
OG0000283	Prag.g_00197	Praa.g_00204
OG0000284	Prag.g_00198	Praa.g_00205
OG0000285	Prag.g_00199	Praa.g_00206
OG0000286	Prag.g_00201	Praa.g_00208
OG0000287	Prag.g_00202	Praa.g_00209
OG0000288	Prag.g_00203	Praa.g_00210
OG0000289	Prag.g_00204	Praa.g_00211
OG0000290	Prag.g_00205	Praa.g_00212
OG0000291	Prag.g_00206	Praa.g_00213
OG0000292	Prag.g_00207	Praa.g_00214
OG0000293	Prag.g_00208	Praa.g_00215
OG0000294	Prag.g_00209	Praa.g_00216
OG0000295	Prag.g_00210	Praa.g_00217
OG0000296	Prag.g_00211	Praa.g_00218
OG0000297	Prag.g_00212	Praa.g_00219
OG0000298	Prag.g_00213	Praa.g_00220
OG0000299	Prag.g_00214	Praa.g_00221
OG0000300	Prag.g_00215	Praa.g_00222
OG0000301	Prag.g_00216	Praa.g_00223
OG0000302	Prag.g_00217	Praa.g_00224
OG0000303	Prag.g_00218	Praa.g_00225
OG0000304	Prag.g_00219	Praa.g_00226
OG0000305	Prag.g_00220	Praa.g_00227
OG0000306	Prag.g_00221	Praa.g_00228
OG0000307	Prag.g_00222	Praa.g_00229
OG0000308	Prag.g_00223	Praa.g_00230
OG0000309	Prag.g_00224	Praa.g_00231
OG0000310	Prag.g_00225	Praa.g_00232
OG0000311	Prag.g_00226	Praa.g_00233
OG0000312	Prag.g_00228	Praa.g_00235
OG0000313	Prag.g_00229	Praa.g_00236
OG0000314	Prag.g_00232	Praa.g_00239
OG0000315	Prag.g_00233	Praa.g_00240
OG0000316	Prag.g_00235	Praa.g_00242
OG0000317	Prag.g_00237	Praa.g_00244
OG0000318	Prag.g_00238	Praa.g_00245
OG0000319	Prag.g_00239	Praa.g_00246
OG0000320	Prag.g_00240	Praa.g_00247
OG0000321	Prag.g_00243	Praa.g_00250
OG0000322	Prag.g_00245	Praa.g_00253
OG0000323	Prag.g_00246	Praa.g_00254
OG0000324	Prag.g_00249	Praa.g_00257
OG0000325	Prag.g_00250	Praa.g_00259
OG0000326	Prag.g_00251	Praa.g_00260
OG0000327	Prag.g_00253	Praa.g_00262
OG0000328	Prag.g_00254	Praa.g_00263
OG0000329	Prag.g_00255	Praa.g_00264
OG0000330	Prag.g_00256	Praa.g_00265
OG0000331	Prag.g_00257	Praa.g_00266
OG0000332	Prag.g_00258	Praa.g_00267
OG0000333	Prag.g_00259	Praa.g_00268
OG0000334	Prag.g_00260	Praa.g_00269
OG0000335	Prag.g_00261	Praa.g_00270
OG0000336	Prag.g_00262	Praa.g_00271
OG0000337	Prag.g_00266	Praa.g_00275
OG0000338	Prag.g_00267	Praa.g_00276
OG0000339	Prag.g_00268	Praa.g_00277
OG0000340	Prag.g_00269	Praa.g_00278
OG0000341	Prag.g_00273	Praa.g_00282
OG0000342	Prag.g_00274	Praa.g_00283
OG0000343	Prag.g_00276	Praa.g_00285
OG0000344	Prag.g_00277	Praa.g_00286
OG0000345	Prag.g_00278	Praa.g_00287
OG0000346	Prag.g_00279	Praa.g_00288
OG0000347	Prag.g_00280	Praa.g_00289
OG0000348	Prag.g_00281	Praa.g_00290
OG0000349	Prag.g_00282	Praa.g_00291
OG0000350	Prag.g_00283	Praa.g_00292
OG0000351	Prag.g_00286	Praa.g_00295
OG0000352	Prag.g_00289	Praa.g_00298
OG0000353	Prag.g_00290	Praa.g_00299
OG0000354	Prag.g_00291	Praa.g_00300
OG0000355	Prag.g_00292	Praa.g_00301
OG0000356	Prag.g_00293	Praa.g_00302
OG0000357	Prag.g_00294	Praa.g_00303
OG0000358	Prag.g_00295	Praa.g_00304
OG0000359	Prag.g_00296	Praa.g_00305
OG0000360	Prag.g_00299	Praa.g_00308
OG0000361	Prag.g_00300	Praa.g_00309
OG0000362	Prag.g_00301	Praa.g_00310
OG0000363	Prag.g_00302	Praa.g_00311
OG0000364	Prag.g_00303	Praa.g_00312
OG0000365	Prag.g_00304	Praa.g_00313
OG0000366	Prag.g_00305	Praa.g_00314
OG0000367	Prag.g_00306	Praa.g_00315
OG0000368	Prag.g_00307	Praa.g_00316
OG0000369	Prag.g_00308	Praa.g_00317
OG0000370	Prag.g_00309	Praa.g_00318
OG0000371	Prag.g_00310	Praa.g_00319
OG0000372	Prag.g_00312	Praa.g_00321
OG0000373	Prag.g_00314	Praa.g_00323
OG0000374	Prag.g_00315	Praa.g_00324
OG0000375	Prag.g_00316	Praa.g_00325
OG0000376	Prag.g_00318	Praa.g_00327
OG0000377	Prag.g_00319	Praa.g_00328
OG0000378	Prag.g_00320	Praa.g_00329
OG0000379	Prag.g_00329	Praa.g_00334
OG0000380	Prag.g_00330	Praa.g_00335
OG0000381	Prag.g_00331	Praa.g_00336
OG0000382	Prag.g_00333	Praa.g_00338
OG0000383	Prag.g_00336	Praa.g_00340
OG0000384	Prag.g_00337	Praa.g_00341
OG0000385	Prag.g_00339	Praa.g_00344
OG0000386	Prag.g_00340	Praa.g_00345
OG0000387	Prag.g_00341	Praa.g_00346
OG0000388	Prag.g_00342	Praa.g_00347
OG0000389	Prag.g_00343	Praa.g_00348
OG0000390	Prag.g_00344	Praa.g_00349
OG0000391	Prag.g_00345	Praa.g_00350
OG0000392	Prag.g_00346	Praa.g_00351
OG0000393	Prag.g_00349	Praa.g_00354
OG0000394	Prag.g_00350	Praa.g_00355
OG0000395	Prag.g_00352	Praa.g_00357
OG0000396	Prag.g_00353	Praa.g_00358
OG0000397	Prag.g_00365	Praa.g_00370
OG0000398	Prag.g_00372	Praa.g_00378
OG0000399	Prag.g_00373	Praa.g_00379
OG0000400	Prag.g_00378	Praa.g_00383
OG0000401	Prag.g_00410	Praa.g_00431
OG0000402	Prag.g_00411	Praa.g_00432
OG0000403	Prag.g_00412	Praa.g_00433
OG0000404	Prag.g_00414	Praa.g_00435
OG0000405	Prag.g_00415	Praa.g_00436
OG0000406	Prag.g_00417	Praa.g_00437
OG0000407	Prag.g_00418	Praa.g_00438
OG0000408	Prag.g_00419	Praa.g_00439
OG0000409	Prag.g_00420	Praa.g_00440
OG0000410	Prag.g_00421	Praa.g_00441
OG0000411	Prag.g_00422	Praa.g_00442
OG0000412	Prag.g_00423	Praa.g_00443
OG0000413	Prag.g_00424	Praa.g_00444
OG0000414	Prag.g_00425	Praa.g_00445
OG0000415	Prag.g_00426	Praa.g_00446
OG0000416	Prag.g_00427	Praa.g_00447
OG0000417	Prag.g_00428	Praa.g_00448
OG0000418	Prag.g_00429	Praa.g_00449
OG0000419	Prag.g_00430	Praa.g_00450
OG0000420	Prag.g_00431	Praa.g_00451
OG0000421	Prag.g_00432	Praa.g_00452
OG0000422	Prag.g_00434	Praa.g_00454
OG0000423	Prag.g_00435	Praa.g_00455
OG0000424	Prag.g_00437	Praa.g_00457
OG0000425	Prag.g_00440	Praa.g_00461
OG0000426	Prag.g_00441	Praa.g_00462
OG0000427	Prag.g_00442	Praa.g_00463
OG0000428	Prag.g_00443	Praa.g_00464
OG0000429	Prag.g_00444	Praa.g_00465
OG0000430	Prag.g_00450	Praa.g_00471
OG0000431	Prag.g_00452	Praa.g_00473
OG0000432	Prag.g_00453	Praa.g_00474
OG0000433	Prag.g_00456	Praa.g_00477
OG0000434	Prag.g_00457	Praa.g_00478
OG0000435	Prag.g_00458	Praa.g_00479
OG0000436	Prag.g_00460	Praa.g_00481
OG0000437	Prag.g_00462	Praa.g_00483
OG0000438	Prag.g_00463	Praa.g_00484
OG0000439	Prag.g_00464	Praa.g_00485
OG0000440	Prag.g_00466	Praa.g_00487
OG0000441	Prag.g_00467	Praa.g_00488
OG0000442	Prag.g_00468	Praa.g_00489
OG0000443	Prag.g_00469	Praa.g_00490
OG0000444	Prag.g_00470	Praa.g_00491
OG0000445	Prag.g_00471	Praa.g_00492
OG0000446	Prag.g_00472	Praa.g_00493
OG0000447	Prag.g_00473	Praa.g_00494
OG0000448	Prag.g_00474	Praa.g_00495
OG0000449	Prag.g_00479	Praa.g_00500
OG0000450	Prag.g_00480	Praa.g_00501
OG0000451	Prag.g_00481	Praa.g_00502
OG0000452	Prag.g_00482	Praa.g_00503
OG0000453	Prag.g_00484	Praa.g_00505
OG0000454	Prag.g_00485	Praa.g_00506
OG0000455	Prag.g_00486	Praa.g_00507
OG0000456	Prag.g_00487	Praa.g_00508
OG0000457	Prag.g_00489	Praa.g_00510
OG0000458	Prag.g_00491	Praa.g_00512
OG0000459	Prag.g_00492	Praa.g_00513
OG0000460	Prag.g_00494	Praa.g_00515
OG0000461	Prag.g_00495	Praa.g_00516
OG0000462	Prag.g_00496	Praa.g_00517
OG0000463	Prag.g_00497	Praa.g_00518
OG0000464	Prag.g_00502	Praa.g_00523
OG0000465	Prag.g_00504	Praa.g_00525
OG0000466	Prag.g_00505	Praa.g_00526
OG0000467	Prag.g_00506	Praa.g_00527
OG0000468	Prag.g_00507	Praa.g_00528
OG0000469	Prag.g_00508	Praa.g_00529
OG0000470	Prag.g_00509	Praa.g_00530
OG0000471	Prag.g_00510	Praa.g_00531
OG0000472	Prag.g_00513	Praa.g_00534
OG0000473	Prag.g_00514	Praa.g_00535
OG0000474	Prag.g_00515	Praa.g_00536
OG0000475	Prag.g_00516	Praa.g_00537
OG0000476	Prag.g_00517	Praa.g_00538
OG0000477	Prag.g_00519	Praa.g_00540
OG0000478	Prag.g_00520	Praa.g_00541
OG0000479	Prag.g_00521	Praa.g_00543
OG0000480	Prag.g_00523	Praa.g_00545
OG0000481	Prag.g_00524	Praa.g_00546
OG0000482	Prag.g_00525	Praa.g_00547
OG0000483	Prag.g_00526	Praa.g_00548
OG0000484	Prag.g_00527	Praa.g_00549
OG0000485	Prag.g_00528	Praa.g_00550
OG0000486	Prag.g_00529	Praa.g_00551
OG0000487	Prag.g_00530	Praa.g_00552
OG0000488	Prag.g_00532	Praa.g_00554
OG0000489	Prag.g_00533	Praa.g_00555
OG0000490	Prag.g_00534	Praa.g_00556
OG0000491	Prag.g_00535	Praa.g_00557
OG0000492	Prag.g_00536	Praa.g_00558
OG0000493	Prag.g_00537	Praa.g_00559
OG0000494	Prag.g_00539	Praa.g_00561
OG0000495	Prag.g_00540	Praa.g_00562
OG0000496	Prag.g_00541	Praa.g_00563
OG0000497	Prag.g_00542	Praa.g_00564
OG0000498	Prag.g_00543	Praa.g_00565
OG0000499	Prag.g_00545	Praa.g_00567
OG0000500	Prag.g_00546	Praa.g_00568
OG0000501	Prag.g_00548	Praa.g_00570
OG0000502	Prag.g_00549	Praa.g_00571
OG0000503	Prag.g_00550	Praa.g_00572
OG0000504	Prag.g_00551	Praa.g_00573
OG0000505	Prag.g_00552	Praa.g_00574
OG0000506	Prag.g_00553	Praa.g_00575
OG0000507	Prag.g_00554	Praa.g_00576
OG0000508	Prag.g_00556	Praa.g_00578
OG0000509	Prag.g_00557	Praa.g_00579
OG0000510	Prag.g_00558	Praa.g_00580
OG0000511	Prag.g_00559	Praa.g_00581
OG0000512	Prag.g_00560	Praa.g_00582
OG0000513	Prag.g_00561	Praa.g_00583
OG0000514	Prag.g_00562	Praa.g_00584
OG0000515	Prag.g_00564	Praa.g_00586
OG0000516	Prag.g_00565	Praa.g_00587
OG0000517	Prag.g_00566	Praa.g_00588
OG0000518	Prag.g_00569	Praa.g_00591
OG0000519	Prag.g_00570	Praa.g_00592
OG0000520	Prag.g_00571	Praa.g_00593
OG0000521	Prag.g_00572	Praa.g_00594
OG0000522	Prag.g_00573	Praa.g_00595
OG0000523	Prag.g_00574	Praa.g_00596
OG0000524	Prag.g_00575	Praa.g_00597
OG0000525	Prag.g_00577	Praa.g_00599
OG0000526	Prag.g_00578	Praa.g_00600
OG0000527	Prag.g_00579	Praa.g_00601
OG0000528	Prag.g_00580	Praa.g_00602
OG0000529	Prag.g_00581	Praa.g_00603
OG0000530	Prag.g_00582	Praa.g_00604
OG0000531	Prag.g_00583	Praa.g_00605
OG0000532	Prag.g_00584	Praa.g_00606
OG0000533	Prag.g_00585	Praa.g_00607
OG0000534	Prag.g_00586	Praa.g_00608
OG0000535	Prag.g_00587	Praa.g_00609
OG0000536	Prag.g_00588	Praa.g_00610
OG0000537	Prag.g_00589	Praa.g_00611
OG0000538	Prag.g_00590	Praa.g_00612
OG0000539	Prag.g_00591	Praa.g_00613
OG0000540	Prag.g_00592	Praa.g_00614
OG0000541	Prag.g_00593	Praa.g_00615
OG0000542	Prag.g_00594	Praa.g_00616
OG0000543	Prag.g_00595	Praa.g_00617
OG0000544	Prag.g_00596	Praa.g_00618
OG0000545	Prag.g_00599	Praa.g_00621
OG0000546	Prag.g_00600	Praa.g_00622
OG0000547	Prag.g_00602	Praa.g_00624
OG0000548	Prag.g_00603	Praa.g_00625
OG0000549	Prag.g_00604	Praa.g_00626
OG0000550	Prag.g_00605	Praa.g_00627
OG0000551	Prag.g_00606	Praa.g_00628
OG0000552	Prag.g_00607	Praa.g_00629
OG0000553	Prag.g_00608	Praa.g_00630
OG0000554	Prag.g_00609	Praa.g_00631
OG0000555	Prag.g_00610	Praa.g_00632
OG0000556	Prag.g_00611	Praa.g_00633
OG0000557	Prag.g_00612	Praa.g_00634
OG0000558	Prag.g_00613	Praa.g_00635
OG0000559	Prag.g_00614	Praa.g_00636
OG0000560	Prag.g_00616	Praa.g_00638
OG0000561	Prag.g_00617	Praa.g_00639
OG0000562	Prag.g_00618	Praa.g_00640
OG0000563	Prag.g_00619	Praa.g_00641
OG0000564	Prag.g_00620	Praa.g_00642
OG0000565	Prag.g_00621	Praa.g_00643
OG0000566	Prag.g_00622	Praa.g_00644
OG0000567	Prag.g_00623	Praa.g_00645
OG0000568	Prag.g_00624	Praa.g_00646
OG0000569	Prag.g_00625	Praa.g_00647
