Orthogroup	Prag	Prar
OG0000179	Prag.g_00058	Prar.g_00554
OG0000180	Prag.g_00059	Prar.g_00553
OG0000181	Prag.g_00060	Prar.g_00552
OG0000182	Prag.g_00063	Prar.g_00549
OG0000183	Prag.g_00064	Prar.g_00548
OG0000184	Prag.g_00067	Prar.g_00255
OG0000185	Prag.g_00071	Prar.g_00251
OG0000186	Prag.g_00072	Prar.g_00250
OG0000187	Prag.g_00073	Prar.g_00249
OG0000188	Prag.g_00074	Prar.g_00248
OG0000189	Prag.g_00075	Prar.g_00247
OG0000190	Prag.g_00076	Prar.g_00246
OG0000191	Prag.g_00077	Prar.g_00245
OG0000192	Prag.g_00078	Prar.g_00244
OG0000193	Prag.g_00079	Prar.g_00243
OG0000194	Prag.g_00080	Prar.g_00242
OG0000195	Prag.g_00082	Prar.g_00240
OG0000196	Prag.g_00083	Prar.g_00239
OG0000197	Prag.g_00084	Prar.g_00238
OG0000198	Prag.g_00085	Prar.g_00237
OG0000199	Prag.g_00087	Prar.g_00234
OG0000200	Prag.g_00088	Prar.g_00233
OG0000201	Prag.g_00089	Prar.g_00232
OG0000202	Prag.g_00090	Prar.g_00231
OG0000203	Prag.g_00091	Prar.g_00230
OG0000204	Prag.g_00092	Prar.g_00229
OG0000205	Prag.g_00093	Prar.g_00228
OG0000206	Prag.g_00094	Prar.g_00227
OG0000207	Prag.g_00095	Prar.g_00226
OG0000208	Prag.g_00096	Prar.g_00225
OG0000209	Prag.g_00097	Prar.g_00224
OG0000210	Prag.g_00099	Prar.g_00222
OG0000211	Prag.g_00100	Prar.g_00221
OG0000212	Prag.g_00101	Prar.g_00220
OG0000213	Prag.g_00102	Prar.g_00219
OG0000214	Prag.g_00104	Prar.g_00217
OG0000215	Prag.g_00105	Prar.g_00216
OG0000216	Prag.g_00107	Prar.g_00214
OG0000217	Prag.g_00108	Prar.g_00213
OG0000218	Prag.g_00109	Prar.g_00212
OG0000219	Prag.g_00110	Prar.g_00211
OG0000220	Prag.g_00113	Prar.g_00208
OG0000221	Prag.g_00115	Prar.g_00206
OG0000222	Prag.g_00116	Prar.g_00205
OG0000223	Prag.g_00117	Prar.g_00204
OG0000224	Prag.g_00120	Prar.g_00201
OG0000225	Prag.g_00122	Prar.g_00199
OG0000226	Prag.g_00123	Prar.g_00198
OG0000227	Prag.g_00124	Prar.g_00197
OG0000228	Prag.g_00125	Prar.g_00196
OG0000229	Prag.g_00126	Prar.g_00195
OG0000230	Prag.g_00127	Prar.g_00194
OG0000231	Prag.g_00129	Prar.g_00192
OG0000232	Prag.g_00130	Prar.g_00191
OG0000233	Prag.g_00133	Prar.g_00188
OG0000234	Prag.g_00135	Prar.g_00186
OG0000235	Prag.g_00138	Prar.g_00182
OG0000236	Prag.g_00139	Prar.g_00181
OG0000237	Prag.g_00140	Prar.g_00180
OG0000238	Prag.g_00141	Prar.g_00179
OG0000239	Prag.g_00142	Prar.g_00178
OG0000240	Prag.g_00144	Prar.g_00176
OG0000241	Prag.g_00145	Prar.g_00175
OG0000242	Prag.g_00146	Prar.g_00174
OG0000243	Prag.g_00147	Prar.g_00173
OG0000244	Prag.g_00148	Prar.g_00172
OG0000245	Prag.g_00149	Prar.g_00171
OG0000246	Prag.g_00151	Prar.g_00169
OG0000247	Prag.g_00152	Prar.g_00168
OG0000248	Prag.g_00153	Prar.g_00167
OG0000249	Prag.g_00154	Prar.g_00166
OG0000250	Prag.g_00155	Prar.g_00165
OG0000251	Prag.g_00156	Prar.g_00164
OG0000252	Prag.g_00157	Prar.g_00163
OG0000253	Prag.g_00158	Prar.g_00162
OG0000254	Prag.g_00160	Prar.g_00160
OG0000255	Prag.g_00161	Prar.g_00159
OG0000256	Prag.g_00164	Prar.g_00156
OG0000257	Prag.g_00166	Prar.g_00154
OG0000258	Prag.g_00167	Prar.g_00153
OG0000259	Prag.g_00168	Prar.g_00152
OG0000260	Prag.g_00169	Prar.g_00151
OG0000261	Prag.g_00170	Prar.g_00150
OG0000262	Prag.g_00171	Prar.g_00149
OG0000263	Prag.g_00172	Prar.g_00148
OG0000264	Prag.g_00174	Prar.g_00146
OG0000265	Prag.g_00175	Prar.g_00145
OG0000266	Prag.g_00176	Prar.g_00144
OG0000267	Prag.g_00178	Prar.g_00142
OG0000268	Prag.g_00179	Prar.g_00141
OG0000269	Prag.g_00180	Prar.g_00140
OG0000270	Prag.g_00181	Prar.g_00139
OG0000271	Prag.g_00182	Prar.g_00138
OG0000272	Prag.g_00183	Prar.g_00137
OG0000273	Prag.g_00184	Prar.g_00136
OG0000274	Prag.g_00185	Prar.g_00135
OG0000275	Prag.g_00186	Prar.g_00134
OG0000276	Prag.g_00187	Prar.g_00133
OG0000277	Prag.g_00188	Prar.g_00132
OG0000278	Prag.g_00189	Prar.g_00131
OG0000279	Prag.g_00190	Prar.g_00130
OG0000280	Prag.g_00191	Prar.g_00129
OG0000281	Prag.g_00193	Prar.g_00127
OG0000282	Prag.g_00194	Prar.g_00126
OG0000283	Prag.g_00197	Prar.g_00123
OG0000284	Prag.g_00198	Prar.g_00122
OG0000285	Prag.g_00199	Prar.g_00121
OG0000286	Prag.g_00201	Prar.g_00119
OG0000287	Prag.g_00202	Prar.g_00118
OG0000288	Prag.g_00203	Prar.g_00117
OG0000289	Prag.g_00204	Prar.g_00116
OG0000290	Prag.g_00205	Prar.g_00115
OG0000291	Prag.g_00206	Prar.g_00114
OG0000292	Prag.g_00207	Prar.g_00113
OG0000293	Prag.g_00208	Prar.g_00112
OG0000294	Prag.g_00209	Prar.g_00111
OG0000295	Prag.g_00210	Prar.g_00110
OG0000296	Prag.g_00211	Prar.g_00109
OG0000297	Prag.g_00212	Prar.g_00108
OG0000298	Prag.g_00213	Prar.g_00107
OG0000299	Prag.g_00214	Prar.g_00106
OG0000300	Prag.g_00215	Prar.g_00105
OG0000301	Prag.g_00216	Prar.g_00104
OG0000302	Prag.g_00217	Prar.g_00103
OG0000303	Prag.g_00218	Prar.g_00102
OG0000304	Prag.g_00219	Prar.g_00101
OG0000305	Prag.g_00220	Prar.g_00100
OG0000306	Prag.g_00221	Prar.g_00099
OG0000307	Prag.g_00222	Prar.g_00098
OG0000308	Prag.g_00223	Prar.g_00097
OG0000309	Prag.g_00224	Prar.g_00096
OG0000310	Prag.g_00225	Prar.g_00095
OG0000311	Prag.g_00226	Prar.g_00094
OG0000312	Prag.g_00228	Prar.g_00092
OG0000313	Prag.g_00229	Prar.g_00091
OG0000314	Prag.g_00232	Prar.g_00088
OG0000315	Prag.g_00233	Prar.g_00087
OG0000316	Prag.g_00235	Prar.g_00085
OG0000317	Prag.g_00237	Prar.g_00083
OG0000318	Prag.g_00238	Prar.g_00082
OG0000319	Prag.g_00239	Prar.g_00081
OG0000320	Prag.g_00240	Prar.g_00080
OG0000321	Prag.g_00243	Prar.g_00077
OG0000322	Prag.g_00245	Prar.g_00334
OG0000323	Prag.g_00246	Prar.g_00333
OG0000324	Prag.g_00249	Prar.g_00330
OG0000325	Prag.g_00250	Prar.g_00328
OG0000326	Prag.g_00251	Prar.g_00327
OG0000327	Prag.g_00253	Prar.g_00325
OG0000328	Prag.g_00254	Prar.g_00324
OG0000329	Prag.g_00255	Prar.g_00323
OG0000330	Prag.g_00256	Prar.g_00322
OG0000331	Prag.g_00257	Prar.g_00321
OG0000332	Prag.g_00258	Prar.g_00320
OG0000333	Prag.g_00259	Prar.g_00319
OG0000334	Prag.g_00260	Prar.g_00318
OG0000335	Prag.g_00261	Prar.g_00317
OG0000336	Prag.g_00262	Prar.g_00316
OG0000337	Prag.g_00266	Prar.g_00312
OG0000338	Prag.g_00267	Prar.g_00311
OG0000339	Prag.g_00268	Prar.g_00310
OG0000340	Prag.g_00269	Prar.g_00309
OG0000341	Prag.g_00273	Prar.g_00305
OG0000342	Prag.g_00274	Prar.g_00304
OG0000343	Prag.g_00276	Prar.g_00302
OG0000344	Prag.g_00277	Prar.g_00301
OG0000345	Prag.g_00278	Prar.g_00300
OG0000346	Prag.g_00279	Prar.g_00299
OG0000347	Prag.g_00280	Prar.g_00298
OG0000348	Prag.g_00281	Prar.g_00297
OG0000349	Prag.g_00282	Prar.g_00296
OG0000350	Prag.g_00283	Prar.g_00295
OG0000351	Prag.g_00286	Prar.g_00292
OG0000352	Prag.g_00289	Prar.g_00289
OG0000353	Prag.g_00290	Prar.g_00288
OG0000354	Prag.g_00291	Prar.g_00287
OG0000355	Prag.g_00292	Prar.g_00286
OG0000356	Prag.g_00293	Prar.g_00285
OG0000357	Prag.g_00294	Prar.g_00284
OG0000358	Prag.g_00295	Prar.g_00283
OG0000359	Prag.g_00296	Prar.g_00282
OG0000360	Prag.g_00299	Prar.g_00279
OG0000361	Prag.g_00300	Prar.g_00278
OG0000362	Prag.g_00301	Prar.g_00277
OG0000363	Prag.g_00302	Prar.g_00276
OG0000364	Prag.g_00303	Prar.g_00275
OG0000365	Prag.g_00304	Prar.g_00274
OG0000366	Prag.g_00305	Prar.g_00273
OG0000367	Prag.g_00306	Prar.g_00272
OG0000368	Prag.g_00307	Prar.g_00271
OG0000369	Prag.g_00308	Prar.g_00270
OG0000370	Prag.g_00309	Prar.g_00269
OG0000371	Prag.g_00310	Prar.g_00268
OG0000372	Prag.g_00312	Prar.g_00266
OG0000373	Prag.g_00314	Prar.g_00264
OG0000374	Prag.g_00315	Prar.g_00263
OG0000375	Prag.g_00316	Prar.g_00262
OG0000376	Prag.g_00318	Prar.g_00260
OG0000377	Prag.g_00319	Prar.g_00259
OG0000378	Prag.g_00320	Prar.g_00258
OG0000379	Prag.g_00329	Prar.g_00394
OG0000380	Prag.g_00330	Prar.g_00395
OG0000381	Prag.g_00331	Prar.g_00396
OG0000382	Prag.g_00333	Prar.g_00398
OG0000383	Prag.g_00336	Prar.g_00401
OG0000384	Prag.g_00337	Prar.g_00402
OG0000385	Prag.g_00339	Prar.g_00405
OG0000386	Prag.g_00340	Prar.g_00406
OG0000387	Prag.g_00341	Prar.g_00407
OG0000388	Prag.g_00342	Prar.g_00408
OG0000389	Prag.g_00343	Prar.g_00409
OG0000390	Prag.g_00344	Prar.g_00410
OG0000391	Prag.g_00345	Prar.g_00411
OG0000392	Prag.g_00346	Prar.g_00412
OG0000393	Prag.g_00349	Prar.g_00415
OG0000394	Prag.g_00350	Prar.g_00416
OG0000395	Prag.g_00352	Prar.g_00418
OG0000396	Prag.g_00353	Prar.g_00419
OG0000397	Prag.g_00365	Prar.g_00432
OG0000398	Prag.g_00372	Prar.g_00440
OG0000399	Prag.g_00373	Prar.g_00441
OG0000400	Prag.g_00378	Prar.g_00446
OG0000401	Prag.g_00410	Prar.g_00479
OG0000402	Prag.g_00411	Prar.g_00480
OG0000403	Prag.g_00412	Prar.g_00481
OG0000404	Prag.g_00414	Prar.g_00483
OG0000405	Prag.g_00415	Prar.g_00484
OG0000406	Prag.g_00417	Prar.g_00486
OG0000407	Prag.g_00418	Prar.g_00487
OG0000408	Prag.g_00419	Prar.g_00488
OG0000409	Prag.g_00420	Prar.g_00489
OG0000410	Prag.g_00421	Prar.g_00490
OG0000411	Prag.g_00422	Prar.g_00491
OG0000412	Prag.g_00423	Prar.g_00492
OG0000413	Prag.g_00424	Prar.g_00493
OG0000414	Prag.g_00425	Prar.g_00494
OG0000415	Prag.g_00426	Prar.g_00495
OG0000416	Prag.g_00427	Prar.g_00496
OG0000417	Prag.g_00428	Prar.g_00497
OG0000418	Prag.g_00429	Prar.g_00498
OG0000419	Prag.g_00430	Prar.g_00499
OG0000420	Prag.g_00431	Prar.g_00500
OG0000421	Prag.g_00432	Prar.g_00501
OG0000422	Prag.g_00434	Prar.g_00503
OG0000423	Prag.g_00435	Prar.g_00504
OG0000424	Prag.g_00437	Prar.g_00506
OG0000425	Prag.g_00440	Prar.g_00510
OG0000426	Prag.g_00441	Prar.g_00511
OG0000427	Prag.g_00442	Prar.g_00512
OG0000428	Prag.g_00443	Prar.g_00513
OG0000429	Prag.g_00444	Prar.g_00514
OG0000430	Prag.g_00450	Prar.g_00521
OG0000431	Prag.g_00452	Prar.g_00523
OG0000432	Prag.g_00453	Prar.g_00524
OG0000433	Prag.g_00456	Prar.g_00527
OG0000434	Prag.g_00457	Prar.g_00528
OG0000435	Prag.g_00458	Prar.g_00529
OG0000436	Prag.g_00460	Prar.g_00531
OG0000437	Prag.g_00462	Prar.g_00533
OG0000438	Prag.g_00463	Prar.g_00534
OG0000439	Prag.g_00464	Prar.g_00535
OG0000440	Prag.g_00466	Prar.g_00537
OG0000441	Prag.g_00467	Prar.g_00538
OG0000442	Prag.g_00468	Prar.g_00539
OG0000443	Prag.g_00469	Prar.g_00540
OG0000444	Prag.g_00470	Prar.g_00541
OG0000445	Prag.g_00471	Prar.g_00542
OG0000446	Prag.g_00472	Prar.g_00543
OG0000447	Prag.g_00473	Prar.g_00544
OG0000448	Prag.g_00474	Prar.g_00545
OG0000449	Prag.g_00479	Prar.g_01331
OG0000450	Prag.g_00480	Prar.g_01332
OG0000451	Prag.g_00481	Prar.g_01333
OG0000452	Prag.g_00482	Prar.g_01334
OG0000453	Prag.g_00484	Prar.g_01336
OG0000454	Prag.g_00485	Prar.g_01337
OG0000455	Prag.g_00486	Prar.g_01338
OG0000456	Prag.g_00487	Prar.g_01339
OG0000457	Prag.g_00489	Prar.g_01341
OG0000458	Prag.g_00491	Prar.g_01343
OG0000459	Prag.g_00492	Prar.g_01344
OG0000460	Prag.g_00494	Prar.g_01345
OG0000461	Prag.g_00495	Prar.g_01346
OG0000462	Prag.g_00496	Prar.g_01347
OG0000463	Prag.g_00497	Prar.g_01348
OG0000464	Prag.g_00502	Prar.g_01353
OG0000465	Prag.g_00504	Prar.g_01355
OG0000466	Prag.g_00505	Prar.g_01356
OG0000467	Prag.g_00506	Prar.g_01357
OG0000468	Prag.g_00507	Prar.g_01358
OG0000469	Prag.g_00508	Prar.g_01359
OG0000470	Prag.g_00509	Prar.g_01360
OG0000471	Prag.g_00510	Prar.g_01361
OG0000472	Prag.g_00513	Prar.g_01364
OG0000473	Prag.g_00514	Prar.g_01365
OG0000474	Prag.g_00515	Prar.g_01366
OG0000475	Prag.g_00516	Prar.g_01367
OG0000476	Prag.g_00517	Prar.g_01368
OG0000477	Prag.g_00519	Prar.g_01370
OG0000478	Prag.g_00520	Prar.g_01371
OG0000479	Prag.g_00521	Prar.g_01372
OG0000480	Prag.g_00523	Prar.g_01374
OG0000481	Prag.g_00524	Prar.g_01375
OG0000482	Prag.g_00525	Prar.g_01376
OG0000483	Prag.g_00526	Prar.g_01377
OG0000484	Prag.g_00527	Prar.g_01378
OG0000485	Prag.g_00528	Prar.g_01379
OG0000486	Prag.g_00529	Prar.g_01380
OG0000487	Prag.g_00530	Prar.g_01381
OG0000488	Prag.g_00532	Prar.g_01383
OG0000489	Prag.g_00533	Prar.g_01384
OG0000490	Prag.g_00534	Prar.g_01385
OG0000491	Prag.g_00535	Prar.g_01386
OG0000492	Prag.g_00536	Prar.g_01387
OG0000493	Prag.g_00537	Prar.g_01388
OG0000494	Prag.g_00539	Prar.g_01390
OG0000495	Prag.g_00540	Prar.g_01391
OG0000496	Prag.g_00541	Prar.g_01392
OG0000497	Prag.g_00542	Prar.g_01393
OG0000498	Prag.g_00543	Prar.g_01394
OG0000499	Prag.g_00545	Prar.g_01396
OG0000500	Prag.g_00546	Prar.g_01397
OG0000501	Prag.g_00548	Prar.g_01399
OG0000502	Prag.g_00549	Prar.g_01400
OG0000503	Prag.g_00550	Prar.g_01401
OG0000504	Prag.g_00551	Prar.g_01402
OG0000505	Prag.g_00552	Prar.g_01403
OG0000506	Prag.g_00553	Prar.g_01404
OG0000507	Prag.g_00554	Prar.g_01405
OG0000508	Prag.g_00556	Prar.g_01407
OG0000509	Prag.g_00557	Prar.g_01408
OG0000510	Prag.g_00558	Prar.g_01409
OG0000511	Prag.g_00559	Prar.g_01410
OG0000512	Prag.g_00560	Prar.g_01411
OG0000513	Prag.g_00561	Prar.g_01412
OG0000514	Prag.g_00562	Prar.g_01413
OG0000515	Prag.g_00564	Prar.g_01415
OG0000516	Prag.g_00565	Prar.g_01416
OG0000517	Prag.g_00566	Prar.g_01417
OG0000518	Prag.g_00569	Prar.g_01420
OG0000519	Prag.g_00570	Prar.g_01422
OG0000520	Prag.g_00571	Prar.g_01423
OG0000521	Prag.g_00572	Prar.g_01424
OG0000522	Prag.g_00573	Prar.g_01425
OG0000523	Prag.g_00574	Prar.g_01426
OG0000524	Prag.g_00575	Prar.g_01427
OG0000525	Prag.g_00577	Prar.g_01429
OG0000526	Prag.g_00578	Prar.g_01430
OG0000527	Prag.g_00579	Prar.g_01431
OG0000528	Prag.g_00580	Prar.g_01432
OG0000529	Prag.g_00581	Prar.g_01433
OG0000530	Prag.g_00582	Prar.g_01434
OG0000531	Prag.g_00583	Prar.g_01435
OG0000532	Prag.g_00584	Prar.g_01436
OG0000533	Prag.g_00585	Prar.g_01437
OG0000534	Prag.g_00586	Prar.g_01438
OG0000535	Prag.g_00587	Prar.g_01439
OG0000536	Prag.g_00588	Prar.g_01440
OG0000537	Prag.g_00589	Prar.g_01441
OG0000538	Prag.g_00590	Prar.g_01442
OG0000539	Prag.g_00591	Prar.g_01443
OG0000540	Prag.g_00592	Prar.g_01444
OG0000541	Prag.g_00593	Prar.g_01445
OG0000542	Prag.g_00594	Prar.g_01446
OG0000543	Prag.g_00595	Prar.g_01447
OG0000544	Prag.g_00596	Prar.g_01448
OG0000545	Prag.g_00599	Prar.g_01451
OG0000546	Prag.g_00600	Prar.g_01452
OG0000547	Prag.g_00602	Prar.g_01454
OG0000548	Prag.g_00603	Prar.g_01455
OG0000549	Prag.g_00604	Prar.g_01456
OG0000550	Prag.g_00605	Prar.g_01457
OG0000551	Prag.g_00606	Prar.g_01458
OG0000552	Prag.g_00607	Prar.g_01459
OG0000553	Prag.g_00608	Prar.g_01460
OG0000554	Prag.g_00609	Prar.g_01461
OG0000555	Prag.g_00610	Prar.g_01462
OG0000556	Prag.g_00611	Prar.g_01463
OG0000557	Prag.g_00612	Prar.g_01464
OG0000558	Prag.g_00613	Prar.g_01465
OG0000559	Prag.g_00614	Prar.g_01466
OG0000560	Prag.g_00616	Prar.g_01468
OG0000561	Prag.g_00617	Prar.g_01469
OG0000562	Prag.g_00618	Prar.g_01470
OG0000563	Prag.g_00619	Prar.g_01471
OG0000564	Prag.g_00620	Prar.g_01472
OG0000565	Prag.g_00621	Prar.g_01473
OG0000566	Prag.g_00622	Prar.g_01474
OG0000567	Prag.g_00623	Prar.g_01475
OG0000568	Prag.g_00624	Prar.g_01476
OG0000569	Prag.g_00625	Prar.g_01477
OG0000570	Prag.g_00626	Prar.g_01478
OG0000571	Prag.g_00627	Prar.g_01479
OG0000572	Prag.g_00628	Prar.g_01480
